stat, rank, value, (percentage) 
minecraft.used.written_book: #1, 21172(49%)
minecraft.mined.jungle_slab: #9, 26(2%)
minecraft.picked_up.cyan_wool: #9, 139(1%)
minecraft.crafted.cut_sandstone: #9, 160(2%)
minecraft.picked_up.red_banner: #9, 12(2%)
minecraft.picked_up.stonecutter: #9, 13(2%)
minecraft.dropped.charcoal: #9, 2(2%)
minecraft.used.stonecutter: #9, 14(2%)
minecraft.crafted.spruce_wood: #9, 84(1%)
minecraft.mined.purple_bed: #9, 4(2%)
minecraft.used.pumpkin_seeds: #9, 43(1%)
minecraft.used.light_blue_terracotta: #9, 178(1%)
minecraft.picked_up.purple_bed: #9, 4(1%)
minecraft.mined.red_stained_glass_pane: #9, 16(1%)
minecraft.crafted.spruce_fence_gate: #9, 53(1%)
minecraft.picked_up.blue_bed: #9, 4(1%)
minecraft.mined.blue_bed: #9, 4(1%)
minecraft.mined.andesite_slab: #9, 10(1%)
minecraft.used.sandstone_slab: #9, 724(1%)
minecraft.mined.jungle_stairs: #9, 10(1%)
minecraft.picked_up.jungle_stairs: #9, 10(1%)
minecraft.mined.black_concrete_powder: #9, 25(1%)
minecraft.mined.gray_concrete_powder: #9, 37(1%)
minecraft.crafted.dark_oak_wood: #9, 45(1%)
minecraft.crafted.andesite_stairs: #9, 8(1%)
minecraft.used.light_gray_wool: #9, 60(1%)
minecraft.used.cyan_bed: #9, 4(1%)
minecraft.used.barrel: #10, 191(5%)
minecraft.used.nether_brick_fence: #9, 5(1%)
minecraft.used.yellow_stained_glass_pane: #9, 12(0%)
minecraft.picked_up.yellow_glazed_terracotta: #9, 14(1%)
minecraft.crafted.yellow_wool: #9, 28(0%)
minecraft.mined.cyan_bed: #9, 2(0%)
minecraft.picked_up.cyan_bed: #9, 2(0%)
minecraft.mined.acacia_sapling: #9, 2(0%)
minecraft.crafted.cartography_table: #9, 1(0%)
minecraft.dropped.light_gray_wool: #9, 3(0%)
minecraft.crafted.jungle_trapdoor: #9, 12(0%)
minecraft.crafted.lime_wool: #9, 2(0%)
minecraft.custom.open_barrel: #10, 1681(5%)
minecraft.mined.light_blue_glazed_terracotta: #9, 4(0%)
minecraft.picked_up.lime_dye: #9, 4(0%)
minecraft.mined.brain_coral: #9, 1(0%)
minecraft.mined.fire_coral_wall_fan: #9, 2(0%)
minecraft.picked_up.light_blue_glazed_terracotta: #9, 4(0%)
minecraft.picked_up.spruce_trapdoor: #10, 368(4%)
minecraft.crafted.diamond_sword: #10, 6(3%)
minecraft.custom.inspect_dropper: #10, 587(3%)
minecraft.dropped.cobblestone: #10, 11159(3%)
minecraft.used.potion: #10, 41(3%)
minecraft.mined.bone_block: #10, 192(3%)
minecraft.picked_up.stripped_oak_log: #10, 145(3%)
minecraft.used.coal_ore: #10, 814(3%)
minecraft.mined.spruce_fence: #10, 185(3%)
minecraft.used.player_head: #10, 181(2%)
minecraft.mined.gold_ore: #10, 670(2%)
minecraft.used.painting: #10, 92(3%)
minecraft.picked_up.player_head: #10, 352(2%)
minecraft.picked_up.clock: #10, 3(4%)
minecraft.picked_up.dark_oak_stairs: #10, 180(2%)
minecraft.crafted.lantern: #10, 279(3%)
minecraft.crafted.iron_nugget: #10, 2431(2%)
minecraft.used.dark_oak_leaves: #10, 127(3%)
minecraft.mined.player_head: #10, 47(2%)
minecraft.used.milk_bucket: #10, 8(3%)
minecraft.crafted.birch_door: #10, 6(3%)
minecraft.used.note_block: #10, 62(2%)
minecraft.used.cracked_stone_bricks: #10, 232(2%)
minecraft.used.cooked_porkchop: #10, 13(2%)
minecraft.picked_up.splash_potion: #10, 7(2%)
minecraft.picked_up.milk_bucket: #10, 3(2%)
minecraft.dropped.stone_sword: #10, 22(2%)
minecraft.mined.composter: #10, 8(2%)
minecraft.used.tripwire_hook: #10, 39(2%)
minecraft.crafted.fermented_spider_eye: #10, 11(2%)
minecraft.crafted.acacia_planks: #10, 880(1%)
minecraft.picked_up.composter: #10, 8(2%)
minecraft.dropped.iron_door: #10, 3(2%)
minecraft.picked_up.nether_brick_slab: #10, 64(2%)
minecraft.mined.light_blue_terracotta: #10, 38(1%)
minecraft.crafted.sugar: #10, 84(1%)
minecraft.picked_up.pufferfish_bucket: #10, 1(2%)
minecraft.dropped.cocoa_beans: #10, 9(2%)
minecraft.mined.carved_pumpkin: #10, 102(1%)
minecraft.crafted.painting: #10, 27(1%)
minecraft.used.birch_trapdoor: #10, 31(1%)
minecraft.mined.emerald_block: #10, 12(1%)
minecraft.mined.hay_block: #10, 7(1%)
minecraft.crafted.green_wool: #10, 12(1%)
minecraft.crafted.birch_stairs: #10, 112(1%)
minecraft.crafted.red_banner: #10, 16(1%)
minecraft.picked_up.white_carpet: #11, 245(5%)
minecraft.used.spruce_stairs: #11, 1070(4%)
minecraft.used.purple_stained_glass_pane: #10, 16(1%)
minecraft.picked_up.andesite_slab: #10, 8(1%)
minecraft.picked_up.blaze_powder: #10, 16(1%)
minecraft.crafted.blue_wool: #10, 34(1%)
minecraft.mined.lime_stained_glass: #10, 12(1%)
minecraft.picked_up.cake: #10, 1(1%)
minecraft.dropped.dark_oak_fence: #10, 3(1%)
minecraft.used.seagrass: #10, 9(1%)
minecraft.used.iron_sword: #11, 707(4%)
minecraft.used.blue_stained_glass_pane: #10, 14(0%)
minecraft.used.andesite_slab: #10, 30(0%)
minecraft.broken.iron_axe: #11, 4(4%)
minecraft.dropped.light_gray_concrete_powder: #10, 7(0%)
minecraft.mined.green_concrete_powder: #10, 4(0%)
minecraft.picked_up.green_dye: #10, 129(0%)
minecraft.mined.tube_coral: #10, 1(0%)
minecraft.mined.fire_coral: #10, 1(0%)
minecraft.crafted.purple_stained_glass: #10, 8(0%)
minecraft.mined.tube_coral_wall_fan: #10, 2(0%)
minecraft.used.dried_kelp_block: #10, 4(0%)
minecraft.mined.coal_ore: #11, 7768(4%)
minecraft.crafted.barrel: #11, 133(4%)
minecraft.mined.red_shulker_box: #11, 321(4%)
minecraft.used.red_shulker_box: #11, 321(3%)
minecraft.dropped.golden_chestplate: #11, 10(4%)
minecraft.crafted.iron_helmet: #11, 11(3%)
minecraft.mined.cobblestone_wall: #11, 104(3%)
minecraft.picked_up.cod: #11, 2919(3%)
minecraft.mined.stripped_oak_log: #11, 136(3%)
minecraft.picked_up.oak_sapling: #11, 817(2%)
minecraft.custom.swim_one_cm: #11, 5561018(2%)
minecraft.used.bone_block: #11, 651(3%)
minecraft.used.stripped_oak_log: #11, 70(3%)
minecraft.crafted.spruce_boat: #11, 10(3%)
minecraft.mined.birch_planks: #11, 100(3%)
minecraft.picked_up.gold_ore: #11, 672(2%)
minecraft.mined.obsidian: #11, 722(2%)
minecraft.used.spruce_boat: #11, 40(2%)
minecraft.used.wooden_hoe: #11, 40(4%)
minecraft.picked_up.spruce_fence: #11, 223(3%)
minecraft.picked_up.painting: #11, 74(2%)
minecraft.mined.cactus: #11, 63(2%)
minecraft.mined.dark_oak_stairs: #11, 118(2%)
minecraft.used.dark_oak_trapdoor: #11, 183(2%)
minecraft.crafted.note_block: #11, 55(2%)
minecraft.mined.black_carpet: #11, 24(2%)
minecraft.killed_by.drowned: #11, 2(3%)
minecraft.used.magenta_shulker_box: #11, 63(2%)
minecraft.used.birch_planks: #11, 191(2%)
minecraft.mined.magenta_shulker_box: #11, 63(2%)
minecraft.picked_up.magenta_shulker_box: #11, 64(2%)
minecraft.killed.pig: #11, 11(2%)
minecraft.crafted.blue_shulker_box: #11, 2(2%)
minecraft.used.dropper: #11, 123(2%)
minecraft.mined.white_wool: #11, 43(2%)
minecraft.picked_up.porkchop: #11, 27(1%)
minecraft.mined.birch_trapdoor: #11, 14(2%)
minecraft.killed.husk: #11, 18(2%)
minecraft.mined.coal_block: #11, 39(2%)
minecraft.used.coal_block: #11, 137(1%)
minecraft.picked_up.spruce_fence_gate: #11, 23(2%)
minecraft.picked_up.birch_trapdoor: #11, 16(2%)
minecraft.used.dark_oak_stairs: #11, 280(1%)
minecraft.crafted.dark_oak_trapdoor: #11, 112(1%)
minecraft.picked_up.fishing_rod: #11, 4(1%)
minecraft.crafted.cyan_stained_glass_pane: #11, 48(2%)
minecraft.picked_up.dark_oak_log: #11, 1299(1%)
minecraft.mined.seagrass: #11, 177(1%)
minecraft.custom.traded_with_villager: #11, 2221(1%)
minecraft.used.red_carpet: #11, 186(1%)
minecraft.picked_up.light_blue_terracotta: #11, 37(1%)
minecraft.crafted.dropper: #11, 81(1%)
minecraft.crafted.shield: #11, 7(1%)
minecraft.mined.dark_oak_log: #11, 986(1%)
minecraft.used.horn_coral_fan: #11, 8(1%)
minecraft.picked_up.gray_concrete: #11, 689(1%)
minecraft.mined.spruce_sapling: #11, 7(1%)
minecraft.dropped.sandstone: #11, 128(1%)
minecraft.mined.acacia_log: #11, 439(1%)
minecraft.crafted.end_rod: #11, 172(1%)
minecraft.dropped.spruce_sapling: #11, 13(1%)
minecraft.picked_up.acacia_log: #11, 435(1%)
minecraft.mined.red_wall_banner: #11, 3(1%)
minecraft.used.hay_block: #11, 17(1%)
minecraft.picked_up.cracked_stone_bricks: #11, 87(1%)
minecraft.picked_up.light_gray_terracotta: #11, 831(1%)
minecraft.dropped.iron_nugget: #11, 10(1%)
minecraft.used.black_carpet: #11, 42(1%)
minecraft.used.brown_shulker_box: #11, 33(1%)
minecraft.crafted.loom: #11, 3(1%)
minecraft.picked_up.brown_shulker_box: #11, 33(1%)
minecraft.mined.light_gray_terracotta: #11, 834(1%)
minecraft.mined.brown_shulker_box: #11, 33(1%)
minecraft.crafted.black_carpet: #11, 45(1%)
minecraft.dropped.cooked_chicken: #11, 17(1%)
minecraft.dropped.glowstone_dust: #11, 5(1%)
minecraft.mined.nether_brick_stairs: #11, 15(1%)
minecraft.crafted.purple_stained_glass_pane: #11, 16(1%)
minecraft.picked_up.jungle_fence: #11, 3(0%)
minecraft.used.birch_stairs: #11, 66(0%)
minecraft.picked_up.dark_oak_pressure_plate: #11, 1(1%)
minecraft.used.crossbow: #11, 11(0%)
minecraft.crafted.glowstone: #11, 79(0%)
minecraft.mined.yellow_terracotta: #11, 102(0%)
minecraft.crafted.green_carpet: #11, 18(0%)
minecraft.used.cake: #11, 3(0%)
minecraft.used.brain_coral_block: #11, 9(0%)
minecraft.used.bricks: #11, 90(0%)
minecraft.crafted.jungle_fence: #11, 9(0%)
minecraft.used.orange_stained_glass_pane: #11, 14(0%)
minecraft.picked_up.lime_stained_glass: #11, 10(0%)
minecraft.mined.sweet_berry_bush: #11, 9(0%)
minecraft.crafted.cookie: #11, 30(0%)
minecraft.crafted.blue_stained_glass_pane: #11, 16(0%)
minecraft.mined.brown_mushroom_block: #11, 64(0%)
minecraft.crafted.pink_carpet: #11, 3(0%)
minecraft.custom.fish_caught: #11, 74(0%)
minecraft.dropped.blue_wool: #11, 1(0%)
minecraft.crafted.green_stained_glass: #11, 8(0%)
minecraft.used.pink_carpet: #11, 1(0%)
minecraft.crafted.brown_dye: #11, 5(0%)
minecraft.picked_up.cyan_concrete_powder: #11, 1(0%)
minecraft.mined.brain_coral_block: #11, 2(0%)
minecraft.custom.climb_one_cm: #12, 2376433(3%)
minecraft.picked_up.flint: #12, 923(4%)
minecraft.picked_up.spruce_slab: #12, 728(3%)
minecraft.used.diamond_sword: #12, 10186(3%)
minecraft.picked_up.wheat: #12, 2738(4%)
minecraft.picked_up.cobblestone_wall: #12, 201(4%)
minecraft.picked_up.red_shulker_box: #12, 321(3%)
minecraft.picked_up.oak_stairs: #12, 171(3%)
minecraft.mined.cobblestone: #12, 2883(3%)
minecraft.picked_up.golden_helmet: #12, 10(3%)
minecraft.picked_up.diamond_chestplate: #12, 7(3%)
minecraft.crafted.spruce_stairs: #12, 744(3%)
minecraft.picked_up.bone: #12, 1748(2%)
minecraft.picked_up.iron_ore: #12, 2989(2%)
minecraft.mined.poppy: #12, 129(2%)
minecraft.custom.damage_absorbed: #12, 192(3%)
minecraft.used.cobblestone: #12, 6133(2%)
minecraft.used.bone_meal: #12, 2612(2%)
minecraft.mined.oak_log: #12, 2390(2%)
minecraft.crafted.stone_hoe: #12, 3(2%)
minecraft.used.oak_log: #12, 609(2%)
minecraft.mined.diamond_ore: #12, 488(2%)
minecraft.used.cactus: #12, 58(2%)
minecraft.used.glass_bottle: #12, 115(2%)
minecraft.crafted.spruce_door: #12, 27(2%)
minecraft.mined.loom: #12, 3(2%)
minecraft.crafted.spruce_fence: #12, 378(2%)
minecraft.picked_up.dark_oak_slab: #12, 234(2%)
minecraft.dropped.bone: #12, 341(2%)
minecraft.crafted.jungle_planks: #12, 1376(2%)
minecraft.used.stone_hoe: #12, 110(2%)
minecraft.used.loom: #12, 5(2%)
minecraft.mined.tripwire: #12, 45(2%)
minecraft.picked_up.pumpkin_seeds: #12, 600(2%)
minecraft.used.dark_oak_planks: #12, 384(2%)
minecraft.picked_up.lead: #12, 35(2%)
minecraft.picked_up.chainmail_helmet: #12, 2(2%)
minecraft.mined.sandstone_stairs: #12, 41(2%)
minecraft.picked_up.mutton: #12, 68(1%)
minecraft.crafted.fishing_rod: #12, 4(2%)
minecraft.crafted.black_dye: #12, 444(2%)
minecraft.used.end_rod: #12, 256(1%)
minecraft.used.dark_oak_boat: #12, 16(1%)
minecraft.picked_up.black_carpet: #12, 35(2%)
minecraft.used.redstone_ore: #12, 343(1%)
minecraft.picked_up.lapis_block: #12, 33(1%)
minecraft.picked_up.dark_oak_leaves: #12, 127(1%)
minecraft.used.spruce_sapling: #12, 138(1%)
minecraft.used.dark_oak_door: #12, 7(1%)
minecraft.mined.smooth_stone: #12, 133(1%)
minecraft.crafted.red_carpet: #12, 159(1%)
minecraft.crafted.tripwire_hook: #12, 36(1%)
minecraft.custom.interact_with_cartography_table: #12, 1(1%)
minecraft.picked_up.jungle_sapling: #12, 28(1%)
minecraft.picked_up.blaze_rod: #12, 72(1%)
minecraft.used.tropical_fish_bucket: #12, 4(1%)
minecraft.crafted.cyan_carpet: #12, 9(1%)
minecraft.mined.jungle_log: #12, 362(1%)
minecraft.dropped.stone_pressure_plate: #12, 10(1%)
minecraft.used.brown_carpet: #12, 43(1%)
minecraft.dropped.red_shulker_box: #12, 1(1%)
minecraft.mined.brown_carpet: #12, 7(1%)
minecraft.used.oak_pressure_plate: #12, 3(1%)
minecraft.used.smooth_sandstone: #12, 450(1%)
minecraft.dropped.spruce_door: #12, 1(1%)
minecraft.picked_up.hay_block: #12, 7(1%)
minecraft.mined.light_gray_concrete_powder: #12, 28(1%)
minecraft.crafted.brown_carpet: #12, 39(1%)
minecraft.crafted.purple_shulker_box: #12, 1(1%)
minecraft.crafted.mossy_cobblestone: #12, 32(1%)
minecraft.crafted.sandstone_slab: #12, 910(1%)
minecraft.mined.grindstone: #12, 3(1%)
minecraft.mined.jungle_fence: #12, 3(1%)
minecraft.mined.bricks: #12, 30(1%)
minecraft.used.green_carpet: #12, 18(0%)
minecraft.mined.allium: #12, 5(1%)
minecraft.dropped.phantom_membrane: #12, 3(1%)
minecraft.picked_up.grindstone: #12, 3(0%)
minecraft.used.grindstone: #12, 4(0%)
minecraft.picked_up.yellow_terracotta: #12, 102(0%)
minecraft.crafted.yellow_stained_glass_pane: #12, 16(0%)
minecraft.mined.cake: #12, 1(0%)
minecraft.custom.use_cauldron: #12, 1(0%)
minecraft.crafted.filled_map: #12, 10(0%)
minecraft.used.chorus_fruit: #12, 1(0%)
minecraft.used.light_blue_stained_glass_pane: #12, 12(0%)
minecraft.used.cookie: #12, 3(0%)
minecraft.crafted.hay_block: #12, 17(0%)
minecraft.used.red_stained_glass_pane: #12, 16(0%)
minecraft.crafted.orange_stained_glass_pane: #12, 16(0%)
minecraft.dropped.acacia_sapling: #12, 2(0%)
minecraft.crafted.dark_oak_pressure_plate: #12, 1(0%)
minecraft.picked_up.gray_concrete_powder: #12, 100(0%)
minecraft.dropped.black_wool: #12, 1(0%)
minecraft.dropped.pumpkin_seeds: #12, 42(0%)
minecraft.mined.gray_stained_glass: #12, 6(0%)
minecraft.used.jungle_fence: #12, 4(0%)
minecraft.picked_up.seagrass: #12, 9(0%)
minecraft.crafted.pumpkin_seeds: #12, 12(0%)
minecraft.mined.green_stained_glass: #12, 1(0%)
minecraft.picked_up.melon_slice: #12, 58(0%)
minecraft.picked_up.dead_brain_coral_block: #12, 1(0%)
minecraft.crafted.golden_carrot: #12, 27(0%)
minecraft.mined.bubble_coral_block: #12, 1(0%)
minecraft.picked_up.brain_coral_block: #12, 1(0%)
minecraft.picked_up.oak_planks: #13, 951(3%)
minecraft.picked_up.iron_chestplate: #13, 9(3%)
minecraft.crafted.stick: #13, 9864(3%)
minecraft.picked_up.oak_boat: #13, 79(3%)
minecraft.picked_up.iron_pickaxe: #13, 7(3%)
minecraft.custom.time_since_death: #13, 3372524(1%)
minecraft.picked_up.redstone_block: #13, 432(3%)
minecraft.mined.iron_ore: #13, 2961(2%)
minecraft.picked_up.bow: #13, 108(2%)
minecraft.used.spruce_slab: #13, 1485(2%)
minecraft.picked_up.spruce_door: #13, 24(2%)
minecraft.mined.lapis_ore: #13, 357(2%)
minecraft.crafted.ladder: #13, 312(2%)
minecraft.picked_up.oak_log: #13, 2459(2%)
minecraft.used.spruce_fence: #13, 363(2%)
minecraft.picked_up.chainmail_leggings: #13, 3(2%)
minecraft.used.sand: #13, 5581(1%)
minecraft.picked_up.loom: #13, 3(2%)
minecraft.dropped.birch_planks: #13, 34(2%)
minecraft.picked_up.writable_book: #13, 10(2%)
minecraft.picked_up.spruce_sapling: #13, 305(1%)
minecraft.custom.interact_with_loom: #13, 10(2%)
minecraft.broken.shears: #13, 18(1%)
minecraft.picked_up.spruce_log: #13, 2758(1%)
minecraft.picked_up.wooden_pickaxe: #13, 1(2%)
minecraft.crafted.item_frame: #13, 106(1%)
minecraft.mined.cracked_stone_bricks: #13, 38(1%)
minecraft.custom.interact_with_brewingstand: #13, 131(1%)
minecraft.mined.dark_oak_slab: #13, 133(1%)
minecraft.crafted.glass_bottle: #13, 78(1%)
minecraft.mined.spruce_log: #13, 2255(1%)
minecraft.killed.sheep: #13, 24(1%)
minecraft.dropped.diamond_chestplate: #13, 1(2%)
minecraft.mined.end_rod: #13, 106(1%)
minecraft.crafted.red_shulker_box: #13, 4(1%)
minecraft.crafted.bow: #13, 70(1%)
minecraft.crafted.sandstone: #13, 251(1%)
minecraft.picked_up.dark_oak_door: #13, 4(2%)
minecraft.mined.mossy_stone_bricks: #13, 16(1%)
minecraft.mined.red_carpet: #13, 29(1%)
minecraft.dropped.sugar_cane: #13, 165(1%)
minecraft.used.white_carpet: #13, 180(1%)
minecraft.dropped.cut_sandstone: #13, 4(2%)
minecraft.crafted.dark_oak_door: #13, 6(1%)
minecraft.crafted.dark_oak_stairs: #13, 240(1%)
minecraft.crafted.lectern: #13, 7(1%)
minecraft.custom.sneak_time: #14, 1843099(2%)
minecraft.picked_up.totem_of_undying: #13, 5(1%)
minecraft.dropped.stone_hoe: #13, 1(1%)
minecraft.used.stripped_spruce_log: #13, 8(1%)
minecraft.picked_up.mossy_stone_bricks: #13, 16(1%)
minecraft.custom.interact_with_blast_furnace: #13, 5(1%)
minecraft.picked_up.stripped_spruce_log: #13, 18(1%)
minecraft.mined.terracotta: #13, 1567(1%)
minecraft.dropped.spruce_button: #13, 2(1%)
minecraft.picked_up.jungle_log: #13, 361(1%)
minecraft.used.white_stained_glass_pane: #13, 210(1%)
minecraft.used.emerald_block: #13, 28(1%)
minecraft.dropped.flint_and_steel: #13, 1(1%)
minecraft.crafted.birch_trapdoor: #13, 20(1%)
minecraft.mined.spruce_button: #13, 2(1%)
minecraft.picked_up.carrot: #13, 906(1%)
minecraft.crafted.light_gray_concrete_powder: #13, 536(1%)
minecraft.used.heavy_weighted_pressure_plate: #13, 4(1%)
minecraft.mined.gray_concrete: #13, 458(0%)
minecraft.crafted.gray_concrete_powder: #13, 576(0%)
minecraft.mined.scaffolding: #13, 155(0%)
minecraft.picked_up.chiseled_sandstone: #13, 1(1%)
minecraft.used.gray_concrete: #13, 355(0%)
minecraft.used.gray_concrete_powder: #13, 485(0%)
minecraft.used.scaffolding: #13, 395(0%)
minecraft.used.bubble_coral_block: #13, 8(1%)
minecraft.picked_up.scaffolding: #13, 365(0%)
minecraft.dropped.carrot: #13, 352(0%)
minecraft.crafted.purple_dye: #13, 34(0%)
minecraft.used.jungle_sapling: #13, 16(0%)
minecraft.picked_up.bricks: #13, 30(0%)
minecraft.dropped.smooth_stone_slab: #13, 31(0%)
minecraft.crafted.cooked_salmon: #13, 11(0%)
minecraft.used.light_blue_bed: #13, 2(0%)
minecraft.custom.minecart_one_cm: #13, 703121(0%)
minecraft.crafted.pumpkin_pie: #13, 13(0%)
minecraft.picked_up.sweet_berries: #13, 67(0%)
minecraft.used.lime_stained_glass_pane: #13, 12(0%)
minecraft.mined.andesite_wall: #13, 1(0%)
minecraft.mined.nether_wart: #13, 31(0%)
minecraft.picked_up.cooked_cod: #13, 127(0%)
minecraft.picked_up.light_blue_dye: #13, 2(0%)
minecraft.mined.black_terracotta: #13, 6(0%)
minecraft.picked_up.green_stained_glass: #13, 3(0%)
minecraft.crafted.gray_wool: #13, 2(0%)
minecraft.dropped.magma_block: #13, 2(0%)
minecraft.crafted.gold_nugget: #13, 252(0%)
minecraft.used.andesite_wall: #13, 5(0%)
minecraft.crafted.blast_furnace: #13, 1(0%)
minecraft.crafted.orange_stained_glass: #13, 8(0%)
minecraft.used.nether_wart: #13, 38(0%)
minecraft.crafted.purple_concrete_powder: #13, 8(0%)
minecraft.used.black_terracotta: #13, 6(0%)
minecraft.used.jungle_planks: #13, 1(0%)
minecraft.dropped.light_gray_carpet: #13, 1(0%)
minecraft.crafted.cyan_stained_glass: #13, 16(0%)
minecraft.used.green_stained_glass: #13, 1(0%)
minecraft.picked_up.bubble_coral_block: #13, 1(0%)
minecraft.mined.red_mushroom_block: #13, 4(0%)
minecraft.custom.crouch_one_cm: #14, 5972397(2%)
minecraft.picked_up.iron_sword: #14, 8(4%)
minecraft.custom.open_shulker_box: #14, 15709(2%)
minecraft.used.iron_axe: #14, 982(3%)
minecraft.used.oak_boat: #14, 76(3%)
minecraft.picked_up.leather_helmet: #14, 9(3%)
minecraft.picked_up.cobblestone: #14, 48320(2%)
minecraft.killed_by.creeper: #14, 3(2%)
minecraft.mined.oak_sign: #14, 21(2%)
minecraft.picked_up.diamond: #14, 935(2%)
minecraft.used.spruce_planks: #14, 1120(2%)
minecraft.used.spruce_log: #14, 731(2%)
minecraft.picked_up.iron_boots: #14, 5(2%)
minecraft.picked_up.birch_planks: #14, 155(2%)
minecraft.picked_up.apple: #14, 104(2%)
minecraft.used.spruce_door: #14, 27(2%)
minecraft.used.ladder: #14, 284(2%)
minecraft.crafted.dark_oak_planks: #14, 3112(2%)
minecraft.mined.redstone_block: #14, 98(2%)
minecraft.picked_up.end_rod: #14, 246(2%)
minecraft.mined.quartz_stairs: #14, 154(2%)
minecraft.picked_up.birch_boat: #14, 31(2%)
minecraft.mined.player_wall_head: #14, 26(2%)
minecraft.dropped.flint: #14, 129(1%)
minecraft.picked_up.sandstone_stairs: #14, 47(2%)
minecraft.used.birch_boat: #14, 26(1%)
minecraft.mined.white_carpet: #14, 34(1%)
minecraft.picked_up.quartz_stairs: #14, 161(1%)
minecraft.picked_up.ink_sac: #14, 206(1%)
minecraft.custom.talked_to_villager: #14, 599(1%)
minecraft.dropped.stone_brick_slab: #14, 45(1%)
minecraft.crafted.white_carpet: #14, 177(1%)
minecraft.dropped.birch_log: #14, 32(1%)
minecraft.crafted.bookshelf: #14, 85(1%)
minecraft.picked_up.dark_oak_boat: #14, 8(1%)
minecraft.crafted.magenta_shulker_box: #14, 1(1%)
minecraft.picked_up.spruce_button: #14, 4(1%)
minecraft.dropped.dark_oak_planks: #14, 20(1%)
minecraft.used.nether_quartz_ore: #14, 320(1%)
minecraft.mined.stripped_spruce_log: #14, 18(1%)
minecraft.picked_up.shears: #14, 5(1%)
minecraft.crafted.emerald: #14, 1806(1%)
minecraft.picked_up.terracotta: #14, 1561(1%)
minecraft.mined.note_block: #14, 8(1%)
minecraft.dropped.cooked_beef: #14, 13(1%)
minecraft.mined.jungle_leaves: #14, 146(1%)
minecraft.picked_up.birch_sapling: #14, 89(1%)
minecraft.picked_up.yellow_stained_glass: #14, 25(1%)
minecraft.picked_up.comparator: #14, 27(1%)
minecraft.dropped.stone_axe: #14, 1(1%)
minecraft.mined.light_blue_shulker_box: #14, 52(1%)
minecraft.dropped.oak_pressure_plate: #14, 1(1%)
minecraft.picked_up.light_blue_shulker_box: #14, 53(1%)
minecraft.used.light_blue_shulker_box: #14, 51(1%)
minecraft.used.terracotta: #14, 51(1%)
minecraft.mined.podzol: #14, 74(1%)
minecraft.used.cyan_carpet: #14, 7(1%)
minecraft.mined.sugar_cane: #14, 350(0%)
minecraft.used.light_gray_concrete_powder: #14, 482(1%)
minecraft.crafted.oak_pressure_plate: #14, 3(0%)
minecraft.mined.carrots: #14, 123(0%)
minecraft.mined.yellow_stained_glass: #14, 6(0%)
minecraft.used.mossy_cobblestone: #14, 14(0%)
minecraft.used.orange_shulker_box: #14, 26(0%)
minecraft.picked_up.orange_shulker_box: #14, 26(0%)
minecraft.mined.orange_shulker_box: #14, 26(0%)
minecraft.crafted.brewing_stand: #14, 2(0%)
minecraft.crafted.quartz_pillar: #14, 64(0%)
minecraft.used.acacia_boat: #14, 1(0%)
minecraft.crafted.wooden_sword: #14, 1(0%)
minecraft.mined.melon: #14, 7(0%)
minecraft.mined.smooth_sandstone: #14, 32(0%)
minecraft.dropped.cobblestone_slab: #14, 6(0%)
minecraft.mined.orange_terracotta: #14, 181(0%)
minecraft.picked_up.orange_terracotta: #14, 182(0%)
minecraft.used.bamboo: #14, 21(0%)
minecraft.mined.bamboo: #14, 10(0%)
minecraft.picked_up.andesite_wall: #14, 1(0%)
minecraft.crafted.emerald_block: #14, 42(0%)
minecraft.picked_up.nether_wart: #14, 112(0%)
minecraft.dropped.scaffolding: #14, 5(0%)
minecraft.picked_up.dark_oak_fence_gate: #14, 1(0%)
minecraft.mined.birch_stairs: #14, 8(0%)
minecraft.used.cyan_terracotta: #14, 196(0%)
minecraft.crafted.stonecutter: #14, 1(0%)
minecraft.picked_up.black_terracotta: #14, 6(0%)
minecraft.mined.lily_pad: #14, 1(0%)
minecraft.used.nether_brick_slab: #14, 6(0%)
minecraft.picked_up.smooth_sandstone: #14, 30(0%)
minecraft.picked_up.gray_stained_glass: #14, 5(0%)
minecraft.crafted.yellow_stained_glass: #14, 8(0%)
minecraft.crafted.grindstone: #14, 1(0%)
minecraft.crafted.lime_stained_glass: #14, 16(0%)
minecraft.picked_up.green_concrete_powder: #14, 3(0%)
minecraft.mined.nether_brick_slab: #14, 2(0%)
minecraft.used.fishing_rod: #14, 100(0%)
minecraft.dropped.coarse_dirt: #14, 1(0%)
minecraft.crafted.cyan_terracotta: #14, 64(0%)
minecraft.crafted.black_terracotta: #14, 8(0%)
minecraft.custom.boat_one_cm: #15, 17453677(3%)
minecraft.custom.walk_under_water_one_cm: #15, 6542977(1%)
minecraft.picked_up.written_book: #15, 44(2%)
minecraft.picked_up.obsidian: #15, 733(2%)
minecraft.used.cobblestone_wall: #15, 351(2%)
minecraft.crafted.cobblestone_wall: #15, 372(2%)
minecraft.custom.aviate_one_cm: #15, 126866068(2%)
minecraft.picked_up.spruce_boat: #15, 28(2%)
minecraft.custom.interact_with_lectern: #15, 47(2%)
minecraft.crafted.spruce_slab: #15, 906(1%)
minecraft.mined.redstone_torch: #15, 39(2%)
minecraft.used.quartz_block: #15, 256(2%)
minecraft.used.shears: #15, 3513(1%)
minecraft.picked_up.tripwire_hook: #15, 27(1%)
