stat, rank, value, (percentage) 
minecraft.dropped.orange_wool: #1, 3(75%)
minecraft.picked_up.cyan_dye: #2, 392(21%)
minecraft.custom.interact_with_beacon: #2, 160(12%)
minecraft.crafted.shulker_box: #2, 807(15%)
minecraft.used.wooden_pickaxe: #2, 111(11%)
minecraft.dropped.smooth_sandstone_stairs: #1, 19(49%)
minecraft.picked_up.black_carpet: #2, 300(13%)
minecraft.used.emerald_block: #2, 530(14%)
minecraft.crafted.sandstone_stairs: #2, 1576(15%)
minecraft.dropped.repeater: #2, 162(17%)
minecraft.picked_up.anvil: #2, 120(11%)
minecraft.crafted.diamond_sword: #3, 22(13%)
minecraft.crafted.cyan_stained_glass: #2, 11968(17%)
minecraft.mined.potted_red_tulip: #1, 2(29%)
minecraft.dropped.diamond_chestplate: #2, 9(17%)
minecraft.dropped.prismarine_brick_slab: #2, 215(40%)
minecraft.crafted.red_terracotta: #2, 3227(20%)
minecraft.crafted.pink_shulker_box: #2, 18(18%)
minecraft.picked_up.orange_concrete: #2, 1564(15%)
minecraft.mined.dark_oak_fence: #2, 504(11%)
minecraft.picked_up.prismarine_shard: #3, 51408(17%)
minecraft.dropped.lime_concrete_powder: #1, 131(69%)
minecraft.dropped.diamond_pickaxe: #2, 47(11%)
minecraft.dropped.chainmail_boots: #2, 16(17%)
minecraft.used.dead_tube_coral_fan: #2, 34(34%)
minecraft.used.blue_ice: #3, 3433(21%)
minecraft.mined.prismarine_stairs: #2, 98(39%)
minecraft.used.orange_concrete_powder: #2, 1116(15%)
minecraft.killed.endermite: #2, 30(15%)
minecraft.crafted.iron_helmet: #2, 36(9%)
minecraft.crafted.magenta_wool: #2, 349(39%)
minecraft.dropped.light_gray_concrete: #3, 276(24%)
minecraft.dropped.orange_banner: #1, 2(67%)
minecraft.mined.dark_oak_trapdoor: #2, 232(11%)
minecraft.crafted.orange_shulker_box: #2, 43(15%)
minecraft.mined.orange_concrete: #2, 1593(15%)
minecraft.crafted.fermented_spider_eye: #2, 81(14%)
minecraft.picked_up.beacon: #2, 75(12%)
minecraft.picked_up.emerald_block: #3, 343(17%)
minecraft.picked_up.golden_helmet: #2, 35(10%)
minecraft.crafted.diamond_axe: #3, 23(13%)
minecraft.mined.prismarine_brick_slab: #2, 410(19%)
minecraft.picked_up.golden_leggings: #2, 36(10%)
minecraft.picked_up.stone_shovel: #2, 13(15%)
minecraft.picked_up.prismarine_brick_slab: #2, 563(17%)
minecraft.picked_up.blast_furnace: #2, 71(17%)
minecraft.used.diamond_block: #3, 753(16%)
minecraft.mined.beacon: #2, 64(12%)
minecraft.mined.kelp: #3, 2270(13%)
minecraft.dropped.iron_hoe: #2, 5(25%)
minecraft.dropped.golden_leggings: #2, 28(11%)
minecraft.dropped.jungle_pressure_plate: #1, 8(31%)
minecraft.crafted.prismarine_bricks: #2, 6902(28%)
minecraft.dropped.birch_boat: #2, 11(14%)
minecraft.dropped.dropper: #2, 143(25%)
minecraft.dropped.end_rod: #2, 355(15%)
minecraft.dropped.acacia_door: #2, 12(32%)
minecraft.picked_up.saddle: #3, 44(14%)
minecraft.crafted.gray_dye: #3, 6212(14%)
minecraft.dropped.white_carpet: #2, 78(13%)
minecraft.picked_up.coal_block: #3, 661(13%)
minecraft.picked_up.prismarine_crystals: #3, 16090(14%)
minecraft.dropped.scaffolding: #2, 413(14%)
minecraft.dropped.yellow_wool: #2, 104(22%)
minecraft.dropped.pink_stained_glass_pane: #1, 14(58%)
minecraft.crafted.iron_door: #2, 96(11%)
minecraft.dropped.lapis_ore: #2, 36(20%)
minecraft.crafted.lime_stained_glass: #2, 2992(14%)
minecraft.dropped.coal: #3, 1335(13%)
minecraft.used.purpur_block: #2, 265(16%)
minecraft.picked_up.cyan_stained_glass: #2, 1894(12%)
minecraft.crafted.stone_sword: #2, 39(10%)
minecraft.mined.end_rod: #3, 1220(13%)
minecraft.dropped.mutton: #2, 70(16%)
minecraft.custom.boat_one_cm: #3, 75853686(11%)
minecraft.dropped.gray_carpet: #2, 149(16%)
minecraft.picked_up.dark_oak_trapdoor: #2, 303(10%)
minecraft.picked_up.mossy_cobblestone: #3, 556(15%)
minecraft.picked_up.sticky_piston: #3, 941(13%)
minecraft.picked_up.birch_door: #3, 32(18%)
minecraft.crafted.red_sand: #1, 24(100%)
minecraft.crafted.tropical_fish_bucket: #1, 8(100%)
minecraft.crafted.brain_coral_block: #1, 6(100%)
minecraft.killed_by.witch: #1, 1(100%)
minecraft.picked_up.enchanted_golden_apple: #1, 1(50%)
minecraft.mined.acacia_sign: #1, 1(50%)
minecraft.dropped.cartography_table: #1, 1(100%)
minecraft.dropped.mushroom_stew: #1, 4(100%)
minecraft.dropped.pink_bed: #1, 1(100%)
minecraft.dropped.dead_bush: #1, 33(100%)
minecraft.dropped.orange_concrete_powder: #1, 5(100%)
minecraft.dropped.magenta_glazed_terracotta: #1, 12(100%)
minecraft.dropped.music_disc_11: #1, 1(100%)
minecraft.custom.damage_dealt_resisted: #1, 264(100%)
minecraft.broken.diamond_axe: #1, 1(25%)
minecraft.dropped.yellow_terracotta: #2, 685(18%)
minecraft.killed.villager: #2, 201(14%)
minecraft.picked_up.arrow: #3, 6888(10%)
minecraft.custom.walk_under_water_one_cm: #4, 39439512(8%)
minecraft.mined.tripwire: #2, 249(9%)
minecraft.picked_up.rotten_flesh: #3, 9399(9%)
minecraft.dropped.chicken: #3, 229(16%)
minecraft.picked_up.acacia_sign: #2, 7(28%)
minecraft.custom.damage_resisted: #3, 62368(13%)
minecraft.picked_up.redstone_block: #2, 1224(9%)
minecraft.picked_up.stone: #3, 306899(11%)
minecraft.picked_up.end_stone_bricks: #3, 1131(15%)
minecraft.picked_up.iron_hoe: #2, 4(15%)
minecraft.used.gray_glazed_terracotta: #2, 22(28%)
minecraft.used.iron_door: #2, 118(10%)
minecraft.used.jungle_planks: #2, 450(14%)
minecraft.crafted.birch_wood: #2, 390(21%)
minecraft.picked_up.prismarine_stairs: #2, 93(27%)
minecraft.dropped.golden_chestplate: #2, 25(9%)
minecraft.used.milk_bucket: #3, 51(17%)
minecraft.custom.fall_one_cm: #4, 26087411(10%)
minecraft.dropped.diamond_sword: #3, 29(11%)
minecraft.dropped.golden_helmet: #2, 28(11%)
minecraft.dropped.crafting_table: #3, 70(15%)
minecraft.mined.snow: #3, 25930(13%)
minecraft.mined.lever: #2, 175(8%)
minecraft.crafted.note_block: #3, 355(14%)
minecraft.picked_up.pufferfish_bucket: #2, 8(18%)
minecraft.used.lime_wool: #3, 411(17%)
minecraft.mined.cobweb: #2, 1118(8%)
minecraft.crafted.rail: #3, 5655(13%)
minecraft.dropped.brown_shulker_box: #2, 23(45%)
minecraft.mined.sandstone: #3, 27006(11%)
minecraft.dropped.polished_andesite: #3, 392(17%)
minecraft.used.cyan_shulker_box: #3, 401(16%)
minecraft.crafted.gray_carpet: #3, 3321(16%)
minecraft.picked_up.heart_of_the_sea: #2, 4(22%)
minecraft.dropped.name_tag: #3, 35(15%)
minecraft.dropped.composter: #2, 5(29%)
minecraft.mined.cyan_shulker_box: #3, 392(16%)
minecraft.mined.sponge: #2, 52(15%)
minecraft.mined.soul_sand: #3, 5411(12%)
minecraft.picked_up.sandstone: #3, 26721(11%)
minecraft.dropped.spruce_fence: #2, 121(11%)
minecraft.picked_up.cyan_shulker_box: #3, 395(16%)
minecraft.used.bow: #3, 7639(11%)
minecraft.picked_up.spider_eye: #3, 1361(11%)
minecraft.picked_up.birch_sign: #3, 129(12%)
minecraft.dropped.black_carpet: #2, 49(15%)
minecraft.dropped.suspicious_stew: #2, 18(34%)
minecraft.crafted.yellow_dye: #3, 3744(13%)
minecraft.picked_up.chest: #3, 2576(10%)
minecraft.used.ender_pearl: #3, 1489(11%)
minecraft.mined.cake: #3, 47(22%)
minecraft.picked_up.light_weighted_pressure_plate: #2, 19(24%)
minecraft.crafted.repeater: #2, 1315(8%)
minecraft.crafted.birch_planks: #3, 15452(9%)
minecraft.dropped.lead: #3, 33(17%)
minecraft.crafted.redstone_torch: #2, 5679(7%)
minecraft.dropped.spruce_fence_gate: #2, 50(16%)
minecraft.killed.ravager: #2, 10(14%)
minecraft.killed.bat: #3, 109(12%)
minecraft.dropped.bone_block: #2, 691(12%)
minecraft.used.string: #3, 1746(12%)
minecraft.killed.spider: #3, 413(10%)
minecraft.picked_up.light_gray_dye: #3, 346(16%)
minecraft.dropped.yellow_dye: #2, 99(20%)
minecraft.picked_up.cobweb: #2, 898(8%)
minecraft.crafted.acacia_door: #2, 30(18%)
minecraft.killed.zombie_villager: #3, 39(11%)
minecraft.custom.play_one_minute: #4, 122489008(7%)
minecraft.dropped.arrow: #3, 3279(11%)
minecraft.crafted.chainmail_helmet: #2, 11(22%)
minecraft.crafted.magenta_concrete_powder: #2, 1168(13%)
minecraft.used.stone_sword: #2, 153(7%)
minecraft.used.coal_block: #3, 1170(13%)
minecraft.used.magenta_carpet: #2, 171(17%)
minecraft.picked_up.enchanted_book: #3, 117(11%)
minecraft.mined.sea_lantern: #3, 1067(11%)
minecraft.crafted.diorite_slab: #2, 48(30%)
minecraft.mined.yellow_bed: #2, 49(11%)
minecraft.used.light_gray_stained_glass: #3, 5030(14%)
minecraft.dropped.smooth_stone_slab: #3, 1204(14%)
minecraft.crafted.fishing_rod: #3, 31(13%)
minecraft.crafted.powered_rail: #3, 3252(12%)
minecraft.picked_up.oak_button: #3, 78(12%)
minecraft.mined.blue_concrete_powder: #2, 35(24%)
minecraft.picked_up.white_stained_glass: #3, 2996(11%)
minecraft.dropped.gray_wool: #3, 92(22%)
minecraft.crafted.red_wool: #2, 756(9%)
minecraft.used.yellow_bed: #2, 60(11%)
minecraft.picked_up.salmon: #3, 780(11%)
minecraft.picked_up.gray_stained_glass_pane: #3, 526(20%)
minecraft.crafted.iron_ingot: #3, 35961(9%)
minecraft.picked_up.purpur_stairs: #3, 158(17%)
minecraft.used.rail: #3, 8941(11%)
minecraft.dropped.oak_button: #3, 34(16%)
minecraft.crafted.emerald_block: #2, 2189(8%)
minecraft.picked_up.ender_chest: #3, 1514(10%)
minecraft.crafted.anvil: #3, 116(10%)
minecraft.used.tropical_fish: #2, 10(28%)
minecraft.mined.lime_wool: #2, 59(9%)
minecraft.mined.cyan_stained_glass: #2, 719(10%)
minecraft.used.light_gray_shulker_box: #3, 520(11%)
minecraft.dropped.pumpkin: #3, 827(14%)
minecraft.crafted.minecart: #3, 330(12%)
minecraft.crafted.magenta_glazed_terracotta: #2, 24(34%)
minecraft.crafted.magenta_carpet: #2, 216(22%)
minecraft.dropped.lime_shulker_box: #2, 18(22%)
minecraft.used.snow_block: #3, 2640(13%)
minecraft.crafted.chainmail_boots: #2, 21(27%)
minecraft.mined.prismarine_slab: #2, 267(19%)
minecraft.mined.ender_chest: #3, 1482(10%)
minecraft.used.gray_stained_glass: #3, 8068(14%)
minecraft.crafted.green_shulker_box: #3, 26(15%)
minecraft.picked_up.barrel: #3, 206(11%)
minecraft.mined.potted_cactus: #2, 2(33%)
minecraft.mined.magenta_wool: #3, 23(21%)
minecraft.mined.red_banner: #2, 26(12%)
minecraft.mined.light_gray_shulker_box: #3, 507(11%)
minecraft.dropped.minecart: #3, 57(13%)
minecraft.picked_up.light_gray_shulker_box: #3, 527(11%)
minecraft.picked_up.cactus: #2, 2849(6%)
minecraft.mined.wither_skeleton_wall_skull: #2, 5(22%)
minecraft.crafted.bell: #2, 30(43%)
minecraft.crafted.diamond_boots: #3, 16(10%)
minecraft.mined.nether_bricks: #3, 3506(12%)
minecraft.crafted.spruce_fence_gate: #3, 784(12%)
minecraft.used.yellow_concrete: #3, 1944(14%)
minecraft.mined.rail: #3, 4220(10%)
minecraft.used.acacia_leaves: #3, 745(18%)
minecraft.dropped.purpur_stairs: #3, 40(21%)
minecraft.picked_up.diorite: #3, 25996(9%)
minecraft.crafted.golden_carrot: #3, 11426(11%)
minecraft.mined.white_concrete_powder: #3, 791(11%)
minecraft.crafted.name_tag: #3, 101(14%)
minecraft.mined.quartz_block: #3, 734(10%)
minecraft.crafted.redstone_lamp: #3, 575(12%)
minecraft.picked_up.stripped_birch_wood: #2, 67(14%)
minecraft.used.lime_stained_glass: #3, 2179(14%)
minecraft.mined.magenta_wall_banner: #2, 9(41%)
minecraft.picked_up.name_tag: #3, 90(9%)
minecraft.used.ender_chest: #3, 1497(10%)
minecraft.dropped.quartz_slab: #3, 179(19%)
minecraft.mined.stone: #3, 418949(8%)
minecraft.dropped.jungle_planks: #3, 241(14%)
minecraft.dropped.nether_star: #2, 6(15%)
minecraft.killed.magma_cube: #3, 306(11%)
minecraft.crafted.gray_stained_glass: #3, 10280(15%)
minecraft.crafted.ender_eye: #3, 70(10%)
minecraft.crafted.compass: #3, 257(11%)
minecraft.picked_up.diamond_boots: #3, 97(9%)
minecraft.dropped.wet_sponge: #2, 26(24%)
minecraft.mined.purpur_block: #3, 971(16%)
minecraft.dropped.prismarine_stairs: #2, 16(39%)
minecraft.picked_up.rail: #3, 5878(9%)
minecraft.picked_up.diamond_leggings: #3, 93(9%)
minecraft.picked_up.light_gray_concrete: #3, 3954(11%)
minecraft.mined.stripped_birch_wood: #2, 62(13%)
minecraft.picked_up.cod_bucket: #2, 2(29%)
minecraft.crafted.lectern: #3, 73(12%)
minecraft.dropped.furnace: #3, 62(11%)
minecraft.mined.anvil: #3, 86(9%)
minecraft.used.wither_rose: #2, 451(19%)
minecraft.crafted.orange_concrete_powder: #3, 1168(14%)
minecraft.custom.walk_one_cm: #4, 232708967(7%)
minecraft.crafted.cyan_carpet: #3, 132(14%)
minecraft.crafted.experience_bottle: #2, 4762(28%)
minecraft.dropped.gray_stained_glass_pane: #2, 176(19%)
minecraft.used.white_concrete_powder: #3, 38701(10%)
minecraft.dropped.spruce_planks: #3, 504(10%)
minecraft.used.stripped_birch_wood: #2, 50(16%)
minecraft.mined.spruce_button: #3, 33(12%)
minecraft.mined.nether_brick_fence: #3, 119(14%)
minecraft.picked_up.golden_chestplate: #3, 30(9%)
minecraft.picked_up.leather_helmet: #3, 26(9%)
minecraft.crafted.black_shulker_box: #3, 21(15%)
minecraft.picked_up.emerald_ore: #3, 59(19%)
minecraft.used.red_banner: #2, 79(8%)
minecraft.mined.diorite: #3, 24988(8%)
minecraft.crafted.gray_bed: #3, 39(23%)
minecraft.mined.oak_button: #3, 28(10%)
minecraft.picked_up.stone_pressure_plate: #3, 261(9%)
minecraft.crafted.light_gray_dye: #3, 3288(9%)
minecraft.crafted.acacia_boat: #3, 14(17%)
minecraft.crafted.stone_shovel: #3, 46(9%)
minecraft.crafted.yellow_wool: #2, 545(8%)
minecraft.killed_by.blaze: #2, 1(25%)
minecraft.mined.potted_red_mushroom: #2, 1(50%)
minecraft.mined.bubble_column: #2, 1(25%)
minecraft.dropped.enchanted_golden_apple: #2, 1(50%)
minecraft.dropped.jungle_fence_gate: #2, 1(50%)
minecraft.broken.leather_leggings: #2, 1(25%)
minecraft.mined.large_fern: #2, 1(50%)
minecraft.dropped.magenta_concrete: #2, 1(33%)
minecraft.picked_up.bow: #3, 362(7%)
minecraft.dropped.cactus: #3, 3284(10%)
minecraft.crafted.heavy_weighted_pressure_plate: #3, 75(12%)
minecraft.mined.red_concrete_powder: #3, 73(17%)
minecraft.custom.damage_taken: #4, 632065(8%)
minecraft.mined.white_stained_glass: #3, 1958(9%)
minecraft.dropped.end_stone_bricks: #3, 178(15%)
minecraft.dropped.light_gray_stained_glass: #3, 196(20%)
minecraft.mined.lime_bed: #3, 11(20%)
minecraft.picked_up.piston: #3, 585(9%)
minecraft.used.end_stone: #3, 1186(10%)
minecraft.used.acacia_boat: #3, 33(11%)
minecraft.crafted.sand: #2, 56(47%)
minecraft.dropped.diamond: #3, 845(9%)
minecraft.used.dark_oak_pressure_plate: #3, 52(18%)
minecraft.dropped.iron_axe: #2, 65(6%)
minecraft.mined.infested_stone_bricks: #2, 6(10%)
minecraft.used.pufferfish_bucket: #3, 58(11%)
minecraft.mined.cyan_glazed_terracotta: #2, 23(23%)
minecraft.used.white_shulker_box: #3, 838(10%)
minecraft.crafted.blue_stained_glass: #3, 2336(11%)
minecraft.picked_up.light_blue_bed: #2, 30(8%)
minecraft.crafted.diamond: #3, 4752(9%)
minecraft.crafted.white_concrete_powder: #3, 37344(9%)
minecraft.mined.piston_head: #3, 26(10%)
minecraft.picked_up.pumpkin_pie: #3, 167(16%)
minecraft.dropped.pumpkin_pie: #3, 96(16%)
minecraft.custom.open_shulker_box: #4, 56954(8%)
minecraft.mined.cyan_concrete: #3, 590(13%)
minecraft.picked_up.spruce_fence_gate: #3, 151(12%)
minecraft.mined.infested_stone: #3, 132(10%)
minecraft.crafted.light_gray_stained_glass: #3, 6112(13%)
minecraft.mined.light_blue_bed: #2, 28(7%)
minecraft.used.stonecutter: #2, 54(6%)
minecraft.dropped.ender_chest: #3, 14(12%)
minecraft.used.quartz_block: #3, 1323(8%)
minecraft.picked_up.nether_brick_slab: #3, 470(12%)
minecraft.dropped.oak_fence: #3, 99(9%)
minecraft.picked_up.purpur_block: #3, 799(13%)
minecraft.crafted.furnace: #4, 926(11%)
minecraft.custom.open_enderchest: #4, 9032(9%)
minecraft.broken.iron_axe: #3, 7(8%)
minecraft.dropped.yellow_banner: #2, 4(20%)
minecraft.dropped.red_glazed_terracotta: #2, 24(27%)
minecraft.dropped.dark_oak_door: #2, 6(11%)
minecraft.picked_up.red_mushroom: #4, 401(13%)
minecraft.picked_up.black_glazed_terracotta: #2, 308(11%)
minecraft.dropped.armor_stand: #3, 23(11%)
minecraft.picked_up.wooden_sword: #2, 24(8%)
minecraft.dropped.acacia_button: #2, 4(15%)
minecraft.dropped.carved_pumpkin: #3, 24(15%)
minecraft.broken.diamond_helmet: #2, 1(25%)
minecraft.picked_up.lime_bed: #3, 11(17%)
minecraft.dropped.chainmail_leggings: #3, 14(11%)
minecraft.picked_up.acacia_boat: #3, 27(10%)
minecraft.mined.emerald_ore: #3, 62(12%)
minecraft.crafted.blue_ice: #3, 1952(17%)
minecraft.mined.stonecutter: #2, 38(5%)
minecraft.dropped.hopper: #3, 85(12%)
minecraft.picked_up.jungle_boat: #4, 40(13%)
minecraft.crafted.pumpkin_pie: #3, 446(10%)
minecraft.picked_up.yellow_carpet: #4, 227(15%)
minecraft.dropped.shears: #3, 30(10%)
minecraft.dropped.fermented_spider_eye: #2, 1(33%)
minecraft.dropped.acacia_sign: #2, 1(33%)
minecraft.dropped.brown_carpet: #2, 14(8%)
minecraft.mined.diorite_stairs: #2, 7(22%)
minecraft.dropped.purpur_block: #3, 174(15%)
minecraft.dropped.birch_wood: #2, 7(13%)
minecraft.picked_up.birch_fence_gate: #3, 42(13%)
minecraft.crafted.detector_rail: #3, 96(9%)
minecraft.killed.llama: #2, 2(12%)
minecraft.dropped.gray_bed: #2, 2(15%)
minecraft.mined.blue_terracotta: #3, 185(11%)
minecraft.used.nether_wart_block: #2, 203(6%)
minecraft.used.acacia_sign: #3, 7(20%)
minecraft.dropped.cod_bucket: #2, 3(20%)
minecraft.picked_up.red_bed: #3, 50(8%)
minecraft.crafted.cobblestone_wall: #4, 2154(11%)
minecraft.dropped.yellow_glazed_terracotta: #2, 12(15%)
minecraft.crafted.black_dye: #4, 3701(14%)
minecraft.used.birch_wood: #3, 281(18%)
minecraft.used.heavy_weighted_pressure_plate: #3, 65(11%)
minecraft.dropped.diamond_block: #4, 242(14%)
minecraft.crafted.birch_fence: #3, 195(9%)
minecraft.picked_up.magenta_carpet: #2, 25(6%)
minecraft.mined.chipped_anvil: #3, 34(9%)
minecraft.mined.end_stone: #3, 1957(8%)
minecraft.crafted.iron_block: #4, 18271(10%)
minecraft.picked_up.clock: #3, 8(10%)
minecraft.dropped.green_concrete_powder: #3, 186(17%)
minecraft.crafted.lapis_lazuli: #4, 4652(11%)
minecraft.used.red_bed: #3, 57(8%)
minecraft.dropped.cut_sandstone: #3, 28(11%)
minecraft.used.light_gray_glazed_terracotta: #3, 111(19%)
minecraft.picked_up.purpur_pillar: #3, 313(12%)
minecraft.crafted.jungle_planks: #4, 8840(10%)
minecraft.crafted.chiseled_stone_bricks: #3, 1364(10%)
minecraft.mined.spruce_pressure_plate: #3, 17(9%)
minecraft.used.soul_sand: #4, 2352(11%)
minecraft.picked_up.iron_chestplate: #4, 26(9%)
minecraft.picked_up.cooked_mutton: #3, 171(8%)
minecraft.dropped.jungle_log: #2, 258(5%)
minecraft.used.quartz_slab: #4, 6379(11%)
minecraft.crafted.smooth_sandstone: #3, 5246(11%)
minecraft.mined.stone_stairs: #3, 104(9%)
minecraft.mined.purpur_pillar: #3, 312(12%)
minecraft.killed_by.zombie_pigman: #3, 3(14%)
minecraft.dropped.black_terracotta: #2, 139(6%)
minecraft.used.glass: #4, 11719(11%)
minecraft.picked_up.diamond_sword: #4, 142(10%)
minecraft.used.birch_log: #4, 1950(11%)
minecraft.dropped.melon_seeds: #2, 53(5%)
minecraft.dropped.gold_ore: #3, 300(9%)
minecraft.dropped.bread: #3, 307(9%)
minecraft.used.end_rod: #4, 2069(11%)
minecraft.mined.stone_bricks: #4, 14939(10%)
minecraft.picked_up.stone_bricks: #4, 15460(9%)
minecraft.used.magenta_glazed_terracotta: #2, 14(15%)
minecraft.used.cod: #3, 61(10%)
minecraft.picked_up.chipped_anvil: #3, 33(9%)
minecraft.dropped.sugar: #3, 157(12%)
minecraft.picked_up.fishing_rod: #4, 37(12%)
minecraft.used.lime_shulker_box: #3, 270(8%)
minecraft.used.crafting_table: #4, 830(9%)
minecraft.dropped.spectral_arrow: #3, 73(18%)
minecraft.picked_up.end_stone: #3, 1908(7%)
minecraft.dropped.light_weighted_pressure_plate: #2, 4(11%)
minecraft.picked_up.magenta_banner: #3, 14(20%)
minecraft.used.coarse_dirt: #3, 3568(7%)
minecraft.picked_up.filled_map: #3, 343(6%)
minecraft.mined.gray_concrete_powder: #3, 565(8%)
minecraft.mined.magenta_carpet: #2, 20(6%)
minecraft.used.gray_carpet: #4, 3034(12%)
minecraft.picked_up.red_banner: #3, 68(10%)
minecraft.picked_up.sand: #4, 159320(8%)
minecraft.picked_up.dead_bush: #3, 113(15%)
minecraft.mined.smithing_table: #3, 45(17%)
minecraft.dropped.birch_planks: #4, 213(11%)
minecraft.dropped.charcoal: #3, 12(14%)
minecraft.used.lime_bed: #3, 17(15%)
minecraft.picked_up.smithing_table: #3, 46(17%)
minecraft.picked_up.lime_shulker_box: #3, 260(8%)
minecraft.crafted.map: #3, 161(8%)
minecraft.mined.lime_shulker_box: #3, 253(8%)
minecraft.used.cyan_glazed_terracotta: #2, 41(7%)
minecraft.picked_up.yellow_bed: #3, 50(10%)
minecraft.dropped.bone_meal: #4, 1057(10%)
minecraft.mined.heavy_weighted_pressure_plate: #3, 18(11%)
minecraft.dropped.mossy_cobblestone: #3, 55(11%)
minecraft.picked_up.spruce_button: #4, 63(12%)
minecraft.used.experience_bottle: #2, 309(4%)
minecraft.dropped.netherrack: #4, 33093(11%)
minecraft.used.birch_fence: #3, 166(7%)
minecraft.dropped.pumpkin_seeds: #3, 1631(8%)
minecraft.mined.lime_concrete: #3, 1263(9%)
minecraft.mined.dispenser: #4, 197(11%)
minecraft.picked_up.birch_slab: #4, 644(12%)
minecraft.used.sea_lantern: #3, 3988(5%)
minecraft.used.pink_carpet: #3, 108(12%)
minecraft.crafted.brick: #4, 5376(12%)
minecraft.used.music_disc_ward: #2, 5(5%)
minecraft.dropped.gray_shulker_box: #2, 3(4%)
minecraft.killed.husk: #4, 122(13%)
minecraft.crafted.wooden_shovel: #3, 47(7%)
minecraft.picked_up.oak_planks: #4, 2251(8%)
minecraft.crafted.comparator: #3, 535(6%)
minecraft.used.salmon_bucket: #3, 6(8%)
minecraft.used.cobblestone_wall: #4, 1599(10%)
minecraft.picked_up.white_dye: #3, 666(8%)
minecraft.dropped.magenta_shulker_box: #3, 3(18%)
minecraft.dropped.comparator: #3, 80(10%)
minecraft.dropped.red_mushroom_block: #3, 360(20%)
minecraft.crafted.torch: #4, 19976(9%)
minecraft.dropped.magenta_carpet: #2, 2(11%)
minecraft.picked_up.furnace: #4, 401(9%)
minecraft.used.sandstone: #4, 6248(10%)
minecraft.picked_up.andesite: #4, 28729(9%)
minecraft.dropped.redstone_lamp: #3, 7(13%)
minecraft.picked_up.jungle_planks: #4, 285(12%)
minecraft.broken.flint_and_steel: #3, 5(17%)
minecraft.dropped.wither_rose: #2, 64(3%)
minecraft.used.magenta_stained_glass: #3, 367(9%)
minecraft.mined.glass: #4, 2708(10%)
minecraft.used.pink_glazed_terracotta: #2, 14(5%)
minecraft.custom.use_cauldron: #3, 22(9%)
minecraft.picked_up.lime_concrete: #3, 1146(8%)
minecraft.picked_up.gravel: #4, 65867(9%)
minecraft.dropped.torch: #4, 1106(10%)
minecraft.dropped.polished_andesite_slab: #3, 75(15%)
minecraft.mined.red_wall_banner: #3, 29(9%)
minecraft.picked_up.diamond_pickaxe: #4, 217(9%)
minecraft.picked_up.magenta_wool: #2, 82(1%)
minecraft.picked_up.compass: #3, 9(13%)
minecraft.mined.gravel: #4, 62871(8%)
minecraft.dropped.iron_leggings: #4, 14(12%)
minecraft.picked_up.nether_bricks: #4, 3251(11%)
minecraft.dropped.iron_helmet: #3, 16(6%)
minecraft.dropped.emerald: #3, 491(8%)
minecraft.crafted.cake: #3, 90(7%)
minecraft.dropped.wooden_sword: #3, 23(16%)
minecraft.mined.light_gray_concrete: #4, 4973(11%)
minecraft.picked_up.bucket: #4, 112(10%)
minecraft.picked_up.granite: #4, 22596(8%)
minecraft.dropped.experience_bottle: #2, 12(3%)
minecraft.crafted.cooked_salmon: #4, 392(15%)
minecraft.used.blue_stained_glass: #4, 1861(12%)
minecraft.dropped.brown_mushroom_block: #3, 257(16%)
minecraft.picked_up.purple_concrete_powder: #2, 53(1%)
minecraft.dropped.red_carpet: #3, 34(10%)
minecraft.mined.tall_grass: #3, 3(14%)
minecraft.used.andesite: #4, 4238(8%)
minecraft.killed.guardian: #4, 22495(11%)
minecraft.picked_up.iron_boots: #4, 23(8%)
minecraft.mined.activator_rail: #4, 28(16%)
minecraft.picked_up.gray_glazed_terracotta: #2, 22(1%)
minecraft.crafted.white_stained_glass: #4, 15256(10%)
minecraft.crafted.purple_wool: #3, 65(12%)
minecraft.picked_up.cyan_glazed_terracotta: #2, 26(1%)
minecraft.used.acacia_planks: #4, 189(12%)
minecraft.mined.white_concrete: #4, 33278(9%)
minecraft.dropped.gray_glazed_terracotta: #2, 1(3%)
minecraft.dropped.chiseled_sandstone: #3, 3(18%)
minecraft.mined.yellow_wool: #4, 211(13%)
minecraft.dropped.mossy_stone_bricks: #3, 21(10%)
minecraft.dropped.magenta_terracotta: #2, 48(3%)
minecraft.dropped.spruce_trapdoor: #4, 71(11%)
minecraft.dropped.jungle_boat: #3, 3(12%)
minecraft.mined.light_gray_stained_glass_pane: #3, 177(7%)
minecraft.dropped.blue_stained_glass_pane: #2, 1(2%)
minecraft.picked_up.purple_stained_glass: #3, 492(7%)
minecraft.crafted.shears: #4, 269(8%)
minecraft.crafted.prismarine_stairs: #3, 176(13%)
minecraft.picked_up.heavy_weighted_pressure_plate: #3, 21(7%)
minecraft.dropped.music_disc_ward: #3, 1(25%)
minecraft.dropped.stripped_jungle_log: #3, 2(17%)
minecraft.killed_by.spider: #3, 1(25%)
minecraft.used.light_blue_carpet: #3, 113(9%)
minecraft.crafted.prismarine_slab: #3, 610(11%)
minecraft.dropped.shulker_box: #3, 65(5%)
minecraft.mined.granite: #4, 21483(8%)
minecraft.custom.open_chest: #5, 56788(8%)
minecraft.crafted.birch_boat: #4, 23(12%)
minecraft.picked_up.iron_leggings: #4, 24(8%)
