stat, rank, value, (percentage) 
minecraft.mined.light_blue_concrete_powder: #3, 65(7%)
minecraft.mined.andesite: #4, 26898(8%)
minecraft.used.orange_wool: #3, 141(8%)
minecraft.used.end_stone_bricks: #4, 558(11%)
minecraft.picked_up.iron_helmet: #4, 28(8%)
minecraft.crafted.cobblestone_stairs: #3, 1136(4%)
minecraft.used.cake: #3, 54(5%)
minecraft.used.white_concrete: #4, 30812(8%)
minecraft.dropped.acacia_slab: #3, 5(19%)
minecraft.used.barrel: #4, 341(9%)
minecraft.mined.chiseled_quartz_block: #4, 122(12%)
minecraft.picked_up.diamond_helmet: #4, 73(8%)
minecraft.picked_up.snowball: #4, 8610(9%)
minecraft.used.suspicious_stew: #3, 6(10%)
minecraft.crafted.spruce_button: #4, 146(10%)
minecraft.mined.dark_prismarine: #4, 592(11%)
minecraft.picked_up.brick: #3, 1179(6%)
minecraft.dropped.stripped_dark_oak_log: #3, 15(7%)
minecraft.killed.salmon: #4, 45(10%)
minecraft.dropped.coarse_dirt: #4, 221(12%)
minecraft.picked_up.yellow_banner: #3, 38(6%)
minecraft.crafted.acacia_sign: #3, 6(14%)
minecraft.used.music_disc_mellohi: #3, 3(14%)
minecraft.picked_up.diamond_shovel: #4, 107(8%)
minecraft.crafted.acacia_wood: #3, 360(7%)
minecraft.picked_up.black_terracotta: #3, 292(6%)
minecraft.picked_up.white_shulker_box: #4, 839(9%)
minecraft.crafted.chainmail_leggings: #3, 18(21%)
minecraft.used.stripped_oak_log: #4, 209(9%)
minecraft.picked_up.gray_shulker_box: #4, 384(9%)
minecraft.picked_up.elytra: #4, 111(7%)
minecraft.picked_up.blue_wool: #3, 1019(4%)
minecraft.dropped.light_gray_stained_glass_pane: #3, 156(8%)
minecraft.used.bread: #4, 163(9%)
minecraft.used.iron_hoe: #4, 1022(11%)
minecraft.dropped.allium: #3, 36(10%)
minecraft.crafted.lime_carpet: #4, 402(13%)
minecraft.mined.white_shulker_box: #4, 811(9%)
minecraft.used.brewing_stand: #4, 49(8%)
minecraft.used.prismarine_stairs: #3, 107(12%)
minecraft.dropped.light_blue_bed: #3, 1(20%)
minecraft.crafted.white_dye: #4, 6279(8%)
minecraft.mined.gray_shulker_box: #4, 366(9%)
minecraft.dropped.oak_planks: #4, 402(8%)
minecraft.dropped.green_banner: #3, 1(11%)
minecraft.dropped.spruce_pressure_plate: #3, 5(8%)
minecraft.dropped.ghast_tear: #3, 4(10%)
minecraft.used.light_blue_bed: #3, 26(6%)
minecraft.used.gray_shulker_box: #4, 383(9%)
minecraft.used.yellow_banner: #4, 34(13%)
minecraft.picked_up.birch_wood: #3, 46(9%)
minecraft.dropped.dark_oak_planks: #4, 240(10%)
minecraft.crafted.lime_bed: #3, 6(10%)
minecraft.broken.diamond_pickaxe: #4, 9(10%)
minecraft.used.pumpkin_pie: #3, 242(8%)
minecraft.crafted.pumpkin_seeds: #3, 300(5%)
minecraft.picked_up.coarse_dirt: #4, 1570(8%)
minecraft.dropped.totem_of_undying: #3, 8(5%)
minecraft.dropped.green_dye: #4, 4821(10%)
minecraft.picked_up.nether_brick_fence: #4, 120(11%)
minecraft.picked_up.coal: #4, 24497(7%)
minecraft.picked_up.stonecutter: #3, 39(5%)
minecraft.used.magenta_banner: #3, 9(11%)
minecraft.crafted.green_dye: #4, 5405(8%)
minecraft.killed.skeleton: #4, 5939(6%)
minecraft.mined.coarse_dirt: #4, 1379(8%)
minecraft.dropped.red_banner: #3, 9(10%)
minecraft.dropped.iron_sword: #4, 15(10%)
minecraft.used.minecart: #4, 292(8%)
minecraft.used.purpur_slab: #3, 20(6%)
minecraft.used.carved_pumpkin: #4, 83(11%)
minecraft.mined.jukebox: #3, 11(7%)
minecraft.picked_up.jungle_pressure_plate: #3, 4(9%)
minecraft.crafted.nether_wart_block: #3, 227(6%)
minecraft.crafted.dropper: #4, 666(8%)
minecraft.mined.birch_fence: #3, 39(4%)
minecraft.used.acacia_door: #3, 17(7%)
minecraft.picked_up.jukebox: #3, 11(7%)
minecraft.dropped.red_shulker_box: #3, 5(5%)
minecraft.dropped.acacia_wood: #3, 6(8%)
minecraft.crafted.packed_ice: #3, 717(4%)
minecraft.picked_up.cyan_stained_glass_pane: #4, 85(15%)
minecraft.crafted.shield: #3, 22(3%)
minecraft.dropped.heavy_weighted_pressure_plate: #3, 13(9%)
minecraft.used.cobweb: #3, 280(3%)
minecraft.picked_up.chiseled_quartz_block: #4, 120(10%)
minecraft.dropped.red_terracotta: #3, 141(4%)
minecraft.killed.cave_spider: #3, 434(3%)
minecraft.dropped.andesite_wall: #3, 7(10%)
minecraft.mined.polished_granite: #4, 494(8%)
minecraft.dropped.detector_rail: #3, 4(8%)
minecraft.crafted.suspicious_stew: #3, 32(8%)
minecraft.crafted.acacia_fence_gate: #3, 32(7%)
minecraft.picked_up.prismarine_slab: #3, 125(7%)
minecraft.crafted.conduit: #3, 3(7%)
minecraft.crafted.spruce_fence: #4, 1473(8%)
minecraft.picked_up.birch_fence: #3, 35(3%)
minecraft.mined.brewing_stand: #4, 35(8%)
minecraft.mined.dead_tube_coral_wall_fan: #3, 3(14%)
minecraft.dropped.pink_dye: #3, 3(9%)
minecraft.dropped.acacia_pressure_plate: #3, 2(13%)
minecraft.crafted.jungle_boat: #4, 7(9%)
minecraft.used.cut_sandstone: #4, 789(8%)
minecraft.dropped.leather_leggings: #4, 22(7%)
minecraft.picked_up.cyan_concrete: #4, 460(12%)
minecraft.crafted.cauldron: #4, 102(8%)
minecraft.dropped.loom: #3, 1(12%)
minecraft.crafted.cod_bucket: #3, 3(12%)
minecraft.dropped.dead_bubble_coral_block: #3, 1(17%)
minecraft.picked_up.cauldron: #4, 52(9%)
minecraft.crafted.iron_hoe: #4, 7(9%)
minecraft.dropped.polished_andesite_stairs: #3, 15(10%)
minecraft.dropped.dark_prismarine_slab: #3, 6(7%)
minecraft.used.yellow_wool: #3, 332(3%)
minecraft.dropped.white_stained_glass_pane: #4, 172(13%)
minecraft.custom.interact_with_crafting_table: #5, 6723(7%)
minecraft.dropped.andesite_stairs: #3, 11(7%)
minecraft.used.diamond_pickaxe: #5, 1011836(8%)
minecraft.dropped.bow: #4, 241(6%)
minecraft.custom.leave_game: #6, 2116(6%)
minecraft.dropped.beef: #3, 242(2%)
minecraft.dropped.white_concrete_powder: #4, 451(13%)
minecraft.picked_up.milk_bucket: #4, 12(9%)
minecraft.dropped.lily_of_the_valley: #3, 2(10%)
minecraft.picked_up.stone_stairs: #4, 146(8%)
minecraft.used.prismarine_slab: #3, 315(5%)
minecraft.used.red_wool: #4, 335(7%)
minecraft.dropped.gold_nugget: #4, 855(7%)
minecraft.dropped.black_dye: #3, 64(4%)
minecraft.mined.jack_o_lantern: #4, 45(9%)
minecraft.dropped.pink_glazed_terracotta: #3, 14(12%)
minecraft.used.mutton: #3, 2(7%)
minecraft.mined.polished_diorite: #4, 388(8%)
minecraft.dropped.map: #3, 8(4%)
minecraft.crafted.golden_apple: #4, 96(10%)
minecraft.dropped.obsidian: #4, 139(8%)
minecraft.dropped.feather: #4, 684(7%)
minecraft.picked_up.brewing_stand: #4, 33(7%)
minecraft.mined.andesite_stairs: #4, 16(13%)
minecraft.dropped.iron_horse_armor: #3, 1(7%)
minecraft.crafted.globe_banner_pattern: #3, 1(11%)
minecraft.used.music_disc_strad: #3, 2(8%)
minecraft.killed_by.player: #4, 5(7%)
minecraft.crafted.birch_button: #3, 184(2%)
minecraft.used.armor_stand: #4, 204(6%)
minecraft.crafted.bucket: #5, 301(9%)
minecraft.picked_up.gold_nugget: #3, 5357(1%)
minecraft.dropped.spider_eye: #4, 332(6%)
minecraft.custom.sleep_in_bed: #5, 2546(7%)
minecraft.picked_up.iron_axe: #4, 30(6%)
minecraft.used.dispenser: #5, 376(10%)
minecraft.picked_up.chiseled_sandstone: #4, 16(10%)
minecraft.dropped.dark_oak_slab: #4, 144(9%)
minecraft.crafted.stone_brick_wall: #4, 1128(9%)
minecraft.dropped.gray_dye: #3, 9(4%)
minecraft.used.cobblestone_stairs: #4, 754(6%)
minecraft.used.granite: #5, 1213(9%)
minecraft.used.furnace: #5, 738(9%)
minecraft.picked_up.suspicious_stew: #3, 9(3%)
minecraft.mined.cyan_stained_glass_pane: #4, 27(11%)
minecraft.dropped.stone_brick_wall: #4, 92(18%)
minecraft.crafted.quartz_slab: #5, 5368(11%)
minecraft.dropped.diorite_slab: #3, 2(8%)
minecraft.mined.fletching_table: #3, 1(5%)
minecraft.picked_up.fletching_table: #3, 1(5%)
minecraft.picked_up.music_disc_ward: #3, 8(4%)
minecraft.picked_up.lime_carpet: #4, 80(9%)
minecraft.dropped.purple_dye: #3, 1(7%)
minecraft.picked_up.sunflower: #4, 761(8%)
minecraft.mined.purple_stained_glass: #4, 44(9%)
minecraft.mined.cocoa: #4, 332(5%)
minecraft.dropped.light_blue_shulker_box: #4, 6(11%)
minecraft.used.music_disc_far: #3, 2(3%)
minecraft.used.melon: #3, 53(2%)
minecraft.used.chipped_anvil: #4, 24(7%)
minecraft.mined.dead_bubble_coral_block: #3, 15(2%)
minecraft.crafted.red_bed: #4, 12(7%)
minecraft.crafted.snow: #4, 960(9%)
minecraft.dropped.purple_wool: #3, 2(3%)
minecraft.custom.open_barrel: #5, 3548(10%)
minecraft.mined.jungle_leaves: #5, 2406(10%)
minecraft.used.dark_oak_leaves: #4, 297(7%)
minecraft.mined.piston: #5, 403(10%)
minecraft.used.diorite_stairs: #3, 11(5%)
minecraft.dropped.glowstone: #4, 137(8%)
minecraft.dropped.black_glazed_terracotta: #3, 3(4%)
minecraft.used.emerald_ore: #4, 12(12%)
minecraft.crafted.rabbit_stew: #3, 14(4%)
minecraft.dropped.terracotta: #4, 262(7%)
minecraft.picked_up.polished_granite: #4, 442(6%)
minecraft.picked_up.red_dye: #4, 196(7%)
minecraft.crafted.pink_terracotta: #3, 92(1%)
minecraft.picked_up.white_concrete: #5, 26906(9%)
minecraft.mined.jungle_planks: #4, 83(7%)
minecraft.mined.nether_brick_slab: #4, 229(7%)
minecraft.crafted.brick_wall: #3, 24(3%)
minecraft.crafted.enchanting_table: #4, 3(6%)
minecraft.crafted.crossbow: #4, 19(11%)
minecraft.dropped.blue_concrete: #3, 1(1%)
minecraft.used.torch: #5, 24829(8%)
minecraft.used.crossbow: #4, 159(6%)
minecraft.picked_up.blue_terracotta: #4, 176(7%)
minecraft.dropped.iron_bars: #4, 320(7%)
minecraft.dropped.spruce_sapling: #4, 98(7%)
minecraft.dropped.green_glazed_terracotta: #3, 2(1%)
minecraft.crafted.pink_carpet: #4, 105(10%)
minecraft.crafted.iron_leggings: #5, 26(8%)
minecraft.dropped.rabbit_stew: #3, 2(2%)
minecraft.picked_up.cracked_stone_bricks: #4, 759(5%)
minecraft.dropped.acacia_log: #4, 85(8%)
minecraft.killed.mooshroom: #3, 33(0%)
minecraft.dropped.pink_terracotta: #3, 12(1%)
minecraft.mined.acacia_planks: #4, 62(8%)
minecraft.crafted.fletching_table: #3, 1(0%)
minecraft.mined.gray_bed: #4, 34(8%)
minecraft.dropped.anvil: #4, 6(10%)
minecraft.used.lime_concrete: #4, 754(7%)
minecraft.mined.sand: #5, 124768(7%)
minecraft.used.redstone_block: #5, 1355(9%)
minecraft.dropped.ladder: #5, 156(12%)
minecraft.dropped.pufferfish: #4, 106(6%)
minecraft.crafted.nether_brick_fence: #4, 108(12%)
minecraft.used.diamond_ore: #4, 412(4%)
minecraft.dropped.lilac: #4, 36(7%)
minecraft.crafted.light_blue_carpet: #4, 108(9%)
minecraft.picked_up.redstone: #5, 37098(8%)
minecraft.used.birch_leaves: #4, 445(6%)
minecraft.dropped.redstone_ore: #4, 110(5%)
minecraft.picked_up.brown_shulker_box: #5, 592(11%)
minecraft.dropped.light_blue_dye: #4, 20(10%)
minecraft.used.brown_shulker_box: #5, 589(11%)
minecraft.used.stripped_oak_wood: #4, 37(11%)
minecraft.mined.hay_block: #4, 37(6%)
minecraft.picked_up.diamond_ore: #4, 413(4%)
minecraft.crafted.quartz_block: #5, 8262(8%)
minecraft.crafted.charcoal: #4, 123(4%)
minecraft.dropped.sand: #4, 8723(4%)
minecraft.killed.squid: #4, 147(4%)
minecraft.picked_up.conduit: #4, 7(7%)
minecraft.mined.furnace: #5, 333(7%)
minecraft.used.dead_bush: #4, 33(13%)
minecraft.crafted.stick: #5, 24768(6%)
minecraft.mined.dead_bush: #5, 116(8%)
minecraft.dropped.orange_concrete: #4, 82(12%)
minecraft.used.beef: #4, 5(10%)
minecraft.picked_up.yellow_wool: #4, 365(5%)
minecraft.dropped.mushroom_stem: #4, 87(14%)
minecraft.picked_up.gray_bed: #4, 35(9%)
minecraft.mined.stripped_oak_wood: #4, 63(9%)
minecraft.picked_up.magenta_dye: #4, 63(9%)
minecraft.picked_up.dark_oak_pressure_plate: #4, 11(7%)
minecraft.mined.polished_andesite_stairs: #4, 81(6%)
minecraft.used.pink_stained_glass: #4, 207(12%)
minecraft.used.sand: #6, 40307(10%)
minecraft.dropped.fishing_rod: #4, 27(5%)
minecraft.killed_by.creeper: #5, 10(8%)
minecraft.dropped.cyan_shulker_box: #4, 2(9%)
minecraft.picked_up.stone_hoe: #4, 3(5%)
minecraft.mined.green_glazed_terracotta: #4, 21(14%)
minecraft.crafted.blue_dye: #5, 2269(9%)
minecraft.mined.brown_shulker_box: #5, 580(11%)
minecraft.picked_up.stripped_oak_wood: #4, 57(9%)
minecraft.dropped.diamond_helmet: #5, 11(9%)
minecraft.mined.conduit: #4, 6(7%)
minecraft.picked_up.flint_and_steel: #5, 29(10%)
minecraft.picked_up.hay_block: #4, 49(4%)
minecraft.used.piston: #5, 868(8%)
minecraft.picked_up.iron_trapdoor: #4, 325(4%)
minecraft.crafted.flint_and_steel: #5, 34(8%)
minecraft.mined.black_terracotta: #4, 202(5%)
minecraft.used.oak_sapling: #5, 1569(6%)
minecraft.dropped.milk_bucket: #4, 2(7%)
minecraft.broken.diamond_shovel: #4, 4(7%)
minecraft.crafted.oak_wood: #4, 270(5%)
minecraft.picked_up.crafting_table: #5, 544(6%)
minecraft.dropped.cyan_concrete: #4, 11(9%)
minecraft.dropped.leather_helmet: #5, 19(8%)
minecraft.mined.cobblestone_wall: #5, 260(7%)
minecraft.mined.carved_pumpkin: #4, 373(5%)
minecraft.mined.black_concrete_powder: #4, 145(4%)
minecraft.crafted.prismarine_brick_slab: #4, 684(6%)
minecraft.dropped.lapis_block: #4, 47(10%)
minecraft.mined.crafting_table: #5, 508(6%)
minecraft.dropped.stripped_birch_log: #4, 13(7%)
minecraft.used.lime_stained_glass_pane: #5, 572(11%)
minecraft.dropped.green_concrete: #4, 13(11%)
minecraft.used.jack_o_lantern: #4, 294(4%)
minecraft.killed_by.pillager: #4, 1(17%)
minecraft.dropped.purple_banner: #4, 1(11%)
minecraft.picked_up.dark_prismarine: #5, 581(10%)
minecraft.used.acacia_wood: #4, 280(5%)
minecraft.crafted.yellow_terracotta: #4, 680(6%)
minecraft.used.cookie: #4, 42(5%)
minecraft.picked_up.acacia_door: #4, 16(8%)
minecraft.mined.stripped_oak_log: #5, 344(7%)
minecraft.mined.dark_oak_pressure_plate: #4, 5(6%)
minecraft.used.green_glazed_terracotta: #4, 49(9%)
minecraft.dropped.light_gray_concrete_powder: #4, 130(5%)
minecraft.used.oak_boat: #5, 160(6%)
minecraft.dropped.yellow_carpet: #4, 35(7%)
minecraft.used.salmon: #4, 6(7%)
minecraft.mined.lime_terracotta: #4, 368(3%)
minecraft.used.oak_door: #5, 59(8%)
minecraft.picked_up.diamond_axe: #5, 81(7%)
minecraft.picked_up.stripped_oak_log: #5, 336(7%)
minecraft.crafted.jack_o_lantern: #4, 257(4%)
minecraft.used.jungle_leaves: #5, 842(8%)
minecraft.dropped.dragon_head: #4, 1(8%)
minecraft.dropped.stonecutter: #4, 1(14%)
minecraft.picked_up.leather_leggings: #5, 29(6%)
minecraft.crafted.diamond_block: #5, 652(7%)
minecraft.used.stone: #5, 52997(6%)
minecraft.custom.pig_one_cm: #4, 17652(5%)
minecraft.mined.pumpkin: #5, 269(7%)
minecraft.picked_up.jungle_leaves: #5, 1590(9%)
minecraft.mined.sweet_berry_bush: #4, 112(4%)
minecraft.dropped.blue_shulker_box: #4, 1(9%)
minecraft.mined.dead_fire_coral_wall_fan: #4, 4(9%)
minecraft.mined.quartz_pillar: #5, 323(8%)
minecraft.mined.stone_pressure_plate: #5, 134(7%)
minecraft.picked_up.ghast_tear: #5, 80(8%)
minecraft.dropped.cobblestone_wall: #5, 118(8%)
minecraft.mined.quartz_stairs: #5, 638(7%)
minecraft.used.jukebox: #4, 10(5%)
minecraft.crafted.red_banner: #4, 54(4%)
minecraft.mined.spruce_wall_sign: #5, 20(8%)
minecraft.dropped.white_dye: #4, 158(4%)
minecraft.used.cyan_concrete: #5, 282(11%)
minecraft.used.red_terracotta: #5, 2611(9%)
minecraft.used.oak_wood: #4, 200(3%)
minecraft.mined.sandstone_slab: #5, 785(7%)
minecraft.mined.brown_concrete_powder: #5, 61(11%)
minecraft.crafted.ender_chest: #5, 34(7%)
minecraft.crafted.tnt_minecart: #4, 17(6%)
minecraft.crafted.lead: #5, 42(8%)
minecraft.used.white_terracotta: #5, 657(7%)
minecraft.picked_up.gray_carpet: #5, 713(8%)
minecraft.mined.lime_wall_banner: #4, 2(9%)
minecraft.used.fire_coral_fan: #4, 33(4%)
minecraft.dropped.melon_slice: #4, 290(6%)
minecraft.picked_up.orange_dye: #4, 39(5%)
minecraft.picked_up.lever: #5, 354(6%)
minecraft.crafted.gold_ingot: #5, 11294(6%)
minecraft.dropped.gray_concrete_powder: #4, 66(6%)
minecraft.picked_up.pumpkin_seeds: #5, 2374(7%)
minecraft.used.prismarine_brick_slab: #4, 402(3%)
minecraft.used.orange_concrete: #5, 717(9%)
minecraft.crafted.cracked_stone_bricks: #4, 624(3%)
minecraft.used.oak_button: #5, 74(7%)
minecraft.dropped.acacia_leaves: #5, 62(14%)
minecraft.crafted.cyan_concrete_powder: #5, 576(9%)
minecraft.crafted.jungle_button: #4, 16(4%)
minecraft.used.cooked_salmon: #5, 313(11%)
minecraft.used.spruce_button: #5, 91(8%)
minecraft.crafted.diorite_stairs: #4, 8(9%)
minecraft.picked_up.polished_diorite: #5, 473(8%)
minecraft.mined.melon: #4, 44(2%)
minecraft.dropped.chainmail_chestplate: #5, 7(12%)
minecraft.mined.chiseled_sandstone: #5, 16(10%)
minecraft.used.diorite: #5, 1086(6%)
minecraft.crafted.andesite_slab: #4, 346(4%)
minecraft.crafted.melon_seeds: #4, 121(3%)
minecraft.mined.infested_cracked_stone_bricks: #4, 1(8%)
minecraft.picked_up.dead_fire_coral_block: #4, 45(3%)
minecraft.picked_up.acacia_wood: #5, 140(11%)
minecraft.picked_up.spruce_trapdoor: #5, 495(5%)
minecraft.used.yellow_terracotta: #5, 527(8%)
minecraft.picked_up.red_mushroom_block: #5, 2183(13%)
minecraft.crafted.cyan_glazed_terracotta: #4, 12(5%)
minecraft.picked_up.rose_bush: #5, 718(6%)
minecraft.mined.diorite_slab: #4, 2(8%)
minecraft.used.jungle_button: #4, 13(3%)
minecraft.picked_up.black_wool: #5, 379(7%)
minecraft.mined.stone_brick_wall: #5, 127(9%)
minecraft.used.andesite_stairs: #5, 86(12%)
minecraft.picked_up.hopper_minecart: #4, 1(6%)
minecraft.picked_up.gray_dye: #4, 97(3%)
minecraft.killed.zombie: #6, 1484(7%)
minecraft.used.stone_brick_wall: #5, 632(9%)
minecraft.dropped.glass_bottle: #5, 132(7%)
minecraft.used.pink_stained_glass_pane: #4, 18(3%)
minecraft.picked_up.firework_rocket: #5, 5590(5%)
minecraft.mined.dead_brain_coral_block: #4, 28(3%)
minecraft.crafted.sandstone_slab: #5, 13023(7%)
minecraft.dropped.fern: #4, 9(5%)
minecraft.crafted.player_head: #5, 407(6%)
minecraft.dropped.dried_kelp: #4, 131(2%)
minecraft.picked_up.spruce_pressure_plate: #5, 29(8%)
minecraft.dropped.sticky_piston: #5, 54(12%)
minecraft.picked_up.stone_axe: #5, 4(8%)
minecraft.crafted.armor_stand: #5, 199(6%)
minecraft.picked_up.jack_o_lantern: #5, 69(8%)
minecraft.dropped.redstone_block: #5, 136(7%)
minecraft.dropped.green_wool: #4, 1(5%)
minecraft.mined.spruce_trapdoor: #5, 414(5%)
minecraft.picked_up.sandstone_slab: #5, 696(6%)
minecraft.mined.pink_stained_glass: #4, 5(6%)
minecraft.used.birch_boat: #5, 105(5%)
minecraft.mined.acacia_button: #4, 1(6%)
minecraft.mined.pink_carpet: #4, 5(3%)
minecraft.crafted.lime_terracotta: #4, 3384(2%)
minecraft.used.nether_bricks: #5, 1974(7%)
minecraft.used.item_frame: #5, 535(5%)
minecraft.mined.dead_fire_coral_block: #4, 27(2%)
minecraft.used.acacia_fence_gate: #4, 15(3%)
minecraft.crafted.cooked_rabbit: #4, 1(5%)
minecraft.killed_by.zombie: #4, 6(1%)
minecraft.dropped.seagrass: #5, 52(10%)
minecraft.picked_up.diorite_stairs: #4, 5(5%)
minecraft.used.diorite_slab: #4, 12(5%)
minecraft.crafted.acacia_pressure_plate: #4, 2(5%)
minecraft.picked_up.coal_ore: #5, 3207(5%)
minecraft.mined.dead_horn_coral_block: #4, 11(2%)
minecraft.picked_up.chainmail_leggings: #5, 9(6%)
minecraft.used.dead_brain_coral_block: #4, 23(2%)
minecraft.picked_up.music_disc_mellohi: #4, 3(3%)
minecraft.used.activator_rail: #5, 43(8%)
minecraft.dropped.diorite_wall: #4, 3(5%)
minecraft.mined.magenta_concrete_powder: #4, 7(4%)
minecraft.picked_up.music_disc_stal: #4, 3(3%)
minecraft.dropped.white_wool: #6, 183(11%)
minecraft.dropped.pink_wool: #4, 2(3%)
minecraft.picked_up.diamond: #6, 3978(7%)
minecraft.picked_up.activator_rail: #5, 32(7%)
minecraft.dropped.jungle_button: #4, 1(4%)
minecraft.crafted.magenta_dye: #5, 550(6%)
minecraft.crafted.polished_andesite: #5, 4180(5%)
minecraft.picked_up.dirt: #6, 82725(6%)
minecraft.used.pumpkin: #5, 800(6%)
minecraft.crafted.red_glazed_terracotta: #4, 24(2%)
minecraft.picked_up.acacia_pressure_plate: #4, 2(3%)
minecraft.custom.deaths: #6, 208(8%)
minecraft.mined.stone_slab: #5, 378(6%)
minecraft.used.gray_bed: #5, 53(10%)
minecraft.crafted.black_bed: #4, 3(1%)
minecraft.mined.dirt: #6, 70856(7%)
minecraft.crafted.pink_stained_glass_pane: #4, 16(2%)
minecraft.dropped.dark_oak_wood: #4, 2(3%)
minecraft.picked_up.jungle_log: #5, 2955(4%)
minecraft.dropped.blue_dye: #4, 1(3%)
minecraft.used.lime_glazed_terracotta: #4, 4(2%)
minecraft.crafted.yellow_banner: #4, 11(1%)
minecraft.used.acacia_pressure_plate: #4, 2(3%)
minecraft.crafted.lapis_block: #5, 578(5%)
minecraft.picked_up.experience_bottle: #4, 12(2%)
minecraft.used.snow: #5, 4116(6%)
minecraft.crafted.spruce_planks: #6, 34660(7%)
minecraft.mined.red_bed: #5, 40(7%)
minecraft.used.brick_wall: #4, 20(2%)
minecraft.mined.fire_coral_fan: #4, 7(1%)
minecraft.crafted.andesite_stairs: #5, 104(12%)
minecraft.dropped.green_bed: #4, 1(2%)
minecraft.crafted.coarse_dirt: #5, 2668(6%)
minecraft.dropped.vine: #4, 11(1%)
minecraft.crafted.jungle_fence_gate: #4, 2(1%)
minecraft.used.green_shulker_box: #5, 145(6%)
minecraft.dropped.jungle_sign: #4, 1(2%)
minecraft.mined.green_shulker_box: #5, 139(6%)
minecraft.picked_up.green_shulker_box: #5, 144(6%)
minecraft.dropped.spruce_boat: #5, 12(6%)
minecraft.mined.brick_wall: #4, 4(1%)
minecraft.used.magenta_concrete_powder: #5, 455(9%)
minecraft.used.jungle_fence_gate: #4, 2(1%)
minecraft.mined.jungle_log: #5, 2676(4%)
minecraft.dropped.white_banner: #4, 9(0%)
minecraft.picked_up.birch_boat: #5, 91(5%)
minecraft.picked_up.brick_wall: #4, 3(1%)
minecraft.dropped.lime_concrete: #4, 3(1%)
minecraft.picked_up.green_carpet: #5, 40(7%)
minecraft.dropped.gray_terracotta: #4, 12(0%)
minecraft.dropped.spruce_button: #5, 15(7%)
minecraft.mined.wither_rose: #4, 2(0%)
minecraft.crafted.blast_furnace: #5, 66(7%)
minecraft.picked_up.spectral_arrow: #4, 5(0%)
minecraft.killed.pillager: #4, 133(0%)
minecraft.mined.birch_fence_gate: #5, 29(9%)
minecraft.custom.raid_trigger: #4, 7(0%)
minecraft.killed.vindicator: #4, 54(0%)
minecraft.killed.evoker: #4, 11(0%)
minecraft.custom.raid_win: #4, 4(0%)
minecraft.mined.red_sandstone_slab: #4, 1(0%)
minecraft.used.red_sandstone_slab: #4, 1(0%)
minecraft.mined.brown_mushroom_block: #5, 1994(7%)
minecraft.mined.light_gray_stained_glass: #5, 317(5%)
minecraft.mined.birch_slab: #5, 210(5%)
minecraft.picked_up.cobblestone: #6, 139562(6%)
minecraft.picked_up.carrot: #6, 14034(8%)
minecraft.mined.light_gray_concrete_powder: #5, 248(5%)
minecraft.crafted.stonecutter: #5, 48(7%)
minecraft.dropped.golden_apple: #5, 3(9%)
minecraft.used.light_blue_stained_glass_pane: #5, 236(7%)
minecraft.used.sunflower: #5, 7(8%)
minecraft.used.diamond_shovel: #6, 358349(7%)
minecraft.picked_up.torch: #6, 11992(7%)
minecraft.crafted.filled_map: #5, 178(6%)
minecraft.mined.dragon_wall_head: #5, 10(8%)
minecraft.dropped.iron_chestplate: #5, 7(5%)
minecraft.mined.potted_azure_bluet: #5, 1(12%)
minecraft.used.stripped_birch_log: #5, 304(5%)
minecraft.crafted.birch_door: #5, 12(5%)
minecraft.used.conduit: #5, 7(6%)
minecraft.dropped.oak_stairs: #5, 23(9%)
minecraft.crafted.cut_sandstone: #5, 557(5%)
minecraft.mined.torch: #6, 3427(7%)
minecraft.dropped.oak_boat: #5, 13(4%)
minecraft.mined.iron_trapdoor: #5, 272(4%)
minecraft.mined.dark_oak_sign: #5, 3(8%)
minecraft.crafted.oak_planks: #6, 22222(6%)
minecraft.dropped.egg: #5, 343(4%)
minecraft.picked_up.snow: #5, 3706(5%)
minecraft.crafted.dark_oak_boat: #5, 11(5%)
minecraft.mined.lime_carpet: #5, 26(5%)
minecraft.dropped.dark_oak_button: #5, 8(7%)
minecraft.used.birch_fence_gate: #5, 51(6%)
minecraft.dropped.spruce_stairs: #5, 128(4%)
minecraft.dropped.magma_block: #5, 71(5%)
minecraft.mined.clay: #5, 701(3%)
minecraft.picked_up.clay: #5, 283(4%)
minecraft.used.nether_brick_fence: #5, 55(6%)
minecraft.picked_up.andesite_slab: #5, 47(6%)
minecraft.picked_up.totem_of_undying: #5, 18(3%)
minecraft.picked_up.brown_mushroom_block: #5, 1593(7%)
minecraft.used.spruce_fence: #6, 1434(8%)
minecraft.picked_up.player_head: #6, 980(6%)
minecraft.picked_up.purple_carpet: #5, 24(6%)
minecraft.crafted.sugar: #5, 229(3%)
minecraft.crafted.polished_andesite_stairs: #5, 320(7%)
minecraft.crafted.black_terracotta: #5, 980(4%)
minecraft.crafted.piston: #6, 1318(7%)
minecraft.crafted.birch_fence_gate: #5, 36(5%)
minecraft.picked_up.oak_sign: #6, 605(6%)
minecraft.mined.yellow_stained_glass: #5, 46(3%)
minecraft.dropped.oak_sign: #6, 113(7%)
minecraft.picked_up.carved_pumpkin: #5, 380(4%)
minecraft.mined.red_mushroom_block: #6, 2667(12%)
minecraft.dropped.splash_potion: #5, 5(5%)
minecraft.dropped.writable_book: #5, 4(4%)
minecraft.picked_up.quartz_block: #6, 1491(7%)
