stat, rank, value, (percentage) 
minecraft.used.birch_leaves: #6, 345(4%)
minecraft.crafted.birch_trapdoor: #6, 112(4%)
minecraft.mined.dandelion: #7, 254(6%)
minecraft.picked_up.lilac: #7, 214(8%)
minecraft.used.blast_furnace: #6, 23(4%)
minecraft.picked_up.flint: #7, 1630(6%)
minecraft.mined.light_gray_stained_glass: #6, 211(4%)
minecraft.picked_up.tripwire_hook: #7, 137(7%)
minecraft.crafted.gold_nugget: #6, 8788(3%)
minecraft.dropped.oak_stairs: #6, 17(6%)
minecraft.mined.infested_cobblestone: #6, 1(9%)
minecraft.mined.diorite: #7, 19850(7%)
minecraft.mined.poppy: #7, 359(6%)
minecraft.killed_by.phantom: #6, 4(4%)
minecraft.picked_up.light_gray_concrete: #7, 2914(8%)
minecraft.picked_up.diamond_horse_armor: #6, 1(6%)
minecraft.broken.diamond_shovel: #6, 3(5%)
minecraft.crafted.dark_oak_planks: #7, 12256(6%)
minecraft.picked_up.purple_concrete: #6, 286(4%)
minecraft.picked_up.andesite: #7, 20000(6%)
minecraft.picked_up.green_stained_glass: #6, 79(4%)
minecraft.dropped.stripped_oak_log: #6, 6(4%)
minecraft.picked_up.sugar: #6, 95(4%)
minecraft.dropped.lapis_lazuli: #7, 270(8%)
minecraft.crafted.nether_brick_stairs: #6, 248(4%)
minecraft.crafted.stone_brick_wall: #6, 450(4%)
minecraft.crafted.iron_boots: #7, 20(6%)
minecraft.mined.lime_wool: #6, 21(3%)
minecraft.crafted.nether_brick_fence: #6, 54(6%)
minecraft.mined.wither_skeleton_skull: #6, 2(7%)
minecraft.crafted.diamond_chestplate: #7, 5(7%)
minecraft.dropped.glowstone: #6, 58(3%)
minecraft.crafted.red_wool: #6, 249(3%)
minecraft.picked_up.hopper: #7, 863(6%)
minecraft.picked_up.dark_oak_planks: #7, 970(6%)
minecraft.picked_up.brown_wool: #6, 223(3%)
minecraft.picked_up.dark_oak_stairs: #7, 472(6%)
minecraft.mined.gray_stained_glass: #6, 81(3%)
minecraft.dropped.acacia_boat: #6, 1(6%)
minecraft.used.dark_oak_fence_gate: #6, 56(3%)
minecraft.used.lectern: #6, 133(2%)
minecraft.dropped.light_gray_concrete_powder: #6, 89(4%)
minecraft.dropped.wheat: #7, 152(7%)
minecraft.dropped.fishing_rod: #6, 14(2%)
minecraft.dropped.yellow_concrete: #6, 40(5%)
minecraft.used.lime_wool: #6, 58(2%)
minecraft.mined.acacia_planks: #6, 24(3%)
minecraft.used.ice: #6, 1083(2%)
minecraft.mined.ice: #6, 5481(2%)
minecraft.crafted.blue_wool: #6, 131(3%)
minecraft.mined.red_stained_glass: #6, 74(3%)
minecraft.dropped.packed_ice: #6, 401(2%)
minecraft.dropped.torch: #7, 696(6%)
minecraft.used.pumpkin_seeds: #6, 95(2%)
minecraft.picked_up.comparator: #7, 314(7%)
minecraft.killed.pig: #7, 40(5%)
minecraft.used.green_stained_glass: #6, 123(3%)
minecraft.dropped.quartz: #6, 118(3%)
minecraft.crafted.lime_bed: #6, 3(5%)
minecraft.dropped.stone_brick_stairs: #6, 85(2%)
minecraft.used.iron_shovel: #7, 2431(6%)
minecraft.used.mossy_cobblestone_wall: #6, 23(4%)
minecraft.dropped.light_gray_stained_glass_pane: #6, 66(3%)
minecraft.picked_up.blast_furnace: #6, 11(3%)
minecraft.custom.pig_one_cm: #6, 10794(3%)
minecraft.mined.white_carpet: #7, 149(6%)
minecraft.picked_up.diamond_boots: #7, 59(5%)
minecraft.picked_up.red_stained_glass_pane: #6, 38(3%)
minecraft.picked_up.elytra: #7, 80(5%)
minecraft.custom.open_barrel: #7, 2175(6%)
minecraft.mined.potted_poppy: #6, 2(5%)
minecraft.used.cod_bucket: #6, 8(2%)
minecraft.picked_up.jungle_leaves: #7, 1341(7%)
minecraft.crafted.orange_glazed_terracotta: #6, 32(4%)
minecraft.crafted.mossy_cobblestone_wall: #6, 30(4%)
minecraft.mined.purple_concrete: #6, 225(2%)
minecraft.picked_up.lectern: #6, 94(2%)
minecraft.picked_up.piston: #7, 381(6%)
minecraft.dropped.porkchop: #6, 7(3%)
minecraft.mined.lectern: #6, 90(2%)
minecraft.picked_up.bucket: #7, 67(6%)
minecraft.mined.oak_slab: #7, 376(6%)
minecraft.picked_up.mossy_cobblestone_wall: #6, 3(3%)
minecraft.crafted.gray_wool: #6, 26(2%)
minecraft.used.mossy_cobblestone_stairs: #6, 15(4%)
minecraft.dropped.golden_boots: #7, 17(5%)
minecraft.picked_up.melon_slice: #6, 788(1%)
minecraft.picked_up.red_nether_bricks: #6, 30(2%)
minecraft.used.ladder: #7, 866(5%)
minecraft.dropped.dried_kelp: #6, 91(2%)
minecraft.broken.iron_shovel: #7, 7(6%)
minecraft.mined.oak_fence: #7, 266(5%)
minecraft.crafted.dropper: #7, 478(6%)
minecraft.picked_up.pink_concrete_powder: #6, 24(2%)
minecraft.dropped.pink_tulip: #6, 3(1%)
minecraft.crafted.diamond_axe: #7, 8(4%)
minecraft.crafted.magenta_stained_glass: #6, 128(2%)
minecraft.crafted.cooked_mutton: #6, 21(1%)
minecraft.mined.dead_fire_coral_wall_fan: #6, 1(2%)
minecraft.picked_up.stone_brick_stairs: #7, 1161(5%)
minecraft.mined.smooth_sandstone: #7, 779(7%)
minecraft.picked_up.azure_bluet: #7, 360(5%)
minecraft.crafted.spruce_slab: #7, 2784(4%)
minecraft.dropped.golden_leggings: #7, 14(5%)
minecraft.picked_up.music_disc_stal: #6, 2(2%)
minecraft.crafted.lead: #7, 32(6%)
minecraft.mined.cyan_concrete: #7, 342(8%)
minecraft.used.poppy: #7, 24(6%)
minecraft.dropped.andesite_stairs: #6, 2(1%)
minecraft.dropped.compass: #6, 1(1%)
minecraft.mined.cyan_stained_glass: #6, 41(1%)
minecraft.killed_by.player: #7, 4(6%)
minecraft.used.red_nether_brick_slab: #6, 14(1%)
minecraft.crafted.red_nether_brick_slab: #6, 12(1%)
minecraft.used.dead_brain_coral_fan: #6, 1(1%)
minecraft.dropped.gray_concrete_powder: #6, 5(0%)
minecraft.mined.cyan_concrete_powder: #6, 1(0%)
minecraft.dropped.mushroom_stem: #6, 2(0%)
minecraft.picked_up.cobblestone_slab: #7, 553(5%)
minecraft.picked_up.purple_concrete_powder: #6, 7(0%)
minecraft.dropped.brown_mushroom_block: #6, 2(0%)
minecraft.used.dark_oak_stairs: #8, 2000(8%)
minecraft.custom.raid_win: #6, 2(0%)
minecraft.dropped.smooth_stone_slab: #7, 479(5%)
minecraft.used.oak_planks: #7, 971(4%)
minecraft.picked_up.stone_stairs: #7, 100(5%)
minecraft.crafted.observer: #7, 779(5%)
minecraft.crafted.birch_boat: #7, 11(6%)
minecraft.used.detector_rail: #7, 36(5%)
minecraft.picked_up.mossy_cobblestone: #7, 162(4%)
minecraft.used.spruce_door: #7, 59(4%)
minecraft.mined.potted_azure_bluet: #7, 1(12%)
minecraft.dropped.andesite: #7, 2120(4%)
minecraft.used.wooden_hoe: #7, 59(6%)
minecraft.mined.birch_leaves: #7, 801(3%)
minecraft.crafted.red_stained_glass_pane: #7, 368(5%)
minecraft.picked_up.dark_oak_fence_gate: #7, 35(6%)
minecraft.crafted.dark_oak_slab: #7, 1458(4%)
minecraft.picked_up.brown_concrete: #7, 274(6%)
minecraft.dropped.cobblestone_slab: #7, 114(4%)
minecraft.crafted.smooth_quartz: #7, 228(5%)
minecraft.used.dark_oak_slab: #7, 1338(4%)
minecraft.dropped.baked_potato: #7, 97(4%)
minecraft.used.cyan_concrete: #7, 131(5%)
minecraft.mined.black_stained_glass: #7, 183(3%)
minecraft.dropped.quartz_slab: #7, 52(5%)
minecraft.killed_by.vindicator: #7, 2(6%)
minecraft.custom.interact_with_stonecutter: #7, 50(3%)
minecraft.dropped.birch_fence: #7, 5(9%)
minecraft.dropped.sugar: #7, 66(5%)
minecraft.picked_up.snow: #7, 2640(4%)
minecraft.mined.lime_stained_glass_pane: #7, 24(4%)
minecraft.picked_up.iron_leggings: #8, 19(6%)
minecraft.crafted.slime_block: #7, 640(3%)
minecraft.mined.light_gray_stained_glass_pane: #7, 96(4%)
minecraft.dropped.bread: #7, 116(3%)
minecraft.mined.gray_stained_glass_pane: #7, 60(6%)
minecraft.crafted.cooked_beef: #7, 302(2%)
minecraft.used.pink_wool: #7, 52(3%)
minecraft.dropped.stone_hoe: #7, 3(4%)
minecraft.picked_up.purple_stained_glass_pane: #7, 21(4%)
minecraft.crafted.chest_minecart: #7, 6(4%)
minecraft.used.nether_brick_stairs: #7, 199(4%)
minecraft.crafted.leather_chestplate: #7, 32(3%)
minecraft.mined.trapped_chest: #7, 5(5%)
minecraft.killed.slime: #8, 1088(7%)
minecraft.picked_up.heart_of_the_sea: #7, 1(6%)
minecraft.used.nether_bricks: #7, 708(3%)
minecraft.crafted.oak_trapdoor: #8, 604(6%)
minecraft.picked_up.yellow_stained_glass_pane: #7, 15(4%)
minecraft.used.coarse_dirt: #7, 1082(2%)
minecraft.crafted.stone_stairs: #7, 272(3%)
minecraft.dropped.white_concrete: #7, 203(2%)
minecraft.dropped.dark_oak_fence_gate: #7, 4(5%)
minecraft.picked_up.dragon_egg: #7, 1(5%)
minecraft.used.dead_fire_coral_fan: #7, 9(4%)
minecraft.mined.redstone_block: #8, 357(7%)
minecraft.mined.yellow_stained_glass_pane: #7, 15(3%)
minecraft.dropped.dark_oak_trapdoor: #7, 9(3%)
minecraft.dropped.dark_oak_slab: #7, 43(3%)
minecraft.dropped.salmon: #7, 66(2%)
minecraft.picked_up.light_gray_stained_glass: #7, 163(2%)
minecraft.mined.dark_oak_planks: #8, 622(6%)
minecraft.used.wooden_sword: #7, 12(4%)
minecraft.used.smooth_sandstone_slab: #7, 143(2%)
minecraft.used.lime_bed: #7, 4(4%)
minecraft.picked_up.cornflower: #7, 88(2%)
minecraft.picked_up.golden_helmet: #8, 20(6%)
minecraft.mined.green_carpet: #7, 8(2%)
minecraft.mined.orange_carpet: #7, 5(3%)
minecraft.custom.minecart_one_cm: #7, 3662439(1%)
minecraft.mined.light_gray_concrete: #8, 3015(6%)
minecraft.dropped.pufferfish: #7, 31(2%)
minecraft.used.barrel: #8, 226(6%)
minecraft.dropped.pumpkin: #7, 94(2%)
minecraft.picked_up.cyan_stained_glass_pane: #7, 14(2%)
minecraft.picked_up.pink_dye: #7, 11(2%)
minecraft.used.cooked_mutton: #7, 42(1%)
minecraft.dropped.rabbit: #7, 1(3%)
minecraft.picked_up.pink_stained_glass_pane: #7, 3(2%)
minecraft.crafted.cracked_stone_bricks: #7, 379(2%)
minecraft.mined.red_concrete_powder: #7, 8(2%)
minecraft.dropped.acacia_leaves: #7, 9(2%)
minecraft.dropped.wooden_sword: #7, 4(3%)
minecraft.crafted.smooth_sandstone_slab: #7, 142(2%)
minecraft.crafted.orange_wool: #7, 6(2%)
minecraft.picked_up.cyan_concrete_powder: #7, 15(1%)
minecraft.picked_up.diamond_pickaxe: #8, 115(5%)
minecraft.mined.quartz_pillar: #8, 242(6%)
minecraft.mined.infested_stone_bricks: #7, 1(2%)
minecraft.dropped.mossy_stone_bricks: #7, 3(1%)
minecraft.used.gray_stained_glass: #7, 501(1%)
minecraft.used.stone_brick_stairs: #8, 3046(5%)
minecraft.killed_by.iron_golem: #7, 1(2%)
minecraft.used.light_gray_concrete: #8, 2576(6%)
minecraft.crafted.powered_rail: #8, 1480(6%)
minecraft.dropped.gray_dye: #7, 4(2%)
minecraft.crafted.quartz_block: #8, 4822(5%)
minecraft.dropped.jungle_log: #7, 60(1%)
minecraft.crafted.yellow_wool: #7, 54(1%)
minecraft.dropped.shulker_shell: #7, 9(1%)
minecraft.dropped.light_blue_concrete: #7, 8(1%)
minecraft.crafted.packed_ice: #7, 102(1%)
minecraft.crafted.bowl: #7, 8(1%)
minecraft.crafted.bucket: #8, 141(4%)
minecraft.crafted.yellow_banner: #7, 8(1%)
minecraft.mined.infested_stone: #8, 75(6%)
minecraft.dropped.cyan_wool: #7, 4(1%)
minecraft.used.purple_concrete: #7, 34(0%)
minecraft.picked_up.mossy_cobblestone_stairs: #7, 1(1%)
minecraft.dropped.nether_brick_slab: #7, 3(1%)
minecraft.crafted.fishing_rod: #8, 13(5%)
minecraft.dropped.melon_seeds: #7, 4(0%)
minecraft.dropped.black_stained_glass: #7, 2(0%)
minecraft.dropped.black_concrete_powder: #7, 2(0%)
minecraft.dropped.purple_stained_glass: #7, 5(0%)
minecraft.dropped.redstone_block: #8, 105(6%)
minecraft.crafted.stone_brick_stairs: #8, 2488(4%)
minecraft.used.cobblestone_stairs: #8, 550(4%)
minecraft.picked_up.ladder: #8, 501(4%)
minecraft.crafted.repeater: #8, 691(4%)
minecraft.used.written_book: #8, 1448(3%)
minecraft.picked_up.quartz: #8, 14852(4%)
minecraft.mined.cactus: #8, 112(4%)
minecraft.picked_up.slime_ball: #8, 1842(4%)
minecraft.picked_up.mossy_stone_bricks: #8, 78(4%)
minecraft.dropped.sandstone_slab: #8, 82(6%)
minecraft.crafted.redstone_torch: #8, 2688(4%)
minecraft.mined.mossy_stone_bricks: #8, 52(3%)
minecraft.picked_up.cookie: #8, 144(4%)
minecraft.picked_up.sugar_cane: #8, 6080(3%)
minecraft.dropped.string: #8, 307(3%)
minecraft.dropped.smooth_stone: #8, 113(4%)
minecraft.mined.cyan_stained_glass_pane: #8, 15(6%)
minecraft.picked_up.black_stained_glass: #8, 251(3%)
minecraft.used.white_stained_glass_pane: #8, 1071(3%)
minecraft.dropped.end_rod: #8, 105(4%)
minecraft.dropped.minecart: #8, 16(4%)
minecraft.dropped.flint_and_steel: #8, 5(5%)
minecraft.mined.sponge: #8, 19(5%)
minecraft.dropped.dark_oak_log: #8, 127(4%)
minecraft.mined.white_concrete_powder: #8, 219(3%)
minecraft.mined.yellow_carpet: #8, 21(4%)
minecraft.dropped.arrow: #8, 793(3%)
minecraft.picked_up.nether_bricks: #8, 898(3%)
minecraft.used.blue_wool: #8, 283(3%)
minecraft.used.iron_hoe: #8, 326(4%)
minecraft.crafted.oak_planks: #9, 19049(5%)
minecraft.mined.lily_pad: #8, 37(4%)
minecraft.dropped.powered_rail: #8, 29(3%)
minecraft.used.seagrass: #8, 64(5%)
minecraft.used.sugar_cane: #8, 653(2%)
minecraft.killed_by.zombie_pigman: #8, 1(5%)
minecraft.picked_up.quartz_pillar: #8, 245(3%)
minecraft.dropped.tropical_fish: #8, 7(4%)
minecraft.used.chiseled_sandstone: #8, 18(4%)
minecraft.used.yellow_banner: #8, 9(4%)
minecraft.crafted.comparator: #8, 191(2%)
minecraft.crafted.golden_apple: #8, 32(3%)
minecraft.dropped.mutton: #8, 15(3%)
minecraft.dropped.shears: #8, 8(3%)
minecraft.dropped.dark_oak_stairs: #8, 32(4%)
minecraft.picked_up.yellow_wool: #8, 187(2%)
minecraft.picked_up.blue_stained_glass: #8, 151(3%)
minecraft.mined.chiseled_quartz_block: #8, 27(3%)
minecraft.picked_up.arrow: #9, 3277(5%)
minecraft.picked_up.cooked_mutton: #8, 47(2%)
minecraft.dropped.enchanted_book: #8, 13(2%)
minecraft.dropped.furnace: #8, 11(2%)
minecraft.picked_up.nether_brick_stairs: #8, 62(2%)
minecraft.crafted.green_stained_glass: #8, 192(3%)
minecraft.used.chest: #9, 1838(5%)
minecraft.dropped.magma_cream: #8, 2(3%)
minecraft.picked_up.gray_stained_glass_pane: #8, 59(2%)
minecraft.dropped.quartz_stairs: #8, 12(2%)
minecraft.dropped.nether_quartz_ore: #8, 15(3%)
minecraft.crafted.iron_block: #8, 1848(1%)
minecraft.crafted.dark_oak_fence_gate: #8, 32(2%)
minecraft.dropped.polished_andesite_slab: #8, 15(3%)
minecraft.dropped.jungle_trapdoor: #8, 3(2%)
minecraft.dropped.charcoal: #8, 2(2%)
minecraft.crafted.birch_pressure_plate: #8, 7(1%)
minecraft.dropped.repeater: #8, 15(2%)
minecraft.dropped.cocoa_beans: #8, 9(2%)
minecraft.picked_up.red_stained_glass: #8, 75(1%)
minecraft.dropped.light_gray_concrete: #8, 18(2%)
minecraft.mined.attached_pumpkin_stem: #8, 1(2%)
minecraft.mined.magenta_wool: #8, 2(2%)
minecraft.crafted.purple_wool: #8, 12(2%)
minecraft.picked_up.trapped_chest: #8, 2(2%)
minecraft.picked_up.yellow_concrete_powder: #8, 92(1%)
minecraft.dropped.ghast_tear: #8, 1(2%)
minecraft.mined.lime_concrete_powder: #8, 3(2%)
minecraft.used.glass: #9, 5567(5%)
minecraft.mined.smooth_stone_slab: #9, 2676(6%)
minecraft.used.blue_stained_glass: #8, 159(1%)
minecraft.dropped.white_concrete_powder: #8, 58(2%)
minecraft.custom.fish_caught: #8, 611(1%)
minecraft.used.allium: #8, 2(1%)
minecraft.dropped.sunflower: #8, 4(1%)
minecraft.used.orange_wool: #8, 21(1%)
minecraft.picked_up.smooth_stone_slab: #9, 3592(5%)
minecraft.mined.gravel: #9, 32825(4%)
minecraft.broken.stone_axe: #8, 1(2%)
minecraft.dropped.painting: #8, 1(1%)
minecraft.mined.dark_oak_slab: #9, 488(5%)
minecraft.mined.blue_stained_glass: #8, 21(1%)
minecraft.picked_up.pink_bed: #8, 2(1%)
minecraft.dropped.light_gray_stained_glass: #8, 11(1%)
minecraft.picked_up.iron_pickaxe: #9, 11(5%)
minecraft.dropped.lantern: #8, 3(1%)
minecraft.picked_up.orange_concrete_powder: #8, 32(1%)
minecraft.dropped.brown_carpet: #8, 2(1%)
minecraft.used.brown_mushroom_block: #8, 46(1%)
minecraft.used.gray_stained_glass_pane: #8, 103(1%)
minecraft.used.fishing_rod: #8, 924(0%)
minecraft.dropped.dropper: #8, 5(1%)
minecraft.picked_up.oak_fence: #9, 269(4%)
minecraft.mined.mossy_cobblestone_stairs: #8, 1(1%)
minecraft.dropped.light_gray_carpet: #8, 15(0%)
minecraft.picked_up.water_bucket: #9, 41(4%)
minecraft.used.magenta_stained_glass: #8, 13(0%)
minecraft.picked_up.tipped_arrow: #8, 2(0%)
minecraft.crafted.quartz_stairs: #9, 968(5%)
minecraft.used.light_gray_glazed_terracotta: #8, 2(0%)
minecraft.picked_up.orange_dye: #8, 2(0%)
minecraft.dropped.spruce_sign: #8, 1(0%)
minecraft.used.stone_sword: #9, 100(5%)
minecraft.used.iron_pickaxe: #9, 3912(4%)
minecraft.picked_up.armor_stand: #9, 64(4%)
minecraft.picked_up.gravel: #9, 28448(4%)
minecraft.picked_up.oak_slab: #9, 407(4%)
minecraft.mined.oak_stairs: #9, 164(4%)
minecraft.picked_up.dark_oak_slab: #9, 538(4%)
minecraft.used.quartz_slab: #9, 2225(4%)
minecraft.dropped.bone_meal: #9, 391(4%)
minecraft.picked_up.oak_button: #9, 27(4%)
minecraft.picked_up.golden_carrot: #9, 1111(4%)
minecraft.used.stripped_oak_log: #9, 96(4%)
minecraft.mined.stone_stairs: #9, 57(5%)
minecraft.crafted.blue_stained_glass: #9, 1000(5%)
minecraft.used.smooth_stone_slab: #9, 10045(4%)
minecraft.mined.black_carpet: #9, 45(4%)
minecraft.used.cooked_beef: #9, 666(3%)
minecraft.mined.nether_bricks: #9, 1096(4%)
minecraft.dropped.gunpowder: #9, 287(3%)
minecraft.picked_up.quartz_block: #9, 646(3%)
minecraft.used.dark_oak_trapdoor: #9, 278(3%)
minecraft.crafted.spruce_sign: #9, 69(3%)
minecraft.crafted.dark_oak_trapdoor: #9, 254(3%)
minecraft.picked_up.lily_pad: #9, 53(3%)
minecraft.mined.spruce_sign: #9, 3(5%)
minecraft.dropped.coal_ore: #9, 284(3%)
minecraft.crafted.white_stained_glass_pane: #9, 1000(3%)
minecraft.killed_by.skeleton: #9, 3(4%)
minecraft.picked_up.clock: #9, 3(4%)
minecraft.mined.cyan_wool: #9, 19(4%)
minecraft.mined.cocoa: #9, 152(3%)
minecraft.used.gravel: #9, 1160(2%)
minecraft.used.packed_ice: #9, 2464(2%)
minecraft.picked_up.light_gray_stained_glass_pane: #9, 164(3%)
minecraft.picked_up.flint_and_steel: #9, 8(3%)
minecraft.dropped.egg: #9, 191(2%)
minecraft.crafted.yellow_concrete_powder: #9, 688(3%)
minecraft.dropped.redstone_torch: #9, 32(3%)
minecraft.picked_up.chiseled_sandstone: #9, 5(3%)
minecraft.dropped.armor_stand: #9, 5(2%)
minecraft.picked_up.cactus: #9, 824(2%)
minecraft.used.yellow_carpet: #9, 86(2%)
minecraft.crafted.green_wool: #9, 27(3%)
minecraft.picked_up.yellow_carpet: #9, 31(2%)
minecraft.crafted.red_stained_glass: #9, 640(2%)
minecraft.picked_up.golden_apple: #9, 12(2%)
minecraft.dropped.spruce_button: #9, 5(2%)
minecraft.crafted.golden_leggings: #9, 2(3%)
minecraft.crafted.black_carpet: #9, 145(2%)
minecraft.crafted.acacia_boat: #9, 2(2%)
minecraft.crafted.yellow_bed: #9, 2(2%)
minecraft.picked_up.cobblestone: #10, 90397(4%)
minecraft.used.pufferfish_bucket: #9, 7(1%)
minecraft.dropped.stone_pressure_plate: #9, 17(1%)
minecraft.crafted.chiseled_sandstone: #9, 14(2%)
minecraft.picked_up.pumpkin: #9, 363(1%)
minecraft.crafted.orange_stained_glass: #9, 128(2%)
minecraft.dropped.oxeye_daisy: #9, 25(1%)
minecraft.dropped.stripped_birch_log: #9, 4(2%)
minecraft.picked_up.orange_carpet: #9, 5(2%)
minecraft.crafted.glowstone: #9, 215(1%)
minecraft.mined.lime_bed: #9, 1(2%)
minecraft.picked_up.lime_bed: #9, 1(2%)
minecraft.crafted.acacia_door: #9, 3(2%)
minecraft.mined.orange_wool: #9, 6(1%)
minecraft.mined.birch_fence_gate: #9, 4(1%)
minecraft.dropped.lily_pad: #9, 2(1%)
minecraft.crafted.oak_fence: #10, 546(4%)
minecraft.dropped.tipped_arrow: #9, 1(1%)
minecraft.dropped.peony: #9, 2(0%)
minecraft.broken.iron_axe: #10, 4(4%)
minecraft.picked_up.gray_dye: #9, 10(0%)
minecraft.crafted.ladder: #10, 615(5%)
minecraft.picked_up.gold_nugget: #9, 406(0%)
minecraft.dropped.brown_concrete_powder: #9, 1(0%)
minecraft.dropped.magenta_stained_glass: #9, 1(0%)
minecraft.picked_up.brown_stained_glass: #9, 2(0%)
minecraft.picked_up.iron_boots: #10, 11(4%)
minecraft.crafted.glass: #10, 4839(3%)
minecraft.used.dark_oak_planks: #10, 857(4%)
minecraft.crafted.diamond_shovel: #10, 11(3%)
minecraft.dropped.diorite: #10, 2547(3%)
minecraft.dropped.granite: #10, 2210(3%)
minecraft.crafted.cobblestone_slab: #10, 1258(3%)
minecraft.killed.cow: #10, 271(3%)
minecraft.picked_up.leather: #10, 770(3%)
minecraft.picked_up.baked_potato: #10, 263(3%)
minecraft.dropped.bow: #10, 109(3%)
minecraft.dropped.dandelion: #10, 93(3%)
minecraft.crafted.quartz_slab: #10, 1394(3%)
minecraft.picked_up.beef: #10, 646(2%)
minecraft.used.vine: #10, 81(3%)
minecraft.killed.sheep: #10, 45(2%)
minecraft.used.black_carpet: #10, 197(3%)
minecraft.used.oak_door: #10, 19(3%)
minecraft.picked_up.lime_stained_glass_pane: #10, 38(3%)
minecraft.picked_up.orange_concrete: #10, 306(3%)
minecraft.picked_up.white_concrete: #10, 5720(2%)
minecraft.mined.white_stained_glass_pane: #10, 132(2%)
minecraft.dropped.ladder: #10, 34(3%)
minecraft.mined.chiseled_sandstone: #10, 5(3%)
minecraft.picked_up.cooked_chicken: #10, 227(2%)
minecraft.killed_by.drowned: #10, 2(3%)
minecraft.picked_up.cut_sandstone: #10, 67(2%)
minecraft.used.yellow_concrete_powder: #10, 631(3%)
minecraft.crafted.detector_rail: #10, 24(2%)
minecraft.mined.cut_sandstone: #10, 64(2%)
minecraft.picked_up.yellow_concrete: #10, 367(2%)
minecraft.picked_up.mutton: #10, 78(2%)
minecraft.picked_up.chiseled_quartz_block: #10, 27(2%)
minecraft.dropped.iron_ingot: #10, 251(2%)
minecraft.picked_up.poppy: #10, 733(1%)
minecraft.crafted.golden_chestplate: #10, 2(3%)
minecraft.picked_up.white_concrete_powder: #10, 2973(2%)
minecraft.crafted.yellow_stained_glass: #10, 208(2%)
minecraft.crafted.cobblestone_stairs: #10, 368(1%)
minecraft.picked_up.birch_leaves: #10, 268(1%)
minecraft.mined.dark_oak_sign: #10, 1(3%)
minecraft.crafted.golden_boots: #10, 2(2%)
minecraft.picked_up.birch_pressure_plate: #10, 3(1%)
minecraft.used.tropical_fish_bucket: #10, 6(1%)
minecraft.used.chiseled_quartz_block: #10, 41(1%)
minecraft.picked_up.gray_stained_glass: #10, 80(1%)
minecraft.dropped.oak_slab: #10, 14(1%)
minecraft.crafted.chiseled_quartz_block: #10, 31(1%)
minecraft.picked_up.birch_fence_gate: #10, 4(1%)
minecraft.dropped.dark_oak_sign: #10, 1(1%)
minecraft.crafted.cut_sandstone: #10, 96(1%)
minecraft.used.lime_concrete: #10, 98(1%)
minecraft.dropped.seagrass: #10, 5(1%)
minecraft.dropped.purpur_stairs: #10, 2(1%)
minecraft.picked_up.purple_stained_glass: #10, 55(1%)
minecraft.used.orange_concrete: #10, 50(1%)
minecraft.dropped.light_blue_stained_glass: #10, 3(1%)
minecraft.picked_up.cyan_dye: #10, 13(1%)
minecraft.dropped.coal_block: #10, 5(1%)
minecraft.dropped.smooth_sandstone: #10, 17(1%)
minecraft.picked_up.diamond_leggings: #11, 46(5%)
minecraft.crafted.gray_stained_glass_pane: #10, 80(1%)
minecraft.used.birch_fence_gate: #10, 4(1%)
minecraft.dropped.dark_oak_sapling: #10, 1(0%)
minecraft.dropped.nautilus_shell: #10, 1(0%)
minecraft.crafted.cyan_stained_glass: #10, 248(0%)
minecraft.dropped.azure_bluet: #10, 8(0%)
minecraft.dropped.sticky_piston: #10, 2(0%)
minecraft.used.wooden_shovel: #10, 3(0%)
minecraft.used.cyan_stained_glass: #10, 112(0%)
minecraft.dropped.yellow_wool: #10, 1(0%)
minecraft.dropped.birch_leaves: #10, 2(0%)
minecraft.used.mycelium: #10, 5(0%)
minecraft.used.iron_axe: #11, 1193(4%)
minecraft.custom.time_since_death: #11, 4237315(2%)
minecraft.picked_up.oak_stairs: #11, 195(4%)
minecraft.crafted.diamond_sword: #11, 5(3%)
minecraft.broken.iron_pickaxe: #11, 11(3%)
minecraft.mined.dark_oak_trapdoor: #11, 76(3%)
minecraft.dropped.gravel: #11, 880(3%)
minecraft.killed.chicken: #11, 92(3%)
minecraft.picked_up.egg: #11, 513(2%)
minecraft.picked_up.dark_oak_trapdoor: #11, 90(3%)
minecraft.crafted.oak_door: #11, 18(3%)
minecraft.crafted.gold_ingot: #11, 4716(3%)
minecraft.used.armor_stand: #11, 92(3%)
minecraft.dropped.lead: #11, 7(4%)
minecraft.crafted.spruce_door: #11, 33(2%)
minecraft.killed.silverfish: #11, 30(3%)
minecraft.used.oak_stairs: #11, 202(2%)
minecraft.crafted.armor_stand: #11, 76(2%)
minecraft.dropped.oak_fence: #11, 23(2%)
minecraft.used.cyan_wool: #11, 45(3%)
minecraft.mined.pumpkin: #11, 73(2%)
minecraft.mined.sandstone_stairs: #11, 48(2%)
minecraft.crafted.golden_helmet: #11, 1(3%)
minecraft.dropped.chicken: #11, 28(2%)
minecraft.mined.orange_concrete: #11, 241(2%)
minecraft.used.sandstone_stairs: #11, 164(2%)
minecraft.picked_up.feather: #11, 177(1%)
minecraft.crafted.sandstone_stairs: #11, 184(2%)
minecraft.mined.yellow_concrete: #11, 261(2%)
minecraft.dropped.gold_ingot: #11, 37(1%)
minecraft.mined.yellow_wool: #11, 14(1%)
minecraft.used.cut_sandstone: #11, 60(1%)
minecraft.dropped.gold_nugget: #11, 63(1%)
minecraft.picked_up.yellow_dye: #11, 16(1%)
minecraft.picked_up.bowl: #11, 3(1%)
