stat, rank, value, (percentage) 
minecraft.dropped.red_stained_glass: #6, 7(2%)
minecraft.crafted.arrow: #6, 44(2%)
minecraft.picked_up.jungle_wood: #6, 4(3%)
minecraft.mined.magenta_wool: #6, 2(2%)
minecraft.dropped.diorite: #7, 4142(5%)
minecraft.crafted.acacia_button: #6, 3(3%)
minecraft.killed.cow: #7, 476(4%)
minecraft.dropped.flower_pot: #6, 4(2%)
minecraft.mined.oak_sign: #7, 46(5%)
minecraft.used.dark_oak_button: #6, 10(1%)
minecraft.crafted.jukebox: #6, 1(2%)
minecraft.picked_up.stripped_spruce_wood: #6, 7(2%)
minecraft.picked_up.jungle_pressure_plate: #6, 1(2%)
minecraft.mined.light_blue_glazed_terracotta: #6, 34(1%)
minecraft.used.acacia_fence: #6, 20(1%)
minecraft.picked_up.minecart: #7, 264(5%)
minecraft.dropped.dark_oak_planks: #7, 158(6%)
minecraft.custom.interact_with_beacon: #7, 73(6%)
minecraft.picked_up.dark_oak_wood: #6, 16(1%)
minecraft.crafted.barrel: #7, 194(5%)
minecraft.picked_up.shield: #7, 21(5%)
minecraft.used.iron_ore: #6, 26(1%)
minecraft.dropped.fern: #6, 4(2%)
minecraft.mined.dark_oak_wood: #6, 12(1%)
minecraft.dropped.acacia_trapdoor: #6, 2(1%)
minecraft.dropped.orange_shulker_box: #6, 1(1%)
minecraft.used.turtle_egg: #6, 6(1%)
minecraft.used.pink_tulip: #6, 1(1%)
minecraft.used.item_frame: #7, 478(5%)
minecraft.dropped.gray_shulker_box: #6, 1(1%)
minecraft.dropped.dandelion: #7, 173(5%)
minecraft.used.cyan_stained_glass: #6, 342(1%)
minecraft.used.hopper_minecart: #7, 61(6%)
minecraft.mined.redstone_torch: #7, 116(5%)
minecraft.crafted.hopper_minecart: #7, 61(6%)
minecraft.dropped.light_gray_carpet: #6, 18(1%)
minecraft.used.granite_stairs: #6, 1(1%)
minecraft.dropped.cyan_concrete: #6, 1(1%)
minecraft.picked_up.black_concrete: #7, 3607(5%)
minecraft.crafted.purpur_stairs: #6, 8(1%)
minecraft.picked_up.white_stained_glass: #7, 1271(5%)
minecraft.mined.dead_brain_coral_block: #6, 4(0%)
minecraft.used.stone_brick_slab: #7, 4187(4%)
minecraft.crafted.shears: #7, 137(4%)
minecraft.mined.brain_coral: #6, 2(0%)
minecraft.used.oak_door: #7, 38(5%)
minecraft.used.stripped_birch_wood: #6, 1(0%)
minecraft.picked_up.dead_brain_coral_fan: #6, 1(0%)
minecraft.killed.pillager: #6, 117(0%)
minecraft.dropped.cyan_dye: #6, 1(0%)
minecraft.used.jungle_door: #6, 1(0%)
minecraft.crafted.red_dye: #7, 1979(5%)
minecraft.used.purpur_block: #7, 123(8%)
minecraft.custom.trigger_trapped_chest: #7, 132(4%)
minecraft.crafted.item_frame: #7, 314(4%)
minecraft.used.string: #7, 629(4%)
minecraft.dropped.ender_chest: #7, 7(6%)
minecraft.crafted.lime_carpet: #7, 204(7%)
minecraft.crafted.polished_andesite: #7, 3308(4%)
minecraft.picked_up.stone_pressure_plate: #7, 116(4%)
minecraft.mined.observer: #7, 354(4%)
minecraft.picked_up.glowstone: #7, 801(4%)
minecraft.used.cactus: #7, 117(4%)
minecraft.used.glowstone: #7, 515(4%)
minecraft.crafted.yellow_dye: #7, 1196(4%)
minecraft.used.torch: #8, 22164(7%)
minecraft.picked_up.black_stained_glass: #7, 320(4%)
minecraft.used.repeater: #7, 785(4%)
minecraft.picked_up.red_bed: #7, 26(4%)
minecraft.mined.stone_pressure_plate: #7, 72(4%)
minecraft.dropped.birch_boat: #7, 4(5%)
minecraft.dropped.rail: #7, 160(4%)
minecraft.picked_up.white_shulker_box: #7, 363(4%)
minecraft.used.white_shulker_box: #7, 351(4%)
minecraft.picked_up.blue_stained_glass: #7, 277(5%)
minecraft.used.red_bed: #7, 29(4%)
minecraft.mined.white_shulker_box: #7, 339(4%)
minecraft.dropped.acacia_planks: #7, 22(4%)
minecraft.crafted.dark_oak_sign: #7, 21(4%)
minecraft.mined.campfire: #7, 33(5%)
minecraft.picked_up.yellow_stained_glass: #7, 148(4%)
minecraft.used.cyan_shulker_box: #7, 103(4%)
minecraft.picked_up.seagrass: #7, 220(4%)
minecraft.picked_up.cyan_shulker_box: #7, 103(4%)
minecraft.crafted.book: #7, 265(3%)
minecraft.mined.cyan_shulker_box: #7, 101(4%)
minecraft.crafted.magenta_dye: #7, 337(4%)
minecraft.mined.purpur_pillar: #7, 146(5%)
minecraft.used.tripwire_hook: #7, 80(3%)
minecraft.killed.horse: #7, 6(4%)
minecraft.crafted.green_wool: #7, 49(5%)
minecraft.mined.stone_button: #7, 75(3%)
minecraft.dropped.oak_boat: #7, 10(3%)
minecraft.mined.red_bed: #7, 24(4%)
minecraft.picked_up.stone_button: #7, 257(3%)
minecraft.dropped.carrot: #7, 3204(3%)
minecraft.dropped.oak_door: #7, 5(5%)
minecraft.used.lime_carpet: #7, 135(4%)
minecraft.dropped.iron_chestplate: #7, 5(3%)
minecraft.dropped.podzol: #7, 28(6%)
minecraft.crafted.nether_brick_slab: #7, 342(4%)
minecraft.dropped.red_mushroom: #7, 18(3%)
minecraft.mined.podzol: #7, 432(3%)
minecraft.custom.sneak_time: #9, 3992249(5%)
minecraft.dropped.filled_map: #7, 11(4%)
minecraft.picked_up.light_blue_terracotta: #7, 107(4%)
minecraft.dropped.brown_mushroom: #7, 35(3%)
minecraft.crafted.diamond_hoe: #7, 3(5%)
minecraft.dropped.polished_granite: #7, 35(4%)
minecraft.used.flower_pot: #7, 55(3%)
minecraft.crafted.clock: #7, 3(4%)
minecraft.picked_up.filled_map: #7, 131(2%)
minecraft.picked_up.spruce_fence_gate: #7, 42(3%)
minecraft.mined.birch_pressure_plate: #7, 5(3%)
minecraft.dropped.stripped_dark_oak_log: #7, 9(4%)
minecraft.picked_up.light_blue_stained_glass: #7, 470(3%)
minecraft.used.sea_pickle: #7, 329(3%)
minecraft.crafted.purple_stained_glass_pane: #7, 96(4%)
minecraft.dropped.iron_ore: #7, 412(2%)
minecraft.used.purple_shulker_box: #7, 57(3%)
minecraft.used.stone_slab: #7, 826(3%)
minecraft.picked_up.birch_leaves: #7, 443(2%)
minecraft.broken.iron_helmet: #7, 1(5%)
minecraft.picked_up.purple_shulker_box: #7, 56(3%)
minecraft.crafted.yellow_carpet: #7, 156(3%)
minecraft.dropped.mutton: #7, 15(3%)
minecraft.mined.activator_rail: #7, 6(3%)
minecraft.dropped.shears: #7, 8(3%)
minecraft.picked_up.polished_andesite_stairs: #7, 58(3%)
minecraft.dropped.gold_nugget: #7, 269(2%)
minecraft.mined.purple_shulker_box: #7, 56(3%)
minecraft.dropped.iron_door: #7, 5(3%)
minecraft.crafted.smooth_quartz_stairs: #7, 120(4%)
minecraft.picked_up.yellow_carpet: #7, 34(2%)
minecraft.dropped.iron_shovel: #7, 5(2%)
minecraft.used.sand: #8, 19892(5%)
minecraft.mined.andesite_wall: #7, 12(3%)
minecraft.dropped.chainmail_chestplate: #7, 2(4%)
minecraft.mined.polished_andesite_slab: #7, 73(4%)
minecraft.picked_up.orange_carpet: #7, 10(3%)
minecraft.crafted.bone_block: #7, 1464(2%)
minecraft.dropped.milk_bucket: #7, 1(4%)
minecraft.picked_up.totem_of_undying: #7, 10(2%)
minecraft.dropped.lapis_ore: #7, 6(3%)
minecraft.used.purple_stained_glass_pane: #7, 50(2%)
minecraft.picked_up.polished_andesite_slab: #7, 101(3%)
minecraft.crafted.iron_ingot: #8, 20020(5%)
minecraft.mined.light_gray_stained_glass: #7, 113(2%)
minecraft.mined.purple_bed: #7, 8(3%)
minecraft.used.orange_wool: #7, 50(3%)
minecraft.custom.play_one_minute: #9, 80632207(4%)
minecraft.mined.blue_concrete: #7, 200(2%)
minecraft.crafted.golden_chestplate: #7, 2(3%)
minecraft.mined.blue_orchid: #7, 31(3%)
minecraft.dropped.gold_ore: #7, 63(2%)
minecraft.dropped.diamond_pickaxe: #8, 26(6%)
minecraft.mined.bamboo: #7, 95(2%)
minecraft.dropped.light_gray_concrete_powder: #7, 64(3%)
minecraft.picked_up.magenta_dye: #7, 23(3%)
minecraft.used.brown_mushroom: #7, 21(2%)
minecraft.used.oak_log: #8, 1628(5%)
minecraft.dropped.cocoa_beans: #7, 11(2%)
minecraft.crafted.blue_stained_glass_pane: #7, 112(2%)
minecraft.mined.black_banner: #7, 1(2%)
minecraft.dropped.totem_of_undying: #7, 3(2%)
minecraft.dropped.player_head: #8, 122(5%)
minecraft.picked_up.magenta_stained_glass: #7, 24(2%)
minecraft.crafted.brick_stairs: #7, 88(3%)
minecraft.picked_up.magma_cream: #8, 57(6%)
minecraft.used.conduit: #7, 2(2%)
minecraft.used.red_tulip: #7, 4(2%)
minecraft.dropped.iron_trapdoor: #7, 10(2%)
minecraft.used.pink_bed: #7, 5(3%)
minecraft.used.glass: #8, 5812(5%)
minecraft.dropped.polished_andesite_slab: #7, 15(3%)
minecraft.crafted.dried_kelp_block: #7, 5819(1%)
minecraft.used.lily_pad: #7, 8(2%)
minecraft.used.blue_stained_glass_pane: #7, 82(2%)
minecraft.mined.purple_carpet: #7, 7(2%)
minecraft.used.yellow_wool: #7, 153(1%)
minecraft.used.orange_bed: #7, 2(2%)
minecraft.dropped.lily_pad: #7, 7(2%)
minecraft.mined.birch_fence: #7, 12(1%)
minecraft.crafted.oak_door: #8, 36(6%)
minecraft.picked_up.writable_book: #8, 32(6%)
minecraft.used.light_gray_bed: #7, 3(2%)
minecraft.used.minecart: #8, 208(6%)
minecraft.picked_up.cooked_porkchop: #7, 30(1%)
minecraft.crafted.orange_bed: #7, 1(2%)
minecraft.used.magenta_stained_glass_pane: #7, 40(2%)
minecraft.mined.pink_bed: #7, 3(2%)
minecraft.used.gold_ore: #7, 26(1%)
minecraft.crafted.nether_brick: #7, 423(1%)
minecraft.picked_up.fermented_spider_eye: #7, 1(2%)
minecraft.used.andesite_wall: #7, 39(1%)
minecraft.mined.sea_lantern: #8, 484(5%)
minecraft.mined.wall_torch: #8, 886(4%)
minecraft.used.magenta_wool: #7, 3(1%)
minecraft.dropped.gray_wool: #7, 4(1%)
minecraft.dropped.elytra: #8, 10(5%)
minecraft.dropped.campfire: #7, 1(1%)
minecraft.picked_up.acacia_fence: #7, 11(1%)
minecraft.picked_up.smooth_quartz: #7, 148(1%)
minecraft.mined.stripped_spruce_wood: #7, 4(1%)
minecraft.dropped.diamond_ore: #7, 1(1%)
minecraft.picked_up.cobblestone_wall: #8, 259(5%)
minecraft.dropped.white_shulker_box: #7, 1(1%)
minecraft.killed.iron_golem: #7, 1(1%)
minecraft.crafted.light_blue_banner: #7, 5(1%)
minecraft.dropped.granite: #8, 3316(4%)
minecraft.picked_up.brown_mushroom_block: #7, 158(1%)
minecraft.mined.dead_fire_coral_block: #7, 7(1%)
minecraft.dropped.piston: #7, 3(0%)
minecraft.crafted.trapped_chest: #7, 1(1%)
minecraft.picked_up.light_blue_glazed_terracotta: #7, 34(0%)
minecraft.picked_up.brain_coral: #7, 2(0%)
minecraft.dropped.map: #7, 1(1%)
minecraft.mined.magenta_concrete: #7, 10(0%)
minecraft.dropped.crossbow: #7, 6(0%)
minecraft.used.dried_kelp: #7, 4(0%)
minecraft.dropped.sea_pickle: #7, 8(0%)
minecraft.mined.dead_bubble_coral_block: #7, 2(0%)
minecraft.picked_up.prismarine_slab: #7, 5(0%)
minecraft.mined.dead_horn_coral_block: #7, 1(0%)
minecraft.picked_up.dead_brain_coral_block: #7, 2(0%)
minecraft.used.stripped_acacia_log: #7, 4(0%)
minecraft.dropped.melon_slice: #7, 6(0%)
minecraft.custom.damage_resisted: #8, 21268(4%)
minecraft.dropped.brown_mushroom_block: #7, 1(0%)
minecraft.dropped.green_terracotta: #7, 1(0%)
minecraft.killed.vindicator: #7, 31(0%)
minecraft.crafted.ender_eye: #8, 32(5%)
minecraft.custom.climb_one_cm: #9, 5013208(6%)
minecraft.mined.repeater: #8, 271(5%)
minecraft.picked_up.red_shulker_box: #8, 388(4%)
minecraft.used.writable_book: #8, 141(4%)
minecraft.used.redstone: #8, 2674(4%)
minecraft.mined.red_shulker_box: #8, 370(4%)
minecraft.picked_up.chainmail_chestplate: #8, 5(5%)
minecraft.used.red_shulker_box: #8, 374(4%)
minecraft.mined.cobblestone_slab: #8, 270(4%)
minecraft.used.totem_of_undying: #8, 8(5%)
minecraft.used.andesite: #8, 1795(4%)
minecraft.picked_up.pufferfish: #8, 90(4%)
minecraft.mined.comparator: #8, 86(4%)
minecraft.used.comparator: #8, 313(4%)
minecraft.used.bread: #8, 77(4%)
minecraft.used.redstone_block: #8, 583(4%)
minecraft.crafted.iron_hoe: #8, 4(5%)
minecraft.mined.coal_block: #8, 99(4%)
minecraft.killed.ghast: #8, 88(4%)
minecraft.picked_up.yellow_shulker_box: #8, 300(4%)
minecraft.used.yellow_shulker_box: #8, 289(4%)
minecraft.mined.yellow_shulker_box: #8, 283(4%)
minecraft.used.note_block: #8, 123(4%)
minecraft.used.birch_boat: #8, 67(3%)
minecraft.dropped.diamond_leggings: #8, 5(5%)
minecraft.dropped.stone: #8, 14861(3%)
minecraft.picked_up.book: #8, 403(3%)
minecraft.picked_up.stone_pickaxe: #8, 4(5%)
minecraft.mined.damaged_anvil: #8, 10(4%)
minecraft.used.sea_lantern: #8, 2259(3%)
minecraft.picked_up.flint_and_steel: #8, 12(4%)
minecraft.mined.end_rod: #8, 285(3%)
minecraft.picked_up.ghast_tear: #8, 37(4%)
minecraft.crafted.enchanted_book: #8, 126(3%)
minecraft.crafted.gray_dye: #8, 1302(3%)
minecraft.dropped.soul_sand: #8, 97(3%)
minecraft.picked_up.peony: #8, 77(3%)
minecraft.custom.interact_with_lectern: #8, 73(3%)
minecraft.picked_up.cyan_carpet: #8, 13(3%)
minecraft.mined.dragon_wall_head: #8, 6(5%)
minecraft.dropped.bread: #8, 109(3%)
minecraft.used.purple_stained_glass: #8, 121(3%)
minecraft.crafted.lime_dye: #8, 679(2%)
minecraft.dropped.birch_sign: #8, 10(4%)
minecraft.crafted.magenta_shulker_box: #8, 3(3%)
minecraft.crafted.jungle_boat: #8, 2(3%)
minecraft.crafted.polished_diorite: #8, 456(3%)
minecraft.dropped.stone_sword: #8, 28(2%)
minecraft.mined.sand: #9, 89692(5%)
minecraft.used.acacia_boat: #8, 7(2%)
minecraft.used.tnt: #8, 201(2%)
minecraft.crafted.cyan_concrete_powder: #8, 168(3%)
minecraft.picked_up.sand: #9, 92963(5%)
minecraft.mined.sweet_berry_bush: #8, 77(3%)
minecraft.dropped.glass_bottle: #8, 38(2%)
minecraft.dropped.prismarine_crystals: #8, 556(2%)
minecraft.mined.yellow_wall_banner: #8, 2(4%)
minecraft.dropped.iron_ingot: #8, 256(2%)
minecraft.used.powered_rail: #9, 2582(7%)
minecraft.crafted.golden_leggings: #8, 2(3%)
minecraft.picked_up.wooden_pickaxe: #8, 1(2%)
minecraft.killed_by.vindicator: #8, 1(3%)
minecraft.dropped.golden_apple: #8, 1(3%)
minecraft.crafted.light_gray_stained_glass_pane: #8, 400(2%)
minecraft.picked_up.lime_banner: #8, 2(3%)
minecraft.crafted.red_carpet: #8, 279(2%)
minecraft.mined.lime_wool: #8, 13(2%)
minecraft.used.bamboo: #8, 179(2%)
minecraft.crafted.polished_andesite_slab: #8, 240(3%)
minecraft.mined.white_glazed_terracotta: #8, 8(3%)
minecraft.dropped.white_stained_glass_pane: #8, 32(2%)
minecraft.dropped.cyan_terracotta: #8, 148(2%)
minecraft.used.sunflower: #8, 2(2%)
minecraft.picked_up.blue_dye: #8, 20(3%)
minecraft.mined.blue_carpet: #8, 18(2%)
minecraft.dropped.seagrass: #8, 11(2%)
minecraft.used.polished_andesite_slab: #8, 200(2%)
minecraft.dropped.redstone_ore: #8, 27(1%)
minecraft.crafted.brown_dye: #8, 97(2%)
minecraft.crafted.polished_andesite_stairs: #8, 112(2%)
minecraft.mined.dark_oak_button: #8, 2(2%)
minecraft.used.cooked_mutton: #8, 31(1%)
minecraft.killed.pufferfish: #8, 1(2%)
minecraft.crafted.gray_stained_glass_pane: #8, 256(2%)
minecraft.used.light_blue_terracotta: #8, 205(1%)
minecraft.crafted.apple: #8, 27(2%)
minecraft.used.smooth_quartz_stairs: #8, 69(2%)
minecraft.crafted.purple_carpet: #8, 33(2%)
minecraft.used.cookie: #8, 11(1%)
minecraft.crafted.light_blue_bed: #8, 1(2%)
minecraft.dropped.ice: #8, 81(1%)
minecraft.dropped.cactus: #8, 268(1%)
minecraft.picked_up.brick_stairs: #8, 16(1%)
minecraft.used.green_stained_glass: #8, 54(1%)
minecraft.picked_up.acacia_door: #8, 4(2%)
minecraft.picked_up.white_wool: #9, 591(4%)
minecraft.mined.black_terracotta: #8, 41(1%)
minecraft.dropped.sandstone_stairs: #8, 6(1%)
minecraft.picked_up.sweet_berries: #8, 241(1%)
minecraft.crafted.acacia_fence: #8, 24(1%)
minecraft.picked_up.emerald: #8, 348(1%)
minecraft.mined.conduit: #8, 1(1%)
minecraft.mined.yellow_concrete_powder: #8, 31(1%)
minecraft.crafted.powered_rail: #9, 1476(6%)
minecraft.dropped.orange_terracotta: #8, 33(1%)
minecraft.used.gray_stained_glass: #8, 416(1%)
minecraft.killed.blaze: #8, 159(1%)
minecraft.picked_up.acacia_leaves: #8, 137(1%)
minecraft.picked_up.pink_concrete: #8, 14(1%)
minecraft.picked_up.emerald_ore: #8, 3(1%)
minecraft.dropped.acacia_wood: #8, 1(1%)
minecraft.dropped.brown_wool: #8, 2(1%)
minecraft.dropped.pumpkin_pie: #8, 5(1%)
minecraft.picked_up.blue_orchid: #8, 34(1%)
minecraft.picked_up.stripped_birch_wood: #8, 5(1%)
minecraft.used.tnt_minecart: #8, 3(1%)
minecraft.picked_up.music_disc_chirp: #8, 1(1%)
minecraft.used.sweet_berries: #8, 40(1%)
minecraft.crafted.tnt_minecart: #8, 3(1%)
minecraft.picked_up.light_gray_bed: #8, 1(1%)
minecraft.dropped.light_gray_stained_glass_pane: #8, 15(1%)
minecraft.custom.open_barrel: #9, 1772(5%)
minecraft.mined.acacia_wood: #8, 8(1%)
minecraft.picked_up.note_block: #9, 75(5%)
minecraft.picked_up.acacia_wood: #8, 8(1%)
minecraft.crafted.nether_wart_block: #8, 26(1%)
minecraft.crafted.brick_slab: #8, 60(1%)
minecraft.dropped.spruce_fence_gate: #8, 2(1%)
minecraft.picked_up.gray_dye: #8, 18(1%)
minecraft.used.dark_oak_wood: #8, 33(0%)
minecraft.mined.stripped_birch_wood: #8, 3(1%)
minecraft.mined.cyan_stained_glass: #8, 29(0%)
minecraft.killed.zombie_pigman: #8, 37(0%)
minecraft.dropped.golden_chestplate: #9, 14(5%)
minecraft.used.netherrack: #9, 6693(4%)
minecraft.picked_up.magenta_concrete: #8, 14(0%)
minecraft.used.stripped_jungle_log: #8, 4(0%)
minecraft.crafted.jungle_wood: #8, 6(0%)
minecraft.picked_up.white_glazed_terracotta: #8, 8(0%)
minecraft.used.podzol: #8, 14(0%)
minecraft.dropped.black_dye: #8, 5(0%)
minecraft.crafted.jungle_button: #8, 1(0%)
minecraft.used.magenta_concrete_powder: #8, 8(0%)
minecraft.dropped.melon_seeds: #8, 2(0%)
minecraft.crafted.acacia_fence_gate: #8, 1(0%)
minecraft.mined.gray_terracotta: #8, 9(0%)
minecraft.mined.tube_coral: #8, 1(0%)
minecraft.picked_up.dead_bubble_coral_block: #8, 1(0%)
minecraft.used.light_blue_glazed_terracotta: #8, 3(0%)
minecraft.picked_up.chicken: #9, 206(4%)
minecraft.dropped.birch_planks: #9, 85(5%)
minecraft.picked_up.oak_door: #9, 40(5%)
minecraft.killed.magma_cube: #9, 115(4%)
minecraft.dropped.flint: #9, 328(3%)
minecraft.crafted.light_gray_concrete_powder: #9, 3968(4%)
minecraft.picked_up.damaged_anvil: #9, 11(4%)
minecraft.crafted.diamond_shovel: #9, 11(3%)
minecraft.used.stone_pressure_plate: #9, 146(4%)
minecraft.mined.farmland: #9, 157(3%)
minecraft.used.coal_ore: #9, 939(3%)
minecraft.dropped.bow: #9, 119(3%)
minecraft.used.redstone_torch: #9, 468(3%)
minecraft.picked_up.end_rod: #9, 460(3%)
minecraft.custom.pot_flower: #9, 43(3%)
minecraft.dropped.diamond_shovel: #9, 6(3%)
minecraft.dropped.water_bucket: #9, 8(4%)
minecraft.killed.drowned: #9, 453(3%)
minecraft.crafted.note_block: #9, 82(3%)
minecraft.picked_up.dragon_head: #9, 9(4%)
minecraft.crafted.light_gray_dye: #9, 1035(3%)
minecraft.picked_up.red_wool: #9, 225(3%)
minecraft.mined.black_concrete: #9, 3204(3%)
minecraft.dropped.string: #9, 265(3%)
minecraft.mined.purpur_slab: #9, 31(4%)
minecraft.picked_up.birch_sign: #9, 28(3%)
minecraft.picked_up.red_dye: #9, 102(4%)
minecraft.used.observer: #9, 553(3%)
minecraft.dropped.arrow: #9, 734(2%)
minecraft.custom.animals_bred: #9, 415(2%)
minecraft.dropped.tripwire_hook: #9, 17(3%)
minecraft.dropped.name_tag: #9, 7(3%)
minecraft.crafted.emerald: #9, 7168(3%)
minecraft.killed.sheep: #9, 45(2%)
minecraft.mined.dropper: #9, 77(3%)
minecraft.used.black_shulker_box: #9, 102(3%)
minecraft.picked_up.poppy: #9, 1141(2%)
minecraft.custom.player_kills: #9, 2(3%)
minecraft.picked_up.pink_shulker_box: #9, 85(3%)
minecraft.picked_up.iron_hoe: #9, 1(4%)
minecraft.killed.pig: #9, 14(2%)
minecraft.custom.interact_with_smoker: #9, 13(2%)
minecraft.crafted.iron_door: #9, 21(2%)
minecraft.used.pink_shulker_box: #9, 86(3%)
minecraft.crafted.blue_dye: #9, 583(2%)
minecraft.picked_up.sea_lantern: #9, 711(2%)
minecraft.dropped.powered_rail: #9, 25(3%)
minecraft.crafted.bow: #9, 123(2%)
minecraft.crafted.polished_granite: #9, 432(2%)
minecraft.mined.pink_shulker_box: #9, 83(3%)
minecraft.used.cyan_concrete_powder: #9, 142(3%)
minecraft.picked_up.birch_pressure_plate: #9, 5(2%)
minecraft.mined.yellow_carpet: #9, 14(2%)
minecraft.crafted.acacia_planks: #9, 1276(2%)
minecraft.mined.light_gray_carpet: #9, 47(2%)
minecraft.mined.white_wool: #9, 48(2%)
minecraft.dropped.white_bed: #9, 2(3%)
minecraft.crafted.white_shulker_box: #9, 10(2%)
minecraft.picked_up.cyan_concrete: #9, 113(3%)
minecraft.used.light_gray_stained_glass: #9, 739(2%)
minecraft.crafted.tripwire_hook: #9, 76(2%)
minecraft.crafted.blaze_powder: #9, 140(2%)
minecraft.mined.lily_pad: #9, 23(2%)
minecraft.picked_up.light_gray_dye: #9, 45(2%)
minecraft.crafted.cyan_stained_glass_pane: #9, 64(3%)
minecraft.mined.diamond_block: #9, 55(2%)
minecraft.mined.cyan_concrete: #9, 102(2%)
minecraft.dropped.white_wool: #9, 27(2%)
minecraft.used.polished_diorite: #9, 332(2%)
minecraft.mined.emerald_block: #9, 21(2%)
minecraft.crafted.campfire: #9, 33(2%)
minecraft.picked_up.nether_brick_slab: #9, 78(2%)
minecraft.used.polished_andesite_stairs: #9, 117(2%)
minecraft.crafted.light_gray_stained_glass: #9, 928(2%)
minecraft.mined.yellow_banner: #9, 2(2%)
minecraft.used.cyan_stained_glass_pane: #9, 41(2%)
minecraft.dropped.salmon: #9, 46(1%)
minecraft.mined.yellow_wool: #9, 26(2%)
minecraft.mined.lime_carpet: #9, 9(2%)
minecraft.mined.polished_andesite_stairs: #9, 24(2%)
minecraft.used.nether_brick_slab: #9, 101(2%)
minecraft.picked_up.purple_carpet: #9, 9(2%)
minecraft.picked_up.light_gray_stained_glass: #9, 105(1%)
minecraft.used.nether_bricks: #9, 345(1%)
minecraft.used.tube_coral: #9, 4(1%)
minecraft.picked_up.light_blue_dye: #9, 17(2%)
minecraft.mined.slime_block: #9, 94(1%)
minecraft.used.heavy_weighted_pressure_plate: #9, 8(1%)
minecraft.crafted.pink_bed: #9, 1(2%)
minecraft.used.slime_block: #9, 151(1%)
minecraft.picked_up.light_gray_carpet: #9, 75(1%)
minecraft.broken.diamond_shovel: #9, 1(2%)
minecraft.mined.pink_stained_glass_pane: #9, 1(2%)
minecraft.crafted.red_wool: #9, 95(1%)
minecraft.used.acacia_leaves: #9, 57(1%)
minecraft.crafted.lime_shulker_box: #9, 3(1%)
minecraft.crafted.gray_wool: #9, 16(1%)
minecraft.picked_up.snow: #9, 720(1%)
minecraft.picked_up.tripwire_hook: #10, 96(5%)
minecraft.used.spruce_fence_gate: #9, 49(1%)
minecraft.picked_up.cooked_cod: #9, 682(1%)
minecraft.picked_up.dried_kelp_block: #9, 471(1%)
minecraft.dropped.beef: #9, 85(1%)
minecraft.crafted.dark_oak_button: #9, 10(1%)
minecraft.crafted.yellow_shulker_box: #9, 7(1%)
minecraft.dropped.pufferfish: #9, 14(1%)
minecraft.mined.purple_wool: #9, 10(1%)
minecraft.crafted.birch_button: #9, 67(1%)
minecraft.dropped.dark_oak_fence_gate: #9, 1(1%)
minecraft.picked_up.dispenser: #10, 143(5%)
minecraft.dropped.sea_lantern: #9, 121(1%)
minecraft.mined.brick_stairs: #9, 8(1%)
minecraft.picked_up.orange_wool: #9, 47(1%)
minecraft.mined.pink_concrete: #9, 10(1%)
minecraft.picked_up.brick_slab: #9, 14(1%)
minecraft.used.gray_stained_glass_pane: #9, 98(1%)
minecraft.used.acacia_door: #9, 2(1%)
minecraft.crafted.cooked_mutton: #9, 11(0%)
minecraft.picked_up.light_blue_banner: #9, 1(1%)
minecraft.crafted.orange_carpet: #9, 6(1%)
minecraft.picked_up.diamond_leggings: #10, 46(5%)
minecraft.crafted.stonecutter: #9, 3(0%)
minecraft.crafted.light_gray_wool: #9, 36(0%)
minecraft.mined.dried_kelp_block: #9, 4(0%)
minecraft.used.black_terracotta: #9, 65(0%)
minecraft.crafted.written_book: #9, 1(0%)
minecraft.dropped.cooked_cod: #9, 68(0%)
minecraft.used.magenta_concrete: #9, 11(0%)
minecraft.picked_up.map: #9, 2(0%)
minecraft.picked_up.dead_fire_coral_block: #9, 5(0%)
minecraft.used.purple_wool: #9, 10(0%)
minecraft.used.fern: #9, 8(0%)
minecraft.used.acacia_trapdoor: #9, 16(0%)
minecraft.crafted.yellow_banner: #9, 3(0%)
minecraft.dropped.white_dye: #9, 8(0%)
minecraft.crafted.acacia_trapdoor: #9, 14(0%)
minecraft.picked_up.dead_horn_coral_block: #9, 1(0%)
minecraft.picked_up.dead_fire_coral_fan: #9, 1(0%)
minecraft.mined.fire_coral_block: #9, 5(0%)
minecraft.picked_up.black_dye: #9, 1(0%)
minecraft.used.gray_terracotta: #9, 9(0%)
minecraft.picked_up.brain_coral_block: #9, 1(0%)
minecraft.used.oak_boat: #10, 95(4%)
minecraft.picked_up.smooth_stone_slab: #10, 2921(4%)
minecraft.picked_up.lever: #10, 225(4%)
minecraft.mined.cobblestone_wall: #10, 132(4%)
minecraft.mined.redstone_wall_torch: #10, 79(4%)
minecraft.mined.barrel: #10, 52(4%)
minecraft.dropped.written_book: #10, 44(3%)
minecraft.used.ladder: #10, 587(4%)
minecraft.mined.white_carpet: #10, 90(4%)
minecraft.used.baked_potato: #10, 614(3%)
minecraft.picked_up.observer: #10, 390(4%)
minecraft.dropped.golden_boots: #10, 11(3%)
minecraft.picked_up.sticky_piston: #10, 240(3%)
minecraft.custom.crouch_one_cm: #11, 10698328(4%)
minecraft.dropped.diamond_axe: #10, 6(4%)
minecraft.picked_up.iron_door: #10, 29(3%)
minecraft.picked_up.cod: #10, 3131(3%)
minecraft.dropped.trident: #10, 7(4%)
minecraft.used.campfire: #10, 54(4%)
minecraft.crafted.minecart: #10, 95(3%)
