stat, rank, value, (percentage) 
minecraft.picked_up.enchanting_table: #1, 13(18%)
minecraft.dropped.player_head: #2, 356(15%)
minecraft.crafted.cobblestone_wall: #2, 3042(15%)
minecraft.mined.orange_terracotta: #2, 17266(17%)
minecraft.crafted.red_sandstone: #1, 6450(44%)
minecraft.picked_up.black_concrete: #2, 12398(16%)
minecraft.dropped.acacia_planks: #2, 106(21%)
minecraft.mined.acacia_trapdoor: #2, 315(23%)
minecraft.picked_up.stone_pickaxe: #1, 14(16%)
minecraft.used.sand: #2, 51832(13%)
minecraft.picked_up.fire_coral_block: #2, 1910(33%)
minecraft.picked_up.smooth_red_sandstone: #1, 2236(87%)
minecraft.used.red_sandstone_stairs: #1, 117(65%)
minecraft.picked_up.diamond: #2, 6557(12%)
minecraft.mined.stripped_acacia_log: #2, 735(26%)
minecraft.used.iron_shovel: #1, 4616(11%)
minecraft.used.blue_stained_glass: #2, 3139(20%)
minecraft.picked_up.andesite_stairs: #1, 59(26%)
minecraft.custom.enchant_item: #2, 761(16%)
minecraft.crafted.andesite_stairs: #1, 248(28%)
minecraft.broken.iron_shovel: #1, 15(12%)
minecraft.used.apple: #2, 250(18%)
minecraft.crafted.rabbit_stew: #1, 286(85%)
minecraft.dropped.polished_andesite: #2, 498(22%)
minecraft.dropped.gunpowder: #2, 1444(16%)
minecraft.mined.black_wool: #2, 388(21%)
minecraft.used.green_carpet: #2, 778(21%)
minecraft.mined.terracotta: #2, 39571(16%)
minecraft.crafted.dark_oak_stairs: #2, 4088(17%)
minecraft.picked_up.cobblestone_slab: #2, 1909(16%)
minecraft.picked_up.terracotta: #2, 39150(16%)
minecraft.mined.light_blue_shulker_box: #2, 1617(17%)
minecraft.dropped.cooked_porkchop: #2, 204(27%)
minecraft.mined.kelp: #2, 2432(14%)
minecraft.picked_up.firework_rocket: #2, 14864(14%)
minecraft.picked_up.magma_cream: #1, 112(12%)
minecraft.picked_up.spruce_fence_gate: #2, 277(22%)
minecraft.dropped.granite: #2, 10732(14%)
minecraft.used.light_blue_shulker_box: #2, 1635(17%)
minecraft.used.light_blue_carpet: #2, 395(31%)
minecraft.picked_up.orange_banner: #1, 23(35%)
minecraft.mined.torch: #2, 6372(13%)
minecraft.mined.diamond_ore: #2, 3805(14%)
minecraft.crafted.shears: #2, 457(14%)
minecraft.dropped.fern: #1, 75(40%)
minecraft.picked_up.dark_oak_pressure_plate: #2, 45(28%)
minecraft.picked_up.light_blue_shulker_box: #2, 1627(17%)
minecraft.picked_up.polished_andesite_slab: #2, 981(31%)
minecraft.dropped.stripped_dark_oak_log: #2, 59(28%)
minecraft.mined.light_gray_stained_glass: #2, 1106(19%)
minecraft.crafted.purple_stained_glass: #2, 2528(31%)
minecraft.used.tube_coral_fan: #2, 194(21%)
minecraft.picked_up.dragon_head: #1, 33(16%)
minecraft.killed.cat: #1, 9(47%)
minecraft.used.dark_prismarine: #2, 4188(22%)
minecraft.dropped.hay_block: #1, 50(39%)
minecraft.used.terracotta: #2, 1589(18%)
minecraft.used.cod: #2, 140(24%)
minecraft.picked_up.chainmail_chestplate: #1, 13(14%)
minecraft.broken.iron_axe: #1, 9(10%)
minecraft.used.black_stained_glass: #2, 5078(16%)
minecraft.crafted.black_terracotta: #2, 5168(24%)
minecraft.dropped.wet_sponge: #1, 50(45%)
minecraft.dropped.birch_sapling: #2, 237(18%)
minecraft.killed.spider: #2, 515(13%)
minecraft.mined.orange_banner: #1, 21(38%)
minecraft.mined.dead_bubble_coral_wall_fan: #1, 21(75%)
minecraft.mined.wheat: #2, 7803(14%)
minecraft.dropped.diorite: #2, 11194(13%)
minecraft.picked_up.yellow_stained_glass: #2, 663(18%)
minecraft.dropped.acacia_slab: #1, 12(44%)
minecraft.mined.yellow_carpet: #2, 109(19%)
minecraft.crafted.cake: #2, 250(19%)
minecraft.mined.bubble_coral: #2, 213(32%)
minecraft.dropped.coal_ore: #2, 1531(19%)
minecraft.used.light_gray_terracotta: #2, 1493(18%)
minecraft.dropped.redstone_block: #2, 345(19%)
minecraft.dropped.sandstone_slab: #2, 326(23%)
minecraft.crafted.oak_stairs: #2, 1440(14%)
minecraft.used.bucket: #2, 9326(13%)
minecraft.crafted.acacia_sign: #1, 15(36%)
minecraft.used.diamond_ore: #2, 1337(14%)
minecraft.picked_up.water_bucket: #2, 122(13%)
minecraft.mined.light_gray_wall_banner: #1, 25(53%)
minecraft.dropped.light_gray_terracotta: #2, 1186(28%)
minecraft.picked_up.diamond_ore: #2, 1409(14%)
minecraft.custom.sleep_in_bed: #2, 3482(10%)
minecraft.picked_up.blue_stained_glass: #2, 1094(21%)
minecraft.crafted.black_wool: #2, 494(18%)
minecraft.used.birch_sapling: #3, 2367(20%)
minecraft.picked_up.light_gray_stained_glass_pane: #2, 1026(21%)
minecraft.used.coal_ore: #2, 3936(14%)
minecraft.crafted.polished_andesite: #3, 14892(19%)
minecraft.used.bubble_coral_block: #2, 335(24%)
minecraft.crafted.iron_block: #3, 29266(16%)
minecraft.picked_up.sunflower: #2, 1937(21%)
minecraft.custom.play_one_minute: #3, 140260458(8%)
minecraft.dropped.brain_coral_block: #1, 193(69%)
minecraft.used.granite: #2, 1648(13%)
minecraft.picked_up.stripped_oak_wood: #2, 218(34%)
minecraft.picked_up.diorite: #2, 34833(12%)
minecraft.crafted.smooth_quartz: #2, 929(20%)
minecraft.dropped.yellow_concrete_powder: #1, 26(34%)
minecraft.picked_up.yellow_carpet: #2, 256(17%)
minecraft.picked_up.quartz_block: #2, 2784(14%)
minecraft.used.fire_coral_fan: #2, 218(25%)
minecraft.killed_by.pillager: #1, 3(50%)
minecraft.picked_up.brown_stained_glass_pane: #1, 41(50%)
minecraft.crafted.lead: #2, 86(16%)
minecraft.dropped.oak_leaves: #2, 813(16%)
minecraft.used.andesite_slab: #2, 2376(27%)
minecraft.mined.dark_oak_fence_gate: #2, 87(20%)
minecraft.dropped.tube_coral: #1, 48(98%)
minecraft.picked_up.ghast_tear: #2, 155(16%)
minecraft.dropped.gray_glazed_terracotta: #1, 32(97%)
minecraft.used.dark_oak_wood: #2, 1717(23%)
minecraft.used.yellow_stained_glass_pane: #2, 581(21%)
minecraft.picked_up.glowstone_dust: #2, 3438(14%)
minecraft.killed_by.slime: #1, 5(38%)
minecraft.crafted.green_carpet: #2, 795(21%)
minecraft.used.spruce_stairs: #2, 2762(11%)
minecraft.crafted.orange_concrete_powder: #2, 1600(19%)
minecraft.crafted.blue_concrete_powder: #2, 2088(19%)
minecraft.mined.cyan_terracotta: #3, 9567(18%)
minecraft.used.dead_fire_coral: #1, 12(63%)
minecraft.used.stone_brick_wall: #2, 1395(19%)
minecraft.crafted.red_concrete_powder: #2, 3528(17%)
minecraft.picked_up.red_sandstone_stairs: #1, 22(63%)
minecraft.dropped.paper: #2, 1360(13%)
minecraft.mined.pumpkin: #2, 497(14%)
minecraft.picked_up.yellow_wool: #2, 1222(15%)
minecraft.mined.red_concrete_powder: #2, 105(24%)
minecraft.mined.tube_coral: #2, 195(28%)
minecraft.mined.red_stained_glass: #2, 555(19%)
minecraft.mined.birch_sapling: #2, 95(18%)
minecraft.picked_up.redstone_torch: #2, 1402(13%)
minecraft.mined.spruce_stairs: #2, 931(11%)
minecraft.crafted.blue_stained_glass_pane: #2, 1168(22%)
minecraft.mined.dead_tube_coral_wall_fan: #1, 10(45%)
minecraft.dropped.rabbit_stew: #1, 69(61%)
minecraft.picked_up.polished_andesite: #3, 5085(17%)
minecraft.picked_up.bread: #2, 272(16%)
minecraft.mined.fire_coral: #2, 200(28%)
minecraft.custom.drop: #3, 20103(11%)
minecraft.killed_by.wither: #1, 4(44%)
minecraft.crafted.spruce_fence_gate: #2, 949(15%)
minecraft.mined.dead_horn_coral_block: #2, 161(35%)
minecraft.used.pink_concrete_powder: #2, 476(20%)
minecraft.dropped.elytra: #2, 25(13%)
minecraft.crafted.stone: #2, 19711(11%)
minecraft.mined.red_sandstone_stairs: #1, 24(59%)
minecraft.picked_up.rabbit_stew: #1, 185(88%)
minecraft.crafted.black_stained_glass: #2, 6824(18%)
minecraft.mined.fern: #3, 466(17%)
minecraft.mined.green_stained_glass: #2, 127(23%)
minecraft.killed_by.ravager: #2, 60(30%)
minecraft.dropped.grindstone: #1, 4(57%)
minecraft.picked_up.iron_ore: #2, 13225(11%)
minecraft.killed.zombie_villager: #2, 41(11%)
minecraft.picked_up.paper: #2, 3988(12%)
minecraft.mined.iron_ore: #2, 12769(11%)
minecraft.crafted.pink_bed: #2, 14(30%)
minecraft.used.dead_bubble_coral: #1, 21(84%)
minecraft.crafted.dark_oak_sign: #2, 75(15%)
minecraft.picked_up.light_blue_carpet: #2, 239(24%)
minecraft.crafted.oak_slab: #2, 2970(11%)
minecraft.killed.cow: #3, 1459(14%)
minecraft.picked_up.lantern: #2, 488(14%)
minecraft.used.bubble_coral: #2, 43(22%)
minecraft.used.torch: #2, 31719(10%)
minecraft.picked_up.wheat: #2, 8430(11%)
minecraft.used.green_stained_glass_pane: #2, 399(29%)
minecraft.mined.polished_granite: #3, 1126(18%)
minecraft.dropped.andesite_stairs: #2, 66(44%)
minecraft.mined.stone_brick_wall: #2, 253(17%)
minecraft.mined.brain_coral: #2, 205(29%)
minecraft.used.smithing_table: #2, 340(29%)
minecraft.picked_up.end_crystal: #1, 4(80%)
minecraft.picked_up.firework_star: #1, 64(53%)
minecraft.dropped.dead_brain_coral_block: #1, 4(80%)
minecraft.dropped.acacia_wood: #2, 25(32%)
minecraft.mined.glowstone: #2, 2624(12%)
minecraft.crafted.dark_oak_door: #2, 72(16%)
minecraft.used.cyan_terracotta: #3, 33140(16%)
minecraft.crafted.snow_block: #2, 4032(14%)
minecraft.custom.interact_with_cartography_table: #2, 15(20%)
minecraft.dropped.stripped_dark_oak_wood: #1, 12(52%)
minecraft.dropped.grass: #2, 21(16%)
minecraft.dropped.brick_slab: #2, 40(32%)
minecraft.dropped.chorus_fruit: #2, 385(26%)
minecraft.picked_up.beef: #3, 4128(14%)
minecraft.crafted.light_blue_wool: #2, 191(21%)
minecraft.used.red_concrete_powder: #2, 2853(15%)
minecraft.crafted.gray_terracotta: #2, 9512(36%)
minecraft.mined.green_stained_glass_pane: #2, 53(28%)
minecraft.picked_up.yellow_stained_glass_pane: #2, 89(25%)
minecraft.mined.polished_andesite: #3, 4139(15%)
minecraft.picked_up.fern: #2, 979(19%)
minecraft.used.enchanting_table: #2, 15(13%)
minecraft.dropped.acacia_sapling: #2, 135(18%)
minecraft.killed_by.drowned: #2, 12(18%)
minecraft.mined.brain_coral_fan: #2, 181(28%)
minecraft.crafted.acacia_slab: #2, 492(23%)
minecraft.picked_up.lime_terracotta: #2, 1721(13%)
minecraft.dropped.shears: #2, 45(15%)
minecraft.dropped.dead_bubble_coral_block: #1, 3(50%)
minecraft.dropped.yellow_bed: #1, 3(38%)
minecraft.dropped.dead_horn_coral_block: #1, 4(50%)
minecraft.dropped.leather: #2, 329(15%)
minecraft.crafted.stone_pickaxe: #3, 45(15%)
minecraft.mined.cartography_table: #2, 19(31%)
minecraft.picked_up.cartography_table: #2, 19(31%)
minecraft.crafted.andesite_slab: #2, 2534(28%)
minecraft.picked_up.andesite_wall: #2, 81(18%)
minecraft.crafted.yellow_stained_glass_pane: #2, 680(19%)
minecraft.crafted.green_stained_glass_pane: #2, 528(31%)
minecraft.used.brain_coral: #2, 49(20%)
minecraft.dropped.beacon: #2, 12(24%)
minecraft.mined.composter: #2, 58(14%)
minecraft.picked_up.cyan_terracotta: #3, 11971(16%)
minecraft.dropped.light_gray_stained_glass: #2, 242(24%)
minecraft.used.iron_axe: #2, 3021(10%)
minecraft.picked_up.spruce_planks: #2, 3447(9%)
minecraft.crafted.lantern: #2, 1226(13%)
minecraft.used.stripped_acacia_log: #2, 578(24%)
minecraft.picked_up.string: #3, 6285(13%)
minecraft.crafted.blue_dye: #3, 4270(16%)
minecraft.picked_up.dead_horn_coral_block: #2, 157(27%)
minecraft.dropped.kelp: #2, 10022(10%)
minecraft.used.white_wool: #3, 1057(15%)
minecraft.used.cut_sandstone_slab: #2, 289(40%)
minecraft.crafted.cyan_shulker_box: #2, 16(18%)
minecraft.crafted.diamond_block: #2, 994(11%)
minecraft.custom.sprint_one_cm: #3, 219223442(8%)
minecraft.used.pink_terracotta: #2, 585(30%)
minecraft.picked_up.spruce_stairs: #3, 1756(14%)
minecraft.custom.interact_with_crafting_table: #3, 9301(10%)
minecraft.picked_up.light_gray_glazed_terracotta: #2, 761(26%)
minecraft.crafted.hay_block: #2, 963(13%)
minecraft.picked_up.nether_brick_fence: #2, 167(16%)
minecraft.used.cooked_salmon: #2, 542(18%)
minecraft.crafted.white_stained_glass: #2, 17408(12%)
minecraft.picked_up.leather: #3, 3852(13%)
minecraft.used.dead_horn_coral: #1, 13(68%)
minecraft.crafted.yellow_concrete_powder: #2, 3688(14%)
minecraft.used.brown_terracotta: #3, 4287(22%)
minecraft.mined.lantern: #2, 183(12%)
minecraft.used.dead_tube_coral_block: #2, 113(26%)
minecraft.dropped.blast_furnace: #1, 2(67%)
minecraft.mined.potted_dark_oak_sapling: #1, 2(67%)
minecraft.dropped.acacia_sign: #1, 2(67%)
minecraft.used.pumpkin_pie: #2, 788(26%)
minecraft.mined.attached_pumpkin_stem: #2, 11(21%)
minecraft.picked_up.diamond_chestplate: #2, 25(12%)
minecraft.used.dragon_head: #2, 18(19%)
minecraft.picked_up.nether_quartz_ore: #3, 10148(17%)
minecraft.mined.oak_fence: #2, 511(10%)
minecraft.mined.dark_oak_wood: #2, 221(19%)
minecraft.mined.tube_coral_fan: #2, 166(25%)
minecraft.mined.horn_coral: #2, 184(28%)
minecraft.used.nether_quartz_ore: #3, 7349(15%)
minecraft.mined.sweet_berry_bush: #2, 459(16%)
minecraft.used.dead_brain_coral: #1, 10(62%)
minecraft.used.andesite_stairs: #2, 146(20%)
minecraft.used.polished_andesite: #3, 11817(14%)
minecraft.used.orange_banner: #2, 23(28%)
minecraft.crafted.acacia_planks: #3, 10054(15%)
minecraft.crafted.diorite_wall: #2, 108(37%)
minecraft.mined.red_terracotta: #3, 16008(17%)
minecraft.picked_up.dark_oak_wood: #2, 260(18%)
minecraft.dropped.stripped_birch_wood: #1, 3(60%)
minecraft.picked_up.jungle_sapling: #3, 550(14%)
minecraft.used.light_weighted_pressure_plate: #2, 30(24%)
minecraft.used.dark_oak_door: #2, 68(14%)
minecraft.picked_up.hay_block: #3, 204(19%)
minecraft.dropped.cobblestone_wall: #2, 169(12%)
minecraft.dropped.orange_terracotta: #2, 584(14%)
minecraft.dropped.white_terracotta: #2, 434(14%)
minecraft.picked_up.dead_brain_coral_fan: #2, 125(27%)
minecraft.picked_up.cobblestone: #3, 225524(10%)
minecraft.dropped.sweet_berries: #2, 1378(17%)
minecraft.mined.horn_coral_fan: #2, 216(31%)
minecraft.used.dark_oak_boat: #2, 119(9%)
minecraft.used.acacia_log: #3, 6705(17%)
minecraft.custom.eat_cake_slice: #2, 223(11%)
minecraft.picked_up.red_concrete: #2, 2285(11%)
minecraft.picked_up.light_gray_banner: #2, 29(27%)
minecraft.picked_up.cocoa_beans: #3, 5932(14%)
minecraft.dropped.chainmail_chestplate: #2, 11(19%)
minecraft.crafted.tripwire_hook: #3, 648(15%)
minecraft.picked_up.red_terracotta: #3, 16176(16%)
minecraft.picked_up.dark_oak_boat: #2, 107(9%)
minecraft.mined.spruce_fence: #3, 913(14%)
minecraft.crafted.brown_wool: #2, 144(21%)
minecraft.crafted.dark_oak_fence: #3, 2160(16%)
minecraft.picked_up.light_gray_concrete_powder: #3, 4240(15%)
minecraft.picked_up.lapis_ore: #3, 995(15%)
minecraft.picked_up.dark_oak_stairs: #3, 994(13%)
minecraft.mined.fire_coral_fan: #2, 177(26%)
minecraft.mined.dragon_wall_head: #2, 23(19%)
minecraft.dropped.magma_block: #2, 204(15%)
minecraft.crafted.crossbow: #2, 36(20%)
minecraft.mined.gold_ore: #3, 3406(12%)
minecraft.used.black_concrete_powder: #3, 20751(17%)
minecraft.dropped.spruce_log: #2, 678(10%)
minecraft.used.cookie: #2, 132(14%)
minecraft.used.golden_carrot: #3, 6514(11%)
minecraft.mined.cyan_concrete: #2, 629(14%)
minecraft.picked_up.coal: #3, 43534(12%)
minecraft.mined.gray_bed: #2, 68(17%)
minecraft.picked_up.cookie: #3, 574(16%)
minecraft.picked_up.large_fern: #1, 3(100%)
minecraft.used.evoker_spawn_egg: #1, 1(100%)
minecraft.used.dead_tube_coral: #1, 10(100%)
minecraft.killed_by.silverfish: #1, 4(100%)
minecraft.dropped.chiseled_red_sandstone: #1, 3(100%)
minecraft.dropped.zombie_head: #1, 1(100%)
minecraft.dropped.cut_sandstone_slab: #1, 2(100%)
minecraft.dropped.horn_coral: #1, 19(100%)
minecraft.dropped.red_sandstone_stairs: #1, 18(100%)
minecraft.dropped.bubble_coral: #1, 1(100%)
minecraft.dropped.brown_dye: #1, 1(100%)
minecraft.dropped.fire_coral: #1, 48(100%)
minecraft.dropped.dead_fire_coral: #1, 1(100%)
minecraft.mined.dead_horn_coral_wall_fan: #1, 6(100%)
minecraft.used.horn_coral_block: #3, 283(20%)
minecraft.custom.open_enderchest: #3, 9597(9%)
minecraft.picked_up.sandstone_stairs: #2, 296(10%)
minecraft.crafted.dark_oak_fence_gate: #3, 392(19%)
minecraft.crafted.acacia_wood: #2, 837(15%)
minecraft.picked_up.cod: #3, 13159(12%)
minecraft.picked_up.wheat_seeds: #3, 17004(10%)
minecraft.picked_up.gold_ore: #3, 3389(12%)
minecraft.picked_up.light_gray_stained_glass: #3, 1317(18%)
minecraft.picked_up.cyan_concrete: #2, 596(15%)
minecraft.mined.orange_concrete_powder: #2, 22(28%)
minecraft.mined.acacia_planks: #3, 179(23%)
minecraft.picked_up.popped_chorus_fruit: #2, 570(28%)
minecraft.dropped.red_terracotta: #2, 457(14%)
minecraft.used.yellow_carpet: #3, 669(16%)
minecraft.dropped.white_concrete_powder: #2, 617(17%)
minecraft.picked_up.lime_concrete: #2, 1843(13%)
minecraft.mined.smithing_table: #2, 62(24%)
minecraft.crafted.stone_brick_wall: #3, 2581(21%)
minecraft.crafted.cyan_terracotta: #3, 29676(17%)
minecraft.mined.oak_slab: #3, 857(13%)
minecraft.killed.skeleton_horse: #2, 6(32%)
minecraft.picked_up.brown_terracotta: #3, 6022(17%)
minecraft.mined.lime_concrete: #2, 1801(13%)
minecraft.crafted.light_blue_dye: #3, 2710(13%)
minecraft.custom.swim_one_cm: #3, 25351437(9%)
minecraft.used.purple_shulker_box: #3, 339(16%)
minecraft.picked_up.light_blue_banner: #2, 26(16%)
minecraft.crafted.cut_sandstone_slab: #2, 304(37%)
minecraft.picked_up.purple_shulker_box: #3, 338(16%)
minecraft.crafted.purple_stained_glass_pane: #2, 352(15%)
minecraft.crafted.pumpkin_pie: #2, 492(12%)
minecraft.crafted.dark_oak_pressure_plate: #3, 77(22%)
minecraft.crafted.coal_block: #3, 3484(12%)
minecraft.used.pink_bed: #2, 38(20%)
minecraft.used.ice: #3, 7962(14%)
minecraft.dropped.blue_stained_glass: #2, 130(31%)
minecraft.mined.andesite_wall: #2, 56(14%)
minecraft.crafted.stonecutter: #3, 144(20%)
minecraft.used.orange_stained_glass: #3, 487(18%)
minecraft.killed.husk: #3, 152(16%)
minecraft.used.acacia_sign: #2, 8(23%)
minecraft.picked_up.magma_block: #3, 3141(12%)
minecraft.used.gray_bed: #2, 86(17%)
minecraft.dropped.snow: #3, 1462(19%)
minecraft.used.dark_oak_fence_gate: #3, 363(18%)
minecraft.mined.acacia_wood: #2, 185(15%)
minecraft.picked_up.lead: #3, 288(13%)
minecraft.killed_by.pufferfish: #2, 7(23%)
minecraft.mined.brown_terracotta: #3, 5700(16%)
minecraft.crafted.enchanting_table: #2, 5(10%)
minecraft.mined.dead_bubble_coral_block: #2, 156(26%)
minecraft.crafted.coal: #3, 10251(12%)
minecraft.used.acacia_trapdoor: #3, 1424(17%)
minecraft.used.spruce_log: #3, 4446(11%)
minecraft.mined.bubble_coral_fan: #2, 162(26%)
minecraft.picked_up.lilac: #3, 354(13%)
minecraft.dropped.wheat_seeds: #3, 6490(11%)
minecraft.used.dead_brain_coral_fan: #2, 50(25%)
minecraft.used.black_carpet: #3, 1056(14%)
minecraft.crafted.lime_concrete_powder: #3, 1912(16%)
minecraft.picked_up.dead_bubble_coral_block: #2, 151(22%)
minecraft.dropped.white_wool: #3, 232(15%)
minecraft.crafted.leather_chestplate: #2, 117(12%)
minecraft.crafted.leather_leggings: #2, 98(10%)
minecraft.mined.white_stained_glass_pane: #3, 823(14%)
minecraft.picked_up.white_stained_glass_pane: #3, 1241(14%)
minecraft.used.tube_coral_block: #2, 340(12%)
minecraft.mined.iron_block: #3, 4564(12%)
minecraft.mined.dark_oak_stairs: #3, 681(11%)
minecraft.mined.diorite_wall: #2, 26(24%)
minecraft.picked_up.acacia_wood: #2, 179(14%)
minecraft.dropped.redstone: #3, 1222(12%)
minecraft.picked_up.blue_orchid: #2, 590(12%)
minecraft.used.yellow_concrete_powder: #2, 2611(11%)
minecraft.dropped.oak_sapling: #3, 488(12%)
minecraft.mined.light_gray_concrete: #3, 6240(13%)
minecraft.picked_up.gray_stained_glass: #2, 678(11%)
minecraft.mined.yellow_concrete_powder: #2, 398(14%)
minecraft.dropped.light_gray_stained_glass_pane: #2, 311(15%)
minecraft.dropped.spectral_arrow: #2, 85(21%)
minecraft.dropped.diamond_axe: #3, 21(13%)
minecraft.used.bone_meal: #3, 13107(9%)
minecraft.picked_up.light_blue_wool: #2, 737(10%)
minecraft.used.light_gray_glazed_terracotta: #2, 120(21%)
minecraft.killed_by.guardian: #3, 62(22%)
minecraft.dropped.podzol: #2, 73(16%)
minecraft.used.cake: #2, 94(9%)
minecraft.picked_up.dead_fire_coral_block: #2, 220(16%)
minecraft.killed_by.vindicator: #2, 5(16%)
minecraft.dropped.rail: #3, 516(14%)
minecraft.crafted.cyan_dye: #3, 4604(12%)
minecraft.picked_up.daylight_detector: #2, 47(16%)
minecraft.picked_up.dead_fire_coral_fan: #2, 110(18%)
minecraft.mined.green_carpet: #3, 67(19%)
minecraft.mined.dead_fire_coral_block: #2, 199(16%)
minecraft.used.acacia_wood: #2, 676(12%)
minecraft.crafted.crafting_table: #3, 282(10%)
minecraft.used.jungle_log: #3, 1042(10%)
minecraft.mined.purple_shulker_box: #3, 337(16%)
minecraft.picked_up.cooked_salmon: #3, 209(16%)
minecraft.crafted.brown_terracotta: #2, 2360(17%)
minecraft.mined.magma_block: #3, 2865(11%)
minecraft.picked_up.iron_block: #3, 5795(11%)
minecraft.used.map: #2, 45(26%)
minecraft.crafted.oak_trapdoor: #3, 1074(11%)
minecraft.crafted.firework_rocket: #3, 104512(14%)
minecraft.picked_up.brown_concrete_powder: #3, 471(16%)
minecraft.used.cobblestone_wall: #3, 1794(11%)
minecraft.mined.campfire: #2, 68(10%)
minecraft.crafted.snow: #2, 1224(11%)
minecraft.dropped.stone_brick_wall: #2, 109(21%)
minecraft.used.lime_concrete: #2, 1110(10%)
minecraft.dropped.iron_bars: #2, 441(10%)
minecraft.crafted.iron_bars: #3, 3520(10%)
minecraft.dropped.nether_brick_wall: #2, 106(49%)
minecraft.dropped.diamond_shovel: #3, 22(12%)
minecraft.crafted.orange_stained_glass: #3, 1448(19%)
minecraft.picked_up.green_carpet: #3, 95(16%)
minecraft.mined.wither_skeleton_skull: #2, 6(21%)
minecraft.used.seagrass: #2, 177(14%)
minecraft.crafted.acacia_trapdoor: #3, 1378(19%)
minecraft.dropped.rotten_flesh: #4, 6828(12%)
minecraft.picked_up.fermented_spider_eye: #2, 10(18%)
minecraft.used.bread: #3, 215(12%)
minecraft.custom.damage_blocked_by_shield: #2, 9590(8%)
minecraft.dropped.compass: #2, 18(18%)
minecraft.killed.wolf: #2, 3(18%)
minecraft.picked_up.dead_tube_coral_fan: #2, 92(17%)
minecraft.picked_up.light_blue_glazed_terracotta: #2, 1022(8%)
minecraft.picked_up.iron_leggings: #3, 29(10%)
minecraft.used.lantern: #3, 1058(12%)
minecraft.dropped.green_carpet: #2, 13(20%)
minecraft.picked_up.purple_concrete: #3, 1254(16%)
minecraft.used.fire_coral_block: #2, 401(12%)
minecraft.mined.light_blue_wall_banner: #2, 14(19%)
minecraft.picked_up.oak_slab: #3, 1013(10%)
minecraft.used.orange_concrete_powder: #3, 1115(15%)
minecraft.used.blue_concrete_powder: #3, 1536(16%)
minecraft.dropped.damaged_anvil: #2, 2(22%)
minecraft.mined.rose_bush: #2, 2(33%)
minecraft.custom.mob_kills: #4, 257383(9%)
minecraft.picked_up.stone_brick_wall: #3, 292(16%)
minecraft.dropped.light_gray_carpet: #2, 316(9%)
minecraft.picked_up.brick: #2, 1768(9%)
minecraft.crafted.white_terracotta: #2, 632(10%)
minecraft.mined.blue_concrete: #3, 1407(14%)
minecraft.dropped.coarse_dirt: #3, 273(15%)
minecraft.mined.dead_brain_coral_fan: #2, 95(26%)
minecraft.killed.ender_dragon: #2, 3(14%)
minecraft.picked_up.powered_rail: #3, 2275(11%)
minecraft.dropped.smooth_quartz_slab: #2, 74(26%)
minecraft.dropped.dark_oak_button: #2, 14(11%)
minecraft.mined.spruce_planks: #3, 2390(9%)
minecraft.mined.azure_bluet: #4, 256(15%)
minecraft.picked_up.cobblestone_wall: #3, 532(9%)
minecraft.mined.yellow_stained_glass_pane: #3, 83(19%)
minecraft.used.campfire: #3, 172(12%)
minecraft.used.cyan_concrete: #3, 417(16%)
minecraft.dropped.trident: #3, 22(11%)
minecraft.dropped.orange_carpet: #2, 8(17%)
minecraft.picked_up.orange_concrete: #3, 1447(14%)
minecraft.crafted.blue_shulker_box: #3, 12(14%)
minecraft.dropped.cobblestone_stairs: #3, 215(12%)
minecraft.used.birch_door: #3, 25(13%)
minecraft.killed_by.husk: #2, 2(40%)
minecraft.picked_up.iron_door: #3, 87(10%)
minecraft.mined.dead_fire_coral_fan: #2, 104(24%)
minecraft.mined.tnt: #3, 189(11%)
minecraft.crafted.jungle_boat: #3, 10(13%)
minecraft.picked_up.dandelion: #3, 1028(8%)
minecraft.used.minecart: #3, 380(10%)
minecraft.used.polished_granite: #3, 2449(13%)
minecraft.used.magma_block: #3, 1153(9%)
minecraft.dropped.purple_stained_glass: #3, 1013(27%)
minecraft.dropped.birch_log: #3, 337(11%)
minecraft.mined.trapped_chest: #2, 12(11%)
minecraft.mined.farmland: #3, 446(10%)
minecraft.used.light_gray_concrete: #3, 4830(11%)
minecraft.used.item_frame: #3, 928(9%)
minecraft.crafted.iron_nugget: #3, 10136(10%)
minecraft.mined.acacia_wall_sign: #2, 2(22%)
minecraft.killed.guardian: #3, 22768(11%)
minecraft.mined.black_stained_glass: #3, 556(9%)
minecraft.dropped.dark_oak_sapling: #2, 20(10%)
minecraft.used.brown_wool: #3, 252(16%)
minecraft.dropped.lapis_ore: #3, 35(19%)
minecraft.dropped.clay_ball: #2, 1728(11%)
minecraft.picked_up.iron_helmet: #3, 30(8%)
minecraft.used.hay_block: #3, 299(11%)
minecraft.dropped.light_blue_dye: #3, 45(23%)
minecraft.used.dead_fire_coral_block: #2, 151(13%)
minecraft.used.fern: #2, 257(11%)
minecraft.killed.elder_guardian: #2, 6(12%)
minecraft.mined.player_wall_head: #3, 155(9%)
minecraft.dropped.red_sand: #2, 70(12%)
minecraft.crafted.item_frame: #3, 681(9%)
minecraft.mined.hay_block: #3, 82(13%)
minecraft.crafted.quartz_stairs: #3, 1912(9%)
minecraft.mined.dragon_head: #3, 7(23%)
minecraft.custom.damage_dealt: #4, 1842643(8%)
minecraft.crafted.cartography_table: #2, 32(10%)
minecraft.mined.iron_bars: #3, 878(8%)
