stat, rank, value, (percentage) 
minecraft.used.stone_hoe: #5, 433(7%)
minecraft.picked_up.light_gray_wool: #5, 547(7%)
minecraft.killed.vex: #4, 21(5%)
minecraft.mined.light_gray_banner: #4, 4(8%)
minecraft.killed.magma_cube: #5, 213(8%)
minecraft.used.magenta_stained_glass_pane: #4, 122(6%)
minecraft.used.dark_oak_trapdoor: #5, 623(7%)
minecraft.mined.gray_glazed_terracotta: #4, 4(7%)
minecraft.dropped.turtle_helmet: #4, 1(12%)
minecraft.crafted.ender_eye: #5, 48(7%)
minecraft.crafted.light_blue_bed: #4, 3(5%)
minecraft.dropped.loom: #4, 1(12%)
minecraft.used.blue_shulker_box: #5, 216(7%)
minecraft.crafted.iron_hoe: #5, 7(9%)
minecraft.picked_up.cyan_bed: #4, 20(4%)
minecraft.dropped.peony: #4, 23(5%)
minecraft.used.dried_kelp: #4, 65(6%)
minecraft.mined.cyan_bed: #4, 19(4%)
minecraft.used.white_concrete: #5, 23473(6%)
minecraft.mined.blue_shulker_box: #5, 210(7%)
minecraft.picked_up.peony: #5, 194(9%)
minecraft.picked_up.blue_shulker_box: #5, 213(7%)
minecraft.dropped.spruce_pressure_plate: #4, 3(5%)
minecraft.crafted.smooth_sandstone_slab: #4, 344(6%)
minecraft.crafted.lime_dye: #5, 1994(7%)
minecraft.crafted.orange_dye: #5, 767(7%)
minecraft.mined.brick_slab: #4, 66(3%)
minecraft.mined.white_carpet: #5, 160(6%)
minecraft.dropped.oak_fence: #5, 77(7%)
minecraft.used.cyan_bed: #4, 22(4%)
minecraft.used.gold_ore: #4, 71(3%)
minecraft.killed.silverfish: #5, 83(9%)
minecraft.dropped.white_tulip: #4, 10(4%)
minecraft.picked_up.writable_book: #5, 38(7%)
minecraft.dropped.lily_of_the_valley: #4, 2(10%)
minecraft.broken.golden_leggings: #4, 1(10%)
minecraft.picked_up.zombie_head: #4, 1(10%)
minecraft.mined.daylight_detector: #4, 10(4%)
minecraft.mined.lime_stained_glass_pane: #5, 58(9%)
minecraft.dropped.acacia_button: #4, 2(8%)
minecraft.custom.traded_with_villager: #5, 14271(6%)
minecraft.mined.red_wool: #5, 161(7%)
minecraft.mined.smooth_stone: #5, 844(6%)
minecraft.crafted.yellow_wool: #4, 200(3%)
minecraft.used.red_concrete: #5, 1348(7%)
minecraft.picked_up.pink_carpet: #4, 11(4%)
minecraft.picked_up.black_stained_glass_pane: #4, 54(2%)
minecraft.picked_up.chainmail_helmet: #5, 8(7%)
minecraft.mined.potatoes: #5, 1186(6%)
minecraft.dropped.red_stained_glass: #4, 11(3%)
minecraft.dropped.iron_ore: #5, 1117(6%)
minecraft.picked_up.gray_wool: #5, 212(6%)
minecraft.dropped.mutton: #5, 44(10%)
minecraft.dropped.gray_bed: #4, 1(8%)
minecraft.mined.nether_brick_fence: #5, 74(9%)
minecraft.mined.stripped_birch_log: #5, 528(7%)
minecraft.picked_up.damaged_anvil: #5, 18(7%)
minecraft.mined.damaged_anvil: #5, 17(7%)
minecraft.dropped.green_stained_glass: #4, 3(7%)
minecraft.mined.stripped_jungle_log: #4, 44(2%)
minecraft.used.red_wool: #5, 309(7%)
minecraft.dropped.brown_concrete: #4, 3(4%)
minecraft.picked_up.stripped_birch_log: #5, 527(7%)
minecraft.crafted.iron_shovel: #5, 25(5%)
minecraft.crafted.white_carpet: #5, 1029(6%)
minecraft.picked_up.stripped_jungle_log: #4, 41(2%)
minecraft.picked_up.green_wool: #4, 112(2%)
minecraft.dropped.stripped_spruce_log: #5, 13(10%)
minecraft.killed.shulker: #5, 505(9%)
minecraft.dropped.tripwire_hook: #5, 37(8%)
minecraft.crafted.dark_prismarine_stairs: #4, 116(3%)
minecraft.used.dark_prismarine_stairs: #4, 124(2%)
minecraft.dropped.black_terracotta: #4, 56(2%)
minecraft.picked_up.brown_stained_glass: #4, 96(2%)
minecraft.used.lime_stained_glass: #5, 1160(7%)
minecraft.picked_up.shears: #5, 42(5%)
minecraft.dropped.red_tulip: #4, 8(2%)
minecraft.dropped.diamond_hoe: #4, 1(5%)
minecraft.dropped.gray_shulker_box: #4, 2(3%)
minecraft.used.sandstone_stairs: #5, 571(6%)
minecraft.crafted.green_concrete_powder: #5, 2328(7%)
minecraft.mined.lily_pad: #5, 78(8%)
minecraft.crafted.cod_bucket: #4, 1(4%)
minecraft.used.stripped_jungle_log: #4, 15(1%)
minecraft.used.orange_terracotta: #5, 1184(6%)
minecraft.crafted.blue_banner: #4, 9(2%)
minecraft.crafted.magenta_terracotta: #4, 128(2%)
minecraft.mined.dark_prismarine_stairs: #4, 20(1%)
minecraft.used.fletching_table: #4, 1(3%)
minecraft.crafted.chainmail_chestplate: #4, 1(3%)
minecraft.crafted.birch_trapdoor: #5, 174(6%)
minecraft.picked_up.shulker_shell: #5, 1155(7%)
minecraft.picked_up.glass_bottle: #5, 182(6%)
minecraft.used.brown_glazed_terracotta: #4, 9(3%)
minecraft.picked_up.dark_prismarine_stairs: #4, 20(1%)
minecraft.used.cyan_shulker_box: #5, 158(6%)
minecraft.picked_up.jungle_boat: #5, 16(5%)
minecraft.crafted.green_bed: #4, 2(1%)
minecraft.dropped.fire_coral_block: #4, 1(2%)
minecraft.picked_up.red_sandstone: #4, 3(1%)
minecraft.used.lime_shulker_box: #5, 202(6%)
minecraft.mined.red_sandstone: #4, 3(1%)
minecraft.dropped.yellow_glazed_terracotta: #4, 1(1%)
minecraft.crafted.chainmail_leggings: #4, 1(1%)
minecraft.picked_up.cyan_shulker_box: #5, 151(6%)
minecraft.dropped.green_stained_glass_pane: #4, 1(1%)
minecraft.mined.cyan_shulker_box: #5, 148(6%)
minecraft.used.salmon_bucket: #5, 5(6%)
minecraft.dropped.black_stained_glass_pane: #4, 1(1%)
minecraft.dropped.chiseled_stone_bricks: #4, 7(0%)
minecraft.picked_up.cyan_carpet: #5, 25(6%)
minecraft.used.experience_bottle: #4, 24(0%)
minecraft.used.red_sandstone: #4, 3(1%)
minecraft.crafted.light_gray_shulker_box: #5, 15(6%)
minecraft.dropped.rose_bush: #5, 43(7%)
minecraft.dropped.cooked_chicken: #5, 187(6%)
minecraft.crafted.cyan_stained_glass_pane: #5, 192(8%)
minecraft.dropped.light_blue_stained_glass: #5, 36(8%)
minecraft.dropped.stripped_jungle_log: #5, 2(17%)
minecraft.broken.diamond_boots: #5, 1(20%)
minecraft.picked_up.iron_boots: #6, 22(8%)
minecraft.crafted.stone_hoe: #5, 6(5%)
minecraft.picked_up.lily_of_the_valley: #5, 15(10%)
minecraft.dropped.cyan_terracotta: #5, 520(7%)
minecraft.dropped.stone_brick_stairs: #5, 220(5%)
minecraft.used.blue_bed: #5, 26(7%)
minecraft.used.cooked_cod: #5, 1144(5%)
minecraft.picked_up.iron_axe: #5, 21(4%)
minecraft.dropped.chainmail_boots: #5, 6(6%)
minecraft.dropped.diamond_sword: #6, 19(8%)
minecraft.used.oak_slab: #6, 1825(8%)
minecraft.dropped.sponge: #5, 48(15%)
minecraft.dropped.arrow: #5, 1120(4%)
minecraft.dropped.stone_hoe: #5, 5(6%)
minecraft.dropped.birch_fence: #5, 7(12%)
minecraft.mined.cake: #5, 15(7%)
minecraft.picked_up.orange_shulker_box: #5, 304(5%)
minecraft.crafted.white_shulker_box: #5, 22(5%)
minecraft.picked_up.crossbow: #5, 43(4%)
minecraft.used.light_blue_terracotta: #5, 903(5%)
minecraft.crafted.chiseled_sandstone: #5, 52(7%)
minecraft.picked_up.stone_hoe: #5, 3(5%)
minecraft.picked_up.wooden_axe: #5, 2(13%)
minecraft.crafted.dried_kelp_block: #5, 20042(4%)
minecraft.dropped.snowball: #5, 250(6%)
minecraft.crafted.cyan_wool: #5, 17(10%)
minecraft.mined.green_concrete_powder: #5, 117(6%)
minecraft.dropped.spruce_leaves: #5, 259(6%)
minecraft.mined.chorus_plant: #5, 101(5%)
minecraft.crafted.cyan_banner: #5, 8(10%)
minecraft.mined.loom: #6, 13(9%)
minecraft.crafted.orange_shulker_box: #5, 14(5%)
minecraft.picked_up.birch_planks: #6, 620(7%)
minecraft.dropped.string: #6, 757(8%)
minecraft.mined.tall_grass: #5, 2(9%)
minecraft.used.lime_banner: #5, 7(6%)
minecraft.used.iron_block: #6, 5074(7%)
minecraft.dropped.quartz_stairs: #5, 32(5%)
minecraft.used.orange_stained_glass_pane: #5, 216(5%)
minecraft.mined.cyan_wall_banner: #5, 2(10%)
minecraft.crafted.nether_brick_fence: #5, 78(9%)
minecraft.mined.dark_oak_planks: #6, 771(8%)
minecraft.dropped.charcoal: #5, 6(7%)
minecraft.picked_up.loom: #6, 13(8%)
minecraft.picked_up.anvil: #6, 83(7%)
minecraft.mined.bookshelf: #5, 180(3%)
minecraft.used.green_concrete: #5, 482(4%)
minecraft.mined.yellow_bed: #5, 22(5%)
minecraft.dropped.leather_chestplate: #6, 19(9%)
minecraft.picked_up.ender_eye: #5, 2(8%)
minecraft.custom.boat_one_cm: #6, 40197816(6%)
minecraft.used.pink_carpet: #5, 52(6%)
minecraft.crafted.diamond: #6, 4023(7%)
minecraft.dropped.quartz: #5, 199(4%)
minecraft.dropped.diamond_pickaxe: #6, 32(7%)
minecraft.crafted.orange_terracotta: #5, 384(6%)
minecraft.used.smooth_sandstone_slab: #5, 250(4%)
minecraft.broken.wooden_axe: #5, 1(10%)
minecraft.mined.jungle_trapdoor: #5, 53(4%)
minecraft.mined.gray_carpet: #6, 246(8%)
minecraft.crafted.anvil: #6, 77(6%)
minecraft.crafted.nether_brick_stairs: #5, 280(5%)
minecraft.mined.orange_stained_glass_pane: #5, 26(5%)
minecraft.broken.golden_boots: #5, 1(11%)
minecraft.dropped.cyan_banner: #5, 1(11%)
minecraft.dropped.glowstone_dust: #5, 30(4%)
minecraft.crafted.yellow_bed: #5, 4(5%)
minecraft.mined.dark_oak_leaves: #6, 1062(7%)
minecraft.dropped.yellow_carpet: #5, 31(6%)
minecraft.used.gray_glazed_terracotta: #5, 6(8%)
minecraft.used.bell: #5, 13(7%)
minecraft.mined.lime_concrete_powder: #5, 8(5%)
minecraft.picked_up.blaze_rod: #5, 229(2%)
minecraft.mined.ice: #5, 6988(2%)
minecraft.used.gravel: #6, 3238(6%)
minecraft.mined.brown_wool: #5, 26(4%)
minecraft.crafted.blue_wool: #5, 163(4%)
minecraft.crafted.gray_stained_glass_pane: #5, 640(4%)
minecraft.picked_up.jungle_trapdoor: #5, 50(3%)
minecraft.crafted.glass_bottle: #6, 378(7%)
minecraft.picked_up.enchanted_book: #6, 68(6%)
minecraft.used.nether_brick_slab: #6, 598(9%)
minecraft.crafted.pink_carpet: #5, 45(4%)
minecraft.dropped.pumpkin_pie: #5, 23(4%)
minecraft.picked_up.red_glazed_terracotta: #5, 131(5%)
minecraft.dropped.birch_planks: #6, 129(7%)
minecraft.dropped.wheat: #6, 153(7%)
minecraft.dropped.golden_chestplate: #6, 19(7%)
minecraft.picked_up.orange_dye: #5, 38(5%)
minecraft.dropped.cocoa_beans: #5, 17(3%)
minecraft.used.stone_brick_stairs: #6, 3793(6%)
minecraft.picked_up.iron_sword: #6, 14(6%)
minecraft.used.daylight_detector: #5, 21(3%)
minecraft.used.tnt_minecart: #5, 13(5%)
minecraft.killed.blaze: #5, 540(2%)
minecraft.picked_up.egg: #6, 1010(5%)
minecraft.crafted.orange_wool: #5, 14(4%)
minecraft.picked_up.golden_chestplate: #6, 20(6%)
minecraft.dropped.painting: #5, 3(4%)
minecraft.killed.tropical_fish: #5, 2(5%)
minecraft.crafted.stone_pressure_plate: #6, 306(7%)
minecraft.crafted.diamond_pickaxe: #6, 32(6%)
minecraft.picked_up.spider_eye: #6, 686(5%)
minecraft.custom.minecart_one_cm: #5, 4512778(2%)
minecraft.picked_up.pufferfish: #6, 139(6%)
minecraft.dropped.firework_rocket: #6, 1469(6%)
minecraft.picked_up.acacia_door: #5, 9(4%)
minecraft.dropped.composter: #5, 1(6%)
minecraft.crafted.light_blue_terracotta: #5, 1088(4%)
minecraft.dropped.oak_log: #6, 247(7%)
minecraft.dropped.pufferfish: #5, 36(2%)
minecraft.picked_up.map: #5, 16(3%)
minecraft.crafted.wooden_axe: #6, 3(9%)
minecraft.picked_up.azure_bluet: #6, 423(6%)
minecraft.used.oak_fence_gate: #6, 91(7%)
minecraft.dropped.gravel: #6, 1580(6%)
minecraft.picked_up.hopper_minecart: #5, 1(6%)
minecraft.mined.crafting_table: #6, 389(5%)
minecraft.crafted.cyan_carpet: #6, 81(9%)
minecraft.custom.interact_with_loom: #6, 38(6%)
minecraft.custom.interact_with_beacon: #6, 83(6%)
minecraft.mined.spruce_wall_sign: #6, 17(7%)
minecraft.mined.sandstone_stairs: #6, 157(7%)
minecraft.dropped.flint: #6, 514(5%)
minecraft.mined.birch_fence: #5, 16(2%)
minecraft.mined.blue_banner: #5, 3(4%)
minecraft.crafted.tnt: #5, 493(1%)
minecraft.crafted.cooked_cod: #6, 581(8%)
minecraft.crafted.birch_button: #5, 138(2%)
minecraft.mined.fletching_table: #5, 1(5%)
minecraft.picked_up.fletching_table: #5, 1(5%)
minecraft.mined.oak_pressure_plate: #6, 15(7%)
minecraft.killed.drowned: #6, 832(5%)
minecraft.used.green_wool: #5, 23(2%)
minecraft.mined.black_stained_glass_pane: #5, 36(2%)
minecraft.dropped.polished_andesite_stairs: #5, 6(4%)
minecraft.dropped.ender_eye: #5, 1(4%)
minecraft.used.light_gray_carpet: #6, 1102(6%)
minecraft.dropped.pink_dye: #5, 1(3%)
minecraft.dropped.stone_brick_slab: #6, 234(7%)
minecraft.dropped.spruce_planks: #6, 282(6%)
minecraft.dropped.bucket: #6, 32(6%)
minecraft.mined.prismarine_stairs: #5, 7(3%)
minecraft.picked_up.magenta_bed: #5, 1(3%)
minecraft.picked_up.white_concrete_powder: #6, 10882(5%)
minecraft.dropped.gray_dye: #5, 5(2%)
minecraft.custom.bell_ring: #6, 125(8%)
minecraft.used.tropical_fish: #5, 1(3%)
minecraft.dropped.orange_concrete: #5, 13(2%)
minecraft.picked_up.lime_dye: #5, 38(1%)
minecraft.crafted.diamond_helmet: #6, 7(5%)
minecraft.used.prismarine_stairs: #5, 17(2%)
minecraft.killed.ghast: #6, 120(6%)
minecraft.picked_up.gray_carpet: #6, 544(6%)
minecraft.used.spruce_boat: #6, 77(5%)
minecraft.dropped.light_blue_stained_glass_pane: #5, 1(2%)
minecraft.mined.magenta_bed: #5, 1(2%)
minecraft.picked_up.chainmail_boots: #6, 8(6%)
minecraft.used.ender_eye: #5, 1(2%)
minecraft.dropped.bone: #6, 957(5%)
minecraft.dropped.lime_dye: #5, 5(1%)
minecraft.dropped.suspicious_stew: #5, 1(2%)
minecraft.mined.oak_stairs: #6, 195(5%)
minecraft.dropped.brown_concrete_powder: #5, 7(1%)
minecraft.crafted.green_banner: #5, 1(1%)
minecraft.mined.lime_shulker_box: #6, 199(6%)
minecraft.used.yellow_concrete: #6, 909(7%)
minecraft.picked_up.lime_shulker_box: #6, 203(6%)
minecraft.dropped.chorus_flower: #5, 1(1%)
minecraft.picked_up.chainmail_leggings: #6, 8(5%)
minecraft.picked_up.dragon_breath: #5, 3(1%)
minecraft.mined.netherrack: #6, 60818(4%)
minecraft.picked_up.chipped_anvil: #6, 24(6%)
minecraft.used.birch_pressure_plate: #6, 26(7%)
minecraft.mined.pink_tulip: #6, 29(6%)
minecraft.crafted.smooth_stone: #6, 2193(5%)
minecraft.used.prismarine_slab: #5, 33(1%)
minecraft.mined.purple_stained_glass: #6, 38(7%)
minecraft.broken.iron_pickaxe: #6, 15(5%)
minecraft.mined.prismarine_slab: #5, 8(1%)
minecraft.picked_up.flint_and_steel: #6, 17(6%)
minecraft.dropped.light_blue_concrete_powder: #5, 1(1%)
minecraft.used.dried_kelp_block: #5, 33(0%)
minecraft.picked_up.stripped_jungle_wood: #5, 1(1%)
minecraft.mined.stripped_jungle_wood: #5, 1(0%)
minecraft.mined.wither_rose: #5, 2(0%)
minecraft.picked_up.polished_granite_stairs: #5, 3(0%)
minecraft.picked_up.dried_kelp: #5, 2406(0%)
minecraft.mined.polished_granite_stairs: #5, 3(0%)
minecraft.used.polished_granite_stairs: #5, 11(0%)
minecraft.picked_up.gray_glazed_terracotta: #5, 4(0%)
minecraft.dropped.black_concrete: #6, 173(8%)
minecraft.dropped.gray_stained_glass_pane: #5, 1(0%)
minecraft.picked_up.wither_rose: #5, 2(0%)
minecraft.crafted.spruce_pressure_plate: #6, 25(5%)
minecraft.used.smooth_sandstone: #6, 3955(6%)
minecraft.picked_up.bookshelf: #6, 75(5%)
minecraft.picked_up.spruce_pressure_plate: #6, 22(6%)
minecraft.mined.stone_slab: #6, 323(5%)
minecraft.crafted.enchanted_book: #6, 178(5%)
minecraft.mined.chipped_anvil: #6, 21(6%)
minecraft.dropped.golden_apple: #6, 3(9%)
minecraft.crafted.lectern: #6, 32(5%)
minecraft.dropped.birch_sign: #6, 19(7%)
minecraft.dropped.snow_block: #6, 111(7%)
minecraft.mined.light_gray_carpet: #6, 107(4%)
minecraft.used.chipped_anvil: #6, 18(5%)
minecraft.broken.wooden_pickaxe: #6, 1(12%)
minecraft.crafted.gray_shulker_box: #6, 13(5%)
minecraft.mined.stone_brick_slab: #6, 1204(4%)
minecraft.mined.carrots: #6, 1242(4%)
minecraft.crafted.stone_axe: #6, 8(4%)
minecraft.used.damaged_anvil: #6, 10(5%)
minecraft.crafted.end_crystal: #6, 8(8%)
minecraft.used.green_concrete_powder: #6, 1614(5%)
minecraft.used.obsidian: #6, 768(4%)
minecraft.picked_up.black_concrete_powder: #6, 3700(5%)
minecraft.picked_up.red_wool: #6, 295(4%)
minecraft.picked_up.pink_dye: #6, 34(7%)
minecraft.crafted.red_terracotta: #6, 1104(7%)
minecraft.picked_up.magenta_dye: #6, 61(9%)
minecraft.used.orange_shulker_box: #6, 286(5%)
minecraft.mined.chiseled_stone_bricks: #6, 77(5%)
minecraft.dropped.white_bed: #6, 4(5%)
minecraft.mined.orange_shulker_box: #6, 283(5%)
minecraft.dropped.stone_slab: #6, 105(5%)
minecraft.picked_up.dark_oak_leaves: #6, 381(4%)
minecraft.mined.oak_fence_gate: #6, 30(4%)
minecraft.crafted.paper: #7, 49563(8%)
minecraft.used.tnt: #6, 361(4%)
minecraft.picked_up.light_gray_carpet: #6, 292(3%)
minecraft.dropped.prismarine_shard: #6, 3006(5%)
minecraft.dropped.iron_shovel: #6, 9(4%)
minecraft.picked_up.phantom_membrane: #6, 156(3%)
minecraft.picked_up.emerald_block: #6, 73(4%)
minecraft.picked_up.iron_pickaxe: #7, 17(7%)
minecraft.crafted.iron_door: #6, 30(4%)
minecraft.dropped.redstone_torch: #6, 53(4%)
minecraft.mined.light_blue_terracotta: #6, 108(4%)
minecraft.mined.potted_birch_sapling: #6, 1(11%)
minecraft.picked_up.stone_button: #6, 263(3%)
minecraft.crafted.birch_wood: #6, 135(7%)
minecraft.used.oak_trapdoor: #7, 776(7%)
minecraft.crafted.dark_oak_boat: #6, 9(4%)
minecraft.crafted.pink_stained_glass: #6, 296(7%)
minecraft.custom.interact_with_stonecutter: #6, 51(3%)
minecraft.picked_up.golden_apple: #6, 22(4%)
minecraft.used.chorus_fruit: #6, 13(5%)
minecraft.used.birch_log: #7, 1284(7%)
minecraft.picked_up.yellow_bed: #6, 23(4%)
minecraft.mined.glass_pane: #6, 79(3%)
minecraft.mined.spruce_pressure_plate: #6, 7(4%)
minecraft.dropped.campfire: #6, 6(9%)
minecraft.dropped.dirt: #7, 7234(6%)
minecraft.picked_up.wither_skeleton_skull: #6, 19(4%)
minecraft.picked_up.poppy: #6, 1316(2%)
minecraft.picked_up.rabbit_hide: #6, 6(4%)
minecraft.picked_up.red_banner: #6, 28(4%)
minecraft.used.chiseled_stone_bricks: #6, 235(4%)
minecraft.used.yellow_bed: #6, 23(4%)
minecraft.picked_up.emerald: #6, 1438(2%)
minecraft.dropped.blue_shulker_box: #6, 1(9%)
minecraft.dropped.salmon: #6, 98(3%)
minecraft.dropped.redstone_ore: #6, 64(3%)
minecraft.mined.brown_carpet: #6, 31(4%)
minecraft.used.sea_pickle: #6, 346(3%)
minecraft.crafted.brick_stairs: #6, 184(5%)
minecraft.used.oak_stairs: #7, 611(7%)
minecraft.dropped.dark_oak_fence_gate: #6, 5(6%)
minecraft.used.conduit: #6, 4(4%)
minecraft.dropped.end_stone_bricks: #6, 44(4%)
minecraft.mined.bricks: #6, 174(3%)
minecraft.mined.bell: #6, 10(7%)
minecraft.used.chest_minecart: #6, 6(4%)
minecraft.used.nether_brick_fence: #6, 39(4%)
minecraft.used.quartz_stairs: #7, 1808(7%)
minecraft.dropped.jungle_leaves: #6, 53(4%)
minecraft.picked_up.orange_carpet: #6, 12(4%)
minecraft.picked_up.stonecutter: #6, 26(3%)
minecraft.used.stripped_birch_log: #6, 160(3%)
minecraft.picked_up.cyan_dye: #6, 71(4%)
minecraft.picked_up.quartz_slab: #7, 1303(7%)
minecraft.mined.yellow_wool: #7, 146(9%)
minecraft.picked_up.cyan_wool: #6, 228(2%)
minecraft.used.bricks: #6, 773(3%)
minecraft.crafted.chiseled_stone_bricks: #6, 371(3%)
minecraft.used.music_disc_11: #6, 1(7%)
minecraft.used.gray_stained_glass_pane: #6, 477(3%)
minecraft.dropped.leather_leggings: #7, 20(7%)
minecraft.crafted.quartz_slab: #7, 3302(7%)
minecraft.mined.nether_brick_slab: #6, 77(2%)
minecraft.picked_up.nether_brick_stairs: #6, 65(3%)
minecraft.crafted.orange_bed: #6, 2(4%)
minecraft.crafted.tnt_minecart: #6, 13(4%)
minecraft.picked_up.oak_planks: #7, 1350(5%)
minecraft.crafted.loom: #6, 10(2%)
minecraft.mined.bone_block: #7, 372(6%)
minecraft.mined.jukebox: #6, 6(4%)
minecraft.dropped.oxeye_daisy: #6, 41(2%)
minecraft.picked_up.jukebox: #6, 6(4%)
minecraft.picked_up.blue_banner: #6, 8(4%)
minecraft.dropped.azure_bluet: #6, 55(2%)
minecraft.picked_up.birch_fence: #6, 20(2%)
minecraft.picked_up.birch_stairs: #6, 128(2%)
minecraft.picked_up.dark_oak_trapdoor: #7, 189(6%)
minecraft.picked_up.magenta_stained_glass_pane: #6, 10(4%)
minecraft.used.loom: #7, 17(6%)
minecraft.picked_up.stone_brick_slab: #7, 1857(6%)
minecraft.dropped.bricks: #6, 32(4%)
minecraft.dropped.jungle_stairs: #6, 3(4%)
minecraft.crafted.stone_brick_slab: #7, 5216(5%)
minecraft.crafted.dark_oak_button: #6, 19(2%)
minecraft.picked_up.dried_kelp_block: #6, 837(1%)
minecraft.dropped.birch_fence_gate: #6, 2(4%)
minecraft.mined.lime_glazed_terracotta: #6, 2(3%)
minecraft.crafted.cyan_bed: #6, 2(2%)
minecraft.picked_up.cyan_stained_glass: #6, 181(1%)
minecraft.killed.villager: #6, 20(1%)
minecraft.crafted.trapped_chest: #6, 4(2%)
minecraft.used.diorite: #7, 965(5%)
minecraft.crafted.note_block: #7, 150(6%)
minecraft.dropped.gray_wool: #6, 7(2%)
minecraft.mined.purple_concrete_powder: #6, 2(2%)
minecraft.mined.gray_banner: #6, 1(3%)
minecraft.used.red_glazed_terracotta: #6, 19(2%)
minecraft.crafted.brick_slab: #6, 144(2%)
minecraft.used.orange_glazed_terracotta: #6, 12(2%)
minecraft.picked_up.spruce_boat: #7, 76(4%)
minecraft.dropped.red_banner: #6, 2(2%)
minecraft.dropped.brown_carpet: #6, 3(2%)
minecraft.dropped.red_concrete: #6, 6(1%)
minecraft.crafted.chainmail_helmet: #6, 1(2%)
minecraft.used.quartz_slab: #7, 2891(5%)
minecraft.custom.damage_resisted: #7, 23968(5%)
minecraft.crafted.diamond_leggings: #7, 6(5%)
minecraft.used.pufferfish_bucket: #7, 34(7%)
minecraft.picked_up.green_bed: #6, 3(2%)
minecraft.picked_up.music_disc_11: #6, 1(2%)
minecraft.used.green_bed: #6, 4(2%)
minecraft.mined.green_bed: #6, 3(2%)
minecraft.picked_up.green_concrete: #7, 874(6%)
minecraft.picked_up.prismarine_stairs: #6, 5(1%)
minecraft.picked_up.jungle_button: #6, 2(1%)
minecraft.dropped.dried_kelp_block: #6, 9(1%)
minecraft.mined.green_concrete: #7, 875(6%)
minecraft.picked_up.iron_ingot: #6, 3830(0%)
minecraft.dropped.map: #6, 2(1%)
minecraft.dropped.leather_helmet: #7, 12(5%)
minecraft.dropped.dark_oak_pressure_plate: #6, 1(1%)
minecraft.used.magenta_terracotta: #6, 29(1%)
minecraft.crafted.flint_and_steel: #7, 21(5%)
minecraft.crafted.suspicious_stew: #6, 4(1%)
minecraft.mined.gold_block: #7, 595(5%)
minecraft.picked_up.gray_banner: #6, 1(1%)
minecraft.picked_up.magenta_carpet: #6, 3(1%)
minecraft.used.green_glazed_terracotta: #6, 5(1%)
minecraft.dropped.red_stained_glass_pane: #6, 1(1%)
minecraft.dropped.crossbow: #6, 12(1%)
minecraft.killed.bat: #7, 44(5%)
minecraft.used.jungle_wood: #6, 8(1%)
minecraft.used.iron_pickaxe: #7, 4253(4%)
minecraft.mined.black_bed: #6, 2(1%)
minecraft.picked_up.prismarine_slab: #6, 9(1%)
minecraft.dropped.scaffolding: #7, 197(6%)
minecraft.dropped.cut_sandstone: #7, 19(7%)
minecraft.used.lime_glazed_terracotta: #6, 1(0%)
minecraft.used.armor_stand: #7, 159(5%)
minecraft.used.stone_pressure_plate: #7, 193(5%)
minecraft.picked_up.gold_block: #7, 661(5%)
minecraft.mined.birch_button: #6, 11(0%)
minecraft.picked_up.red_shulker_box: #7, 409(4%)
minecraft.used.gray_carpet: #7, 1277(5%)
minecraft.dropped.iron_pickaxe: #7, 5(6%)
minecraft.dropped.gray_stained_glass: #6, 2(0%)
minecraft.used.wither_rose: #6, 2(0%)
minecraft.broken.iron_boots: #7, 1(12%)
minecraft.picked_up.observer: #7, 483(5%)
minecraft.dropped.netherrack: #7, 13898(5%)
minecraft.used.red_shulker_box: #7, 407(4%)
minecraft.picked_up.obsidian: #7, 1408(4%)
minecraft.mined.red_shulker_box: #7, 398(4%)
minecraft.used.bow: #7, 2662(4%)
minecraft.picked_up.stone_slab: #7, 433(5%)
minecraft.crafted.diamond_shovel: #7, 13(4%)
minecraft.dropped.iron_ingot: #7, 682(4%)
minecraft.used.written_book: #7, 1512(4%)
minecraft.dropped.minecart: #7, 22(5%)
minecraft.picked_up.nether_bricks: #7, 1338(5%)
minecraft.crafted.black_shulker_box: #7, 9(6%)
minecraft.picked_up.nautilus_shell: #7, 35(4%)
minecraft.picked_up.purpur_slab: #7, 44(6%)
minecraft.mined.birch_trapdoor: #7, 36(5%)
minecraft.picked_up.sponge: #7, 92(7%)
minecraft.picked_up.chorus_fruit: #7, 938(5%)
minecraft.mined.detector_rail: #7, 14(5%)
minecraft.mined.birch_planks: #7, 138(4%)
minecraft.custom.pot_flower: #7, 51(4%)
minecraft.crafted.birch_fence: #7, 102(5%)
minecraft.picked_up.tnt: #7, 223(4%)
minecraft.crafted.emerald: #7, 10407(4%)
minecraft.picked_up.tropical_fish: #7, 19(4%)
minecraft.used.cyan_stained_glass_pane: #7, 125(6%)
minecraft.used.birch_trapdoor: #7, 128(4%)
minecraft.dropped.iron_sword: #7, 7(5%)
minecraft.dropped.flint_and_steel: #7, 6(6%)
minecraft.crafted.fermented_spider_eye: #7, 26(5%)
minecraft.dropped.purpur_block: #7, 76(7%)
minecraft.dropped.oak_trapdoor: #7, 16(4%)
minecraft.dropped.iron_boots: #7, 5(4%)
minecraft.picked_up.chiseled_stone_bricks: #7, 80(4%)
minecraft.used.bamboo: #7, 392(4%)
minecraft.mined.jungle_sapling: #7, 14(5%)
minecraft.picked_up.birch_sign: #7, 31(3%)
minecraft.mined.birch_sign: #7, 9(4%)
