Player Name,BadTimeWithScar,BdoubleO100,Cojomax99,Couriway,Cub_Cam,Docm77,Dot_Dot_Dash,Etho,Eyjoy27,F1RECRACKR,GeminiTay,GoodTimeWithScar,Grian,HBomb94,HypnotizdCam,ImpulseCam,InTheLittleWood,JamalMC_,Kamalis1,Keralis1,Mumbo,MumboDrone,MythicalSausage,OrionSound,PearlescentMoo,PearlescentMoon,Plagiatus,Renthedog,Skizzleman,Smajor1995,Smallishbeans,SolidarityGaming,Tango,TangoCam,TwoMuchGrian,VintageBeef,Welsknight,Xisuma,ZedCam,Zedaph,ZombieCleo,_Jevination_,aimsey,belmarzi,cubfan135,falsesymmetry,hannahxxrose,hypnotizd,iJevin,impulseSV,joehillssays,jojosolos,xBCam,xBCrafted,xisumavoid
minecraft.broken.bow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
minecraft.broken.brush,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,93,1,0,0,12,0,0,0,0,0,0
minecraft.broken.chainmail_helmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.chainmail_leggings,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.crossbow,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_boots,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_chestplate,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
minecraft.broken.diamond_helmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_hoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_leggings,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_pickaxe,0,2,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,1,0
minecraft.broken.diamond_shovel,0,1,0,0,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,5,0,0,1,0
minecraft.broken.diamond_sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.fishing_rod,0,1,0,0,0,7,0,17,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,16,0,0,0,3,0,0,4,1,1,0,1,1,0,0,0,3,0,0,0,26,11,1,0,0,1,0
minecraft.broken.flint_and_steel,0,4,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,2,2,0,0,0,0,0
minecraft.broken.golden_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.golden_chestplate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.golden_helmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0
minecraft.broken.golden_leggings,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.golden_pickaxe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
minecraft.broken.golden_shovel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
minecraft.broken.golden_sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.iron_axe,0,0,0,0,0,1,0,0,0,0,6,9,2,0,0,0,0,0,0,1,0,0,0,0,0,8,0,3,3,0,2,0,2,0,0,3,1,4,0,1,4,0,0,0,8,0,0,0,2,3,2,0,0,0,0
minecraft.broken.iron_boots,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
minecraft.broken.iron_chestplate,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
minecraft.broken.iron_helmet,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
minecraft.broken.iron_hoe,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0
minecraft.broken.iron_leggings,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
minecraft.broken.iron_pickaxe,0,1,0,0,0,0,0,0,0,0,5,19,5,0,0,0,0,0,0,1,1,0,0,0,0,16,0,7,26,0,5,0,2,0,0,2,4,2,0,0,37,0,0,0,9,0,0,0,3,2,1,0,0,4,0
minecraft.broken.iron_shovel,0,10,0,0,0,0,0,0,0,0,4,10,11,0,0,0,0,0,0,15,3,0,0,0,0,14,0,6,83,0,2,0,1,0,0,0,0,3,0,5,12,0,0,0,6,0,0,0,2,8,1,0,0,0,0
minecraft.broken.iron_sword,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0
minecraft.broken.leather_boots,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.leather_chestplate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
minecraft.broken.leather_helmet,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
minecraft.broken.leather_leggings,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.netherite_pickaxe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
minecraft.broken.netherite_shovel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
minecraft.broken.netherite_sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.shears,0,110,0,0,0,69,0,39,0,0,10,51,12,0,0,0,0,0,0,18,24,0,0,0,0,22,0,15,24,0,5,0,12,0,0,11,0,92,0,0,30,0,0,0,19,9,0,18,34,28,13,0,0,0,0
minecraft.broken.shield,0,0,0,0,0,1,0,20,0,0,0,5,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,8,2,0,0,4,2,0,0,0,0,0
minecraft.broken.stone_axe,0,0,0,0,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,3,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,8,15,0,0,0,1,1,0,0,0,1,3,0,0,0,0
minecraft.broken.stone_hoe,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,20,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
minecraft.broken.stone_pickaxe,0,0,0,0,0,10,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0,0,22,2,0,0,0,0,3,0,0,0,3,3,0,0,0,0
minecraft.broken.stone_shovel,0,4,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,106,0,0,0,1,0,0,0,0,1,0,43,30,0,0,0,1,2,0,0,8,3,1,0,0,0,0
minecraft.broken.stone_sword,0,41,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,67,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
minecraft.broken.wooden_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_hoe,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_pickaxe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_shovel,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
minecraft.broken.wooden_sword,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_boat,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_button,0,0,0,0,0,258,0,2,0,0,0,4,0,0,0,0,0,0,0,20,2,0,0,0,0,2,0,257,1,0,7,0,13,0,0,21,0,23,0,0,0,0,0,0,4,14,0,1,0,0,1,0,0,0,0
minecraft.crafted.acacia_chest_boat,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_door,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,18,0,0,3,0,9,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0
minecraft.crafted.acacia_fence,0,24,0,0,0,675,0,0,0,0,27,894,45,0,0,0,0,0,0,21,15,0,0,0,0,120,0,132,3,0,1410,0,240,0,0,15,0,183,0,30,0,0,0,0,75,171,0,3,0,105,0,0,0,69,0
minecraft.crafted.acacia_fence_gate,0,1,0,0,0,45,0,0,0,0,0,331,26,0,0,0,0,0,0,21,9,0,0,0,0,19,0,114,1,0,52,0,146,0,0,5,0,10,0,0,0,0,0,0,2,64,0,1,0,27,0,0,0,0,0
minecraft.crafted.acacia_hanging_sign,0,6,0,0,0,12,0,0,0,0,6,42,12,0,0,0,0,0,0,0,6,0,0,0,0,6,0,12,0,0,12,0,0,0,0,0,0,24,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0
minecraft.crafted.acacia_planks,0,336,0,0,0,7176,0,372,0,0,784,13784,1152,0,0,0,0,0,0,1452,2060,0,0,0,0,4516,0,7800,884,0,10728,0,2732,0,0,796,20,2040,0,124,40,0,0,0,1552,1684,0,48,340,2852,552,0,0,108,0
minecraft.crafted.acacia_pressure_plate,0,0,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,45,0,12,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0
minecraft.crafted.acacia_sapling,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_sign,0,9,0,0,0,204,0,3,0,0,0,24,18,0,0,0,0,0,0,36,3,0,0,0,0,102,0,132,3,0,72,0,24,0,0,3,0,42,0,0,0,0,0,0,81,21,0,3,0,57,12,0,0,6,0
minecraft.crafted.acacia_slab,0,30,0,0,0,462,0,102,0,0,102,1564,12,0,0,0,0,0,0,132,87,0,0,0,0,870,0,102,216,0,1818,0,72,0,0,48,0,366,0,0,0,0,0,0,0,252,0,6,0,0,0,0,0,0,0
minecraft.crafted.acacia_stairs,0,4,0,0,0,156,0,16,0,0,8,640,16,0,0,0,0,0,0,52,12,0,0,0,0,512,0,132,40,0,520,0,192,0,0,12,4,296,0,0,8,0,0,0,196,4,0,4,0,0,0,0,0,0,0
minecraft.crafted.acacia_trapdoor,0,76,0,0,0,358,0,84,0,0,50,944,38,0,0,0,0,0,0,70,506,0,0,0,0,548,0,2082,60,0,940,0,512,0,0,48,0,234,0,0,8,0,0,0,134,336,0,2,0,820,154,0,0,0,0
minecraft.crafted.acacia_wood,0,177,0,0,0,6153,0,75,0,0,1203,543,429,0,0,0,0,0,0,1362,141,0,0,0,0,0,0,0,462,0,27,0,12,0,0,0,0,327,0,0,378,0,0,0,69,432,0,3,0,63,0,0,0,0,0
minecraft.crafted.activator_rail,0,24,0,0,0,690,0,1092,0,0,0,12,0,0,0,0,0,0,0,270,192,0,0,0,0,0,0,66,6,0,12,0,5082,0,0,0,0,18,0,6,6,0,0,0,12,6,0,66,6,6,0,0,0,6,0
minecraft.crafted.air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.allium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
minecraft.crafted.amethyst_block,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,4996,0,0,0,5,32,0,0,0,0,0
minecraft.crafted.andesite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,2,0,0,0,0,30494,0,0,0,0
minecraft.crafted.andesite_slab,0,26,0,0,0,32,0,6,0,0,184,164,34,0,0,0,0,0,0,1988,146,0,0,0,0,126,0,42,0,0,0,0,264,0,0,0,26,14,0,16,126,0,0,0,110,192,0,2,2544,24,0,0,0,20,0
minecraft.crafted.andesite_stairs,0,2,0,0,0,22,0,0,0,0,18,0,11,0,0,0,0,0,0,478,40,0,0,0,0,0,0,38,0,0,0,0,8,0,0,0,0,4,0,0,40,0,0,0,82,0,0,1,208,0,0,0,0,1,0
minecraft.crafted.andesite_wall,0,90,0,0,0,14,0,0,0,0,62,45,34,0,0,0,0,0,0,2155,198,0,0,0,0,6,0,38,0,0,0,0,36,0,0,0,0,5,0,43,0,0,0,0,191,18,0,1,78,6,0,0,0,0,0
minecraft.crafted.anvil,0,10,0,0,0,105,0,788,0,0,15,195,13,0,0,0,0,0,0,135,73,0,0,0,0,125,0,66,4,0,39,0,139,0,0,5,7,241,0,10,14,0,0,0,2248,38,0,515,31,415,148,0,0,17,0
minecraft.crafted.apple,0,0,0,0,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,472,64,0,0,0,0,152,0,816,0,0,96,0,0,0,0,0,0,268,0,112,0,0,0,0,64,64,0,96,24,0,640,0,0,4192,0
minecraft.crafted.armor_stand,0,45,0,0,0,197,0,200,0,0,103,499,13,0,0,0,0,0,0,329,74,0,0,0,0,260,0,128,7,0,274,0,3061,0,0,46,19,424,0,6,1354,0,0,0,126,352,0,304,423,119,308,0,0,45,0
minecraft.crafted.arrow,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,52,0,0,0,40,32,0,0,0,0,0,0,384,356,8,0,0,0,0,0
minecraft.crafted.azure_bluet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
minecraft.crafted.baked_potato,0,10,0,0,0,39,0,18,0,0,28,5,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,63,26,0,0,0,15,0,0,1414,0,0,0,0,28,0,0,0,490,31,0,0,0,3,1228,0,0,0,0
minecraft.crafted.bamboo_block,0,9140,0,0,0,351,0,3348,0,0,4117,1628,998,0,0,0,0,0,0,6139,1334,0,0,0,0,642,0,758,28,0,956,0,1475,0,0,235,4,5865,0,352,10,0,0,0,519,1256,0,14,1,0,382,0,0,3,0
minecraft.crafted.bamboo_button,0,12,0,0,0,70,0,60,0,0,0,0,0,0,0,0,0,0,0,76,3,0,0,0,0,0,0,16938,0,0,20,0,359,0,0,2,2,45,0,0,2,0,0,0,0,6,0,1,0,72,8,0,0,0,0
minecraft.crafted.bamboo_chest_raft,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
minecraft.crafted.bamboo_door,0,69,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,81,12,0,0,0,0,15,0,0,84,0,15,0,237,0,0,3,0,18,0,0,0,0,0,0,18,6,0,3,0,183,0,0,0,0,0
minecraft.crafted.bamboo_fence,0,303,0,0,0,60,0,27,0,0,30,843,3,0,0,0,0,0,0,1359,513,0,0,0,0,120,0,51,3,0,393,0,147,0,0,0,0,513,0,21,0,0,0,0,120,63,0,6,0,72,9,0,0,0,0
minecraft.crafted.bamboo_fence_gate,0,130,0,0,0,229,0,64,0,0,0,69,0,0,0,0,0,0,0,120,66,0,0,0,0,0,0,0,560,0,2,0,57,0,0,0,0,114,0,2,0,0,0,0,9,0,0,2,0,0,3,0,0,0,0
minecraft.crafted.bamboo_hanging_sign,0,18,0,0,0,0,0,6,0,0,0,42,0,0,0,0,0,0,0,6,12,0,0,0,0,12,0,0,0,0,18,0,6,0,0,0,0,6,0,0,0,0,0,0,30,6,0,6,0,12,0,0,0,0,0
minecraft.crafted.bamboo_mosaic,0,1598,0,0,0,63,0,0,0,0,194,15,0,0,0,0,0,0,0,372,0,0,0,0,0,87,0,0,0,0,426,0,0,0,0,69,0,230,0,0,0,0,0,0,3,4,0,10,0,127,0,0,0,0,0
minecraft.crafted.bamboo_mosaic_slab,0,6,0,0,0,30,0,0,0,0,252,24,0,0,0,0,0,0,0,36,0,0,0,0,0,48,0,0,0,0,12,0,0,0,0,0,0,312,0,0,0,0,0,0,66,0,0,6,0,6,0,0,0,0,0
minecraft.crafted.bamboo_mosaic_stairs,0,12,0,0,0,28,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24,0,0,0,0,48,0,0,0,0,0,0,92,0,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,0
minecraft.crafted.bamboo_planks,0,6274,0,0,0,3924,0,102685,0,0,1032,5110,1982,0,0,0,0,0,0,27312,6112,0,0,0,0,910,0,18808,1492,0,7982,0,28064,0,0,372,8,11660,0,18272,58,0,0,0,20148,1878,0,19362,2,28338,762,0,0,16,0
minecraft.crafted.bamboo_pressure_plate,0,0,0,0,0,10,0,8,0,0,0,25,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,1,0,0,0,0,0,0,8,0,0,1,0,19,0,0,0,0,0
minecraft.crafted.bamboo_raft,0,0,0,0,0,34,0,19,0,0,1,34,5,0,0,0,0,0,0,6,7,0,0,0,0,1,0,2,0,0,0,0,169,0,0,1,0,1,0,0,1,0,0,0,7,2,0,0,0,42,0,0,0,0,0
minecraft.crafted.bamboo_sign,0,114,0,0,0,429,0,117,0,0,9,90,39,0,0,0,0,0,0,237,321,0,0,0,0,18,0,139,15,0,48,0,3325,0,0,9,0,96,0,30,0,0,0,0,282,3,0,3,0,123,195,0,0,0,0
minecraft.crafted.bamboo_slab,0,6432,0,0,0,1578,0,15112,0,0,690,858,72,0,0,0,0,0,0,4172,252,0,0,0,0,1754,0,0,0,0,1548,0,8382,0,0,198,0,7327,0,2784,0,0,0,0,4074,78,0,1434,0,1886,24,0,0,6,0
minecraft.crafted.bamboo_stairs,0,524,0,0,0,0,0,36,0,0,24,72,8,0,0,0,0,0,0,1516,32,0,0,0,0,40,0,0,16,0,400,0,24,0,0,96,0,160,0,20,0,0,0,0,4,8,0,4,0,100,16,0,0,0,0
minecraft.crafted.bamboo_trapdoor,0,260,0,0,0,838,0,410,0,0,16,572,532,0,0,0,0,0,0,3434,118,0,0,0,0,276,0,0,2,0,842,0,682,0,0,16,0,262,0,3172,22,0,0,0,52,394,0,2,0,8,10,0,0,0,0
minecraft.crafted.barrel,0,456,0,0,0,610,0,1097,0,0,65,343,331,0,0,0,0,0,0,715,43,0,0,0,0,1135,0,289,54,0,539,0,1409,0,0,146,37,463,0,56,138,0,0,0,587,309,0,176,279,86,281,0,0,186,0
minecraft.crafted.beacon,0,0,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,1,0,1,0,4,0,0,0,1,6,0,0,0,0,0,0,4,0,0,3,3,2,2,0,0,1,0
minecraft.crafted.beehive,0,170,0,0,0,11,0,586,0,0,0,319,105,0,0,0,0,0,0,2713,17,0,0,0,0,2700,0,0,0,0,313,0,21,0,0,33,0,618,0,0,6,0,0,0,303,6,0,0,1,42,0,0,0,0,0
minecraft.crafted.beetroot_soup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
minecraft.crafted.bell,0,2,0,0,0,13,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,2,0,0,0,0
minecraft.crafted.birch_boat,0,1,0,0,0,1,0,0,0,0,0,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,2,3,0,0,5,0,0,0,0,0,0
minecraft.crafted.birch_button,0,172,0,0,0,0,0,4,0,0,0,80,4,0,0,0,0,0,0,57,51,0,0,0,0,2,0,2,0,0,1,0,10,0,0,0,0,22,0,2,1,0,0,0,0,25,0,1,2,40,7,0,0,0,0
minecraft.crafted.birch_chest_boat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.birch_door,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,66,3,0,0,0,0,0,0,0,3,0,15,0,6,0,0,0,0,3,0,0,51,0,0,0,3,6,0,15,0,0,6,0,0,0,0
minecraft.crafted.birch_fence,0,93,0,0,0,6,0,162,0,0,48,330,0,0,0,0,0,0,0,129,81,0,0,0,0,51,0,1218,0,0,180,0,9,0,0,0,0,102,0,12,12,0,0,0,123,9,0,3,48,48,15,0,0,0,0
