Player Name,BadTimeWithScar,Biffa001,Biffa2001,Cub_Cam,Docm77,Etho,EvilXisuma,GoodTimeWithScar,ImpulseCam,Jessassin,Lechaion,Mumbo,MumboJumbo,PuddleduckGG,PythonGB,Renthedog,Tango,TangoCam,Tinfoilchef,VintageBeef,WFRTNews,WellsGlazes,WelsCam,Welsknight,Xisuma,ZombieCleo,cubfan135,falsesymmetry,hypnotizd,iJevin,impulseSV,isGall85,iskall85,joehillssays,monkeyfarm,truesymmetry,xBCrafted,xisumavoid,zueljin
stat.animalsBred,0,0,1,0,666,184,0,1161,0,0,0,0,114,0,81,514,731,0,5542,5,0,0,0,36,334,118,140,1051,0,32,1063,0,766,8204,0,0,0,0,0
stat.armorCleaned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stat.aviateOneCm,0,0,6515054,0,14479390,35781899,0,705073970,0,0,0,0,185437880,0,80266625,297704663,247912570,0,510795134,4506774,0,1980801,0,131088458,164577885,2696111,791577956,636091329,0,50797303,136021005,0,454565495,86639322,0,0,0,0,0
stat.bannerCleaned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,86,2,0,0,0,0,0,0,0,0,0,0,0
stat.beaconInteraction,0,0,0,0,10,22,0,150,0,0,0,0,84,0,8,97,64,0,17,6,0,0,0,41,193,0,224,133,0,20,54,0,138,31,0,0,0,0,0
stat.boatOneCm,0,0,607527,0,1045502,1887016,0,2341979,0,17756,0,0,2341710,0,2089369,5556897,27986187,0,515211,1049640,0,0,0,4089030,4510280,4604382,9967103,7720525,91248,1396276,8720199,0,3856973,4780046,87653,0,210670,0,253498
stat.breakItem.minecraft.bow,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.chainmail_boots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.chainmail_helmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
stat.breakItem.minecraft.chainmail_leggings,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.diamond_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.diamond_boots,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0
stat.breakItem.minecraft.diamond_chestplate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
stat.breakItem.minecraft.diamond_helmet,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,2,0,0,0,0,0,0
stat.breakItem.minecraft.diamond_hoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
stat.breakItem.minecraft.diamond_leggings,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
stat.breakItem.minecraft.diamond_pickaxe,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,0,1,0,1,0,0,0,0,2,4,2,1,1,0,0,0,0,1,0,0,0,2,0,0
stat.breakItem.minecraft.diamond_shovel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
stat.breakItem.minecraft.diamond_sword,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.fishing_rod,0,0,0,0,2,9,0,5,0,0,0,0,2,0,3,1,4,0,1,0,0,0,0,2,12,0,5,2,0,0,44,0,5,0,0,0,0,0,0
stat.breakItem.minecraft.flint_and_steel,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,4,0,7,0,0,1,2,0,19,1,0,0,0,0,0
stat.breakItem.minecraft.golden_boots,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0
stat.breakItem.minecraft.golden_chestplate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
stat.breakItem.minecraft.golden_helmet,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.golden_leggings,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0
stat.breakItem.minecraft.golden_sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.iron_axe,0,0,1,0,0,0,0,15,0,1,0,2,0,0,0,20,0,0,4,0,0,0,0,1,1,13,0,0,0,0,2,0,3,2,0,0,0,0,4
stat.breakItem.minecraft.iron_boots,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0
stat.breakItem.minecraft.iron_chestplate,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0
stat.breakItem.minecraft.iron_helmet,0,0,0,0,1,2,0,2,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,1,1,1,0,2,0,1,2,0,2,0,0,0,0,0,0
stat.breakItem.minecraft.iron_hoe,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,4,0,0,0,0,0
stat.breakItem.minecraft.iron_leggings,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,2,0,0,0,0,0,0
stat.breakItem.minecraft.iron_pickaxe,0,0,8,0,0,0,0,28,0,3,0,9,0,0,10,12,9,0,45,3,0,0,0,9,9,36,35,2,0,19,9,0,10,9,0,0,13,0,1
stat.breakItem.minecraft.iron_shovel,0,0,2,0,1,1,0,16,0,2,0,1,0,0,3,11,1,0,5,1,0,0,0,4,14,6,1,1,0,0,11,0,1,1,0,0,4,0,1
stat.breakItem.minecraft.iron_sword,0,0,0,0,2,1,0,24,0,1,0,0,0,0,2,14,0,0,0,0,0,0,0,1,1,1,3,3,0,1,1,0,4,4,0,0,1,0,0
stat.breakItem.minecraft.leather_boots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.leather_chestplate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.leather_helmet,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.leather_leggings,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.shears,0,0,9,0,1,1,0,444,0,0,0,0,9,0,2,62,8,0,26,2,0,0,0,24,47,7,60,42,0,2,5,0,27,1,0,0,0,0,0
stat.breakItem.minecraft.shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.stone_axe,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,0,0,0,1
stat.breakItem.minecraft.stone_hoe,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,11,0,0,0,0,0,0,0,1,1,0,0,7,0,1,2,0,0,0,0,0
stat.breakItem.minecraft.stone_pickaxe,0,0,0,0,0,1,0,19,0,0,0,1,0,0,1,1,1,0,2,3,0,0,0,1,3,1,0,1,0,1,1,0,3,4,0,0,1,0,5
stat.breakItem.minecraft.stone_shovel,0,0,0,0,1,0,0,6,0,0,0,0,4,0,2,7,1,0,9,1,0,0,0,0,9,0,0,0,0,0,2,0,1,3,0,0,1,0,1
stat.breakItem.minecraft.stone_sword,0,0,2,0,0,0,0,13,0,1,0,2,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_axe,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_hoe,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_pickaxe,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stat.breakItem.minecraft.wooden_shovel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stat.breakItem.minecraft.wooden_sword,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stat.brewingstandInteraction,0,0,0,0,6,65,0,46,0,0,0,0,63,0,53,37,848,0,86,20,0,0,0,9,321,73,2566,744,0,149,235,0,431,254,0,0,0,0,0
stat.cakeSlicesEaten,0,0,0,0,1,0,0,49,0,0,0,1,19,0,15,0,5,0,1,0,0,0,0,3,95,0,69,1,0,4,9,0,174,1,0,0,0,0,0
stat.cauldronFilled,0,0,0,0,37,65,0,8,0,0,0,0,127,0,3,0,45,0,29,1,0,0,0,4,2,1,110,43,0,0,4,0,0,0,0,0,0,0,1
stat.cauldronUsed,0,0,0,0,37,53,0,11,0,0,0,0,8,0,6,0,1,0,12,0,0,0,0,0,2,0,18,15,0,0,3,0,0,0,0,0,0,0,0
stat.chestOpened,0,3,4614,0,3262,4772,0,46405,0,928,0,1749,26712,0,11638,40821,30338,0,28115,5738,1,1,0,16579,60969,4983,64582,55637,24,16689,30830,0,42305,15314,0,10,298,141,1109
stat.climbOneCm,0,0,348626,0,483217,357835,22,928812,0,77918,0,93842,1696367,0,1275213,2148696,1966589,0,5687479,679241,0,588,16,1782484,8928768,779639,3572494,10002683,24,426377,5520312,0,2422197,3085794,0,1721,25581,1589,11363
stat.craftItem.minecraft.acacia_boat,0,0,0,0,0,6,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,28,0,0,3,0,0,20,0,2,0,0,0,0,0,0
stat.craftItem.minecraft.acacia_door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,6,18,0,0,0,0,0,33,153,6,0,0,0,0,0,6,0,0,3,0,0
stat.craftItem.minecraft.acacia_fence,0,0,0,0,0,36,0,0,0,0,0,0,0,0,222,117,0,0,0,3,0,0,0,27,12,45,822,225,0,0,3,0,24,0,0,0,0,0,0
stat.craftItem.minecraft.acacia_fence_gate,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,130,57,0,0,2,0,1,3,0,0,0,0,0
stat.craftItem.minecraft.acacia_stairs,0,0,0,0,0,0,0,288,0,0,0,52,4,0,420,24,0,0,0,40,0,0,0,0,336,0,336,12,0,4,0,0,0,32,0,0,0,0,0
stat.craftItem.minecraft.activator_rail,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,12,0,0,0,0,0,0
stat.craftItem.minecraft.anvil,0,0,2,0,3,0,0,61,0,0,0,1,11,0,10,184,4626,0,137,9,0,0,0,10,134,9,173,48,0,16,15,0,253,10,0,0,2,0,0
stat.craftItem.minecraft.armor_stand,0,0,0,0,0,19,0,119,0,0,0,1,6,0,0,57,46,0,401,4,0,0,0,19,21,10,31,568,0,0,0,0,52,1,0,0,0,0,6
stat.craftItem.minecraft.arrow,0,0,0,0,0,0,0,0,0,0,0,0,110,0,20,0,12,0,0,16,0,0,0,0,0,0,4,0,0,0,9,0,24,0,0,0,60,0,0
stat.craftItem.minecraft.baked_potato,0,0,456,0,765,872,0,1077,0,305,0,0,0,0,1841,226,2072,0,314,77,0,0,0,564,0,352,93,2093,0,124,662,0,343,176,0,0,322,0,0
stat.craftItem.minecraft.banner,0,0,0,0,0,8,0,141,0,0,0,0,47,0,51,111,148,0,129,38,0,0,0,220,705,43,1627,383,0,47,87,0,167,1,0,0,0,0,1
stat.craftItem.minecraft.beacon,0,0,0,0,1,1,0,10,0,0,0,0,1,0,2,0,11,0,2,0,0,0,0,2,7,0,21,13,0,2,31,0,13,0,0,0,0,0,0
stat.craftItem.minecraft.bed,0,0,3,0,2,6,0,47,0,0,0,4,2,0,2,43,11,0,9,27,0,0,0,12,19,5,34,31,0,9,10,0,26,4,0,0,1,0,4
stat.craftItem.minecraft.beetroot_soup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.birch_boat,0,0,0,0,2,1,0,13,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,8,5,0,105,152,0,13,31,0,0,8,0,0,0,0,1
stat.craftItem.minecraft.birch_door,0,0,0,0,0,3,0,0,0,0,0,0,255,0,0,0,6,0,6,3,0,0,0,3,3,0,258,0,0,0,18,0,0,9,0,0,3,0,0
stat.craftItem.minecraft.birch_fence,0,0,0,0,78,42,0,48,0,0,0,0,1338,0,15,27,33,0,90,0,0,0,0,0,150,0,972,9,0,6,264,0,87,180,0,0,0,0,0
stat.craftItem.minecraft.birch_fence_gate,0,0,0,0,1,0,0,0,0,0,0,0,68,0,0,0,4,0,0,0,0,0,0,0,30,0,174,140,0,2,75,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.birch_stairs,0,0,0,0,92,56,0,176,0,0,0,68,396,0,4,0,0,0,76,0,0,0,0,404,44,0,716,8,0,4,120,0,40,156,0,0,68,0,0
stat.craftItem.minecraft.black_glazed_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,64,0,0,192,0,0,0,0,0,463,0,0,0,0,0
stat.craftItem.minecraft.blaze_powder,0,0,8,0,16,136,0,168,0,0,0,0,1300,0,6,130,2420,0,206,6,0,0,0,18,2745,12,628,204,0,52,124,0,148,18,0,0,0,0,0
stat.craftItem.minecraft.blue_glazed_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,64,0,0,0,0,0
stat.craftItem.minecraft.boat,0,0,0,0,1,0,0,6,0,0,0,0,1,0,6,5,40,0,1,0,0,0,0,11,61,6,129,8,0,2,28,0,1,7,0,0,4,0,0
stat.craftItem.minecraft.bone_block,0,0,0,0,0,0,0,2892,0,0,0,0,640,0,128,1223,0,0,152,2,0,0,0,9941,2405,304,1540,752,0,1,1931,0,901,414,0,0,0,0,5
stat.craftItem.minecraft.book,0,0,109,0,62,128,0,2638,0,0,0,0,128,0,118,809,157,0,664,18,0,0,0,35,148,98,673,673,0,13,167,0,908,810,0,0,0,0,0
stat.craftItem.minecraft.bookshelf,0,0,0,0,0,0,0,301,0,0,0,0,55,0,18,106,15,0,169,6,0,0,0,11,45,2,175,128,0,21,317,0,178,172,0,0,0,0,0
stat.craftItem.minecraft.bow,0,0,3,0,46,54,0,63,0,8,0,21,235,0,13,300,119,0,61,1,0,0,0,20,137,24,320,217,0,49,48,0,173,97,0,0,0,0,0
stat.craftItem.minecraft.bowl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,16,0,0,4,0,0
stat.craftItem.minecraft.bread,0,0,26,0,13,0,0,402,0,1,0,2,149,0,221,306,36,0,204,1,0,0,0,10,35,13,254,11,1,0,655,0,539,580,0,0,9,0,0
stat.craftItem.minecraft.brewing_stand,0,0,0,0,0,2,0,4,0,0,0,0,11,0,2,0,28,0,10,2,0,0,0,1,21,5,39,61,0,13,7,0,11,5,0,0,0,0,0
stat.craftItem.minecraft.brick,0,0,0,0,0,24,0,196,0,0,0,0,0,0,136,0,438,0,8,32,0,0,0,319,994,14,355,1596,0,152,0,0,4,3,0,0,0,0,64
stat.craftItem.minecraft.brick_block,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,1,0,161,0,0,0,0,3019,564,1,66,131,0,38,0,0,3,0,0,0,0,0,0
stat.craftItem.minecraft.brick_stairs,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,20,252,0,4,8,0,8,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.brown_glazed_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,0,3,128,0,0,0,0,0,114,0,0,0,0,0
stat.craftItem.minecraft.bucket,0,0,2,0,47,4,0,192,0,1,0,2,174,0,10,92,327,0,199,3,0,0,0,58,99,21,573,365,0,35,202,0,133,77,0,0,1,0,0
stat.craftItem.minecraft.cake,0,0,0,0,0,0,0,12,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,0,7,5,0,0,12,0,276,0,0,0,0,0,0
stat.craftItem.minecraft.carpet,0,0,3,0,60,261,0,3249,0,0,0,0,72,0,48,843,4159,0,96,561,0,0,0,300,4827,1428,2850,2490,0,0,501,0,6129,96,0,0,0,0,9
stat.craftItem.minecraft.carrot_on_a_stick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0
stat.craftItem.minecraft.cauldron,0,0,0,0,15,35,0,9,0,0,0,0,137,0,7,0,177,0,18,1,0,0,0,6,7,1,43,46,0,3,2,0,113,0,0,0,0,0,1
stat.craftItem.minecraft.chest,0,0,344,0,184,168,0,2018,0,13,0,133,6830,0,388,2097,2514,0,1911,44,0,0,0,659,4370,154,2160,1053,1,1725,1846,0,3173,327,0,0,8,0,24
stat.craftItem.minecraft.chest_minecart,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,120,0,24,7,0,0,63,0,42,3,0,0,0,0,0
stat.craftItem.minecraft.chorus_fruit_popped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5366,744,0,4,0,0,0,0,0,7170,55,457,1054,0,0,26,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.clay,0,0,0,0,0,0,0,238,0,0,0,0,0,0,1,0,112,0,0,0,0,0,0,64,676,0,74,0,0,0,91,0,0,89,0,0,0,0,0
stat.craftItem.minecraft.clock,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,7,4,0,0,0,0,14,0,2,1,0,0,0,0,0,7,0,0,0,0,0
stat.craftItem.minecraft.coal,0,0,450,0,34,210,0,7294,0,34,0,48,153,0,501,5067,961,0,7170,0,0,0,0,3905,2061,1982,1652,1090,0,2,148,0,2788,2559,0,0,17,0,9
stat.craftItem.minecraft.coal_block,0,0,50,0,27,108,0,2350,0,0,0,74,113,0,242,3543,192,0,6839,11,0,0,0,472,1518,682,1678,555,0,0,214,0,1116,351,0,0,0,0,0
stat.craftItem.minecraft.cobblestone_wall,0,0,0,0,48,0,0,948,0,0,0,192,312,0,72,900,1332,0,1908,336,0,0,0,1878,1986,60,972,1086,0,78,486,0,1152,456,0,0,0,0,12
stat.craftItem.minecraft.comparator,0,0,2,0,10,189,0,82,0,0,0,11,463,0,201,21,316,0,290,5,0,0,0,0,600,9,301,65,0,3,261,0,522,0,0,0,0,0,0
stat.craftItem.minecraft.compass,0,0,0,0,11,0,0,58,0,0,0,0,3,0,2,25,0,0,0,5,0,0,0,2,135,0,113,98,0,0,1,0,22,1,0,0,0,0,0
stat.craftItem.minecraft.concrete_powder,0,0,0,0,0,0,0,14976,0,0,0,0,888,0,120,2568,2640,0,24,0,0,0,0,1024,2968,0,6640,4192,0,0,1816,0,11600,944,0,0,0,0,0
stat.craftItem.minecraft.cooked_beef,0,0,0,0,1041,301,0,1880,0,0,0,0,0,0,15,40,346,0,187,6,0,0,0,0,9,0,103,476,0,644,297,0,109,8439,0,0,27,0,0
stat.craftItem.minecraft.cooked_chicken,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,27,337,0,81,0,0,0,0,0,6,80,7182,34,0,40,86,0,51,85,0,0,18,0,0
stat.craftItem.minecraft.cooked_fish,0,0,0,0,0,5,0,386,0,0,0,0,0,0,1027,0,64,0,0,0,0,0,0,7,2428,0,194,1,0,0,3039,0,119,64,0,0,0,0,0
stat.craftItem.minecraft.cooked_mutton,0,0,0,0,84,26,0,116,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,3,0,0,49,58,0,115,7,0,109,9,0,0,16,0,7
stat.craftItem.minecraft.cooked_porkchop,0,0,0,0,0,0,0,63,0,20,0,0,0,0,12,18,18,0,0,5,0,0,0,0,0,3,101,4,0,576,47,0,288,51,0,0,14,0,6
stat.craftItem.minecraft.cooked_rabbit,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,2,1,0,0,0,0,0
stat.craftItem.minecraft.cookie,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,16,272,0,0,0,0,0,0,0,8,0,48,0,0,0,6,0,2236,0,0,0,0,0,0
stat.craftItem.minecraft.crafting_table,0,0,42,0,29,68,0,147,0,4,0,16,52,0,41,190,83,0,38,12,0,0,0,57,193,38,211,254,3,47,84,0,317,56,0,0,9,0,4
stat.craftItem.minecraft.cyan_glazed_terracotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0
stat.craftItem.minecraft.dark_oak_boat,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,1,167,0,13,31,0,0,0,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.dark_oak_door,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,51,0,0,0,3,0,0,0,24,3,3,168,15,0,0,0,0,60,3,0,0,0,0,6
stat.craftItem.minecraft.dark_oak_fence,0,0,0,0,0,0,0,234,0,0,0,0,459,0,87,873,15,0,0,0,0,0,0,120,18,15,1227,537,0,0,0,0,102,396,0,0,0,0,63
stat.craftItem.minecraft.dark_oak_fence_gate,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,2,14,0,173,12,0,0,0,0,2,32,0,0,0,0,0
stat.craftItem.minecraft.dark_oak_stairs,0,0,84,0,0,0,0,5304,0,0,0,0,12,0,92,1268,0,0,104,20,0,0,0,1988,524,332,1616,2144,0,0,0,0,32,28,0,0,0,0,56
stat.craftItem.minecraft.daylight_detector,0,0,0,0,0,0,0,0,0,0,0,0,2,0,193,2,4,0,0,64,0,0,0,0,142,21,37,29,0,0,1,0,0,0,0,0,0,0,0
stat.craftItem.minecraft.detector_rail,0,0,6,0,0,0,0,0,0,0,0,0,72,0,0,450,366,0,0,36,0,0,0,0,768,0,18,0,0,0,18,0,30,0,0,0,0,0,0
stat.craftItem.minecraft.diamond,0,0,18,0,0,0,0,90,0,9,0,0,513,0,1323,162,135,0,801,0,0,0,0,36,513,0,1400,1053,0,0,1269,0,747,0,0,0,0,0,0
stat.craftItem.minecraft.diamond_axe,0,0,1,0,2,8,0,34,0,1,0,2,7,0,10,16,7,0,2,1,0,0,0,3,6,2,9,1,0,5,6,0,29,3,0,0,1,0,0
stat.craftItem.minecraft.diamond_block,0,0,40,0,0,0,0,10,0,2,0,0,92,0,233,177,112,0,600,5,0,0,0,4,128,1,272,129,0,0,274,0,51,0,0,0,0,0,0
stat.craftItem.minecraft.diamond_boots,0,0,1,0,1,2,0,31,0,0,0,0,9,0,7,11,8,0,5,0,0,0,0,5,5,2,6,14,0,9,4,0,21,0,0,0,0,0,0
stat.craftItem.minecraft.diamond_chestplate,0,0,1,0,0,0,0,26,0,0,0,0,4,0,6,3,2,0,2,0,0,0,0,4,1,0,2,23,0,2,8,0,4,1,0,0,0,0,0
stat.craftItem.minecraft.diamond_helmet,0,0,1,0,0,2,0,26,0,0,0,0,6,0,10,9,6,0,3,0,0,0,0,5,3,0,6,8,0,11,3,0,16,2,0,0,0,0,0
stat.craftItem.minecraft.diamond_hoe,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,0,2,14,0,0,0,0,0
stat.craftItem.minecraft.diamond_leggings,0,0,1,0,1,1,0,23,0,0,0,0,6,0,4,11,7,0,3,0,0,0,0,5,4,0,11,10,0,7,4,0,11,0,0,0,0,0,0
stat.craftItem.minecraft.diamond_pickaxe,0,0,2,0,4,11,0,123,0,6,0,7,25,0,16,17,18,0,7,5,0,0,0,12,6,9,10,9,0,21,13,0,93,12,0,0,5,0,0
stat.craftItem.minecraft.diamond_shovel,0,0,1,0,5,1,0,52,0,0,0,1,16,0,6,15,10,0,6,0,0,0,0,4,3,3,3,5,0,11,10,0,21,15,0,0,1,0,0
stat.craftItem.minecraft.diamond_sword,0,0,1,0,1,7,0,57,0,1,0,2,10,0,12,17,10,0,5,1,0,0,0,7,3,3,4,4,0,16,10,0,32,7,0,0,1,0,0
stat.craftItem.minecraft.dirt,0,0,0,0,128,140,0,13984,0,0,0,0,44,0,256,1736,104,0,0,180,0,0,0,2048,140,0,2000,0,0,4,0,0,7819,84,0,0,24,0,0
stat.craftItem.minecraft.dispenser,0,0,2,0,41,34,0,26,0,0,0,21,221,0,0,121,99,0,49,0,0,0,0,3,53,0,248,81,0,1,19,0,102,45,0,0,0,0,0
stat.craftItem.minecraft.dropper,0,0,4,0,1,84,0,97,0,0,0,3,440,0,0,440,208,0,110,0,0,0,0,2,1896,12,179,54,0,74,358,0,575,3,0,0,0,0,0
stat.craftItem.minecraft.dye,0,0,2039,0,8521,19377,0,63134,0,45,0,2853,13680,0,5233,106521,16774,0,4734,822,0,0,0,92351,130087,5040,86919,45080,6,3944,123086,0,29739,7452,0,0,186,0,99
stat.craftItem.minecraft.emerald,0,0,0,0,0,0,0,20,0,0,0,0,11339,0,68,168,1,0,12,1,0,0,0,0,104,0,4468,5,0,188,8926,0,9530,50,0,0,0,0,0
