Player Name,BadTimeWithScar,BdoubleO100,CamM77,Cub_Cam,Docm77,Etho,EvilXisuma,Firecracker1195,GIGACAM,GeminiTay,GoodTimeWithScar,Grian,HBomb94,HumanCleo,HypnotizdCam,ImpulseCam,InTheLittleWood,Jessassin,Kamalis1,KarinSurfing,Keralis1,LDShadowLady,Maescool,Minerva246,Mumbo,MumboDrone,MumboJumbo,MythicalSausage,OrionSound,PearlescentMoo,PearlescentMoon,Pixlriffs,RentheKing,Renthedog,STEAKFG,ShubbleYT,Skizzleman,Smajor1995,Smallishbeans,SolidarityGaming,Stressmonster101,Stressmonsterin,Tango,TangoCam,Tinfoilchef,TwoMuchGrian,VintageBeef,Watcher_Grian,WelsCam,Welsknight,Xisuma,ZedCam,Zedaph,ZombieCleo,_Jevination_,cubfan135,fWhip,falsesymmetry,gnembon,hypnotizd,iJevin,impulseSV,isGall85,iskall85,joehillssays,joehillssees,kingbdogz,slicedlime,truesymmetry,xBCam,xBCrafted,xisumavoid
minecraft.broken.bow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0
minecraft.broken.brush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.carrot_on_a_stick,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.chainmail_boots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.chainmail_helmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
minecraft.broken.crossbow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_axe,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_boots,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_chestplate,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_helmet,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_leggings,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.diamond_pickaxe,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0
minecraft.broken.diamond_shovel,0,0,0,0,4,1,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,6,0,0,0,7,0,0,0,0,0,2,0
minecraft.broken.fishing_rod,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,7,0,2,0,1,2,8,0,0,0,0,0,0,0,0,0,0
minecraft.broken.flint_and_steel,0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,4,0,0,8,0,110,0,0,0,1,13,1,0,0,2,0,0,0,0,0,0,0
minecraft.broken.golden_axe,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0
minecraft.broken.golden_boots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.golden_chestplate,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
minecraft.broken.golden_helmet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
minecraft.broken.golden_hoe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0
minecraft.broken.golden_leggings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
minecraft.broken.golden_pickaxe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,4,0
minecraft.broken.golden_shovel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
minecraft.broken.golden_sword,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.iron_axe,0,9,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,2,0,0,10,0,3,0,0,0,5,0,0,1,3,0,3,0,0,1,0,14,0,5,4,13,0,9,0,0,0,0,0,0,0,0
minecraft.broken.iron_boots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.iron_chestplate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.iron_helmet,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
minecraft.broken.iron_hoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.iron_leggings,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
minecraft.broken.iron_pickaxe,0,11,0,0,5,1,0,0,0,18,0,3,0,0,0,0,0,0,0,0,10,0,0,0,13,0,13,0,0,0,15,1,0,6,0,3,0,0,0,0,8,0,11,0,3,0,5,0,0,7,8,0,7,2,0,2,0,18,0,17,7,10,0,13,2,0,0,0,0,0,14,0
minecraft.broken.iron_shovel,0,18,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,1,4,1,0,8,0,0,2,0,1,0,0,0,0,6,0,17,0,0,0,2,0,0,0,36,0,5,12,0,0,0,11,0,2,4,83,0,15,12,0,0,0,0,0,0,0
minecraft.broken.iron_sword,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,4,1,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0,0,1,0
minecraft.broken.leather_boots,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
minecraft.broken.leather_helmet,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
minecraft.broken.netherite_boots,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.netherite_chestplate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.netherite_helmet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.netherite_leggings,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.netherite_pickaxe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
minecraft.broken.netherite_shovel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
minecraft.broken.shears,0,30,0,0,6,29,0,0,0,9,16,20,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,0,0,2,0,46,4,0,0,0,0,0,0,10,0,5,0,0,0,26,0,0,0,33,0,4,27,0,17,0,44,0,3,21,2,0,5,51,0,0,0,0,0,4,0
minecraft.broken.shield,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,4,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
minecraft.broken.stone_axe,0,2,0,0,2,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,2,0,0,0,1,0,0,0,12,0,0,2,4,0,1,0,0,0,0,0,0,0,0
minecraft.broken.stone_hoe,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0
minecraft.broken.stone_pickaxe,0,8,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,28,0,0,0,0,1,0,0,3,13,0,0,0,2,0,2,0,0,0,4,3,0,0,0,0,0,1,0
minecraft.broken.stone_shovel,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,96,0,0,0,0,0,4,0,0,2,0,4,0,3,0,3,0,1,2,0,0,0,0,0,0,0
minecraft.broken.stone_sword,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_axe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.broken.wooden_hoe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
minecraft.broken.wooden_shovel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0
minecraft.broken.wooden_sword,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_boat,0,0,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,12,0,19,0,0,5,1,0,0,1,0,0,0,0,0,0,0
minecraft.crafted.acacia_button,0,21,0,0,40,64,0,0,0,0,48,3,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,36,0,1,1,0,0,0,0,0,0,29,0,0,0,0,0,8,0,0,0,16,0,5,0,0,1,0,7,0,0,3,1,0,36,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_chest_boat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_door,0,0,0,0,195,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,6,0,0,0,3,0,15,0,0,0,0,0,0,54,0
minecraft.crafted.acacia_fence,0,24,0,0,195,0,0,0,0,0,105,9,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,171,0,0,117,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,129,0,18,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_fence_gate,0,13,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_hanging_sign,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_planks,0,1048,0,0,8664,2400,0,0,0,552,3308,1464,0,0,0,0,0,0,0,0,8072,0,0,0,16,0,16,208,0,0,18136,0,4,8544,0,0,0,128,0,0,172,0,568,0,0,0,60,0,0,0,3152,0,256,0,0,1724,0,1924,0,0,4027,1536,0,72,96,0,0,0,0,0,392,0
minecraft.crafted.acacia_pressure_plate,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_sign,0,6,0,0,9,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,9,0,0,222,0,3,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,54,0,3,0,0,18,0,27,0,0,234,9,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_slab,0,12,0,0,18,24,0,0,0,18,462,288,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,30,0,0,420,0,12,30,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,96,0,48,0,0,42,0,36,0,0,144,36,0,0,0,0,0,0,0,0,84,0
minecraft.crafted.acacia_stairs,0,4,0,0,8,0,0,0,0,0,296,12,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,228,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,12,0,0,24,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_trapdoor,0,296,0,0,2590,672,0,0,0,0,408,180,0,0,0,0,0,0,0,0,1156,0,0,0,0,0,0,26,0,0,690,0,0,2620,0,0,0,0,0,0,0,0,72,0,0,0,12,0,0,0,606,0,6,0,0,276,0,332,0,0,28,364,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.acacia_wood,0,63,0,0,549,759,0,0,0,0,2664,1224,0,0,0,0,0,0,0,0,876,0,0,0,0,0,0,57,0,0,447,0,0,6,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,21,0,6,0,0,9,0,15,0,0,0,276,0,0,9,0,0,0,0,0,12,0
minecraft.crafted.activator_rail,0,0,0,0,390,18,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,132,0,0,0,0,12,0,0,0,0,18,174,0,0,0,0,0,0,0,0,24,0
minecraft.crafted.air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.amethyst_block,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,128,0,0,0,0,0,0,352,0,744,0,0,0,0,0,0,0,64,0,0,0,0,948,0,64,0,283,1908,151,0,16,685,0,0,0,0,0,0,0
minecraft.crafted.andesite,0,0,0,0,1538,2354,0,0,0,0,0,256,0,0,0,0,0,0,0,0,3680,0,0,0,0,0,0,0,0,0,1920,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,1860,0,380,0,0,0,808,0,0,6410,0,0,0,0,0,0,0
minecraft.crafted.andesite_slab,0,2,0,0,82,0,0,0,0,0,486,198,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1276,0,0,0,20,0,0,0,28,0,2,4326,0,198,0,36,0,0,84,132,0,150,32,0,0,0,0,0,28,0
minecraft.crafted.andesite_stairs,0,0,0,0,92,0,0,0,0,0,204,82,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,236,0,4,0,0,0,0,0,2,0,1,64,0,61,0,128,0,0,20,0,0,0,8,0,0,0,0,0,31,0
minecraft.crafted.andesite_wall,0,0,0,0,106,0,0,0,0,2,990,240,0,0,0,0,0,0,0,0,1513,0,0,0,0,0,0,36,0,0,86,0,0,0,0,0,0,0,0,0,0,0,1769,0,0,0,0,0,0,0,8,0,1,0,0,112,0,318,0,0,6,384,0,0,6,0,0,0,0,0,24,0
minecraft.crafted.anvil,0,26,0,0,219,365,0,0,0,26,127,30,0,0,0,0,0,0,0,0,227,0,0,0,4,0,0,2,0,0,219,0,142,146,0,0,0,1,0,0,210,0,210,0,0,0,65,1,0,2,119,0,25,36,0,568,0,1000,0,10,447,168,0,30,60,0,0,0,0,0,54,0
minecraft.crafted.apple,0,0,0,0,0,1000,0,0,0,0,0,64,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,128,256,0,104,0,0,0,0,0,0,0,0
minecraft.crafted.armor_stand,0,52,0,0,38,34,0,0,0,44,258,6,0,0,0,0,0,0,0,0,27,0,0,0,2,0,0,0,0,0,37,13,33,30,0,0,0,2,2,0,0,0,175,0,0,0,98,0,0,0,181,0,186,1423,0,77,0,43,0,64,201,53,0,2,23,0,0,0,0,0,9,0
minecraft.crafted.arrow,0,0,0,0,28,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,4384,0,736,0,0,0,224,0,0,0,0,0,0,256,0,420,0,0,0,24,392,3276,0,1152,20,0,0,0,0,0,16,0
minecraft.crafted.baked_potato,0,0,0,0,15,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,4,0,0,0,64,0,64,0,0,0,206,0,0,0,0,0,0,0,0,0,287,0,128,0,0,0,1230,0,0,590,251,0,0,291,0,4,0,112,0,0,61,371,0,367,1181,0,0,0,0,0,493,0
minecraft.crafted.bamboo_block,0,125,0,0,4189,384,0,0,0,0,2299,530,0,0,0,0,0,0,0,0,2386,0,0,0,3298,0,0,0,0,0,261,0,0,183,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,417,0,38,0,0,2587,0,64,0,1,0,298,0,64,88,0,0,0,0,0,96,0
minecraft.crafted.bamboo_button,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.bamboo_chest_raft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.bamboo_door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.bamboo_fence,0,0,0,0,0,0,0,0,0,0,1392,0,0,0,0,0,0,0,0,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minecraft.crafted.bamboo_fence_gate,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
