stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #2, 21899221(20%)
minecraft.custom.time_since_death: #2, 21899221(19%)
minecraft.custom.total_world_time: #27, 21899221(1%)
minecraft.custom.play_time: #27, 21899221(1%)
minecraft.custom.fly_one_cm: #28, 21968737(1%)
minecraft.custom.leave_game: #29, 127(0%)
minecraft.custom.walk_on_water_one_cm: #31, 55354(0%)
minecraft.custom.sneak_time: #32, 25221(0%)
minecraft.custom.walk_under_water_one_cm: #42, 75222(0%)
