stat, rank, value, (percentage) 
minecraft.picked_up.spruce_boat: #14, 14(2%)
minecraft.picked_up.cyan_shulker_box: #14, 86(2%)
minecraft.mined.cyan_shulker_box: #14, 85(2%)
minecraft.used.cyan_shulker_box: #14, 92(2%)
minecraft.killed.squid: #14, 135(2%)
minecraft.picked_up.emerald: #14, 849(2%)
minecraft.dropped.diamond_block: #14, 35(2%)
minecraft.crafted.netherite_ingot: #14, 8(2%)
minecraft.picked_up.diamond_hoe: #14, 4(2%)
minecraft.used.lectern: #14, 146(2%)
minecraft.dropped.deepslate: #14, 637(2%)
minecraft.picked_up.ink_sac: #14, 499(2%)
minecraft.picked_up.iron_ingot: #14, 2189(2%)
minecraft.custom.player_kills: #14, 19(2%)
minecraft.crafted.diamond_helmet: #14, 2(2%)
minecraft.crafted.diamond_leggings: #14, 2(2%)
minecraft.used.cobbled_deepslate: #14, 1715(2%)
minecraft.crafted.ender_chest: #14, 20(2%)
minecraft.picked_up.cyan_terracotta: #14, 186(2%)
minecraft.crafted.spruce_fence: #14, 348(2%)
minecraft.used.deepslate_redstone_ore: #14, 242(2%)
minecraft.crafted.lapis_lazuli: #14, 351(2%)
minecraft.used.deepslate: #14, 1217(2%)
minecraft.mined.tripwire: #14, 25(1%)
minecraft.picked_up.lapis_lazuli: #14, 1553(1%)
minecraft.picked_up.white_banner: #14, 39(1%)
minecraft.dropped.carrot: #14, 414(1%)
minecraft.dropped.iron_sword: #14, 4(1%)
minecraft.mined.oak_button: #14, 3(1%)
minecraft.mined.big_dripleaf_stem: #14, 3(2%)
minecraft.crafted.blue_dye: #14, 495(1%)
minecraft.dropped.bread: #14, 186(1%)
minecraft.crafted.lapis_block: #14, 122(1%)
minecraft.mined.cobbled_deepslate_slab: #14, 35(1%)
minecraft.custom.minecart_one_cm: #14, 1222632(1%)
minecraft.used.lime_dye: #14, 2(1%)
minecraft.used.mangrove_door: #14, 2(1%)
minecraft.dropped.iron_ore: #14, 22(1%)
minecraft.custom.aviate_one_cm: #15, 511111830(3%)
minecraft.picked_up.gray_carpet: #14, 50(1%)
minecraft.used.brown_dye: #14, 3(1%)
minecraft.picked_up.cobblestone_slab: #14, 53(1%)
minecraft.used.green_concrete_powder: #14, 101(1%)
minecraft.picked_up.deepslate_diamond_ore: #14, 224(1%)
minecraft.crafted.spruce_fence_gate: #14, 49(1%)
minecraft.custom.bell_ring: #14, 8(1%)
minecraft.picked_up.clock: #14, 1(1%)
minecraft.crafted.emerald_block: #14, 242(1%)
minecraft.picked_up.pale_oak_planks: #14, 15(1%)
minecraft.custom.interact_with_cartography_table: #14, 5(1%)
minecraft.used.melon_slice: #14, 32(1%)
minecraft.picked_up.black_stained_glass: #14, 46(1%)
minecraft.mined.white_banner: #14, 1(1%)
minecraft.crafted.raw_iron_block: #14, 41(1%)
minecraft.crafted.leather_helmet: #14, 2(1%)
minecraft.crafted.purple_dye: #14, 108(1%)
minecraft.used.spruce_pressure_plate: #14, 3(1%)
minecraft.dropped.smooth_stone_slab: #14, 31(1%)
minecraft.dropped.cornflower: #14, 7(1%)
minecraft.picked_up.cactus: #14, 274(1%)
minecraft.picked_up.poppy: #14, 281(1%)
minecraft.picked_up.brown_carpet: #14, 13(1%)
minecraft.dropped.stone_button: #14, 6(1%)
minecraft.crafted.mangrove_sign: #14, 9(1%)
minecraft.used.cornflower: #14, 1(1%)
minecraft.picked_up.big_dripleaf: #14, 24(1%)
minecraft.used.heavy_weighted_pressure_plate: #14, 2(1%)
minecraft.used.spore_blossom: #14, 2(1%)
minecraft.killed.hoglin: #14, 1(1%)
minecraft.dropped.spruce_trapdoor: #14, 11(0%)
minecraft.mined.packed_ice: #14, 954(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #14, 2(0%)
minecraft.picked_up.jungle_sign: #14, 2(0%)
minecraft.picked_up.weeping_vines: #14, 22(0%)
minecraft.crafted.cobbled_deepslate_stairs: #14, 19(0%)
minecraft.used.orange_carpet: #14, 9(0%)
minecraft.mined.infested_deepslate: #14, 1(1%)
minecraft.dropped.polished_andesite: #14, 5(0%)
minecraft.used.emerald_block: #14, 29(0%)
minecraft.dropped.acacia_trapdoor: #14, 2(0%)
minecraft.used.yellow_carpet: #14, 16(0%)
minecraft.picked_up.blackstone_stairs: #14, 1(0%)
minecraft.picked_up.purple_dye: #14, 6(0%)
minecraft.used.gold_nugget: #14, 5(0%)
minecraft.picked_up.green_concrete_powder: #14, 4(0%)
minecraft.crafted.orange_wool: #14, 9(0%)
minecraft.crafted.cyan_concrete_powder: #14, 40(0%)
minecraft.crafted.deepslate_tile_slab: #14, 8(0%)
minecraft.crafted.cooked_mutton: #14, 9(0%)
minecraft.dropped.emerald: #14, 89(0%)
minecraft.picked_up.weathered_copper_trapdoor: #14, 4(0%)
minecraft.killed.silverfish: #14, 202(0%)
minecraft.mined.deepslate_brick_stairs: #14, 11(0%)
minecraft.dropped.spruce_leaves: #14, 15(0%)
minecraft.crafted.cherry_wood: #14, 3(0%)
minecraft.used.powder_snow_bucket: #14, 7(0%)
minecraft.mined.blue_concrete: #14, 6(0%)
minecraft.used.cooked_cod: #14, 9(0%)
minecraft.picked_up.blue_concrete: #14, 6(0%)
minecraft.picked_up.stone_pressure_plate: #14, 4(0%)
minecraft.crafted.pale_oak_slab: #14, 6(0%)
minecraft.picked_up.prismarine_bricks: #14, 36(0%)
minecraft.used.light_blue_terracotta: #14, 16(0%)
minecraft.picked_up.blackstone_slab: #14, 2(0%)
minecraft.crafted.cyan_wool: #14, 3(0%)
minecraft.crafted.waxed_oxidized_cut_copper_stairs: #14, 1(0%)
minecraft.dropped.beetroot: #14, 25(0%)
minecraft.mined.cherry_planks: #14, 1(0%)
minecraft.mined.stripped_mangrove_wood: #14, 1(0%)
minecraft.picked_up.stripped_mangrove_wood: #14, 1(0%)
minecraft.used.polished_blackstone_bricks: #14, 6(0%)
minecraft.dropped.birch_leaves: #14, 4(0%)
minecraft.dropped.glow_ink_sac: #14, 1(0%)
minecraft.used.blue_concrete_powder: #14, 5(0%)
minecraft.dropped.light_gray_concrete_powder: #14, 2(0%)
minecraft.dropped.porkchop: #14, 14(0%)
minecraft.used.stripped_mangrove_log: #14, 9(0%)
minecraft.mined.sculk_catalyst: #14, 1(0%)
minecraft.picked_up.dead_brain_coral_block: #14, 1(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #14, 4(0%)
minecraft.dropped.red_terracotta: #14, 1(0%)
minecraft.crafted.quartz_slab: #14, 2(0%)
minecraft.dropped.white_concrete: #14, 1(0%)
minecraft.picked_up.pink_concrete: #14, 5(0%)
minecraft.crafted.yellow_wool: #14, 3(0%)
minecraft.crafted.spruce_button: #14, 15(0%)
minecraft.used.sculk: #14, 15(0%)
minecraft.used.pale_oak_fence: #14, 1(0%)
minecraft.used.warped_fungus: #14, 1(0%)
minecraft.dropped.honeycomb: #14, 1(0%)
minecraft.killed.zombified_piglin: #14, 38(0%)
minecraft.picked_up.leather_leggings: #15, 15(3%)
minecraft.mined.nether_quartz_ore: #15, 1495(3%)
minecraft.custom.talked_to_villager: #15, 1667(3%)
minecraft.custom.boat_one_cm: #15, 3100276(3%)
minecraft.picked_up.diamond_boots: #15, 24(2%)
minecraft.mined.netherrack: #15, 11295(3%)
minecraft.used.bow: #15, 2076(2%)
minecraft.picked_up.rotten_flesh: #15, 3109(2%)
minecraft.used.spruce_sign: #15, 141(2%)
minecraft.mined.spruce_slab: #15, 222(2%)
minecraft.crafted.dark_oak_planks: #15, 3376(2%)
minecraft.mined.player_head: #15, 63(2%)
minecraft.dropped.diamond_boots: #15, 4(2%)
minecraft.picked_up.paper: #15, 171(2%)
minecraft.picked_up.coal_ore: #15, 1388(2%)
minecraft.picked_up.melon_seeds: #15, 24(2%)
minecraft.mined.lightning_rod: #15, 27(2%)
minecraft.used.glass_bottle: #15, 694(1%)
minecraft.mined.deepslate_iron_ore: #15, 288(1%)
minecraft.picked_up.polished_deepslate: #15, 85(1%)
minecraft.custom.walk_under_water_one_cm: #16, 8007008(3%)
minecraft.mined.leaf_litter: #15, 27(2%)
minecraft.killed.phantom: #15, 17(1%)
minecraft.dropped.spruce_planks: #15, 49(1%)
minecraft.used.diamond_hoe: #15, 7892(1%)
minecraft.picked_up.feather: #15, 151(1%)
minecraft.picked_up.lightning_rod: #15, 27(1%)
minecraft.dropped.terracotta: #15, 22(1%)
minecraft.picked_up.spyglass: #15, 2(1%)
minecraft.picked_up.saddle: #15, 8(1%)
minecraft.used.diamond_boots: #15, 4(1%)
minecraft.picked_up.andesite_slab: #15, 23(1%)
minecraft.dropped.stone_pickaxe: #15, 1(1%)
minecraft.picked_up.muddy_mangrove_roots: #15, 175(1%)
minecraft.used.leather_boots: #15, 2(1%)
minecraft.crafted.black_concrete_powder: #15, 672(1%)
minecraft.picked_up.book: #15, 95(1%)
minecraft.mined.polished_deepslate_wall: #15, 9(1%)
minecraft.mined.gray_carpet: #15, 22(1%)
minecraft.picked_up.light_gray_stained_glass: #15, 17(1%)
minecraft.killed.piglin: #15, 9(1%)
minecraft.mined.bookshelf: #15, 29(1%)
minecraft.picked_up.warped_wart_block: #15, 198(1%)
minecraft.mined.light_gray_stained_glass: #15, 15(1%)
minecraft.killed.sheep: #15, 28(1%)
minecraft.used.dandelion: #15, 6(1%)
minecraft.dropped.wooden_sword: #15, 1(1%)
minecraft.used.paper: #15, 4(1%)
minecraft.used.cobbled_deepslate_slab: #15, 129(1%)
minecraft.picked_up.cobbled_deepslate_slab: #15, 41(1%)
minecraft.crafted.bone_block: #15, 358(1%)
minecraft.used.cooked_salmon: #15, 25(1%)
minecraft.picked_up.lectern: #15, 33(1%)
minecraft.picked_up.packed_ice: #15, 937(0%)
minecraft.used.diamond_helmet: #15, 1(1%)
minecraft.dropped.cooked_chicken: #15, 18(0%)
minecraft.dropped.smooth_basalt: #15, 4(1%)
minecraft.crafted.brown_wool: #15, 16(1%)
minecraft.mined.cyan_wool: #15, 11(1%)
minecraft.mined.mossy_cobblestone_slab: #15, 1(1%)
minecraft.used.green_banner: #15, 1(1%)
minecraft.mined.weeping_vines: #15, 4(1%)
minecraft.mined.red_sand: #15, 626(0%)
minecraft.used.cod: #15, 1(0%)
minecraft.dropped.gold_ingot: #15, 32(0%)
minecraft.picked_up.bowl: #15, 2(0%)
minecraft.used.cooked_chicken: #15, 19(0%)
minecraft.used.cooked_porkchop: #15, 47(0%)
minecraft.mined.stripped_pale_oak_log: #15, 11(0%)
minecraft.mined.copper_bulb: #15, 1(0%)
minecraft.dropped.lily_pad: #15, 1(0%)
minecraft.dropped.orange_tulip: #15, 2(0%)
minecraft.picked_up.stripped_dark_oak_wood: #15, 5(0%)
minecraft.crafted.deepslate_brick_slab: #15, 14(0%)
minecraft.mined.stripped_dark_oak_wood: #15, 5(0%)
minecraft.used.jungle_fence_gate: #15, 2(0%)
minecraft.mined.verdant_froglight: #15, 14(0%)
minecraft.mined.cyan_carpet: #15, 1(0%)
minecraft.mined.spruce_button: #15, 2(0%)
minecraft.crafted.polished_deepslate_wall: #15, 1(0%)
minecraft.dropped.cut_sandstone: #15, 1(0%)
minecraft.mined.gray_bed: #15, 1(0%)
minecraft.dropped.snow_block: #15, 3(0%)
minecraft.used.firework_rocket: #16, 17473(3%)
minecraft.used.stripped_pale_oak_log: #15, 2(0%)
minecraft.crafted.quartz_pillar: #15, 1(0%)
minecraft.crafted.pale_oak_fence: #15, 3(0%)
minecraft.picked_up.black_terracotta: #15, 1(0%)
minecraft.custom.swim_one_cm: #16, 3552890(2%)
minecraft.picked_up.leather_boots: #16, 14(2%)
minecraft.picked_up.glow_ink_sac: #16, 105(2%)
minecraft.picked_up.spruce_slab: #16, 299(2%)
minecraft.mined.cornflower: #16, 34(2%)
minecraft.picked_up.rose_bush: #16, 156(1%)
minecraft.picked_up.filled_map: #16, 270(1%)
minecraft.used.snowball: #16, 80(1%)
minecraft.mined.deepslate_redstone_ore: #16, 757(1%)
minecraft.mined.glass: #16, 307(1%)
minecraft.picked_up.leather: #16, 498(1%)
minecraft.crafted.dark_oak_trapdoor: #16, 164(1%)
minecraft.dropped.water_bucket: #16, 6(1%)
minecraft.killed.cow: #16, 142(1%)
minecraft.used.black_concrete_powder: #16, 685(1%)
minecraft.crafted.white_bed: #16, 6(1%)
minecraft.dropped.lapis_lazuli: #16, 43(1%)
minecraft.dropped.writable_book: #16, 3(1%)
minecraft.killed.stray: #16, 26(1%)
minecraft.crafted.light_blue_dye: #16, 160(1%)
minecraft.mined.oak_sapling: #16, 3(1%)
minecraft.mined.lectern: #16, 32(1%)
minecraft.custom.time_since_rest: #16, 218698(0%)
minecraft.mined.sea_lantern: #16, 7(1%)
minecraft.picked_up.mutton: #16, 60(0%)
minecraft.picked_up.lava_bucket: #16, 3(0%)
minecraft.used.white_terracotta: #16, 44(0%)
minecraft.mined.gold_block: #16, 24(0%)
minecraft.dropped.melon_slice: #16, 81(0%)
minecraft.used.smooth_quartz: #16, 162(0%)
minecraft.dropped.salmon: #16, 4(0%)
minecraft.mined.stripped_mangrove_log: #16, 32(0%)
minecraft.used.cyan_concrete_powder: #16, 25(0%)
minecraft.picked_up.spruce_hanging_sign: #16, 1(0%)
minecraft.used.polished_blackstone_button: #16, 4(0%)
minecraft.crafted.polished_deepslate_stairs: #16, 4(0%)
minecraft.mined.light_gray_terracotta: #16, 60(0%)
minecraft.crafted.cobbled_deepslate_slab: #16, 26(0%)
minecraft.crafted.green_banner: #16, 1(0%)
minecraft.used.ice: #16, 59(0%)
minecraft.crafted.red_sandstone: #16, 80(0%)
minecraft.crafted.polished_deepslate_slab: #16, 8(0%)
minecraft.used.deepslate_iron_ore: #16, 9(0%)
minecraft.picked_up.light_blue_stained_glass: #16, 12(0%)
minecraft.crafted.deepslate_brick_stairs: #16, 8(0%)
minecraft.picked_up.mossy_cobblestone_slab: #16, 1(0%)
minecraft.crafted.andesite_wall: #16, 5(0%)
minecraft.used.stripped_dark_oak_wood: #16, 4(0%)
minecraft.crafted.warped_stairs: #16, 4(0%)
minecraft.used.crimson_nylium: #16, 4(0%)
minecraft.picked_up.beetroot: #16, 28(0%)
minecraft.picked_up.ice: #16, 187(0%)
minecraft.mined.ice: #16, 232(0%)
minecraft.crafted.oak_wood: #16, 9(0%)
minecraft.dropped.poppy: #16, 34(0%)
minecraft.dropped.short_grass: #16, 2(0%)
minecraft.dropped.slime_block: #16, 2(0%)
minecraft.used.oak_wood: #16, 4(0%)
minecraft.used.lime_concrete_powder: #16, 5(0%)
minecraft.dropped.yellow_wool: #16, 1(0%)
minecraft.used.cherry_planks: #16, 1(0%)
minecraft.picked_up.blue_ice: #16, 1(0%)
minecraft.mined.blue_ice: #16, 1(0%)
minecraft.custom.sleep_in_bed: #17, 1032(2%)
minecraft.crafted.diamond_pickaxe: #17, 6(2%)
minecraft.mined.farmland: #17, 77(2%)
minecraft.used.spruce_door: #17, 7(2%)
minecraft.picked_up.enchanted_book: #17, 19(1%)
minecraft.picked_up.spruce_door: #17, 3(1%)
minecraft.crafted.diamond_chestplate: #17, 1(1%)
minecraft.crafted.jukebox: #17, 3(1%)
minecraft.mined.spruce_sapling: #17, 6(1%)
minecraft.picked_up.leaf_litter: #17, 49(1%)
minecraft.used.gunpowder: #17, 5(1%)
minecraft.dropped.oak_boat: #17, 2(1%)
minecraft.dropped.ink_sac: #17, 7(1%)
minecraft.picked_up.name_tag: #17, 7(1%)
minecraft.dropped.egg: #17, 40(1%)
minecraft.dropped.filled_map: #17, 19(1%)
minecraft.killed.chicken: #17, 34(1%)
minecraft.dropped.oak_fence: #17, 3(1%)
minecraft.dropped.copper_ore: #17, 14(1%)
minecraft.used.air: #17, 237(0%)
minecraft.dropped.stone_bricks: #17, 25(1%)
minecraft.used.deepslate_bricks: #17, 191(1%)
minecraft.used.oak_leaves: #17, 495(0%)
minecraft.mined.light_gray_carpet: #17, 5(0%)
minecraft.picked_up.light_gray_concrete: #17, 46(0%)
minecraft.used.warped_nylium: #17, 17(0%)
minecraft.mined.smooth_quartz: #17, 46(0%)
minecraft.picked_up.clay: #17, 91(0%)
minecraft.mined.beetroots: #17, 14(0%)
minecraft.used.shroomlight: #17, 10(0%)
minecraft.picked_up.stripped_mangrove_log: #17, 32(0%)
minecraft.crafted.cooked_salmon: #17, 15(0%)
minecraft.custom.open_chest: #18, 23529(3%)
minecraft.used.beetroot_seeds: #17, 15(0%)
minecraft.picked_up.stripped_pale_oak_log: #17, 10(0%)
minecraft.mined.tnt: #17, 6(0%)
minecraft.used.red_dye: #17, 1(0%)
minecraft.picked_up.light_gray_terracotta: #17, 55(0%)
minecraft.used.wooden_sword: #17, 5(0%)
minecraft.dropped.cooked_cod: #17, 5(0%)
minecraft.picked_up.copper_bulb: #17, 1(0%)
minecraft.crafted.cooked_chicken: #17, 3(0%)
minecraft.picked_up.dark_oak_sign: #17, 1(0%)
minecraft.dropped.honey_bottle: #17, 1(0%)
minecraft.picked_up.spruce_button: #17, 6(0%)
minecraft.mined.emerald_block: #17, 9(0%)
minecraft.used.green_dye: #17, 2(0%)
minecraft.crafted.warped_trapdoor: #17, 2(0%)
minecraft.crafted.raw_gold_block: #17, 3(0%)
minecraft.picked_up.cherry_planks: #17, 1(0%)
minecraft.used.cyan_carpet: #17, 1(0%)
minecraft.picked_up.lapis_block: #17, 2(0%)
minecraft.crafted.lime_concrete_powder: #17, 8(0%)
minecraft.mined.stripped_oak_wood: #17, 1(0%)
minecraft.picked_up.stripped_oak_wood: #17, 1(0%)
minecraft.used.amethyst_block: #17, 1(0%)
minecraft.used.purple_stained_glass: #17, 1(0%)
minecraft.mined.spruce_log: #18, 4346(2%)
minecraft.dropped.white_bed: #18, 2(1%)
minecraft.mined.spruce_door: #18, 2(1%)
minecraft.killed.salmon: #18, 34(1%)
minecraft.picked_up.writable_book: #18, 7(1%)
minecraft.used.potion: #18, 408(1%)
minecraft.used.dark_oak_fence: #18, 80(1%)
minecraft.custom.horse_one_cm: #18, 6713936(1%)
minecraft.picked_up.warped_stem: #18, 182(1%)
minecraft.picked_up.cooked_porkchop: #18, 116(1%)
minecraft.dropped.bundle: #18, 1(1%)
minecraft.dropped.name_tag: #18, 2(1%)
minecraft.mined.deepslate_diamond_ore: #18, 304(0%)
minecraft.picked_up.cooked_cod: #18, 25(0%)
minecraft.used.diamond_leggings: #18, 1(0%)
minecraft.picked_up.magenta_dye: #18, 4(0%)
minecraft.mined.light_gray_concrete: #18, 47(0%)
minecraft.mined.tuff_slab: #18, 3(0%)
minecraft.mined.cherry_leaves: #18, 142(0%)
minecraft.picked_up.beetroot_seeds: #18, 92(0%)
minecraft.mined.deepslate_bricks: #18, 31(0%)
minecraft.picked_up.cornflower: #18, 52(0%)
minecraft.dropped.cooked_salmon: #18, 3(0%)
minecraft.picked_up.light_blue_terracotta: #18, 9(0%)
minecraft.picked_up.sea_lantern: #18, 5(0%)
minecraft.picked_up.netherite_shovel: #18, 1(0%)
minecraft.picked_up.cherry_leaves: #18, 82(0%)
minecraft.dropped.lever: #18, 4(0%)
minecraft.dropped.peony: #18, 1(0%)
minecraft.picked_up.emerald_block: #18, 24(0%)
minecraft.mined.crimson_fungus: #18, 2(0%)
minecraft.dropped.green_dye: #18, 7(0%)
minecraft.used.sea_lantern: #18, 11(0%)
minecraft.custom.interact_with_smoker: #18, 4(0%)
minecraft.crafted.polished_blackstone_button: #18, 3(0%)
minecraft.picked_up.bookshelf: #18, 2(0%)
minecraft.picked_up.pitcher_pod: #18, 2(0%)
minecraft.picked_up.verdant_froglight: #18, 43(0%)
minecraft.crafted.dark_oak_fence_gate: #18, 1(0%)
minecraft.crafted.glow_item_frame: #18, 2(0%)
minecraft.used.light_blue_stained_glass: #18, 12(0%)
minecraft.mined.lily_pad: #18, 1(0%)
minecraft.picked_up.twisting_vines: #18, 1(0%)
minecraft.custom.fly_one_cm: #19, 44352270(2%)
minecraft.crafted.spruce_planks: #19, 15220(2%)
minecraft.crafted.emerald: #19, 9109(2%)
minecraft.dropped.diamond_sword: #19, 4(2%)
minecraft.used.grass_block: #19, 3993(1%)
minecraft.picked_up.phantom_membrane: #19, 16(1%)
minecraft.mined.spruce_fence: #19, 33(1%)
minecraft.dropped.grass_block: #19, 290(1%)
minecraft.used.bundle: #19, 7(1%)
minecraft.picked_up.tripwire_hook: #19, 4(1%)
minecraft.dropped.bucket: #19, 10(0%)
minecraft.crafted.iron_shovel: #19, 2(0%)
minecraft.picked_up.light_gray_carpet: #19, 5(0%)
minecraft.used.light_gray_concrete: #19, 26(0%)
minecraft.crafted.red_dye: #19, 128(0%)
minecraft.dropped.kelp: #19, 37(0%)
minecraft.crafted.andesite_slab: #19, 14(0%)
minecraft.used.tnt: #19, 27(0%)
minecraft.dropped.acacia_log: #19, 1(0%)
minecraft.dropped.beetroot_seeds: #19, 28(0%)
minecraft.mined.light_blue_terracotta: #19, 2(0%)
minecraft.dropped.brick: #19, 5(0%)
minecraft.crafted.red_wool: #19, 5(0%)
minecraft.mined.crimson_roots: #19, 3(0%)
minecraft.mined.yellow_concrete: #19, 16(0%)
minecraft.dropped.white_wool: #19, 3(0%)
minecraft.picked_up.cooked_mutton: #19, 2(0%)
minecraft.used.player_head: #20, 99(2%)
minecraft.picked_up.spruce_log: #20, 4346(2%)
minecraft.custom.interact_with_smithing_table: #20, 23(2%)
minecraft.crafted.diamond_shovel: #20, 3(1%)
minecraft.picked_up.cooked_beef: #20, 176(1%)
minecraft.dropped.diamond_helmet: #20, 1(1%)
minecraft.custom.interact_with_blast_furnace: #20, 24(0%)
minecraft.picked_up.spruce_fence: #20, 27(0%)
minecraft.picked_up.birch_button: #20, 1(0%)
minecraft.used.coal_ore: #20, 199(0%)
minecraft.used.iron_ore: #20, 33(0%)
minecraft.used.rotten_flesh: #20, 6(0%)
minecraft.picked_up.warped_nylium: #20, 19(0%)
minecraft.mined.warped_nylium: #20, 15(0%)
minecraft.crafted.light_gray_concrete_powder: #20, 48(0%)
minecraft.dropped.yellow_dye: #20, 1(0%)
minecraft.picked_up.tuff_slab: #20, 2(0%)
minecraft.picked_up.crimson_nylium: #20, 6(0%)
minecraft.picked_up.gray_dye: #20, 2(0%)
minecraft.mined.light_gray_concrete_powder: #20, 2(0%)
minecraft.picked_up.yellow_concrete: #20, 16(0%)
minecraft.used.quartz_block: #20, 16(0%)
minecraft.picked_up.podzol: #20, 7(0%)
minecraft.mined.stone_pressure_plate: #20, 1(0%)
minecraft.used.glow_item_frame: #20, 1(0%)
minecraft.dropped.white_banner: #20, 1(0%)
minecraft.used.podzol: #20, 1(0%)
minecraft.dropped.cod: #20, 2(0%)
minecraft.mined.sculk: #20, 2(0%)
minecraft.picked_up.egg: #21, 204(1%)
minecraft.used.glow_ink_sac: #21, 41(1%)
minecraft.picked_up.diamond: #21, 671(1%)
minecraft.mined.dark_oak_trapdoor: #21, 14(1%)
minecraft.custom.enchant_item: #21, 21(1%)
minecraft.picked_up.totem_of_undying: #21, 3(0%)
minecraft.picked_up.oak_door: #21, 1(0%)
minecraft.used.book: #21, 6(0%)
minecraft.picked_up.black_concrete: #21, 36(0%)
minecraft.used.deepslate_diamond_ore: #21, 29(0%)
minecraft.mined.black_concrete: #21, 38(0%)
minecraft.dropped.sunflower: #21, 2(0%)
minecraft.used.black_concrete: #21, 20(0%)
minecraft.used.cooked_mutton: #21, 2(0%)
minecraft.dropped.dark_oak_planks: #21, 1(0%)
minecraft.picked_up.tnt: #21, 6(0%)
minecraft.picked_up.glow_item_frame: #21, 1(0%)
minecraft.mined.stripped_spruce_wood: #21, 1(0%)
minecraft.picked_up.stripped_spruce_wood: #21, 1(0%)
minecraft.killed.cave_spider: #21, 17(0%)
minecraft.mined.sculk_sensor: #21, 1(0%)
minecraft.mined.white_terracotta: #21, 4(0%)
minecraft.picked_up.white_terracotta: #21, 4(0%)
minecraft.picked_up.diamond_sword: #22, 15(1%)
minecraft.used.cooked_beef: #22, 94(0%)
minecraft.picked_up.salmon: #22, 40(0%)
minecraft.picked_up.dark_oak_trapdoor: #22, 14(0%)
minecraft.dropped.gravel: #22, 192(0%)
minecraft.mined.shroomlight: #22, 7(0%)
minecraft.used.light_gray_concrete_powder: #22, 47(0%)
minecraft.used.egg: #22, 58(0%)
minecraft.custom.use_cauldron: #22, 11(0%)
minecraft.used.enchanted_book: #22, 3(0%)
minecraft.dropped.oak_sapling: #22, 5(0%)
minecraft.mined.warped_stem: #22, 19(0%)
minecraft.dropped.potato: #22, 22(0%)
minecraft.picked_up.light_gray_concrete_powder: #22, 4(0%)
minecraft.mined.quartz_block: #22, 3(0%)
