stat, rank, value, (percentage) 
minecraft.picked_up.resin_clump: #14, 19(0%)
minecraft.used.orange_stained_glass: #14, 9(0%)
minecraft.used.red_carpet: #14, 10(0%)
minecraft.used.blue_concrete: #14, 2(0%)
minecraft.picked_up.red_carpet: #14, 9(0%)
minecraft.picked_up.yellow_concrete_powder: #14, 4(0%)
minecraft.used.prismarine_bricks: #14, 3(0%)
minecraft.used.chest: #15, 1177(3%)
minecraft.crafted.oak_sign: #15, 69(3%)
minecraft.used.spruce_log: #15, 1197(3%)
minecraft.picked_up.iron_bars: #15, 195(3%)
minecraft.mined.spruce_fence: #15, 106(2%)
minecraft.used.item_frame: #15, 222(2%)
minecraft.picked_up.shroomlight: #15, 79(2%)
minecraft.mined.oxeye_daisy: #15, 34(2%)
minecraft.crafted.enchanting_table: #15, 1(3%)
minecraft.dropped.leather_leggings: #15, 6(2%)
minecraft.mined.smooth_basalt: #15, 225(2%)
minecraft.mined.birch_log: #15, 995(2%)
minecraft.picked_up.dirt: #15, 40238(2%)
minecraft.picked_up.oak_slab: #15, 84(2%)
minecraft.used.cactus: #15, 85(2%)
minecraft.mined.cornflower: #15, 35(2%)
minecraft.picked_up.oak_log: #15, 2146(2%)
minecraft.picked_up.white_concrete: #15, 927(2%)
minecraft.crafted.dark_oak_slab: #15, 420(2%)
minecraft.picked_up.polished_andesite: #15, 105(2%)
minecraft.dropped.dirt: #15, 1918(1%)
minecraft.killed.salmon: #15, 46(2%)
minecraft.mined.tripwire: #15, 24(1%)
minecraft.used.tuff: #15, 1010(1%)
minecraft.dropped.pointed_dripstone: #15, 34(1%)
minecraft.dropped.coal_ore: #15, 46(1%)
minecraft.picked_up.gold_block: #15, 106(1%)
minecraft.mined.stripped_spruce_log: #15, 220(1%)
minecraft.picked_up.cooked_chicken: #15, 114(1%)
minecraft.dropped.ominous_bottle: #15, 1(2%)
minecraft.used.black_concrete_powder: #15, 768(1%)
minecraft.picked_up.stripped_spruce_log: #15, 233(1%)
minecraft.crafted.smooth_stone: #15, 390(1%)
minecraft.mined.acacia_log: #15, 478(1%)
minecraft.picked_up.jungle_planks: #15, 70(1%)
minecraft.mined.stripped_warped_stem: #15, 41(1%)
minecraft.picked_up.grass_block: #15, 11905(1%)
minecraft.used.dark_oak_sign: #15, 12(1%)
minecraft.picked_up.polished_blackstone: #15, 10(1%)
minecraft.used.acacia_trapdoor: #15, 100(1%)
minecraft.dropped.grass_block: #15, 441(1%)
minecraft.mined.warped_planks: #15, 16(1%)
minecraft.picked_up.stripped_warped_stem: #15, 40(1%)
minecraft.dropped.tuff: #15, 172(1%)
minecraft.picked_up.polished_granite: #15, 18(1%)
minecraft.mined.red_tulip: #15, 18(1%)
minecraft.dropped.oak_sapling: #15, 35(1%)
minecraft.mined.crimson_nylium: #15, 43(1%)
minecraft.picked_up.glass_pane: #15, 22(1%)
minecraft.crafted.dark_oak_sign: #15, 9(1%)
minecraft.crafted.spruce_pressure_plate: #15, 4(1%)
minecraft.used.mangrove_stairs: #15, 38(1%)
minecraft.dropped.brown_dye: #15, 5(1%)
minecraft.dropped.birch_sapling: #15, 6(1%)
minecraft.mined.mangrove_slab: #15, 12(1%)
minecraft.used.stripped_spruce_log: #15, 100(1%)
minecraft.dropped.phantom_membrane: #15, 2(1%)
minecraft.mined.birch_leaves: #15, 754(1%)
minecraft.used.light_gray_concrete: #15, 71(1%)
minecraft.used.acacia_sign: #15, 6(1%)
minecraft.crafted.copper_door: #15, 3(1%)
minecraft.used.birch_button: #15, 2(1%)
minecraft.crafted.polished_blackstone: #15, 56(1%)
minecraft.crafted.bamboo_fence: #15, 27(1%)
minecraft.mined.oak_door: #15, 1(1%)
minecraft.used.oak_pressure_plate: #15, 1(1%)
minecraft.crafted.green_banner: #15, 2(1%)
minecraft.used.smooth_quartz: #15, 212(0%)
minecraft.picked_up.waxed_oxidized_copper_grate: #15, 9(1%)
minecraft.used.mangrove_planks: #15, 69(0%)
minecraft.crafted.tinted_glass: #15, 64(1%)
minecraft.dropped.orange_dye: #15, 2(1%)
minecraft.crafted.white_carpet: #15, 33(0%)
minecraft.dropped.rose_bush: #15, 4(0%)
minecraft.used.polished_deepslate_wall: #15, 33(0%)
minecraft.used.leaf_litter: #15, 42(0%)
minecraft.picked_up.deepslate_tile_wall: #15, 6(0%)
minecraft.used.stripped_spruce_wood: #15, 10(0%)
minecraft.used.flowering_azalea_leaves: #15, 35(0%)
minecraft.used.terracotta: #15, 113(0%)
minecraft.used.emerald_block: #15, 22(0%)
minecraft.used.sand: #15, 913(0%)
minecraft.picked_up.experience_bottle: #15, 14(0%)
minecraft.used.granite_slab: #15, 15(0%)
minecraft.picked_up.stripped_oak_wood: #15, 6(0%)
minecraft.dropped.birch_planks: #15, 8(0%)
minecraft.used.smooth_basalt: #15, 41(0%)
minecraft.dropped.emerald: #15, 74(0%)
minecraft.used.mushroom_stem: #15, 17(0%)
minecraft.used.yellow_carpet: #15, 9(0%)
minecraft.used.lime_bed: #15, 2(0%)
minecraft.used.polished_diorite: #15, 13(0%)
minecraft.mined.red_carpet: #15, 9(0%)
minecraft.dropped.purpur_block: #15, 3(0%)
minecraft.used.lime_concrete: #15, 9(0%)
minecraft.mined.acacia_sapling: #15, 1(0%)
minecraft.mined.stripped_oak_wood: #15, 3(0%)
minecraft.mined.blue_concrete: #15, 3(0%)
minecraft.picked_up.blue_concrete: #15, 3(0%)
minecraft.mined.yellow_carpet: #15, 1(0%)
minecraft.dropped.cobbled_deepslate_slab: #15, 1(0%)
minecraft.crafted.black_carpet: #15, 9(0%)
minecraft.picked_up.yellow_carpet: #15, 1(0%)
minecraft.picked_up.waxed_cut_copper: #15, 1(0%)
minecraft.dropped.melon: #15, 4(0%)
minecraft.picked_up.gray_concrete_powder: #15, 8(0%)
minecraft.picked_up.black_carpet: #15, 10(0%)
minecraft.used.lapis_block: #15, 2(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #15, 2(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #15, 1(0%)
minecraft.mined.tuff: #16, 7303(3%)
minecraft.picked_up.lead: #16, 181(2%)
minecraft.picked_up.golden_helmet: #16, 9(2%)
minecraft.crafted.spruce_stairs: #16, 324(2%)
minecraft.used.spruce_slab: #16, 1125(2%)
minecraft.used.lantern: #16, 151(2%)
minecraft.crafted.dark_oak_planks: #16, 3362(2%)
minecraft.mined.dirt: #16, 27797(2%)
minecraft.mined.shroomlight: #16, 54(2%)
minecraft.picked_up.golden_chestplate: #16, 9(2%)
minecraft.picked_up.golden_boots: #16, 12(2%)
minecraft.picked_up.iron_helmet: #16, 3(2%)
minecraft.dropped.diamond_shovel: #16, 4(2%)
minecraft.used.lightning_rod: #16, 120(2%)
minecraft.mined.pumpkin: #16, 626(2%)
minecraft.crafted.iron_door: #16, 6(2%)
minecraft.mined.chiseled_tuff_bricks: #16, 71(1%)
minecraft.used.tripwire_hook: #16, 10(2%)
minecraft.crafted.mangrove_planks: #16, 802(1%)
minecraft.dropped.arrow: #16, 471(1%)
minecraft.picked_up.netherite_boots: #16, 5(1%)
minecraft.mined.spruce_sign: #16, 2(1%)
minecraft.dropped.netherite_leggings: #16, 1(2%)
minecraft.mined.acacia_trapdoor: #16, 28(1%)
minecraft.crafted.coarse_dirt: #16, 928(1%)
minecraft.picked_up.light_gray_wool: #16, 64(1%)
minecraft.mined.tuff_bricks: #16, 309(1%)
minecraft.dropped.ender_chest: #16, 8(1%)
minecraft.picked_up.armor_stand: #16, 44(1%)
minecraft.used.oak_slab: #16, 72(1%)
minecraft.used.white_concrete_powder: #16, 842(1%)
minecraft.dropped.red_mushroom: #16, 2(1%)
minecraft.mined.andesite_slab: #16, 8(1%)
minecraft.crafted.emerald_block: #16, 230(1%)
minecraft.used.oak_stairs: #16, 27(1%)
minecraft.mined.white_banner: #16, 1(1%)
minecraft.mined.acacia_planks: #16, 7(1%)
minecraft.picked_up.smooth_quartz_slab: #16, 19(1%)
minecraft.mined.rose_bush: #16, 8(1%)
minecraft.picked_up.emerald_ore: #16, 4(1%)
minecraft.used.brown_wool: #16, 23(1%)
minecraft.picked_up.mangrove_slab: #16, 18(1%)
minecraft.used.coarse_dirt: #16, 389(0%)
minecraft.used.cyan_wool: #16, 32(1%)
minecraft.used.white_carpet: #16, 31(0%)
minecraft.used.short_grass: #16, 154(0%)
minecraft.used.vine: #16, 5(0%)
minecraft.crafted.cobblestone_wall: #16, 12(1%)
minecraft.killed.hoglin: #16, 1(1%)
minecraft.used.rose_bush: #16, 5(0%)
minecraft.crafted.golden_carrot: #16, 570(0%)
minecraft.picked_up.milk_bucket: #16, 1(1%)
minecraft.mined.white_concrete_powder: #16, 8(0%)
minecraft.mined.infested_deepslate: #16, 1(1%)
minecraft.used.orange_terracotta: #16, 67(0%)
minecraft.picked_up.nether_wart_block: #16, 82(0%)
minecraft.mined.chiseled_deepslate: #16, 3(0%)
minecraft.dropped.raw_copper: #16, 40(0%)
minecraft.dropped.rabbit: #16, 1(0%)
minecraft.dropped.light_gray_dye: #16, 1(0%)
minecraft.crafted.oxidized_copper_trapdoor: #16, 4(0%)
minecraft.used.mossy_cobblestone_wall: #16, 3(0%)
minecraft.picked_up.waxed_chiseled_copper: #16, 2(0%)
minecraft.used.cooked_porkchop: #16, 36(0%)
minecraft.mined.lime_bed: #16, 1(0%)
minecraft.used.green_wool: #16, 25(0%)
minecraft.dropped.deepslate_tiles: #16, 3(0%)
minecraft.picked_up.lime_wool: #16, 16(0%)
minecraft.crafted.smooth_quartz: #16, 50(0%)
minecraft.mined.waxed_cut_copper_slab: #16, 1(0%)
minecraft.mined.yellow_concrete_powder: #16, 1(0%)
minecraft.used.orange_carpet: #16, 4(0%)
minecraft.used.stone_hoe: #16, 23(0%)
minecraft.picked_up.chiseled_deepslate: #16, 2(0%)
minecraft.used.polished_granite: #16, 15(0%)
minecraft.picked_up.quartz_pillar: #16, 1(0%)
minecraft.picked_up.purple_dye: #16, 3(0%)
minecraft.used.mud_brick_wall: #16, 18(0%)
minecraft.used.red_concrete: #16, 20(0%)
minecraft.used.crimson_roots: #16, 1(0%)
minecraft.picked_up.horn_coral_fan: #16, 4(0%)
minecraft.used.mangrove_fence: #16, 6(0%)
minecraft.crafted.polished_deepslate_wall: #16, 1(0%)
minecraft.picked_up.fire_coral_fan: #16, 3(0%)
minecraft.used.lime_wool: #16, 8(0%)
minecraft.crafted.snow_block: #16, 19(0%)
minecraft.used.firefly_bush: #16, 1(0%)
minecraft.used.light_gray_stained_glass_pane: #16, 3(0%)
minecraft.used.pale_oak_leaves: #16, 1(0%)
minecraft.mined.firefly_bush: #16, 1(0%)
minecraft.mined.horn_coral_wall_fan: #16, 1(0%)
minecraft.picked_up.firefly_bush: #16, 1(0%)
minecraft.used.black_carpet: #16, 7(0%)
minecraft.crafted.spruce_planks: #17, 17355(3%)
minecraft.picked_up.tuff: #17, 8366(3%)
minecraft.picked_up.written_book: #17, 12(2%)
minecraft.used.spruce_sign: #17, 125(2%)
minecraft.used.polished_tuff_slab: #17, 365(2%)
minecraft.used.dirt: #17, 15738(2%)
minecraft.mined.polished_tuff_slab: #17, 53(2%)
minecraft.used.cobblestone: #17, 1763(2%)
minecraft.picked_up.smooth_basalt: #17, 213(2%)
minecraft.picked_up.chainmail_helmet: #17, 2(2%)
minecraft.mined.oak_log: #17, 1598(2%)
minecraft.mined.dandelion: #17, 104(1%)
minecraft.picked_up.coal_ore: #17, 1218(1%)
minecraft.used.spruce_fence: #17, 269(1%)
minecraft.picked_up.melon_seeds: #17, 20(1%)
minecraft.picked_up.spruce_planks: #17, 236(1%)
minecraft.picked_up.glow_berries: #17, 71(1%)
minecraft.picked_up.iron_door: #17, 9(1%)
minecraft.mined.bone_block: #17, 80(1%)
minecraft.mined.dirt_path: #17, 229(1%)
minecraft.crafted.spruce_fence: #17, 219(1%)
minecraft.mined.white_concrete: #17, 924(1%)
minecraft.dropped.terracotta: #17, 18(1%)
minecraft.used.carved_pumpkin: #17, 5(1%)
minecraft.crafted.spruce_door: #17, 6(1%)
minecraft.used.iron_door: #17, 7(1%)
minecraft.crafted.leather_boots: #17, 12(1%)
minecraft.mined.iron_door: #17, 6(1%)
minecraft.mined.smoker: #17, 1(1%)
minecraft.picked_up.smoker: #17, 1(1%)
minecraft.crafted.mangrove_stairs: #17, 32(1%)
minecraft.mined.dark_oak_sapling: #17, 3(1%)
minecraft.picked_up.netherite_shovel: #17, 2(1%)
minecraft.picked_up.netherite_sword: #17, 2(1%)
minecraft.used.cooked_salmon: #17, 22(1%)
minecraft.picked_up.cobblestone_wall: #17, 6(1%)
minecraft.crafted.mangrove_slab: #17, 48(0%)
minecraft.picked_up.stone_shovel: #17, 1(0%)
minecraft.mined.mossy_stone_bricks: #17, 17(0%)
minecraft.used.sunflower: #17, 6(0%)
minecraft.crafted.smooth_quartz_slab: #17, 8(0%)
minecraft.picked_up.lime_bed: #17, 1(0%)
minecraft.used.copper_bulb: #17, 2(0%)
minecraft.mined.fire_coral_fan: #17, 1(0%)
minecraft.dropped.cobbled_deepslate: #17, 208(0%)
minecraft.used.quartz_slab: #17, 18(0%)
minecraft.crafted.light_gray_stained_glass_pane: #17, 16(0%)
minecraft.picked_up.tinted_glass: #17, 6(0%)
minecraft.mined.waxed_chiseled_copper: #17, 1(0%)
minecraft.crafted.cobblestone_slab: #17, 18(0%)
minecraft.dropped.pink_petals: #17, 5(0%)
minecraft.picked_up.stripped_cherry_log: #17, 3(0%)
minecraft.dropped.calcite: #17, 2(0%)
minecraft.dropped.spruce_leaves: #17, 8(0%)
minecraft.used.brown_terracotta: #17, 4(0%)
minecraft.mined.lime_wool: #17, 2(0%)
minecraft.used.acacia_planks: #17, 8(0%)
minecraft.mined.crying_obsidian: #17, 1(0%)
minecraft.crafted.melon_seeds: #17, 1(0%)
minecraft.used.crimson_planks: #17, 2(0%)
minecraft.picked_up.snow: #17, 27(0%)
minecraft.used.polished_basalt: #17, 3(0%)
minecraft.used.oak_wood: #17, 3(0%)
minecraft.mined.black_wool: #17, 2(0%)
minecraft.used.purpur_block: #17, 1(0%)
minecraft.custom.damage_absorbed: #17, 2(0%)
minecraft.used.snow_block: #17, 9(0%)
minecraft.mined.cobbled_deepslate: #18, 286(1%)
minecraft.crafted.spruce_boat: #18, 4(1%)
minecraft.crafted.iron_chestplate: #18, 2(1%)
minecraft.picked_up.chiseled_tuff_bricks: #18, 75(1%)
minecraft.dropped.bone: #18, 221(1%)
minecraft.picked_up.polished_tuff_slab: #18, 58(1%)
minecraft.mined.attached_melon_stem: #18, 2(1%)
minecraft.used.iron_trapdoor: #18, 68(1%)
minecraft.crafted.iron_trapdoor: #18, 68(1%)
minecraft.picked_up.acacia_planks: #18, 12(1%)
minecraft.crafted.acacia_planks: #18, 372(1%)
minecraft.used.glow_lichen: #18, 209(1%)
minecraft.mined.attached_pumpkin_stem: #18, 2(1%)
minecraft.dropped.iron_sword: #18, 2(1%)
minecraft.mined.pink_petals: #18, 37(1%)
minecraft.picked_up.campfire: #18, 7(0%)
minecraft.picked_up.mangrove_planks: #18, 21(1%)
minecraft.crafted.leather_chestplate: #18, 8(0%)
minecraft.dropped.clay: #18, 5(0%)
minecraft.dropped.sunflower: #18, 8(0%)
minecraft.crafted.leather_leggings: #18, 6(0%)
minecraft.mined.birch_planks: #18, 12(0%)
minecraft.crafted.acacia_sign: #18, 3(0%)
minecraft.dropped.pink_dye: #18, 1(0%)
minecraft.crafted.cooked_salmon: #18, 15(0%)
minecraft.mined.pale_oak_trapdoor: #18, 2(0%)
minecraft.mined.cyan_wool: #18, 6(0%)
minecraft.used.red_dye: #18, 1(0%)
minecraft.used.black_stained_glass: #18, 85(0%)
minecraft.dropped.apple: #18, 3(0%)
minecraft.used.waxed_copper_block: #18, 6(0%)
minecraft.used.polished_deepslate_slab: #18, 32(0%)
minecraft.mined.nether_wart_block: #18, 38(0%)
minecraft.used.deepslate_tile_slab: #18, 64(0%)
minecraft.used.cobblestone_wall: #18, 6(0%)
minecraft.used.dead_bush: #18, 2(0%)
minecraft.used.podzol: #18, 8(0%)
minecraft.used.daylight_detector: #18, 4(0%)
minecraft.crafted.mangrove_fence: #18, 6(0%)
minecraft.used.polished_tuff_stairs: #18, 7(0%)
minecraft.used.stripped_oak_log: #18, 3(0%)
minecraft.used.deepslate_brick_wall: #18, 2(0%)
minecraft.used.stripped_birch_log: #18, 2(0%)
minecraft.picked_up.light_blue_concrete: #18, 9(0%)
minecraft.crafted.white_wool: #18, 9(0%)
minecraft.crafted.oak_wood: #18, 3(0%)
minecraft.picked_up.polished_blackstone_bricks: #18, 2(0%)
minecraft.picked_up.black_concrete_powder: #18, 3(0%)
minecraft.mined.yellow_wool: #18, 2(0%)
minecraft.mined.light_blue_concrete: #18, 1(0%)
minecraft.crafted.air: #18, 0(0%)
minecraft.used.firework_rocket: #19, 14711(2%)
minecraft.mined.spruce_log: #19, 4296(2%)
minecraft.used.diamond_pickaxe: #19, 98420(1%)
minecraft.picked_up.iron_pickaxe: #19, 3(1%)
minecraft.picked_up.tuff_bricks: #19, 354(1%)
minecraft.mined.grass_block: #19, 16245(1%)
minecraft.used.calcite: #19, 145(1%)
minecraft.picked_up.pumpkin: #19, 638(1%)
minecraft.mined.red_wool: #19, 17(1%)
minecraft.mined.birch_sign: #19, 1(1%)
minecraft.picked_up.oak_door: #19, 2(1%)
minecraft.used.coal_ore: #19, 256(0%)
minecraft.mined.spruce_planks: #19, 62(0%)
minecraft.used.end_rod: #19, 61(0%)
minecraft.mined.leaf_litter: #19, 9(1%)
minecraft.picked_up.leaf_litter: #19, 23(1%)
minecraft.mined.polished_deepslate_slab: #19, 10(0%)
minecraft.used.pumpkin: #19, 26(0%)
minecraft.used.smoker: #19, 2(0%)
minecraft.picked_up.andesite_slab: #19, 8(0%)
minecraft.used.melon: #19, 3(0%)
minecraft.picked_up.polished_tuff_stairs: #19, 8(0%)
minecraft.used.black_stained_glass_pane: #19, 22(0%)
minecraft.picked_up.pale_oak_trapdoor: #19, 2(0%)
minecraft.used.red_wool: #19, 15(0%)
minecraft.picked_up.black_stained_glass_pane: #19, 2(0%)
minecraft.picked_up.polished_basalt: #19, 5(0%)
minecraft.picked_up.polished_diorite: #19, 3(0%)
minecraft.mined.polished_basalt: #19, 3(0%)
minecraft.crafted.blast_furnace: #19, 5(0%)
minecraft.mined.polished_blackstone: #19, 1(0%)
minecraft.used.birch_log: #19, 18(0%)
minecraft.mined.white_carpet: #19, 3(0%)
minecraft.picked_up.lime_dye: #19, 2(0%)
minecraft.used.sandstone: #19, 27(0%)
minecraft.used.sea_lantern: #19, 7(0%)
minecraft.used.pale_oak_trapdoor: #19, 4(0%)
minecraft.used.mangrove_slab: #19, 12(0%)
minecraft.mined.bamboo_fence: #19, 1(0%)
minecraft.mined.tinted_glass: #19, 2(0%)
minecraft.crafted.polished_tuff_wall: #19, 1(0%)
minecraft.mined.brain_coral_wall_fan: #19, 1(0%)
minecraft.picked_up.white_concrete_powder: #19, 11(0%)
minecraft.picked_up.leather_leggings: #20, 9(2%)
minecraft.picked_up.leather_boots: #20, 8(1%)
minecraft.picked_up.diamond_pickaxe: #20, 22(1%)
minecraft.dropped.leather_chestplate: #20, 4(1%)
minecraft.mined.kelp: #20, 43(1%)
minecraft.picked_up.birch_planks: #20, 57(1%)
minecraft.picked_up.stone_pickaxe: #20, 1(1%)
minecraft.mined.oak_fence_gate: #20, 2(1%)
minecraft.crafted.dispenser: #20, 11(1%)
minecraft.picked_up.oak_fence_gate: #20, 3(1%)
minecraft.crafted.birch_planks: #20, 548(1%)
minecraft.picked_up.stone_slab: #20, 69(0%)
minecraft.used.campfire: #20, 19(0%)
minecraft.used.stone_axe: #20, 54(0%)
minecraft.mined.pale_oak_log: #20, 215(1%)
minecraft.mined.black_stained_glass_pane: #20, 2(0%)
minecraft.mined.pumpkin_stem: #20, 2(0%)
minecraft.mined.cactus: #20, 8(0%)
minecraft.picked_up.iron_trapdoor: #20, 8(0%)
minecraft.mined.iron_trapdoor: #20, 4(0%)
minecraft.used.glass_pane: #20, 11(0%)
minecraft.crafted.dark_oak_fence: #20, 21(0%)
minecraft.crafted.black_stained_glass_pane: #20, 32(0%)
minecraft.mined.budding_amethyst: #20, 1(0%)
minecraft.crafted.oak_boat: #20, 4(0%)
minecraft.used.stone_brick_slab: #20, 48(0%)
minecraft.used.bone_block: #20, 41(0%)
minecraft.picked_up.stripped_oak_log: #20, 15(0%)
minecraft.mined.oak_sapling: #20, 1(0%)
minecraft.mined.stripped_oak_log: #20, 13(0%)
minecraft.picked_up.white_carpet: #20, 5(0%)
minecraft.custom.interact_with_smoker: #20, 3(0%)
minecraft.used.jungle_planks: #20, 21(0%)
minecraft.used.white_concrete: #20, 110(0%)
minecraft.crafted.charcoal: #20, 14(0%)
minecraft.picked_up.light_blue_dye: #20, 1(0%)
minecraft.used.shroomlight: #20, 3(0%)
minecraft.crafted.andesite_slab: #20, 6(0%)
minecraft.used.birch_planks: #20, 11(0%)
minecraft.used.polished_deepslate_stairs: #20, 5(0%)
minecraft.used.polished_deepslate: #20, 15(0%)
minecraft.mined.deepslate_tile_stairs: #20, 1(0%)
minecraft.used.bamboo_fence: #20, 2(0%)
minecraft.dropped.pumpkin: #20, 8(0%)
minecraft.picked_up.pink_wool: #20, 2(0%)
minecraft.used.cobbled_deepslate_stairs: #20, 1(0%)
minecraft.picked_up.light_blue_wool: #20, 1(0%)
minecraft.crafted.wooden_pickaxe: #21, 1(2%)
minecraft.mined.pointed_dripstone: #21, 101(1%)
minecraft.mined.furnace: #21, 34(1%)
minecraft.picked_up.furnace: #21, 36(1%)
minecraft.picked_up.deepslate: #21, 2531(1%)
minecraft.used.stone_pickaxe: #21, 92(1%)
minecraft.used.andesite: #21, 667(1%)
minecraft.used.armor_stand: #21, 41(1%)
minecraft.picked_up.dark_oak_planks: #21, 36(1%)
minecraft.killed.pig: #21, 6(0%)
minecraft.dropped.deepslate: #21, 166(1%)
minecraft.used.oak_log: #21, 89(0%)
minecraft.picked_up.orange_dye: #21, 4(0%)
minecraft.mined.dark_oak_fence: #21, 13(0%)
minecraft.picked_up.polished_deepslate: #21, 24(0%)
minecraft.crafted.oak_slab: #21, 126(0%)
minecraft.picked_up.iron_sword: #21, 2(0%)
minecraft.mined.polished_deepslate: #21, 16(0%)
minecraft.mined.dark_oak_planks: #21, 10(0%)
minecraft.crafted.cherry_planks: #21, 84(0%)
minecraft.used.melon_seeds: #21, 3(0%)
minecraft.crafted.smoker: #21, 1(0%)
minecraft.picked_up.pink_dye: #21, 1(0%)
minecraft.picked_up.cyan_wool: #21, 14(0%)
minecraft.mined.cobblestone_slab: #21, 5(0%)
minecraft.dropped.birch_log: #21, 3(0%)
minecraft.crafted.stone_stairs: #21, 4(0%)
minecraft.mined.polished_deepslate_wall: #21, 1(0%)
minecraft.mined.mangrove_planks: #21, 2(0%)
minecraft.crafted.pale_oak_trapdoor: #21, 2(0%)
minecraft.crafted.cooked_porkchop: #21, 1(0%)
minecraft.used.stone_shovel: #21, 14(0%)
minecraft.picked_up.polished_deepslate_stairs: #21, 1(0%)
minecraft.picked_up.deepslate_tile_stairs: #21, 1(0%)
minecraft.dropped.armadillo_scute: #21, 3(0%)
minecraft.used.cobblestone_slab: #21, 7(0%)
minecraft.used.pale_oak_log: #21, 2(0%)
minecraft.used.black_wool: #21, 2(0%)
minecraft.used.glass_bottle: #22, 288(1%)
minecraft.used.potion: #22, 193(0%)
minecraft.used.kelp: #22, 82(0%)
minecraft.used.cobbled_deepslate: #22, 381(0%)
minecraft.mined.scaffolding: #22, 281(0%)
minecraft.mined.azure_bluet: #22, 9(0%)
minecraft.crafted.iron_pickaxe: #22, 1(0%)
minecraft.custom.happy_ghast_one_cm: #22, 58887(0%)
minecraft.used.spruce_planks: #22, 98(0%)
minecraft.crafted.polished_tuff_slab: #22, 6(0%)
minecraft.mined.polished_diorite: #22, 1(0%)
minecraft.crafted.stone: #22, 16(0%)
minecraft.picked_up.armadillo_scute: #22, 9(0%)
minecraft.used.oak_fence_gate: #22, 1(0%)
minecraft.crafted.oak_fence_gate: #22, 1(0%)
minecraft.mined.stripped_birch_log: #22, 3(0%)
minecraft.crafted.pale_oak_planks: #22, 20(0%)
minecraft.picked_up.stripped_birch_log: #22, 3(0%)
minecraft.used.andesite_slab: #22, 4(0%)
minecraft.mined.cobblestone_stairs: #22, 1(0%)
minecraft.used.black_concrete: #22, 5(0%)
minecraft.used.deepslate_tile_stairs: #22, 1(0%)
minecraft.used.iron_shovel: #22, 2(0%)
minecraft.mined.deepslate: #23, 9337(1%)
minecraft.dropped.diamond_pickaxe: #23, 3(1%)
