stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #1, 23941472(22%)
minecraft.custom.time_since_death: #1, 23941472(20%)
minecraft.custom.fly_one_cm: #25, 23115803(1%)
minecraft.custom.total_world_time: #26, 23941472(1%)
minecraft.custom.play_time: #26, 23941472(1%)
minecraft.custom.leave_game: #28, 162(0%)
minecraft.custom.sneak_time: #31, 26061(0%)
minecraft.custom.walk_on_water_one_cm: #42, 12288(0%)
minecraft.custom.walk_under_water_one_cm: #44, 37167(0%)
