stat, rank, value, (percentage) 
minecraft.picked_up.gold_ingot: #13, 320(1%)
minecraft.used.warped_stem: #13, 83(1%)
minecraft.picked_up.bookshelf: #13, 21(1%)
minecraft.crafted.smooth_sandstone: #13, 132(1%)
minecraft.mined.white_tulip: #13, 17(1%)
minecraft.mined.lectern: #13, 61(1%)
minecraft.picked_up.lectern: #13, 61(1%)
minecraft.mined.andesite_stairs: #13, 4(1%)
minecraft.picked_up.totem_of_undying: #13, 7(1%)
minecraft.picked_up.acacia_leaves: #13, 219(1%)
minecraft.picked_up.flow_banner_pattern: #13, 2(1%)
minecraft.picked_up.poppy: #13, 414(1%)
minecraft.picked_up.honey_bottle: #13, 17(1%)
minecraft.mined.bamboo_door: #13, 1(1%)
minecraft.used.moss_block: #13, 1504(1%)
minecraft.used.yellow_terracotta: #13, 86(1%)
minecraft.custom.bell_ring: #13, 9(1%)
minecraft.picked_up.goat_horn: #13, 7(1%)
minecraft.used.red_dye: #13, 4(1%)
minecraft.mined.white_stained_glass_pane: #13, 10(1%)
minecraft.picked_up.deepslate_brick_slab: #13, 44(1%)
minecraft.crafted.target: #13, 33(1%)
minecraft.picked_up.orange_tulip: #13, 65(1%)
minecraft.mined.snow_block: #13, 224(1%)
minecraft.picked_up.red_bed: #13, 4(1%)
minecraft.dropped.dark_oak_sapling: #13, 3(1%)
minecraft.used.brown_wool: #13, 30(1%)
minecraft.dropped.cobbled_deepslate: #13, 932(1%)
minecraft.picked_up.glistering_melon_slice: #13, 8(1%)
minecraft.mined.polished_andesite_slab: #13, 10(1%)
minecraft.crafted.jungle_stairs: #13, 24(1%)
minecraft.picked_up.orange_concrete: #13, 56(1%)
minecraft.used.nether_brick_fence: #13, 8(1%)
minecraft.used.mangrove_wood: #13, 51(1%)
minecraft.used.short_grass: #13, 221(1%)
minecraft.dropped.pumpkin_seeds: #13, 84(1%)
minecraft.dropped.redstone_torch: #13, 6(1%)
minecraft.mined.mossy_stone_bricks: #13, 29(1%)
minecraft.used.acacia_sapling: #13, 121(1%)
minecraft.dropped.stone_shovel: #13, 1(1%)
minecraft.mined.bamboo_fence: #13, 8(1%)
minecraft.crafted.crimson_planks: #13, 112(1%)
minecraft.used.cracked_stone_bricks: #13, 34(1%)
minecraft.picked_up.oxidized_copper_grate: #13, 11(1%)
minecraft.dropped.snow: #13, 18(1%)
minecraft.used.copper_door: #13, 2(1%)
minecraft.crafted.warped_sign: #13, 6(1%)
minecraft.dropped.rose_bush: #13, 5(1%)
minecraft.used.smooth_stone: #13, 561(0%)
minecraft.used.acacia_stairs: #13, 14(1%)
minecraft.used.string: #13, 111(0%)
minecraft.picked_up.lime_bed: #13, 2(1%)
minecraft.crafted.light_blue_stained_glass_pane: #13, 24(1%)
minecraft.picked_up.dandelion: #13, 239(0%)
minecraft.mined.brick_slab: #13, 1(1%)
minecraft.picked_up.snow_block: #13, 478(0%)
minecraft.used.yellow_carpet: #13, 19(0%)
minecraft.used.stripped_dark_oak_wood: #13, 12(0%)
minecraft.mined.light_blue_bed: #13, 2(0%)
minecraft.picked_up.sculk_sensor: #13, 17(0%)
minecraft.mined.light_gray_terracotta: #13, 77(0%)
minecraft.used.deepslate_brick_wall: #13, 9(0%)
minecraft.mined.dark_oak_fence_gate: #13, 1(0%)
minecraft.crafted.red_shulker_box: #13, 2(0%)
minecraft.used.gray_stained_glass_pane: #13, 19(0%)
minecraft.mined.stripped_acacia_log: #13, 27(0%)
minecraft.crafted.blackstone_slab: #13, 6(0%)
minecraft.crafted.tuff_wall: #13, 6(0%)
minecraft.custom.swim_one_cm: #14, 4707520(3%)
minecraft.crafted.compass: #13, 94(0%)
minecraft.mined.brain_coral_wall_fan: #13, 6(0%)
minecraft.picked_up.brain_coral_fan: #13, 8(0%)
minecraft.mined.stone_pressure_plate: #13, 4(0%)
minecraft.mined.gray_wool: #13, 16(0%)
minecraft.dropped.soul_soil: #13, 2(0%)
minecraft.picked_up.waxed_weathered_copper_grate: #13, 1(0%)
minecraft.mined.waxed_weathered_copper_grate: #13, 1(0%)
minecraft.mined.waxed_cut_copper: #13, 4(0%)
minecraft.dropped.white_banner: #13, 8(0%)
minecraft.used.quartz_pillar: #13, 5(0%)
minecraft.used.torchflower: #13, 1(0%)
minecraft.killed.happy_ghast: #13, 1(0%)
minecraft.mined.raw_iron_block: #13, 3(0%)
minecraft.crafted.bundle: #13, 1(0%)
minecraft.picked_up.tube_coral_fan: #13, 3(0%)
minecraft.dropped.cooked_mutton: #13, 1(0%)
minecraft.used.black_bed: #13, 1(0%)
minecraft.picked_up.blue_bed: #13, 1(0%)
minecraft.mined.brain_coral: #13, 1(0%)
minecraft.picked_up.stripped_crimson_stem: #13, 2(0%)
minecraft.crafted.calibrated_sculk_sensor: #13, 1(0%)
minecraft.crafted.chiseled_stone_bricks: #13, 11(0%)
minecraft.used.amethyst_cluster: #13, 3(0%)
minecraft.dropped.porkchop: #13, 18(0%)
minecraft.used.cherry_leaves: #13, 7(0%)
minecraft.crafted.purple_concrete_powder: #13, 8(0%)
minecraft.dropped.sculk: #13, 1(0%)
minecraft.mined.purple_concrete: #13, 1(0%)
minecraft.picked_up.purple_concrete: #13, 1(0%)
minecraft.killed.pillager: #13, 60(0%)
minecraft.custom.interact_with_crafting_table: #14, 2957(3%)
minecraft.used.barrel: #14, 396(4%)
minecraft.picked_up.rail: #14, 1772(4%)
minecraft.mined.rail: #14, 1185(3%)
minecraft.used.player_head: #14, 159(3%)
minecraft.dropped.diorite: #14, 600(3%)
minecraft.used.item_frame: #14, 269(3%)
minecraft.picked_up.wind_charge: #14, 497(3%)
minecraft.picked_up.stone: #14, 114014(2%)
minecraft.used.bow: #14, 2371(3%)
minecraft.mined.diorite: #14, 6976(3%)
minecraft.picked_up.iron_block: #14, 1577(3%)
minecraft.dropped.shield: #14, 5(3%)
minecraft.mined.smooth_basalt: #14, 270(3%)
minecraft.mined.andesite: #14, 6487(2%)
minecraft.used.iron_pickaxe: #14, 1265(2%)
minecraft.used.furnace: #14, 124(2%)
minecraft.mined.sand: #14, 30726(2%)
minecraft.picked_up.birch_log: #14, 1325(2%)
minecraft.custom.inspect_dropper: #14, 845(2%)
minecraft.mined.granite: #14, 5575(2%)
minecraft.mined.redstone_wire: #14, 382(2%)
minecraft.used.dark_oak_log: #14, 589(2%)
minecraft.picked_up.redstone_block: #14, 278(2%)
minecraft.picked_up.chainmail_chestplate: #14, 3(2%)
minecraft.dropped.leather_leggings: #14, 6(2%)
minecraft.picked_up.chainmail_leggings: #14, 3(2%)
minecraft.picked_up.oak_boat: #14, 33(2%)
minecraft.picked_up.sand: #14, 32654(2%)
minecraft.mined.composter: #14, 45(2%)
minecraft.picked_up.blast_furnace: #14, 12(2%)
minecraft.dropped.goat_horn: #14, 3(2%)
minecraft.picked_up.filled_map: #14, 306(2%)
minecraft.picked_up.mangrove_trapdoor: #14, 23(2%)
minecraft.mined.birch_planks: #14, 70(2%)
minecraft.mined.sticky_piston: #14, 52(2%)
minecraft.mined.scaffolding: #14, 1278(2%)
minecraft.used.glow_berries: #14, 39(2%)
minecraft.dropped.chainmail_leggings: #14, 2(2%)
minecraft.dropped.golden_helmet: #14, 4(2%)
minecraft.dropped.diamond_hoe: #14, 1(2%)
minecraft.used.bookshelf: #14, 59(2%)
minecraft.crafted.mangrove_door: #14, 3(2%)
minecraft.used.oak_fence_gate: #14, 16(2%)
minecraft.crafted.shield: #14, 5(2%)
minecraft.dropped.golden_leggings: #14, 4(2%)
minecraft.picked_up.iron_trapdoor: #14, 35(1%)
minecraft.mined.blast_furnace: #14, 8(2%)
minecraft.picked_up.glow_berries: #14, 84(1%)
minecraft.used.honeycomb: #14, 268(1%)
minecraft.killed.phantom: #14, 18(2%)
minecraft.used.cyan_bed: #14, 20(2%)
minecraft.picked_up.splash_potion: #14, 19(1%)
minecraft.used.smooth_quartz_stairs: #14, 84(1%)
minecraft.used.lava_bucket: #14, 62(1%)
minecraft.used.composter: #14, 94(1%)
minecraft.killed.piglin: #14, 14(1%)
minecraft.mined.warped_fungus: #14, 17(1%)
minecraft.used.mangrove_trapdoor: #14, 61(1%)
minecraft.picked_up.nether_brick_fence: #14, 8(1%)
minecraft.picked_up.brewing_stand: #14, 11(1%)
minecraft.picked_up.polished_deepslate_slab: #14, 50(1%)
minecraft.picked_up.mangrove_slab: #14, 40(1%)
minecraft.picked_up.andesite_slab: #14, 25(1%)
minecraft.mined.deepslate_bricks: #14, 102(1%)
minecraft.crafted.mangrove_slab: #14, 140(1%)
minecraft.mined.budding_amethyst: #14, 5(1%)
minecraft.crafted.black_stained_glass_pane: #14, 136(1%)
minecraft.used.diamond: #14, 16(1%)
minecraft.used.carved_pumpkin: #14, 6(1%)
minecraft.crafted.cyan_dye: #14, 258(1%)
minecraft.mined.chiseled_tuff: #14, 16(1%)
minecraft.picked_up.dark_oak_sapling: #14, 260(1%)
minecraft.used.diamond_leggings: #14, 2(1%)
minecraft.mined.stone_stairs: #14, 15(1%)
minecraft.picked_up.amethyst_shard: #14, 440(1%)
minecraft.killed.sheep: #14, 34(1%)
minecraft.picked_up.white_terracotta: #14, 210(1%)
minecraft.dropped.iron_nugget: #14, 142(1%)
minecraft.picked_up.bamboo_planks: #14, 276(1%)
minecraft.mined.cyan_concrete: #14, 41(1%)
minecraft.used.target: #14, 27(1%)
minecraft.picked_up.chiseled_stone_bricks: #14, 26(1%)
minecraft.picked_up.bamboo_raft: #14, 3(1%)
minecraft.mined.magma_block: #14, 282(1%)
minecraft.mined.acacia_leaves: #14, 220(1%)
minecraft.crafted.pumpkin_seeds: #14, 16(1%)
minecraft.picked_up.oxeye_daisy: #14, 61(1%)
minecraft.mined.light_gray_carpet: #14, 8(1%)
minecraft.used.bamboo_planks: #14, 99(1%)
minecraft.used.egg: #14, 231(1%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #14, 9(1%)
minecraft.used.deepslate_bricks: #14, 266(1%)
minecraft.dropped.golden_apple: #14, 2(1%)
minecraft.crafted.polished_blackstone: #14, 68(1%)
minecraft.dropped.soul_sand: #14, 34(1%)
minecraft.mined.waxed_copper_bulb: #14, 10(1%)
minecraft.used.white_terracotta: #14, 71(1%)
minecraft.crafted.bamboo_sign: #14, 39(1%)
minecraft.crafted.tuff_brick_stairs: #14, 12(1%)
minecraft.picked_up.mutton: #14, 80(0%)
minecraft.mined.copper_block: #14, 20(1%)
minecraft.used.cooked_porkchop: #14, 89(0%)
minecraft.picked_up.cornflower: #14, 78(0%)
minecraft.crafted.sugar: #14, 65(1%)
minecraft.crafted.melon_seeds: #14, 11(1%)
minecraft.picked_up.yellow_bed: #14, 6(1%)
minecraft.mined.mangrove_wall_sign: #14, 1(1%)
minecraft.picked_up.glass_bottle: #14, 162(0%)
minecraft.used.lime_stained_glass: #14, 61(1%)
minecraft.killed_by.guardian: #14, 1(1%)
minecraft.used.light_gray_stained_glass_pane: #14, 43(1%)
minecraft.picked_up.pale_moss_block: #14, 118(1%)
minecraft.used.deepslate_brick_slab: #14, 92(1%)
minecraft.picked_up.ochre_froglight: #14, 195(0%)
minecraft.custom.tune_noteblock: #14, 1430(0%)
minecraft.picked_up.azure_bluet: #14, 71(0%)
minecraft.used.terracotta: #14, 200(0%)
minecraft.dropped.cooked_porkchop: #14, 48(0%)
minecraft.used.smooth_quartz: #14, 219(0%)
minecraft.mined.polished_blackstone_bricks: #14, 40(1%)
minecraft.dropped.gunpowder: #14, 117(0%)
minecraft.mined.cobblestone_slab: #14, 17(0%)
minecraft.mined.yellow_bed: #14, 5(0%)
minecraft.used.mossy_cobblestone_wall: #14, 5(1%)
minecraft.used.calibrated_sculk_sensor: #14, 3(1%)
minecraft.mined.smooth_sandstone_slab: #14, 4(1%)
minecraft.mined.acacia_slab: #14, 2(1%)
minecraft.crafted.netherite_scrap: #14, 4(1%)
minecraft.used.oxeye_daisy: #14, 1(0%)
minecraft.mined.deepslate_tile_slab: #14, 15(0%)
minecraft.picked_up.stone_shovel: #14, 1(0%)
minecraft.crafted.green_stained_glass_pane: #14, 16(1%)
minecraft.crafted.jungle_trapdoor: #14, 22(0%)
minecraft.mined.smooth_stone: #14, 91(0%)
minecraft.used.brain_coral_fan: #14, 2(0%)
minecraft.mined.allium: #14, 5(0%)
minecraft.mined.stripped_jungle_log: #14, 14(0%)
minecraft.used.light_blue_bed: #14, 2(0%)
minecraft.dropped.acacia_sapling: #14, 3(0%)
minecraft.used.green_stained_glass_pane: #14, 10(0%)
minecraft.crafted.warped_button: #14, 1(0%)
minecraft.dropped.white_tulip: #14, 2(0%)
minecraft.picked_up.sugar: #14, 25(0%)
minecraft.picked_up.stripped_jungle_log: #14, 14(0%)
minecraft.mined.tuff_wall: #14, 1(0%)
minecraft.picked_up.lime_wool: #14, 21(0%)
minecraft.mined.stripped_cherry_log: #14, 7(0%)
minecraft.mined.brown_concrete: #14, 7(0%)
minecraft.picked_up.stripped_cherry_log: #14, 7(0%)
minecraft.picked_up.pitcher_pod: #14, 5(0%)
minecraft.used.crimson_planks: #14, 14(0%)
minecraft.dropped.iron_boots: #14, 2(0%)
minecraft.mined.lime_bed: #14, 1(0%)
minecraft.used.totem_of_undying: #14, 1(0%)
minecraft.picked_up.fire_coral_fan: #14, 7(0%)
minecraft.picked_up.acacia_slab: #14, 2(0%)
minecraft.dropped.magma_block: #14, 2(0%)
minecraft.crafted.nether_brick: #14, 22(0%)
minecraft.picked_up.dark_oak_fence_gate: #14, 1(0%)
minecraft.mined.tube_coral_wall_fan: #14, 3(0%)
minecraft.used.purple_stained_glass: #14, 43(0%)
minecraft.mined.blue_bed: #14, 1(0%)
minecraft.picked_up.cooked_mutton: #14, 8(0%)
minecraft.picked_up.brain_coral: #14, 1(0%)
minecraft.mined.lime_stained_glass: #14, 1(0%)
minecraft.mined.tube_coral: #14, 1(0%)
minecraft.mined.horn_coral_wall_fan: #14, 3(0%)
minecraft.picked_up.tube_coral: #14, 1(0%)
minecraft.crafted.blue_ice: #14, 6(0%)
minecraft.used.azure_bluet: #14, 1(0%)
minecraft.picked_up.horn_coral: #14, 1(0%)
minecraft.used.bamboo_fence_gate: #14, 1(0%)
minecraft.used.poppy: #14, 5(0%)
minecraft.crafted.green_stained_glass: #14, 8(0%)
minecraft.picked_up.snow: #14, 35(0%)
minecraft.dropped.emerald_block: #14, 1(0%)
minecraft.used.resin_clump: #14, 4(0%)
minecraft.mined.oxidized_cut_copper: #14, 1(0%)
minecraft.picked_up.oxidized_cut_copper: #14, 1(0%)
minecraft.crafted.red_nether_bricks: #14, 1(0%)
minecraft.used.bucket: #15, 2785(3%)
minecraft.used.rail: #15, 2053(3%)
minecraft.picked_up.tuff: #15, 9688(3%)
minecraft.picked_up.arrow: #15, 2933(3%)
minecraft.custom.interact_with_smithing_table: #15, 36(3%)
minecraft.custom.fill_cauldron: #15, 24(3%)
minecraft.dropped.golden_carrot: #15, 246(2%)
minecraft.used.lever: #15, 215(2%)
minecraft.picked_up.scaffolding: #15, 4276(2%)
minecraft.crafted.lever: #15, 161(2%)
minecraft.used.soul_sand: #15, 247(2%)
minecraft.used.kelp: #15, 369(2%)
minecraft.mined.redstone_torch: #15, 43(2%)
minecraft.crafted.glass: #15, 3658(2%)
minecraft.picked_up.composter: #15, 57(2%)
minecraft.picked_up.iron_boots: #15, 6(2%)
minecraft.crafted.stone_axe: #15, 3(2%)
minecraft.custom.interact_with_stonecutter: #15, 217(2%)
minecraft.used.shield: #15, 111(2%)
minecraft.custom.deaths: #15, 270(1%)
minecraft.used.oak_button: #15, 14(2%)
minecraft.used.crafter: #15, 53(2%)
minecraft.used.white_banner: #15, 20(2%)
minecraft.crafted.jungle_planks: #15, 1588(2%)
minecraft.used.leather_chestplate: #15, 3(1%)
minecraft.mined.oak_wall_sign: #15, 8(2%)
minecraft.custom.damage_dealt: #15, 655723(1%)
minecraft.picked_up.birch_sapling: #15, 251(2%)
minecraft.custom.target_hit: #15, 92(1%)
minecraft.custom.damage_blocked_by_shield: #15, 6145(2%)
minecraft.mined.glass: #15, 323(1%)
minecraft.used.obsidian: #15, 256(1%)
minecraft.used.granite: #15, 393(1%)
minecraft.mined.mangrove_trapdoor: #15, 13(2%)
minecraft.crafted.mangrove_planks: #15, 832(1%)
minecraft.crafted.iron_helmet: #15, 2(1%)
minecraft.mined.dropper: #15, 24(1%)
minecraft.picked_up.slime_ball: #15, 450(1%)
minecraft.mined.spruce_sign: #15, 2(1%)
minecraft.dropped.iron_chestplate: #15, 2(1%)
minecraft.used.repeater: #15, 249(1%)
minecraft.used.oxidized_copper_grate: #15, 39(1%)
minecraft.crafted.polished_tuff: #15, 488(1%)
minecraft.crafted.repeater: #15, 130(1%)
minecraft.picked_up.iron_pickaxe: #15, 3(1%)
minecraft.mined.black_stained_glass_pane: #15, 6(1%)
minecraft.picked_up.oak_leaves: #15, 1886(1%)
minecraft.dropped.iron_sword: #15, 4(1%)
minecraft.dropped.gravel: #15, 557(1%)
minecraft.dropped.ender_chest: #15, 9(1%)
minecraft.picked_up.copper_trapdoor: #15, 22(1%)
minecraft.dropped.gold_nugget: #15, 146(1%)
minecraft.crafted.grindstone: #15, 31(1%)
minecraft.used.mangrove_door: #15, 2(1%)
minecraft.used.glass: #15, 1754(1%)
minecraft.mined.calibrated_sculk_sensor: #15, 2(1%)
minecraft.picked_up.dark_oak_fence: #15, 39(1%)
minecraft.used.warped_nylium: #15, 38(1%)
minecraft.custom.walk_on_water_one_cm: #16, 3327604(2%)
minecraft.mined.end_rod: #15, 50(1%)
minecraft.picked_up.magma_block: #15, 325(1%)
minecraft.crafted.golden_helmet: #15, 1(1%)
minecraft.picked_up.brown_wool: #15, 45(1%)
minecraft.used.end_rod: #15, 110(1%)
minecraft.mined.poppy: #15, 53(1%)
minecraft.crafted.charcoal: #15, 113(1%)
minecraft.crafted.jungle_slab: #15, 72(1%)
minecraft.used.cake: #15, 1(1%)
minecraft.used.bamboo_block: #15, 78(1%)
minecraft.picked_up.green_shulker_box: #15, 27(1%)
minecraft.picked_up.black_stained_glass_pane: #15, 6(1%)
minecraft.crafted.bamboo_planks: #15, 1982(1%)
minecraft.used.coarse_dirt: #15, 521(1%)
minecraft.dropped.quartz: #15, 25(1%)
minecraft.used.pale_oak_trapdoor: #15, 27(1%)
minecraft.picked_up.short_grass: #15, 380(1%)
minecraft.picked_up.pale_oak_sign: #15, 2(1%)
minecraft.used.sweet_berries: #15, 99(1%)
minecraft.crafted.green_terracotta: #15, 116(1%)
minecraft.mined.jungle_slab: #15, 8(1%)
minecraft.mined.green_shulker_box: #15, 23(1%)
minecraft.used.green_shulker_box: #15, 23(1%)
minecraft.crafted.crafter: #15, 16(1%)
minecraft.crafted.dropper: #15, 51(1%)
minecraft.crafted.deepslate_tile_stairs: #15, 4(1%)
minecraft.used.pitcher_plant: #15, 3(1%)
minecraft.used.bamboo_raft: #15, 2(1%)
minecraft.used.jungle_stairs: #15, 18(1%)
minecraft.used.smooth_stone_slab: #15, 279(0%)
minecraft.mined.light_blue_terracotta: #15, 13(1%)
minecraft.used.birch_trapdoor: #15, 10(1%)
minecraft.used.polished_blackstone: #15, 31(1%)
minecraft.picked_up.bamboo_fence: #15, 10(1%)
minecraft.picked_up.jungle_sapling: #15, 50(0%)
minecraft.used.brick_stairs: #15, 4(1%)
minecraft.picked_up.nether_gold_ore: #15, 6(1%)
minecraft.used.waxed_oxidized_copper: #15, 45(0%)
minecraft.used.jungle_planks: #15, 76(0%)
minecraft.picked_up.spectral_arrow: #15, 72(1%)
minecraft.crafted.oxidized_copper_trapdoor: #15, 6(1%)
minecraft.used.jungle_trapdoor: #15, 24(0%)
minecraft.picked_up.white_stained_glass: #15, 20(0%)
minecraft.mined.gold_block: #15, 26(0%)
minecraft.picked_up.polished_andesite_slab: #15, 9(0%)
minecraft.picked_up.spore_blossom: #15, 4(0%)
minecraft.used.yellow_bed: #15, 4(0%)
minecraft.crafted.moss_carpet: #15, 96(0%)
minecraft.picked_up.waxed_copper_bulb: #15, 5(0%)
minecraft.picked_up.glowstone_dust: #15, 48(0%)
minecraft.killed_by.drowned: #15, 1(0%)
minecraft.dropped.rabbit: #15, 1(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #15, 4(0%)
minecraft.mined.sculk_sensor: #15, 13(0%)
minecraft.dropped.deepslate_tiles: #15, 4(0%)
minecraft.picked_up.polished_blackstone_bricks: #15, 24(0%)
minecraft.used.acacia_leaves: #15, 6(0%)
minecraft.used.deepslate_tile_slab: #15, 95(0%)
minecraft.crafted.flint_and_steel: #15, 5(0%)
minecraft.picked_up.gray_wool: #15, 64(0%)
minecraft.used.daylight_detector: #15, 7(0%)
minecraft.used.pale_oak_sign: #15, 3(0%)
minecraft.dropped.glow_berries: #15, 2(0%)
minecraft.killed.iron_golem: #15, 1(0%)
minecraft.used.waxed_copper_grate: #15, 13(0%)
minecraft.used.pale_oak_slab: #15, 6(0%)
minecraft.picked_up.blue_ice: #15, 12(0%)
minecraft.crafted.wooden_shovel: #15, 2(0%)
minecraft.mined.purpur_stairs: #15, 4(0%)
minecraft.used.waxed_exposed_copper_bulb: #15, 1(0%)
minecraft.used.jungle_sapling: #15, 20(0%)
minecraft.picked_up.stone_pressure_plate: #15, 4(0%)
minecraft.used.green_dye: #15, 3(0%)
minecraft.used.warped_roots: #15, 2(0%)
minecraft.crafted.pale_oak_slab: #15, 6(0%)
minecraft.picked_up.black_bed: #15, 1(0%)
minecraft.crafted.black_banner: #15, 2(0%)
minecraft.used.pale_moss_carpet: #15, 15(0%)
minecraft.dropped.totem_of_undying: #15, 1(0%)
minecraft.used.purple_wool: #15, 2(0%)
minecraft.picked_up.fire_coral: #15, 1(0%)
minecraft.mined.fire_coral: #15, 1(0%)
minecraft.mined.fire_coral_wall_fan: #15, 3(0%)
minecraft.crafted.smithing_table: #15, 3(0%)
minecraft.picked_up.raw_iron_block: #15, 2(0%)
minecraft.used.stripped_bamboo_block: #15, 1(0%)
minecraft.used.crossbow: #15, 2(0%)
minecraft.mined.torchflower: #15, 1(0%)
minecraft.mined.resin_clump: #15, 4(0%)
minecraft.used.cyan_stained_glass: #15, 3(0%)
minecraft.dropped.amethyst_shard: #15, 1(0%)
minecraft.used.black_terracotta: #15, 6(0%)
minecraft.crafted.spruce_button: #15, 11(0%)
minecraft.used.purple_concrete_powder: #15, 1(0%)
minecraft.killed.evoker: #15, 2(0%)
minecraft.custom.sleep_in_bed: #16, 1059(3%)
minecraft.used.golden_carrot: #16, 1845(2%)
minecraft.used.crafting_table: #16, 207(2%)
minecraft.mined.nether_quartz_ore: #16, 1243(3%)
minecraft.dropped.carved_pumpkin: #16, 29(2%)
minecraft.picked_up.ender_pearl: #16, 6316(2%)
minecraft.crafted.wooden_pickaxe: #16, 1(2%)
minecraft.custom.interact_with_lectern: #16, 220(1%)
minecraft.mined.netherrack: #16, 9317(2%)
minecraft.used.oak_sign: #16, 51(2%)
minecraft.crafted.oak_fence: #16, 102(2%)
minecraft.picked_up.deepslate: #16, 5430(2%)
minecraft.mined.dirt_path: #16, 410(2%)
minecraft.mined.birch_log: #16, 939(2%)
minecraft.killed.zombie_villager: #16, 5(2%)
minecraft.crafted.diamond_helmet: #16, 2(2%)
minecraft.crafted.diamond_leggings: #16, 2(2%)
minecraft.used.iron_axe: #16, 448(2%)
minecraft.picked_up.pumpkin_seeds: #16, 519(2%)
minecraft.mined.player_wall_head: #16, 12(2%)
minecraft.custom.inspect_hopper: #16, 1334(2%)
minecraft.mined.flower_pot: #16, 5(2%)
minecraft.mined.beacon: #16, 7(1%)
minecraft.picked_up.glass: #16, 935(1%)
minecraft.crafted.iron_axe: #16, 2(1%)
minecraft.used.iron_block: #16, 1050(1%)
minecraft.picked_up.raw_iron: #16, 908(1%)
minecraft.picked_up.dark_oak_trapdoor: #16, 44(1%)
minecraft.mined.fire: #16, 210(1%)
minecraft.picked_up.melon: #16, 441(1%)
minecraft.mined.oak_leaves: #16, 2395(1%)
minecraft.mined.dead_bush: #16, 73(1%)
minecraft.crafted.bookshelf: #16, 69(1%)
minecraft.crafted.iron_boots: #16, 2(1%)
minecraft.dropped.polished_tuff: #16, 13(1%)
minecraft.used.pumpkin_seeds: #16, 25(1%)
minecraft.used.glass_pane: #16, 39(1%)
minecraft.crafted.iron_sword: #16, 3(1%)
minecraft.crafted.hopper: #16, 278(1%)
minecraft.crafted.composter: #16, 71(1%)
minecraft.used.melon_seeds: #16, 14(1%)
minecraft.crafted.redstone_torch: #16, 536(1%)
minecraft.picked_up.oak_fence_gate: #16, 4(1%)
minecraft.used.dropper: #16, 57(1%)
minecraft.killed.pig: #16, 9(1%)
minecraft.dropped.raw_iron: #16, 16(1%)
minecraft.mined.polished_deepslate_slab: #16, 17(1%)
minecraft.killed.creeper: #16, 145(1%)
minecraft.mined.diamond_ore: #16, 2(1%)
minecraft.crafted.blue_dye: #16, 292(1%)
minecraft.mined.dark_oak_slab: #16, 19(1%)
minecraft.used.cobblestone_wall: #16, 25(1%)
minecraft.dropped.birch_sapling: #16, 5(1%)
minecraft.killed.zombie: #16, 752(1%)
minecraft.mined.cobweb: #16, 86(1%)
minecraft.picked_up.calibrated_sculk_sensor: #16, 2(1%)
minecraft.used.waxed_copper_block: #16, 19(1%)
minecraft.dropped.item_frame: #16, 3(1%)
minecraft.crafted.yellow_dye: #16, 174(0%)
minecraft.crafted.stone_sword: #16, 2(1%)
minecraft.crafted.jungle_sign: #16, 6(1%)
minecraft.mined.end_stone_bricks: #16, 10(1%)
minecraft.picked_up.rabbit: #16, 2(1%)
minecraft.dropped.waxed_copper_block: #16, 4(1%)
minecraft.crafted.pale_oak_trapdoor: #16, 20(1%)
minecraft.crafted.comparator: #16, 27(0%)
minecraft.custom.mob_kills: #16, 30220(0%)
minecraft.picked_up.blaze_powder: #16, 2(1%)
minecraft.killed.endermite: #16, 1(0%)
minecraft.used.oxidized_copper: #16, 46(0%)
minecraft.crafted.polished_andesite: #16, 68(0%)
minecraft.used.cherry_trapdoor: #16, 10(0%)
minecraft.mined.lily_pad: #16, 11(0%)
minecraft.mined.white_terracotta: #16, 71(0%)
minecraft.custom.interact_with_smoker: #16, 7(0%)
minecraft.dropped.kelp: #16, 51(0%)
minecraft.picked_up.yellow_wool: #16, 87(0%)
minecraft.dropped.cookie: #16, 14(0%)
minecraft.picked_up.pale_moss_carpet: #16, 32(0%)
minecraft.crafted.birch_slab: #16, 36(0%)
minecraft.picked_up.lilac: #16, 19(0%)
minecraft.mined.pink_tulip: #16, 3(0%)
minecraft.mined.nether_bricks: #16, 16(0%)
minecraft.dropped.stone_pressure_plate: #16, 1(0%)
minecraft.mined.polished_deepslate_stairs: #16, 4(0%)
minecraft.used.mangrove_sign: #16, 3(0%)
minecraft.crafted.bamboo_stairs: #16, 8(0%)
minecraft.picked_up.target: #16, 3(0%)
minecraft.used.sandstone: #16, 42(0%)
minecraft.custom.damage_taken: #16, 355754(0%)
minecraft.used.purpur_pillar: #16, 1(0%)
minecraft.crafted.mangrove_sign: #16, 3(0%)
minecraft.picked_up.pale_oak_leaves: #16, 19(0%)
minecraft.used.white_stained_glass_pane: #16, 32(0%)
minecraft.used.stripped_oak_log: #16, 7(0%)
minecraft.mined.deepslate_brick_slab: #16, 6(0%)
minecraft.mined.bamboo_stairs: #16, 1(0%)
minecraft.used.stone_pressure_plate: #16, 5(0%)
minecraft.crafted.acacia_slab: #16, 12(0%)
minecraft.picked_up.bamboo_door: #16, 1(0%)
minecraft.crafted.daylight_detector: #16, 5(0%)
minecraft.used.acacia_slab: #16, 7(0%)
minecraft.crafted.blue_terracotta: #16, 12(0%)
minecraft.mined.deepslate_brick_stairs: #16, 5(0%)
minecraft.used.yellow_wool: #16, 22(0%)
