stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #12, 1210577(1%)
minecraft.custom.time_since_death: #14, 1210577(1%)
minecraft.custom.fly_one_cm: #32, 9688027(0%)
minecraft.custom.leave_game: #35, 40(0%)
minecraft.custom.total_world_time: #37, 1210577(0%)
minecraft.custom.play_time: #37, 1210577(0%)
minecraft.custom.sneak_time: #40, 13455(0%)
minecraft.custom.walk_on_water_one_cm: #43, 11678(0%)
minecraft.custom.walk_under_water_one_cm: #48, 8395(0%)
