stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #10, 3540723(3%)
minecraft.custom.time_since_death: #10, 3540723(3%)
minecraft.custom.leave_game: #31, 91(0%)
minecraft.custom.fly_one_cm: #33, 7711431(0%)
minecraft.custom.total_world_time: #35, 3540723(0%)
minecraft.custom.play_time: #35, 3540723(0%)
minecraft.custom.walk_on_water_one_cm: #39, 16878(0%)
minecraft.custom.walk_under_water_one_cm: #46, 14590(0%)
minecraft.custom.sneak_time: #47, 6146(0%)
