stat, rank, value, (percentage) 
minecraft.crafted.spruce_fence_gate: #12, 65(1%)
minecraft.used.mossy_cobblestone_stairs: #12, 8(2%)
minecraft.picked_up.acacia_leaves: #12, 233(1%)
minecraft.used.andesite_wall: #12, 86(1%)
minecraft.picked_up.slime_block: #12, 135(1%)
minecraft.picked_up.white_carpet: #12, 36(1%)
minecraft.mined.sea_pickle: #12, 26(1%)
minecraft.mined.nether_bricks: #12, 64(1%)
minecraft.picked_up.red_tulip: #12, 80(1%)
minecraft.crafted.tuff_brick_stairs: #12, 19(1%)
minecraft.crafted.white_stained_glass_pane: #12, 192(1%)
minecraft.picked_up.chiseled_stone_bricks: #12, 31(1%)
minecraft.crafted.pumpkin_seeds: #12, 20(1%)
minecraft.dropped.oak_log: #12, 82(1%)
minecraft.used.ominous_bottle: #12, 3(1%)
minecraft.dropped.apple: #12, 14(1%)
minecraft.crafted.purple_dye: #12, 130(1%)
minecraft.dropped.red_wool: #12, 3(1%)
minecraft.crafted.mangrove_button: #12, 2(1%)
minecraft.dropped.gold_ingot: #12, 71(1%)
minecraft.used.cod: #12, 2(1%)
minecraft.mined.polished_granite: #12, 13(1%)
minecraft.crafted.black_stained_glass: #12, 392(1%)
minecraft.crafted.bamboo_stairs: #12, 24(1%)
minecraft.picked_up.crimson_roots: #12, 158(1%)
minecraft.picked_up.deepslate_tile_wall: #12, 13(1%)
minecraft.dropped.rabbit: #12, 2(1%)
minecraft.mined.spruce_wall_hanging_sign: #12, 1(1%)
minecraft.used.deepslate_tile_stairs: #12, 60(1%)
minecraft.mined.red_candle: #12, 1(1%)
minecraft.killed.bee: #12, 2(1%)
minecraft.crafted.orange_stained_glass: #12, 176(1%)
minecraft.mined.lime_wool: #12, 12(1%)
minecraft.crafted.orange_wool: #12, 17(1%)
minecraft.used.warped_fence_gate: #12, 4(1%)
minecraft.killed.breeze: #12, 24(1%)
minecraft.custom.damage_absorbed: #12, 164(1%)
minecraft.picked_up.dandelion: #12, 272(0%)
minecraft.used.quartz_slab: #12, 61(1%)
minecraft.picked_up.crimson_sign: #12, 1(1%)
minecraft.crafted.blue_ice: #12, 30(1%)
minecraft.picked_up.white_tulip: #12, 24(0%)
minecraft.dropped.flowering_azalea: #12, 23(0%)
minecraft.picked_up.ender_eye: #12, 1(1%)
minecraft.picked_up.birch_slab: #12, 7(0%)
minecraft.mined.red_glazed_terracotta: #12, 2(1%)
minecraft.mined.diamond_block: #12, 12(0%)
minecraft.picked_up.blue_concrete: #12, 12(0%)
minecraft.crafted.deepslate_brick_stairs: #12, 20(0%)
minecraft.used.gray_concrete: #12, 182(0%)
minecraft.mined.waxed_weathered_copper_grate: #12, 2(1%)
minecraft.crafted.deepslate_bricks: #12, 111(0%)
minecraft.crafted.baked_potato: #12, 15(0%)
minecraft.used.beehive: #12, 38(0%)
minecraft.crafted.jungle_boat: #12, 1(0%)
minecraft.killed.guardian: #12, 1(0%)
minecraft.used.green_concrete: #12, 19(0%)
minecraft.used.oak_hanging_sign: #12, 3(0%)
minecraft.dropped.iron_trapdoor: #12, 1(1%)
minecraft.used.stripped_bamboo_block: #12, 4(0%)
minecraft.dropped.poppy: #12, 101(0%)
minecraft.crafted.wind_charge: #12, 252(0%)
minecraft.mined.chiseled_stone_bricks: #12, 5(0%)
minecraft.picked_up.chiseled_copper: #12, 1(0%)
minecraft.crafted.beehive: #12, 21(0%)
minecraft.dropped.nether_quartz_ore: #12, 1(0%)
minecraft.crafted.gold_nugget: #12, 324(0%)
minecraft.crafted.brown_banner: #12, 2(0%)
minecraft.dropped.polished_tuff_wall: #12, 1(0%)
minecraft.dropped.green_wool: #12, 4(0%)
minecraft.mined.large_fern: #12, 10(0%)
minecraft.mined.resin_clump: #12, 13(0%)
minecraft.picked_up.cyan_concrete_powder: #12, 6(0%)
minecraft.dropped.mossy_stone_bricks: #12, 3(0%)
minecraft.dropped.sweet_berries: #12, 5(0%)
minecraft.crafted.birch_stairs: #12, 4(0%)
minecraft.used.yellow_concrete: #12, 22(0%)
minecraft.mined.quartz_slab: #12, 4(0%)
minecraft.picked_up.yellow_stained_glass: #12, 2(0%)
minecraft.used.diorite_stairs: #12, 1(0%)
minecraft.crafted.warped_hyphae: #12, 3(0%)
minecraft.crafted.pink_stained_glass: #12, 8(0%)
minecraft.mined.lapis_block: #12, 1(0%)
minecraft.picked_up.brown_concrete_powder: #12, 3(0%)
minecraft.used.water_bucket: #13, 2325(4%)
minecraft.picked_up.rail: #13, 1817(4%)
minecraft.picked_up.grindstone: #13, 34(4%)
minecraft.picked_up.granite: #13, 8170(4%)
minecraft.mined.rail: #13, 1232(4%)
minecraft.used.pumpkin_seeds: #13, 88(4%)
minecraft.picked_up.wind_charge: #13, 586(3%)
minecraft.picked_up.iron_block: #13, 2067(3%)
minecraft.custom.interact_with_smithing_table: #13, 42(3%)
minecraft.picked_up.vine: #13, 226(3%)
minecraft.crafted.spruce_planks: #13, 20560(3%)
minecraft.used.chain: #13, 511(3%)
minecraft.picked_up.painting: #13, 150(3%)
minecraft.dropped.golden_carrot: #13, 302(2%)
minecraft.mined.stonecutter: #13, 42(3%)
minecraft.picked_up.stonecutter: #13, 43(3%)
minecraft.picked_up.dirt: #13, 54000(2%)
minecraft.used.iron_axe: #13, 643(3%)
minecraft.picked_up.golden_leggings: #13, 10(3%)
minecraft.used.ladder: #13, 314(3%)
minecraft.crafted.diamond_block: #13, 344(2%)
minecraft.used.furnace: #13, 128(2%)
minecraft.crafted.paper: #13, 5052(2%)
minecraft.dropped.andesite: #13, 603(2%)
minecraft.picked_up.diamond_chestplate: #13, 9(2%)
minecraft.dropped.diamond: #13, 250(2%)
minecraft.used.flint_and_steel: #13, 162(2%)
minecraft.used.pumpkin: #13, 139(2%)
minecraft.used.writable_book: #13, 141(2%)
minecraft.picked_up.sand: #13, 35232(2%)
minecraft.crafted.spruce_fence: #13, 429(2%)
minecraft.picked_up.yellow_shulker_box: #13, 105(2%)
minecraft.mined.yellow_shulker_box: #13, 105(2%)
minecraft.used.yellow_shulker_box: #13, 107(2%)
minecraft.picked_up.red_wool: #13, 135(2%)
minecraft.dropped.oak_sign: #13, 10(2%)
minecraft.crafted.bone_meal: #13, 26547(2%)
minecraft.mined.melon_stem: #13, 7(2%)
minecraft.mined.spruce_door: #13, 3(2%)
minecraft.used.orange_bed: #13, 5(2%)
minecraft.crafted.bookshelf: #13, 100(2%)
minecraft.picked_up.cyan_bed: #13, 21(2%)
minecraft.crafted.oak_fence_gate: #13, 19(2%)
minecraft.used.decorated_pot: #13, 58(1%)
minecraft.picked_up.slime_ball: #13, 519(1%)
minecraft.dropped.arrow: #13, 534(1%)
minecraft.crafted.iron_shovel: #13, 8(2%)
minecraft.picked_up.feather: #13, 192(1%)
minecraft.crafted.mud_bricks: #13, 436(2%)
minecraft.killed.bat: #13, 3(2%)
minecraft.dropped.tuff: #13, 298(1%)
minecraft.mined.cave_vines_plant: #13, 5(1%)
minecraft.picked_up.jungle_leaves: #13, 259(1%)
minecraft.used.cartography_table: #13, 6(2%)
minecraft.crafted.birch_slab: #13, 168(1%)
minecraft.used.spruce_sapling: #13, 447(1%)
minecraft.dropped.red_mushroom: #13, 3(1%)
minecraft.dropped.netherite_boots: #13, 1(2%)
minecraft.mined.chiseled_tuff: #13, 19(1%)
minecraft.used.diamond: #13, 17(1%)
minecraft.mined.mangrove_planks: #13, 32(1%)
minecraft.killed_by.ravager: #13, 51(1%)
minecraft.used.ominous_trial_key: #13, 11(1%)
minecraft.used.stone_brick_wall: #13, 48(1%)
minecraft.crafted.oxidized_cut_copper: #13, 16(1%)
minecraft.crafted.yellow_shulker_box: #13, 3(1%)
minecraft.picked_up.spruce_fence_gate: #13, 23(1%)
minecraft.custom.open_shulker_box: #14, 30580(3%)
minecraft.mined.dragon_wall_head: #13, 2(1%)
minecraft.dropped.birch_log: #13, 25(1%)
minecraft.mined.pitcher_plant: #13, 2(1%)
minecraft.used.jungle_stairs: #13, 35(1%)
minecraft.used.podzol: #13, 61(1%)
minecraft.used.brown_terracotta: #13, 41(1%)
minecraft.killed.rabbit: #13, 2(1%)
minecraft.crafted.acacia_slab: #13, 72(1%)
minecraft.picked_up.gray_concrete: #13, 256(1%)
minecraft.mined.big_dripleaf: #13, 6(1%)
minecraft.dropped.waxed_copper_block: #13, 7(1%)
minecraft.used.mangrove_planks: #13, 134(1%)
minecraft.crafted.mangrove_sign: #13, 12(1%)
minecraft.dropped.minecart: #13, 6(1%)
minecraft.picked_up.breeze_rod: #13, 124(1%)
minecraft.picked_up.pale_oak_leaves: #13, 75(1%)
minecraft.crafted.dark_oak_door: #13, 3(1%)
minecraft.mined.mossy_stone_brick_stairs: #13, 1(1%)
minecraft.picked_up.mangrove_propagule: #13, 133(1%)
minecraft.crafted.gray_terracotta: #13, 80(1%)
minecraft.dropped.sand: #13, 359(1%)
minecraft.mined.dark_oak_leaves: #13, 248(1%)
minecraft.mined.gray_concrete: #13, 256(1%)
minecraft.used.black_stained_glass: #13, 296(1%)
minecraft.used.diamond_block: #13, 42(1%)
minecraft.mined.lily_of_the_valley: #13, 7(1%)
minecraft.custom.interact_with_furnace: #14, 2117(4%)
minecraft.picked_up.scrape_pottery_sherd: #13, 3(1%)
minecraft.used.jungle_trapdoor: #13, 34(1%)
minecraft.used.fire_coral_fan: #13, 2(1%)
minecraft.used.ice: #13, 145(1%)
minecraft.mined.stone_brick_wall: #13, 6(1%)
minecraft.picked_up.light_blue_shulker_box: #13, 27(0%)
minecraft.crafted.jungle_trapdoor: #13, 30(1%)
minecraft.dropped.anvil: #13, 1(1%)
minecraft.crafted.brown_concrete_powder: #13, 64(1%)
minecraft.crafted.warped_fence_gate: #13, 4(1%)
minecraft.used.light_blue_shulker_box: #13, 27(0%)
minecraft.used.cherry_sign: #13, 1(1%)
minecraft.used.orange_banner: #13, 2(1%)
minecraft.dropped.iron_boots: #13, 4(0%)
minecraft.picked_up.flint_and_steel: #13, 7(0%)
minecraft.used.bamboo_hanging_sign: #13, 1(1%)
minecraft.crafted.tuff_bricks: #13, 68(0%)
minecraft.used.warped_sign: #13, 5(1%)
minecraft.dropped.orange_dye: #13, 2(1%)
minecraft.dropped.magenta_dye: #13, 4(0%)
minecraft.used.porkchop: #13, 1(1%)
minecraft.mined.spore_blossom: #13, 3(0%)
minecraft.picked_up.dried_kelp: #13, 40(1%)
minecraft.mined.wet_sponge: #13, 60(0%)
minecraft.mined.exposed_cut_copper: #13, 1(1%)
minecraft.picked_up.exposed_cut_copper: #13, 1(1%)
minecraft.mined.pale_oak_leaves: #13, 235(0%)
minecraft.crafted.cooked_chicken: #13, 6(0%)
minecraft.broken.stone_shovel: #13, 1(0%)
minecraft.picked_up.dark_oak_leaves: #13, 30(0%)
minecraft.used.cooked_cod: #13, 14(0%)
minecraft.used.birch_slab: #13, 23(0%)
minecraft.dropped.brown_wool: #13, 1(0%)
minecraft.dropped.rooted_dirt: #13, 5(0%)
minecraft.picked_up.torchflower_seeds: #13, 5(0%)
minecraft.crafted.light_blue_shulker_box: #13, 1(0%)
minecraft.mined.open_eyeblossom: #13, 1(0%)
minecraft.mined.verdant_froglight: #13, 19(0%)
minecraft.dropped.slime_block: #13, 8(0%)
minecraft.crafted.stripped_spruce_wood: #13, 3(0%)
minecraft.picked_up.open_eyeblossom: #13, 1(0%)
minecraft.dropped.mangrove_propagule: #13, 1(0%)
minecraft.mined.wildflowers: #13, 1(0%)
minecraft.dropped.cod: #13, 38(0%)
minecraft.dropped.amethyst_block: #13, 1(0%)
minecraft.picked_up.quartz_slab: #13, 5(0%)
minecraft.mined.pink_wool: #13, 1(0%)
minecraft.dropped.copper_ingot: #13, 6(0%)
minecraft.dropped.purpur_pillar: #13, 1(0%)
minecraft.used.cherry_fence: #13, 1(0%)
minecraft.used.warped_hyphae: #13, 3(0%)
minecraft.dropped.black_wool: #13, 2(0%)
minecraft.dropped.azalea_leaves: #13, 3(0%)
minecraft.used.yellow_stained_glass: #13, 10(0%)
minecraft.mined.stripped_birch_wood: #13, 2(0%)
minecraft.mined.fire_coral_block: #13, 1(0%)
minecraft.picked_up.prismarine_shard: #13, 2(0%)
minecraft.crafted.filled_map: #13, 1(0%)
minecraft.used.bone_meal: #14, 7618(3%)
minecraft.picked_up.chipped_anvil: #14, 12(3%)
minecraft.dropped.leather_helmet: #14, 7(3%)
minecraft.dropped.firework_rocket: #14, 870(2%)
minecraft.crafted.chain: #14, 572(3%)
minecraft.picked_up.shield: #14, 12(3%)
minecraft.used.painting: #14, 160(3%)
minecraft.picked_up.spruce_trapdoor: #14, 453(3%)
minecraft.crafted.ladder: #14, 321(3%)
minecraft.picked_up.andesite: #14, 6521(2%)
minecraft.used.stone_brick_stairs: #14, 280(3%)
minecraft.used.cooked_beef: #14, 407(2%)
minecraft.crafted.bow: #14, 53(2%)
minecraft.broken.iron_axe: #14, 2(3%)
minecraft.custom.damage_dealt: #14, 887330(1%)
minecraft.mined.podzol: #14, 392(2%)
minecraft.picked_up.coal: #14, 5431(2%)
minecraft.crafted.iron_axe: #14, 3(2%)
minecraft.mined.spruce_planks: #14, 254(2%)
minecraft.picked_up.end_rod: #14, 157(2%)
minecraft.custom.deaths: #14, 280(1%)
minecraft.mined.polished_tuff: #14, 210(2%)
minecraft.picked_up.oak_sapling: #14, 639(2%)
minecraft.mined.grass_block: #14, 28692(2%)
minecraft.picked_up.stone_stairs: #14, 43(2%)
minecraft.picked_up.iron_helmet: #14, 3(2%)
minecraft.mined.decorated_pot: #14, 95(2%)
minecraft.crafted.name_tag: #14, 36(2%)
minecraft.mined.chain: #14, 67(2%)
minecraft.used.andesite: #14, 1435(1%)
minecraft.used.tuff: #14, 1125(1%)
minecraft.mined.ochre_froglight: #14, 54(2%)
minecraft.picked_up.oak_stairs: #14, 54(2%)
minecraft.picked_up.spruce_door: #14, 4(2%)
minecraft.crafted.glass_pane: #14, 224(2%)
minecraft.mined.black_concrete: #14, 484(1%)
minecraft.custom.walk_on_water_one_cm: #15, 3740874(3%)
minecraft.mined.polished_andesite: #14, 73(1%)
minecraft.mined.dark_oak_slab: #14, 45(1%)
minecraft.picked_up.deepslate_bricks: #14, 163(2%)
minecraft.dropped.polished_tuff: #14, 18(2%)
minecraft.picked_up.spruce_leaves: #14, 668(1%)
minecraft.mined.stone_brick_stairs: #14, 41(1%)
minecraft.used.iron_trapdoor: #14, 122(1%)
minecraft.mined.bamboo_block: #14, 38(1%)
minecraft.crafted.green_terracotta: #14, 240(1%)
minecraft.custom.open_barrel: #15, 8772(3%)
minecraft.picked_up.mangrove_sign: #14, 5(1%)
minecraft.picked_up.cod: #14, 168(1%)
minecraft.used.stone_bricks: #14, 1186(1%)
minecraft.crafted.packed_mud: #14, 1086(1%)
minecraft.picked_up.black_dye: #14, 17(1%)
minecraft.mined.warped_roots: #14, 77(1%)
minecraft.dropped.dripstone_block: #14, 45(1%)
minecraft.crafted.stone_shovel: #14, 4(1%)
minecraft.picked_up.nether_bricks: #14, 75(1%)
minecraft.crafted.brown_terracotta: #14, 48(1%)
minecraft.dropped.tuff_bricks: #14, 39(1%)
minecraft.mined.end_stone_bricks: #14, 16(1%)
minecraft.crafted.white_stained_glass: #14, 384(1%)
minecraft.used.ochre_froglight: #14, 185(1%)
minecraft.used.moss_carpet: #14, 273(1%)
minecraft.dropped.dark_oak_sapling: #14, 3(1%)
minecraft.used.orange_wool: #14, 32(1%)
minecraft.crafted.light_gray_dye: #14, 210(1%)
minecraft.picked_up.moss_block: #14, 2337(1%)
minecraft.mined.warped_wart_block: #14, 176(1%)
minecraft.used.brown_concrete_powder: #14, 56(1%)
minecraft.picked_up.bamboo_fence: #14, 14(1%)
minecraft.picked_up.blaze_powder: #14, 3(1%)
minecraft.mined.bamboo_slab: #14, 13(1%)
minecraft.picked_up.purpur_block: #14, 100(1%)
minecraft.crafted.red_dye: #14, 353(1%)
minecraft.picked_up.gray_wool: #14, 181(1%)
minecraft.used.sunflower: #14, 14(1%)
minecraft.picked_up.enchanted_golden_apple: #14, 3(1%)
minecraft.used.mangrove_slab: #14, 71(1%)
minecraft.mined.jungle_fence_gate: #14, 1(1%)
minecraft.used.sea_pickle: #14, 37(1%)
minecraft.dropped.light_blue_dye: #14, 2(1%)
minecraft.crafted.orange_dye: #14, 118(1%)
minecraft.used.deepslate_gold_ore: #14, 35(1%)
minecraft.used.waxed_exposed_copper_bulb: #14, 3(1%)
minecraft.picked_up.guster_pottery_sherd: #14, 3(1%)
minecraft.crafted.polished_deepslate: #14, 188(0%)
minecraft.crafted.light_gray_shulker_box: #14, 2(1%)
minecraft.used.cooked_chicken: #14, 28(0%)
minecraft.crafted.warped_sign: #14, 6(1%)
minecraft.dropped.cyan_dye: #14, 2(1%)
minecraft.picked_up.spore_blossom: #14, 5(1%)
minecraft.mined.dark_oak_wall_sign: #14, 1(1%)
minecraft.used.stone_shovel: #14, 139(0%)
minecraft.mined.light_blue_shulker_box: #14, 25(0%)
minecraft.mined.cobblestone_stairs: #14, 12(0%)
minecraft.used.smooth_sandstone: #14, 95(0%)
minecraft.used.white_stained_glass_pane: #14, 69(0%)
minecraft.custom.fall_one_cm: #15, 9990427(3%)
minecraft.dropped.book: #14, 3(1%)
minecraft.dropped.gray_dye: #14, 2(1%)
minecraft.picked_up.flow_pottery_sherd: #14, 2(0%)
minecraft.picked_up.cobblestone_stairs: #14, 14(0%)
minecraft.used.yellow_banner: #14, 1(0%)
minecraft.picked_up.snow_block: #14, 352(0%)
minecraft.custom.damage_taken: #14, 507894(0%)
minecraft.picked_up.mossy_stone_brick_stairs: #14, 1(0%)
minecraft.crafted.nether_bricks: #14, 43(0%)
minecraft.mined.crying_obsidian: #14, 4(0%)
minecraft.crafted.warped_stairs: #14, 8(0%)
minecraft.mined.birch_slab: #14, 3(0%)
minecraft.mined.deepslate_tile_stairs: #14, 6(0%)
minecraft.used.warped_stairs: #14, 8(0%)
minecraft.crafted.green_concrete_powder: #14, 32(0%)
minecraft.custom.eat_cake_slice: #14, 1(0%)
minecraft.picked_up.deepslate_tile_stairs: #14, 5(0%)
minecraft.used.mossy_stone_brick_stairs: #14, 2(0%)
minecraft.mined.dark_prismarine: #14, 5(0%)
minecraft.mined.turtle_egg: #14, 2(0%)
minecraft.picked_up.allium: #14, 9(0%)
minecraft.crafted.white_banner: #14, 12(0%)
minecraft.dropped.jungle_slab: #14, 1(0%)
minecraft.used.sponge: #14, 17(0%)
minecraft.dropped.deepslate_iron_ore: #14, 1(0%)
minecraft.used.cyan_stained_glass: #14, 10(0%)
minecraft.dropped.waxed_oxidized_copper: #14, 1(0%)
minecraft.used.turtle_egg: #14, 1(0%)
minecraft.dropped.short_grass: #14, 3(0%)
minecraft.mined.yellow_carpet: #14, 1(0%)
minecraft.picked_up.charcoal: #14, 6(0%)
minecraft.crafted.gray_wool: #14, 6(0%)
minecraft.used.stripped_pale_oak_log: #14, 3(0%)
minecraft.used.red_sand: #14, 3(0%)
minecraft.used.blue_wool: #14, 3(0%)
minecraft.mined.black_carpet: #14, 4(0%)
minecraft.picked_up.yellow_carpet: #14, 1(0%)
minecraft.picked_up.wildflowers: #14, 5(0%)
minecraft.dropped.melon: #14, 6(0%)
minecraft.mined.prismarine_bricks: #14, 11(0%)
minecraft.dropped.amethyst_shard: #14, 2(0%)
minecraft.used.spruce_button: #14, 16(0%)
minecraft.used.pink_stained_glass: #14, 1(0%)
minecraft.used.pink_concrete: #14, 1(0%)
minecraft.picked_up.red_concrete_powder: #14, 1(0%)
minecraft.used.prismarine: #14, 1(0%)
minecraft.mined.glow_lichen: #15, 644(2%)
minecraft.used.stone: #15, 21219(2%)
minecraft.picked_up.golden_helmet: #15, 9(2%)
minecraft.mined.diorite: #15, 5590(2%)
minecraft.killed.trader_llama: #15, 9(2%)
minecraft.mined.cobblestone: #15, 1029(2%)
minecraft.used.spruce_fence: #15, 396(2%)
minecraft.killed.wandering_trader: #15, 4(2%)
minecraft.crafted.stone_pickaxe: #15, 3(2%)
minecraft.killed.squid: #15, 124(2%)
minecraft.crafted.stone: #15, 258(2%)
minecraft.dropped.goat_horn: #15, 3(2%)
minecraft.picked_up.flower_pot: #15, 20(2%)
minecraft.picked_up.ladder: #15, 141(2%)
minecraft.picked_up.spruce_planks: #15, 329(1%)
minecraft.used.polished_tuff: #15, 745(2%)
minecraft.mined.rooted_dirt: #15, 316(2%)
minecraft.dropped.diamond_hoe: #15, 1(2%)
minecraft.used.hay_block: #15, 34(2%)
minecraft.picked_up.ink_sac: #15, 409(1%)
minecraft.dropped.enchanted_book: #15, 12(2%)
minecraft.mined.deepslate_redstone_ore: #15, 779(1%)
minecraft.dropped.leather_boots: #15, 7(1%)
minecraft.mined.cave_vines: #15, 12(1%)
minecraft.picked_up.deepslate_gold_ore: #15, 130(1%)
minecraft.crafted.iron_trapdoor: #15, 128(1%)
minecraft.used.stone_stairs: #15, 92(1%)
minecraft.used.oak_planks: #15, 156(1%)
minecraft.crafted.pale_oak_planks: #15, 512(1%)
minecraft.broken.iron_pickaxe: #15, 2(1%)
minecraft.picked_up.fishing_rod: #15, 12(1%)
minecraft.crafted.shulker_box: #15, 121(1%)
minecraft.used.spruce_fence_gate: #15, 58(1%)
minecraft.used.lime_dye: #15, 2(1%)
minecraft.picked_up.lily_pad: #15, 37(1%)
minecraft.picked_up.dark_oak_slab: #15, 44(1%)
minecraft.picked_up.dark_oak_door: #15, 2(1%)
minecraft.dropped.oxeye_daisy: #15, 9(1%)
minecraft.picked_up.gold_ingot: #15, 262(1%)
minecraft.crafted.spruce_hanging_sign: #15, 6(1%)
minecraft.dropped.chiseled_tuff_bricks: #15, 8(1%)
minecraft.picked_up.golden_apple: #15, 8(1%)
minecraft.mined.white_tulip: #15, 14(1%)
minecraft.picked_up.peony: #15, 41(1%)
minecraft.crafted.smooth_sandstone: #15, 95(1%)
minecraft.mined.dark_oak_sapling: #15, 4(1%)
minecraft.custom.fly_one_cm: #16, 53399857(2%)
minecraft.used.light_gray_concrete_powder: #15, 168(1%)
minecraft.used.white_stained_glass: #15, 245(1%)
minecraft.picked_up.oxeye_daisy: #15, 60(1%)
minecraft.used.black_concrete: #15, 201(1%)
minecraft.picked_up.sweet_berries: #15, 152(1%)
minecraft.mined.acacia_planks: #15, 7(1%)
minecraft.mined.andesite_wall: #15, 6(1%)
minecraft.picked_up.poppy: #15, 270(1%)
minecraft.mined.red_bed: #15, 3(1%)
minecraft.used.stone_brick_slab: #15, 129(1%)
minecraft.crafted.yellow_dye: #15, 186(1%)
minecraft.mined.jungle_trapdoor: #15, 6(1%)
minecraft.picked_up.netherite_sword: #15, 2(1%)
minecraft.mined.purpur_slab: #15, 4(1%)
minecraft.used.light_gray_terracotta: #15, 37(1%)
minecraft.dropped.cobbled_deepslate: #15, 628(0%)
minecraft.crafted.orange_shulker_box: #15, 2(1%)
minecraft.picked_up.stripped_bamboo_block: #15, 12(1%)
minecraft.picked_up.jungle_trapdoor: #15, 6(0%)
minecraft.mined.light_gray_concrete_powder: #15, 10(0%)
minecraft.picked_up.azure_bluet: #15, 64(0%)
minecraft.mined.stripped_bamboo_block: #15, 11(1%)
minecraft.picked_up.acacia_wood: #15, 7(0%)
minecraft.used.gray_concrete_powder: #15, 299(0%)
minecraft.mined.acacia_wood: #15, 4(0%)
minecraft.mined.mossy_stone_bricks: #15, 21(0%)
minecraft.crafted.gray_concrete_powder: #15, 312(0%)
minecraft.picked_up.green_wool: #15, 104(0%)
minecraft.crafted.brown_dye: #15, 62(0%)
minecraft.picked_up.oak_hanging_sign: #15, 1(0%)
minecraft.dropped.azalea: #15, 24(0%)
minecraft.mined.smooth_sandstone: #15, 11(0%)
minecraft.picked_up.purple_dye: #15, 6(0%)
minecraft.mined.stone_brick_slab: #15, 17(0%)
minecraft.used.spore_blossom: #15, 1(0%)
minecraft.picked_up.pearlescent_froglight: #15, 68(0%)
minecraft.picked_up.pitcher_pod: #15, 4(0%)
minecraft.dropped.splash_potion: #15, 2(0%)
minecraft.crafted.quartz_stairs: #15, 4(0%)
minecraft.dropped.pumpkin: #15, 68(0%)
minecraft.dropped.dark_oak_log: #15, 6(0%)
minecraft.picked_up.turtle_egg: #15, 2(0%)
minecraft.crafted.magenta_terracotta: #15, 8(0%)
minecraft.mined.tube_coral_wall_fan: #15, 3(0%)
minecraft.crafted.cookie: #15, 16(0%)
minecraft.used.black_wool: #15, 46(0%)
minecraft.dropped.stone_brick_stairs: #15, 1(0%)
minecraft.used.birch_stairs: #15, 3(0%)
minecraft.dropped.light_gray_concrete_powder: #15, 2(0%)
minecraft.dropped.clay_ball: #15, 4(0%)
minecraft.picked_up.dark_prismarine: #15, 4(0%)
minecraft.picked_up.prismarine: #15, 9(0%)
minecraft.crafted.candle: #15, 12(0%)
minecraft.picked_up.closed_eyeblossom: #15, 1(0%)
minecraft.mined.stripped_jungle_wood: #15, 1(0%)
minecraft.dropped.white_concrete: #15, 1(0%)
minecraft.picked_up.stripped_jungle_wood: #15, 1(0%)
minecraft.crafted.purple_stained_glass: #15, 16(0%)
minecraft.picked_up.fire_coral_block: #15, 1(0%)
minecraft.crafted.red_carpet: #15, 3(0%)
minecraft.crafted.black_wool: #15, 3(0%)
minecraft.picked_up.stripped_birch_wood: #15, 1(0%)
minecraft.used.stripped_mangrove_log: #15, 1(0%)
minecraft.picked_up.leather_helmet: #16, 9(3%)
minecraft.crafted.rail: #16, 976(3%)
minecraft.picked_up.iron_bars: #16, 190(2%)
minecraft.crafted.diamond_axe: #16, 3(2%)
minecraft.picked_up.polished_tuff: #16, 282(2%)
minecraft.killed.player: #16, 48(2%)
minecraft.mined.iron_ore: #16, 789(2%)
minecraft.used.cobblestone: #16, 1910(2%)
minecraft.mined.spruce_trapdoor: #16, 203(2%)
minecraft.mined.smooth_basalt: #16, 200(2%)
minecraft.crafted.diamond: #16, 1440(2%)
minecraft.picked_up.birch_sign: #16, 16(2%)
minecraft.mined.ladder: #16, 44(2%)
minecraft.used.iron_bars: #16, 400(2%)
minecraft.picked_up.apple: #16, 92(2%)
minecraft.picked_up.bone: #16, 1677(2%)
minecraft.crafted.iron_bars: #16, 528(2%)
minecraft.mined.sunflower: #16, 82(2%)
minecraft.crafted.chiseled_tuff: #16, 11(2%)
minecraft.picked_up.diamond_hoe: #16, 3(2%)
minecraft.mined.chiseled_bookshelf: #16, 9(2%)
minecraft.picked_up.rooted_dirt: #16, 273(1%)
minecraft.picked_up.birch_sapling: #16, 193(1%)
minecraft.used.lime_shulker_box: #16, 47(1%)
minecraft.custom.jump: #17, 348098(3%)
minecraft.dropped.spruce_planks: #16, 49(1%)
minecraft.used.dark_oak_fence: #16, 101(1%)
minecraft.picked_up.lime_shulker_box: #16, 46(1%)
minecraft.mined.lime_shulker_box: #16, 46(1%)
minecraft.picked_up.podzol: #16, 200(1%)
minecraft.crafted.polished_tuff: #16, 446(1%)
minecraft.picked_up.polished_andesite: #16, 68(1%)
minecraft.mined.gray_shulker_box: #16, 57(1%)
minecraft.mined.black_stained_glass_pane: #16, 5(1%)
minecraft.used.gray_shulker_box: #16, 57(1%)
minecraft.picked_up.gray_shulker_box: #16, 58(1%)
minecraft.dropped.terracotta: #16, 20(1%)
minecraft.picked_up.orange_dye: #16, 8(1%)
minecraft.used.glow_lichen: #16, 324(1%)
minecraft.dropped.filled_map: #16, 25(1%)
minecraft.mined.tall_seagrass: #16, 49(1%)
minecraft.used.white_dye: #16, 11(1%)
minecraft.picked_up.chiseled_tuff: #16, 17(1%)
minecraft.picked_up.mud: #16, 1427(1%)
minecraft.used.diamond_hoe: #16, 5138(1%)
minecraft.used.dark_oak_trapdoor: #16, 90(1%)
minecraft.picked_up.diamond_ore: #16, 2(1%)
