stat, rank, value, (percentage) 
minecraft.crafted.warped_sign: #17, 3(0%)
minecraft.picked_up.wooden_sword: #17, 1(0%)
minecraft.dropped.glow_berries: #17, 2(0%)
minecraft.picked_up.crying_obsidian: #17, 10(0%)
minecraft.dropped.sculk_vein: #17, 1(0%)
minecraft.crafted.mangrove_sign: #17, 3(0%)
minecraft.dropped.iron_bars: #17, 6(0%)
minecraft.crafted.redstone_lamp: #17, 4(0%)
minecraft.crafted.tuff_brick_wall: #17, 1(0%)
minecraft.crafted.warped_stairs: #17, 4(0%)
minecraft.picked_up.weeping_vines: #17, 7(0%)
minecraft.crafted.magenta_terracotta: #17, 7(0%)
minecraft.used.spruce_leaves: #17, 31(0%)
minecraft.picked_up.dark_oak_leaves: #17, 10(0%)
minecraft.crafted.acacia_fence_gate: #17, 1(0%)
minecraft.crafted.polished_deepslate_wall: #17, 1(0%)
minecraft.crafted.stone_brick_slab: #17, 14(0%)
minecraft.crafted.acacia_slab: #17, 6(0%)
minecraft.crafted.jungle_fence_gate: #17, 1(0%)
minecraft.crafted.warped_slab: #17, 6(0%)
minecraft.dropped.clay_ball: #17, 4(0%)
minecraft.dropped.glass_pane: #17, 1(0%)
minecraft.used.rooted_dirt: #17, 9(0%)
minecraft.crafted.pink_concrete_powder: #17, 8(0%)
minecraft.crafted.purple_terracotta: #17, 5(0%)
minecraft.picked_up.charcoal: #17, 3(0%)
minecraft.picked_up.cooked_mutton: #17, 3(0%)
minecraft.dropped.light_gray_wool: #17, 1(0%)
minecraft.picked_up.coal_block: #17, 2(0%)
minecraft.crafted.mangrove_wood: #17, 3(0%)
minecraft.picked_up.fire_charge: #17, 1(0%)
minecraft.crafted.andesite_wall: #17, 1(0%)
minecraft.crafted.acacia_wood: #17, 3(0%)
minecraft.crafted.red_carpet: #17, 3(0%)
minecraft.mined.stripped_birch_wood: #17, 1(0%)
minecraft.picked_up.stripped_birch_wood: #17, 1(0%)
minecraft.crafted.deepslate_brick_stairs: #17, 1(0%)
minecraft.mined.prismarine_bricks: #17, 3(0%)
minecraft.used.mangrove_wood: #17, 1(0%)
minecraft.dropped.smooth_stone: #17, 3(0%)
minecraft.used.red_carpet: #17, 3(0%)
minecraft.used.orange_concrete_powder: #17, 2(0%)
minecraft.picked_up.gray_concrete_powder: #17, 1(0%)
minecraft.used.prismarine_bricks: #17, 1(0%)
minecraft.mined.crafting_table: #18, 158(2%)
minecraft.used.stone: #18, 18053(2%)
minecraft.dropped.firework_rocket: #18, 593(2%)
minecraft.mined.lapis_ore: #18, 94(2%)
minecraft.picked_up.torch: #18, 2011(2%)
minecraft.picked_up.iron_helmet: #18, 3(2%)
minecraft.picked_up.chainmail_helmet: #18, 2(2%)
minecraft.used.white_banner: #18, 18(2%)
minecraft.picked_up.chainmail_boots: #18, 3(2%)
minecraft.crafted.diamond_block: #18, 195(1%)
minecraft.picked_up.diamond_sword: #18, 17(1%)
minecraft.picked_up.beacon: #18, 7(1%)
minecraft.used.redstone: #18, 1059(1%)
minecraft.mined.kelp_plant: #18, 89(1%)
minecraft.dropped.leather_boots: #18, 6(1%)
minecraft.killed.cow: #18, 134(1%)
minecraft.picked_up.coal_ore: #18, 963(1%)
minecraft.picked_up.cobblestone: #18, 24991(1%)
minecraft.used.dark_oak_log: #18, 291(1%)
minecraft.crafted.book: #18, 88(1%)
minecraft.picked_up.diamond_chestplate: #18, 4(1%)
minecraft.used.crafter: #18, 30(1%)
minecraft.picked_up.redstone_torch: #18, 93(1%)
minecraft.picked_up.diamond_hoe: #18, 2(1%)
minecraft.picked_up.piston: #18, 70(1%)
minecraft.dropped.blue_dye: #18, 4(1%)
minecraft.picked_up.blue_dye: #18, 9(1%)
minecraft.used.dispenser: #18, 46(1%)
minecraft.dropped.string: #18, 136(1%)
minecraft.used.oak_door: #18, 2(1%)
minecraft.picked_up.dark_oak_fence: #18, 30(1%)
minecraft.crafted.dark_oak_door: #18, 3(1%)
minecraft.mined.smoker: #18, 1(1%)
minecraft.dropped.wooden_sword: #18, 1(1%)
minecraft.picked_up.smoker: #18, 1(1%)
minecraft.used.oak_slab: #18, 51(1%)
minecraft.picked_up.podzol: #18, 102(1%)
minecraft.picked_up.orange_dye: #18, 5(1%)
minecraft.mined.stone_button: #18, 8(1%)
minecraft.mined.decorated_pot: #18, 32(1%)
minecraft.dropped.tuff: #18, 110(0%)
minecraft.picked_up.rose_bush: #18, 46(0%)
minecraft.picked_up.red_mushroom: #18, 9(1%)
minecraft.picked_up.rooted_dirt: #18, 97(0%)
minecraft.picked_up.gold_ingot: #18, 134(0%)
minecraft.used.ochre_froglight: #18, 109(0%)
minecraft.killed.zombie: #18, 559(0%)
minecraft.dropped.scaffolding: #18, 40(0%)
minecraft.picked_up.deepslate_iron_ore: #18, 31(0%)
minecraft.crafted.bone_block: #18, 239(0%)
minecraft.picked_up.crimson_stem: #18, 47(0%)
minecraft.custom.fish_caught: #18, 76(0%)
minecraft.mined.warped_stem: #18, 56(0%)
minecraft.picked_up.torchflower: #18, 6(0%)
minecraft.picked_up.soul_soil: #18, 78(0%)
minecraft.picked_up.redstone_ore: #18, 7(0%)
minecraft.picked_up.light_gray_dye: #18, 3(0%)
minecraft.picked_up.cocoa_beans: #18, 103(0%)
minecraft.crafted.oak_boat: #18, 5(0%)
minecraft.mined.soul_soil: #18, 65(0%)
minecraft.used.soul_soil: #18, 23(0%)
minecraft.used.sunflower: #18, 6(0%)
minecraft.dropped.beetroot_seeds: #18, 52(0%)
minecraft.picked_up.mangrove_propagule: #18, 42(0%)
minecraft.picked_up.dandelion: #18, 130(0%)
minecraft.crafted.wheat: #18, 207(0%)
minecraft.picked_up.enchanted_golden_apple: #18, 1(0%)
minecraft.picked_up.light_blue_dye: #18, 2(0%)
minecraft.crafted.birch_button: #18, 1(0%)
minecraft.dropped.spruce_trapdoor: #18, 4(0%)
minecraft.crafted.chiseled_tuff: #18, 1(0%)
minecraft.mined.big_dripleaf: #18, 1(0%)
minecraft.mined.diamond_block: #18, 4(0%)
minecraft.mined.white_stained_glass: #18, 5(0%)
minecraft.used.cooked_mutton: #18, 4(0%)
minecraft.used.bread: #18, 14(0%)
minecraft.crafted.brown_terracotta: #18, 7(0%)
minecraft.used.cocoa_beans: #18, 29(0%)
minecraft.mined.orange_tulip: #18, 2(0%)
minecraft.crafted.bamboo_fence: #18, 6(0%)
minecraft.picked_up.crimson_fungus: #18, 5(0%)
minecraft.mined.light_gray_wool: #18, 2(0%)
minecraft.crafted.white_stained_glass: #18, 48(0%)
minecraft.mined.birch_slab: #18, 1(0%)
minecraft.picked_up.stripped_dark_oak_wood: #18, 2(0%)
minecraft.dropped.birch_planks: #18, 3(0%)
minecraft.used.cobweb: #18, 4(0%)
minecraft.mined.brown_mushroom_block: #18, 45(0%)
minecraft.mined.stripped_dark_oak_wood: #18, 2(0%)
minecraft.mined.crying_obsidian: #18, 1(0%)
minecraft.picked_up.copper_ingot: #18, 10(0%)
minecraft.dropped.cobblestone_slab: #18, 1(0%)
minecraft.used.yellow_wool: #18, 9(0%)
minecraft.used.cyan_concrete_powder: #18, 2(0%)
minecraft.crafted.cobbled_deepslate_stairs: #18, 1(0%)
minecraft.used.oak_wood: #18, 1(0%)
minecraft.used.acacia_wood: #18, 1(0%)
minecraft.mined.sculk_vein: #18, 3(0%)
minecraft.used.spruce_button: #18, 3(0%)
minecraft.crafted.deepslate_bricks: #18, 1(0%)
minecraft.custom.walk_one_cm: #19, 72704031(2%)
minecraft.custom.climb_one_cm: #19, 1792887(2%)
minecraft.picked_up.crafting_table: #19, 165(2%)
minecraft.crafted.diamond_sword: #19, 3(2%)
minecraft.mined.wall_torch: #19, 187(2%)
minecraft.custom.damage_resisted: #19, 4361(1%)
minecraft.dropped.diamond_hoe: #19, 1(2%)
minecraft.picked_up.dirt: #19, 31038(1%)
minecraft.mined.redstone_wire: #19, 259(2%)
minecraft.picked_up.diamond_shovel: #19, 15(1%)
minecraft.picked_up.chainmail_leggings: #19, 2(2%)
minecraft.mined.mossy_cobblestone: #19, 58(1%)
minecraft.crafted.iron_helmet: #19, 2(1%)
minecraft.mined.spruce_wall_sign: #19, 7(1%)
minecraft.picked_up.powered_rail: #19, 158(1%)
minecraft.crafted.oak_fence: #19, 63(1%)
minecraft.picked_up.egg: #19, 251(1%)
minecraft.used.written_book: #19, 58(1%)
minecraft.custom.interact_with_beacon: #19, 15(1%)
minecraft.picked_up.golden_boots: #19, 7(1%)
minecraft.dropped.bone: #19, 182(1%)
minecraft.custom.damage_dealt: #19, 372217(1%)
minecraft.mined.deepslate_lapis_ore: #19, 82(1%)
minecraft.mined.spruce_leaves: #19, 670(1%)
minecraft.crafted.blue_shulker_box: #19, 1(1%)
minecraft.used.repeater: #19, 152(1%)
minecraft.used.note_block: #19, 42(1%)
minecraft.mined.cave_vines: #19, 6(1%)
minecraft.used.flint_and_steel: #19, 51(1%)
minecraft.picked_up.basalt: #19, 206(1%)
minecraft.picked_up.warped_nylium: #19, 50(1%)
minecraft.mined.dropper: #19, 11(1%)
minecraft.picked_up.oak_leaves: #19, 1002(1%)
minecraft.used.polished_tuff: #19, 269(1%)
minecraft.mined.bone_block: #19, 40(1%)
minecraft.picked_up.glowstone: #19, 48(1%)
minecraft.dropped.dandelion: #19, 24(1%)
minecraft.mined.mangrove_log: #19, 169(0%)
minecraft.crafted.oak_trapdoor: #19, 28(0%)
minecraft.picked_up.nautilus_shell: #19, 4(1%)
minecraft.crafted.black_stained_glass_pane: #19, 64(1%)
minecraft.mined.bookshelf: #19, 19(0%)
minecraft.killed.slime: #19, 55(0%)
minecraft.dropped.cobblestone: #19, 939(0%)
minecraft.mined.mangrove_roots: #19, 316(0%)
minecraft.dropped.fishing_rod: #19, 2(0%)
minecraft.used.iron_ore: #19, 44(0%)
minecraft.mined.rooted_dirt: #19, 76(0%)
minecraft.mined.stone_brick_stairs: #19, 10(0%)
minecraft.used.gray_shulker_box: #19, 18(0%)
minecraft.used.white_dye: #19, 4(0%)
minecraft.used.coarse_dirt: #19, 242(0%)
minecraft.dropped.brown_dye: #19, 2(0%)
minecraft.dropped.oak_trapdoor: #19, 1(0%)
minecraft.crafted.leather_boots: #19, 4(0%)
minecraft.crafted.jungle_sign: #19, 3(0%)
minecraft.dropped.yellow_dye: #19, 2(0%)
minecraft.dropped.leather: #19, 17(0%)
minecraft.picked_up.yellow_dye: #19, 6(0%)
minecraft.picked_up.cornflower: #19, 27(0%)
minecraft.mined.stripped_warped_stem: #19, 7(0%)
minecraft.crafted.spruce_fence_gate: #19, 10(0%)
minecraft.used.spruce_fence_gate: #19, 9(0%)
minecraft.crafted.mossy_cobblestone_slab: #19, 2(0%)
minecraft.picked_up.chorus_flower: #19, 6(0%)
minecraft.used.honey_block: #19, 24(0%)
minecraft.mined.snow_block: #19, 39(0%)
minecraft.crafted.deepslate_tile_stairs: #19, 1(0%)
minecraft.dropped.brown_mushroom: #19, 1(0%)
minecraft.mined.sea_lantern: #19, 2(0%)
minecraft.used.flowering_azalea: #19, 2(0%)
minecraft.crafted.bamboo_stairs: #19, 4(0%)
minecraft.picked_up.bookshelf: #19, 2(0%)
minecraft.used.smooth_basalt: #19, 21(0%)
minecraft.used.warped_stem: #19, 7(0%)
minecraft.used.bamboo_fence: #19, 5(0%)
minecraft.picked_up.spruce_button: #19, 4(0%)
minecraft.picked_up.muddy_mangrove_roots: #19, 14(0%)
minecraft.used.bamboo_block: #19, 9(0%)
minecraft.crafted.warped_trapdoor: #19, 2(0%)
minecraft.mined.stripped_acacia_log: #19, 7(0%)
minecraft.picked_up.stripped_acacia_log: #19, 7(0%)
minecraft.crafted.polished_deepslate_stairs: #19, 1(0%)
minecraft.crafted.orange_dye: #19, 14(0%)
minecraft.picked_up.stripped_mangrove_log: #19, 7(0%)
minecraft.mined.stripped_mangrove_log: #19, 7(0%)
minecraft.crafted.brown_concrete_powder: #19, 8(0%)
minecraft.picked_up.birch_slab: #19, 1(0%)
minecraft.crafted.mangrove_fence: #19, 3(0%)
minecraft.picked_up.cyan_concrete: #19, 2(0%)
minecraft.crafted.polished_deepslate_slab: #19, 2(0%)
minecraft.crafted.tuff_brick_stairs: #19, 1(0%)
minecraft.used.brown_concrete_powder: #19, 4(0%)
minecraft.crafted.polished_blackstone: #19, 5(0%)
minecraft.picked_up.orange_tulip: #19, 3(0%)
minecraft.mined.cyan_concrete: #19, 2(0%)
minecraft.mined.stripped_oak_wood: #19, 1(0%)
minecraft.picked_up.stripped_oak_wood: #19, 1(0%)
minecraft.picked_up.tipped_arrow: #19, 4(0%)
minecraft.crafted.jungle_trapdoor: #19, 2(0%)
minecraft.crafted.oak_wood: #19, 3(0%)
minecraft.used.mangrove_leaves: #19, 6(0%)
minecraft.crafted.cobbled_deepslate_slab: #19, 2(0%)
minecraft.used.birch_slab: #19, 1(0%)
minecraft.crafted.blue_terracotta: #19, 1(0%)
minecraft.crafted.red_sandstone: #19, 1(0%)
minecraft.crafted.compass: #19, 1(0%)
minecraft.custom.fly_one_cm: #20, 39413378(2%)
minecraft.used.chest: #20, 858(2%)
minecraft.dropped.diamond_leggings: #20, 3(2%)
minecraft.used.cobblestone: #20, 1454(2%)
minecraft.mined.iron_ore: #20, 575(1%)
minecraft.picked_up.deepslate: #20, 4122(1%)
minecraft.used.lantern: #20, 93(1%)
minecraft.mined.deepslate: #20, 9837(1%)
minecraft.dropped.diamond_shovel: #20, 3(1%)
minecraft.picked_up.redstone: #20, 3332(1%)
minecraft.picked_up.kelp: #20, 1042(1%)
minecraft.picked_up.arrow: #20, 1093(1%)
minecraft.picked_up.rotten_flesh: #20, 1532(1%)
minecraft.crafted.ladder: #20, 135(1%)
minecraft.crafted.iron_boots: #20, 2(1%)
minecraft.picked_up.pointed_dripstone: #20, 353(1%)
minecraft.picked_up.hopper: #20, 119(1%)
minecraft.mined.shroomlight: #20, 26(1%)
minecraft.mined.dispenser: #20, 16(1%)
minecraft.picked_up.leather: #20, 320(1%)
minecraft.mined.polished_tuff: #20, 90(1%)
minecraft.crafted.golden_helmet: #20, 1(1%)
minecraft.mined.ochre_froglight: #20, 29(1%)
minecraft.mined.oak_slab: #20, 18(1%)
minecraft.picked_up.shroomlight: #20, 26(1%)
minecraft.crafted.oak_door: #20, 3(1%)
minecraft.crafted.black_shulker_box: #20, 1(1%)
minecraft.crafted.iron_door: #20, 3(1%)
minecraft.dropped.rotten_flesh: #20, 756(1%)
minecraft.mined.crafter: #20, 11(1%)
minecraft.picked_up.anvil: #20, 9(1%)
minecraft.custom.enchant_item: #20, 23(1%)
minecraft.picked_up.oak_slab: #20, 27(1%)
minecraft.picked_up.mossy_cobblestone: #20, 59(1%)
minecraft.picked_up.bamboo: #20, 2405(0%)
minecraft.mined.jungle_log: #20, 245(1%)
minecraft.mined.grindstone: #20, 4(1%)
minecraft.mined.oak_leaves: #20, 1126(1%)
minecraft.dropped.name_tag: #20, 2(1%)
minecraft.crafted.spruce_slab: #20, 360(1%)
minecraft.used.granite: #20, 150(1%)
minecraft.mined.redstone_ore: #20, 15(0%)
minecraft.picked_up.crafter: #20, 9(1%)
minecraft.picked_up.chicken: #20, 39(0%)
minecraft.picked_up.raw_gold: #20, 188(0%)
minecraft.picked_up.amethyst_shard: #20, 231(0%)
minecraft.picked_up.white_wool: #20, 156(0%)
minecraft.picked_up.mangrove_log: #20, 169(0%)
minecraft.killed.sheep: #20, 17(0%)
minecraft.picked_up.campfire: #20, 6(0%)
minecraft.mined.polished_deepslate: #20, 20(0%)
minecraft.used.dark_oak_fence: #20, 31(0%)
minecraft.dropped.granite: #20, 70(0%)
minecraft.picked_up.mangrove_roots: #20, 316(0%)
minecraft.mined.polished_andesite: #20, 18(0%)
minecraft.used.diorite: #20, 165(0%)
minecraft.picked_up.magenta_dye: #20, 3(0%)
minecraft.crafted.acacia_sign: #20, 3(0%)
minecraft.mined.stone_stairs: #20, 5(0%)
minecraft.crafted.blue_dye: #20, 125(0%)
minecraft.killed.chicken: #20, 15(0%)
minecraft.mined.stripped_dark_oak_log: #20, 26(0%)
minecraft.used.diamond_hoe: #20, 1722(0%)
minecraft.mined.gray_shulker_box: #20, 14(0%)
minecraft.picked_up.stripped_dark_oak_log: #20, 26(0%)
minecraft.crafted.leather_chestplate: #20, 5(0%)
minecraft.picked_up.bamboo_fence: #20, 5(0%)
minecraft.picked_up.beetroot_seeds: #20, 56(0%)
minecraft.dropped.cooked_salmon: #20, 2(0%)
minecraft.picked_up.stone_brick_stairs: #20, 10(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #20, 1(0%)
minecraft.picked_up.bowl: #20, 1(0%)
minecraft.picked_up.poppy: #20, 72(0%)
minecraft.picked_up.stripped_warped_stem: #20, 7(0%)
minecraft.used.detector_rail: #20, 1(0%)
minecraft.picked_up.emerald_ore: #20, 1(0%)
minecraft.dropped.cooked_cod: #20, 4(0%)
minecraft.picked_up.acacia_trapdoor: #20, 4(0%)
minecraft.picked_up.smooth_stone: #20, 70(0%)
minecraft.crafted.acacia_stairs: #20, 4(0%)
minecraft.mined.white_tulip: #20, 2(0%)
minecraft.mined.stripped_birch_log: #20, 8(0%)
minecraft.custom.tune_noteblock: #20, 358(0%)
minecraft.picked_up.stripped_birch_log: #20, 8(0%)
minecraft.custom.minecart_one_cm: #20, 137595(0%)
minecraft.used.red_wool: #20, 7(0%)
minecraft.used.smooth_quartz_slab: #20, 13(0%)
minecraft.picked_up.sea_lantern: #20, 2(0%)
minecraft.picked_up.yellow_terracotta: #20, 18(0%)
minecraft.mined.mushroom_stem: #20, 12(0%)
minecraft.mined.muddy_mangrove_roots: #20, 14(0%)
minecraft.crafted.birch_fence: #20, 3(0%)
minecraft.dropped.melon_slice: #20, 23(0%)
minecraft.picked_up.white_stained_glass: #20, 5(0%)
minecraft.picked_up.yellow_wool: #20, 26(0%)
minecraft.used.white_stained_glass: #20, 28(0%)
minecraft.picked_up.black_wool: #20, 23(0%)
minecraft.picked_up.mangrove_leaves: #20, 76(0%)
minecraft.used.mangrove_roots: #20, 22(0%)
minecraft.picked_up.purple_wool: #20, 6(0%)
minecraft.crafted.acacia_fence: #20, 3(0%)
minecraft.mined.crimson_roots: #20, 3(0%)
minecraft.used.mud: #20, 48(0%)
minecraft.crafted.tuff_slab: #20, 2(0%)
minecraft.used.acacia_log: #20, 8(0%)
minecraft.mined.warped_roots: #20, 3(0%)
minecraft.crafted.bamboo_block: #20, 14(0%)
minecraft.crafted.polished_tuff_wall: #20, 1(0%)
minecraft.used.stone_pressure_plate: #20, 1(0%)
minecraft.mined.lily_pad: #20, 1(0%)
minecraft.picked_up.red_terracotta: #20, 10(0%)
minecraft.dropped.redstone_block: #20, 1(0%)
minecraft.crafted.yellow_concrete_powder: #20, 8(0%)
minecraft.picked_up.big_dripleaf: #20, 1(0%)
minecraft.crafted.dark_oak_wood: #20, 3(0%)
minecraft.used.stripped_birch_log: #20, 1(0%)
minecraft.crafted.cobblestone_stairs: #20, 1(0%)
minecraft.used.dark_oak_wood: #20, 2(0%)
minecraft.crafted.white_terracotta: #20, 1(0%)
minecraft.crafted.polished_basalt: #20, 1(0%)
minecraft.used.trident: #20, 1(0%)
minecraft.mined.snow: #20, 21(0%)
minecraft.picked_up.sculk_vein: #20, 1(0%)
minecraft.custom.open_chest: #21, 16334(2%)
minecraft.custom.jump: #21, 170115(1%)
minecraft.custom.sprint_one_cm: #21, 52681257(1%)
minecraft.custom.aviate_one_cm: #21, 252487904(1%)
minecraft.used.firework_rocket: #21, 7737(1%)
minecraft.mined.chest: #21, 266(2%)
minecraft.picked_up.chainmail_chestplate: #21, 2(2%)
minecraft.picked_up.elytra: #21, 17(1%)
minecraft.mined.hopper: #21, 131(1%)
minecraft.crafted.iron_leggings: #21, 2(1%)
minecraft.picked_up.wheat_seeds: #21, 6808(1%)
minecraft.picked_up.golden_carrot: #21, 463(1%)
minecraft.killed.zombie_villager: #21, 3(1%)
minecraft.mined.wheat: #21, 1864(1%)
minecraft.used.barrel: #21, 108(1%)
minecraft.mined.dirt: #21, 15337(1%)
minecraft.mined.coal_ore: #21, 1945(1%)
minecraft.picked_up.item_frame: #21, 73(1%)
minecraft.picked_up.iron_block: #21, 577(1%)
minecraft.crafted.lantern: #21, 74(1%)
minecraft.used.wheat_seeds: #21, 1978(1%)
minecraft.mined.grass_block: #21, 14833(1%)
minecraft.picked_up.enchanted_book: #21, 12(1%)
minecraft.picked_up.chest: #21, 259(1%)
minecraft.dropped.carved_pumpkin: #21, 9(1%)
minecraft.picked_up.polished_tuff: #21, 103(1%)
minecraft.dropped.golden_helmet: #21, 2(1%)
minecraft.used.deepslate: #21, 615(1%)
minecraft.mined.repeater: #21, 38(1%)
minecraft.dropped.stone: #21, 1831(1%)
minecraft.picked_up.spruce_slab: #21, 100(1%)
minecraft.mined.tripwire_hook: #21, 1(1%)
minecraft.picked_up.oak_fence_gate: #21, 3(1%)
minecraft.used.redstone_block: #21, 86(1%)
minecraft.used.writable_book: #21, 39(0%)
minecraft.mined.kelp: #21, 26(1%)
minecraft.used.potion: #21, 226(0%)
minecraft.mined.campfire: #21, 6(1%)
minecraft.picked_up.repeater: #21, 54(1%)
minecraft.mined.redstone_block: #21, 26(1%)
minecraft.used.bookshelf: #21, 19(1%)
minecraft.used.spruce_stairs: #21, 82(0%)
minecraft.picked_up.grindstone: #21, 4(0%)
minecraft.picked_up.diamond_block: #21, 24(0%)
minecraft.crafted.chain: #21, 76(0%)
minecraft.crafted.bone_meal: #21, 5349(0%)
minecraft.used.bundle: #21, 4(0%)
minecraft.picked_up.stone_button: #21, 10(0%)
minecraft.crafted.yellow_shulker_box: #21, 1(0%)
minecraft.picked_up.cod: #21, 53(0%)
minecraft.picked_up.dropper: #21, 11(0%)
minecraft.crafted.spruce_sign: #21, 21(0%)
minecraft.mined.iron_trapdoor: #21, 4(0%)
minecraft.picked_up.sweet_berries: #21, 67(0%)
minecraft.picked_up.warped_stem: #21, 56(0%)
minecraft.picked_up.polished_andesite: #21, 18(0%)
minecraft.used.dropper: #21, 20(0%)
minecraft.picked_up.smooth_basalt: #21, 31(0%)
minecraft.picked_up.mangrove_planks: #21, 12(0%)
minecraft.picked_up.lava_bucket: #21, 2(0%)
minecraft.mined.redstone_lamp: #21, 2(0%)
minecraft.crafted.dark_oak_sign: #21, 3(0%)
minecraft.mined.azalea: #21, 6(0%)
minecraft.picked_up.gray_shulker_box: #21, 14(0%)
minecraft.picked_up.cyan_shulker_box: #21, 9(0%)
minecraft.mined.budding_amethyst: #21, 1(0%)
minecraft.picked_up.azalea: #21, 50(0%)
minecraft.picked_up.stone_stairs: #21, 5(0%)
minecraft.picked_up.oxeye_daisy: #21, 18(0%)
minecraft.picked_up.trident: #21, 1(0%)
minecraft.mined.cyan_shulker_box: #21, 8(0%)
minecraft.mined.black_stained_glass_pane: #21, 1(0%)
minecraft.dropped.coal_ore: #21, 7(0%)
minecraft.dropped.red_dye: #21, 2(0%)
minecraft.used.grindstone: #21, 4(0%)
minecraft.used.cyan_shulker_box: #21, 7(0%)
minecraft.used.polished_andesite: #21, 31(0%)
minecraft.mined.green_shulker_box: #21, 6(0%)
minecraft.used.green_shulker_box: #21, 6(0%)
minecraft.crafted.pink_dye: #21, 22(0%)
minecraft.mined.acacia_log: #21, 57(0%)
minecraft.picked_up.white_dye: #21, 5(0%)
minecraft.used.calcite: #21, 22(0%)
minecraft.picked_up.redstone_lamp: #21, 2(0%)
minecraft.picked_up.flint_and_steel: #21, 2(0%)
minecraft.dropped.lever: #21, 2(0%)
minecraft.dropped.cobbled_deepslate: #21, 157(0%)
minecraft.picked_up.black_stained_glass_pane: #21, 1(0%)
minecraft.crafted.jungle_stairs: #21, 4(0%)
minecraft.mined.tuff_brick_stairs: #21, 2(0%)
minecraft.picked_up.honey_block: #21, 23(0%)
minecraft.mined.emerald_ore: #21, 1(0%)
minecraft.picked_up.stripped_oak_log: #21, 7(0%)
minecraft.mined.stripped_oak_log: #21, 7(0%)
minecraft.picked_up.tuff_brick_stairs: #21, 2(0%)
minecraft.crafted.mangrove_stairs: #21, 4(0%)
minecraft.dropped.salmon: #21, 1(0%)
minecraft.crafted.tuff_brick_slab: #21, 2(0%)
minecraft.mined.sweet_berry_bush: #21, 1(0%)
minecraft.used.sand: #21, 258(0%)
minecraft.mined.black_stained_glass: #21, 4(0%)
minecraft.used.short_grass: #21, 22(0%)
minecraft.crafted.jungle_fence: #21, 3(0%)
minecraft.crafted.polished_blackstone_button: #21, 1(0%)
minecraft.crafted.bamboo_sign: #21, 3(0%)
minecraft.used.brown_mushroom: #21, 1(0%)
minecraft.picked_up.acacia_sapling: #21, 8(0%)
minecraft.used.packed_ice: #21, 17(0%)
minecraft.used.deepslate_tile_slab: #21, 15(0%)
minecraft.picked_up.light_gray_wool: #21, 2(0%)
minecraft.crafted.stone_brick_stairs: #21, 1(0%)
minecraft.crafted.andesite_slab: #21, 2(0%)
minecraft.crafted.acacia_trapdoor: #21, 2(0%)
minecraft.dropped.tuff_bricks: #21, 1(0%)
minecraft.crafted.light_gray_concrete_powder: #21, 8(0%)
minecraft.dropped.stone_bricks: #21, 1(0%)
minecraft.dropped.flowering_azalea: #21, 1(0%)
minecraft.crafted.bamboo_trapdoor: #21, 2(0%)
minecraft.used.lightning_rod: #21, 1(0%)
minecraft.crafted.lime_dye: #21, 2(0%)
minecraft.used.spruce_wood: #21, 1(0%)
minecraft.used.yellow_concrete_powder: #21, 2(0%)
minecraft.crafted.tuff_bricks: #21, 1(0%)
minecraft.picked_up.red_sand: #21, 8(0%)
minecraft.mined.red_sand: #21, 7(0%)
minecraft.custom.walk_under_water_one_cm: #22, 3008654(1%)
minecraft.custom.fall_one_cm: #22, 3982665(1%)
minecraft.dropped.elytra: #22, 4(1%)
minecraft.custom.open_shulker_box: #22, 9683(1%)
minecraft.custom.crouch_one_cm: #22, 5264054(1%)
minecraft.used.dirt: #22, 12750(1%)
minecraft.picked_up.leather_helmet: #22, 4(1%)
minecraft.picked_up.cooked_beef: #22, 172(1%)
minecraft.used.water_bucket: #22, 611(1%)
minecraft.custom.inspect_dispenser: #22, 280(1%)
minecraft.mined.tuff: #22, 2768(1%)
minecraft.mined.cobblestone: #22, 535(1%)
minecraft.picked_up.golden_leggings: #22, 4(1%)
minecraft.picked_up.wheat: #22, 1803(1%)
minecraft.picked_up.glow_ink_sac: #22, 45(1%)
minecraft.picked_up.tuff: #22, 2866(1%)
minecraft.mined.birch_log: #22, 440(1%)
minecraft.picked_up.birch_log: #22, 438(1%)
minecraft.mined.calcite: #22, 249(1%)
minecraft.used.diamond_shovel: #22, 29053(1%)
minecraft.dropped.diamond: #22, 74(1%)
minecraft.used.iron_block: #22, 493(1%)
minecraft.used.oak_trapdoor: #22, 38(1%)
minecraft.picked_up.jungle_log: #22, 245(0%)
minecraft.picked_up.shield: #22, 2(0%)
minecraft.dropped.paper: #22, 18(0%)
minecraft.used.iron_pickaxe: #22, 223(0%)
minecraft.crafted.spruce_door: #22, 3(0%)
minecraft.picked_up.iron_ingot: #22, 445(0%)
minecraft.custom.play_record: #22, 4(0%)
minecraft.crafted.oak_slab: #22, 120(0%)
minecraft.picked_up.polished_deepslate: #22, 20(0%)
minecraft.picked_up.oak_door: #22, 1(0%)
minecraft.picked_up.feather: #22, 39(0%)
minecraft.used.campfire: #22, 11(0%)
minecraft.mined.smooth_basalt: #22, 29(0%)
minecraft.custom.trigger_trapped_chest: #22, 3(0%)
minecraft.mined.cave_vines_plant: #22, 1(0%)
minecraft.crafted.stone_button: #22, 21(0%)
minecraft.used.fishing_rod: #22, 97(0%)
minecraft.mined.spruce_trapdoor: #22, 24(0%)
minecraft.picked_up.brown_dye: #22, 3(0%)
