stat, rank, value, (percentage) 
minecraft.picked_up.music_disc_relic: #7, 2(5%)
minecraft.picked_up.written_book: #8, 33(6%)
minecraft.picked_up.white_shulker_box: #8, 390(5%)
minecraft.mined.purpur_pillar: #7, 39(2%)
minecraft.dropped.diamond_pickaxe: #8, 25(5%)
minecraft.crafted.copper_ingot: #8, 8494(6%)
minecraft.mined.polished_blackstone_bricks: #7, 150(2%)
minecraft.crafted.cherry_button: #7, 1(5%)
minecraft.picked_up.oxidized_copper_grate: #7, 34(2%)
minecraft.dropped.dark_oak_slab: #7, 25(3%)
minecraft.used.dark_oak_hanging_sign: #7, 10(3%)
minecraft.killed.trader_llama: #8, 22(6%)
minecraft.picked_up.flower_pot: #8, 60(5%)
minecraft.picked_up.wayfinder_armor_trim_smithing_template: #7, 1(5%)
minecraft.dropped.cherry_log: #7, 18(2%)
minecraft.picked_up.sculk_shrieker: #7, 12(2%)
minecraft.mined.rail: #8, 1760(5%)
minecraft.crafted.calibrated_sculk_sensor: #7, 14(2%)
minecraft.custom.fill_cauldron: #8, 48(5%)
minecraft.mined.blue_ice: #7, 100(2%)
minecraft.used.goat_horn: #7, 6(2%)
minecraft.dropped.ink_sac: #8, 47(5%)
minecraft.picked_up.stick: #8, 5945(4%)
minecraft.crafted.crimson_button: #7, 1(3%)
minecraft.mined.sponge: #7, 155(1%)
minecraft.picked_up.chiseled_tuff_bricks: #8, 275(5%)
minecraft.dropped.terracotta: #8, 101(5%)
minecraft.crafted.activator_rail: #7, 66(1%)
minecraft.used.wet_sponge: #7, 154(1%)
minecraft.crafted.chiseled_nether_bricks: #7, 1(2%)
minecraft.used.weathered_cut_copper: #7, 2(2%)
minecraft.mined.oxidized_cut_copper_slab: #7, 18(1%)
minecraft.crafted.beacon: #7, 3(1%)
minecraft.dropped.detector_rail: #7, 2(1%)
minecraft.picked_up.chipped_anvil: #8, 17(4%)
minecraft.crafted.diamond_boots: #8, 8(4%)
minecraft.crafted.red_nether_brick_stairs: #7, 1(1%)
minecraft.mined.nether_brick_slab: #7, 2(1%)
minecraft.crafted.enchanting_table: #8, 2(5%)
minecraft.picked_up.cherry_wood: #7, 1(1%)
minecraft.crafted.end_stone_brick_stairs: #7, 1(1%)
minecraft.mined.stripped_crimson_stem: #7, 7(1%)
minecraft.crafted.chest: #8, 2960(4%)
minecraft.crafted.cut_sandstone_slab: #7, 4(1%)
minecraft.picked_up.weathered_copper: #7, 129(0%)
minecraft.crafted.sandstone_wall: #7, 2(1%)
minecraft.dropped.deepslate_gold_ore: #7, 4(0%)
minecraft.used.red_nether_bricks: #7, 2(0%)
minecraft.crafted.red_nether_brick_wall: #7, 1(0%)
minecraft.crafted.lodestone: #7, 2(0%)
minecraft.crafted.nether_brick_wall: #7, 1(0%)
minecraft.crafted.prismarine_wall: #7, 1(0%)
minecraft.dropped.carrot: #8, 1436(4%)
minecraft.picked_up.iron_shovel: #8, 13(4%)
minecraft.used.piston: #8, 575(4%)
minecraft.mined.terracotta: #8, 6526(4%)
minecraft.dropped.spruce_log: #8, 197(4%)
minecraft.picked_up.terracotta: #8, 6606(4%)
minecraft.mined.pumpkin_stem: #8, 21(4%)
minecraft.picked_up.dark_oak_planks: #8, 231(4%)
minecraft.used.pumpkin: #8, 232(4%)
minecraft.crafted.dark_oak_planks: #8, 5808(4%)
minecraft.crafted.raw_iron_block: #8, 229(4%)
minecraft.picked_up.blast_furnace: #8, 23(4%)
minecraft.picked_up.wooden_pickaxe: #8, 2(7%)
minecraft.dropped.diamond_block: #8, 64(4%)
minecraft.mined.black_shulker_box: #8, 192(4%)
minecraft.mined.carved_pumpkin: #8, 228(3%)
minecraft.picked_up.black_shulker_box: #8, 192(4%)
minecraft.used.black_shulker_box: #8, 192(4%)
minecraft.picked_up.copper_ore: #8, 2064(3%)
minecraft.picked_up.shulker_shell: #8, 636(3%)
minecraft.mined.sugar_cane: #8, 3742(3%)
minecraft.crafted.lectern: #8, 80(4%)
minecraft.picked_up.dragon_head: #8, 14(4%)
minecraft.picked_up.glow_berries: #8, 189(3%)
minecraft.picked_up.cherry_planks: #8, 59(5%)
minecraft.crafted.netherite_hoe: #8, 1(8%)
minecraft.mined.oak_pressure_plate: #8, 2(5%)
minecraft.dropped.iron_sword: #8, 11(4%)
minecraft.crafted.loom: #8, 65(3%)
minecraft.used.smooth_stone_slab: #8, 1752(3%)
minecraft.picked_up.tnt: #8, 362(3%)
minecraft.crafted.painting: #8, 72(3%)
minecraft.crafted.white_concrete_powder: #8, 3464(3%)
minecraft.mined.chiseled_polished_blackstone: #8, 4(6%)
minecraft.picked_up.brown_carpet: #8, 60(3%)
minecraft.mined.wither_skeleton_skull: #8, 2(6%)
minecraft.picked_up.heartbreak_pottery_sherd: #8, 2(7%)
minecraft.mined.melon_stem: #8, 9(3%)
minecraft.mined.purpur_slab: #8, 20(3%)
minecraft.picked_up.stone_sword: #8, 28(2%)
minecraft.used.birch_pressure_plate: #8, 4(5%)
minecraft.mined.deepslate_brick_slab: #8, 90(3%)
minecraft.crafted.redstone: #8, 6996(2%)
minecraft.mined.deepslate_coal_ore: #8, 13(3%)
minecraft.used.music_disc_cat: #8, 3(3%)
minecraft.picked_up.wooden_hoe: #8, 2(4%)
minecraft.mined.birch_pressure_plate: #8, 2(4%)
minecraft.mined.flower_pot: #9, 18(6%)
minecraft.used.light_blue_wool: #8, 157(2%)
minecraft.used.wooden_axe: #8, 15(3%)
minecraft.picked_up.sugar_cane: #8, 6472(1%)
minecraft.picked_up.gunpowder: #8, 2127(1%)
minecraft.mined.sculk_shrieker: #8, 12(2%)
minecraft.broken.golden_helmet: #8, 1(4%)
minecraft.crafted.golden_leggings: #8, 2(3%)
minecraft.crafted.decorated_pot: #8, 132(1%)
minecraft.picked_up.friend_pottery_sherd: #8, 1(4%)
minecraft.picked_up.sheaf_pottery_sherd: #8, 1(3%)
minecraft.picked_up.birch_pressure_plate: #8, 2(3%)
minecraft.picked_up.sponge: #8, 155(1%)
minecraft.killed.elder_guardian: #8, 2(2%)
minecraft.dropped.polished_blackstone_button: #8, 1(2%)
minecraft.used.sponge: #8, 128(1%)
minecraft.used.spruce_boat: #9, 29(5%)
minecraft.picked_up.stone_shovel: #8, 2(1%)
minecraft.mined.glass_pane: #9, 62(5%)
minecraft.used.flower_pot: #9, 122(5%)
minecraft.used.wither_skeleton_skull: #8, 11(1%)
minecraft.used.smooth_quartz_stairs: #9, 307(5%)
minecraft.mined.sculk_sensor: #8, 30(1%)
minecraft.crafted.bamboo_mosaic_stairs: #8, 4(2%)
minecraft.mined.weathered_cut_copper: #8, 3(1%)
minecraft.killed.wither: #8, 3(1%)
minecraft.picked_up.oxidized_cut_copper_slab: #8, 18(1%)
minecraft.picked_up.nether_brick_slab: #8, 3(1%)
minecraft.picked_up.weathered_cut_copper: #8, 3(1%)
minecraft.picked_up.nether_star: #8, 3(1%)
minecraft.mined.activator_rail: #8, 7(1%)
minecraft.dropped.spectral_arrow: #8, 157(1%)
minecraft.picked_up.exposed_chiseled_copper: #8, 1(1%)
minecraft.dropped.nether_bricks: #8, 7(1%)
minecraft.mined.exposed_chiseled_copper: #8, 1(1%)
minecraft.dropped.mossy_stone_brick_slab: #8, 1(1%)
minecraft.crafted.trapped_chest: #8, 1(1%)
minecraft.crafted.polished_diorite_slab: #8, 2(1%)
minecraft.used.dark_oak_slab: #9, 831(4%)
minecraft.dropped.sculk_sensor: #8, 1(1%)
minecraft.picked_up.spruce_boat: #9, 29(5%)
minecraft.mined.weathered_copper_bulb: #8, 1(1%)
minecraft.picked_up.weathered_copper_bulb: #8, 1(1%)
minecraft.picked_up.stripped_crimson_stem: #8, 7(1%)
minecraft.crafted.polished_granite_slab: #8, 2(1%)
minecraft.killed.horse: #8, 4(1%)
minecraft.dropped.polished_blackstone_bricks: #8, 3(1%)
minecraft.mined.granite: #9, 10501(4%)
minecraft.used.axolotl_bucket: #8, 1(1%)
minecraft.picked_up.netherite_boots: #9, 17(4%)
minecraft.mined.stripped_cherry_wood: #8, 2(1%)
minecraft.picked_up.stripped_cherry_wood: #8, 2(1%)
minecraft.crafted.experience_bottle: #8, 96(0%)
minecraft.crafted.polished_granite_stairs: #8, 1(1%)
minecraft.crafted.prismarine_brick_slab: #8, 2(0%)
minecraft.crafted.sandstone_slab: #8, 4(0%)
minecraft.mined.cut_copper_stairs: #8, 1(0%)
minecraft.picked_up.cut_copper_stairs: #8, 1(0%)
minecraft.mined.light_gray_glazed_terracotta: #8, 1(0%)
minecraft.picked_up.mycelium: #8, 10(0%)
minecraft.picked_up.purple_carpet: #8, 3(0%)
minecraft.picked_up.netherite_leggings: #9, 17(4%)
minecraft.crafted.observer: #9, 939(4%)
minecraft.mined.deepslate_iron_ore: #9, 798(4%)
minecraft.dropped.leather_leggings: #9, 10(3%)
minecraft.used.white_bed: #9, 235(4%)
minecraft.crafted.armor_stand: #9, 304(3%)
minecraft.picked_up.white_bed: #9, 212(3%)
minecraft.crafted.flower_pot: #9, 128(4%)
minecraft.crafted.gray_dye: #9, 1242(3%)
minecraft.picked_up.wooden_axe: #9, 1(8%)
minecraft.mined.white_bed: #9, 194(3%)
minecraft.mined.deepslate_copper_ore: #9, 235(3%)
minecraft.crafted.netherite_axe: #9, 1(7%)
minecraft.crafted.raw_copper_block: #9, 1288(3%)
minecraft.killed.squid: #9, 207(3%)
minecraft.crafted.dark_oak_trapdoor: #9, 374(3%)
minecraft.dropped.soul_sand: #9, 159(3%)
minecraft.picked_up.spruce_sapling: #9, 1047(3%)
minecraft.dropped.iron_pickaxe: #9, 4(4%)
minecraft.crafted.name_tag: #9, 60(3%)
minecraft.used.glass: #9, 5095(3%)
minecraft.picked_up.wither_skeleton_skull: #9, 23(3%)
minecraft.mined.gold_block: #9, 199(3%)
minecraft.mined.end_stone_bricks: #9, 56(3%)
minecraft.mined.white_wall_banner: #9, 10(3%)
minecraft.used.copper_ore: #9, 929(2%)
minecraft.mined.exposed_copper: #9, 77(3%)
minecraft.crafted.coal: #9, 1665(2%)
minecraft.picked_up.golden_horse_armor: #9, 3(4%)
minecraft.custom.interact_with_furnace: #10, 2937(5%)
minecraft.picked_up.phantom_membrane: #9, 43(3%)
minecraft.crafted.warped_door: #9, 3(6%)
minecraft.crafted.blast_furnace: #9, 65(2%)
minecraft.dropped.oak_pressure_plate: #9, 2(5%)
minecraft.used.diamond_sword: #9, 18760(2%)
minecraft.picked_up.sandstone: #9, 3303(2%)
minecraft.mined.cactus: #9, 48(2%)
minecraft.crafted.firework_rocket: #9, 8235(2%)
minecraft.mined.nether_bricks: #9, 140(2%)
minecraft.crafted.clock: #9, 4(3%)
minecraft.mined.hay_block: #9, 81(2%)
minecraft.crafted.acacia_door: #9, 3(4%)
minecraft.mined.smooth_stone_slab: #9, 163(2%)
minecraft.crafted.stone_brick_wall: #9, 60(2%)
minecraft.dropped.beacon: #9, 1(5%)
minecraft.used.dead_bush: #9, 26(2%)
minecraft.used.end_stone_bricks: #9, 10(2%)
minecraft.mined.cobblestone_stairs: #9, 47(2%)
minecraft.crafted.red_bed: #9, 2(2%)
minecraft.crafted.jungle_hanging_sign: #9, 6(4%)
minecraft.picked_up.chiseled_stone_bricks: #9, 48(2%)
minecraft.picked_up.chiseled_polished_blackstone: #9, 4(2%)
minecraft.crafted.oak_pressure_plate: #9, 3(2%)
minecraft.picked_up.ladder: #10, 424(5%)
minecraft.dropped.kelp: #9, 211(1%)
minecraft.dropped.iron_horse_armor: #9, 1(3%)
minecraft.dropped.stone_pressure_plate: #9, 5(1%)
minecraft.crafted.warped_hanging_sign: #9, 6(3%)
minecraft.used.oak_sign: #10, 121(5%)
minecraft.used.netherite_sword: #9, 12020(2%)
minecraft.dropped.spruce_stairs: #9, 12(2%)
minecraft.crafted.dark_oak_hanging_sign: #9, 6(2%)
minecraft.mined.wet_sponge: #9, 184(1%)
minecraft.mined.exposed_copper_bulb: #9, 1(3%)
minecraft.picked_up.fern: #9, 188(1%)
minecraft.crafted.brown_carpet: #9, 81(1%)
minecraft.crafted.quartz_pillar: #9, 25(1%)
minecraft.crafted.apple: #9, 96(1%)
minecraft.crafted.oak_sign: #10, 108(4%)
minecraft.dropped.warped_trapdoor: #9, 4(2%)
minecraft.picked_up.deepslate_brick_stairs: #9, 48(1%)
minecraft.used.white_shulker_box: #10, 381(4%)
minecraft.used.netherite_helmet: #9, 4(1%)
minecraft.crafted.tnt_minecart: #9, 5(1%)
minecraft.mined.exposed_cut_copper: #9, 2(1%)
minecraft.picked_up.exposed_cut_copper: #9, 2(1%)
minecraft.killed.guardian: #9, 2(1%)
minecraft.picked_up.sculk_sensor: #9, 30(1%)
minecraft.crafted.red_nether_bricks: #9, 32(1%)
minecraft.used.cracked_polished_blackstone_bricks: #9, 6(1%)
minecraft.dropped.pumpkin: #9, 205(1%)
minecraft.mined.cracked_polished_blackstone_bricks: #9, 38(1%)
minecraft.mined.large_fern: #9, 29(0%)
minecraft.mined.sculk_catalyst: #9, 6(1%)
minecraft.dropped.crying_obsidian: #9, 9(1%)
minecraft.crafted.polished_blackstone_pressure_plate: #9, 1(1%)
minecraft.crafted.mangrove_pressure_plate: #9, 1(1%)
minecraft.dropped.green_concrete_powder: #9, 1(1%)
minecraft.crafted.cherry_fence_gate: #9, 1(1%)
minecraft.picked_up.purple_stained_glass_pane: #9, 2(0%)
minecraft.picked_up.powder_snow_bucket: #9, 1(0%)
minecraft.dropped.chiseled_sandstone: #9, 1(0%)
minecraft.picked_up.blackstone: #10, 2330(4%)
minecraft.crafted.crimson_stairs: #9, 4(0%)
minecraft.used.wither_rose: #9, 6(0%)
minecraft.picked_up.exposed_copper: #9, 77(0%)
minecraft.crafted.polished_blackstone_brick_slab: #9, 2(0%)
minecraft.picked_up.light_gray_glazed_terracotta: #9, 1(0%)
minecraft.crafted.polished_blackstone_stairs: #9, 1(0%)
minecraft.crafted.polished_blackstone_wall: #9, 1(0%)
minecraft.mined.stripped_crimson_hyphae: #9, 1(0%)
minecraft.mined.purple_carpet: #9, 2(0%)
minecraft.used.honeycomb_block: #9, 1(0%)
minecraft.used.armor_stand: #10, 232(4%)
minecraft.mined.andesite: #10, 10623(4%)
minecraft.picked_up.diorite: #10, 10231(4%)
minecraft.used.observer: #10, 1094(4%)
minecraft.used.ender_chest: #10, 591(3%)
minecraft.used.painting: #10, 202(4%)
minecraft.mined.ender_chest: #10, 592(3%)
minecraft.dropped.bow: #10, 88(3%)
minecraft.picked_up.raw_iron: #10, 2183(3%)
minecraft.mined.tall_seagrass: #10, 187(3%)
minecraft.crafted.shulker_box: #10, 361(3%)
minecraft.picked_up.pumpkin_seeds: #10, 825(3%)
minecraft.used.chiseled_tuff_bricks: #10, 483(3%)
minecraft.picked_up.ink_sac: #10, 696(2%)
minecraft.mined.blackstone: #10, 1212(3%)
minecraft.dropped.golden_chestplate: #10, 10(3%)
minecraft.crafted.wooden_axe: #10, 1(6%)
minecraft.used.bamboo: #10, 512(2%)
minecraft.mined.attached_melon_stem: #10, 5(3%)
minecraft.mined.fern: #10, 136(2%)
minecraft.picked_up.iron_pickaxe: #10, 6(2%)
minecraft.crafted.enchanted_book: #10, 119(3%)
minecraft.dropped.wheat_seeds: #10, 3785(2%)
minecraft.crafted.netherite_sword: #10, 1(5%)
minecraft.picked_up.iron_sword: #10, 13(2%)
minecraft.crafted.composter: #10, 156(2%)
minecraft.picked_up.gold_ore: #10, 41(2%)
minecraft.used.sugar_cane: #10, 280(2%)
minecraft.killed_by.piglin_brute: #10, 1(5%)
minecraft.crafted.dropper: #10, 194(2%)
minecraft.crafted.oxidized_copper_grate: #10, 24(3%)
minecraft.crafted.cherry_planks: #10, 752(2%)
minecraft.picked_up.porkchop: #10, 80(2%)
minecraft.crafted.redstone_torch: #10, 1130(2%)
minecraft.crafted.charcoal: #10, 259(2%)
minecraft.killed.skeleton: #10, 1020(2%)
minecraft.custom.open_enderchest: #11, 4437(4%)
minecraft.used.dripstone_block: #10, 265(2%)
minecraft.picked_up.purpur_slab: #10, 18(2%)
minecraft.used.spruce_sapling: #10, 596(2%)
minecraft.mined.red_tulip: #10, 34(2%)
minecraft.crafted.gray_stained_glass_pane: #10, 144(2%)
minecraft.used.podzol: #10, 89(2%)
minecraft.crafted.furnace_minecart: #10, 1(3%)
minecraft.picked_up.polished_blackstone_bricks: #10, 116(2%)
minecraft.used.blue_ice: #10, 61(2%)
minecraft.picked_up.cobblestone_stairs: #10, 46(1%)
minecraft.crafted.green_shulker_box: #10, 4(2%)
minecraft.dropped.cyan_shulker_box: #10, 1(3%)
minecraft.picked_up.exposed_copper_bulb: #10, 1(2%)
minecraft.mined.nether_wart_block: #10, 251(1%)
minecraft.picked_up.wet_sponge: #10, 186(1%)
minecraft.dropped.glistering_melon_slice: #10, 5(2%)
minecraft.picked_up.magenta_stained_glass_pane: #10, 3(2%)
minecraft.used.birch_leaves: #10, 609(1%)
minecraft.crafted.jungle_pressure_plate: #10, 1(2%)
minecraft.picked_up.purpur_pillar: #10, 36(1%)
minecraft.used.purple_wool: #10, 16(1%)
minecraft.picked_up.golden_sword: #10, 13(1%)
minecraft.dropped.white_wool: #10, 39(1%)
minecraft.dropped.golden_sword: #10, 13(1%)
minecraft.picked_up.andesite: #11, 11803(4%)
minecraft.mined.oxidized_copper_bulb: #10, 3(1%)
minecraft.dropped.nether_brick: #10, 33(1%)
minecraft.picked_up.oxidized_copper_bulb: #10, 3(1%)
minecraft.picked_up.activator_rail: #10, 14(1%)
minecraft.crafted.chiseled_polished_blackstone: #10, 1(1%)
minecraft.crafted.acacia_pressure_plate: #10, 1(1%)
minecraft.crafted.bamboo_mosaic_slab: #10, 6(1%)
minecraft.crafted.birch_fence_gate: #10, 5(0%)
minecraft.crafted.crimson_fence: #10, 3(1%)
minecraft.used.black_carpet: #10, 96(0%)
minecraft.used.netherite_hoe: #10, 2254(1%)
minecraft.crafted.polished_diorite_stairs: #10, 1(1%)
minecraft.dropped.bamboo_block: #10, 77(0%)
minecraft.dropped.deepslate_tile_slab: #10, 2(0%)
minecraft.used.chiseled_polished_blackstone: #10, 1(0%)
minecraft.used.crying_obsidian: #10, 36(0%)
minecraft.crafted.diorite_stairs: #10, 1(0%)
minecraft.crafted.crimson_slab: #10, 6(0%)
minecraft.crafted.polished_blackstone_brick_stairs: #10, 1(0%)
minecraft.picked_up.stripped_crimson_hyphae: #10, 1(0%)
minecraft.used.oxidized_cut_copper: #10, 6(0%)
minecraft.picked_up.purple_concrete: #10, 4(0%)
minecraft.crafted.snow: #10, 30(0%)
minecraft.dropped.prismarine_crystals: #10, 1(0%)
minecraft.picked_up.prismarine_shard: #10, 11(0%)
minecraft.crafted.smooth_basalt: #10, 1(0%)
minecraft.dropped.diamond_sword: #11, 9(4%)
minecraft.picked_up.spruce_trapdoor: #11, 572(4%)
minecraft.mined.diorite: #11, 8708(3%)
minecraft.dropped.leather_helmet: #11, 8(3%)
minecraft.crafted.netherite_pickaxe: #11, 2(5%)
minecraft.dropped.chainmail_leggings: #11, 4(4%)
minecraft.picked_up.ender_chest: #11, 660(3%)
minecraft.used.ladder: #11, 391(3%)
minecraft.picked_up.iron_boots: #11, 9(3%)
minecraft.crafted.bow: #11, 67(3%)
minecraft.dropped.golden_leggings: #11, 8(3%)
minecraft.mined.copper_ore: #11, 3556(3%)
minecraft.mined.podzol: #11, 481(3%)
minecraft.mined.white_banner: #11, 4(4%)
minecraft.killed.glow_squid: #11, 17(3%)
minecraft.mined.glass: #11, 563(3%)
minecraft.crafted.paper: #11, 5388(3%)
minecraft.crafted.copper_block: #11, 941(3%)
minecraft.picked_up.end_rod: #11, 190(2%)
minecraft.mined.nether_wart: #11, 269(3%)
minecraft.crafted.diamond: #11, 1854(2%)
minecraft.picked_up.nether_wart: #11, 1037(2%)
minecraft.dropped.arrow: #11, 832(2%)
minecraft.dropped.rail: #11, 73(3%)
minecraft.picked_up.gold_block: #11, 201(2%)
minecraft.crafted.netherite_shovel: #11, 1(5%)
minecraft.dropped.gold_nugget: #11, 338(2%)
minecraft.crafted.cooked_beef: #11, 287(2%)
minecraft.killed_by.zombified_piglin: #11, 1(5%)
minecraft.used.glass_bottle: #11, 1001(2%)
minecraft.dropped.ender_chest: #11, 17(2%)
minecraft.mined.attached_pumpkin_stem: #11, 7(2%)
minecraft.crafted.grindstone: #11, 65(2%)
minecraft.used.pink_petals: #11, 309(2%)
minecraft.mined.smooth_quartz_stairs: #11, 40(2%)
minecraft.used.stone_brick_wall: #11, 85(2%)
minecraft.killed.phantom: #11, 23(2%)
minecraft.dropped.iron_block: #11, 148(2%)
minecraft.mined.warped_wart_block: #11, 441(2%)
minecraft.dropped.chainmail_boots: #11, 3(2%)
minecraft.picked_up.end_stone_bricks: #11, 52(2%)
minecraft.used.target: #11, 56(2%)
minecraft.dropped.red_mushroom: #11, 4(2%)
minecraft.used.gold_block: #11, 170(2%)
minecraft.dropped.netherite_upgrade_smithing_template: #11, 1(3%)
minecraft.crafted.mangrove_hanging_sign: #11, 6(3%)
minecraft.picked_up.slime_block: #11, 184(1%)
minecraft.dropped.spruce_pressure_plate: #11, 1(3%)
minecraft.picked_up.pink_tulip: #11, 49(1%)
minecraft.mined.magenta_stained_glass: #11, 6(2%)
minecraft.used.nether_bricks: #11, 44(2%)
minecraft.mined.cobweb: #11, 178(1%)
minecraft.dropped.gunpowder: #11, 315(1%)
minecraft.mined.copper_bulb: #11, 5(1%)
minecraft.mined.cherry_sapling: #11, 3(2%)
minecraft.dropped.stone_shovel: #11, 2(1%)
minecraft.used.netherite_shovel: #11, 32602(2%)
minecraft.used.netherite_boots: #11, 6(2%)
minecraft.dropped.bricks: #11, 18(2%)
minecraft.picked_up.nether_wart_block: #11, 233(1%)
minecraft.crafted.jungle_door: #11, 3(2%)
minecraft.used.cherry_log: #11, 67(1%)
minecraft.crafted.cobblestone_wall: #11, 25(1%)
minecraft.crafted.white_carpet: #11, 78(1%)
minecraft.picked_up.brown_terracotta: #11, 271(1%)
minecraft.mined.brown_terracotta: #11, 271(1%)
minecraft.used.flowering_azalea_leaves: #11, 107(1%)
minecraft.dropped.orange_terracotta: #11, 21(1%)
minecraft.crafted.golden_chestplate: #11, 1(1%)
minecraft.picked_up.packed_ice: #11, 1257(1%)
minecraft.picked_up.pumpkin_pie: #11, 7(1%)
minecraft.picked_up.nether_brick: #11, 33(1%)
minecraft.crafted.bamboo_pressure_plate: #11, 1(1%)
minecraft.used.cobblestone_stairs: #11, 54(0%)
minecraft.picked_up.sculk_catalyst: #11, 6(1%)
minecraft.dropped.red_terracotta: #11, 10(1%)
minecraft.mined.exposed_cut_copper_slab: #11, 1(1%)
minecraft.dropped.diamond_helmet: #12, 4(4%)
minecraft.picked_up.exposed_cut_copper_slab: #11, 1(1%)
minecraft.crafted.raw_gold_block: #11, 20(1%)
minecraft.crafted.crimson_sign: #11, 3(1%)
minecraft.picked_up.warped_fence: #11, 4(1%)
minecraft.dropped.dark_oak_trapdoor: #11, 4(1%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #11, 29(1%)
minecraft.mined.light_blue_wool: #11, 5(0%)
minecraft.dropped.powered_rail: #11, 2(0%)
minecraft.mined.cut_copper: #11, 3(1%)
minecraft.mined.weathered_cut_copper_slab: #11, 1(1%)
minecraft.picked_up.weathered_cut_copper_slab: #11, 1(1%)
minecraft.crafted.clay: #11, 16(0%)
minecraft.picked_up.rail: #12, 2053(4%)
minecraft.crafted.light_weighted_pressure_plate: #11, 1(0%)
minecraft.crafted.nether_brick_fence: #11, 6(0%)
minecraft.crafted.blue_banner: #11, 1(0%)
minecraft.picked_up.prismarine_crystals: #11, 10(0%)
minecraft.crafted.oxidized_copper_bulb: #11, 4(0%)
minecraft.crafted.bamboo_mosaic: #11, 10(0%)
minecraft.used.purpur_block: #11, 27(0%)
minecraft.dropped.melon: #11, 20(0%)
minecraft.crafted.deepslate_brick_wall: #11, 1(0%)
minecraft.used.cherry_leaves: #11, 16(0%)
minecraft.dropped.cobblestone_wall: #11, 1(0%)
minecraft.mined.cut_copper_slab: #11, 1(0%)
minecraft.crafted.pink_carpet: #11, 6(0%)
minecraft.picked_up.stripped_warped_hyphae: #11, 1(0%)
minecraft.mined.stripped_warped_hyphae: #11, 1(0%)
minecraft.used.activator_rail: #11, 9(0%)
minecraft.crafted.quartz_bricks: #11, 1(0%)
minecraft.dropped.stone_brick_slab: #11, 2(0%)
minecraft.dropped.sculk: #11, 4(0%)
minecraft.mined.purple_concrete: #11, 4(0%)
minecraft.used.magenta_wool: #11, 1(0%)
minecraft.used.purple_carpet: #11, 3(0%)
minecraft.killed.zombified_piglin: #11, 88(0%)
minecraft.mined.composter: #12, 88(4%)
minecraft.crafted.furnace: #12, 254(3%)
minecraft.mined.nether_quartz_ore: #12, 1604(4%)
minecraft.picked_up.spruce_stairs: #12, 204(3%)
minecraft.mined.amethyst_block: #12, 490(3%)
minecraft.picked_up.composter: #12, 87(3%)
minecraft.picked_up.diamond_helmet: #12, 14(3%)
minecraft.used.kelp: #12, 516(3%)
minecraft.dropped.stone_pickaxe: #12, 3(3%)
minecraft.crafted.scaffolding: #12, 1536(3%)
minecraft.mined.oak_fence: #12, 112(3%)
minecraft.crafted.oak_button: #12, 20(3%)
minecraft.picked_up.soul_sand: #12, 703(2%)
minecraft.crafted.bucket: #12, 177(2%)
minecraft.picked_up.sand: #12, 41932(2%)
minecraft.used.white_wool: #12, 450(3%)
minecraft.picked_up.netherite_pickaxe: #12, 15(2%)
minecraft.crafted.spruce_boat: #12, 7(3%)
minecraft.picked_up.raw_copper: #12, 12605(2%)
minecraft.mined.observer: #12, 209(2%)
minecraft.picked_up.oak_fence: #12, 112(2%)
minecraft.used.nether_wart: #12, 286(2%)
minecraft.crafted.bookshelf: #12, 130(2%)
minecraft.mined.white_wool: #12, 72(2%)
minecraft.crafted.iron_ingot: #12, 16932(2%)
minecraft.picked_up.bone: #12, 2101(2%)
minecraft.used.comparator: #12, 214(2%)
minecraft.picked_up.acacia_fence: #12, 18(3%)
minecraft.used.netherite_pickaxe: #12, 147442(2%)
minecraft.crafted.bamboo_slab: #12, 1434(2%)
minecraft.crafted.acacia_hanging_sign: #12, 6(4%)
minecraft.crafted.bamboo_hanging_sign: #12, 6(3%)
minecraft.picked_up.smooth_quartz_stairs: #12, 40(2%)
minecraft.dropped.phantom_membrane: #12, 5(2%)
minecraft.dropped.melon_seeds: #12, 16(2%)
minecraft.crafted.sticky_piston: #12, 126(2%)
minecraft.crafted.birch_hanging_sign: #12, 6(3%)
minecraft.picked_up.deepslate_brick_slab: #12, 77(2%)
minecraft.crafted.smithing_table: #12, 66(1%)
minecraft.dropped.egg: #12, 84(1%)
minecraft.picked_up.nether_bricks: #12, 126(2%)
minecraft.picked_up.rabbit_foot: #12, 1(3%)
minecraft.mined.deepslate_bricks: #12, 115(1%)
minecraft.dropped.sunflower: #12, 27(1%)
minecraft.crafted.coal_block: #12, 275(1%)
minecraft.picked_up.netherite_sword: #12, 4(1%)
minecraft.used.dark_oak_fence_gate: #12, 16(1%)
minecraft.dropped.bowl: #12, 4(2%)
minecraft.crafted.golden_carrot: #12, 1428(1%)
minecraft.dropped.purpur_block: #12, 21(1%)
minecraft.used.blast_furnace: #12, 21(1%)
minecraft.dropped.deepslate_diamond_ore: #12, 6(1%)
minecraft.crafted.gray_concrete_powder: #12, 648(1%)
minecraft.used.nether_brick_fence: #12, 9(1%)
minecraft.used.netherite_axe: #12, 4649(1%)
minecraft.picked_up.mutton: #12, 97(1%)
minecraft.used.deepslate_lapis_ore: #12, 15(1%)
minecraft.mined.purpur_stairs: #12, 14(1%)
minecraft.dropped.red_tulip: #12, 5(1%)
minecraft.crafted.oak_hanging_sign: #12, 6(1%)
