stat, rank, value, (percentage) 
minecraft.picked_up.painting: #11, 172(4%)
minecraft.dropped.leather_leggings: #11, 10(3%)
minecraft.used.chest: #11, 1269(3%)
minecraft.crafted.iron_nugget: #11, 5652(3%)
minecraft.custom.pot_flower: #11, 63(3%)
minecraft.picked_up.acacia_log: #11, 1526(3%)
minecraft.used.armor_stand: #11, 189(3%)
minecraft.custom.enchant_item: #11, 115(3%)
minecraft.used.crafter: #11, 96(3%)
minecraft.mined.oak_fence: #11, 136(3%)
minecraft.picked_up.paper: #11, 287(3%)
minecraft.crafted.blue_shulker_box: #11, 4(4%)
minecraft.picked_up.brown_shulker_box: #11, 136(3%)
minecraft.picked_up.hopper: #11, 369(3%)
minecraft.mined.hopper: #11, 311(3%)
minecraft.crafted.scaffolding: #11, 1662(3%)
minecraft.dropped.diamond_chestplate: #11, 3(4%)
minecraft.used.brown_shulker_box: #11, 143(3%)
minecraft.picked_up.crafter: #11, 51(3%)
minecraft.picked_up.pink_petals: #11, 1307(3%)
minecraft.mined.brown_shulker_box: #11, 135(3%)
minecraft.picked_up.bone_meal: #11, 3495(2%)
minecraft.mined.observer: #11, 248(3%)
minecraft.used.wheat_seeds: #11, 5900(3%)
minecraft.mined.deepslate_redstone_ore: #11, 1429(3%)
minecraft.crafted.smithing_table: #11, 128(3%)
minecraft.mined.oak_fence_gate: #11, 8(3%)
minecraft.dropped.coal_ore: #11, 99(3%)
minecraft.used.deepslate_redstone_ore: #11, 388(3%)
minecraft.picked_up.podzol: #11, 455(3%)
minecraft.crafted.powered_rail: #11, 516(3%)
minecraft.crafted.stone_pickaxe: #11, 4(2%)
minecraft.mined.dark_oak_fence: #11, 84(2%)
minecraft.picked_up.lever: #11, 221(2%)
minecraft.picked_up.oak_trapdoor: #11, 64(2%)
minecraft.mined.brown_mushroom: #11, 53(2%)
minecraft.custom.target_hit: #11, 140(2%)
minecraft.dropped.ominous_trial_key: #11, 4(4%)
minecraft.picked_up.jungle_planks: #11, 148(2%)
minecraft.picked_up.mossy_cobblestone: #11, 228(2%)
minecraft.used.birch_button: #11, 8(3%)
minecraft.mined.deepslate_lapis_ore: #11, 198(2%)
minecraft.dropped.name_tag: #11, 8(3%)
minecraft.mined.enchanting_table: #11, 2(4%)
minecraft.picked_up.pufferfish: #11, 94(2%)
minecraft.mined.birch_planks: #11, 88(2%)
minecraft.picked_up.birch_sapling: #11, 334(2%)
minecraft.dropped.wheat: #11, 390(2%)
minecraft.used.repeater: #11, 446(2%)
minecraft.used.dark_oak_sign: #11, 23(2%)
minecraft.dropped.polished_andesite: #11, 29(3%)
minecraft.picked_up.iron_horse_armor: #11, 2(3%)
minecraft.picked_up.slime_ball: #11, 639(2%)
minecraft.crafted.iron_block: #11, 552(2%)
minecraft.dropped.tipped_arrow: #11, 49(3%)
minecraft.custom.open_chest: #12, 31564(4%)
minecraft.killed.slime: #11, 211(2%)
minecraft.used.cyan_bed: #11, 25(2%)
minecraft.used.red_dye: #11, 8(2%)
minecraft.dropped.armor_stand: #11, 7(2%)
minecraft.crafted.sticky_piston: #11, 130(2%)
minecraft.used.dragon_head: #11, 1(3%)
minecraft.picked_up.oak_hanging_sign: #11, 5(2%)
minecraft.used.glass: #11, 2871(1%)
minecraft.dropped.compass: #11, 3(2%)
minecraft.picked_up.bamboo_planks: #11, 484(1%)
minecraft.crafted.orange_terracotta: #11, 168(2%)
minecraft.dropped.basalt: #11, 24(2%)
minecraft.used.gray_concrete_powder: #11, 1095(1%)
minecraft.mined.oak_door: #11, 3(2%)
minecraft.mined.mossy_stone_brick_stairs: #11, 2(2%)
minecraft.crafted.stone_brick_wall: #11, 48(2%)
minecraft.crafted.green_wool: #11, 67(2%)
minecraft.picked_up.flow_banner_pattern: #11, 3(2%)
minecraft.mined.white_stained_glass_pane: #11, 16(2%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #11, 18(2%)
minecraft.used.black_stained_glass: #11, 615(1%)
minecraft.dropped.slime_ball: #11, 185(1%)
minecraft.crafted.lead: #11, 36(1%)
minecraft.crafted.yellow_terracotta: #11, 216(2%)
minecraft.picked_up.waxed_oxidized_copper: #11, 205(1%)
minecraft.picked_up.smooth_quartz: #11, 160(1%)
minecraft.used.mossy_cobblestone_stairs: #11, 9(2%)
minecraft.dropped.waxed_oxidized_cut_copper: #11, 4(2%)
minecraft.picked_up.lime_terracotta: #11, 47(2%)
minecraft.mined.waxed_oxidized_copper: #11, 184(1%)
minecraft.dropped.kelp: #11, 193(1%)
minecraft.used.polished_diorite: #11, 98(1%)
minecraft.mined.gray_concrete_powder: #11, 20(2%)
minecraft.dropped.mangrove_roots: #11, 38(1%)
minecraft.used.nether_brick_fence: #11, 12(2%)
minecraft.used.light_gray_carpet: #11, 122(1%)
minecraft.picked_up.light_blue_concrete: #11, 233(1%)
minecraft.dropped.sand: #11, 510(1%)
minecraft.crafted.mangrove_sign: #11, 15(1%)
minecraft.killed.zombie: #11, 1172(1%)
minecraft.used.dead_bush: #11, 14(1%)
minecraft.picked_up.green_concrete_powder: #11, 13(1%)
minecraft.mined.acacia_sapling: #11, 8(1%)
minecraft.crafted.gray_concrete_powder: #11, 712(1%)
minecraft.picked_up.gray_stained_glass: #11, 16(1%)
minecraft.mined.pale_oak_stairs: #11, 4(2%)
minecraft.mined.polished_blackstone_bricks: #11, 72(1%)
minecraft.crafted.black_stained_glass: #11, 464(1%)
minecraft.dropped.mangrove_propagule: #11, 5(1%)
minecraft.crafted.green_concrete_powder: #11, 136(1%)
minecraft.dropped.sugar_cane: #11, 204(1%)
minecraft.mined.cobblestone_slab: #11, 28(1%)
minecraft.picked_up.pale_oak_stairs: #11, 4(1%)
minecraft.mined.smooth_sandstone_stairs: #11, 7(1%)
minecraft.dropped.cooked_porkchop: #11, 69(1%)
minecraft.used.blue_banner: #11, 1(1%)
minecraft.mined.lime_bed: #11, 3(1%)
minecraft.dropped.waxed_oxidized_copper: #11, 6(1%)
minecraft.used.mossy_cobblestone_wall: #11, 7(1%)
minecraft.used.diamond_chestplate: #11, 4(1%)
minecraft.dropped.cyan_terracotta: #11, 10(1%)
minecraft.dropped.cobblestone_slab: #11, 12(1%)
minecraft.dropped.gray_dye: #11, 3(1%)
minecraft.crafted.birch_boat: #11, 1(1%)
minecraft.used.smooth_sandstone_stairs: #11, 22(1%)
minecraft.used.oxidized_copper_bulb: #11, 5(1%)
minecraft.picked_up.oxidized_copper: #11, 153(1%)
minecraft.picked_up.tinted_glass: #11, 25(1%)
minecraft.dropped.trial_key: #11, 2(1%)
minecraft.used.chest_minecart: #11, 3(1%)
minecraft.used.stripped_jungle_log: #11, 18(1%)
minecraft.used.light_blue_dye: #11, 1(1%)
minecraft.dropped.nether_wart: #11, 4(1%)
minecraft.used.diamond_axe: #12, 43080(4%)
minecraft.killed.wither: #11, 2(1%)
minecraft.mined.player_head: #12, 131(4%)
minecraft.crafted.light_blue_shulker_box: #11, 2(0%)
minecraft.picked_up.nether_star: #11, 2(1%)
minecraft.picked_up.activator_rail: #11, 11(0%)
minecraft.mined.waxed_exposed_copper: #11, 4(1%)
minecraft.used.netherite_leggings: #11, 2(1%)
minecraft.used.wither_skeleton_skull: #11, 6(0%)
minecraft.used.waxed_copper_trapdoor: #11, 12(1%)
minecraft.crafted.slime_ball: #11, 236(0%)
minecraft.dropped.glow_berries: #11, 3(0%)
minecraft.used.cut_sandstone: #11, 19(0%)
minecraft.used.blackstone_slab: #11, 24(0%)
minecraft.dropped.pale_moss_block: #11, 3(0%)
minecraft.picked_up.bubble_coral: #11, 3(0%)
minecraft.mined.scaffolding: #12, 3232(4%)
minecraft.mined.sandstone_wall: #11, 1(0%)
minecraft.picked_up.green_concrete: #11, 14(0%)
minecraft.used.coal_block: #11, 33(0%)
minecraft.dropped.light_gray_wool: #11, 5(0%)
minecraft.killed.turtle: #11, 1(0%)
minecraft.mined.cherry_slab: #11, 1(0%)
minecraft.picked_up.cyan_stained_glass_pane: #11, 1(0%)
minecraft.dropped.gray_wool: #11, 5(0%)
minecraft.dropped.pink_tulip: #11, 1(0%)
minecraft.dropped.sticky_piston: #11, 2(0%)
minecraft.picked_up.mossy_cobblestone_wall: #11, 1(0%)
minecraft.picked_up.waxed_exposed_copper: #11, 4(0%)
minecraft.used.waxed_exposed_copper: #11, 4(0%)
minecraft.picked_up.oxidized_cut_copper_stairs: #11, 2(0%)
minecraft.dropped.cactus: #11, 28(0%)
minecraft.used.diorite_wall: #11, 19(0%)
minecraft.used.yellow_concrete: #11, 23(0%)
minecraft.used.orange_concrete: #11, 24(0%)
minecraft.picked_up.sculk: #11, 131(0%)
minecraft.mined.hanging_roots: #11, 2(0%)
minecraft.dropped.polished_blackstone_bricks: #11, 1(0%)
minecraft.dropped.chiseled_stone_bricks: #11, 4(0%)
minecraft.picked_up.cherry_slab: #11, 1(0%)
minecraft.crafted.cut_sandstone: #11, 4(0%)
minecraft.used.lever: #12, 381(4%)
minecraft.used.prismarine_bricks: #11, 29(0%)
minecraft.picked_up.light_blue_carpet: #11, 2(0%)
minecraft.crafted.dark_prismarine: #11, 8(0%)
minecraft.mined.light_blue_carpet: #11, 2(0%)
minecraft.picked_up.yellow_concrete_powder: #11, 6(0%)
minecraft.used.purpur_stairs: #11, 1(0%)
minecraft.dropped.rotten_flesh: #12, 4010(3%)
minecraft.used.crafting_table: #12, 273(3%)
minecraft.crafted.diamond_helmet: #12, 4(4%)
minecraft.killed.trader_llama: #12, 15(4%)
minecraft.picked_up.carved_pumpkin: #12, 276(3%)
minecraft.used.bow: #12, 2891(3%)
minecraft.used.painting: #12, 197(4%)
minecraft.crafted.netherite_pickaxe: #12, 2(5%)
minecraft.custom.total_world_time: #13, 74214791(3%)
minecraft.custom.play_time: #13, 74214791(3%)
minecraft.mined.dirt_path: #12, 694(3%)
minecraft.mined.obsidian: #12, 583(3%)
minecraft.used.lantern: #12, 226(3%)
minecraft.used.spruce_sign: #12, 192(3%)
minecraft.mined.stone_button: #12, 44(3%)
minecraft.mined.flower_pot: #12, 10(3%)
minecraft.crafted.crafting_table: #12, 155(3%)
minecraft.picked_up.chainmail_chestplate: #12, 4(3%)
minecraft.crafted.minecart: #12, 109(3%)
minecraft.used.chiseled_bookshelf: #12, 71(3%)
minecraft.crafted.cyan_shulker_box: #12, 5(3%)
minecraft.picked_up.spruce_boat: #12, 18(3%)
minecraft.crafted.stone_axe: #12, 4(3%)
minecraft.mined.dark_oak_log: #12, 2201(3%)
minecraft.picked_up.diamond_chestplate: #12, 10(3%)
minecraft.dropped.cyan_bed: #12, 1(5%)
minecraft.dropped.cooked_beef: #12, 84(2%)
minecraft.picked_up.pointed_dripstone: #12, 823(2%)
minecraft.dropped.leather_chestplate: #12, 9(2%)
minecraft.mined.iron_bars: #12, 100(2%)
minecraft.used.pumpkin: #12, 153(2%)
minecraft.picked_up.spruce_sapling: #12, 910(2%)
minecraft.picked_up.end_rod: #12, 185(2%)
minecraft.dropped.ender_pearl: #12, 6237(2%)
minecraft.mined.redstone_ore: #12, 71(2%)
minecraft.used.oxidized_copper_door: #12, 3(4%)
minecraft.crafted.acacia_planks: #12, 1452(2%)
minecraft.dropped.ominous_bottle: #12, 2(4%)
minecraft.used.observer: #12, 676(2%)
minecraft.mined.glass: #12, 496(2%)
minecraft.used.glow_berries: #12, 53(3%)
minecraft.mined.chiseled_bookshelf: #12, 15(3%)
minecraft.mined.dispenser: #12, 40(2%)
minecraft.picked_up.fishing_rod: #12, 24(2%)
minecraft.crafted.polished_tuff: #12, 856(2%)
minecraft.used.redstone_torch: #12, 287(2%)
minecraft.used.cyan_wool: #12, 146(2%)
minecraft.used.glow_lichen: #12, 714(2%)
minecraft.picked_up.enchanting_table: #12, 2(4%)
minecraft.picked_up.shears: #12, 31(2%)
minecraft.dropped.potion: #12, 70(2%)
minecraft.used.diamond: #12, 29(2%)
minecraft.dropped.terracotta: #12, 39(2%)
minecraft.dropped.iron_bars: #12, 70(2%)
minecraft.used.cooked_salmon: #12, 79(2%)
minecraft.mined.glass_pane: #12, 23(2%)
minecraft.mined.damaged_anvil: #12, 4(2%)
minecraft.used.salmon: #12, 3(3%)
minecraft.picked_up.shulker_shell: #12, 319(2%)
minecraft.mined.warped_stem: #12, 312(2%)
minecraft.dropped.raw_iron: #12, 38(2%)
minecraft.mined.dead_bush: #12, 107(2%)
minecraft.crafted.sandstone: #12, 120(2%)
minecraft.crafted.golden_helmet: #12, 2(2%)
minecraft.picked_up.magma_cream: #12, 65(2%)
minecraft.picked_up.purpur_slab: #12, 17(2%)
minecraft.picked_up.polished_basalt: #12, 37(2%)
minecraft.dropped.red_mushroom: #12, 4(2%)
minecraft.mined.brewing_stand: #12, 13(2%)
minecraft.used.jungle_fence: #12, 73(2%)
minecraft.mined.budding_amethyst: #12, 7(2%)
minecraft.dropped.lead: #12, 14(1%)
minecraft.killed.magma_cube: #12, 98(2%)
minecraft.mined.cartography_table: #12, 6(2%)
minecraft.picked_up.sea_lantern: #12, 27(2%)
minecraft.crafted.light_gray_stained_glass_pane: #12, 176(2%)
minecraft.dropped.spruce_pressure_plate: #12, 1(3%)
minecraft.mined.purpur_slab: #12, 11(1%)
minecraft.used.jungle_log: #12, 164(1%)
minecraft.picked_up.oak_fence_gate: #12, 6(1%)
minecraft.mined.lime_concrete: #12, 134(2%)
minecraft.mined.gold_block: #12, 91(1%)
minecraft.picked_up.bamboo_raft: #12, 5(2%)
minecraft.dropped.oak_sapling: #12, 56(1%)
minecraft.mined.granite_wall: #12, 3(2%)
minecraft.crafted.white_stained_glass: #12, 592(1%)
minecraft.crafted.oxidized_cut_copper_slab: #12, 30(2%)
minecraft.picked_up.gray_carpet: #12, 67(1%)
minecraft.crafted.gold_block: #12, 87(1%)
minecraft.picked_up.pale_hanging_moss: #12, 27(2%)
minecraft.dropped.birch_log: #12, 29(1%)
minecraft.picked_up.white_stained_glass_pane: #12, 23(1%)
minecraft.mined.cyan_wool: #12, 29(1%)
minecraft.crafted.gray_stained_glass: #12, 320(2%)
minecraft.dropped.book: #12, 9(2%)
minecraft.crafted.blue_terracotta: #12, 132(1%)
minecraft.crafted.cherry_trapdoor: #12, 30(1%)
minecraft.dropped.bamboo_planks: #12, 97(1%)
minecraft.dropped.gray_shulker_box: #12, 1(2%)
minecraft.dropped.minecart: #12, 8(1%)
minecraft.picked_up.glass_bottle: #12, 308(1%)
minecraft.crafted.polished_blackstone: #12, 96(1%)
minecraft.used.cherry_sign: #12, 2(2%)
minecraft.dropped.polished_deepslate: #12, 9(1%)
minecraft.crafted.tinted_glass: #12, 140(1%)
minecraft.dropped.cooked_cod: #12, 23(1%)
minecraft.used.lime_concrete_powder: #12, 130(1%)
minecraft.mined.black_stained_glass: #12, 49(1%)
minecraft.used.coal_ore: #12, 383(1%)
minecraft.crafted.oxidized_copper_trapdoor: #12, 12(1%)
minecraft.picked_up.scrape_pottery_sherd: #12, 4(1%)
minecraft.picked_up.music_disc_precipice: #12, 1(1%)
minecraft.picked_up.polished_blackstone_bricks: #12, 67(1%)
minecraft.crafted.stonecutter: #12, 8(1%)
minecraft.crafted.light_blue_concrete_powder: #12, 248(1%)
minecraft.killed_by.warden: #12, 1(1%)
minecraft.dropped.shulker_box: #12, 16(1%)
minecraft.picked_up.light_blue_banner: #12, 1(1%)
minecraft.picked_up.clay: #12, 185(1%)
minecraft.used.black_wool: #12, 261(1%)
minecraft.dropped.mossy_cobblestone: #12, 21(1%)
minecraft.picked_up.guster_pottery_sherd: #12, 4(1%)
minecraft.dropped.blackstone: #12, 67(1%)
minecraft.mined.daylight_detector: #12, 2(1%)
minecraft.crafted.cyan_carpet: #12, 36(1%)
minecraft.used.light_gray_stained_glass_pane: #12, 52(1%)
minecraft.used.cyan_concrete_powder: #12, 55(1%)
minecraft.dropped.iron_boots: #12, 5(1%)
minecraft.picked_up.smooth_sandstone_stairs: #12, 7(1%)
minecraft.dropped.enchanted_golden_apple: #12, 1(1%)
minecraft.picked_up.acacia_stairs: #12, 5(1%)
minecraft.dropped.decorated_pot: #12, 3(1%)
minecraft.dropped.waxed_chiseled_copper: #12, 1(1%)
minecraft.mined.purpur_pillar: #12, 11(1%)
minecraft.used.orange_carpet: #12, 12(1%)
minecraft.used.light_gray_stained_glass: #12, 96(1%)
minecraft.mined.orange_stained_glass_pane: #12, 4(1%)
minecraft.used.mangrove_roots: #12, 147(0%)
minecraft.mined.beehive: #12, 21(1%)
minecraft.used.light_blue_concrete_powder: #12, 128(1%)
minecraft.mined.pale_oak_slab: #12, 3(1%)
minecraft.dropped.purpur_stairs: #12, 1(1%)
minecraft.used.lilac: #12, 4(0%)
minecraft.picked_up.waxed_oxidized_cut_copper_slab: #12, 3(1%)
minecraft.dropped.white_concrete: #12, 9(0%)
minecraft.used.red_concrete: #12, 49(0%)
minecraft.mined.stripped_cherry_log: #12, 9(0%)
minecraft.crafted.magenta_terracotta: #12, 20(0%)
minecraft.picked_up.fire_coral_block: #12, 16(0%)
minecraft.dropped.coal: #12, 79(0%)
minecraft.used.lime_bed: #12, 4(0%)
minecraft.mined.closed_eyeblossom: #12, 3(0%)
minecraft.used.diorite_slab: #12, 28(0%)
minecraft.crafted.cherry_slab: #12, 12(0%)
minecraft.used.pink_carpet: #12, 5(0%)
minecraft.custom.sleep_in_bed: #13, 1364(3%)
minecraft.picked_up.brain_coral_fan: #12, 11(0%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #12, 2(0%)
minecraft.dropped.spectral_arrow: #12, 72(0%)
minecraft.picked_up.cooked_mutton: #12, 19(0%)
minecraft.mined.cyan_stained_glass_pane: #12, 1(0%)
minecraft.mined.green_stained_glass: #12, 3(0%)
minecraft.mined.birch_fence_gate: #12, 1(0%)
minecraft.used.black_carpet: #12, 75(0%)
minecraft.picked_up.lead: #13, 315(3%)
minecraft.used.quartz_pillar: #12, 6(0%)
minecraft.mined.yellow_carpet: #12, 2(0%)
minecraft.used.jungle_button: #12, 1(0%)
minecraft.dropped.cobblestone_wall: #12, 1(0%)
minecraft.mined.light_blue_stained_glass_pane: #12, 1(0%)
minecraft.picked_up.closed_eyeblossom: #12, 3(0%)
minecraft.dropped.crimson_roots: #12, 2(0%)
minecraft.mined.suspicious_gravel: #12, 1(0%)
minecraft.mined.blue_wool: #12, 1(0%)
minecraft.mined.sculk_vein: #12, 37(0%)
minecraft.used.bucket: #13, 3094(4%)
minecraft.used.chiseled_deepslate: #12, 16(0%)
minecraft.crafted.melon: #12, 30(0%)
minecraft.dropped.hay_block: #12, 2(0%)
minecraft.used.wither_rose: #12, 2(0%)
minecraft.dropped.brown_mushroom_block: #12, 3(0%)
minecraft.picked_up.purple_carpet: #12, 1(0%)
minecraft.dropped.cracked_stone_bricks: #12, 1(0%)
minecraft.picked_up.leather_leggings: #13, 16(3%)
minecraft.used.scaffolding: #13, 6752(3%)
minecraft.custom.sneak_time: #14, 4103300(3%)
minecraft.dropped.diamond_helmet: #13, 3(3%)
minecraft.mined.crafting_table: #13, 205(3%)
minecraft.mined.crafter: #13, 49(3%)
minecraft.dropped.diamond_shovel: #13, 7(3%)
minecraft.custom.interact_with_blast_furnace: #13, 118(2%)
minecraft.picked_up.flower_pot: #13, 32(3%)
minecraft.picked_up.chainmail_leggings: #13, 4(3%)
minecraft.used.glow_ink_sac: #13, 134(3%)
minecraft.dropped.diamond_sword: #13, 7(3%)
minecraft.crafted.diamond_leggings: #13, 3(3%)
minecraft.crafted.warped_planks: #13, 1024(3%)
minecraft.picked_up.smooth_basalt: #13, 332(3%)
minecraft.picked_up.spruce_fence: #13, 169(3%)
minecraft.picked_up.pumpkin_seeds: #13, 771(3%)
minecraft.used.cooked_beef: #13, 422(2%)
minecraft.used.fishing_rod: #13, 1096(2%)
minecraft.picked_up.observer: #13, 281(2%)
minecraft.picked_up.lantern: #13, 105(2%)
minecraft.dropped.white_bed: #13, 4(3%)
minecraft.mined.dirt: #13, 34690(2%)
minecraft.dropped.diamond_block: #13, 42(2%)
minecraft.dropped.iron_shovel: #13, 5(2%)
minecraft.mined.redstone_wall_torch: #13, 30(2%)
minecraft.mined.calcite: #13, 730(2%)
minecraft.broken.diamond_pickaxe: #13, 1(4%)
minecraft.picked_up.apple: #13, 112(2%)
minecraft.picked_up.dark_oak_fence: #13, 86(2%)
minecraft.crafted.painting: #13, 50(2%)
minecraft.crafted.ender_chest: #13, 21(2%)
minecraft.picked_up.netherite_chestplate: #13, 2(2%)
minecraft.used.grass_block: #13, 8454(2%)
minecraft.mined.deepslate_copper_ore: #13, 128(2%)
minecraft.picked_up.repeater: #13, 167(2%)
minecraft.crafted.bamboo_hanging_sign: #13, 6(3%)
minecraft.picked_up.netherite_boots: #13, 7(2%)
minecraft.mined.deepslate_iron_ore: #13, 352(2%)
minecraft.crafted.dark_oak_stairs: #13, 128(2%)
minecraft.picked_up.netherite_leggings: #13, 7(2%)
minecraft.picked_up.damaged_anvil: #13, 4(2%)
minecraft.picked_up.sandstone: #13, 2605(2%)
minecraft.killed.shulker: #13, 82(2%)
minecraft.picked_up.brewing_stand: #13, 16(2%)
minecraft.used.lime_shulker_box: #13, 58(2%)
minecraft.dropped.bucket: #13, 32(2%)
minecraft.killed.cod: #13, 5(2%)
minecraft.crafted.oak_door: #13, 6(2%)
minecraft.used.carved_pumpkin: #13, 9(1%)
minecraft.mined.copper_trapdoor: #13, 27(2%)
minecraft.dropped.ink_sac: #13, 14(2%)
minecraft.picked_up.lime_shulker_box: #13, 55(1%)
minecraft.mined.lime_shulker_box: #13, 55(1%)
minecraft.dropped.copper_ore: #13, 39(2%)
minecraft.dropped.iron_sword: #13, 5(2%)
minecraft.mined.calibrated_sculk_sensor: #13, 3(2%)
minecraft.picked_up.polished_deepslate_wall: #13, 23(1%)
minecraft.used.polished_deepslate: #13, 372(1%)
minecraft.used.pale_oak_sapling: #13, 63(2%)
minecraft.dropped.paper: #13, 53(1%)
minecraft.mined.piston_head: #13, 3(2%)
minecraft.picked_up.cartography_table: #13, 6(2%)
minecraft.crafted.leather_boots: #13, 19(1%)
minecraft.used.acacia_fence_gate: #13, 10(2%)
minecraft.picked_up.dead_bush: #13, 83(1%)
minecraft.picked_up.sea_pickle: #13, 123(1%)
minecraft.dropped.iron_nugget: #13, 192(1%)
minecraft.killed.stray: #13, 47(1%)
minecraft.used.tinted_glass: #13, 137(1%)
minecraft.used.netherite_pickaxe: #13, 70141(1%)
minecraft.broken.stone_pickaxe: #13, 1(2%)
minecraft.crafted.crafter: #13, 26(1%)
minecraft.mined.pale_hanging_moss: #13, 28(1%)
minecraft.picked_up.calibrated_sculk_sensor: #13, 3(1%)
minecraft.picked_up.black_stained_glass: #13, 54(1%)
minecraft.used.green_wool: #13, 104(1%)
minecraft.used.green_concrete_powder: #13, 104(1%)
minecraft.used.air: #13, 385(1%)
minecraft.mined.waxed_exposed_copper_bulb: #13, 3(1%)
minecraft.mined.warped_trapdoor: #13, 6(1%)
minecraft.picked_up.sweet_berries: #13, 183(1%)
minecraft.mined.acacia_slab: #13, 4(1%)
minecraft.used.polished_andesite_slab: #13, 62(1%)
minecraft.dropped.purpur_block: #13, 16(1%)
minecraft.mined.light_gray_concrete_powder: #13, 16(1%)
minecraft.crafted.stone_pressure_plate: #13, 23(1%)
minecraft.used.stripped_oak_log: #13, 30(1%)
minecraft.mined.deepslate_brick_wall: #13, 4(1%)
minecraft.mined.slime_block: #13, 39(1%)
minecraft.used.cherry_trapdoor: #13, 18(1%)
minecraft.crafted.soul_lantern: #13, 31(1%)
minecraft.crafted.fermented_spider_eye: #13, 31(1%)
minecraft.used.acacia_slab: #13, 41(1%)
minecraft.crafted.lime_concrete_powder: #13, 136(1%)
minecraft.mined.purple_bed: #13, 3(1%)
minecraft.used.yellow_banner: #13, 2(1%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #13, 10(1%)
minecraft.mined.diorite_slab: #13, 4(1%)
minecraft.crafted.polished_deepslate: #13, 232(1%)
minecraft.picked_up.purple_bed: #13, 3(1%)
minecraft.crafted.cartography_table: #13, 2(1%)
minecraft.picked_up.waxed_exposed_copper_bulb: #13, 2(1%)
minecraft.picked_up.mud_bricks: #13, 40(1%)
minecraft.dropped.deepslate_redstone_ore: #13, 6(1%)
minecraft.used.calibrated_sculk_sensor: #13, 4(1%)
minecraft.mined.mossy_stone_brick_slab: #13, 1(1%)
minecraft.crafted.cyan_stained_glass_pane: #13, 32(1%)
minecraft.picked_up.pearlescent_froglight: #13, 162(1%)
minecraft.used.blackstone_stairs: #13, 10(1%)
minecraft.dropped.acacia_sapling: #13, 5(1%)
minecraft.picked_up.warped_trapdoor: #13, 6(1%)
minecraft.used.cobbled_deepslate_wall: #13, 27(1%)
minecraft.mined.packed_ice: #13, 1095(0%)
minecraft.mined.blackstone_slab: #13, 4(1%)
minecraft.mined.cobbled_deepslate_wall: #13, 3(1%)
minecraft.mined.stripped_pale_oak_log: #13, 19(1%)
minecraft.picked_up.stripped_pale_oak_log: #13, 19(1%)
minecraft.used.acacia_leaves: #13, 11(1%)
minecraft.mined.sculk_sensor: #13, 20(0%)
minecraft.used.red_concrete_powder: #13, 81(1%)
minecraft.used.green_dye: #13, 8(1%)
minecraft.used.purple_bed: #13, 3(1%)
minecraft.dropped.redstone_block: #13, 16(0%)
minecraft.used.pale_oak_slab: #13, 13(1%)
minecraft.crafted.red_concrete_powder: #13, 104(0%)
minecraft.crafted.raw_gold_block: #13, 18(0%)
minecraft.crafted.warped_stairs: #13, 12(0%)
minecraft.picked_up.cyan_carpet: #13, 4(0%)
minecraft.crafted.jungle_button: #13, 3(1%)
minecraft.mined.diamond_block: #13, 10(0%)
minecraft.dropped.orange_terracotta: #13, 8(0%)
minecraft.used.soul_lantern: #13, 8(0%)
minecraft.picked_up.stripped_cherry_log: #13, 8(0%)
minecraft.picked_up.acacia_slab: #13, 4(0%)
minecraft.used.cyan_stained_glass_pane: #13, 13(0%)
minecraft.picked_up.verdant_froglight: #13, 134(0%)
minecraft.used.orange_concrete_powder: #13, 64(0%)
minecraft.picked_up.beehive: #13, 19(0%)
minecraft.picked_up.horn_coral: #13, 3(0%)
minecraft.picked_up.sculk_shrieker: #13, 2(0%)
minecraft.dropped.poppy: #13, 101(0%)
minecraft.mined.chiseled_stone_bricks: #13, 5(0%)
minecraft.dropped.magma_cream: #13, 1(0%)
minecraft.picked_up.blue_concrete: #13, 7(0%)
minecraft.dropped.flint_and_steel: #13, 3(0%)
minecraft.picked_up.tube_coral: #13, 2(0%)
minecraft.crafted.deepslate_tiles: #13, 14(0%)
minecraft.used.turtle_egg: #13, 2(0%)
minecraft.picked_up.green_stained_glass: #13, 3(0%)
minecraft.picked_up.granite_wall: #13, 1(0%)
minecraft.mined.bubble_coral_wall_fan: #13, 5(0%)
minecraft.mined.light_blue_concrete_powder: #13, 1(0%)
minecraft.crafted.light_blue_stained_glass: #13, 64(0%)
minecraft.mined.orange_concrete: #13, 28(0%)
minecraft.dropped.dropper: #13, 1(0%)
minecraft.used.copper_block: #13, 160(0%)
minecraft.picked_up.sandstone_wall: #13, 1(0%)
minecraft.mined.oxidized_cut_copper_stairs: #13, 2(0%)
minecraft.picked_up.yellow_carpet: #13, 2(0%)
minecraft.picked_up.fire_charge: #13, 3(0%)
minecraft.used.sandstone_wall: #13, 4(0%)
minecraft.mined.sculk: #13, 126(0%)
minecraft.picked_up.pink_concrete: #13, 10(0%)
minecraft.picked_up.red_mushroom_block: #13, 4(0%)
minecraft.crafted.light_blue_carpet: #13, 2(0%)
minecraft.picked_up.scaffolding: #14, 7095(4%)
minecraft.picked_up.potion: #14, 145(3%)
minecraft.crafted.rail: #14, 1200(3%)
minecraft.used.flower_pot: #14, 81(3%)
minecraft.picked_up.rotten_flesh: #14, 4057(2%)
