stat, rank, value, (percentage) 
minecraft.used.acacia_wood: #3, 1143(10%)
minecraft.crafted.spruce_fence: #4, 2397(12%)
minecraft.dropped.azalea: #3, 632(8%)
minecraft.used.cyan_dye: #3, 38(11%)
minecraft.dropped.redstone: #3, 1554(8%)
minecraft.crafted.exposed_chiseled_copper: #2, 8(28%)
minecraft.dropped.orange_dye: #4, 64(17%)
minecraft.used.oxidized_copper: #3, 900(9%)
minecraft.mined.bamboo_wall_sign: #3, 36(8%)
minecraft.used.blackstone_wall: #3, 57(16%)
minecraft.mined.barrel: #3, 278(7%)
minecraft.picked_up.moss_carpet: #3, 5675(7%)
minecraft.dropped.azalea_leaves: #3, 611(11%)
minecraft.dropped.ladder: #3, 179(9%)
minecraft.used.heavy_weighted_pressure_plate: #3, 35(9%)
minecraft.crafted.blackstone_wall: #3, 60(14%)
minecraft.custom.open_barrel: #4, 18430(7%)
minecraft.dropped.flow_armor_trim_smithing_template: #2, 2(14%)
minecraft.dropped.stripped_oak_log: #2, 10(7%)
minecraft.used.jungle_hanging_sign: #3, 25(21%)
minecraft.mined.birch_sapling: #3, 23(10%)
minecraft.crafted.andesite: #2, 6540(17%)
minecraft.crafted.bookshelf: #4, 661(11%)
minecraft.dropped.wild_armor_trim_smithing_template: #2, 2(33%)
minecraft.crafted.fire_coral_block: #2, 8(33%)
minecraft.crafted.blue_orchid: #2, 8(33%)
minecraft.dropped.spore_blossom: #3, 6(17%)
minecraft.used.waxed_oxidized_copper_bulb: #3, 68(12%)
minecraft.used.tuff_stairs: #3, 186(12%)
minecraft.picked_up.deepslate_diamond_ore: #3, 1974(7%)
minecraft.dropped.white_candle: #2, 12(21%)
minecraft.dropped.brown_concrete: #2, 55(9%)
minecraft.dropped.netherite_axe: #3, 7(12%)
minecraft.mined.jungle_wall_sign: #3, 23(12%)
minecraft.crafted.waxed_oxidized_copper: #2, 1435(15%)
minecraft.dropped.brewing_stand: #3, 4(16%)
minecraft.used.dark_oak_wood: #3, 951(8%)
minecraft.used.stripped_warped_hyphae: #3, 74(16%)
minecraft.used.snow_block: #4, 26258(12%)
minecraft.crafted.smooth_sandstone_slab: #3, 354(16%)
minecraft.dropped.stripped_spruce_wood: #3, 15(14%)
minecraft.crafted.red_tulip: #2, 4(29%)
minecraft.mined.chipped_anvil: #4, 36(10%)
minecraft.mined.jungle_trapdoor: #4, 121(12%)
minecraft.crafted.warped_sign: #3, 90(9%)
minecraft.crafted.granite_slab: #3, 282(12%)
minecraft.crafted.netherite_scrap: #3, 72(10%)
minecraft.used.spruce_pressure_plate: #3, 30(9%)
minecraft.crafted.bamboo_mosaic: #3, 372(12%)
minecraft.killed.horse: #3, 104(15%)
minecraft.picked_up.green_shulker_box: #4, 407(10%)
minecraft.dropped.gold_block: #3, 105(15%)
minecraft.dropped.bamboo_trapdoor: #3, 81(15%)
minecraft.used.red_sandstone_stairs: #2, 63(5%)
minecraft.killed.witch: #4, 41389(10%)
minecraft.used.tuff_wall: #3, 359(10%)
minecraft.mined.green_shulker_box: #4, 397(10%)
minecraft.crafted.magenta_banner: #2, 10(7%)
minecraft.picked_up.weathered_copper: #2, 967(2%)
minecraft.crafted.bone_meal: #4, 139111(10%)
minecraft.broken.iron_hoe: #3, 2(15%)
minecraft.picked_up.nether_quartz_ore: #4, 1429(10%)
minecraft.mined.brown_concrete_powder: #3, 84(12%)
minecraft.used.deepslate_diamond_ore: #3, 1192(5%)
minecraft.dropped.bow: #4, 250(9%)
minecraft.used.iron_shovel: #3, 4466(6%)
minecraft.picked_up.bread: #4, 685(10%)
minecraft.used.totem_of_undying: #3, 28(8%)
minecraft.crafted.cobbled_deepslate_slab: #4, 1128(12%)
minecraft.dropped.big_dripleaf: #3, 20(10%)
minecraft.used.orange_bed: #3, 15(7%)
minecraft.mined.shroomlight: #4, 256(9%)
minecraft.mined.chiseled_quartz_block: #2, 42(3%)
minecraft.mined.pale_oak_leaves: #3, 4099(6%)
minecraft.mined.hay_block: #4, 403(10%)
minecraft.used.dark_oak_fence: #4, 741(9%)
minecraft.killed.dolphin: #3, 4(17%)
minecraft.used.green_candle: #3, 40(15%)
minecraft.picked_up.chiseled_quartz_block: #2, 35(2%)
minecraft.picked_up.red_dye: #4, 145(8%)
minecraft.crafted.stripped_spruce_wood: #3, 96(9%)
minecraft.mined.campfire: #4, 93(9%)
minecraft.crafted.bamboo_planks: #4, 27312(9%)
minecraft.used.oak_leaves: #3, 5441(5%)
minecraft.custom.horse_one_cm: #3, 35609901(5%)
minecraft.picked_up.brown_bed: #3, 5(10%)
minecraft.mined.warped_hyphae: #3, 16(14%)
minecraft.crafted.polished_blackstone_button: #3, 100(5%)
minecraft.mined.pale_oak_trapdoor: #4, 73(11%)
minecraft.dropped.melon_seeds: #3, 45(6%)
minecraft.dropped.white_dye: #4, 187(9%)
minecraft.crafted.coarse_dirt: #4, 7928(9%)
minecraft.dropped.composter: #3, 12(8%)
minecraft.picked_up.waxed_oxidized_copper_door: #3, 5(12%)
minecraft.picked_up.music_disc_13: #4, 35(9%)
minecraft.dropped.prismarine_brick_stairs: #2, 1(3%)
minecraft.used.waxed_weathered_cut_copper_stairs: #4, 235(17%)
minecraft.crafted.silence_armor_trim_smithing_template: #3, 22(13%)
minecraft.dropped.spruce_wood: #3, 20(13%)
minecraft.dropped.white_stained_glass_pane: #3, 48(13%)
minecraft.dropped.brown_dye: #4, 59(11%)
minecraft.custom.talked_to_villager: #4, 4499(7%)
minecraft.mined.oak_wood: #3, 187(6%)
minecraft.dropped.short_dry_grass: #2, 1(1%)
minecraft.used.cut_red_sandstone_slab: #2, 15(0%)
minecraft.picked_up.pale_oak_trapdoor: #4, 72(10%)
minecraft.picked_up.cut_red_sandstone_slab: #2, 6(0%)
minecraft.mined.cut_red_sandstone_slab: #2, 3(0%)
minecraft.dropped.emerald_ore: #3, 2(20%)
minecraft.mined.waxed_exposed_cut_copper_stairs: #3, 25(11%)
minecraft.broken.netherite_shovel: #3, 1(33%)
minecraft.dropped.iron_door: #3, 7(8%)
minecraft.used.moss_carpet: #4, 2959(8%)
minecraft.mined.jungle_fence_gate: #4, 15(12%)
minecraft.crafted.birch_fence_gate: #3, 68(7%)
minecraft.mined.dead_tube_coral_block: #3, 62(9%)
minecraft.dropped.brown_shulker_box: #3, 3(9%)
minecraft.used.pale_oak_hanging_sign: #3, 3(19%)
minecraft.picked_up.waxed_exposed_cut_copper_stairs: #3, 23(10%)
minecraft.mined.target: #4, 81(10%)
minecraft.used.pumpkin_seeds: #4, 191(8%)
minecraft.crafted.exposed_cut_copper_stairs: #3, 4(31%)
minecraft.custom.raid_trigger: #4, 10272(15%)
minecraft.mined.gray_wall_banner: #3, 5(13%)
minecraft.crafted.oak_planks: #4, 24762(7%)
minecraft.mined.attached_pumpkin_stem: #4, 28(9%)
minecraft.used.black_banner: #3, 60(5%)
minecraft.used.tropical_fish_bucket: #3, 42(8%)
minecraft.picked_up.diamond_sword: #4, 95(7%)
minecraft.dropped.arrow: #4, 2807(7%)
minecraft.used.pale_oak_trapdoor: #4, 337(9%)
minecraft.used.spruce_sapling: #3, 1333(4%)
minecraft.used.cactus: #4, 332(8%)
minecraft.used.bookshelf: #4, 277(8%)
minecraft.dropped.birch_leaves: #4, 415(10%)
minecraft.crafted.polished_deepslate_stairs: #4, 124(10%)
minecraft.used.leaf_litter: #3, 491(4%)
minecraft.crafted.barrel: #4, 715(7%)
minecraft.picked_up.wither_rose: #4, 705(10%)
minecraft.dropped.flowering_azalea: #4, 436(9%)
minecraft.crafted.spruce_chest_boat: #3, 4(16%)
minecraft.dropped.bamboo_fence_gate: #3, 3(20%)
minecraft.dropped.podzol: #4, 147(13%)
minecraft.crafted.tuff_brick_slab: #4, 208(8%)
minecraft.dropped.mossy_cobblestone_slab: #3, 12(11%)
minecraft.picked_up.arrow: #4, 6834(7%)
minecraft.used.birch_sapling: #3, 701(4%)
minecraft.dropped.fletching_table: #3, 1(25%)
minecraft.mined.cherry_log: #4, 1877(8%)
minecraft.picked_up.nether_gold_ore: #4, 102(9%)
minecraft.crafted.cut_red_sandstone_slab: #3, 18(12%)
minecraft.mined.purple_wall_banner: #3, 2(18%)
minecraft.crafted.bamboo_door: #4, 81(11%)
minecraft.dropped.bone: #4, 1241(7%)
minecraft.mined.bamboo_sign: #4, 21(8%)
minecraft.mined.exposed_copper_bulb: #3, 3(8%)
minecraft.crafted.iron_bars: #4, 2320(7%)
minecraft.mined.jungle_log: #4, 2906(7%)
minecraft.crafted.waxed_oxidized_chiseled_copper: #3, 24(17%)
minecraft.used.axolotl_bucket: #3, 13(9%)
minecraft.crafted.pink_tulip: #3, 12(22%)
minecraft.picked_up.purple_banner: #3, 2(11%)
minecraft.mined.waxed_weathered_cut_copper_stairs: #4, 21(15%)
minecraft.used.jungle_sign: #4, 85(9%)
minecraft.picked_up.black_stained_glass_pane: #4, 61(8%)
minecraft.mined.warped_fence: #4, 54(12%)
minecraft.picked_up.flowering_azalea: #4, 933(7%)
minecraft.dropped.beacon: #4, 4(18%)
minecraft.used.daylight_detector: #4, 239(9%)
minecraft.used.warped_sign: #4, 87(10%)
minecraft.dropped.gunpowder: #4, 1932(6%)
minecraft.crafted.white_carpet: #4, 624(7%)
minecraft.crafted.black_banner: #4, 136(9%)
minecraft.dropped.spruce_trapdoor: #4, 186(8%)
minecraft.picked_up.ancient_debris: #4, 126(7%)
minecraft.picked_up.azalea: #4, 1596(6%)
minecraft.picked_up.netherite_ingot: #3, 3(9%)
minecraft.crafted.brown_terracotta: #4, 380(9%)
minecraft.mined.warped_hanging_sign: #3, 2(9%)
minecraft.crafted.birch_wood: #4, 393(10%)
minecraft.picked_up.black_banner: #3, 33(3%)
minecraft.used.bamboo_planks: #4, 944(7%)
minecraft.mined.birch_stairs: #4, 49(8%)
minecraft.mined.oxeye_daisy: #4, 87(6%)
minecraft.picked_up.goat_horn: #3, 17(2%)
minecraft.crafted.waxed_weathered_copper_bulb: #3, 67(12%)
minecraft.crafted.purple_banner: #3, 10(6%)
minecraft.dropped.barrel: #4, 38(9%)
minecraft.dropped.black_shulker_box: #3, 2(7%)
minecraft.dropped.bamboo_slab: #4, 214(11%)
minecraft.picked_up.blast_furnace: #4, 37(7%)
minecraft.used.tripwire_hook: #4, 42(7%)
minecraft.mined.brown_bed: #4, 5(12%)
minecraft.dropped.packed_mud: #4, 244(8%)
minecraft.picked_up.pumpkin: #4, 4620(5%)
minecraft.crafted.green_glazed_terracotta: #3, 82(8%)
minecraft.used.peony: #4, 18(7%)
minecraft.mined.heavy_weighted_pressure_plate: #4, 7(12%)
minecraft.used.green_shulker_box: #5, 401(10%)
minecraft.used.bubble_coral_block: #3, 19(4%)
minecraft.used.bamboo_door: #4, 36(9%)
minecraft.crafted.cyan_glazed_terracotta: #4, 48(14%)
minecraft.dropped.netherite_shovel: #4, 4(10%)
minecraft.mined.potted_cactus: #3, 1(11%)
minecraft.used.lead: #4, 6(9%)
minecraft.crafted.iron_boots: #4, 10(5%)
minecraft.crafted.dark_oak_wood: #4, 837(7%)
minecraft.picked_up.bamboo_slab: #4, 430(6%)
minecraft.mined.dead_bubble_coral_block: #3, 19(5%)
minecraft.mined.chain: #4, 221(5%)
minecraft.picked_up.brown_stained_glass_pane: #4, 21(13%)
minecraft.mined.deepslate_diamond_ore: #4, 3147(5%)
minecraft.dropped.bamboo_button: #3, 92(2%)
minecraft.killed.polar_bear: #3, 2(4%)
minecraft.mined.green_glazed_terracotta: #3, 20(5%)
minecraft.mined.red_bed: #4, 27(6%)
minecraft.mined.red_sandstone_stairs: #3, 18(3%)
minecraft.crafted.green_stained_glass: #3, 200(2%)
minecraft.mined.black_wall_banner: #3, 15(2%)
minecraft.picked_up.orange_bed: #4, 14(7%)
minecraft.mined.gray_stained_glass_pane: #4, 18(10%)
minecraft.crafted.enchanted_book: #4, 257(6%)
minecraft.crafted.prismarine_slab: #3, 18(5%)
minecraft.mined.black_banner: #4, 11(14%)
minecraft.dropped.bamboo_mosaic: #3, 3(4%)
minecraft.picked_up.bamboo_button: #3, 53(1%)
minecraft.crafted.mud_brick_stairs: #4, 60(9%)
minecraft.mined.big_dripleaf: #4, 37(7%)
minecraft.used.oxeye_daisy: #4, 14(7%)
minecraft.dropped.prismarine_crystals: #3, 42(2%)
minecraft.crafted.cyan_bed: #4, 13(8%)
minecraft.picked_up.green_candle: #3, 7(2%)
minecraft.mined.bamboo_block: #5, 273(10%)
minecraft.crafted.bamboo_fence_gate: #4, 120(8%)
minecraft.crafted.glistering_melon_slice: #4, 107(10%)
minecraft.dropped.bone_block: #3, 515(1%)
minecraft.mined.potted_bamboo: #4, 2(11%)
minecraft.killed.glow_squid: #5, 57(9%)
minecraft.crafted.black_wool: #4, 940(8%)
minecraft.dropped.yellow_glazed_terracotta: #3, 1(5%)
minecraft.picked_up.dead_bubble_coral_block: #3, 19(2%)
minecraft.dropped.acacia_fence_gate: #3, 1(5%)
minecraft.used.small_dripleaf: #4, 25(10%)
minecraft.picked_up.mossy_cobblestone_slab: #4, 39(7%)
minecraft.dropped.andesite_slab: #4, 43(8%)
minecraft.crafted.iron_hoe: #4, 4(5%)
minecraft.mined.oak_slab: #5, 188(8%)
minecraft.dropped.quartz: #4, 175(6%)
minecraft.mined.magenta_glazed_terracotta: #3, 2(2%)
minecraft.crafted.bamboo_button: #3, 76(0%)
minecraft.mined.ancient_debris: #4, 75(5%)
minecraft.crafted.smooth_quartz: #4, 1166(6%)
minecraft.killed_by.zombified_piglin: #4, 2(10%)
minecraft.crafted.green_stained_glass_pane: #4, 208(7%)
minecraft.crafted.cut_red_sandstone: #3, 26(1%)
minecraft.mined.oak_stairs: #5, 214(9%)
minecraft.picked_up.oak_wood: #4, 186(6%)
minecraft.crafted.diamond_chestplate: #5, 8(9%)
minecraft.dropped.purple_terracotta: #3, 1(1%)
minecraft.mined.yellow_glazed_terracotta: #4, 27(11%)
minecraft.used.white_dye: #4, 54(5%)
minecraft.used.oak_stairs: #5, 322(9%)
minecraft.crafted.cherry_planks: #5, 3176(8%)
minecraft.dropped.packed_ice: #4, 187(6%)
minecraft.crafted.apple: #4, 472(7%)
minecraft.used.diamond_block: #4, 288(4%)
minecraft.picked_up.lectern: #5, 517(9%)
minecraft.mined.lectern: #5, 511(9%)
minecraft.mined.dead_brain_coral_block: #4, 64(8%)
minecraft.used.birch_wood: #4, 235(7%)
minecraft.crafted.red_glazed_terracotta: #4, 32(13%)
minecraft.crafted.blue_banner: #4, 18(8%)
minecraft.picked_up.netherite_hoe: #4, 11(8%)
minecraft.mined.cyan_glazed_terracotta: #4, 6(13%)
minecraft.crafted.chain: #5, 1490(8%)
minecraft.crafted.bread: #5, 2445(8%)
minecraft.mined.spruce_log: #5, 14986(7%)
minecraft.crafted.oak_slab: #5, 2670(7%)
minecraft.used.orange_dye: #5, 34(12%)
minecraft.picked_up.melon: #5, 2660(7%)
minecraft.picked_up.wind_charge: #5, 1253(7%)
minecraft.crafted.jungle_fence: #5, 396(9%)
minecraft.crafted.waxed_weathered_chiseled_copper: #4, 40(12%)
minecraft.picked_up.orange_dye: #5, 64(7%)
minecraft.used.hopper_minecart: #5, 72(8%)
minecraft.crafted.quartz_slab: #4, 186(6%)
minecraft.crafted.spruce_planks: #5, 46667(7%)
minecraft.dropped.chiseled_bookshelf: #4, 6(10%)
minecraft.dropped.lime_banner: #4, 1(20%)
minecraft.mined.potted_jungle_sapling: #4, 1(20%)
minecraft.used.smooth_quartz: #4, 1700(3%)
minecraft.picked_up.yellow_glazed_terracotta: #4, 26(9%)
minecraft.mined.blackstone_wall: #4, 5(8%)
minecraft.used.sand: #4, 12512(3%)
minecraft.picked_up.jungle_trapdoor: #5, 107(8%)
minecraft.picked_up.oak_stairs: #5, 257(8%)
minecraft.crafted.light_gray_banner: #4, 27(7%)
minecraft.used.spruce_door: #5, 34(8%)
minecraft.crafted.waxed_weathered_cut_copper_slab: #4, 86(8%)
minecraft.custom.damage_dealt: #5, 2762924(4%)
minecraft.used.polished_blackstone_button: #4, 48(3%)
minecraft.crafted.waxed_exposed_copper_trapdoor: #4, 55(7%)
minecraft.mined.brown_stained_glass: #4, 34(7%)
minecraft.picked_up.tuff_wall: #4, 47(5%)
minecraft.picked_up.exposed_copper_bulb: #4, 3(7%)
minecraft.used.brown_bed: #4, 8(8%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #5, 18(13%)
minecraft.picked_up.shroomlight: #5, 229(7%)
minecraft.mined.weathered_cut_copper_slab: #4, 10(6%)
minecraft.picked_up.weathered_cut_copper_slab: #4, 10(6%)
minecraft.mined.light_gray_stained_glass_pane: #5, 32(10%)
minecraft.crafted.activator_rail: #4, 270(4%)
minecraft.dropped.dark_oak_fence: #4, 19(5%)
minecraft.used.lectern: #5, 525(8%)
minecraft.crafted.cyan_harness: #4, 2(13%)
minecraft.picked_up.field_masoned_banner_pattern: #4, 1(17%)
minecraft.used.sea_lantern: #4, 159(3%)
minecraft.dropped.brown_mushroom: #5, 55(9%)
minecraft.mined.cherry_wood: #4, 3(11%)
minecraft.picked_up.spruce_log: #5, 14721(6%)
minecraft.picked_up.oak_pressure_plate: #5, 8(10%)
minecraft.mined.bamboo_slab: #5, 143(9%)
minecraft.mined.nether_quartz_ore: #5, 3056(7%)
minecraft.dropped.cauldron: #4, 5(7%)
minecraft.dropped.birch_stairs: #4, 2(11%)
minecraft.crafted.grindstone: #5, 220(7%)
minecraft.mined.fern: #5, 374(6%)
minecraft.crafted.white_shulker_box: #4, 38(3%)
minecraft.used.chain: #5, 1046(6%)
minecraft.dropped.wither_rose: #4, 153(8%)
minecraft.picked_up.oak_log: #5, 7591(6%)
minecraft.picked_up.birch_stairs: #4, 26(3%)
minecraft.used.diamond_sword: #5, 58266(5%)
minecraft.mined.smooth_red_sandstone_stairs: #4, 20(6%)
minecraft.mined.potted_oak_sapling: #4, 1(14%)
minecraft.dropped.milk_bucket: #4, 6(5%)
minecraft.mined.tuff: #5, 16895(6%)
minecraft.used.diamond_shovel: #5, 259623(6%)
minecraft.used.light_gray_candle: #4, 15(9%)
minecraft.picked_up.string: #5, 4772(5%)
minecraft.mined.brown_stained_glass_pane: #4, 7(6%)
minecraft.custom.interact_with_grindstone: #5, 121(6%)
minecraft.crafted.pale_oak_fence: #4, 216(3%)
minecraft.dropped.brown_wool: #4, 10(3%)
minecraft.crafted.brown_shulker_box: #4, 13(3%)
minecraft.used.netherite_axe: #5, 41384(11%)
minecraft.dropped.pale_hanging_moss: #4, 21(8%)
minecraft.killed.blaze: #5, 745(7%)
minecraft.used.spruce_log: #5, 2638(6%)
minecraft.mined.mossy_cobblestone: #5, 251(6%)
minecraft.dropped.scrape_pottery_sherd: #4, 2(6%)
minecraft.killed.snow_golem: #4, 7(4%)
minecraft.dropped.moss_carpet: #5, 1457(6%)
minecraft.picked_up.short_grass: #5, 3694(6%)
minecraft.crafted.bamboo_slab: #5, 4172(7%)
minecraft.picked_up.jungle_sign: #5, 31(7%)
minecraft.picked_up.warped_hyphae: #4, 16(4%)
minecraft.crafted.fletching_table: #4, 5(4%)
minecraft.crafted.green_bed: #4, 11(6%)
minecraft.picked_up.barrel: #5, 309(6%)
minecraft.dropped.gold_nugget: #5, 862(6%)
minecraft.dropped.clay: #5, 79(7%)
minecraft.mined.oxidized_copper_door: #5, 5(11%)
minecraft.used.oak_fence: #5, 387(6%)
minecraft.mined.waxed_weathered_copper: #4, 24(3%)
minecraft.mined.dead_horn_coral_block: #4, 23(4%)
minecraft.crafted.dark_oak_button: #4, 58(2%)
minecraft.used.warped_fence: #5, 180(9%)
minecraft.used.prismarine: #4, 462(2%)
minecraft.killed.skeleton_horse: #4, 1(8%)
minecraft.crafted.redstone_block: #5, 1832(5%)
minecraft.picked_up.light_blue_stained_glass_pane: #4, 15(3%)
minecraft.picked_up.light_gray_dye: #5, 59(6%)
minecraft.crafted.dark_oak_fence_gate: #5, 106(7%)
minecraft.mined.orange_bed: #5, 14(8%)
minecraft.used.oak_pressure_plate: #5, 12(8%)
minecraft.crafted.warped_pressure_plate: #4, 2(5%)
minecraft.crafted.oak_hanging_sign: #4, 12(2%)
minecraft.dropped.black_dye: #5, 28(8%)
minecraft.picked_up.blue_orchid: #4, 152(2%)
minecraft.picked_up.target: #5, 79(6%)
minecraft.crafted.pale_oak_button: #4, 32(2%)
minecraft.picked_up.red_bed: #5, 27(6%)
minecraft.crafted.birch_stairs: #5, 204(8%)
minecraft.crafted.white_banner: #4, 101(1%)
minecraft.picked_up.cherry_wood: #4, 3(3%)
minecraft.used.netherite_sword: #5, 56757(9%)
minecraft.picked_up.pale_oak_hanging_sign: #4, 1(5%)
minecraft.crafted.podzol: #4, 3(5%)
minecraft.dropped.golden_helmet: #5, 12(5%)
minecraft.crafted.stripped_jungle_wood: #4, 15(3%)
minecraft.crafted.pale_oak_stairs: #5, 128(9%)
minecraft.dropped.stripped_bamboo_block: #4, 1(5%)
minecraft.dropped.spruce_fence: #5, 56(7%)
minecraft.used.chiseled_quartz_block: #4, 86(2%)
minecraft.picked_up.golden_sword: #5, 99(6%)
minecraft.picked_up.prismarine_crystals: #4, 42(1%)
minecraft.picked_up.dead_horn_coral_block: #4, 21(2%)
minecraft.used.lightning_rod: #5, 356(5%)
minecraft.dropped.birch_sapling: #5, 42(6%)
minecraft.dropped.lilac: #5, 40(10%)
minecraft.picked_up.red_sandstone_stairs: #4, 14(2%)
minecraft.used.green_glazed_terracotta: #4, 54(3%)
minecraft.picked_up.green_glazed_terracotta: #4, 13(3%)
minecraft.picked_up.waxed_weathered_copper: #4, 26(1%)
minecraft.used.red_bed: #5, 29(6%)
minecraft.dropped.oak_sign: #5, 24(5%)
minecraft.crafted.purpur_stairs: #4, 4(4%)
minecraft.killed.enderman: #5, 44043(5%)
minecraft.dropped.stone_slab: #6, 493(9%)
minecraft.dropped.gray_stained_glass_pane: #4, 2(3%)
minecraft.crafted.diorite_wall: #4, 66(1%)
minecraft.crafted.weathered_copper_grate: #4, 4(3%)
minecraft.crafted.popped_chorus_fruit: #5, 156(9%)
minecraft.picked_up.deepslate_redstone_ore: #5, 1051(4%)
minecraft.dropped.blue_ice: #4, 15(1%)
minecraft.picked_up.birch_slab: #5, 84(6%)
minecraft.dropped.weeping_vines: #5, 9(8%)
minecraft.crafted.prismarine_brick_stairs: #4, 4(2%)
minecraft.crafted.snow_block: #5, 1242(6%)
minecraft.mined.mud_brick_stairs: #5, 24(7%)
minecraft.crafted.pink_bed: #4, 2(2%)
minecraft.dropped.spruce_planks: #5, 168(4%)
minecraft.picked_up.green_stained_glass_pane: #5, 56(8%)
minecraft.picked_up.magenta_glazed_terracotta: #4, 1(1%)
minecraft.crafted.netherite_sword: #5, 2(10%)
minecraft.picked_up.golden_boots: #5, 28(4%)
minecraft.dropped.chainmail_chestplate: #5, 5(6%)
minecraft.used.bamboo_button: #4, 39(0%)
minecraft.dropped.honeycomb_block: #4, 10(1%)
minecraft.crafted.waxed_exposed_copper_bulb: #4, 2(0%)
minecraft.mined.infested_stone_bricks: #4, 2(0%)
minecraft.crafted.jungle_slab: #6, 816(9%)
minecraft.used.music_disc_otherside: #5, 11(10%)
minecraft.mined.bamboo_pressure_plate: #5, 4(11%)
minecraft.crafted.lime_terracotta: #5, 856(6%)
minecraft.dropped.apple: #5, 73(5%)
minecraft.crafted.polished_tuff_wall: #5, 120(5%)
minecraft.dropped.flower_pot: #5, 18(6%)
minecraft.crafted.birch_fence: #5, 129(5%)
minecraft.picked_up.azalea_leaves: #5, 5689(4%)
minecraft.dropped.magenta_stained_glass: #5, 3(13%)
minecraft.dropped.green_dye: #5, 139(4%)
minecraft.crafted.cobbled_deepslate_stairs: #5, 204(5%)
minecraft.dropped.honeycomb: #5, 624(6%)
minecraft.mined.cut_sandstone: #5, 129(4%)
minecraft.crafted.iron_shovel: #5, 20(4%)
minecraft.used.cyan_glazed_terracotta: #5, 18(10%)
minecraft.picked_up.diamond: #5, 2935(3%)
minecraft.crafted.bamboo_sign: #5, 237(4%)
minecraft.mined.sugar_cane: #6, 8436(7%)
minecraft.mined.stripped_birch_wood: #5, 220(5%)
minecraft.crafted.netherite_chestplate: #5, 3(7%)
minecraft.dropped.spruce_boat: #5, 4(9%)
minecraft.crafted.hay_block: #5, 818(4%)
minecraft.crafted.gray_carpet: #5, 546(4%)
minecraft.crafted.netherite_helmet: #5, 3(7%)
minecraft.mined.stripped_cherry_wood: #5, 34(10%)
minecraft.picked_up.light_gray_candle: #5, 1(17%)
minecraft.used.brown_stained_glass: #5, 384(8%)
minecraft.mined.dark_oak_fence_gate: #5, 13(6%)
minecraft.picked_up.muddy_mangrove_roots: #5, 600(4%)
minecraft.crafted.warped_fence: #5, 177(7%)
minecraft.dropped.spruce_door: #5, 5(9%)
minecraft.used.diamond_ore: #5, 5(9%)
minecraft.picked_up.stripped_birch_wood: #5, 217(5%)
minecraft.mined.sea_lantern: #5, 55(4%)
minecraft.crafted.oak_pressure_plate: #5, 8(5%)
minecraft.dropped.snowball: #6, 315(7%)
minecraft.dropped.jungle_stairs: #5, 7(8%)
minecraft.used.dead_brain_coral_block: #5, 49(6%)
minecraft.crafted.netherite_boots: #5, 3(5%)
minecraft.dropped.glowstone_dust: #5, 198(5%)
minecraft.picked_up.stripped_cherry_wood: #5, 32(9%)
minecraft.picked_up.cut_sandstone: #5, 103(3%)
minecraft.crafted.orange_bed: #5, 4(8%)
minecraft.killed_by.spider: #5, 1(12%)
minecraft.mined.cyan_concrete_powder: #5, 12(6%)
minecraft.crafted.purple_terracotta: #5, 372(4%)
minecraft.crafted.lantern: #6, 556(7%)
minecraft.custom.mob_kills: #6, 525904(6%)
minecraft.used.stripped_cherry_wood: #5, 25(9%)
minecraft.used.waxed_exposed_copper_trapdoor: #5, 60(5%)
minecraft.crafted.lime_wool: #5, 180(5%)
minecraft.dropped.waxed_weathered_copper_bulb: #5, 1(14%)
minecraft.picked_up.flower_banner_pattern: #5, 1(14%)
minecraft.used.end_rod: #5, 391(3%)
minecraft.dropped.brown_terracotta: #5, 15(8%)
minecraft.crafted.jungle_sign: #6, 84(9%)
minecraft.used.tube_coral_block: #5, 61(5%)
minecraft.dropped.stone_pressure_plate: #5, 13(4%)
minecraft.crafted.orange_banner: #5, 31(6%)
minecraft.picked_up.redstone_ore: #5, 70(3%)
minecraft.crafted.oak_sign: #6, 150(6%)
minecraft.crafted.brown_stained_glass: #5, 528(6%)
minecraft.crafted.birch_slab: #6, 948(8%)
minecraft.picked_up.jungle_hanging_sign: #5, 4(8%)
minecraft.crafted.waxed_exposed_cut_copper_slab: #5, 29(6%)
minecraft.crafted.stripped_dark_oak_wood: #5, 48(6%)
minecraft.picked_up.book: #6, 729(7%)
minecraft.mined.cave_vines: #6, 55(7%)
minecraft.dropped.acacia_leaves: #5, 51(4%)
minecraft.picked_up.dead_tube_coral_block: #5, 62(5%)
minecraft.dropped.sandstone: #5, 245(3%)
minecraft.dropped.white_banner: #5, 135(3%)
minecraft.mined.bamboo_planks: #6, 134(7%)
minecraft.crafted.brown_concrete_powder: #5, 320(3%)
minecraft.picked_up.cyan_shulker_box: #6, 253(5%)
minecraft.dropped.iron_horse_armor: #5, 2(6%)
minecraft.picked_up.jungle_fence_gate: #5, 10(4%)
minecraft.used.pink_petals: #6, 997(7%)
minecraft.used.weathered_copper_trapdoor: #5, 23(3%)
minecraft.dropped.cherry_log: #5, 30(4%)
minecraft.picked_up.diamond_hoe: #6, 13(7%)
minecraft.crafted.red_bed: #5, 3(3%)
minecraft.crafted.acacia_button: #5, 20(3%)
minecraft.picked_up.oxeye_daisy: #5, 190(2%)
minecraft.crafted.birch_planks: #6, 5380(6%)
minecraft.used.player_head: #6, 285(5%)
