stat, rank, value, (percentage) 
minecraft.picked_up.warped_fungus: #13, 58(1%)
minecraft.mined.weathered_copper_grate: #13, 1(1%)
minecraft.mined.bamboo_fence_gate: #13, 2(1%)
minecraft.crafted.slime_block: #13, 34(1%)
minecraft.picked_up.blue_ice: #13, 32(1%)
minecraft.dropped.pink_petals: #13, 21(1%)
minecraft.used.stripped_dark_oak_log: #13, 38(0%)
minecraft.dropped.green_dye: #13, 16(0%)
minecraft.used.light_gray_stained_glass: #13, 94(1%)
minecraft.used.green_stained_glass_pane: #13, 16(1%)
minecraft.crafted.loom: #13, 9(0%)
minecraft.crafted.acacia_wood: #13, 69(1%)
minecraft.picked_up.chest_minecart: #13, 3(1%)
minecraft.used.deepslate_iron_ore: #13, 23(0%)
minecraft.picked_up.cobbled_deepslate_wall: #13, 4(1%)
minecraft.picked_up.oxidized_copper: #13, 100(0%)
minecraft.used.mud_brick_wall: #13, 42(0%)
minecraft.used.green_stained_glass: #13, 22(0%)
minecraft.mined.cyan_carpet: #13, 3(0%)
minecraft.mined.jungle_wall_sign: #13, 1(1%)
minecraft.mined.birch_slab: #13, 4(0%)
minecraft.mined.lime_wool: #13, 7(0%)
minecraft.mined.tuff_stairs: #13, 1(1%)
minecraft.picked_up.fire_coral_block: #13, 14(0%)
minecraft.dropped.lava_bucket: #13, 1(0%)
minecraft.killed.villager: #13, 1(0%)
minecraft.used.weathered_copper_trapdoor: #13, 2(0%)
minecraft.dropped.short_grass: #13, 7(0%)
minecraft.mined.green_stained_glass_pane: #13, 1(0%)
minecraft.used.polished_diorite_stairs: #13, 7(0%)
minecraft.picked_up.copper_block: #13, 111(0%)
minecraft.picked_up.bamboo_fence_gate: #13, 2(0%)
minecraft.mined.quartz_slab: #13, 4(0%)
minecraft.dropped.cactus: #13, 24(0%)
minecraft.used.stripped_birch_wood: #13, 6(0%)
minecraft.crafted.pink_stained_glass: #13, 8(0%)
minecraft.dropped.smooth_stone: #13, 21(0%)
minecraft.crafted.bamboo_mosaic: #13, 3(0%)
minecraft.used.polished_diorite_slab: #13, 1(0%)
minecraft.used.dark_oak_leaves: #13, 1(0%)
minecraft.used.stripped_acacia_log: #13, 2(0%)
minecraft.dropped.resin_clump: #13, 1(0%)
minecraft.custom.talked_to_villager: #14, 1741(3%)
minecraft.mined.short_grass: #14, 3516(3%)
minecraft.picked_up.diamond_helmet: #14, 13(2%)
minecraft.dropped.enchanted_book: #14, 19(3%)
minecraft.mined.oxeye_daisy: #14, 34(2%)
minecraft.crafted.oak_fence: #14, 117(3%)
minecraft.picked_up.diamond_sword: #14, 27(2%)
minecraft.mined.azalea: #14, 54(2%)
minecraft.dropped.obsidian: #14, 39(2%)
minecraft.mined.spruce_wall_sign: #14, 11(2%)
minecraft.used.spruce_planks: #14, 988(2%)
minecraft.dropped.andesite: #14, 511(2%)
minecraft.mined.mud: #14, 4861(2%)
minecraft.crafted.player_head: #14, 328(2%)
minecraft.picked_up.pumpkin: #14, 1509(2%)
minecraft.dropped.rail: #14, 59(2%)
minecraft.picked_up.stone_axe: #14, 1(2%)
minecraft.mined.pink_petals: #14, 109(2%)
minecraft.mined.poppy: #14, 99(1%)
minecraft.mined.moss_block: #14, 889(1%)
minecraft.used.black_stained_glass_pane: #14, 133(2%)
minecraft.picked_up.glow_lichen: #14, 709(1%)
minecraft.crafted.bamboo_block: #14, 519(1%)
minecraft.crafted.iron_shovel: #14, 7(1%)
minecraft.dropped.coal_ore: #14, 47(1%)
minecraft.used.andesite_slab: #14, 129(1%)
minecraft.mined.mangrove_propagule: #14, 29(1%)
minecraft.dropped.ominous_bottle: #14, 1(2%)
minecraft.mined.pink_shulker_box: #14, 38(1%)
minecraft.picked_up.pink_shulker_box: #14, 38(1%)
minecraft.mined.hay_block: #14, 48(1%)
minecraft.crafted.stone_slab: #14, 348(1%)
minecraft.used.pink_shulker_box: #14, 37(1%)
minecraft.mined.smooth_stone_slab: #14, 93(1%)
minecraft.used.dark_oak_stairs: #14, 72(1%)
minecraft.picked_up.light_gray_stained_glass: #14, 19(1%)
minecraft.dropped.peony: #14, 4(1%)
minecraft.used.polished_deepslate_slab: #14, 166(1%)
minecraft.picked_up.deepslate_iron_ore: #14, 66(1%)
minecraft.picked_up.mangrove_roots: #14, 704(1%)
minecraft.mined.pink_tulip: #14, 10(1%)
minecraft.mined.mossy_cobblestone_slab: #14, 2(1%)
minecraft.picked_up.sweet_berries: #14, 180(1%)
minecraft.dropped.cookie: #14, 39(1%)
minecraft.picked_up.yellow_terracotta: #14, 130(1%)
minecraft.mined.mangrove_slab: #14, 13(1%)
minecraft.used.packed_mud: #14, 907(1%)
minecraft.picked_up.stripped_birch_log: #14, 50(1%)
minecraft.used.moss_block: #14, 1183(1%)
minecraft.used.black_concrete: #14, 210(1%)
minecraft.crafted.gray_shulker_box: #14, 3(1%)
minecraft.dropped.apple: #14, 10(1%)
minecraft.used.light_gray_carpet: #14, 71(1%)
minecraft.crafted.green_shulker_box: #14, 2(1%)
minecraft.picked_up.spruce_hanging_sign: #14, 2(1%)
minecraft.picked_up.purple_wool: #14, 48(1%)
minecraft.mined.stripped_birch_log: #14, 33(0%)
minecraft.picked_up.candle: #14, 8(1%)
minecraft.used.rooted_dirt: #14, 75(1%)
minecraft.crafted.glass_bottle: #14, 135(0%)
minecraft.used.jungle_trapdoor: #14, 27(0%)
minecraft.used.bamboo_trapdoor: #14, 61(0%)
minecraft.dropped.hopper: #14, 5(0%)
minecraft.dropped.cocoa_beans: #14, 5(0%)
minecraft.mined.lily_of_the_valley: #14, 5(1%)
minecraft.crafted.white_shulker_box: #14, 6(0%)
minecraft.mined.jungle_sapling: #14, 1(1%)
minecraft.crafted.bamboo_trapdoor: #14, 52(0%)
minecraft.mined.stripped_mangrove_log: #14, 45(0%)
minecraft.picked_up.white_tulip: #14, 22(0%)
minecraft.dropped.decorated_pot: #14, 2(0%)
minecraft.used.dark_oak_door: #14, 1(1%)
minecraft.used.granite_wall: #14, 7(0%)
minecraft.mined.light_gray_terracotta: #14, 73(0%)
minecraft.mined.light_blue_stained_glass: #14, 11(0%)
minecraft.dropped.white_shulker_box: #14, 1(0%)
minecraft.dropped.trial_key: #14, 1(0%)
minecraft.used.acacia_fence_gate: #14, 2(0%)
minecraft.used.podzol: #14, 16(0%)
minecraft.used.blue_ice: #14, 12(0%)
minecraft.dropped.mud: #14, 9(0%)
minecraft.used.acacia_wood: #14, 31(0%)
minecraft.picked_up.sponge: #14, 34(0%)
minecraft.used.birch_sapling: #14, 44(0%)
minecraft.dropped.light_gray_stained_glass: #14, 1(0%)
minecraft.dropped.packed_mud: #14, 8(0%)
minecraft.picked_up.dark_oak_leaves: #14, 21(0%)
minecraft.dropped.glistering_melon_slice: #14, 1(0%)
minecraft.crafted.acacia_fence_gate: #14, 2(0%)
minecraft.dropped.repeater: #14, 3(0%)
minecraft.dropped.mangrove_propagule: #14, 1(0%)
minecraft.used.candle: #14, 1(0%)
minecraft.used.diorite_slab: #14, 14(0%)
minecraft.crafted.lime_terracotta: #14, 24(0%)
minecraft.crafted.brown_carpet: #14, 9(0%)
minecraft.dropped.ghast_tear: #14, 1(0%)
minecraft.used.waxed_exposed_copper_trapdoor: #14, 2(0%)
minecraft.dropped.cooked_mutton: #14, 1(0%)
minecraft.mined.large_fern: #14, 7(0%)
minecraft.used.oxidized_cut_copper_slab: #14, 8(0%)
minecraft.used.copper_block: #14, 125(0%)
minecraft.crafted.raw_iron: #14, 9(0%)
minecraft.used.sandstone_wall: #14, 2(0%)
minecraft.dropped.black_wool: #14, 1(0%)
minecraft.dropped.glowstone: #14, 1(0%)
minecraft.picked_up.weathered_copper: #14, 7(0%)
minecraft.picked_up.stick: #15, 3930(3%)
minecraft.mined.tall_grass: #15, 681(3%)
minecraft.picked_up.granite: #15, 5840(3%)
minecraft.mined.beacon: #15, 13(3%)
minecraft.mined.spruce_log: #15, 5035(2%)
minecraft.picked_up.beacon: #15, 13(2%)
minecraft.picked_up.diamond_shovel: #15, 22(2%)
minecraft.mined.spruce_trapdoor: #15, 214(2%)
minecraft.dropped.wooden_pickaxe: #15, 1(3%)
minecraft.picked_up.stone_slab: #15, 270(2%)
minecraft.crafted.powered_rail: #15, 378(2%)
minecraft.picked_up.red_wool: #15, 112(2%)
minecraft.used.mossy_cobblestone: #15, 164(2%)
minecraft.crafted.armor_stand: #15, 126(1%)
minecraft.crafted.cooked_beef: #15, 187(1%)
minecraft.mined.brown_mushroom: #15, 31(1%)
minecraft.mined.polished_deepslate_slab: #15, 32(2%)
minecraft.used.dark_oak_fence: #15, 108(1%)
minecraft.mined.bamboo_planks: #15, 28(1%)
minecraft.used.green_terracotta: #15, 109(2%)
minecraft.picked_up.smoker: #15, 2(2%)
minecraft.used.copper_ore: #15, 442(1%)
minecraft.dropped.copper_ore: #15, 32(1%)
minecraft.used.pumpkin: #15, 69(1%)
minecraft.mined.carved_pumpkin: #15, 67(1%)
minecraft.picked_up.dripstone_block: #15, 430(1%)
minecraft.used.oxidized_copper_trapdoor: #15, 63(1%)
minecraft.crafted.mangrove_stairs: #15, 52(1%)
minecraft.mined.bamboo_trapdoor: #15, 19(1%)
minecraft.used.jungle_sign: #15, 10(1%)
minecraft.picked_up.azalea: #15, 196(1%)
minecraft.crafted.light_gray_terracotta: #15, 64(1%)
minecraft.picked_up.mangrove_leaves: #15, 859(1%)
minecraft.picked_up.nether_bricks: #15, 68(1%)
minecraft.picked_up.compass: #15, 12(1%)
minecraft.crafted.bread: #15, 220(1%)
minecraft.mined.azalea_leaves: #15, 991(1%)
minecraft.picked_up.azalea_leaves: #15, 1018(1%)
minecraft.crafted.brown_terracotta: #15, 40(1%)
minecraft.dropped.ladder: #15, 16(1%)
minecraft.used.orange_terracotta: #15, 133(1%)
minecraft.used.deepslate_bricks: #15, 251(1%)
minecraft.mined.mud_brick_wall: #15, 7(1%)
minecraft.used.mangrove_log: #15, 94(1%)
minecraft.mined.brown_carpet: #15, 6(1%)
minecraft.mined.flowering_azalea_leaves: #15, 269(1%)
minecraft.picked_up.flowering_azalea_leaves: #15, 265(1%)
minecraft.mined.green_carpet: #15, 5(1%)
minecraft.dropped.stone_slab: #15, 30(1%)
minecraft.used.stone_slab: #15, 376(1%)
minecraft.used.flowering_azalea: #15, 9(1%)
minecraft.mined.oxidized_copper_trapdoor: #15, 35(1%)
minecraft.picked_up.mangrove_slab: #15, 18(1%)
minecraft.picked_up.oxidized_copper_trapdoor: #15, 35(1%)
minecraft.used.short_grass: #15, 168(0%)
minecraft.mined.orange_tulip: #15, 8(1%)
minecraft.picked_up.brown_mushroom_block: #15, 260(1%)
minecraft.picked_up.orange_wool: #15, 34(0%)
minecraft.used.sunflower: #15, 11(0%)
minecraft.dropped.lever: #15, 7(0%)
minecraft.killed.pufferfish: #15, 1(1%)
minecraft.dropped.chest: #15, 24(0%)
minecraft.picked_up.mud_bricks: #15, 29(0%)
minecraft.picked_up.stripped_mangrove_log: #15, 47(0%)
minecraft.used.stone_shovel: #15, 134(0%)
minecraft.picked_up.jungle_sign: #15, 2(0%)
minecraft.used.light_gray_wool: #15, 43(0%)
minecraft.crafted.gray_stained_glass: #15, 104(0%)
minecraft.picked_up.mud_brick_wall: #15, 6(0%)
minecraft.used.mossy_cobblestone_wall: #15, 4(0%)
minecraft.used.jungle_leaves: #15, 34(0%)
minecraft.mined.bamboo_stairs: #15, 2(0%)
minecraft.dropped.moss_block: #15, 91(0%)
minecraft.broken.stone_shovel: #15, 1(0%)
minecraft.picked_up.exposed_copper_trapdoor: #15, 5(0%)
minecraft.mined.red_terracotta: #15, 112(0%)
minecraft.crafted.jungle_trapdoor: #15, 18(0%)
minecraft.picked_up.red_terracotta: #15, 106(0%)
minecraft.dropped.allium: #15, 1(0%)
minecraft.dropped.red_wool: #15, 1(0%)
minecraft.picked_up.pink_wool: #15, 25(0%)
minecraft.mined.oxidized_copper: #15, 57(0%)
minecraft.used.mossy_cobblestone_slab: #15, 4(0%)
minecraft.used.chiseled_stone_bricks: #15, 7(0%)
minecraft.dropped.observer: #15, 2(0%)
minecraft.picked_up.light_blue_stained_glass: #15, 13(0%)
minecraft.dropped.soul_soil: #15, 2(0%)
minecraft.crafted.pale_oak_sign: #15, 3(0%)
minecraft.picked_up.dried_kelp: #15, 16(0%)
minecraft.dropped.spruce_leaves: #15, 11(0%)
minecraft.dropped.white_tulip: #15, 1(0%)
minecraft.used.mangrove_propagule: #15, 15(0%)
minecraft.dropped.black_concrete: #15, 1(0%)
minecraft.dropped.glass_pane: #15, 2(0%)
minecraft.picked_up.horn_coral_fan: #15, 4(0%)
minecraft.dropped.rooted_dirt: #15, 2(0%)
minecraft.used.green_carpet: #15, 8(0%)
minecraft.mined.lime_terracotta: #15, 2(0%)
minecraft.used.lime_terracotta: #15, 9(0%)
minecraft.mined.horn_coral_wall_fan: #15, 2(0%)
minecraft.crafted.green_stained_glass: #15, 8(0%)
minecraft.mined.oxidized_cut_copper_slab: #15, 1(0%)
minecraft.picked_up.oxidized_cut_copper_slab: #15, 1(0%)
minecraft.picked_up.oxidized_cut_copper: #15, 1(0%)
minecraft.dropped.bone_block: #15, 11(0%)
minecraft.used.bone_meal: #16, 6431(3%)
minecraft.picked_up.spruce_log: #16, 5754(2%)
minecraft.picked_up.spruce_fence: #16, 134(2%)
minecraft.picked_up.diorite: #16, 5322(2%)
minecraft.used.bamboo: #16, 358(2%)
minecraft.crafted.lightning_rod: #16, 112(2%)
minecraft.picked_up.bamboo: #16, 5436(1%)
minecraft.used.dark_oak_log: #16, 316(1%)
minecraft.picked_up.moss_carpet: #16, 875(1%)
minecraft.custom.traded_with_villager: #16, 5478(1%)
minecraft.used.enchanting_table: #16, 1(1%)
minecraft.mined.cherry_leaves: #16, 411(1%)
minecraft.dropped.pointed_dripstone: #16, 26(1%)
minecraft.used.tuff_slab: #16, 64(1%)
minecraft.mined.bamboo: #16, 429(1%)
minecraft.crafted.dark_oak_stairs: #16, 72(1%)
minecraft.picked_up.jungle_leaves: #16, 201(1%)
minecraft.mined.attached_pumpkin_stem: #16, 3(1%)
minecraft.dropped.dandelion: #16, 37(1%)
minecraft.picked_up.spruce_fence_gate: #16, 18(1%)
minecraft.picked_up.mangrove_log: #16, 273(1%)
minecraft.used.diorite: #16, 331(1%)
minecraft.crafted.fishing_rod: #16, 3(1%)
minecraft.used.pink_petals: #16, 100(1%)
minecraft.picked_up.redstone_ore: #16, 15(1%)
minecraft.mined.basalt: #16, 534(1%)
minecraft.mined.stripped_dark_oak_log: #16, 58(1%)
minecraft.mined.light_gray_wool: #16, 11(1%)
minecraft.used.diamond_sword: #16, 5002(0%)
minecraft.used.red_terracotta: #16, 130(1%)
minecraft.picked_up.stripped_dark_oak_log: #16, 56(0%)
minecraft.picked_up.white_terracotta: #16, 121(0%)
minecraft.dropped.red_tulip: #16, 4(1%)
minecraft.picked_up.pale_oak_planks: #16, 9(1%)
minecraft.picked_up.green_dye: #16, 36(0%)
minecraft.dropped.moss_carpet: #16, 92(0%)
minecraft.mined.packed_ice: #16, 941(0%)
minecraft.dropped.brown_mushroom: #16, 3(0%)
minecraft.crafted.light_gray_carpet: #16, 57(0%)
minecraft.picked_up.stone_shovel: #16, 1(0%)
minecraft.dropped.mutton: #16, 4(0%)
minecraft.used.brown_carpet: #16, 14(0%)
minecraft.picked_up.red_tulip: #16, 28(0%)
minecraft.picked_up.pink_tulip: #16, 11(0%)
minecraft.mined.exposed_copper_trapdoor: #16, 5(0%)
minecraft.dropped.cooked_cod: #16, 8(0%)
minecraft.crafted.cooked_porkchop: #16, 6(0%)
minecraft.picked_up.black_wool: #16, 73(0%)
minecraft.picked_up.light_gray_terracotta: #16, 56(0%)
minecraft.used.bamboo_planks: #16, 29(0%)
minecraft.mined.pale_oak_planks: #16, 2(0%)
minecraft.picked_up.birch_slab: #16, 3(0%)
minecraft.dropped.powered_rail: #16, 1(0%)
minecraft.picked_up.acacia_leaves: #16, 34(0%)
minecraft.used.pale_oak_sign: #16, 2(0%)
minecraft.used.acacia_sapling: #16, 30(0%)
minecraft.picked_up.orange_tulip: #16, 10(0%)
minecraft.dropped.orange_terracotta: #16, 3(0%)
minecraft.crafted.black_stained_glass: #16, 64(0%)
minecraft.dropped.flowering_azalea: #16, 5(0%)
minecraft.mined.spruce_button: #16, 2(0%)
minecraft.used.light_blue_stained_glass: #16, 23(0%)
minecraft.mined.brain_coral_wall_fan: #16, 2(0%)
minecraft.crafted.green_carpet: #16, 9(0%)
minecraft.picked_up.lime_terracotta: #16, 2(0%)
minecraft.picked_up.green_carpet: #16, 5(0%)
minecraft.mined.bubble_coral_wall_fan: #16, 1(0%)
minecraft.crafted.air: #16, 0(0%)
minecraft.used.stone: #17, 19553(2%)
minecraft.custom.interact_with_grindstone: #17, 46(2%)
minecraft.picked_up.spruce_trapdoor: #17, 374(2%)
minecraft.picked_up.chest: #17, 628(2%)
minecraft.mined.iron_ore: #17, 777(2%)
minecraft.picked_up.diamond_leggings: #17, 13(2%)
minecraft.picked_up.stone: #17, 70711(1%)
minecraft.picked_up.diamond_pickaxe: #17, 26(1%)
minecraft.dropped.diamond_hoe: #17, 1(2%)
minecraft.mined.spruce_stairs: #17, 71(1%)
minecraft.crafted.book: #17, 121(1%)
minecraft.crafted.jungle_planks: #17, 1204(1%)
minecraft.picked_up.copper_ore: #17, 756(1%)
minecraft.used.pointed_dripstone: #17, 147(1%)
minecraft.picked_up.pumpkin_seeds: #17, 278(1%)
minecraft.used.stone_axe: #17, 96(1%)
minecraft.picked_up.hay_block: #17, 67(1%)
minecraft.picked_up.polished_deepslate_slab: #17, 36(1%)
minecraft.used.spruce_sapling: #17, 287(1%)
minecraft.mined.blast_furnace: #17, 4(1%)
minecraft.crafted.dark_oak_door: #17, 3(1%)
minecraft.mined.mangrove_log: #17, 223(1%)
minecraft.picked_up.pink_petals: #17, 274(1%)
minecraft.used.nether_quartz_ore: #17, 73(1%)
minecraft.picked_up.hopper_minecart: #17, 7(1%)
minecraft.picked_up.flowering_azalea: #17, 78(1%)
minecraft.crafted.spruce_sign: #17, 36(1%)
minecraft.mined.mangrove_leaves: #17, 861(0%)
minecraft.picked_up.blast_furnace: #17, 3(1%)
minecraft.used.coarse_dirt: #17, 366(0%)
minecraft.dropped.acacia_log: #17, 3(1%)
minecraft.dropped.bread: #17, 77(0%)
minecraft.used.spruce_pressure_plate: #17, 2(1%)
minecraft.dropped.spruce_sapling: #17, 10(0%)
minecraft.used.light_gray_terracotta: #17, 28(0%)
minecraft.crafted.green_dye: #17, 43(0%)
minecraft.picked_up.brown_carpet: #17, 7(0%)
minecraft.used.mangrove_planks: #17, 53(0%)
minecraft.picked_up.mangrove_propagule: #17, 55(0%)
minecraft.picked_up.honeycomb: #17, 129(0%)
minecraft.dropped.lime_dye: #17, 1(0%)
minecraft.picked_up.green_wool: #17, 75(0%)
minecraft.picked_up.jungle_sapling: #17, 27(0%)
minecraft.mined.acacia_leaves: #17, 67(0%)
minecraft.used.black_stained_glass: #17, 96(0%)
minecraft.dropped.pumpkin_seeds: #17, 22(0%)
minecraft.picked_up.stripped_acacia_log: #17, 13(0%)
minecraft.mined.stripped_acacia_log: #17, 12(0%)
minecraft.used.redstone_ore: #17, 2(0%)
minecraft.used.bamboo_stairs: #17, 4(0%)
minecraft.crafted.cobblestone_stairs: #17, 7(0%)
minecraft.mined.weathered_copper_trapdoor: #17, 2(0%)
minecraft.used.black_bed: #17, 1(0%)
minecraft.mined.weathered_copper: #17, 4(0%)
minecraft.picked_up.lime_wool: #17, 6(0%)
minecraft.picked_up.stripped_dark_oak_wood: #17, 2(0%)
minecraft.used.brick_slab: #17, 3(0%)
minecraft.mined.stripped_dark_oak_wood: #17, 2(0%)
minecraft.used.deepslate_brick_wall: #17, 2(0%)
minecraft.dropped.cobblestone_slab: #17, 1(0%)
minecraft.used.brown_mushroom_block: #17, 4(0%)
minecraft.dropped.mangrove_roots: #17, 1(0%)
minecraft.mined.resin_block: #17, 2(0%)
minecraft.used.birch_leaves: #17, 15(0%)
minecraft.picked_up.quartz_slab: #17, 1(0%)
minecraft.crafted.spruce_planks: #18, 17188(3%)
minecraft.picked_up.andesite: #18, 5431(2%)
minecraft.picked_up.spruce_sign: #18, 38(2%)
minecraft.crafted.furnace: #18, 120(2%)
minecraft.crafted.bucket: #18, 93(1%)
minecraft.mined.wheat: #18, 2170(1%)
minecraft.crafted.stone_pickaxe: #18, 2(1%)
minecraft.picked_up.pointed_dripstone: #18, 388(1%)
minecraft.picked_up.iron_pickaxe: #18, 3(1%)
minecraft.used.wheat_seeds: #18, 2196(1%)
minecraft.picked_up.nether_quartz_ore: #18, 122(1%)
minecraft.mined.acacia_log: #18, 331(1%)
minecraft.crafted.black_shulker_box: #18, 1(1%)
minecraft.mined.stripped_spruce_log: #18, 134(1%)
minecraft.crafted.bookshelf: #18, 41(1%)
minecraft.mined.spruce_fence_gate: #18, 8(1%)
minecraft.crafted.hopper_minecart: #18, 7(1%)
minecraft.picked_up.stripped_spruce_log: #18, 134(1%)
minecraft.used.iron_sword: #18, 140(1%)
minecraft.picked_up.bamboo_trapdoor: #18, 18(1%)
minecraft.mined.pumpkin_stem: #18, 3(1%)
minecraft.used.mossy_stone_bricks: #18, 39(1%)
minecraft.crafted.mossy_cobblestone: #18, 90(1%)
minecraft.used.iron_ore: #18, 50(0%)
minecraft.used.melon_seeds: #18, 7(0%)
minecraft.crafted.mossy_cobblestone_slab: #18, 6(1%)
minecraft.mined.black_concrete: #18, 130(0%)
minecraft.mined.rooted_dirt: #18, 78(0%)
minecraft.crafted.hay_block: #18, 87(0%)
minecraft.picked_up.acacia_sapling: #18, 58(0%)
minecraft.crafted.green_terracotta: #18, 48(0%)
minecraft.picked_up.deepslate_copper_ore: #18, 9(0%)
minecraft.used.wooden_sword: #18, 5(0%)
minecraft.mined.sandstone: #18, 242(0%)
minecraft.crafted.white_terracotta: #18, 16(0%)
minecraft.used.mangrove_slab: #18, 17(0%)
minecraft.picked_up.weathered_copper_trapdoor: #18, 2(0%)
minecraft.crafted.bamboo_stairs: #18, 4(0%)
minecraft.dropped.melon_seeds: #18, 1(0%)
minecraft.mined.orange_terracotta: #18, 46(0%)
minecraft.mined.exposed_copper: #18, 3(0%)
minecraft.picked_up.orange_terracotta: #18, 45(0%)
minecraft.dropped.cooked_porkchop: #18, 9(0%)
minecraft.used.cut_sandstone: #18, 4(0%)
minecraft.used.stripped_spruce_wood: #18, 2(0%)
minecraft.crafted.wooden_pickaxe: #19, 1(2%)
minecraft.crafted.diamond_shovel: #19, 4(2%)
minecraft.used.hopper_minecart: #19, 13(1%)
minecraft.mined.spruce_slab: #19, 103(1%)
minecraft.mined.kelp_plant: #19, 72(1%)
minecraft.picked_up.spruce_slab: #19, 146(1%)
minecraft.used.spruce_stairs: #19, 149(1%)
minecraft.used.spruce_fence: #19, 177(1%)
minecraft.used.andesite: #19, 760(1%)
minecraft.crafted.spruce_stairs: #19, 104(1%)
minecraft.picked_up.acacia_log: #19, 332(1%)
minecraft.picked_up.black_concrete: #19, 131(1%)
minecraft.mined.jungle_leaves: #19, 224(1%)
minecraft.used.dark_oak_trapdoor: #19, 72(1%)
minecraft.picked_up.gold_ore: #19, 11(1%)
minecraft.mined.sunflower: #19, 25(0%)
minecraft.dropped.spruce_planks: #19, 18(0%)
minecraft.picked_up.cooked_salmon: #19, 9(0%)
minecraft.picked_up.spruce_leaves: #19, 199(0%)
minecraft.picked_up.mangrove_planks: #19, 19(0%)
minecraft.picked_up.rooted_dirt: #19, 74(0%)
minecraft.mined.mangrove_planks: #19, 10(0%)
minecraft.killed_by.skeleton: #19, 1(0%)
minecraft.crafted.coarse_dirt: #19, 280(0%)
minecraft.picked_up.black_shulker_box: #19, 14(0%)
minecraft.used.black_shulker_box: #19, 14(0%)
minecraft.used.blast_furnace: #19, 7(0%)
minecraft.mined.black_shulker_box: #19, 13(0%)
minecraft.used.rose_bush: #19, 3(0%)
minecraft.used.dark_oak_sapling: #19, 61(0%)
minecraft.picked_up.dandelion: #19, 127(0%)
minecraft.used.spruce_hanging_sign: #19, 1(0%)
minecraft.picked_up.sandstone: #19, 234(0%)
minecraft.picked_up.blue_wool: #19, 9(0%)
minecraft.used.stripped_spruce_log: #19, 19(0%)
minecraft.used.acacia_log: #19, 22(0%)
minecraft.used.jungle_sapling: #19, 1(0%)
minecraft.picked_up.exposed_copper: #19, 3(0%)
minecraft.crafted.diamond_pickaxe: #20, 6(2%)
minecraft.mined.dark_oak_log: #20, 1491(2%)
