stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #6, 6549176(6%)
minecraft.custom.time_since_death: #6, 6549176(6%)
minecraft.custom.walk_under_water_one_cm: #26, 671744(0%)
minecraft.custom.total_world_time: #32, 6549176(0%)
minecraft.custom.play_time: #32, 6549176(0%)
minecraft.custom.leave_game: #32, 88(0%)
minecraft.custom.walk_on_water_one_cm: #32, 41489(0%)
minecraft.custom.fly_one_cm: #34, 4041852(0%)
minecraft.custom.sneak_time: #36, 21725(0%)
