stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #7, 6306720(6%)
minecraft.custom.time_since_death: #7, 6306720(5%)
minecraft.custom.total_world_time: #33, 6306720(0%)
minecraft.custom.play_time: #33, 6306720(0%)
minecraft.custom.leave_game: #34, 83(0%)
minecraft.custom.fly_one_cm: #36, 2613569(0%)
minecraft.custom.sneak_time: #50, 3408(0%)
minecraft.custom.walk_under_water_one_cm: #50, 4147(0%)
minecraft.custom.walk_on_water_one_cm: #51, 1674(0%)
