stat, rank, value, (percentage) 
minecraft.picked_up.stripped_oak_wood: #14, 6(0%)
minecraft.mined.infested_stone: #14, 4(0%)
minecraft.killed.cave_spider: #14, 161(0%)
minecraft.mined.closed_eyeblossom: #14, 2(0%)
minecraft.picked_up.warped_fence: #14, 2(0%)
minecraft.picked_up.brain_coral_fan: #14, 8(0%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #14, 7(0%)
minecraft.mined.fire_coral: #14, 2(0%)
minecraft.used.pale_moss_block: #14, 39(0%)
minecraft.mined.stone_pressure_plate: #14, 4(0%)
minecraft.mined.brown_terracotta: #14, 51(0%)
minecraft.picked_up.quartz_pillar: #14, 1(0%)
minecraft.used.green_carpet: #14, 17(0%)
minecraft.used.pale_oak_stairs: #14, 2(0%)
minecraft.dropped.white_banner: #14, 6(0%)
minecraft.picked_up.horn_coral_fan: #14, 4(0%)
minecraft.mined.torchflower: #14, 2(0%)
minecraft.dropped.blaze_rod: #14, 4(0%)
minecraft.used.amethyst_cluster: #14, 3(0%)
minecraft.crafted.candle: #14, 21(0%)
minecraft.picked_up.closed_eyeblossom: #14, 2(0%)
minecraft.dropped.purpur_pillar: #14, 1(0%)
minecraft.dropped.packed_ice: #14, 3(0%)
minecraft.dropped.sweet_berries: #14, 3(0%)
minecraft.crafted.black_wool: #14, 10(0%)
minecraft.used.activator_rail: #14, 5(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #14, 3(0%)
minecraft.picked_up.black_carpet: #14, 11(0%)
minecraft.mined.sponge: #14, 4(0%)
minecraft.crafted.golden_apple: #14, 1(0%)
minecraft.dropped.sugar: #14, 6(0%)
minecraft.used.waxed_chiseled_copper: #14, 1(0%)
minecraft.killed.pillager: #14, 60(0%)
minecraft.dropped.elytra: #15, 9(3%)
minecraft.picked_up.firework_rocket: #15, 3351(2%)
minecraft.picked_up.leather_chestplate: #15, 15(2%)
minecraft.picked_up.chipped_anvil: #15, 11(3%)
minecraft.picked_up.golden_carrot: #15, 1164(2%)
minecraft.picked_up.polished_tuff: #15, 353(3%)
minecraft.picked_up.leather_boots: #15, 15(2%)
minecraft.crafted.emerald: #15, 13848(3%)
minecraft.dropped.leather_helmet: #15, 6(2%)
minecraft.used.wind_charge: #15, 201(3%)
minecraft.used.shulker_box: #15, 1542(2%)
minecraft.used.powered_rail: #15, 613(2%)
minecraft.mined.lever: #15, 66(2%)
minecraft.picked_up.diamond_pickaxe: #15, 35(2%)
minecraft.picked_up.shulker_box: #15, 1555(2%)
minecraft.mined.shulker_box: #15, 1535(2%)
minecraft.crafted.scaffolding: #15, 1206(2%)
minecraft.picked_up.enchanted_book: #15, 30(2%)
minecraft.custom.inspect_dropper: #15, 771(1%)
minecraft.dropped.ender_pearl: #15, 5190(2%)
minecraft.used.iron_hoe: #15, 135(2%)
minecraft.picked_up.nether_quartz_ore: #15, 282(2%)
minecraft.mined.note_block: #15, 34(2%)
minecraft.dropped.netherite_pickaxe: #15, 3(2%)
minecraft.crafted.item_frame: #15, 185(2%)
minecraft.picked_up.tuff_bricks: #15, 514(2%)
minecraft.crafted.ender_chest: #15, 17(2%)
minecraft.crafted.iron_door: #15, 6(2%)
minecraft.mined.attached_melon_stem: #15, 3(2%)
minecraft.dropped.arrow: #15, 526(1%)
minecraft.used.dispenser: #15, 71(1%)
minecraft.picked_up.iron_door: #15, 11(1%)
minecraft.picked_up.cobblestone: #15, 29699(1%)
minecraft.picked_up.melon: #15, 468(1%)
minecraft.mined.polished_deepslate: #15, 65(1%)
minecraft.used.oak_trapdoor: #15, 83(1%)
minecraft.picked_up.chicken: #15, 101(1%)
minecraft.picked_up.blue_dye: #15, 11(1%)
minecraft.picked_up.white_banner: #15, 35(1%)
minecraft.mined.big_dripleaf_stem: #15, 3(2%)
minecraft.picked_up.chiseled_bookshelf: #15, 10(1%)
minecraft.used.trial_key: #15, 11(1%)
minecraft.used.carved_pumpkin: #15, 6(1%)
minecraft.used.gray_carpet: #15, 130(1%)
minecraft.crafted.oxidized_copper_grate: #15, 12(1%)
minecraft.used.chiseled_tuff_bricks: #15, 168(1%)
minecraft.dropped.stone_axe: #15, 1(1%)
minecraft.mined.mangrove_door: #15, 1(2%)
minecraft.picked_up.cooked_salmon: #15, 19(1%)
minecraft.picked_up.stripped_oak_log: #15, 75(1%)
minecraft.picked_up.tipped_arrow: #15, 122(1%)
minecraft.used.pink_petals: #15, 138(1%)
minecraft.dropped.spyglass: #15, 1(1%)
minecraft.crafted.stone_shovel: #15, 4(1%)
minecraft.crafted.spyglass: #15, 1(1%)
minecraft.picked_up.deepslate_iron_ore: #15, 62(1%)
minecraft.killed.endermite: #15, 2(1%)
minecraft.picked_up.bookshelf: #15, 15(1%)
minecraft.mined.andesite_slab: #15, 8(1%)
minecraft.crafted.lead: #15, 22(1%)
minecraft.dropped.lead: #15, 7(1%)
minecraft.crafted.anvil: #15, 38(1%)
minecraft.used.diorite: #15, 345(1%)
minecraft.used.music_disc_cat: #15, 1(1%)
minecraft.crafted.fishing_rod: #15, 3(1%)
minecraft.dropped.tripwire_hook: #15, 2(1%)
minecraft.picked_up.deepslate_brick_slab: #15, 34(1%)
minecraft.picked_up.cobbled_deepslate_stairs: #15, 14(1%)
minecraft.picked_up.bamboo_stairs: #15, 6(1%)
minecraft.crafted.white_stained_glass_pane: #15, 128(1%)
minecraft.picked_up.cyan_dye: #15, 7(1%)
minecraft.crafted.raw_copper: #15, 1296(1%)
minecraft.crafted.blaze_powder: #15, 102(1%)
minecraft.used.brown_mushroom: #15, 14(1%)
minecraft.mined.lectern: #15, 34(1%)
minecraft.dropped.salmon: #15, 7(1%)
minecraft.used.quartz_stairs: #15, 46(1%)
minecraft.mined.target: #15, 5(1%)
minecraft.used.glowstone: #15, 40(1%)
minecraft.crafted.fermented_spider_eye: #15, 24(1%)
minecraft.dropped.anvil: #15, 1(1%)
minecraft.dropped.red_tulip: #15, 4(1%)
minecraft.used.white_terracotta: #15, 51(0%)
minecraft.used.wheat: #15, 3(1%)
minecraft.crafted.cyan_bed: #15, 1(1%)
minecraft.mined.packed_ice: #15, 945(0%)
minecraft.dropped.iron_ingot: #15, 105(0%)
minecraft.picked_up.stone_shovel: #15, 1(0%)
minecraft.crafted.pumpkin_seeds: #15, 8(1%)
minecraft.mined.mushroom_stem: #15, 39(0%)
minecraft.mined.pink_tulip: #15, 4(0%)
minecraft.picked_up.orange_tulip: #15, 26(0%)
minecraft.picked_up.cobblestone_stairs: #15, 13(0%)
minecraft.picked_up.mangrove_wood: #15, 3(0%)
minecraft.dropped.chicken: #15, 13(0%)
minecraft.dropped.sugar_cane: #15, 88(0%)
minecraft.crafted.redstone_lamp: #15, 9(0%)
minecraft.crafted.polished_granite: #15, 44(0%)
minecraft.mined.smooth_stone: #15, 82(0%)
minecraft.mined.polished_deepslate_stairs: #15, 5(0%)
minecraft.picked_up.green_concrete_powder: #15, 4(0%)
minecraft.used.mangrove_roots: #15, 89(0%)
minecraft.crafted.copper_bulb: #15, 4(0%)
minecraft.mined.birch_fence: #15, 3(0%)
minecraft.dropped.bamboo: #15, 139(0%)
minecraft.dropped.brown_wool: #15, 1(0%)
minecraft.used.brown_mushroom_block: #15, 23(0%)
minecraft.used.quartz_slab: #15, 29(0%)
minecraft.dropped.white_wool: #15, 12(0%)
minecraft.crafted.black_terracotta: #15, 56(0%)
minecraft.picked_up.fire_coral_fan: #15, 7(0%)
minecraft.picked_up.purpur_pillar: #15, 9(0%)
minecraft.mined.stripped_acacia_log: #15, 17(0%)
minecraft.picked_up.stripped_acacia_log: #15, 17(0%)
minecraft.picked_up.crimson_planks: #15, 3(0%)
minecraft.used.cyan_concrete: #15, 7(0%)
minecraft.mined.deepslate_tile_stairs: #15, 4(0%)
minecraft.picked_up.spruce_button: #15, 7(0%)
minecraft.mined.light_blue_concrete: #15, 32(0%)
minecraft.mined.brain_coral: #15, 1(0%)
minecraft.used.yellow_wool: #15, 23(0%)
minecraft.picked_up.lime_terracotta: #15, 3(0%)
minecraft.crafted.snow_block: #15, 19(0%)
minecraft.mined.horn_coral: #15, 1(0%)
minecraft.picked_up.quartz_slab: #15, 4(0%)
minecraft.mined.quartz_slab: #15, 3(0%)
minecraft.crafted.green_carpet: #15, 9(0%)
minecraft.crafted.beehive: #15, 6(0%)
minecraft.used.purple_stained_glass: #15, 18(0%)
minecraft.used.polished_diorite_stairs: #15, 2(0%)
minecraft.crafted.gray_wool: #15, 3(0%)
minecraft.mined.black_carpet: #15, 2(0%)
minecraft.dropped.copper_ingot: #15, 2(0%)
minecraft.used.purpur_block: #15, 3(0%)
minecraft.custom.raid_win: #15, 1(0%)
minecraft.crafted.air: #15, 0(0%)
minecraft.custom.sneak_time: #17, 3693972(3%)
minecraft.mined.chest: #16, 450(3%)
minecraft.mined.chipped_anvil: #16, 9(3%)
minecraft.mined.furnace: #16, 76(3%)
minecraft.picked_up.written_book: #16, 13(2%)
minecraft.used.carrot: #16, 331(2%)
minecraft.picked_up.hopper: #16, 252(2%)
minecraft.picked_up.shield: #16, 8(2%)
minecraft.crafted.oak_button: #16, 15(2%)
minecraft.dropped.white_bed: #16, 3(2%)
minecraft.dropped.diamond_axe: #16, 5(2%)
minecraft.crafted.bow: #16, 38(2%)
minecraft.picked_up.paper: #16, 156(2%)
minecraft.mined.cobbled_deepslate: #16, 335(2%)
minecraft.mined.rooted_dirt: #16, 297(2%)
minecraft.picked_up.comparator: #16, 71(1%)
minecraft.picked_up.cyan_terracotta: #16, 163(2%)
minecraft.dropped.leather_boots: #16, 7(1%)
minecraft.picked_up.deepslate_lapis_ore: #16, 51(1%)
minecraft.used.redstone: #16, 1137(1%)
minecraft.mined.repeater: #16, 69(1%)
minecraft.picked_up.melon_seeds: #16, 22(1%)
minecraft.used.obsidian: #16, 235(1%)
minecraft.picked_up.glowstone: #16, 114(1%)
minecraft.custom.deaths: #16, 181(1%)
minecraft.picked_up.bucket: #16, 46(1%)
minecraft.picked_up.repeater: #16, 118(1%)
minecraft.picked_up.diamond_block: #16, 68(1%)
minecraft.dropped.bucket: #16, 24(1%)
minecraft.mined.bone_block: #16, 82(1%)
minecraft.dropped.blue_dye: #16, 5(1%)
minecraft.picked_up.coal: #16, 2904(1%)
minecraft.crafted.iron_ingot: #16, 9402(1%)
minecraft.killed_by.zombie: #16, 4(1%)
minecraft.picked_up.deepslate_gold_ore: #16, 112(1%)
minecraft.used.note_block: #16, 63(1%)
minecraft.crafted.polished_tuff_slab: #16, 36(1%)
minecraft.used.repeater: #16, 207(1%)
minecraft.picked_up.fishing_rod: #16, 11(1%)
minecraft.crafted.oak_fence_gate: #16, 11(1%)
minecraft.mined.polished_diorite: #16, 7(1%)
minecraft.mined.pink_petals: #16, 70(1%)
minecraft.picked_up.shulker_shell: #16, 169(1%)
minecraft.crafted.oak_stairs: #16, 36(1%)
minecraft.picked_up.white_wool: #16, 328(1%)
minecraft.crafted.iron_block: #16, 264(1%)
minecraft.picked_up.oak_pressure_plate: #16, 1(1%)
minecraft.picked_up.acacia_sapling: #16, 164(1%)
minecraft.crafted.gray_carpet: #16, 108(1%)
minecraft.crafted.dark_oak_door: #16, 3(1%)
minecraft.picked_up.bamboo_planks: #16, 234(1%)
minecraft.used.dandelion: #16, 6(1%)
minecraft.crafted.bamboo_planks: #16, 1878(1%)
minecraft.custom.fish_caught: #16, 134(1%)
minecraft.picked_up.oxeye_daisy: #16, 55(1%)
minecraft.crafted.raw_copper_block: #16, 238(1%)
minecraft.picked_up.detector_rail: #16, 4(1%)
minecraft.crafted.ender_eye: #16, 17(1%)
minecraft.used.target: #16, 19(1%)
minecraft.used.sweet_berries: #16, 86(1%)
minecraft.picked_up.lectern: #16, 33(1%)
minecraft.used.oak_leaves: #16, 563(1%)
minecraft.picked_up.gray_carpet: #16, 29(1%)
minecraft.crafted.clock: #16, 1(1%)
minecraft.picked_up.dark_oak_door: #16, 1(1%)
minecraft.used.blast_furnace: #16, 12(0%)
minecraft.picked_up.bamboo_fence: #16, 9(0%)
minecraft.dropped.tipped_arrow: #16, 11(1%)
minecraft.mined.orange_tulip: #16, 7(0%)
minecraft.used.calibrated_sculk_sensor: #16, 3(1%)
minecraft.picked_up.smooth_stone: #16, 212(0%)
minecraft.mined.polished_granite: #16, 7(0%)
minecraft.crafted.white_carpet: #16, 30(0%)
minecraft.picked_up.big_dripleaf: #16, 15(0%)
minecraft.used.light_gray_concrete: #16, 36(0%)
minecraft.custom.use_cauldron: #16, 24(0%)
minecraft.dropped.smooth_stone_slab: #16, 15(0%)
minecraft.dropped.oak_button: #16, 1(0%)
minecraft.picked_up.purple_wool: #16, 27(0%)
minecraft.used.ominous_bottle: #16, 1(0%)
minecraft.mined.dark_oak_wood: #16, 2(0%)
minecraft.picked_up.green_wool: #16, 80(0%)
minecraft.picked_up.stripped_pale_oak_log: #16, 11(0%)
minecraft.used.flowering_azalea_leaves: #16, 33(0%)
minecraft.used.birch_fence: #16, 8(0%)
minecraft.picked_up.oxidized_copper: #16, 68(0%)
minecraft.crafted.cherry_trapdoor: #16, 6(0%)
minecraft.picked_up.waxed_oxidized_cut_copper: #16, 11(0%)
minecraft.mined.acacia_slab: #16, 1(0%)
minecraft.mined.purpur_block: #16, 24(0%)
minecraft.used.warped_wart_block: #16, 5(0%)
minecraft.used.diamond_block: #16, 12(0%)
minecraft.picked_up.chorus_flower: #16, 7(0%)
minecraft.picked_up.copper_ingot: #16, 32(0%)
minecraft.mined.fire_coral_fan: #16, 1(0%)
minecraft.picked_up.verdant_froglight: #16, 85(0%)
minecraft.mined.big_dripleaf: #16, 1(0%)
minecraft.picked_up.deepslate_brick_wall: #16, 2(0%)
minecraft.mined.waxed_chiseled_copper: #16, 1(0%)
minecraft.crafted.purple_terracotta: #16, 12(0%)
minecraft.used.black_bed: #16, 1(0%)
minecraft.picked_up.brain_coral: #16, 1(0%)
minecraft.killed.wither_skeleton: #16, 24(0%)
minecraft.used.blackstone_stairs: #16, 2(0%)
minecraft.picked_up.bubble_coral_fan: #16, 4(0%)
minecraft.mined.activator_rail: #16, 1(0%)
minecraft.picked_up.horn_coral: #16, 1(0%)
minecraft.picked_up.acacia_slab: #16, 1(0%)
minecraft.picked_up.activator_rail: #16, 2(0%)
minecraft.crafted.activator_rail: #16, 6(0%)
minecraft.used.trident: #16, 17(0%)
minecraft.used.pale_oak_planks: #16, 5(0%)
minecraft.dropped.clay_ball: #16, 4(0%)
minecraft.used.deepslate_copper_ore: #16, 2(0%)
minecraft.used.cherry_leaves: #16, 5(0%)
minecraft.used.lime_concrete: #16, 2(0%)
minecraft.used.snow: #16, 20(0%)
minecraft.mined.sculk: #16, 24(0%)
minecraft.mined.prismarine: #16, 2(0%)
minecraft.picked_up.sculk: #16, 14(0%)
minecraft.picked_up.sculk_vein: #16, 2(0%)
minecraft.killed.evoker: #16, 1(0%)
minecraft.killed_by.player: #17, 49(2%)
minecraft.picked_up.arrow: #17, 2347(2%)
minecraft.picked_up.grindstone: #17, 20(2%)
minecraft.picked_up.golden_leggings: #17, 8(2%)
minecraft.custom.damage_resisted: #17, 5341(1%)
minecraft.picked_up.golden_helmet: #17, 8(2%)
minecraft.used.furnace: #17, 97(2%)
minecraft.crafted.iron_leggings: #17, 3(2%)
minecraft.picked_up.player_head: #17, 555(1%)
minecraft.picked_up.diamond_sword: #17, 21(1%)
minecraft.custom.play_noteblock: #17, 79(1%)
minecraft.mined.rail: #17, 520(2%)
minecraft.picked_up.wheat: #17, 2812(1%)
minecraft.mined.shroomlight: #17, 43(2%)
minecraft.used.tuff_bricks: #17, 922(1%)
minecraft.used.minecart: #17, 45(1%)
minecraft.crafted.iron_axe: #17, 2(1%)
minecraft.crafted.iron_chestplate: #17, 2(1%)
minecraft.crafted.bucket: #17, 93(1%)
minecraft.picked_up.egg: #17, 270(1%)
minecraft.used.comparator: #17, 130(1%)
minecraft.custom.play_record: #17, 13(1%)
minecraft.picked_up.iron_pickaxe: #17, 3(1%)
minecraft.custom.interact_with_blast_furnace: #17, 46(1%)
minecraft.dropped.stick: #17, 824(1%)
minecraft.used.observer: #17, 325(1%)
minecraft.mined.pumpkin_stem: #17, 6(1%)
minecraft.picked_up.spyglass: #17, 2(1%)
minecraft.picked_up.ominous_bottle: #17, 7(1%)
minecraft.crafted.iron_sword: #17, 3(1%)
minecraft.mined.fire: #17, 157(1%)
minecraft.picked_up.oak_stairs: #17, 34(1%)
minecraft.picked_up.netherite_chestplate: #17, 1(1%)
minecraft.mined.calibrated_sculk_sensor: #17, 2(1%)
minecraft.crafted.stone: #17, 123(1%)
minecraft.picked_up.cod: #17, 142(1%)
minecraft.picked_up.iron_ingot: #17, 987(1%)
minecraft.picked_up.cooked_porkchop: #17, 117(1%)
minecraft.crafted.chiseled_bookshelf: #17, 28(1%)
minecraft.mined.chiseled_tuff: #17, 13(1%)
minecraft.used.clay: #17, 73(1%)
minecraft.mined.bamboo_sign: #17, 2(1%)
minecraft.mined.bamboo_sapling: #17, 2(1%)
minecraft.picked_up.chiseled_tuff: #17, 14(1%)
minecraft.dropped.raw_iron: #17, 14(1%)
minecraft.crafted.copper_trapdoor: #17, 112(1%)
minecraft.picked_up.trident: #17, 3(1%)
minecraft.used.diamond: #17, 9(1%)
minecraft.picked_up.tropical_fish: #17, 7(1%)
minecraft.used.cyan_terracotta: #17, 477(1%)
minecraft.picked_up.calibrated_sculk_sensor: #17, 2(1%)
minecraft.mined.hay_block: #17, 24(1%)
minecraft.crafted.bricks: #17, 160(1%)
minecraft.used.egg: #17, 188(0%)
minecraft.used.end_rod: #17, 70(1%)
minecraft.dropped.stone_shovel: #17, 1(1%)
minecraft.picked_up.sweet_berries: #17, 120(0%)
minecraft.picked_up.nautilus_shell: #17, 4(1%)
minecraft.killed.blaze: #17, 59(1%)
minecraft.picked_up.brick: #17, 102(0%)
minecraft.mined.bamboo_slab: #17, 10(1%)
minecraft.crafted.piston: #17, 77(0%)
minecraft.picked_up.sugar_cane: #17, 2022(0%)
minecraft.picked_up.cornflower: #17, 67(0%)
minecraft.used.ominous_trial_key: #17, 4(1%)
minecraft.picked_up.raw_copper_block: #17, 9(0%)
minecraft.mined.oak_stairs: #17, 9(0%)
minecraft.used.spyglass: #17, 21(0%)
minecraft.used.end_stone: #17, 26(0%)
minecraft.custom.mob_kills: #17, 23853(0%)
minecraft.picked_up.ominous_trial_key: #17, 4(0%)
minecraft.crafted.gold_block: #17, 23(0%)
minecraft.picked_up.pale_oak_planks: #17, 6(0%)
minecraft.picked_up.waxed_copper_block: #17, 38(0%)
minecraft.used.deepslate_brick_slab: #17, 53(0%)
minecraft.used.cyan_wool: #17, 18(0%)
minecraft.dropped.stripped_spruce_log: #17, 1(0%)
minecraft.killed.vex: #17, 1(0%)
minecraft.used.acacia_log: #17, 44(0%)
minecraft.used.yellow_terracotta: #17, 23(0%)
minecraft.mined.cut_sandstone: #17, 8(0%)
minecraft.mined.brown_mushroom_block: #17, 160(0%)
minecraft.picked_up.red_tulip: #17, 20(0%)
minecraft.crafted.bamboo_stairs: #17, 8(0%)
minecraft.used.bread: #17, 23(0%)
minecraft.picked_up.target: #17, 3(0%)
minecraft.picked_up.cherry_trapdoor: #17, 2(0%)
minecraft.picked_up.yellow_wool: #17, 60(0%)
minecraft.picked_up.enchanted_golden_apple: #17, 1(0%)
minecraft.dropped.redstone_torch: #17, 2(0%)
minecraft.mined.pearlescent_froglight: #17, 11(0%)
minecraft.crafted.crimson_planks: #17, 40(0%)
minecraft.used.pale_oak_sapling: #17, 8(0%)
minecraft.used.green_wool: #17, 20(0%)
minecraft.mined.stripped_pale_oak_log: #17, 7(0%)
minecraft.mined.deepslate_tile_wall: #17, 2(0%)
minecraft.picked_up.stone_pressure_plate: #17, 4(0%)
minecraft.picked_up.dark_oak_wood: #17, 1(0%)
minecraft.custom.damage_taken: #17, 287336(0%)
minecraft.used.pearlescent_froglight: #17, 46(0%)
minecraft.dropped.book: #17, 1(0%)
minecraft.used.acacia_stairs: #17, 4(0%)
minecraft.picked_up.waxed_chiseled_copper: #17, 1(0%)
minecraft.crafted.bamboo_slab: #17, 78(0%)
minecraft.used.andesite_wall: #17, 9(0%)
minecraft.used.ice: #17, 28(0%)
minecraft.picked_up.breeze_rod: #17, 15(0%)
minecraft.crafted.orange_wool: #17, 3(0%)
minecraft.mined.gray_bed: #17, 1(0%)
minecraft.killed.breeze: #17, 4(0%)
minecraft.dropped.soul_soil: #17, 1(0%)
minecraft.picked_up.ice: #17, 135(0%)
minecraft.mined.gray_wool: #17, 5(0%)
minecraft.mined.ice: #17, 103(0%)
minecraft.used.copper_block: #17, 47(0%)
minecraft.dropped.cod: #17, 13(0%)
minecraft.used.beehive: #17, 4(0%)
minecraft.mined.dark_prismarine: #17, 1(0%)
minecraft.mined.snow: #17, 179(0%)
minecraft.used.red_concrete: #17, 4(0%)
minecraft.picked_up.acacia_leaves: #17, 5(0%)
minecraft.mined.yellow_wool: #17, 3(0%)
minecraft.picked_up.dark_prismarine: #17, 1(0%)
minecraft.mined.polished_blackstone_bricks: #17, 1(0%)
minecraft.custom.drop: #18, 7456(2%)
minecraft.picked_up.spruce_log: #18, 5214(2%)
minecraft.picked_up.elytra: #18, 28(1%)
minecraft.picked_up.furnace: #18, 76(2%)
minecraft.picked_up.bow: #18, 98(2%)
minecraft.picked_up.diamond_axe: #18, 21(2%)
minecraft.picked_up.iron_block: #18, 1113(2%)
minecraft.crafted.diamond_boots: #18, 3(2%)
minecraft.picked_up.diamond_leggings: #18, 11(1%)
minecraft.custom.inspect_hopper: #18, 1217(2%)
minecraft.mined.hopper: #18, 155(1%)
minecraft.picked_up.wheat_seeds: #18, 8864(1%)
minecraft.picked_up.rail: #18, 673(1%)
minecraft.mined.copper_ore: #18, 1684(1%)
minecraft.picked_up.minecart: #18, 51(1%)
minecraft.picked_up.powered_rail: #18, 166(1%)
minecraft.crafted.iron_helmet: #18, 2(1%)
minecraft.crafted.oak_fence: #18, 63(1%)
minecraft.used.splash_potion: #18, 23(1%)
minecraft.picked_up.leather: #18, 448(1%)
minecraft.picked_up.rotten_flesh: #18, 1614(1%)
minecraft.mined.nether_quartz_ore: #18, 535(1%)
minecraft.mined.polished_tuff: #18, 125(1%)
minecraft.mined.polished_tuff_slab: #18, 32(1%)
minecraft.used.ender_chest: #18, 184(1%)
minecraft.used.chiseled_bookshelf: #18, 28(1%)
minecraft.picked_up.saddle: #18, 8(1%)
minecraft.picked_up.gold_nugget: #18, 668(1%)
minecraft.crafted.minecart: #18, 34(1%)
minecraft.picked_up.end_rod: #18, 67(1%)
minecraft.picked_up.dispenser: #18, 34(1%)
minecraft.picked_up.emerald: #18, 363(1%)
minecraft.crafted.hopper: #18, 242(1%)
minecraft.mined.tuff_bricks: #18, 267(1%)
minecraft.mined.bamboo_wall_sign: #18, 4(1%)
minecraft.picked_up.slime_ball: #18, 283(1%)
minecraft.mined.dropper: #18, 14(1%)
minecraft.crafted.redstone: #18, 2391(1%)
minecraft.used.composter: #18, 54(1%)
minecraft.crafted.note_block: #18, 35(1%)
minecraft.crafted.composter: #18, 43(1%)
minecraft.used.sugar_cane: #18, 78(1%)
minecraft.mined.end_rod: #18, 34(1%)
minecraft.picked_up.pufferfish: #18, 24(1%)
minecraft.picked_up.pink_petals: #18, 236(1%)
minecraft.crafted.stone_sword: #18, 2(1%)
minecraft.used.dropper: #18, 37(0%)
minecraft.picked_up.feather: #18, 62(0%)
minecraft.dropped.cobblestone: #18, 950(0%)
minecraft.mined.cherry_trapdoor: #18, 2(0%)
minecraft.picked_up.honey_bottle: #18, 7(0%)
minecraft.killed_by.skeleton: #18, 1(0%)
minecraft.picked_up.bowl: #18, 2(0%)
minecraft.picked_up.polished_tuff_wall: #18, 11(0%)
minecraft.picked_up.tuff_brick_stairs: #18, 8(0%)
minecraft.used.green_terracotta: #18, 24(0%)
minecraft.dropped.shulker_box: #18, 7(0%)
minecraft.crafted.birch_fence: #18, 9(0%)
minecraft.crafted.comparator: #18, 17(0%)
minecraft.used.tuff_brick_stairs: #18, 34(0%)
minecraft.picked_up.polished_deepslate_stairs: #18, 7(0%)
minecraft.used.smooth_quartz_stairs: #18, 16(0%)
minecraft.crafted.crafter: #18, 7(0%)
minecraft.used.gold_block: #18, 26(0%)
minecraft.mined.smooth_quartz_stairs: #18, 5(0%)
minecraft.dropped.chest: #18, 14(0%)
minecraft.dropped.brick: #18, 16(0%)
minecraft.used.andesite_slab: #18, 23(0%)
minecraft.dropped.stone_pressure_plate: #18, 1(0%)
minecraft.picked_up.smooth_quartz_stairs: #18, 5(0%)
minecraft.used.enchanted_book: #18, 5(0%)
minecraft.used.smooth_stone_slab: #18, 111(0%)
minecraft.used.white_concrete: #18, 194(0%)
minecraft.mined.bamboo_fence: #18, 3(0%)
minecraft.picked_up.waxed_oxidized_copper: #18, 31(0%)
minecraft.mined.cobbled_deepslate_slab: #18, 6(0%)
minecraft.picked_up.cobbled_deepslate_slab: #18, 12(0%)
minecraft.mined.white_carpet: #18, 4(0%)
minecraft.used.cherry_log: #18, 13(0%)
minecraft.mined.waxed_copper_block: #18, 24(0%)
minecraft.used.cherry_trapdoor: #18, 5(0%)
minecraft.crafted.raw_iron_block: #18, 10(0%)
minecraft.mined.white_concrete_powder: #18, 3(0%)
minecraft.crafted.acacia_stairs: #18, 4(0%)
minecraft.picked_up.birch_fence: #18, 2(0%)
minecraft.mined.waxed_oxidized_cut_copper: #18, 6(0%)
minecraft.mined.polished_tuff_stairs: #18, 2(0%)
minecraft.mined.acacia_planks: #18, 1(0%)
minecraft.used.polished_granite: #18, 8(0%)
minecraft.picked_up.light_blue_stained_glass: #18, 5(0%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #18, 1(0%)
minecraft.picked_up.waxed_copper_grate: #18, 2(0%)
minecraft.mined.green_terracotta: #18, 1(0%)
minecraft.mined.waxed_copper_grate: #18, 2(0%)
minecraft.dropped.quartz: #18, 2(0%)
minecraft.picked_up.green_terracotta: #18, 1(0%)
minecraft.picked_up.sugar: #18, 4(0%)
minecraft.killed.silverfish: #18, 34(0%)
minecraft.used.gray_wool: #18, 8(0%)
minecraft.used.acacia_planks: #18, 4(0%)
minecraft.crafted.red_stained_glass: #18, 8(0%)
minecraft.dropped.redstone_block: #18, 1(0%)
minecraft.used.gray_concrete: #18, 12(0%)
minecraft.picked_up.blue_ice: #18, 1(0%)
minecraft.picked_up.wither_rose: #18, 1(0%)
minecraft.crafted.gold_nugget: #18, 18(0%)
minecraft.used.chest: #19, 866(2%)
minecraft.crafted.stick: #19, 9528(2%)
minecraft.mined.tuff: #19, 5843(2%)
minecraft.picked_up.tuff: #19, 6841(2%)
minecraft.mined.iron_ore: #19, 632(2%)
minecraft.picked_up.obsidian: #19, 359(2%)
minecraft.picked_up.chest: #19, 476(2%)
minecraft.picked_up.diamond_helmet: #19, 7(1%)
minecraft.mined.iron_bars: #19, 61(1%)
minecraft.mined.powered_rail: #19, 100(1%)
minecraft.mined.obsidian: #19, 253(1%)
minecraft.used.jukebox: #19, 8(1%)
minecraft.dropped.cooked_beef: #19, 46(1%)
minecraft.picked_up.wind_charge: #19, 214(1%)
minecraft.picked_up.golden_chestplate: #19, 6(1%)
minecraft.dropped.diamond_shovel: #19, 3(1%)
minecraft.picked_up.cooked_beef: #19, 185(1%)
minecraft.mined.dispenser: #19, 22(1%)
minecraft.mined.observer: #19, 98(1%)
minecraft.crafted.iron_boots: #19, 2(1%)
minecraft.picked_up.quartz: #19, 726(1%)
minecraft.mined.ender_chest: #19, 170(1%)
minecraft.mined.composter: #19, 22(1%)
minecraft.dropped.diamond: #19, 91(1%)
minecraft.mined.crafter: #19, 13(1%)
minecraft.used.redstone_torch: #19, 111(1%)
