stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #3, 11928002(11%)
minecraft.custom.time_since_death: #3, 11928002(10%)
minecraft.custom.fly_one_cm: #23, 34940391(1%)
minecraft.custom.walk_on_water_one_cm: #27, 111059(0%)
minecraft.custom.total_world_time: #28, 11928002(1%)
minecraft.custom.play_time: #28, 11928002(1%)
minecraft.custom.leave_game: #33, 84(0%)
minecraft.custom.walk_under_water_one_cm: #37, 100932(0%)
minecraft.custom.sneak_time: #37, 20462(0%)
