stat, rank, value, (percentage) 
minecraft.picked_up.music_disc_otherside: #8, 10(5%)
minecraft.picked_up.music_disc_creator_music_box: #8, 6(5%)
minecraft.crafted.smooth_stone: #8, 1056(3%)
minecraft.picked_up.tuff_brick_slab: #8, 136(3%)
minecraft.used.glass_bottle: #8, 1419(2%)
minecraft.used.waxed_exposed_copper_bulb: #8, 19(5%)
minecraft.picked_up.mossy_cobblestone: #8, 286(3%)
minecraft.picked_up.wooden_sword: #8, 15(4%)
minecraft.picked_up.jungle_stairs: #8, 37(3%)
minecraft.used.jungle_planks: #8, 549(3%)
minecraft.picked_up.jungle_trapdoor: #8, 42(3%)
minecraft.picked_up.peony: #8, 148(2%)
minecraft.mined.big_dripleaf: #8, 21(4%)
minecraft.crafted.gray_concrete_powder: #8, 2432(3%)
minecraft.picked_up.cartography_table: #8, 13(4%)
minecraft.picked_up.heavy_core: #8, 4(4%)
minecraft.picked_up.green_concrete_powder: #8, 42(4%)
minecraft.used.raw_copper_block: #8, 12(4%)
minecraft.mined.smooth_sandstone: #8, 106(3%)
minecraft.killed.magma_cube: #8, 172(3%)
minecraft.dropped.player_head: #8, 380(2%)
minecraft.dropped.blue_dye: #8, 11(3%)
minecraft.dropped.iron_helmet: #8, 5(3%)
minecraft.used.diamond_leggings: #8, 6(3%)
minecraft.used.bamboo_block: #8, 294(3%)
minecraft.dropped.honey_block: #8, 68(4%)
minecraft.picked_up.book: #8, 280(3%)
minecraft.used.shroomlight: #8, 87(3%)
minecraft.crafted.oak_sign: #9, 144(6%)
minecraft.crafted.light_blue_concrete_powder: #8, 904(3%)
minecraft.mined.torch: #8, 994(2%)
minecraft.used.soul_lantern: #8, 71(4%)
minecraft.dropped.cookie: #8, 126(3%)
minecraft.dropped.raw_copper: #8, 344(3%)
minecraft.used.green_banner: #8, 6(4%)
minecraft.dropped.spore_blossom: #8, 2(6%)
minecraft.used.cod: #8, 7(3%)
minecraft.mined.emerald_block: #8, 168(3%)
minecraft.used.gray_concrete_powder: #8, 1792(2%)
minecraft.crafted.gold_block: #8, 178(3%)
minecraft.dropped.birch_sapling: #8, 19(3%)
minecraft.dropped.lily_pad: #8, 11(3%)
minecraft.crafted.tinted_glass: #8, 380(4%)
minecraft.crafted.detector_rail: #8, 60(3%)
minecraft.mined.acacia_wood: #8, 23(3%)
minecraft.picked_up.sweet_berries: #8, 521(2%)
minecraft.crafted.mangrove_button: #8, 6(3%)
minecraft.used.cobblestone_slab: #8, 577(2%)
minecraft.picked_up.pale_oak_sign: #8, 7(3%)
minecraft.picked_up.mangrove_button: #8, 3(5%)
minecraft.mined.oxidized_copper_trapdoor: #8, 139(3%)
minecraft.crafted.target: #8, 84(2%)
minecraft.crafted.smooth_red_sandstone_slab: #8, 18(5%)
minecraft.crafted.cobbled_deepslate_stairs: #8, 107(3%)
minecraft.custom.interact_with_lectern: #9, 567(3%)
minecraft.crafted.red_banner: #8, 15(2%)
minecraft.mined.dark_oak_sapling: #8, 10(2%)
minecraft.dropped.purple_shulker_box: #8, 1(4%)
minecraft.used.oak_stairs: #8, 70(2%)
minecraft.used.pearlescent_froglight: #8, 552(2%)
minecraft.dropped.cobblestone_slab: #8, 40(2%)
minecraft.crafted.white_wool: #8, 569(2%)
minecraft.crafted.smooth_quartz_slab: #8, 68(2%)
minecraft.crafted.polished_blackstone_button: #8, 37(2%)
minecraft.dropped.writable_book: #8, 8(2%)
minecraft.mined.bamboo_stairs: #8, 12(2%)
minecraft.used.acacia_wood: #8, 258(2%)
minecraft.dropped.trial_key: #8, 7(3%)
minecraft.dropped.redstone_block: #8, 71(2%)
minecraft.crafted.mangrove_fence: #8, 96(2%)
minecraft.picked_up.poppy: #8, 767(1%)
minecraft.picked_up.tuff_wall: #8, 26(3%)
minecraft.mined.mangrove_wood: #8, 11(3%)
minecraft.crafted.daylight_detector: #8, 78(2%)
minecraft.dropped.yellow_shulker_box: #8, 1(4%)
minecraft.used.white_stained_glass: #8, 533(2%)
minecraft.picked_up.lapis_block: #8, 69(2%)
minecraft.picked_up.crimson_fungus: #8, 66(2%)
minecraft.crafted.tnt_minecart: #8, 11(3%)
minecraft.dropped.lily_of_the_valley: #8, 4(3%)
minecraft.picked_up.packed_mud: #8, 790(1%)
minecraft.dropped.flower_pot: #8, 6(2%)
minecraft.dropped.anvil: #8, 3(2%)
minecraft.dropped.slime_block: #8, 66(2%)
minecraft.crafted.polished_blackstone_bricks: #8, 65(3%)
minecraft.picked_up.glowstone_dust: #8, 204(1%)
minecraft.mined.brown_stained_glass_pane: #8, 4(3%)
minecraft.killed.piglin_brute: #8, 5(2%)
minecraft.dropped.dark_oak_slab: #8, 20(2%)
minecraft.picked_up.gray_concrete_powder: #8, 309(2%)
minecraft.killed.silverfish: #8, 1171(1%)
minecraft.crafted.brown_carpet: #8, 96(2%)
minecraft.dropped.glowstone_dust: #8, 71(2%)
minecraft.mined.black_bed: #8, 12(2%)
minecraft.used.player_head: #9, 241(5%)
minecraft.crafted.wooden_hoe: #8, 1(3%)
minecraft.used.birch_leaves: #8, 902(1%)
minecraft.mined.nether_quartz_ore: #9, 2355(5%)
minecraft.picked_up.mossy_stone_brick_slab: #8, 5(2%)
minecraft.picked_up.netherite_hoe: #8, 3(2%)
minecraft.dropped.scrape_pottery_sherd: #8, 1(3%)
minecraft.used.light_blue_stained_glass: #8, 343(1%)
minecraft.used.purple_banner: #8, 1(3%)
minecraft.used.cyan_banner: #8, 3(2%)
minecraft.dropped.diorite: #9, 978(5%)
minecraft.dropped.black_stained_glass: #8, 7(2%)
minecraft.used.light_blue_banner: #8, 2(2%)
minecraft.dropped.warped_wart_block: #8, 39(2%)
minecraft.crafted.iron_bars: #9, 1664(5%)
minecraft.used.acacia_pressure_plate: #8, 2(2%)
minecraft.picked_up.oak_fence: #9, 248(5%)
minecraft.mined.green_wall_banner: #8, 1(3%)
minecraft.dropped.purple_dye: #8, 5(2%)
minecraft.mined.light_blue_concrete_powder: #8, 7(2%)
minecraft.picked_up.orange_glazed_terracotta: #8, 5(2%)
minecraft.used.cauldron: #9, 52(5%)
minecraft.used.mangrove_fence: #8, 53(1%)
minecraft.picked_up.bamboo_pressure_plate: #8, 2(2%)
minecraft.killed.wither_skeleton: #8, 220(1%)
minecraft.dropped.white_concrete_powder: #8, 12(2%)
minecraft.mined.tinted_glass: #8, 29(1%)
minecraft.mined.cyan_carpet: #8, 8(1%)
minecraft.picked_up.iron_block: #9, 2881(5%)
minecraft.dropped.painting: #8, 3(2%)
minecraft.dropped.light_gray_concrete_powder: #8, 24(1%)
minecraft.used.lever: #9, 446(5%)
minecraft.used.stonecutter: #9, 78(5%)
minecraft.crafted.diorite_stairs: #8, 5(2%)
minecraft.mined.spruce_sapling: #9, 30(5%)
minecraft.mined.pumpkin: #9, 1947(5%)
minecraft.picked_up.gray_dye: #8, 15(1%)
minecraft.custom.play_record: #9, 52(5%)
minecraft.picked_up.birch_fence_gate: #8, 7(2%)
minecraft.crafted.polished_diorite_stairs: #8, 3(2%)
minecraft.used.pale_oak_door: #8, 2(2%)
minecraft.mined.waxed_weathered_copper_trapdoor: #8, 3(1%)
minecraft.dropped.iron_axe: #8, 7(1%)
minecraft.dropped.cyan_carpet: #8, 1(2%)
minecraft.crafted.lantern: #9, 371(5%)
minecraft.mined.dark_prismarine_slab: #8, 6(1%)
minecraft.crafted.deepslate_brick_stairs: #8, 42(1%)
minecraft.dropped.magenta_dye: #8, 7(1%)
minecraft.crafted.smooth_red_sandstone: #8, 64(1%)
minecraft.dropped.stone_hoe: #8, 2(1%)
minecraft.mined.cyan_wall_banner: #8, 1(2%)
minecraft.picked_up.jukebox: #9, 28(5%)
minecraft.picked_up.cooked_mutton: #8, 48(1%)
minecraft.picked_up.black_banner: #8, 9(1%)
minecraft.crafted.spruce_planks: #9, 29202(4%)
minecraft.mined.andesite: #9, 12270(4%)
minecraft.dropped.oak_stairs: #8, 5(1%)
minecraft.used.slime_ball: #8, 104(1%)
minecraft.used.acacia_door: #8, 1(2%)
minecraft.picked_up.light_blue_concrete_powder: #8, 9(1%)
minecraft.dropped.smooth_quartz: #8, 8(1%)
minecraft.picked_up.written_book: #9, 26(4%)
minecraft.crafted.light_weighted_pressure_plate: #8, 2(1%)
minecraft.picked_up.magenta_bed: #8, 1(1%)
minecraft.killed.wolf: #8, 1(1%)
minecraft.custom.interact_with_loom: #9, 106(3%)
minecraft.mined.black_glazed_terracotta: #8, 6(1%)
minecraft.used.gray_bed: #8, 8(1%)
minecraft.dropped.cobblestone_stairs: #8, 2(1%)
minecraft.picked_up.black_glazed_terracotta: #8, 6(1%)
minecraft.dropped.ghast_tear: #8, 4(1%)
minecraft.mined.suspicious_sand: #8, 1(1%)
minecraft.mined.jungle_button: #8, 1(1%)
minecraft.used.rail: #9, 2580(4%)
minecraft.mined.waxed_weathered_copper: #8, 6(1%)
minecraft.crafted.oxidized_copper_bulb: #8, 8(1%)
minecraft.mined.waxed_exposed_cut_copper_slab: #8, 1(1%)
minecraft.mined.red_carpet: #8, 24(0%)
minecraft.used.crying_obsidian: #8, 73(1%)
minecraft.mined.resin_clump: #8, 33(0%)
minecraft.picked_up.blackstone_wall: #8, 2(1%)
minecraft.used.exposed_cut_copper_slab: #8, 1(1%)
minecraft.mined.raw_iron_block: #8, 6(0%)
minecraft.picked_up.lime_banner: #8, 1(1%)
minecraft.used.purpur_block: #8, 37(0%)
minecraft.mined.black_terracotta: #8, 17(0%)
minecraft.mined.clay: #9, 1944(4%)
minecraft.picked_up.raw_iron_block: #8, 6(0%)
minecraft.mined.cracked_deepslate_bricks: #8, 1(0%)
minecraft.used.polished_blackstone_brick_stairs: #8, 4(0%)
minecraft.picked_up.waxed_weathered_copper: #8, 6(0%)
minecraft.dropped.obsidian: #9, 78(5%)
minecraft.picked_up.black_terracotta: #8, 15(0%)
minecraft.used.prismarine_wall: #8, 21(0%)
minecraft.used.wither_rose: #8, 8(0%)
minecraft.mined.brewing_stand: #9, 37(4%)
minecraft.dropped.fern: #8, 1(0%)
minecraft.picked_up.smooth_quartz_slab: #9, 141(5%)
minecraft.crafted.snow: #8, 90(0%)
minecraft.mined.medium_amethyst_bud: #8, 3(0%)
minecraft.picked_up.sculk_vein: #8, 59(0%)
minecraft.used.crafter: #9, 124(4%)
minecraft.used.lime_banner: #8, 1(0%)
minecraft.picked_up.golden_helmet: #9, 16(4%)
minecraft.picked_up.yellow_concrete_powder: #8, 10(0%)
minecraft.used.black_concrete_powder: #9, 2765(4%)
minecraft.crafted.terracotta: #8, 1(0%)
minecraft.mined.obsidian: #9, 724(4%)
minecraft.killed.glow_squid: #9, 26(4%)
minecraft.dropped.wooden_pickaxe: #9, 2(6%)
minecraft.crafted.copper_bulb: #9, 68(6%)
minecraft.dropped.dirt: #9, 4784(4%)
minecraft.picked_up.jungle_planks: #9, 247(4%)
minecraft.picked_up.bamboo: #9, 15816(3%)
minecraft.mined.crafter: #9, 62(4%)
minecraft.picked_up.glass_pane: #9, 117(4%)
minecraft.crafted.scaffolding: #9, 2118(4%)
minecraft.crafted.diamond: #9, 2970(4%)
minecraft.mined.chipped_anvil: #9, 13(4%)
minecraft.picked_up.tropical_fish: #9, 46(4%)
minecraft.crafted.dispenser: #9, 64(4%)
minecraft.custom.traded_with_villager: #9, 17930(4%)
minecraft.mined.black_stained_glass_pane: #9, 19(4%)
minecraft.mined.redstone_block: #9, 178(4%)
minecraft.used.dropper: #9, 272(4%)
minecraft.mined.fire: #9, 587(3%)
minecraft.mined.white_wool: #9, 124(4%)
minecraft.picked_up.hay_block: #9, 293(4%)
minecraft.used.iron_block: #9, 2750(3%)
minecraft.used.glow_item_frame: #9, 141(4%)
minecraft.used.jungle_fence: #9, 167(4%)
minecraft.dropped.baked_potato: #9, 128(3%)
minecraft.picked_up.nether_quartz_ore: #9, 488(4%)
minecraft.used.enchanting_table: #9, 3(4%)
minecraft.dropped.iron_nugget: #9, 577(3%)
minecraft.used.iron_shovel: #9, 2595(4%)
minecraft.mined.birch_sign: #9, 5(4%)
minecraft.picked_up.glass: #9, 2097(3%)
minecraft.mined.warped_fungus: #9, 46(3%)
minecraft.crafted.lectern: #9, 74(4%)
minecraft.custom.trigger_trapped_chest: #9, 36(3%)
minecraft.crafted.powered_rail: #9, 612(3%)
minecraft.used.warped_trapdoor: #9, 112(4%)
minecraft.crafted.jungle_stairs: #9, 108(3%)
minecraft.dropped.wheat: #9, 537(3%)
minecraft.picked_up.rabbit_hide: #9, 13(5%)
minecraft.dropped.iron_leggings: #9, 5(3%)
minecraft.mined.polished_deepslate_wall: #9, 31(3%)
minecraft.dropped.bucket: #9, 58(3%)
minecraft.picked_up.light_gray_concrete_powder: #9, 216(3%)
minecraft.picked_up.tnt: #9, 348(3%)
minecraft.picked_up.pufferfish: #9, 113(3%)
minecraft.picked_up.iron_axe: #9, 13(3%)
minecraft.picked_up.iron_sword: #9, 16(3%)
minecraft.used.cartography_table: #9, 13(4%)
minecraft.picked_up.trial_key: #9, 39(3%)
minecraft.used.dark_oak_stairs: #9, 189(3%)
minecraft.mined.bamboo_block: #9, 77(3%)
minecraft.picked_up.enchanted_golden_apple: #9, 14(3%)
minecraft.used.pitcher_plant: #9, 15(4%)
minecraft.crafted.white_concrete_powder: #9, 3144(3%)
minecraft.picked_up.warped_nylium: #9, 197(3%)
minecraft.picked_up.lilac: #9, 190(2%)
minecraft.dropped.oak_sapling: #9, 113(3%)
minecraft.used.ominous_trial_key: #9, 25(3%)
minecraft.crafted.purple_shulker_box: #9, 3(3%)
minecraft.mined.polished_andesite_stairs: #9, 14(2%)
minecraft.mined.lime_stained_glass: #9, 24(4%)
minecraft.crafted.blue_dye: #9, 1045(2%)
minecraft.picked_up.guster_pottery_sherd: #9, 14(3%)
minecraft.picked_up.cooked_porkchop: #9, 309(2%)
minecraft.mined.dragon_head: #9, 1(5%)
minecraft.dropped.waxed_oxidized_copper_grate: #9, 5(4%)
minecraft.mined.purpur_slab: #9, 18(2%)
minecraft.mined.red_bed: #9, 11(3%)
minecraft.killed.husk: #9, 56(3%)
minecraft.custom.fish_caught: #9, 454(2%)
minecraft.dropped.stone_shovel: #9, 4(3%)
minecraft.used.polished_blackstone_button: #9, 33(2%)
minecraft.mined.cobweb: #9, 303(2%)
minecraft.dropped.acacia_trapdoor: #9, 13(3%)
minecraft.used.tuff_stairs: #9, 53(3%)
minecraft.dropped.cobblestone: #9, 4106(2%)
minecraft.dropped.packed_ice: #9, 87(3%)
minecraft.mined.basalt: #9, 1731(2%)
minecraft.used.jungle_button: #9, 14(4%)
minecraft.picked_up.flow_banner_pattern: #9, 4(3%)
minecraft.used.blast_furnace: #9, 49(2%)
minecraft.used.polished_andesite_slab: #9, 162(3%)
minecraft.mined.jungle_fence: #9, 15(2%)
minecraft.crafted.mud_brick_slab: #9, 80(2%)
minecraft.picked_up.smooth_quartz: #9, 233(2%)
minecraft.dropped.waxed_oxidized_cut_copper: #9, 6(3%)
minecraft.mined.weathered_copper: #9, 82(2%)
minecraft.dropped.book: #9, 14(2%)
minecraft.picked_up.purple_bed: #9, 9(2%)
minecraft.used.polished_diorite: #9, 157(2%)
minecraft.dropped.mangrove_slab: #9, 11(3%)
minecraft.dropped.birch_planks: #9, 68(2%)
minecraft.crafted.cherry_trapdoor: #9, 44(2%)
minecraft.picked_up.bamboo_planks: #9, 524(2%)
minecraft.picked_up.spruce_pressure_plate: #9, 5(2%)
minecraft.picked_up.ghast_tear: #9, 28(2%)
minecraft.crafted.black_wool: #9, 298(2%)
minecraft.crafted.cyan_bed: #9, 4(2%)
minecraft.used.birch_door: #9, 3(3%)
minecraft.picked_up.tnt_minecart: #9, 5(4%)
minecraft.mined.white_carpet: #9, 34(2%)
minecraft.mined.magenta_stained_glass: #9, 7(2%)
minecraft.crafted.cobbled_deepslate_slab: #9, 172(2%)
minecraft.mined.crimson_stem: #9, 161(2%)
minecraft.dropped.iron_ingot: #9, 394(1%)
minecraft.used.jungle_pressure_plate: #9, 2(3%)
minecraft.picked_up.ochre_froglight: #9, 577(1%)
minecraft.picked_up.light_blue_concrete: #9, 325(2%)
minecraft.used.red_bed: #9, 8(2%)
minecraft.picked_up.scaffolding: #10, 9954(5%)
minecraft.dropped.brown_shulker_box: #9, 1(3%)
minecraft.picked_up.lava_bucket: #9, 10(1%)
minecraft.dropped.sculk_vein: #9, 7(2%)
minecraft.crafted.cyan_stained_glass_pane: #9, 80(2%)
minecraft.dropped.stripped_spruce_log: #9, 5(2%)
minecraft.used.granite_stairs: #9, 12(2%)
minecraft.mined.diorite_wall: #9, 8(2%)
minecraft.used.cherry_log: #9, 95(1%)
minecraft.used.red_tulip: #9, 3(2%)
minecraft.picked_up.tinted_glass: #9, 61(2%)
minecraft.used.red_concrete_powder: #9, 241(2%)
minecraft.picked_up.fire_charge: #9, 41(2%)
minecraft.used.deepslate_tile_slab: #9, 514(1%)
minecraft.mined.lime_terracotta: #9, 35(2%)
minecraft.used.red_concrete: #9, 175(1%)
minecraft.used.crimson_sign: #9, 8(2%)
minecraft.dropped.nautilus_shell: #9, 1(3%)
minecraft.crafted.spruce_stairs: #10, 724(5%)
minecraft.crafted.brush: #9, 3(2%)
minecraft.mined.bamboo_pressure_plate: #9, 1(3%)
minecraft.mined.light_blue_concrete: #9, 237(1%)
minecraft.picked_up.brown_stained_glass_pane: #9, 4(2%)
minecraft.picked_up.charcoal: #9, 81(1%)
minecraft.picked_up.stone_hoe: #9, 2(2%)
minecraft.picked_up.soul_lantern: #9, 25(2%)
minecraft.mined.cherry_planks: #9, 11(2%)
minecraft.mined.packed_mud: #9, 425(1%)
minecraft.mined.soul_lantern: #9, 5(2%)
minecraft.dropped.wooden_shovel: #9, 2(1%)
minecraft.picked_up.waxed_oxidized_copper_door: #9, 1(2%)
minecraft.dropped.waxed_oxidized_cut_copper_stairs: #9, 3(2%)
minecraft.mined.quartz_stairs: #9, 24(1%)
minecraft.picked_up.gunpowder: #9, 1394(1%)
minecraft.mined.blue_bed: #9, 8(1%)
minecraft.used.light_blue_stained_glass_pane: #9, 39(1%)
minecraft.dropped.black_concrete: #9, 7(1%)
minecraft.crafted.black_bed: #9, 2(2%)
minecraft.picked_up.warped_fungus: #9, 95(1%)
minecraft.picked_up.green_stained_glass: #9, 16(1%)
minecraft.used.light_blue_concrete_powder: #9, 251(1%)
minecraft.used.cut_copper: #9, 24(2%)
minecraft.picked_up.cyan_carpet: #9, 9(1%)
minecraft.dropped.mossy_stone_bricks: #9, 19(1%)
minecraft.crafted.cobblestone_slab: #9, 112(1%)
minecraft.dropped.spruce_fence_gate: #9, 2(2%)
minecraft.picked_up.cyan_stained_glass: #9, 16(1%)
minecraft.used.enchanted_golden_apple: #9, 1(2%)
minecraft.dropped.poppy: #9, 319(1%)
minecraft.dropped.oxidized_copper_trapdoor: #9, 1(2%)
minecraft.picked_up.chest_minecart: #9, 5(1%)
minecraft.picked_up.snow_block: #9, 760(1%)
minecraft.crafted.purple_stained_glass: #9, 272(1%)
minecraft.mined.weathered_cut_copper_slab: #9, 2(1%)
minecraft.crafted.pink_wool: #9, 14(1%)
minecraft.mined.warped_wall_sign: #9, 1(1%)
minecraft.used.chicken: #9, 1(1%)
minecraft.used.red_sand: #9, 26(1%)
minecraft.picked_up.gray_banner: #9, 1(1%)
minecraft.picked_up.snow: #9, 511(1%)
minecraft.used.allium: #9, 4(1%)
minecraft.picked_up.activator_rail: #9, 15(1%)
minecraft.dropped.nether_bricks: #9, 7(1%)
minecraft.picked_up.dark_prismarine_slab: #9, 5(1%)
minecraft.mined.gray_wool: #9, 45(1%)
minecraft.dropped.mossy_stone_brick_slab: #9, 1(1%)
minecraft.used.magenta_stained_glass: #9, 26(1%)
minecraft.used.purple_stained_glass: #9, 154(1%)
minecraft.crafted.slime_ball: #9, 306(0%)
minecraft.used.chiseled_polished_blackstone: #9, 2(1%)
minecraft.used.brown_concrete: #9, 8(1%)
minecraft.dropped.sculk_sensor: #9, 1(1%)
minecraft.mined.netherrack: #10, 18622(4%)
minecraft.mined.large_amethyst_bud: #9, 8(1%)
minecraft.picked_up.nether_sprouts: #9, 30(1%)
minecraft.picked_up.pink_bed: #9, 2(1%)
minecraft.used.cherry_planks: #9, 18(0%)
minecraft.crafted.pink_terracotta: #9, 88(1%)
minecraft.picked_up.minecart: #10, 162(4%)
minecraft.picked_up.spruce_fence: #10, 265(4%)
minecraft.mined.purple_terracotta: #9, 6(1%)
minecraft.picked_up.waxed_exposed_cut_copper_slab: #9, 1(1%)
minecraft.crafted.pink_stained_glass_pane: #9, 16(1%)
minecraft.dropped.light_gray_concrete: #9, 2(1%)
minecraft.picked_up.smooth_red_sandstone: #9, 10(0%)
minecraft.picked_up.glow_ink_sac: #10, 195(4%)
minecraft.dropped.brown_mushroom_block: #9, 32(0%)
minecraft.used.cyan_glazed_terracotta: #9, 1(1%)
minecraft.dropped.dried_kelp: #9, 7(0%)
minecraft.dropped.amethyst_shard: #9, 8(0%)
minecraft.mined.lime_carpet: #9, 2(0%)
minecraft.picked_up.weathered_copper: #9, 82(0%)
minecraft.dropped.rotten_flesh: #10, 4416(3%)
minecraft.dropped.magenta_wool: #9, 1(0%)
minecraft.used.pink_terracotta: #9, 20(0%)
minecraft.used.red_sandstone: #9, 4(0%)
minecraft.mined.black_carpet: #9, 9(0%)
minecraft.used.stripped_cherry_log: #9, 3(0%)
minecraft.dropped.bone_block: #9, 64(0%)
minecraft.picked_up.red_carpet: #9, 24(0%)
minecraft.mined.red_sandstone_slab: #9, 1(0%)
minecraft.dropped.pale_oak_log: #9, 1(0%)
minecraft.dropped.coal_block: #9, 1(0%)
minecraft.dropped.cobweb: #9, 1(0%)
minecraft.dropped.ochre_froglight: #9, 4(0%)
minecraft.dropped.pearlescent_froglight: #9, 1(0%)
minecraft.killed.vindicator: #9, 41(0%)
minecraft.killed.evoker: #9, 6(0%)
minecraft.picked_up.black_stained_glass_pane: #10, 36(5%)
minecraft.dropped.polished_tuff: #10, 50(4%)
minecraft.picked_up.spruce_trapdoor: #10, 615(4%)
minecraft.used.campfire: #10, 148(4%)
minecraft.picked_up.oak_planks: #10, 548(3%)
minecraft.crafted.iron_nugget: #10, 6264(4%)
minecraft.picked_up.brewing_stand: #10, 37(4%)
minecraft.mined.stonecutter: #10, 56(4%)
minecraft.picked_up.chipped_anvil: #10, 14(4%)
minecraft.mined.bamboo_sign: #10, 11(4%)
minecraft.mined.jukebox: #10, 16(4%)
minecraft.dropped.leather_leggings: #10, 10(3%)
minecraft.picked_up.birch_planks: #10, 243(3%)
minecraft.mined.spruce_trapdoor: #10, 373(4%)
minecraft.crafted.barrel: #10, 343(3%)
minecraft.mined.purple_shulker_box: #10, 122(3%)
minecraft.picked_up.purple_shulker_box: #10, 123(3%)
minecraft.custom.mob_kills: #10, 260632(3%)
minecraft.crafted.stone_axe: #10, 5(3%)
minecraft.used.purple_shulker_box: #10, 124(3%)
minecraft.picked_up.crafter: #10, 61(3%)
minecraft.picked_up.brown_shulker_box: #10, 150(4%)
minecraft.mined.oak_wall_sign: #10, 16(3%)
minecraft.picked_up.spider_eye: #10, 1837(3%)
minecraft.crafted.oak_button: #10, 26(4%)
minecraft.used.redstone_lamp: #10, 83(3%)
minecraft.mined.smooth_quartz_slab: #10, 95(4%)
minecraft.crafted.cyan_shulker_box: #10, 6(4%)
minecraft.picked_up.white_concrete: #10, 1726(3%)
minecraft.crafted.smithing_table: #10, 153(3%)
minecraft.picked_up.pale_oak_trapdoor: #10, 28(4%)
minecraft.crafted.stone_pickaxe: #10, 5(3%)
minecraft.dropped.iron_shovel: #10, 7(3%)
minecraft.mined.brown_shulker_box: #10, 149(4%)
minecraft.used.oxidized_copper_trapdoor: #10, 196(4%)
minecraft.used.pale_oak_trapdoor: #10, 136(4%)
minecraft.mined.smooth_basalt: #10, 321(3%)
minecraft.crafted.polished_diorite: #10, 239(3%)
minecraft.used.honeycomb: #10, 593(3%)
minecraft.mined.potatoes: #10, 202(3%)
minecraft.used.brown_shulker_box: #10, 151(4%)
minecraft.crafted.black_shulker_box: #10, 4(4%)
minecraft.used.bamboo_trapdoor: #10, 427(3%)
minecraft.picked_up.white_bed: #10, 174(3%)
minecraft.mined.bamboo_trapdoor: #10, 65(3%)
minecraft.used.warped_sign: #10, 37(4%)
minecraft.mined.white_bed: #10, 163(3%)
minecraft.used.glass_pane: #10, 103(3%)
minecraft.used.mossy_cobblestone: #10, 281(3%)
minecraft.picked_up.shears: #10, 42(3%)
minecraft.used.decorated_pot: #10, 100(2%)
minecraft.dropped.cyan_bed: #10, 1(5%)
minecraft.mined.polished_deepslate: #10, 127(3%)
minecraft.picked_up.crying_obsidian: #10, 137(3%)
minecraft.used.trial_key: #10, 26(3%)
minecraft.dropped.netherite_hoe: #10, 1(6%)
minecraft.used.smooth_stone_slab: #10, 1467(3%)
minecraft.mined.jungle_slab: #10, 34(3%)
minecraft.dropped.bee_nest: #10, 1(6%)
minecraft.mined.mangrove_planks: #10, 69(3%)
minecraft.picked_up.mangrove_slab: #10, 85(3%)
minecraft.dropped.tuff: #10, 513(2%)
minecraft.picked_up.spruce_leaves: #10, 1124(2%)
minecraft.mined.pitcher_plant: #10, 5(3%)
minecraft.crafted.acacia_sign: #10, 24(3%)
minecraft.used.andesite: #10, 2100(2%)
