stat, rank, value, (percentage) 
minecraft.mined.birch_sign: #14, 2(1%)
minecraft.picked_up.jungle_planks: #14, 78(1%)
minecraft.picked_up.stone_bricks: #14, 538(1%)
minecraft.dropped.lapis_lazuli: #14, 58(1%)
minecraft.picked_up.loom: #14, 4(1%)
minecraft.crafted.redstone: #14, 3673(1%)
minecraft.picked_up.magma_block: #14, 419(1%)
minecraft.picked_up.lily_pad: #14, 42(1%)
minecraft.mined.red_terracotta: #14, 433(1%)
minecraft.crafted.yellow_dye: #14, 361(1%)
minecraft.used.milk_bucket: #14, 2(1%)
minecraft.crafted.glow_item_frame: #14, 45(1%)
minecraft.picked_up.dark_oak_door: #14, 2(1%)
minecraft.used.cobbled_deepslate_stairs: #14, 65(1%)
minecraft.crafted.pink_dye: #14, 133(1%)
minecraft.mined.cherry_log: #14, 221(1%)
minecraft.used.dripstone_block: #14, 134(1%)
minecraft.used.diorite: #14, 402(1%)
minecraft.picked_up.cherry_log: #14, 242(1%)
minecraft.mined.raw_copper_block: #14, 2(1%)
minecraft.killed.creeper: #14, 151(1%)
minecraft.picked_up.glass_pane: #14, 22(1%)
minecraft.used.white_stained_glass: #14, 263(1%)
minecraft.mined.water_cauldron: #14, 1(1%)
minecraft.picked_up.deepslate_brick_slab: #14, 37(1%)
minecraft.picked_up.bell: #14, 2(1%)
minecraft.picked_up.mud_brick_wall: #14, 12(1%)
minecraft.used.chiseled_tuff: #14, 57(1%)
minecraft.crafted.comparator: #14, 39(1%)
minecraft.used.birch_button: #14, 2(1%)
minecraft.picked_up.light_gray_dye: #14, 6(1%)
minecraft.used.mud_brick_slab: #14, 34(1%)
minecraft.dropped.basalt: #14, 9(1%)
minecraft.picked_up.green_terracotta: #14, 10(1%)
minecraft.crafted.light_gray_carpet: #14, 71(1%)
minecraft.used.cocoa_beans: #14, 101(0%)
minecraft.used.mossy_cobblestone_slab: #14, 8(1%)
minecraft.custom.use_cauldron: #14, 31(0%)
minecraft.crafted.cooked_salmon: #14, 24(0%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #14, 1(1%)
minecraft.mined.bell: #14, 1(1%)
minecraft.crafted.cobbled_deepslate_slab: #14, 44(0%)
minecraft.mined.sculk_sensor: #14, 18(0%)
minecraft.dropped.jungle_log: #14, 9(0%)
minecraft.picked_up.music_disc_otherside: #14, 1(0%)
minecraft.used.diamond_block: #14, 22(0%)
minecraft.crafted.slime_block: #14, 21(0%)
minecraft.used.mushroom_stem: #14, 29(0%)
minecraft.used.stone_pressure_plate: #14, 10(0%)
minecraft.dropped.spider_eye: #14, 273(0%)
minecraft.picked_up.jungle_fence: #14, 4(0%)
minecraft.picked_up.oxidized_copper: #14, 75(0%)
minecraft.crafted.cobblestone_stairs: #14, 16(0%)
minecraft.mined.tinted_glass: #14, 8(0%)
minecraft.used.trident: #14, 58(0%)
minecraft.used.pale_oak_slab: #14, 7(0%)
minecraft.picked_up.lime_bed: #14, 1(0%)
minecraft.used.cyan_dye: #14, 1(0%)
minecraft.dropped.white_wool: #14, 12(0%)
minecraft.dropped.purple_dye: #14, 1(0%)
minecraft.used.cyan_concrete: #14, 8(0%)
minecraft.dropped.barrel: #14, 1(0%)
minecraft.crafted.cracked_stone_bricks: #14, 14(0%)
minecraft.used.oxidized_cut_copper_stairs: #14, 9(0%)
minecraft.dropped.dispenser: #14, 1(0%)
minecraft.picked_up.polished_blackstone_stairs: #14, 1(0%)
minecraft.dropped.slime_block: #14, 7(0%)
minecraft.used.soul_lantern: #14, 4(0%)
minecraft.picked_up.tinted_glass: #14, 7(0%)
minecraft.picked_up.waxed_exposed_copper_trapdoor: #14, 1(0%)
minecraft.mined.lime_wool: #14, 3(0%)
minecraft.picked_up.sculk_shrieker: #14, 1(0%)
minecraft.used.lime_concrete_powder: #14, 16(0%)
minecraft.used.brick_slab: #14, 4(0%)
minecraft.mined.green_stained_glass: #14, 1(0%)
minecraft.picked_up.oak_wood: #14, 3(0%)
minecraft.mined.oak_wood: #14, 3(0%)
minecraft.crafted.lime_concrete_powder: #14, 16(0%)
minecraft.picked_up.raw_iron_block: #14, 2(0%)
minecraft.crafted.deepslate_bricks: #14, 20(0%)
minecraft.picked_up.dark_prismarine: #14, 4(0%)
minecraft.used.crossbow: #14, 2(0%)
minecraft.dropped.cactus: #14, 13(0%)
minecraft.dropped.smooth_stone: #14, 9(0%)
minecraft.used.light_blue_wool: #14, 3(0%)
minecraft.crafted.red_stained_glass: #14, 8(0%)
minecraft.used.magenta_terracotta: #14, 1(0%)
minecraft.mined.black_wool: #14, 3(0%)
minecraft.crafted.yellow_stained_glass: #14, 8(0%)
minecraft.crafted.lime_wool: #14, 1(0%)
minecraft.used.magenta_concrete: #14, 1(0%)
minecraft.mined.magenta_concrete: #14, 1(0%)
minecraft.used.purple_concrete_powder: #14, 1(0%)
minecraft.used.oxidized_cut_copper: #14, 1(0%)
minecraft.custom.sneak_time: #16, 3863708(3%)
minecraft.picked_up.crafting_table: #15, 201(3%)
minecraft.mined.oak_planks: #15, 205(3%)
minecraft.picked_up.spruce_slab: #15, 371(2%)
minecraft.used.jukebox: #15, 14(3%)
minecraft.used.ladder: #15, 293(2%)
minecraft.used.armor_stand: #15, 136(2%)
minecraft.used.spruce_trapdoor: #15, 1354(2%)
minecraft.picked_up.iron_block: #15, 1371(2%)
minecraft.crafted.furnace: #15, 162(2%)
minecraft.picked_up.spruce_fence: #15, 136(2%)
minecraft.picked_up.barrel: #15, 120(2%)
minecraft.mined.barrel: #15, 83(2%)
minecraft.mined.iron_block: #15, 857(2%)
minecraft.dropped.diamond: #15, 233(2%)
minecraft.picked_up.birch_log: #15, 1216(2%)
minecraft.mined.pumpkin: #15, 848(2%)
minecraft.broken.shears: #15, 15(2%)
minecraft.picked_up.sand: #15, 32500(2%)
minecraft.crafted.diamond_helmet: #15, 2(2%)
minecraft.mined.polished_tuff: #15, 202(2%)
minecraft.used.tuff_brick_wall: #15, 47(2%)
minecraft.picked_up.mangrove_stairs: #15, 26(2%)
minecraft.mined.observer: #15, 151(2%)
minecraft.used.spruce_door: #15, 8(2%)
minecraft.crafted.painting: #15, 43(2%)
minecraft.mined.grindstone: #15, 11(2%)
minecraft.crafted.redstone_block: #15, 536(2%)
minecraft.picked_up.glowstone: #15, 136(2%)
minecraft.picked_up.chainmail_boots: #15, 3(2%)
minecraft.mined.glowstone: #15, 84(1%)
minecraft.picked_up.oak_fence: #15, 72(1%)
minecraft.crafted.chiseled_tuff: #15, 11(2%)
minecraft.dropped.lapis_ore: #15, 4(2%)
minecraft.mined.terracotta: #15, 2378(1%)
minecraft.crafted.spruce_boat: #15, 4(1%)
minecraft.dropped.string: #15, 208(1%)
minecraft.picked_up.podzol: #15, 223(2%)
minecraft.custom.walk_one_cm: #16, 102576552(3%)
minecraft.crafted.enchanted_book: #15, 64(1%)
minecraft.mined.dark_oak_trapdoor: #15, 27(1%)
minecraft.crafted.redstone_torch: #15, 751(1%)
minecraft.picked_up.white_wool: #15, 408(1%)
minecraft.custom.interact_with_loom: #15, 25(1%)
minecraft.mined.stone_brick_stairs: #15, 32(1%)
minecraft.picked_up.light_gray_wool: #15, 67(1%)
minecraft.picked_up.stone_stairs: #15, 26(1%)
minecraft.crafted.stone_slab: #15, 338(1%)
minecraft.mined.tuff_bricks: #15, 324(1%)
minecraft.crafted.oak_stairs: #15, 40(1%)
minecraft.picked_up.trident: #15, 5(1%)
minecraft.used.tuff_slab: #15, 65(1%)
minecraft.mined.iron_door: #15, 7(1%)
minecraft.picked_up.pink_dye: #15, 6(1%)
minecraft.crafted.note_block: #15, 50(1%)
minecraft.killed_by.ravager: #15, 42(1%)
minecraft.used.iron_sword: #15, 192(1%)
minecraft.mined.stone_slab: #15, 58(1%)
minecraft.picked_up.clock: #15, 1(1%)
minecraft.picked_up.purpur_slab: #15, 8(1%)
minecraft.dropped.iron_ore: #15, 17(1%)
minecraft.crafted.light_gray_dye: #15, 200(1%)
minecraft.picked_up.sea_lantern: #15, 12(1%)
minecraft.crafted.smoker: #15, 4(1%)
minecraft.custom.mob_kills: #15, 41008(0%)
minecraft.custom.time_since_rest: #15, 266071(0%)
minecraft.mined.lily_pad: #15, 20(1%)
minecraft.picked_up.lilac: #15, 42(1%)
minecraft.dropped.trident: #15, 1(1%)
minecraft.mined.exposed_copper: #15, 16(1%)
minecraft.picked_up.pale_oak_planks: #15, 10(1%)
minecraft.picked_up.glass_bottle: #15, 153(0%)
minecraft.used.red_dye: #15, 2(1%)
minecraft.custom.climb_one_cm: #16, 2419814(3%)
minecraft.used.brown_terracotta: #15, 18(1%)
minecraft.crafted.cooked_porkchop: #15, 9(0%)
minecraft.crafted.mangrove_button: #15, 1(0%)
minecraft.used.deepslate_brick_stairs: #15, 54(0%)
minecraft.used.cracked_stone_bricks: #15, 25(0%)
minecraft.picked_up.gunpowder: #15, 576(0%)
minecraft.picked_up.cyan_concrete: #15, 13(0%)
minecraft.mined.infested_deepslate: #15, 1(1%)
minecraft.picked_up.honeycomb: #15, 154(0%)
minecraft.picked_up.oxidized_copper_grate: #15, 7(0%)
minecraft.picked_up.weeping_vines: #15, 18(0%)
minecraft.picked_up.stripped_pale_oak_log: #15, 13(0%)
minecraft.dropped.note_block: #15, 1(0%)
minecraft.mined.waxed_oxidized_cut_copper: #15, 15(0%)
minecraft.crafted.polished_deepslate: #15, 119(0%)
minecraft.used.basalt: #15, 59(0%)
minecraft.dropped.oak_button: #15, 1(0%)
minecraft.dropped.light_gray_dye: #15, 1(0%)
minecraft.used.deepslate_brick_slab: #15, 56(0%)
minecraft.mined.magenta_shulker_box: #15, 6(0%)
minecraft.picked_up.magenta_shulker_box: #15, 6(0%)
minecraft.used.magenta_shulker_box: #15, 6(0%)
minecraft.picked_up.lime_concrete: #15, 16(0%)
minecraft.dropped.stripped_spruce_log: #15, 1(0%)
minecraft.used.cooked_mutton: #15, 8(0%)
minecraft.mined.cyan_concrete: #15, 13(0%)
minecraft.crafted.purple_dye: #15, 38(0%)
minecraft.used.dark_oak_wood: #15, 29(0%)
minecraft.crafted.raw_gold_block: #15, 10(0%)
minecraft.dropped.jungle_leaves: #15, 2(0%)
minecraft.mined.lime_concrete: #15, 16(0%)
minecraft.mined.deepslate_brick_stairs: #15, 9(0%)
minecraft.picked_up.crimson_roots: #15, 40(0%)
minecraft.mined.deepslate_brick_slab: #15, 6(0%)
minecraft.crafted.red_wool: #15, 12(0%)
minecraft.used.waxed_oxidized_cut_copper: #15, 12(0%)
minecraft.used.green_stained_glass: #15, 9(0%)
minecraft.dropped.white_carpet: #15, 1(0%)
minecraft.used.oak_wood: #15, 15(0%)
minecraft.mined.sculk_shrieker: #15, 1(0%)
minecraft.used.birch_slab: #15, 11(0%)
minecraft.mined.dark_prismarine: #15, 4(0%)
minecraft.crafted.green_wool: #15, 5(0%)
minecraft.crafted.oak_wood: #15, 12(0%)
minecraft.used.lime_wool: #15, 10(0%)
minecraft.mined.beehive: #15, 5(0%)
minecraft.picked_up.lapis_block: #15, 4(0%)
minecraft.mined.large_fern: #15, 6(0%)
minecraft.crafted.compass: #15, 41(0%)
minecraft.picked_up.black_concrete_powder: #15, 18(0%)
minecraft.mined.birch_slab: #15, 1(0%)
minecraft.crafted.blue_wool: #15, 1(0%)
minecraft.dropped.glow_ink_sac: #15, 1(0%)
minecraft.picked_up.stone_brick_wall: #15, 1(0%)
minecraft.picked_up.light_blue_wool: #15, 6(0%)
minecraft.picked_up.lime_stained_glass: #15, 1(0%)
minecraft.crafted.glowstone: #15, 5(0%)
minecraft.picked_up.green_stained_glass: #15, 1(0%)
minecraft.crafted.cyan_concrete_powder: #15, 8(0%)
minecraft.picked_up.prismarine_crystals: #15, 2(0%)
minecraft.crafted.cyan_wool: #15, 1(0%)
minecraft.used.crimson_trapdoor: #15, 1(0%)
minecraft.picked_up.brown_concrete: #15, 1(0%)
minecraft.crafted.polished_basalt: #15, 4(0%)
minecraft.picked_up.exposed_copper: #15, 16(0%)
minecraft.used.blue_wool: #15, 1(0%)
minecraft.used.stripped_acacia_log: #15, 1(0%)
minecraft.used.coal_block: #15, 1(0%)
minecraft.killed.witch: #15, 4(0%)
minecraft.killed.vindicator: #15, 7(0%)
minecraft.custom.crouch_one_cm: #16, 11873065(2%)
minecraft.used.barrel: #16, 275(3%)
minecraft.mined.crafting_table: #16, 175(2%)
minecraft.mined.moss_carpet: #16, 200(2%)
minecraft.used.lever: #16, 202(2%)
minecraft.picked_up.diamond_helmet: #16, 9(2%)
minecraft.crafted.lantern: #16, 141(2%)
minecraft.custom.inspect_dispenser: #16, 452(1%)
minecraft.picked_up.terracotta: #16, 2772(2%)
minecraft.used.stone_pickaxe: #16, 160(2%)
minecraft.picked_up.tuff_bricks: #16, 454(1%)
minecraft.mined.stone: #16, 94408(1%)
minecraft.used.deepslate: #16, 1063(1%)
minecraft.mined.piston: #16, 57(1%)
minecraft.used.hay_block: #16, 29(1%)
minecraft.crafted.leather_chestplate: #16, 28(2%)
minecraft.killed.spider: #16, 83(1%)
minecraft.dropped.andesite: #16, 333(1%)
minecraft.dropped.enchanted_book: #16, 10(1%)
minecraft.crafted.dispenser: #16, 22(1%)
minecraft.mined.tripwire_hook: #16, 2(1%)
minecraft.dropped.coal_ore: #16, 44(1%)
minecraft.crafted.mud_bricks: #16, 360(1%)
minecraft.dropped.iron_leggings: #16, 2(1%)
minecraft.mined.campfire: #16, 12(1%)
minecraft.dropped.mace: #16, 2(1%)
minecraft.custom.horse_one_cm: #16, 8355323(1%)
minecraft.crafted.iron_hoe: #16, 1(1%)
minecraft.mined.warped_stem: #16, 201(1%)
minecraft.crafted.oak_trapdoor: #16, 60(1%)
minecraft.picked_up.mossy_cobblestone: #16, 105(1%)
minecraft.picked_up.white_banner: #16, 34(1%)
minecraft.mined.redstone_block: #16, 51(1%)
minecraft.mined.sugar_cane: #16, 1161(1%)
minecraft.picked_up.warped_stem: #16, 210(1%)
minecraft.dropped.stone_pickaxe: #16, 1(1%)
minecraft.dropped.flint: #16, 84(1%)
minecraft.picked_up.netherite_leggings: #16, 4(1%)
minecraft.picked_up.blackstone: #16, 479(1%)
minecraft.dropped.snowball: #16, 36(1%)
minecraft.picked_up.iron_sword: #16, 5(1%)
minecraft.used.glass: #16, 1519(1%)
minecraft.used.iron_door: #16, 7(1%)
minecraft.mined.blast_furnace: #16, 4(1%)
minecraft.crafted.stone_stairs: #16, 26(1%)
minecraft.mined.stone_bricks: #16, 285(1%)
minecraft.picked_up.bamboo_trapdoor: #16, 20(1%)
minecraft.picked_up.spider_eye: #16, 352(1%)
minecraft.picked_up.blast_furnace: #16, 4(1%)
minecraft.mined.light_gray_shulker_box: #16, 30(1%)
minecraft.picked_up.light_gray_shulker_box: #16, 30(1%)
minecraft.crafted.spruce_sign: #16, 42(1%)
minecraft.picked_up.stone_brick_stairs: #16, 30(1%)
minecraft.dropped.brown_dye: #16, 4(1%)
minecraft.crafted.spruce_pressure_plate: #16, 3(1%)
minecraft.used.light_gray_shulker_box: #16, 30(1%)
minecraft.used.cooked_salmon: #16, 24(1%)
minecraft.used.cherry_sapling: #16, 13(1%)
minecraft.used.stone_slab: #16, 375(1%)
minecraft.used.polished_andesite_stairs: #16, 14(1%)
minecraft.used.diamond_helmet: #16, 1(1%)
minecraft.picked_up.cornflower: #16, 72(0%)
minecraft.picked_up.blue_wool: #16, 31(1%)
minecraft.crafted.mossy_cobblestone_slab: #16, 6(1%)
minecraft.picked_up.lily_of_the_valley: #16, 6(1%)
minecraft.picked_up.azure_bluet: #16, 60(0%)
minecraft.mined.birch_leaves: #16, 415(0%)
minecraft.used.light_gray_carpet: #16, 46(0%)
minecraft.picked_up.ochre_froglight: #16, 154(0%)
minecraft.used.slime_block: #16, 50(0%)
minecraft.mined.emerald_ore: #16, 4(0%)
minecraft.picked_up.jungle_trapdoor: #16, 5(0%)
minecraft.crafted.dark_oak_wood: #16, 48(0%)
minecraft.crafted.oxidized_cut_copper: #16, 4(0%)
minecraft.picked_up.birch_leaves: #16, 321(0%)
minecraft.used.acacia_log: #16, 46(0%)
minecraft.used.glowstone: #16, 20(0%)
minecraft.used.terracotta: #16, 98(0%)
minecraft.mined.oxidized_copper_grate: #16, 5(0%)
minecraft.used.stripped_spruce_wood: #16, 8(0%)
minecraft.mined.stripped_pale_oak_log: #16, 9(0%)
minecraft.dropped.moss_block: #16, 65(0%)
minecraft.mined.target: #16, 2(0%)
minecraft.crafted.brewing_stand: #16, 3(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #16, 1(0%)
minecraft.dropped.polished_tuff_slab: #16, 2(0%)
minecraft.dropped.snow: #16, 7(0%)
minecraft.mined.lily_of_the_valley: #16, 2(0%)
minecraft.picked_up.deepslate_brick_stairs: #16, 10(0%)
minecraft.picked_up.golden_sword: #16, 3(0%)
minecraft.custom.walk_under_water_one_cm: #17, 6215922(2%)
minecraft.picked_up.stripped_dark_oak_wood: #16, 4(0%)
minecraft.used.andesite_wall: #16, 12(0%)
minecraft.used.podzol: #16, 9(0%)
minecraft.mined.stripped_dark_oak_wood: #16, 4(0%)
minecraft.mined.light_blue_wool: #16, 2(0%)
minecraft.used.daylight_detector: #16, 4(0%)
minecraft.picked_up.sculk_sensor: #16, 6(0%)
minecraft.used.polished_diorite: #16, 10(0%)
minecraft.used.beehive: #16, 12(0%)
minecraft.killed.silverfish: #16, 89(0%)
minecraft.crafted.tuff_bricks: #16, 15(0%)
minecraft.picked_up.snow_block: #16, 108(0%)
minecraft.mined.stone_brick_wall: #16, 1(0%)
minecraft.crafted.wooden_shovel: #16, 1(0%)
minecraft.mined.raw_iron_block: #16, 2(0%)
minecraft.used.gold_ore: #16, 1(0%)
minecraft.picked_up.beehive: #16, 5(0%)
minecraft.used.stripped_warped_stem: #16, 2(0%)
minecraft.mined.gray_wool: #16, 6(0%)
minecraft.crafted.smithing_table: #16, 2(0%)
minecraft.crafted.green_concrete_powder: #16, 8(0%)
minecraft.picked_up.torchflower_seeds: #16, 1(0%)
minecraft.mined.brown_concrete: #16, 1(0%)
minecraft.mined.blue_concrete: #16, 1(0%)
minecraft.picked_up.blue_concrete: #16, 1(0%)
minecraft.crafted.purple_stained_glass: #16, 8(0%)
minecraft.used.blue_concrete_powder: #16, 1(0%)
minecraft.crafted.stick: #17, 10988(2%)
minecraft.crafted.oak_sign: #17, 54(2%)
minecraft.picked_up.polished_tuff: #17, 278(2%)
minecraft.used.water_bucket: #17, 1262(2%)
minecraft.mined.oxeye_daisy: #17, 30(2%)
minecraft.used.painting: #17, 111(2%)
minecraft.crafted.lever: #17, 139(2%)
minecraft.used.oak_sign: #17, 46(2%)
minecraft.picked_up.red_shulker_box: #17, 242(2%)
minecraft.mined.red_shulker_box: #17, 235(2%)
minecraft.mined.cornflower: #17, 33(2%)
minecraft.used.red_shulker_box: #17, 235(2%)
minecraft.custom.inspect_dropper: #17, 611(1%)
minecraft.crafted.iron_nugget: #17, 2756(2%)
minecraft.used.oak_fence: #17, 114(2%)
minecraft.picked_up.flint: #17, 302(2%)
minecraft.killed.trader_llama: #17, 6(2%)
minecraft.mined.spruce_slab: #17, 133(1%)
minecraft.crafted.glass_pane: #17, 192(1%)
minecraft.picked_up.oak_sapling: #17, 433(1%)
minecraft.picked_up.note_block: #17, 31(1%)
minecraft.used.spruce_slab: #17, 575(1%)
minecraft.mined.azure_bluet: #17, 28(1%)
minecraft.picked_up.basalt: #17, 310(1%)
minecraft.picked_up.netherite_boots: #17, 4(1%)
minecraft.mined.brown_mushroom: #17, 22(1%)
minecraft.used.oak_trapdoor: #17, 65(1%)
minecraft.used.tripwire_hook: #17, 7(1%)
minecraft.mined.spruce_fence_gate: #17, 11(1%)
minecraft.used.redstone_block: #17, 126(1%)
minecraft.crafted.dark_oak_stairs: #17, 68(1%)
minecraft.picked_up.tripwire_hook: #17, 6(1%)
minecraft.crafted.mossy_cobblestone: #17, 158(1%)
minecraft.picked_up.jungle_leaves: #17, 181(1%)
minecraft.mined.red_wool: #17, 19(1%)
minecraft.mined.tripwire: #17, 13(1%)
minecraft.used.mossy_cobblestone: #17, 76(1%)
minecraft.picked_up.cyan_shulker_box: #17, 26(1%)
minecraft.dropped.polished_tuff: #17, 8(1%)
minecraft.picked_up.netherite_helmet: #17, 2(1%)
minecraft.dropped.tuff: #17, 138(1%)
minecraft.picked_up.campfire: #17, 9(1%)
minecraft.used.oak_fence_gate: #17, 6(1%)
minecraft.mined.poppy: #17, 40(1%)
minecraft.mined.smithing_table: #17, 3(1%)
minecraft.used.smoker: #17, 3(1%)
minecraft.used.cyan_shulker_box: #17, 25(0%)
minecraft.mined.cyan_shulker_box: #17, 23(0%)
minecraft.used.mossy_stone_bricks: #17, 41(1%)
minecraft.mined.dark_oak_slab: #17, 16(1%)
minecraft.picked_up.oxeye_daisy: #17, 46(0%)
minecraft.picked_up.cooked_salmon: #17, 10(1%)
minecraft.mined.polished_basalt: #17, 8(1%)
minecraft.crafted.shears: #17, 60(0%)
minecraft.dropped.peony: #17, 2(1%)
minecraft.picked_up.honey_bottle: #17, 8(0%)
minecraft.used.target: #17, 14(0%)
minecraft.picked_up.cyan_wool: #17, 36(0%)
minecraft.mined.jungle_trapdoor: #17, 4(0%)
minecraft.picked_up.polished_basalt: #17, 8(0%)
minecraft.used.jungle_sign: #17, 4(0%)
minecraft.crafted.smooth_stone_slab: #17, 102(0%)
minecraft.dropped.pink_dye: #17, 1(0%)
minecraft.picked_up.bee_nest: #17, 2(0%)
minecraft.crafted.jungle_sign: #17, 3(0%)
minecraft.crafted.target: #17, 10(0%)
minecraft.dropped.crossbow: #17, 4(0%)
minecraft.dropped.dark_oak_planks: #17, 4(0%)
minecraft.used.dark_oak_planks: #17, 54(0%)
minecraft.dropped.azalea: #17, 18(0%)
minecraft.picked_up.candle: #17, 4(0%)
minecraft.used.heavy_weighted_pressure_plate: #17, 1(0%)
minecraft.mined.cobblestone_stairs: #17, 6(0%)
minecraft.crafted.jungle_trapdoor: #17, 12(0%)
minecraft.crafted.jungle_fence: #17, 9(0%)
minecraft.mined.powder_snow: #17, 2(0%)
minecraft.used.polished_blackstone: #17, 11(0%)
minecraft.picked_up.birch_trapdoor: #17, 1(0%)
minecraft.mined.crimson_stem: #17, 17(0%)
minecraft.crafted.mossy_stone_bricks: #17, 40(0%)
minecraft.mined.polished_blackstone: #17, 1(0%)
minecraft.used.bamboo_fence: #17, 8(0%)
minecraft.crafted.cyan_stained_glass: #17, 16(0%)
minecraft.used.light_gray_wool: #17, 15(0%)
minecraft.used.stripped_dark_oak_wood: #17, 4(0%)
minecraft.dropped.orange_tulip: #17, 1(0%)
minecraft.used.smithing_table: #17, 4(0%)
minecraft.picked_up.light_gray_stained_glass: #17, 2(0%)
minecraft.used.birch_sapling: #17, 21(0%)
minecraft.crafted.daylight_detector: #17, 4(0%)
minecraft.used.jungle_fence: #17, 4(0%)
minecraft.crafted.polished_blackstone: #17, 9(0%)
minecraft.picked_up.glowstone_dust: #17, 13(0%)
minecraft.used.blackstone: #17, 22(0%)
minecraft.killed.cave_spider: #17, 62(0%)
minecraft.crafted.cooked_mutton: #17, 3(0%)
minecraft.crafted.cherry_trapdoor: #17, 2(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #17, 1(0%)
minecraft.crafted.smooth_sandstone: #17, 7(0%)
minecraft.crafted.brown_concrete_powder: #17, 8(0%)
minecraft.dropped.bamboo_planks: #17, 5(0%)
minecraft.crafted.tuff_brick_stairs: #17, 1(0%)
minecraft.crafted.green_carpet: #17, 6(0%)
minecraft.mined.orange_wool: #17, 1(0%)
minecraft.mined.verdant_froglight: #17, 4(0%)
minecraft.picked_up.activator_rail: #17, 1(0%)
minecraft.crafted.red_concrete_powder: #17, 8(0%)
minecraft.crafted.mud_brick_wall: #17, 1(0%)
minecraft.crafted.yellow_concrete_powder: #17, 8(0%)
minecraft.crafted.yellow_wool: #17, 1(0%)
minecraft.picked_up.oak_planks: #18, 335(2%)
minecraft.picked_up.glow_ink_sac: #18, 86(2%)
minecraft.used.bucket: #18, 1414(2%)
minecraft.picked_up.oak_sign: #18, 32(2%)
minecraft.killed.player: #18, 38(1%)
minecraft.crafted.dark_oak_planks: #18, 2824(2%)
minecraft.crafted.spruce_slab: #18, 1104(2%)
minecraft.picked_up.stone: #18, 59738(1%)
minecraft.mined.deepslate: #18, 11763(1%)
minecraft.killed.wandering_trader: #18, 3(2%)
minecraft.mined.dispenser: #18, 27(1%)
minecraft.picked_up.painting: #18, 69(1%)
minecraft.mined.note_block: #18, 25(1%)
minecraft.crafted.jungle_planks: #18, 1160(1%)
minecraft.picked_up.iron_ore: #18, 220(1%)
minecraft.picked_up.birch_sapling: #18, 176(1%)
minecraft.crafted.chain: #18, 206(1%)
minecraft.used.spruce_fence: #18, 210(1%)
minecraft.picked_up.mace: #18, 3(1%)
minecraft.picked_up.crossbow: #18, 11(1%)
minecraft.mined.glass: #18, 180(1%)
minecraft.crafted.cooked_beef: #18, 105(1%)
minecraft.picked_up.hay_block: #18, 62(1%)
minecraft.picked_up.black_concrete: #18, 137(1%)
minecraft.picked_up.amethyst_shard: #18, 345(1%)
minecraft.mined.deepslate_gold_ore: #18, 162(1%)
minecraft.mined.spruce_sign: #18, 1(1%)
minecraft.crafted.chiseled_tuff_bricks: #18, 6(1%)
minecraft.dropped.spruce_planks: #18, 24(1%)
minecraft.picked_up.string: #18, 454(1%)
minecraft.mined.green_wool: #18, 17(1%)
minecraft.dropped.spruce_slab: #18, 12(1%)
minecraft.dropped.netherite_pickaxe: #18, 1(1%)
minecraft.picked_up.raw_gold: #18, 236(1%)
minecraft.picked_up.deepslate_gold_ore: #18, 55(1%)
minecraft.mined.white_wall_banner: #18, 2(1%)
minecraft.crafted.cherry_planks: #18, 192(1%)
minecraft.picked_up.dark_oak_slab: #18, 23(0%)
minecraft.used.dark_oak_stairs: #18, 32(0%)
minecraft.crafted.oak_fence_gate: #18, 5(0%)
minecraft.mined.oak_button: #18, 1(0%)
minecraft.crafted.chiseled_bookshelf: #18, 13(0%)
minecraft.crafted.pale_oak_trapdoor: #18, 16(0%)
minecraft.mined.mangrove_planks: #18, 10(0%)
minecraft.used.loom: #18, 4(0%)
minecraft.mined.red_tulip: #18, 7(0%)
minecraft.used.blast_furnace: #18, 8(0%)
minecraft.mined.snow_block: #18, 82(0%)
minecraft.crafted.netherite_upgrade_smithing_template: #18, 2(0%)
minecraft.used.spruce_fence_gate: #18, 15(0%)
minecraft.crafted.spruce_fence_gate: #18, 16(0%)
minecraft.used.short_grass: #18, 85(0%)
minecraft.used.string: #18, 62(0%)
minecraft.mined.jungle_planks: #18, 8(0%)
minecraft.mined.tnt: #18, 6(0%)
minecraft.used.mangrove_planks: #18, 37(0%)
minecraft.crafted.blast_furnace: #18, 6(0%)
minecraft.picked_up.stripped_bamboo_block: #18, 6(0%)
minecraft.used.pale_oak_trapdoor: #18, 9(0%)
minecraft.used.jungle_trapdoor: #18, 13(0%)
minecraft.picked_up.purple_wool: #18, 20(0%)
minecraft.mined.andesite_wall: #18, 2(0%)
minecraft.picked_up.book: #18, 20(0%)
minecraft.mined.birch_trapdoor: #18, 1(0%)
minecraft.picked_up.yellow_wool: #18, 49(0%)
minecraft.picked_up.cobblestone_stairs: #18, 6(0%)
minecraft.used.pale_oak_sapling: #18, 7(0%)
minecraft.picked_up.smooth_stone: #18, 85(0%)
minecraft.crafted.stone_brick_wall: #18, 5(0%)
minecraft.picked_up.red_tulip: #18, 12(0%)
minecraft.picked_up.waxed_oxidized_cut_copper: #18, 7(0%)
minecraft.picked_up.target: #18, 2(0%)
minecraft.mined.jungle_stairs: #18, 1(0%)
minecraft.mined.stripped_bamboo_block: #18, 3(0%)
