stat, rank, value, (percentage) 
minecraft.killed.shulker: #15, 71(2%)
minecraft.crafted.dark_oak_fence: #15, 108(1%)
minecraft.crafted.iron_chestplate: #15, 2(1%)
minecraft.mined.seagrass: #15, 108(1%)
minecraft.mined.white_wall_banner: #15, 5(1%)
minecraft.crafted.oak_fence_gate: #15, 14(1%)
minecraft.mined.tall_seagrass: #15, 67(1%)
minecraft.crafted.cyan_shulker_box: #15, 2(1%)
minecraft.picked_up.blaze_rod: #15, 160(1%)
minecraft.crafted.hopper: #15, 315(1%)
minecraft.crafted.white_concrete_powder: #15, 1328(1%)
minecraft.mined.bamboo_sign: #15, 3(1%)
minecraft.used.white_wool: #15, 177(1%)
minecraft.crafted.clock: #15, 2(1%)
minecraft.killed.blaze: #15, 116(1%)
minecraft.used.iron_trapdoor: #15, 92(1%)
minecraft.dropped.player_head: #15, 131(1%)
minecraft.mined.attached_pumpkin_stem: #15, 3(1%)
minecraft.custom.bell_ring: #15, 8(1%)
minecraft.picked_up.emerald_block: #15, 89(1%)
minecraft.used.glow_item_frame: #15, 30(1%)
minecraft.picked_up.pale_oak_trapdoor: #15, 6(1%)
minecraft.crafted.dark_oak_door: #15, 3(1%)
minecraft.picked_up.redstone_ore: #15, 17(1%)
minecraft.picked_up.mushroom_stem: #15, 98(1%)
minecraft.killed.zombie: #15, 887(1%)
minecraft.used.pale_oak_log: #15, 81(1%)
minecraft.picked_up.raw_copper_block: #15, 15(1%)
minecraft.picked_up.smooth_quartz_slab: #15, 20(1%)
minecraft.used.stone_sword: #15, 75(1%)
minecraft.picked_up.seagrass: #15, 35(1%)
minecraft.picked_up.slime_block: #15, 78(1%)
minecraft.picked_up.smooth_quartz: #15, 76(1%)
minecraft.crafted.mangrove_sign: #15, 9(1%)
minecraft.used.nether_bricks: #15, 20(1%)
minecraft.crafted.red_terracotta: #15, 72(1%)
minecraft.mined.mangrove_wall_sign: #15, 1(1%)
minecraft.dropped.spruce_sapling: #15, 13(1%)
minecraft.crafted.lime_dye: #15, 84(1%)
minecraft.dropped.slime_ball: #15, 71(1%)
minecraft.picked_up.crimson_stem: #15, 59(0%)
minecraft.crafted.polished_deepslate_stairs: #15, 7(1%)
minecraft.used.polished_basalt: #15, 50(1%)
minecraft.mined.magma_block: #15, 168(0%)
minecraft.used.mangrove_button: #15, 1(1%)
minecraft.crafted.oak_boat: #15, 7(0%)
minecraft.mined.nether_bricks: #15, 25(0%)
minecraft.crafted.mud_brick_slab: #15, 16(0%)
minecraft.used.apple: #15, 4(0%)
minecraft.mined.stripped_spruce_wood: #15, 12(0%)
minecraft.custom.open_shulker_box: #16, 26692(3%)
minecraft.picked_up.glow_item_frame: #15, 11(0%)
minecraft.used.orange_carpet: #15, 8(0%)
minecraft.picked_up.flint_and_steel: #15, 5(0%)
minecraft.mined.mangrove_wood: #15, 2(0%)
minecraft.mined.diorite_slab: #15, 2(0%)
minecraft.picked_up.stone_brick_slab: #15, 30(0%)
minecraft.dropped.coal: #15, 63(0%)
minecraft.picked_up.oxidized_copper: #15, 70(0%)
minecraft.crafted.detector_rail: #15, 6(0%)
minecraft.mined.lime_bed: #15, 1(0%)
minecraft.crafted.bamboo_raft: #15, 1(0%)
minecraft.mined.pale_oak_leaves: #15, 144(0%)
minecraft.crafted.light_blue_shulker_box: #15, 1(0%)
minecraft.picked_up.brown_terracotta: #15, 54(0%)
minecraft.dropped.stone_sword: #15, 5(0%)
minecraft.killed.cave_spider: #15, 136(0%)
minecraft.crafted.brown_shulker_box: #15, 1(0%)
minecraft.crafted.mangrove_fence: #15, 9(0%)
minecraft.dropped.powered_rail: #15, 1(0%)
minecraft.used.mangrove_fence: #15, 8(0%)
minecraft.picked_up.magenta_terracotta: #15, 2(0%)
minecraft.mined.turtle_egg: #15, 2(0%)
minecraft.used.crimson_roots: #15, 1(0%)
minecraft.used.black_bed: #15, 1(0%)
minecraft.mined.black_bed: #15, 1(0%)
minecraft.crafted.netherite_scrap: #15, 1(0%)
minecraft.dropped.armadillo_scute: #15, 8(0%)
minecraft.picked_up.activator_rail: #15, 2(0%)
minecraft.crafted.blue_concrete_powder: #15, 8(0%)
minecraft.crafted.pink_carpet: #15, 3(0%)
minecraft.picked_up.blackstone_slab: #15, 1(0%)
minecraft.crafted.clay: #15, 2(0%)
minecraft.used.blue_concrete_powder: #15, 2(0%)
minecraft.crafted.orange_stained_glass: #15, 8(0%)
minecraft.mined.pink_concrete: #15, 2(0%)
minecraft.picked_up.pink_concrete: #15, 2(0%)
minecraft.picked_up.weathered_copper: #15, 6(0%)
minecraft.picked_up.resin_clump: #15, 5(0%)
minecraft.used.crying_obsidian: #15, 1(0%)
minecraft.dropped.spectral_arrow: #15, 1(0%)
minecraft.used.exposed_copper: #15, 1(0%)
minecraft.picked_up.iron_leggings: #16, 6(3%)
minecraft.dropped.firework_rocket: #16, 781(2%)
minecraft.picked_up.crafting_table: #16, 180(2%)
minecraft.crafted.diamond_pickaxe: #16, 7(2%)
minecraft.used.bucket: #16, 1864(2%)
minecraft.used.glow_ink_sac: #16, 111(2%)
minecraft.used.water_bucket: #16, 1296(2%)
minecraft.crafted.diamond_shovel: #16, 5(2%)
minecraft.crafted.crafting_table: #16, 105(2%)
minecraft.mined.diorite: #16, 4758(2%)
minecraft.crafted.iron_leggings: #16, 3(2%)
minecraft.mined.crafter: #16, 30(2%)
minecraft.picked_up.end_rod: #16, 134(2%)
minecraft.picked_up.diamond_sword: #16, 21(1%)
minecraft.picked_up.shroomlight: #16, 56(2%)
minecraft.mined.stonecutter: #16, 24(2%)
minecraft.picked_up.sand: #16, 26699(2%)
minecraft.picked_up.raw_copper: #16, 8205(2%)
minecraft.picked_up.iron_shovel: #16, 5(2%)
minecraft.picked_up.coal_ore: #16, 1230(1%)
minecraft.crafted.stone: #16, 203(1%)
minecraft.mined.grindstone: #16, 10(2%)
minecraft.crafted.redstone_block: #16, 488(1%)
minecraft.picked_up.egg: #16, 289(1%)
minecraft.dropped.stick: #16, 1000(1%)
minecraft.mined.coal_ore: #16, 2421(1%)
minecraft.picked_up.iron_pickaxe: #16, 3(1%)
minecraft.mined.cherry_trapdoor: #16, 6(1%)
minecraft.picked_up.lapis_lazuli: #16, 1267(1%)
minecraft.crafted.cooked_beef: #16, 134(1%)
minecraft.crafted.redstone: #16, 3425(1%)
minecraft.crafted.observer: #16, 230(1%)
minecraft.mined.tuff_slab: #16, 8(1%)
minecraft.crafted.pale_oak_planks: #16, 436(1%)
minecraft.mined.damaged_anvil: #16, 2(1%)
minecraft.used.diamond_leggings: #16, 2(1%)
minecraft.used.carved_pumpkin: #16, 5(1%)
minecraft.used.nether_quartz_ore: #16, 103(1%)
minecraft.picked_up.dark_oak_sapling: #16, 219(1%)
minecraft.used.oak_fence_gate: #16, 8(1%)
minecraft.crafted.purple_shulker_box: #16, 1(1%)
minecraft.mined.white_wool: #16, 26(1%)
minecraft.crafted.chiseled_tuff_bricks: #16, 7(1%)
minecraft.mined.gray_carpet: #16, 18(1%)
minecraft.used.polished_andesite: #16, 131(1%)
minecraft.picked_up.stone_sword: #16, 8(1%)
minecraft.used.book: #16, 17(1%)
minecraft.picked_up.polished_diorite: #16, 10(1%)
minecraft.picked_up.deepslate_copper_ore: #16, 23(1%)
minecraft.dropped.iron_sword: #16, 2(1%)
minecraft.picked_up.sugar_cane: #16, 2472(0%)
minecraft.dropped.chainmail_boots: #16, 1(1%)
minecraft.dropped.stone_slab: #16, 29(1%)
minecraft.picked_up.mangrove_leaves: #16, 543(0%)
minecraft.crafted.raw_copper: #16, 1006(0%)
minecraft.used.mud: #16, 402(0%)
minecraft.mined.smooth_quartz: #16, 48(0%)
minecraft.crafted.gray_terracotta: #16, 48(1%)
minecraft.used.stone_shovel: #16, 132(0%)
minecraft.mined.bell: #16, 1(1%)
minecraft.dropped.iron_ore: #16, 9(0%)
minecraft.crafted.mangrove_button: #16, 1(0%)
minecraft.picked_up.stripped_spruce_wood: #16, 13(0%)
minecraft.crafted.decorated_pot: #16, 38(0%)
minecraft.crafted.glow_item_frame: #16, 15(0%)
minecraft.mined.detector_rail: #16, 1(0%)
minecraft.mined.cobblestone_slab: #16, 13(0%)
minecraft.used.jungle_leaves: #16, 32(0%)
minecraft.crafted.bamboo_sign: #16, 18(0%)
minecraft.dropped.spider_eye: #16, 260(0%)
minecraft.used.brown_terracotta: #16, 12(0%)
minecraft.dropped.stripped_spruce_log: #16, 1(0%)
minecraft.used.gravel: #16, 290(0%)
minecraft.used.bamboo_raft: #16, 1(0%)
minecraft.crafted.smooth_quartz_slab: #16, 8(0%)
minecraft.picked_up.lime_bed: #16, 1(0%)
minecraft.picked_up.wooden_sword: #16, 1(0%)
minecraft.dropped.iron_axe: #16, 2(0%)
minecraft.dropped.glow_berries: #16, 2(0%)
minecraft.dropped.spruce_fence: #16, 2(0%)
minecraft.dropped.decorated_pot: #16, 1(0%)
minecraft.dropped.pumpkin_seeds: #16, 23(0%)
minecraft.used.bamboo_stairs: #16, 6(0%)
minecraft.picked_up.dark_oak_wood: #16, 1(0%)
minecraft.crafted.pale_oak_slab: #16, 6(0%)
minecraft.crafted.magenta_terracotta: #16, 8(0%)
minecraft.used.cut_sandstone: #16, 8(0%)
minecraft.mined.blackstone_slab: #16, 1(0%)
minecraft.picked_up.black_bed: #16, 1(0%)
minecraft.crafted.black_banner: #16, 2(0%)
minecraft.picked_up.orange_stained_glass: #16, 2(0%)
minecraft.dropped.totem_of_undying: #16, 1(0%)
minecraft.used.deepslate_tile_wall: #16, 4(0%)
minecraft.mined.stripped_oak_wood: #16, 2(0%)
minecraft.picked_up.stripped_oak_wood: #16, 2(0%)
minecraft.crafted.soul_lantern: #16, 3(0%)
minecraft.dropped.mangrove_roots: #16, 2(0%)
minecraft.crafted.cyan_carpet: #16, 3(0%)
minecraft.used.crimson_planks: #16, 3(0%)
minecraft.dropped.packed_ice: #16, 2(0%)
minecraft.used.pink_wool: #16, 1(0%)
minecraft.dropped.birch_leaves: #16, 2(0%)
minecraft.picked_up.coal_block: #16, 2(0%)
minecraft.mined.resin_clump: #16, 3(0%)
minecraft.used.pale_oak_slab: #16, 1(0%)
minecraft.crafted.red_stained_glass: #16, 8(0%)
minecraft.mined.black_wool: #16, 3(0%)
minecraft.picked_up.gray_concrete_powder: #16, 4(0%)
minecraft.used.lapis_block: #16, 1(0%)
minecraft.custom.interact_with_crafting_table: #17, 2650(3%)
minecraft.used.crafting_table: #17, 198(2%)
minecraft.mined.crafting_table: #17, 158(2%)
minecraft.custom.boat_one_cm: #17, 2396563(2%)
minecraft.used.ladder: #17, 271(2%)
minecraft.picked_up.andesite: #17, 5677(2%)
minecraft.used.lantern: #17, 148(2%)
minecraft.used.soul_sand: #17, 208(2%)
minecraft.crafted.diamond_sword: #17, 3(2%)
minecraft.used.stonecutter: #17, 28(2%)
minecraft.custom.leave_game: #18, 875(3%)
minecraft.custom.talked_to_villager: #17, 921(1%)
minecraft.crafted.diamond_boots: #17, 3(2%)
minecraft.used.white_banner: #17, 19(2%)
minecraft.mined.hopper: #17, 161(2%)
minecraft.picked_up.stonecutter: #17, 24(1%)
minecraft.used.lever: #17, 142(1%)
minecraft.mined.calcite: #17, 513(2%)
minecraft.picked_up.chainmail_boots: #17, 3(2%)
minecraft.mined.kelp: #17, 65(1%)
minecraft.picked_up.iron_ore: #17, 251(1%)
minecraft.picked_up.cyan_terracotta: #17, 150(2%)
minecraft.used.crafter: #17, 40(1%)
minecraft.used.flint_and_steel: #17, 96(1%)
minecraft.dropped.enchanted_book: #17, 10(1%)
minecraft.picked_up.cobblestone: #17, 26333(1%)
minecraft.mined.scaffolding: #17, 899(1%)
minecraft.custom.traded_with_villager: #17, 4887(1%)
minecraft.picked_up.nether_quartz_ore: #17, 148(1%)
minecraft.mined.attached_melon_stem: #17, 2(1%)
minecraft.mined.bamboo: #17, 406(1%)
minecraft.dropped.iron_shovel: #17, 2(1%)
minecraft.dropped.chainmail_leggings: #17, 1(1%)
minecraft.crafted.blue_shulker_box: #17, 1(1%)
minecraft.picked_up.polished_andesite: #17, 51(1%)
minecraft.mined.deepslate_copper_ore: #17, 55(1%)
minecraft.crafted.black_shulker_box: #17, 1(1%)
minecraft.used.dark_oak_trapdoor: #17, 89(1%)
minecraft.crafted.stone_slab: #17, 246(1%)
minecraft.crafted.shulker_box: #17, 85(1%)
minecraft.picked_up.book: #17, 81(1%)
minecraft.crafted.black_concrete_powder: #17, 520(1%)
minecraft.killed_by.creeper: #17, 1(1%)
minecraft.picked_up.shears: #17, 11(1%)
minecraft.used.glass: #17, 1290(1%)
minecraft.dropped.spruce_sign: #17, 4(1%)
minecraft.crafted.gold_ingot: #17, 1204(1%)
minecraft.crafted.black_stained_glass_pane: #17, 80(1%)
minecraft.picked_up.gold_ore: #17, 12(1%)
minecraft.used.glass_pane: #17, 23(1%)
minecraft.used.coal_ore: #17, 287(1%)
minecraft.mined.polished_andesite: #17, 28(1%)
minecraft.dropped.trident: #17, 1(1%)
minecraft.crafted.stone_sword: #17, 2(1%)
minecraft.picked_up.poppy: #17, 229(0%)
minecraft.used.pale_oak_trapdoor: #17, 19(1%)
minecraft.crafted.pale_oak_trapdoor: #17, 20(1%)
minecraft.picked_up.gray_carpet: #17, 25(0%)
minecraft.picked_up.warped_wart_block: #17, 119(0%)
minecraft.used.gray_carpet: #17, 51(0%)
minecraft.crafted.comparator: #17, 24(0%)
minecraft.crafted.name_tag: #17, 8(0%)
minecraft.dropped.birch_sapling: #17, 3(0%)
minecraft.dropped.shulker_box: #17, 8(0%)
minecraft.dropped.glass_bottle: #17, 68(0%)
minecraft.crafted.white_carpet: #17, 27(0%)
minecraft.crafted.light_gray_carpet: #17, 45(0%)
minecraft.used.magma_block: #17, 71(0%)
minecraft.mined.bamboo_fence: #17, 4(0%)
minecraft.picked_up.spectral_arrow: #17, 47(0%)
minecraft.crafted.gray_carpet: #17, 36(0%)
minecraft.killed.iron_golem: #17, 1(0%)
minecraft.mined.weeping_vines_plant: #17, 2(0%)
minecraft.used.cherry_log: #17, 14(0%)
minecraft.crafted.stone_brick_wall: #17, 6(0%)
minecraft.crafted.flint_and_steel: #17, 4(0%)
minecraft.dropped.soul_sand: #17, 9(0%)
minecraft.used.end_stone_bricks: #17, 1(0%)
minecraft.used.cooked_mutton: #17, 5(0%)
minecraft.picked_up.golden_sword: #17, 3(0%)
minecraft.used.stone_pressure_plate: #17, 5(0%)
minecraft.mined.dark_oak_wood: #17, 1(0%)
minecraft.dropped.bamboo: #17, 79(0%)
minecraft.mined.deepslate_brick_slab: #17, 5(0%)
minecraft.picked_up.copper_ingot: #17, 23(0%)
minecraft.crafted.polished_deepslate_slab: #17, 4(0%)
minecraft.killed.wither_skeleton: #17, 23(0%)
minecraft.dropped.blackstone: #17, 9(0%)
minecraft.dropped.orange_terracotta: #17, 2(0%)
minecraft.used.lime_bed: #17, 1(0%)
minecraft.mined.light_blue_stained_glass: #17, 3(0%)
minecraft.used.cracked_stone_bricks: #17, 5(0%)
minecraft.used.soul_lantern: #17, 2(0%)
minecraft.used.trident: #17, 16(0%)
minecraft.mined.light_blue_concrete: #17, 12(0%)
minecraft.used.black_wool: #17, 19(0%)
minecraft.picked_up.gray_terracotta: #17, 1(0%)
minecraft.used.poppy: #17, 3(0%)
minecraft.dropped.redstone_block: #17, 1(0%)
minecraft.picked_up.copper_block: #17, 23(0%)
minecraft.used.light_blue_concrete_powder: #17, 4(0%)
minecraft.used.pink_concrete_powder: #17, 1(0%)
minecraft.custom.climb_one_cm: #18, 1935937(2%)
minecraft.used.diamond_axe: #18, 23985(2%)
minecraft.mined.iron_ore: #18, 675(2%)
minecraft.crafted.emerald: #18, 9255(2%)
minecraft.mined.ladder: #18, 37(1%)
minecraft.picked_up.redstone_block: #18, 177(1%)
minecraft.mined.redstone_ore: #18, 42(1%)
minecraft.picked_up.scaffolding: #18, 2389(1%)
minecraft.picked_up.chain: #18, 73(1%)
minecraft.crafted.paper: #18, 2421(1%)
minecraft.used.hopper: #18, 462(1%)
minecraft.dropped.dirt: #18, 1304(1%)
minecraft.mined.glowstone: #18, 59(1%)
minecraft.picked_up.coal: #18, 2618(1%)
minecraft.mined.ochre_froglight: #18, 35(1%)
minecraft.picked_up.dark_oak_trapdoor: #18, 33(1%)
minecraft.crafted.white_bed: #18, 6(1%)
minecraft.used.calcite: #18, 154(1%)
minecraft.crafted.golden_helmet: #18, 1(1%)
minecraft.mined.iron_trapdoor: #18, 11(1%)
minecraft.used.black_concrete_powder: #18, 515(1%)
minecraft.picked_up.pale_oak_log: #18, 364(1%)
minecraft.crafted.dark_oak_trapdoor: #18, 90(1%)
minecraft.mined.dripstone_block: #18, 335(1%)
minecraft.dropped.crafting_table: #18, 3(1%)
minecraft.picked_up.glowstone: #18, 59(1%)
minecraft.mined.black_stained_glass: #18, 25(0%)
minecraft.crafted.lapis_block: #18, 46(0%)
minecraft.mined.tuff_brick_slab: #18, 8(0%)
minecraft.dropped.stone_button: #18, 4(0%)
minecraft.mined.raw_copper_block: #18, 1(0%)
minecraft.mined.dark_oak_sapling: #18, 2(0%)
minecraft.dropped.lapis_ore: #18, 1(0%)
minecraft.dropped.lapis_lazuli: #18, 18(0%)
minecraft.used.dripstone_block: #18, 58(0%)
minecraft.crafted.bread: #18, 112(0%)
minecraft.mined.smooth_quartz_slab: #18, 10(0%)
minecraft.custom.time_since_rest: #18, 166358(0%)
minecraft.crafted.stonecutter: #18, 4(0%)
minecraft.picked_up.crimson_nylium: #18, 18(0%)
minecraft.used.yellow_dye: #18, 3(0%)
minecraft.crafted.brick: #18, 357(0%)
minecraft.picked_up.pale_oak_sapling: #18, 24(0%)
minecraft.dropped.sand: #18, 139(0%)
minecraft.crafted.stone_stairs: #18, 9(0%)
minecraft.used.black_stained_glass_pane: #18, 22(0%)
minecraft.mined.warped_wart_block: #18, 58(0%)
minecraft.picked_up.mangrove_sign: #18, 1(0%)
minecraft.crafted.smooth_stone_slab: #18, 72(0%)
minecraft.used.tnt: #18, 31(0%)
minecraft.mined.acacia_wood: #18, 2(0%)
minecraft.used.light_gray_carpet: #18, 19(0%)
minecraft.mined.bamboo_stairs: #18, 1(0%)
minecraft.mined.polished_blackstone: #18, 1(0%)
minecraft.used.diamond_chestplate: #18, 1(0%)
minecraft.dropped.shears: #18, 2(0%)
minecraft.picked_up.gray_bed: #18, 1(0%)
minecraft.mined.deepslate_tile_wall: #18, 1(0%)
minecraft.dropped.spruce_leaves: #18, 6(0%)
minecraft.dropped.flowering_azalea: #18, 4(0%)
minecraft.picked_up.weeping_vines: #18, 4(0%)
minecraft.used.glowstone: #18, 5(0%)
minecraft.dropped.chain: #18, 1(0%)
minecraft.crafted.deepslate_tile_slab: #18, 2(0%)
minecraft.crafted.snow_block: #18, 14(0%)
minecraft.dropped.calcite: #18, 1(0%)
minecraft.mined.stripped_cherry_log: #18, 1(0%)
minecraft.used.polished_blackstone: #18, 2(0%)
minecraft.used.copper_block: #18, 40(0%)
minecraft.dropped.tnt: #18, 1(0%)
minecraft.crafted.light_blue_concrete_powder: #18, 8(0%)
minecraft.picked_up.magenta_wool: #18, 1(0%)
minecraft.used.mushroom_stem: #18, 1(0%)
minecraft.picked_up.chainmail_chestplate: #19, 2(2%)
minecraft.picked_up.hopper: #19, 158(1%)
minecraft.dropped.leather_helmet: #19, 3(1%)
minecraft.mined.granite: #19, 3101(1%)
minecraft.used.scaffolding: #19, 2185(1%)
minecraft.used.powered_rail: #19, 229(1%)
minecraft.used.pumpkin_seeds: #19, 21(1%)
minecraft.crafted.glass: #19, 1192(1%)
minecraft.mined.oak_fence_gate: #19, 2(1%)
minecraft.used.kelp: #19, 106(1%)
minecraft.mined.dark_oak_stairs: #19, 9(1%)
minecraft.crafted.powered_rail: #19, 108(1%)
minecraft.used.iron_sword: #19, 124(1%)
minecraft.mined.pale_oak_log: #19, 255(1%)
minecraft.dropped.potion: #19, 19(1%)
minecraft.dropped.tuff: #19, 103(0%)
minecraft.dropped.birch_sign: #19, 1(1%)
minecraft.used.bamboo_sign: #19, 21(0%)
minecraft.dropped.egg: #19, 27(0%)
minecraft.dropped.redstone: #19, 85(0%)
minecraft.crafted.enchanted_book: #19, 20(0%)
minecraft.mined.black_stained_glass_pane: #19, 2(0%)
minecraft.dropped.granite: #19, 70(0%)
minecraft.mined.pumpkin_stem: #19, 2(0%)
minecraft.crafted.yellow_shulker_box: #19, 1(0%)
minecraft.dropped.phantom_membrane: #19, 1(0%)
minecraft.crafted.bamboo_planks: #19, 910(0%)
minecraft.used.cobbled_deepslate_slab: #19, 63(0%)
minecraft.dropped.copper_ore: #19, 8(0%)
minecraft.mined.melon_stem: #19, 1(0%)
minecraft.dropped.armor_stand: #19, 1(0%)
minecraft.picked_up.magma_block: #19, 90(0%)
minecraft.mined.crimson_nylium: #19, 12(0%)
minecraft.used.heavy_weighted_pressure_plate: #19, 1(0%)
minecraft.picked_up.tuff_brick_slab: #19, 9(0%)
minecraft.mined.nether_brick_fence: #19, 1(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #19, 1(0%)
minecraft.mined.light_gray_carpet: #19, 2(0%)
minecraft.dropped.moss_carpet: #19, 39(0%)
minecraft.custom.interact_with_smoker: #19, 4(0%)
minecraft.crafted.sugar: #19, 18(0%)
minecraft.used.black_stained_glass: #19, 57(0%)
minecraft.used.cobbled_deepslate_stairs: #19, 8(0%)
minecraft.mined.green_carpet: #19, 1(0%)
minecraft.mined.cobbled_deepslate_slab: #19, 3(0%)
minecraft.dropped.hopper: #19, 1(0%)
minecraft.picked_up.stripped_cherry_log: #19, 2(0%)
minecraft.crafted.raw_iron_block: #19, 4(0%)
minecraft.dropped.bread: #19, 11(0%)
minecraft.used.warped_wart_block: #19, 1(0%)
minecraft.used.dark_oak_wood: #19, 3(0%)
minecraft.dropped.smooth_stone_slab: #19, 1(0%)
minecraft.crafted.dark_oak_wood: #19, 3(0%)
minecraft.picked_up.ice: #19, 34(0%)
minecraft.mined.ice: #19, 39(0%)
minecraft.used.amethyst_block: #19, 1(0%)
minecraft.mined.brown_terracotta: #19, 1(0%)
minecraft.custom.interact_with_furnace: #20, 1095(2%)
minecraft.used.diamond_pickaxe: #20, 96216(1%)
minecraft.mined.andesite: #20, 4075(1%)
minecraft.used.rail: #20, 796(1%)
minecraft.crafted.iron_nugget: #20, 2025(1%)
minecraft.crafted.scaffolding: #20, 664(1%)
minecraft.used.diamond_shovel: #20, 45078(1%)
minecraft.picked_up.rail: #20, 503(1%)
minecraft.crafted.lever: #20, 70(1%)
minecraft.picked_up.ladder: #20, 69(1%)
minecraft.mined.smooth_basalt: #20, 85(1%)
minecraft.dropped.saddle: #20, 1(1%)
minecraft.used.bamboo: #20, 168(1%)
minecraft.dropped.stone: #20, 2054(1%)
minecraft.dropped.diamond_axe: #20, 2(1%)
minecraft.mined.dark_oak_trapdoor: #20, 16(1%)
minecraft.mined.chain: #20, 28(1%)
minecraft.crafted.iron_sword: #20, 2(1%)
minecraft.mined.red_wool: #20, 15(1%)
minecraft.picked_up.iron_ingot: #20, 714(1%)
minecraft.dropped.iron_chestplate: #20, 1(1%)
minecraft.mined.amethyst_block: #20, 85(1%)
minecraft.crafted.hopper_minecart: #20, 6(1%)
minecraft.crafted.dark_oak_stairs: #20, 40(1%)
minecraft.mined.cyan_terracotta: #20, 45(1%)
minecraft.dropped.gravel: #20, 250(0%)
minecraft.used.diamond_helmet: #20, 1(1%)
minecraft.picked_up.bell: #20, 1(0%)
minecraft.crafted.raw_copper_block: #20, 125(0%)
minecraft.dropped.scaffolding: #20, 31(0%)
minecraft.dropped.iron_ingot: #20, 65(0%)
minecraft.used.dark_oak_stairs: #20, 16(0%)
minecraft.crafted.stone_shovel: #20, 1(0%)
minecraft.crafted.gray_shulker_box: #20, 1(0%)
minecraft.used.melon_seeds: #20, 3(0%)
minecraft.used.chiseled_tuff: #20, 16(0%)
minecraft.crafted.glass_bottle: #20, 45(0%)
minecraft.dropped.gunpowder: #20, 35(0%)
minecraft.picked_up.acacia_wood: #20, 2(0%)
minecraft.mined.polished_deepslate_stairs: #20, 2(0%)
minecraft.dropped.azalea: #20, 9(0%)
minecraft.used.sea_lantern: #20, 6(0%)
minecraft.used.white_carpet: #20, 7(0%)
minecraft.crafted.crimson_planks: #20, 20(0%)
minecraft.crafted.cooked_porkchop: #20, 1(0%)
minecraft.crafted.stone_brick_slab: #20, 6(0%)
minecraft.dropped.mossy_cobblestone: #20, 1(0%)
minecraft.used.experience_bottle: #20, 4(0%)
minecraft.mined.cracked_stone_bricks: #20, 1(0%)
minecraft.used.ice: #20, 6(0%)
minecraft.mined.gray_concrete: #20, 5(0%)
minecraft.used.gray_concrete: #20, 3(0%)
minecraft.dropped.diamond_sword: #21, 4(2%)
minecraft.picked_up.powered_rail: #21, 133(1%)
minecraft.mined.powered_rail: #21, 71(1%)
minecraft.crafted.rail: #21, 352(1%)
minecraft.used.diamond_boots: #21, 3(1%)
minecraft.custom.animals_bred: #21, 131(1%)
minecraft.picked_up.flint: #21, 110(1%)
minecraft.used.minecart: #21, 18(1%)
minecraft.mined.rail: #21, 173(1%)
minecraft.used.chiseled_tuff_bricks: #21, 78(0%)
minecraft.dropped.string: #21, 67(0%)
minecraft.crafted.cauldron: #21, 7(0%)
minecraft.picked_up.amethyst_block: #21, 59(0%)
minecraft.dropped.name_tag: #21, 1(0%)
minecraft.crafted.shears: #21, 33(0%)
minecraft.used.egg: #21, 87(0%)
minecraft.used.melon: #21, 2(0%)
minecraft.mined.crimson_fungus: #21, 1(0%)
minecraft.mined.cobbled_deepslate_stairs: #21, 1(0%)
minecraft.picked_up.yellow_bed: #21, 1(0%)
minecraft.used.cobblestone_stairs: #21, 8(0%)
minecraft.dropped.kelp: #21, 12(0%)
minecraft.dropped.rail: #21, 2(0%)
minecraft.used.blackstone: #21, 16(0%)
minecraft.dropped.obsidian: #21, 1(0%)
minecraft.mined.stone_brick_slab: #21, 3(0%)
minecraft.picked_up.crimson_fungus: #21, 2(0%)
minecraft.picked_up.glowstone_dust: #21, 4(0%)
minecraft.dropped.dripstone_block: #21, 1(0%)
minecraft.picked_up.crimson_roots: #21, 5(0%)
minecraft.mined.crimson_stem: #21, 2(0%)
minecraft.crafted.black_stained_glass: #21, 8(0%)
minecraft.used.emerald_block: #21, 1(0%)
minecraft.killed.zombified_piglin: #21, 3(0%)
minecraft.picked_up.diamond_shovel: #22, 12(1%)
minecraft.dropped.leather_leggings: #22, 3(1%)
minecraft.custom.time_since_death: #22, 424968(0%)
minecraft.crafted.iron_helmet: #22, 1(1%)
minecraft.crafted.minecart: #22, 22(1%)
minecraft.picked_up.bamboo: #22, 1863(0%)
minecraft.used.diamond_sword: #22, 4081(0%)
minecraft.mined.dark_oak_fence: #22, 10(0%)
minecraft.picked_up.minecart: #22, 11(0%)
minecraft.used.dark_oak_fence: #22, 21(0%)
minecraft.mined.bamboo_wall_sign: #22, 1(0%)
minecraft.used.nether_wart: #22, 19(0%)
minecraft.used.bone_block: #22, 23(0%)
minecraft.crafted.firework_rocket: #22, 171(0%)
minecraft.picked_up.gray_concrete: #22, 6(0%)
minecraft.crafted.charcoal: #22, 2(0%)
minecraft.crafted.gray_concrete_powder: #22, 8(0%)
minecraft.dropped.poppy: #22, 4(0%)
minecraft.crafted.iron_ingot: #23, 5484(1%)
minecraft.crafted.iron_boots: #23, 1(1%)
minecraft.dropped.diamond_shovel: #23, 1(0%)
minecraft.crafted.iron_bars: #23, 96(0%)
minecraft.mined.kelp_plant: #23, 20(0%)
minecraft.dropped.cobblestone: #23, 407(0%)
minecraft.dropped.diamond: #23, 17(0%)
minecraft.mined.nether_wart: #23, 15(0%)
