stat, rank, value, (percentage) 
minecraft.picked_up.rail: #6, 2531(5%)
minecraft.mined.waxed_copper_bulb: #6, 88(7%)
minecraft.mined.nether_gold_ore: #6, 234(6%)
minecraft.picked_up.waxed_copper_bulb: #6, 88(6%)
minecraft.used.warped_door: #5, 2(3%)
minecraft.dropped.mossy_stone_bricks: #5, 32(2%)
minecraft.mined.bone_block: #6, 365(5%)
minecraft.crafted.copper_grate: #6, 124(10%)
minecraft.dropped.orange_stained_glass: #5, 8(4%)
minecraft.picked_up.spruce_fence_gate: #6, 116(6%)
minecraft.used.pink_stained_glass: #5, 51(2%)
minecraft.mined.ice: #5, 2641(1%)
minecraft.used.gray_bed: #5, 16(2%)
minecraft.dropped.golden_horse_armor: #5, 1(3%)
minecraft.picked_up.spruce_sign: #6, 101(4%)
minecraft.mined.resin_block: #5, 64(1%)
minecraft.mined.kelp: #6, 215(5%)
minecraft.picked_up.netherite_ingot: #5, 1(3%)
minecraft.used.potato: #6, 446(5%)
minecraft.dropped.coal_block: #5, 14(2%)
minecraft.used.resin_block: #5, 66(1%)
minecraft.used.exposed_copper_grate: #5, 6(3%)
minecraft.crafted.writable_book: #6, 65(5%)
minecraft.used.tube_coral: #5, 2(2%)
minecraft.crafted.purple_bed: #5, 3(2%)
minecraft.picked_up.orange_concrete: #6, 411(7%)
minecraft.custom.raid_win: #5, 67(1%)
minecraft.crafted.coal_block: #6, 1119(5%)
minecraft.crafted.white_carpet: #6, 435(5%)
minecraft.crafted.lime_bed: #5, 8(1%)
minecraft.mined.polished_andesite: #6, 233(5%)
minecraft.used.cobbled_deepslate_slab: #6, 978(6%)
minecraft.mined.dark_oak_button: #5, 2(1%)
minecraft.crafted.nether_brick_wall: #5, 11(2%)
minecraft.crafted.resin_brick: #5, 4(2%)
minecraft.killed.enderman: #6, 43041(4%)
minecraft.killed.cat: #5, 1(1%)
minecraft.crafted.waxed_oxidized_cut_copper_slab: #6, 64(8%)
minecraft.dropped.tuff: #6, 961(4%)
minecraft.picked_up.coal_block: #6, 268(6%)
minecraft.used.cyan_terracotta: #6, 3600(5%)
minecraft.dropped.pink_concrete_powder: #5, 2(0%)
minecraft.mined.spruce_wall_hanging_sign: #6, 8(7%)
minecraft.picked_up.deepslate_gold_ore: #6, 404(4%)
minecraft.used.tuff_stairs: #6, 107(7%)
minecraft.used.pufferfish_bucket: #6, 11(7%)
minecraft.used.deepslate_brick_stairs: #6, 591(5%)
minecraft.crafted.blue_dye: #6, 1730(4%)
minecraft.picked_up.mossy_stone_bricks: #6, 255(4%)
minecraft.dropped.snow: #6, 133(5%)
minecraft.used.gray_carpet: #6, 413(4%)
minecraft.used.warped_wart_block: #6, 94(4%)
minecraft.used.chiseled_polished_blackstone: #6, 17(7%)
minecraft.picked_up.exposed_copper_grate: #6, 9(5%)
minecraft.mined.barrel: #7, 264(7%)
minecraft.mined.waxed_copper_trapdoor: #6, 11(5%)
minecraft.used.purple_wool: #6, 68(4%)
minecraft.crafted.cookie: #6, 396(5%)
minecraft.mined.blackstone_slab: #6, 26(4%)
minecraft.crafted.white_terracotta: #6, 264(3%)
minecraft.picked_up.netherite_upgrade_smithing_template: #6, 3(4%)
minecraft.mined.suspicious_gravel: #6, 30(5%)
minecraft.picked_up.soul_campfire: #6, 4(6%)
minecraft.crafted.mossy_cobblestone_wall: #6, 13(4%)
minecraft.mined.spruce_trapdoor: #7, 660(6%)
minecraft.crafted.waxed_oxidized_copper_grate: #6, 20(4%)
minecraft.dropped.deepslate_tiles: #6, 33(3%)
minecraft.crafted.waxed_oxidized_cut_copper: #6, 64(4%)
minecraft.crafted.chiseled_copper: #6, 20(4%)
minecraft.custom.interact_with_blast_furnace: #7, 243(5%)
minecraft.mined.spruce_slab: #7, 591(6%)
minecraft.mined.dark_prismarine_slab: #6, 16(3%)
minecraft.used.stone_brick_stairs: #7, 636(6%)
minecraft.killed.trader_llama: #7, 23(6%)
minecraft.picked_up.dark_prismarine_slab: #6, 19(4%)
minecraft.used.blue_ice: #6, 85(2%)
minecraft.picked_up.andesite: #7, 14329(5%)
minecraft.picked_up.blackstone_slab: #6, 31(2%)
minecraft.mined.smooth_red_sandstone_stairs: #6, 12(3%)
minecraft.crafted.cobblestone_stairs: #6, 97(2%)
minecraft.mined.cyan_stained_glass: #6, 22(2%)
minecraft.used.diamond_ore: #6, 2(4%)
minecraft.used.dark_oak_boat: #6, 3(3%)
minecraft.picked_up.raw_gold_block: #6, 18(2%)
minecraft.crafted.spruce_planks: #7, 33188(5%)
minecraft.mined.daylight_detector: #6, 4(2%)
minecraft.used.deepslate_bricks: #7, 2205(6%)
minecraft.mined.ochre_froglight: #7, 185(5%)
minecraft.mined.light_gray_concrete: #7, 635(6%)
minecraft.used.raw_iron_block: #6, 44(2%)
minecraft.picked_up.cyan_harness: #6, 1(4%)
minecraft.mined.moss_carpet: #7, 428(5%)
minecraft.crafted.raw_gold_block: #6, 53(1%)
minecraft.used.leather_chestplate: #7, 9(4%)
minecraft.picked_up.pale_oak_wood: #6, 10(2%)
minecraft.dropped.orange_shulker_box: #6, 1(3%)
minecraft.picked_up.ice: #6, 1818(1%)
minecraft.used.clay: #7, 480(6%)
minecraft.used.big_dripleaf: #6, 21(2%)
minecraft.crafted.rail: #7, 1696(5%)
minecraft.used.bubble_coral_block: #6, 10(2%)
minecraft.used.pale_oak_wood: #6, 43(1%)
minecraft.dropped.warped_stem: #6, 10(2%)
minecraft.picked_up.potato: #7, 2022(4%)
minecraft.crafted.diamond_helmet: #7, 5(5%)
minecraft.custom.interact_with_beacon: #7, 65(5%)
minecraft.picked_up.netherite_chestplate: #7, 5(6%)
minecraft.used.waxed_chiseled_copper: #6, 35(1%)
minecraft.picked_up.clay: #7, 1350(4%)
minecraft.crafted.mossy_stone_brick_stairs: #6, 14(1%)
minecraft.mined.dried_ghast: #6, 2(1%)
minecraft.crafted.white_bed: #7, 29(5%)
minecraft.crafted.enchanting_table: #7, 2(5%)
minecraft.dropped.copper_trapdoor: #6, 1(1%)
minecraft.dropped.deepslate_brick_stairs: #6, 1(1%)
minecraft.killed.evoker: #6, 518(0%)
minecraft.picked_up.tropical_fish: #7, 53(5%)
minecraft.killed.pillager: #6, 3357(0%)
minecraft.killed.vindicator: #6, 2329(0%)
minecraft.used.white_concrete_powder: #7, 4419(4%)
minecraft.crafted.waxed_copper_block: #6, 25(1%)
minecraft.crafted.snow: #6, 132(0%)
minecraft.custom.raid_trigger: #6, 159(0%)
minecraft.picked_up.golden_leggings: #7, 16(4%)
minecraft.mined.stone: #7, 273995(4%)
minecraft.crafted.bow: #7, 85(4%)
minecraft.picked_up.writable_book: #7, 24(4%)
minecraft.crafted.shulker_box: #7, 450(4%)
minecraft.used.spruce_hanging_sign: #7, 23(5%)
minecraft.crafted.black_shulker_box: #7, 5(5%)
minecraft.custom.target_hit: #7, 213(3%)
minecraft.crafted.waxed_oxidized_cut_copper_stairs: #7, 40(6%)
minecraft.crafted.white_concrete_powder: #7, 4416(4%)
minecraft.picked_up.spruce_hanging_sign: #7, 14(4%)
minecraft.mined.chiseled_polished_blackstone: #7, 5(7%)
minecraft.used.glass_pane: #7, 127(4%)
minecraft.picked_up.gray_carpet: #7, 197(4%)
minecraft.mined.deepslate_lapis_ore: #7, 280(3%)
minecraft.crafted.netherite_axe: #7, 1(7%)
minecraft.mined.spruce_sign: #7, 5(4%)
minecraft.custom.damage_resisted: #8, 18575(4%)
minecraft.used.red_dye: #7, 15(4%)
minecraft.mined.deepslate_diamond_ore: #7, 1800(3%)
minecraft.mined.exposed_copper_grate: #7, 9(5%)
minecraft.crafted.enchanted_book: #7, 147(3%)
minecraft.used.iron_leggings: #7, 1(7%)
minecraft.dropped.raw_gold: #7, 20(5%)
minecraft.mined.cobbled_deepslate_slab: #7, 89(3%)
minecraft.picked_up.deepslate_iron_ore: #7, 204(3%)
minecraft.picked_up.phantom_membrane: #7, 46(3%)
minecraft.used.deepslate_brick_slab: #7, 512(3%)
minecraft.crafted.gray_carpet: #7, 378(3%)
minecraft.dropped.melon_seeds: #7, 24(3%)
minecraft.dropped.leaf_litter: #7, 12(5%)
minecraft.crafted.netherite_chestplate: #7, 2(5%)
minecraft.picked_up.chiseled_stone_bricks: #7, 83(3%)
minecraft.crafted.netherite_helmet: #7, 2(4%)
minecraft.crafted.orange_shulker_box: #7, 10(3%)
minecraft.dropped.smooth_stone_slab: #7, 109(3%)
minecraft.dropped.trial_key: #7, 9(4%)
minecraft.crafted.netherite_sword: #7, 1(5%)
minecraft.crafted.pale_oak_wood: #7, 144(3%)
minecraft.picked_up.orange_stained_glass_pane: #7, 25(3%)
minecraft.picked_up.cracked_stone_bricks: #7, 204(2%)
minecraft.used.deepslate_iron_ore: #7, 122(2%)
minecraft.mined.sea_pickle: #7, 52(2%)
minecraft.used.netherite_sword: #7, 19943(3%)
minecraft.dropped.magma_cream: #7, 9(3%)
minecraft.mined.conduit: #7, 1(5%)
minecraft.picked_up.dark_oak_log: #8, 5373(6%)
minecraft.crafted.chest_minecart: #7, 9(4%)
minecraft.custom.walk_on_water_one_cm: #9, 6588962(5%)
minecraft.used.bow: #8, 4530(5%)
minecraft.picked_up.black_stained_glass_pane: #8, 50(6%)
minecraft.dropped.spruce_button: #7, 10(3%)
minecraft.mined.polished_andesite_slab: #7, 21(2%)
minecraft.crafted.soul_campfire: #7, 38(3%)
minecraft.used.cyan_stained_glass: #7, 130(2%)
minecraft.used.red_concrete_powder: #7, 256(2%)
minecraft.mined.pumpkin: #8, 2159(5%)
minecraft.used.spore_blossom: #7, 6(2%)
minecraft.used.diamond_chestplate: #7, 9(2%)
minecraft.killed.creeper: #7, 250(1%)
minecraft.used.snow: #7, 1291(2%)
minecraft.mined.snow: #7, 7331(1%)
minecraft.used.mossy_stone_brick_stairs: #7, 14(2%)
minecraft.used.white_concrete: #8, 5240(5%)
minecraft.dropped.sea_lantern: #7, 2(2%)
minecraft.picked_up.cyan_stained_glass: #7, 22(2%)
minecraft.used.cobblestone_stairs: #7, 103(1%)
minecraft.used.smooth_red_sandstone_stairs: #7, 43(2%)
minecraft.used.tube_coral_fan: #7, 4(2%)
minecraft.dropped.jukebox: #7, 1(3%)
minecraft.picked_up.barrel: #8, 268(5%)
minecraft.dropped.copper_ingot: #7, 70(1%)
minecraft.picked_up.resin_block: #7, 64(1%)
minecraft.picked_up.smooth_red_sandstone_stairs: #7, 13(2%)
minecraft.used.beacon: #8, 35(5%)
minecraft.crafted.deepslate_brick_stairs: #7, 44(1%)
minecraft.picked_up.golden_helmet: #8, 18(5%)
minecraft.dropped.music_disc_cat: #7, 1(1%)
minecraft.picked_up.diorite: #8, 11914(4%)
minecraft.used.coal_block: #7, 74(1%)
minecraft.used.black_carpet: #7, 166(1%)
minecraft.mined.beacon: #8, 22(4%)
minecraft.mined.fire_coral_block: #7, 25(1%)
minecraft.picked_up.beacon: #8, 23(4%)
minecraft.mined.polished_deepslate_stairs: #8, 83(5%)
minecraft.mined.warped_wart_block: #8, 1193(5%)
minecraft.picked_up.polished_andesite: #8, 291(4%)
minecraft.picked_up.black_carpet: #7, 106(0%)
minecraft.dropped.black_stained_glass_pane: #7, 1(1%)
minecraft.dropped.cobbled_deepslate_stairs: #7, 2(1%)
minecraft.used.nether_brick_wall: #7, 5(1%)
minecraft.killed.horse: #7, 4(1%)
minecraft.killed.witch: #7, 725(0%)
minecraft.used.dried_ghast: #7, 3(0%)
minecraft.dropped.porkchop: #7, 26(0%)
minecraft.used.horn_coral: #7, 1(0%)
minecraft.used.dead_fire_coral_block: #7, 1(0%)
minecraft.dropped.pink_concrete: #7, 2(0%)
minecraft.picked_up.warped_wart_block: #8, 1194(5%)
minecraft.mined.glass: #8, 852(4%)
minecraft.picked_up.snowball: #8, 5313(3%)
minecraft.used.smoker: #8, 20(5%)
minecraft.picked_up.nether_quartz_ore: #8, 551(4%)
minecraft.picked_up.chest: #8, 1083(4%)
minecraft.used.enchanting_table: #8, 3(4%)
minecraft.picked_up.flowering_azalea: #8, 442(3%)
minecraft.mined.polished_deepslate_wall: #8, 34(4%)
minecraft.mined.blast_furnace: #8, 17(3%)
minecraft.used.orange_bed: #8, 9(4%)
minecraft.dropped.gray_bed: #8, 1(7%)
minecraft.custom.interact_with_smoker: #8, 75(3%)
minecraft.custom.drop: #9, 13628(4%)
minecraft.picked_up.azalea: #8, 712(3%)
minecraft.crafted.raw_copper: #8, 6741(3%)
minecraft.picked_up.polished_deepslate_slab: #8, 121(3%)
minecraft.dropped.smooth_basalt: #8, 23(4%)
minecraft.used.light_gray_concrete: #8, 305(3%)
minecraft.used.copper_ore: #8, 941(2%)
minecraft.picked_up.warped_nylium: #8, 198(3%)
minecraft.crafted.polished_deepslate_stairs: #8, 40(3%)
minecraft.picked_up.cooked_porkchop: #8, 346(2%)
minecraft.used.lime_dye: #8, 5(4%)
minecraft.crafted.blackstone_slab: #8, 60(4%)
minecraft.used.leather_helmet: #8, 1(5%)
minecraft.dropped.magma_block: #8, 35(3%)
minecraft.dropped.dark_oak_sapling: #8, 9(3%)
minecraft.dropped.deepslate_bricks: #8, 9(3%)
minecraft.custom.sneak_time: #10, 5536627(5%)
minecraft.mined.amethyst_cluster: #8, 230(2%)
minecraft.crafted.netherite_boots: #8, 2(3%)
minecraft.picked_up.warped_roots: #8, 740(2%)
minecraft.used.cyan_dye: #8, 10(3%)
minecraft.picked_up.porkchop: #8, 85(2%)
minecraft.dropped.nether_quartz_ore: #8, 11(4%)
minecraft.crafted.mossy_stone_bricks: #8, 540(3%)
minecraft.killed.skeleton: #8, 1188(2%)
minecraft.crafted.cyan_wool: #8, 64(3%)
minecraft.mined.smooth_stone_slab: #8, 173(2%)
minecraft.used.blast_furnace: #8, 50(2%)
minecraft.crafted.glistering_melon_slice: #8, 39(4%)
minecraft.dropped.stone_brick_stairs: #8, 16(3%)
minecraft.picked_up.amethyst_shard: #8, 894(2%)
minecraft.mined.spruce_pressure_plate: #8, 3(3%)
minecraft.used.detector_rail: #8, 12(2%)
minecraft.dropped.beacon: #8, 1(5%)
minecraft.picked_up.chiseled_polished_blackstone: #8, 5(3%)
minecraft.mined.closed_eyeblossom: #8, 13(2%)
minecraft.picked_up.conduit: #8, 1(4%)
minecraft.crafted.birch_stairs: #8, 44(2%)
minecraft.mined.dark_prismarine_stairs: #8, 4(3%)
minecraft.dropped.amethyst_block: #8, 12(2%)
minecraft.mined.spruce_wall_sign: #9, 27(5%)
minecraft.dropped.clock: #8, 1(2%)
minecraft.used.birch_stairs: #8, 31(1%)
minecraft.crafted.cooked_mutton: #8, 38(1%)
minecraft.mined.smooth_stone: #8, 261(1%)
minecraft.picked_up.dark_oak_boat: #8, 2(2%)
minecraft.used.golden_helmet: #8, 1(2%)
minecraft.used.bush: #8, 20(2%)
minecraft.used.pale_moss_block: #8, 188(1%)
minecraft.picked_up.shulker_box: #9, 3244(4%)
minecraft.used.bubble_coral_fan: #8, 3(2%)
minecraft.picked_up.jungle_door: #8, 1(2%)
minecraft.picked_up.waxed_weathered_copper_grate: #8, 5(1%)
minecraft.mined.powered_rail: #9, 331(5%)
minecraft.used.horn_coral_block: #8, 11(1%)
minecraft.used.enchanted_golden_apple: #8, 1(2%)
minecraft.mined.hopper: #9, 482(5%)
minecraft.picked_up.dark_prismarine_stairs: #8, 4(2%)
minecraft.used.warped_fungus: #8, 60(1%)
minecraft.mined.warped_wall_sign: #8, 1(1%)
minecraft.mined.purple_wool: #8, 4(1%)
minecraft.dropped.gold_ore: #8, 1(1%)
minecraft.picked_up.melon: #9, 1580(4%)
minecraft.crafted.light_blue_shulker_box: #8, 2(0%)
minecraft.dropped.melon: #8, 44(1%)
minecraft.crafted.lapis_lazuli: #9, 945(4%)
minecraft.used.fire_coral: #8, 2(1%)
minecraft.used.waxed_weathered_copper_grate: #8, 25(1%)
minecraft.used.horn_coral_fan: #8, 3(1%)
minecraft.dropped.dark_oak_stairs: #8, 1(1%)
minecraft.mined.oak_slab: #9, 96(4%)
minecraft.crafted.dark_oak_slab: #9, 1082(4%)
minecraft.picked_up.cyan_shulker_box: #9, 175(3%)
minecraft.mined.spruce_button: #8, 5(0%)
minecraft.custom.damage_dealt: #9, 1677341(3%)
minecraft.mined.polished_tuff_slab: #9, 119(4%)
minecraft.dropped.chiseled_sandstone: #8, 1(0%)
minecraft.picked_up.dried_ghast: #8, 2(0%)
minecraft.mined.stonecutter: #9, 63(4%)
minecraft.mined.cyan_shulker_box: #9, 173(3%)
minecraft.picked_up.light_gray_glazed_terracotta: #8, 1(0%)
minecraft.mined.wither_rose: #8, 2(0%)
minecraft.dropped.pale_oak_log: #8, 1(0%)
minecraft.used.furnace: #9, 210(4%)
minecraft.picked_up.oak_slab: #9, 173(4%)
minecraft.crafted.furnace: #9, 287(4%)
minecraft.picked_up.raw_iron: #9, 2695(4%)
minecraft.picked_up.spruce_trapdoor: #9, 627(4%)
minecraft.picked_up.deepslate: #9, 10539(4%)
minecraft.crafted.cyan_shulker_box: #9, 7(4%)
minecraft.used.cyan_shulker_box: #9, 172(3%)
minecraft.crafted.cooked_beef: #9, 495(4%)
minecraft.crafted.diamond_leggings: #9, 4(4%)
minecraft.killed.slime: #9, 462(4%)
minecraft.dropped.carrot: #9, 1327(3%)
minecraft.dropped.armor_stand: #9, 15(4%)
minecraft.used.birch_log: #9, 461(4%)
minecraft.used.iron_trapdoor: #9, 336(3%)
minecraft.mined.andesite_slab: #9, 37(4%)
minecraft.crafted.book: #9, 275(3%)
minecraft.crafted.raw_iron_block: #9, 207(4%)
minecraft.crafted.golden_helmet: #9, 4(4%)
minecraft.crafted.netherite_upgrade_smithing_template: #9, 26(4%)
minecraft.dropped.spruce_log: #9, 169(4%)
minecraft.picked_up.copper_ore: #9, 1931(3%)
minecraft.crafted.brown_terracotta: #9, 192(4%)
minecraft.crafted.diamond_block: #9, 418(3%)
minecraft.picked_up.polished_deepslate_stairs: #9, 83(3%)
minecraft.used.comparator: #9, 300(3%)
minecraft.dropped.rail: #9, 89(3%)
minecraft.mined.polished_deepslate: #9, 137(3%)
minecraft.used.leather_leggings: #9, 4(3%)
minecraft.dropped.spruce_planks: #9, 104(3%)
minecraft.picked_up.kelp: #9, 2300(2%)
minecraft.picked_up.leaf_litter: #9, 140(3%)
minecraft.used.smooth_stone_slab: #9, 1511(3%)
minecraft.used.nether_quartz_ore: #9, 311(3%)
minecraft.picked_up.polished_deepslate_wall: #9, 43(3%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #9, 98(4%)
minecraft.picked_up.white_carpet: #9, 94(3%)
minecraft.used.polished_deepslate_stairs: #9, 206(3%)
minecraft.dropped.oak_fence: #9, 12(3%)
minecraft.picked_up.nautilus_shell: #9, 18(2%)
minecraft.picked_up.guster_banner_pattern: #9, 2(4%)
minecraft.used.warped_nylium: #9, 95(3%)
minecraft.mined.red_concrete: #9, 277(3%)
minecraft.crafted.soul_torch: #9, 172(3%)
minecraft.broken.diamond_pickaxe: #9, 1(4%)
minecraft.dropped.birch_sapling: #9, 17(2%)
minecraft.mined.spruce_hanging_sign: #9, 2(4%)
minecraft.picked_up.netherite_helmet: #9, 6(2%)
minecraft.crafted.chiseled_tuff_bricks: #9, 18(2%)
minecraft.mined.andesite_stairs: #9, 8(2%)
minecraft.used.netherite_axe: #9, 12204(3%)
minecraft.crafted.hopper_minecart: #9, 19(2%)
minecraft.dropped.lead: #9, 17(2%)
minecraft.used.white_terracotta: #9, 206(2%)
minecraft.used.waxed_oxidized_cut_copper: #9, 156(2%)
minecraft.crafted.red_dye: #9, 1030(2%)
minecraft.picked_up.blue_shulker_box: #9, 126(2%)
minecraft.mined.dark_oak_sapling: #9, 9(2%)
minecraft.dropped.apple: #9, 27(2%)
minecraft.picked_up.orange_carpet: #9, 20(2%)
minecraft.used.oak_stairs: #9, 58(2%)
minecraft.picked_up.rotten_flesh: #10, 7361(4%)
minecraft.used.blue_shulker_box: #9, 105(2%)
minecraft.mined.blue_shulker_box: #9, 103(2%)
minecraft.crafted.golden_boots: #9, 2(2%)
minecraft.mined.wither_skeleton_skull: #9, 1(3%)
minecraft.used.copper_grate: #9, 79(2%)
minecraft.used.shulker_box: #10, 3130(4%)
minecraft.dropped.cyan_terracotta: #9, 20(2%)
minecraft.mined.spore_blossom: #9, 9(1%)
minecraft.crafted.polished_deepslate_wall: #9, 13(1%)
minecraft.mined.lime_bed: #9, 5(1%)
minecraft.picked_up.lime_bed: #9, 5(1%)
minecraft.used.warped_roots: #9, 14(1%)
minecraft.dropped.gray_shulker_box: #9, 1(2%)
minecraft.used.flowering_azalea_leaves: #9, 134(1%)
minecraft.picked_up.quartz_stairs: #9, 32(1%)
minecraft.used.lime_bed: #9, 13(1%)
minecraft.crafted.red_concrete_powder: #9, 256(1%)
minecraft.used.soul_lantern: #9, 23(1%)
minecraft.used.purple_dye: #9, 2(2%)
minecraft.dropped.mossy_cobblestone: #9, 26(1%)
minecraft.mined.mossy_cobblestone_stairs: #9, 2(1%)
minecraft.mined.waxed_weathered_copper_grate: #9, 5(1%)
minecraft.crafted.spruce_slab: #10, 3066(5%)
minecraft.picked_up.music_disc_precipice: #9, 1(1%)
minecraft.used.fire_coral_block: #9, 15(1%)
minecraft.used.polished_diorite_stairs: #9, 33(1%)
minecraft.used.netherite_chestplate: #9, 7(1%)
minecraft.picked_up.gray_dye: #9, 14(1%)
minecraft.mined.melon: #10, 1333(4%)
minecraft.crafted.light_gray_wool: #9, 95(1%)
minecraft.picked_up.magenta_stained_glass: #9, 9(1%)
minecraft.crafted.black_carpet: #9, 99(1%)
minecraft.dropped.cut_sandstone: #9, 7(1%)
minecraft.picked_up.mossy_cobblestone_stairs: #9, 2(1%)
minecraft.used.black_bed: #9, 5(1%)
minecraft.picked_up.closed_eyeblossom: #9, 13(1%)
minecraft.used.lily_of_the_valley: #9, 2(1%)
minecraft.crafted.lime_wool: #9, 24(1%)
minecraft.mined.shulker_box: #10, 3017(4%)
minecraft.picked_up.dark_oak_button: #9, 2(0%)
minecraft.used.wildflowers: #9, 3(0%)
minecraft.dropped.red_sand: #9, 8(0%)
minecraft.mined.dead_tube_coral_block: #9, 2(0%)
minecraft.picked_up.stonecutter: #10, 63(4%)
minecraft.killed.drowned: #9, 169(0%)
minecraft.used.stonecutter: #10, 63(4%)
minecraft.used.dark_oak_slab: #10, 727(4%)
minecraft.used.hopper_minecart: #10, 37(4%)
minecraft.custom.crouch_one_cm: #11, 25830831(5%)
minecraft.mined.spruce_sapling: #10, 22(4%)
minecraft.dropped.deepslate: #10, 1184(4%)
minecraft.picked_up.lapis_ore: #10, 103(4%)
minecraft.picked_up.hopper: #10, 403(3%)
minecraft.crafted.netherite_ingot: #10, 14(4%)
minecraft.mined.player_wall_head: #10, 22(4%)
minecraft.dropped.spruce_slab: #10, 66(4%)
minecraft.mined.birch_log: #10, 1585(3%)
minecraft.crafted.bucket: #10, 229(3%)
minecraft.mined.comparator: #10, 81(3%)
minecraft.used.birch_button: #10, 11(4%)
minecraft.crafted.yellow_dye: #10, 1024(3%)
minecraft.used.diamond_hoe: #10, 20001(3%)
minecraft.used.polished_andesite: #10, 576(3%)
minecraft.picked_up.birch_log: #10, 1600(3%)
minecraft.picked_up.polished_diorite: #10, 44(3%)
minecraft.dropped.lapis_lazuli: #10, 143(3%)
minecraft.dropped.diamond_block: #10, 49(3%)
minecraft.crafted.lightning_rod: #10, 206(3%)
minecraft.used.polished_blackstone: #10, 181(4%)
minecraft.used.redstone_block: #10, 362(3%)
minecraft.mined.pale_moss_carpet: #10, 57(3%)
minecraft.killed.shulker: #10, 124(3%)
minecraft.dropped.saddle: #10, 3(3%)
minecraft.mined.potted_bamboo: #10, 1(5%)
minecraft.dropped.fishing_rod: #10, 11(2%)
minecraft.picked_up.glow_berries: #10, 133(2%)
minecraft.used.sea_pickle: #10, 159(3%)
minecraft.mined.big_dripleaf_stem: #10, 6(3%)
minecraft.broken.iron_pickaxe: #10, 4(3%)
minecraft.crafted.netherite_leggings: #10, 2(3%)
minecraft.used.light_gray_concrete_powder: #10, 512(2%)
minecraft.mined.warped_nylium: #10, 151(2%)
minecraft.crafted.stone_bricks: #10, 2880(2%)
minecraft.mined.polished_blackstone: #10, 14(2%)
minecraft.crafted.raw_copper_block: #10, 758(2%)
minecraft.dropped.chain: #10, 33(2%)
minecraft.picked_up.wither_skeleton_skull: #10, 15(2%)
minecraft.crafted.oak_stairs: #10, 68(2%)
minecraft.picked_up.netherite_axe: #10, 6(2%)
minecraft.mined.deepslate_coal_ore: #10, 10(3%)
minecraft.dropped.crafting_table: #10, 7(2%)
minecraft.crafted.blast_furnace: #10, 44(2%)
minecraft.dropped.redstone_block: #10, 65(2%)
minecraft.picked_up.netherite_sword: #10, 6(2%)
minecraft.crafted.orange_wool: #10, 52(2%)
minecraft.mined.iron_door: #10, 11(2%)
minecraft.mined.mossy_stone_brick_stairs: #10, 2(2%)
minecraft.picked_up.copper_bulb: #10, 9(2%)
minecraft.picked_up.bell: #10, 4(2%)
minecraft.mined.detector_rail: #10, 4(2%)
minecraft.crafted.black_wool: #10, 261(2%)
minecraft.used.smooth_stone: #10, 1693(1%)
minecraft.used.jungle_leaves: #10, 142(2%)
minecraft.mined.white_carpet: #10, 29(1%)
minecraft.picked_up.dark_oak_sapling: #10, 338(1%)
minecraft.picked_up.leather_helmet: #11, 14(4%)
minecraft.killed.zombie: #10, 1507(1%)
minecraft.picked_up.amethyst_cluster: #10, 63(1%)
minecraft.broken.diamond_shovel: #10, 1(2%)
minecraft.crafted.cobbled_deepslate_slab: #10, 132(1%)
minecraft.mined.polished_granite: #10, 22(1%)
minecraft.mined.birch_button: #10, 1(2%)
minecraft.crafted.gray_wool: #10, 88(1%)
minecraft.mined.pearlescent_froglight: #10, 62(1%)
minecraft.picked_up.purple_bed: #10, 5(1%)
minecraft.used.purple_bed: #10, 7(1%)
minecraft.crafted.light_gray_carpet: #10, 141(1%)
minecraft.used.short_grass: #10, 321(1%)
minecraft.mined.birch_stairs: #10, 7(1%)
minecraft.dropped.sandstone: #10, 90(1%)
minecraft.picked_up.warped_fungus: #10, 94(1%)
minecraft.mined.slime_block: #10, 47(1%)
minecraft.used.cooked_mutton: #10, 23(1%)
minecraft.picked_up.tuff_stairs: #10, 4(1%)
minecraft.crafted.golden_chestplate: #10, 1(1%)
minecraft.killed_by.warden: #10, 1(1%)
minecraft.used.polished_blackstone_bricks: #10, 48(1%)
minecraft.crafted.golden_leggings: #10, 1(1%)
minecraft.dropped.chiseled_stone_bricks: #10, 32(1%)
minecraft.mined.bush: #10, 25(1%)
minecraft.dropped.campfire: #10, 1(1%)
minecraft.custom.interact_with_stonecutter: #11, 495(4%)
minecraft.dropped.black_concrete: #10, 5(1%)
minecraft.mined.dark_oak_door: #10, 1(1%)
minecraft.used.tube_coral_block: #10, 12(1%)
minecraft.dropped.dark_oak_leaves: #10, 6(1%)
minecraft.used.crimson_fungus: #10, 8(1%)
minecraft.picked_up.daylight_detector: #10, 3(1%)
minecraft.used.waxed_copper_grate: #10, 36(1%)
minecraft.picked_up.bush: #10, 20(1%)
minecraft.used.light_blue_dye: #10, 1(1%)
minecraft.dropped.jungle_stairs: #10, 1(1%)
minecraft.picked_up.fire_coral_block: #10, 24(1%)
minecraft.picked_up.horn_coral_block: #10, 18(1%)
minecraft.picked_up.red_mushroom_block: #10, 39(1%)
minecraft.picked_up.bubble_coral_block: #10, 15(1%)
minecraft.mined.horn_coral_block: #10, 18(1%)
minecraft.used.snow_block: #10, 901(0%)
minecraft.used.brain_coral: #10, 1(1%)
minecraft.mined.bubble_coral_block: #10, 15(1%)
minecraft.killed.snow_golem: #10, 1(1%)
minecraft.dropped.pumpkin: #10, 122(0%)
