stat, rank, value, (percentage) 
minecraft.used.dark_oak_button: #10, 10(0%)
minecraft.crafted.dark_oak_button: #10, 8(0%)
minecraft.dropped.sweet_berries: #10, 9(0%)
minecraft.picked_up.granite: #11, 9194(4%)
minecraft.mined.dead_fire_coral_block: #10, 2(0%)
minecraft.dropped.cactus: #10, 28(0%)
minecraft.picked_up.dead_fire_coral_block: #10, 2(0%)
minecraft.dropped.warped_wart_block: #10, 3(0%)
minecraft.dropped.warped_planks: #10, 1(0%)
minecraft.crafted.spruce_button: #10, 28(0%)
minecraft.custom.inspect_hopper: #11, 2989(4%)
minecraft.used.cobblestone: #11, 3624(4%)
minecraft.picked_up.chipped_anvil: #11, 13(3%)
minecraft.used.dispenser: #11, 164(3%)
minecraft.picked_up.white_concrete: #11, 1708(3%)
minecraft.picked_up.powered_rail: #11, 400(3%)
minecraft.crafted.diamond_chestplate: #11, 3(3%)
minecraft.mined.clay: #11, 1362(3%)
minecraft.crafted.minecart: #11, 114(3%)
minecraft.picked_up.bone: #11, 3072(3%)
minecraft.used.bone_block: #11, 652(3%)
minecraft.mined.cobblestone: #11, 1497(3%)
minecraft.picked_up.pumpkin: #11, 2307(3%)
minecraft.dropped.ink_sac: #11, 27(3%)
minecraft.mined.campfire: #11, 29(3%)
minecraft.dropped.terracotta: #11, 59(3%)
minecraft.killed.zombie_villager: #11, 7(2%)
minecraft.used.milk_bucket: #11, 5(3%)
minecraft.custom.walk_one_cm: #12, 127474799(4%)
minecraft.crafted.spruce_sign: #11, 180(3%)
minecraft.mined.leaf_litter: #11, 51(3%)
minecraft.picked_up.blast_furnace: #11, 15(3%)
minecraft.used.redstone: #11, 1934(2%)
minecraft.crafted.redstone_block: #11, 719(2%)
minecraft.crafted.repeater: #11, 236(2%)
minecraft.used.moss_block: #11, 3646(2%)
minecraft.used.diamond_boots: #11, 8(2%)
minecraft.mined.stone_brick_stairs: #11, 61(2%)
minecraft.used.black_shulker_box: #11, 109(2%)
minecraft.mined.black_shulker_box: #11, 108(2%)
minecraft.used.andesite_slab: #11, 210(2%)
minecraft.mined.sticky_piston: #11, 60(2%)
minecraft.picked_up.black_shulker_box: #11, 108(2%)
minecraft.picked_up.iron_pickaxe: #11, 5(2%)
minecraft.picked_up.wooden_sword: #11, 10(3%)
minecraft.used.mace: #11, 316(1%)
minecraft.crafted.comparator: #11, 120(2%)
minecraft.mined.potted_dead_bush: #11, 1(4%)
minecraft.picked_up.sea_pickle: #11, 204(2%)
minecraft.picked_up.beef: #11, 543(2%)
minecraft.mined.dead_bush: #11, 114(2%)
minecraft.crafted.observer: #11, 411(2%)
minecraft.crafted.iron_trapdoor: #11, 185(2%)
minecraft.crafted.lapis_block: #11, 199(2%)
minecraft.picked_up.book: #11, 182(2%)
minecraft.dropped.moss_block: #11, 523(2%)
minecraft.used.dandelion: #11, 14(2%)
minecraft.crafted.dark_oak_boat: #11, 1(3%)
minecraft.picked_up.orange_shulker_box: #11, 75(1%)
minecraft.used.lapis_ore: #11, 22(2%)
minecraft.picked_up.clock: #11, 2(2%)
minecraft.picked_up.gold_ingot: #11, 427(1%)
minecraft.custom.mob_kills: #11, 106504(1%)
minecraft.crafted.mossy_cobblestone_slab: #11, 20(2%)
minecraft.killed_by.guardian: #11, 3(2%)
minecraft.mined.light_gray_carpet: #11, 17(2%)
minecraft.dropped.music_disc_13: #11, 1(2%)
minecraft.picked_up.wither_rose: #11, 130(2%)
minecraft.dropped.netherite_shovel: #11, 1(2%)
minecraft.used.polished_andesite_slab: #11, 126(2%)
minecraft.mined.orange_shulker_box: #11, 72(1%)
minecraft.dropped.bread: #11, 241(1%)
minecraft.crafted.acacia_fence: #11, 69(2%)
minecraft.used.orange_shulker_box: #11, 74(1%)
minecraft.crafted.redstone: #11, 4318(1%)
minecraft.crafted.light_gray_concrete_powder: #11, 512(1%)
minecraft.used.wooden_sword: #11, 34(2%)
minecraft.dropped.poisonous_potato: #11, 2(2%)
minecraft.used.ochre_froglight: #11, 282(1%)
minecraft.dropped.redstone_torch: #11, 13(1%)
minecraft.crafted.deepslate_tile_slab: #11, 36(1%)
minecraft.picked_up.gray_concrete: #11, 317(1%)
minecraft.used.brown_terracotta: #11, 47(1%)
minecraft.dropped.golden_apple: #11, 3(1%)
minecraft.mined.purple_bed: #11, 5(1%)
minecraft.used.orange_dye: #11, 4(1%)
minecraft.crafted.gray_shulker_box: #11, 4(1%)
minecraft.dropped.spruce_sapling: #11, 23(1%)
minecraft.used.fire_coral_fan: #11, 3(1%)
minecraft.dropped.calcite: #11, 16(1%)
minecraft.dropped.nether_gold_ore: #11, 1(1%)
minecraft.picked_up.polished_andesite_slab: #11, 20(1%)
minecraft.crafted.mud_brick_slab: #11, 34(1%)
minecraft.picked_up.spore_blossom: #11, 9(1%)
minecraft.mined.soul_campfire: #11, 1(2%)
minecraft.picked_up.cobblestone_stairs: #11, 28(1%)
minecraft.dropped.shulker_shell: #11, 37(1%)
minecraft.dropped.glass_pane: #11, 11(1%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #11, 5(1%)
minecraft.dropped.white_wool: #11, 36(1%)
minecraft.picked_up.waxed_oxidized_cut_copper_slab: #11, 5(1%)
minecraft.custom.damage_absorbed: #11, 197(1%)
minecraft.dropped.emerald: #11, 213(1%)
minecraft.picked_up.exposed_copper_trapdoor: #11, 9(1%)
minecraft.picked_up.chest_minecart: #11, 4(1%)
minecraft.crafted.cobblestone_slab: #11, 78(1%)
minecraft.picked_up.weathered_copper_trapdoor: #11, 9(1%)
minecraft.killed.cave_spider: #11, 395(1%)
minecraft.mined.weathered_copper_trapdoor: #11, 9(1%)
minecraft.crafted.quartz_pillar: #11, 12(1%)
minecraft.mined.birch_slab: #11, 6(1%)
minecraft.dropped.white_terracotta: #11, 6(1%)
minecraft.mined.polished_diorite_stairs: #11, 3(1%)
minecraft.used.black_banner: #11, 6(1%)
minecraft.mined.soul_lantern: #11, 2(1%)
minecraft.used.gold_ore: #11, 5(0%)
minecraft.used.waxed_oxidized_copper_grate: #11, 13(0%)
minecraft.mined.tube_coral_wall_fan: #11, 7(0%)
minecraft.picked_up.tube_coral_fan: #11, 8(0%)
minecraft.crafted.chiseled_stone_bricks: #11, 32(0%)
minecraft.crafted.calibrated_sculk_sensor: #11, 2(0%)
minecraft.picked_up.tube_coral: #11, 2(0%)
minecraft.used.netherite_helmet: #11, 1(0%)
minecraft.picked_up.copper_block: #11, 132(0%)
minecraft.mined.tuff: #12, 11025(4%)
minecraft.picked_up.dead_tube_coral_block: #11, 2(0%)
minecraft.used.wither_rose: #11, 2(0%)
minecraft.used.spruce_button: #11, 20(0%)
minecraft.crafted.torch: #12, 5160(4%)
minecraft.mined.small_amethyst_bud: #11, 1(0%)
minecraft.used.blue_stained_glass: #11, 1(0%)
minecraft.used.pumpkin_seeds: #12, 92(4%)
minecraft.mined.polished_tuff: #12, 390(4%)
minecraft.custom.happy_ghast_one_cm: #12, 743502(3%)
minecraft.mined.chipped_anvil: #12, 12(3%)
minecraft.used.powered_rail: #12, 841(3%)
minecraft.picked_up.arrow: #12, 3223(3%)
minecraft.mined.dark_oak_trapdoor: #12, 75(3%)
minecraft.crafted.white_dye: #12, 3113(3%)
minecraft.picked_up.moss_carpet: #12, 2409(3%)
minecraft.picked_up.stone: #12, 116471(2%)
minecraft.mined.copper_ore: #12, 3459(3%)
minecraft.crafted.birch_planks: #12, 2528(3%)
minecraft.crafted.dark_oak_fence: #12, 210(3%)
minecraft.picked_up.melon_slice: #12, 1511(2%)
minecraft.picked_up.stone_stairs: #12, 67(3%)
minecraft.crafted.copper_ingot: #12, 3878(3%)
minecraft.picked_up.golden_chestplate: #12, 12(3%)
minecraft.mined.redstone_torch: #12, 51(3%)
minecraft.used.lightning_rod: #12, 187(3%)
minecraft.mined.deepslate_iron_ore: #12, 516(2%)
minecraft.crafted.polished_tuff_slab: #12, 90(2%)
minecraft.mined.spruce_stairs: #12, 112(2%)
minecraft.picked_up.ancient_debris: #12, 48(3%)
minecraft.mined.brown_mushroom: #12, 52(2%)
minecraft.crafted.copper_block: #12, 845(2%)
minecraft.crafted.iron_door: #12, 9(3%)
minecraft.picked_up.polished_deepslate: #12, 135(2%)
minecraft.picked_up.campfire: #12, 32(2%)
minecraft.mined.ender_chest: #12, 354(2%)
minecraft.used.stone_pickaxe: #12, 220(2%)
minecraft.picked_up.chainmail_boots: #12, 4(2%)
minecraft.picked_up.leather: #12, 725(2%)
minecraft.mined.dark_oak_stairs: #12, 32(2%)
minecraft.used.calcite: #12, 315(2%)
minecraft.used.tuff_slab: #12, 119(2%)
minecraft.used.dark_oak_fence: #12, 137(2%)
minecraft.used.orange_wool: #12, 73(2%)
minecraft.mined.red_mushroom: #12, 13(2%)
minecraft.crafted.oxidized_copper_grate: #12, 20(2%)
minecraft.used.oxidized_copper: #12, 195(2%)
minecraft.picked_up.netherite_shovel: #12, 6(2%)
minecraft.picked_up.iron_door: #12, 12(2%)
minecraft.mined.end_stone_bricks: #12, 29(2%)
minecraft.picked_up.polished_blackstone: #12, 14(2%)
minecraft.killed.husk: #12, 36(2%)
minecraft.dropped.tnt: #12, 47(2%)
minecraft.picked_up.stone_sword: #12, 15(1%)
minecraft.picked_up.big_dripleaf: #12, 58(1%)
minecraft.used.stone_bricks: #12, 1368(1%)
minecraft.picked_up.light_gray_carpet: #12, 19(1%)
minecraft.custom.open_shulker_box: #13, 31708(3%)
minecraft.killed_by.ravager: #12, 57(1%)
minecraft.mined.acacia_fence: #12, 6(2%)
minecraft.picked_up.bamboo_planks: #12, 390(1%)
minecraft.mined.orange_wool: #12, 31(1%)
minecraft.mined.enchanting_table: #12, 1(2%)
minecraft.used.spruce_pressure_plate: #12, 5(1%)
minecraft.dropped.netherite_axe: #12, 1(2%)
minecraft.dropped.cobblestone: #12, 2027(1%)
minecraft.mined.crimson_nylium: #12, 54(1%)
minecraft.picked_up.ghast_tear: #12, 17(1%)
minecraft.picked_up.spruce_pressure_plate: #12, 3(1%)
minecraft.killed.bogged: #12, 42(1%)
minecraft.used.enchanted_book: #12, 23(1%)
minecraft.used.deepslate_tile_slab: #12, 398(1%)
minecraft.used.light_gray_carpet: #12, 105(1%)
minecraft.dropped.raw_copper: #12, 113(1%)
minecraft.crafted.cobblestone_wall: #12, 23(1%)
minecraft.picked_up.pale_oak_leaves: #12, 84(1%)
minecraft.used.stripped_birch_log: #12, 40(1%)
minecraft.mined.cobblestone_stairs: #12, 24(1%)
minecraft.used.acacia_fence: #12, 38(1%)
minecraft.used.stripped_oak_log: #12, 34(1%)
minecraft.picked_up.birch_stairs: #12, 7(1%)
minecraft.used.waxed_oxidized_cut_copper_slab: #12, 34(1%)
minecraft.crafted.soul_lantern: #12, 34(1%)
minecraft.picked_up.chorus_fruit: #12, 155(1%)
minecraft.dropped.bamboo: #12, 323(0%)
minecraft.picked_up.mossy_stone_brick_stairs: #12, 2(1%)
minecraft.mined.exposed_copper_trapdoor: #12, 9(1%)
minecraft.picked_up.warped_sign: #12, 2(1%)
minecraft.dropped.glow_item_frame: #12, 1(1%)
minecraft.dropped.stone_pressure_plate: #12, 2(1%)
minecraft.dropped.waxed_oxidized_copper: #12, 4(1%)
minecraft.mined.spawner: #12, 1(1%)
minecraft.crafted.nether_bricks: #12, 64(0%)
minecraft.used.golden_apple: #12, 3(1%)
minecraft.used.pearlescent_froglight: #12, 99(0%)
minecraft.crafted.black_banner: #12, 6(0%)
minecraft.mined.firefly_bush: #12, 9(0%)
minecraft.picked_up.tube_coral_block: #12, 18(0%)
minecraft.used.warped_button: #12, 1(0%)
minecraft.used.barrel: #13, 432(4%)
minecraft.dropped.lava_bucket: #12, 1(0%)
minecraft.picked_up.fire_coral_fan: #12, 8(0%)
minecraft.mined.waxed_oxidized_chiseled_copper: #12, 1(0%)
minecraft.mined.verdant_froglight: #12, 23(0%)
minecraft.used.weeping_vines: #12, 2(0%)
minecraft.mined.tube_coral: #12, 2(0%)
minecraft.mined.waxed_exposed_copper: #12, 2(0%)
minecraft.crafted.birch_wood: #12, 9(0%)
minecraft.used.honey_bottle: #12, 10(0%)
minecraft.mined.light_blue_concrete_powder: #12, 1(0%)
minecraft.picked_up.light_blue_concrete_powder: #12, 2(0%)
minecraft.mined.horn_coral_wall_fan: #12, 4(0%)
minecraft.picked_up.polished_diorite_stairs: #12, 1(0%)
minecraft.dropped.pale_moss_block: #12, 1(0%)
minecraft.crafted.blue_stained_glass: #12, 8(0%)
minecraft.mined.large_amethyst_bud: #12, 2(0%)
minecraft.picked_up.waxed_exposed_copper: #12, 2(0%)
minecraft.picked_up.bow: #13, 166(3%)
minecraft.mined.nether_quartz_ore: #13, 1582(4%)
minecraft.picked_up.spruce_slab: #13, 507(3%)
minecraft.picked_up.leather_boots: #13, 18(3%)
minecraft.mined.furnace: #13, 90(3%)
minecraft.mined.farmland: #13, 127(3%)
minecraft.used.polished_tuff_slab: #13, 500(3%)
minecraft.used.spruce_trapdoor: #13, 1580(3%)
minecraft.used.chipped_anvil: #13, 8(3%)
minecraft.custom.player_kills: #13, 26(2%)
minecraft.picked_up.iron_shovel: #13, 8(3%)
minecraft.picked_up.polished_tuff_slab: #13, 114(2%)
minecraft.mined.redstone_wire: #13, 394(2%)
minecraft.crafted.powered_rail: #13, 462(2%)
minecraft.crafted.diamond: #13, 1782(2%)
minecraft.picked_up.coal: #13, 5768(2%)
minecraft.used.ender_chest: #13, 359(2%)
minecraft.picked_up.comparator: #13, 102(2%)
minecraft.crafted.stone_slab: #13, 704(2%)
minecraft.picked_up.black_concrete: #13, 424(2%)
minecraft.dropped.written_book: #13, 6(2%)
minecraft.dropped.netherrack: #13, 2202(2%)
minecraft.dropped.stone_pickaxe: #13, 2(2%)
minecraft.picked_up.andesite_slab: #13, 44(2%)
minecraft.used.redstone_torch: #13, 270(2%)
minecraft.picked_up.fishing_rod: #13, 22(2%)
minecraft.used.iron_door: #13, 16(2%)
minecraft.dropped.stick: #13, 1328(2%)
minecraft.used.iron_chestplate: #13, 1(3%)
minecraft.used.andesite: #13, 1582(2%)
minecraft.killed_by.slime: #13, 7(1%)
minecraft.picked_up.ominous_bottle: #13, 12(2%)
minecraft.dropped.iron_bars: #13, 64(2%)
minecraft.dropped.wheat: #13, 297(2%)
minecraft.crafted.redstone_torch: #13, 1022(2%)
minecraft.used.diamond_shovel: #13, 62737(1%)
minecraft.mined.redstone_lamp: #13, 12(2%)
minecraft.killed.piglin: #13, 17(2%)
minecraft.mined.diamond_ore: #13, 4(2%)
minecraft.mined.damaged_anvil: #13, 3(2%)
minecraft.picked_up.white_banner: #13, 42(1%)
minecraft.mined.budding_amethyst: #13, 6(1%)
minecraft.mined.stripped_birch_log: #13, 89(1%)
minecraft.picked_up.copper_trapdoor: #13, 28(1%)
minecraft.crafted.stone_brick_stairs: #13, 42(1%)
minecraft.picked_up.magma_cream: #13, 51(1%)
minecraft.picked_up.stripped_birch_log: #13, 87(1%)
minecraft.used.oak_slab: #13, 100(1%)
minecraft.picked_up.cobbled_deepslate_slab: #13, 82(1%)
minecraft.used.glass: #13, 2163(1%)
minecraft.picked_up.short_grass: #13, 703(1%)
minecraft.used.iron_sword: #13, 263(1%)
minecraft.dropped.quartz: #13, 44(1%)
minecraft.picked_up.crimson_nylium: #13, 63(1%)
minecraft.picked_up.stone_brick_stairs: #13, 54(1%)
minecraft.mined.magenta_stained_glass: #13, 5(1%)
minecraft.picked_up.enchanting_table: #13, 1(2%)
minecraft.used.cobbled_deepslate_stairs: #13, 70(1%)
minecraft.used.sunflower: #13, 23(1%)
minecraft.used.end_stone: #13, 70(1%)
minecraft.dropped.netherite_sword: #13, 1(1%)
minecraft.mined.cobweb: #13, 139(1%)
minecraft.used.moss_carpet: #13, 292(1%)
minecraft.picked_up.golden_horse_armor: #13, 1(1%)
minecraft.mined.chorus_plant: #13, 13(1%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #13, 2(1%)
minecraft.mined.waxed_oxidized_copper_grate: #13, 15(1%)
minecraft.dropped.mutton: #13, 8(1%)
minecraft.dropped.brick: #13, 46(1%)
minecraft.mined.deepslate_tile_slab: #13, 25(1%)
minecraft.picked_up.waxed_oxidized_copper_grate: #13, 13(1%)
minecraft.dropped.birch_planks: #13, 23(1%)
minecraft.picked_up.andesite_stairs: #13, 4(1%)
minecraft.mined.waxed_chiseled_copper: #13, 4(1%)
minecraft.used.crimson_nylium: #13, 17(1%)
minecraft.mined.waxed_copper_grate: #13, 16(1%)
minecraft.picked_up.lime_concrete: #13, 25(1%)
minecraft.mined.red_mushroom_block: #13, 39(1%)
minecraft.crafted.white_shulker_box: #13, 6(0%)
minecraft.dropped.stone_sword: #13, 12(0%)
minecraft.used.birch_sapling: #13, 88(0%)
minecraft.picked_up.birch_slab: #13, 7(0%)
minecraft.killed.wither_skeleton: #13, 99(0%)
minecraft.used.polished_granite: #13, 36(0%)
minecraft.mined.packed_mud: #13, 142(0%)
minecraft.killed.breeze: #13, 16(0%)
minecraft.mined.tube_coral_block: #13, 18(0%)
minecraft.crafted.end_rod: #13, 36(0%)
minecraft.picked_up.packed_mud: #13, 126(0%)
minecraft.used.wither_skeleton_skull: #13, 4(0%)
minecraft.picked_up.firefly_bush: #13, 9(0%)
minecraft.used.pale_moss_carpet: #13, 35(0%)
minecraft.killed.wither: #13, 1(0%)
minecraft.crafted.beacon: #13, 1(0%)
minecraft.picked_up.fire_coral: #13, 2(0%)
minecraft.mined.fire_coral: #13, 2(0%)
minecraft.mined.diorite_wall: #13, 1(0%)
minecraft.dropped.mangrove_slab: #13, 1(0%)
minecraft.used.purple_stained_glass: #13, 54(0%)
minecraft.used.pale_oak_leaves: #13, 4(0%)
minecraft.mined.tube_coral_fan: #13, 1(0%)
minecraft.picked_up.horn_coral_fan: #13, 4(0%)
minecraft.picked_up.chiseled_sandstone: #13, 1(0%)
minecraft.dropped.armadillo_scute: #13, 10(0%)
minecraft.picked_up.raw_iron_block: #13, 3(0%)
minecraft.used.birch_wood: #13, 4(0%)
minecraft.dropped.mangrove_leaves: #13, 6(0%)
minecraft.crafted.andesite_stairs: #13, 1(0%)
minecraft.dropped.flowering_azalea_leaves: #13, 4(0%)
minecraft.dropped.crimson_roots: #13, 1(0%)
minecraft.used.waxed_exposed_copper: #13, 2(0%)
minecraft.picked_up.waxed_weathered_copper: #13, 1(0%)
minecraft.dropped.glowstone_dust: #13, 1(0%)
minecraft.dropped.brown_mushroom_block: #13, 1(0%)
minecraft.custom.interact_with_smithing_table: #14, 41(3%)
minecraft.picked_up.tuff: #14, 10300(3%)
minecraft.picked_up.polished_tuff: #14, 385(3%)
minecraft.picked_up.dark_oak_trapdoor: #14, 75(2%)
minecraft.dropped.torch: #14, 183(2%)
minecraft.mined.repeater: #14, 102(2%)
minecraft.custom.inspect_dispenser: #14, 529(2%)
minecraft.mined.ladder: #14, 50(2%)
minecraft.picked_up.spruce_stairs: #14, 114(2%)
minecraft.crafted.campfire: #14, 81(2%)
minecraft.crafted.iron_ingot: #14, 15360(2%)
minecraft.picked_up.white_bed: #14, 111(2%)
minecraft.picked_up.ender_chest: #14, 359(2%)
minecraft.mined.rooted_dirt: #14, 342(2%)
minecraft.picked_up.netherite_pickaxe: #14, 10(1%)
minecraft.mined.ancient_debris: #14, 28(2%)
minecraft.dropped.spruce_sign: #14, 10(2%)
minecraft.picked_up.rooted_dirt: #14, 333(2%)
minecraft.used.tuff_bricks: #14, 972(2%)
minecraft.used.repeater: #14, 324(2%)
minecraft.used.polished_andesite_stairs: #14, 46(2%)
minecraft.picked_up.gray_shulker_box: #14, 93(2%)
minecraft.picked_up.dark_oak_stairs: #14, 32(2%)
minecraft.crafted.bone_meal: #14, 21689(1%)
minecraft.picked_up.gold_ore: #14, 30(2%)
minecraft.mined.gray_shulker_box: #14, 87(2%)
minecraft.used.stone_button: #14, 117(2%)
minecraft.picked_up.sticky_piston: #14, 63(1%)
minecraft.mined.attached_melon_stem: #14, 3(2%)
minecraft.used.gray_shulker_box: #14, 85(1%)
minecraft.used.leather_boots: #14, 3(1%)
minecraft.crafted.bone_block: #14, 903(1%)
minecraft.crafted.mossy_cobblestone: #14, 256(2%)
minecraft.mined.attached_pumpkin_stem: #14, 5(2%)
minecraft.crafted.dark_oak_trapdoor: #14, 170(1%)
minecraft.used.dark_oak_trapdoor: #14, 165(1%)
minecraft.used.oak_planks: #14, 179(1%)
minecraft.picked_up.damaged_anvil: #14, 3(1%)
minecraft.mined.copper_trapdoor: #14, 22(1%)
minecraft.used.gunpowder: #14, 7(1%)
minecraft.crafted.smoker: #14, 8(1%)
minecraft.picked_up.hopper_minecart: #14, 14(1%)
minecraft.picked_up.light_gray_concrete: #14, 125(1%)
minecraft.picked_up.end_stone_bricks: #14, 33(1%)
minecraft.mined.smithing_table: #14, 5(1%)
minecraft.dropped.stone_axe: #14, 1(1%)
minecraft.picked_up.iron_horse_armor: #14, 1(2%)
minecraft.killed.stray: #14, 40(1%)
minecraft.picked_up.polished_granite: #14, 21(1%)
minecraft.picked_up.purpur_slab: #14, 10(1%)
minecraft.mined.waxed_oxidized_copper_bulb: #14, 2(1%)
minecraft.picked_up.flow_banner_pattern: #14, 2(1%)
minecraft.mined.bamboo_door: #14, 1(1%)
minecraft.crafted.polished_deepslate_slab: #14, 36(1%)
minecraft.dropped.slime_ball: #14, 125(1%)
minecraft.picked_up.bookshelf: #14, 16(1%)
minecraft.dropped.tipped_arrow: #14, 21(1%)
minecraft.picked_up.redstone_lamp: #14, 12(1%)
minecraft.crafted.spruce_pressure_plate: #14, 4(1%)
minecraft.crafted.firework_rocket: #14, 2595(1%)
minecraft.picked_up.oxidized_copper_door: #14, 1(1%)
minecraft.mined.white_terracotta: #14, 150(1%)
minecraft.used.rose_bush: #14, 8(1%)
minecraft.dropped.stone_bricks: #14, 32(1%)
minecraft.mined.potatoes: #14, 39(1%)
minecraft.mined.pale_moss_block: #14, 85(1%)
minecraft.mined.dark_oak_leaves: #14, 225(1%)
minecraft.used.polished_blackstone_button: #14, 8(1%)
minecraft.killed.vex: #14, 2(1%)
minecraft.used.mangrove_leaves: #14, 132(1%)
minecraft.crafted.moss_carpet: #14, 144(1%)
minecraft.picked_up.smooth_stone: #14, 257(0%)
minecraft.killed.rabbit: #14, 1(1%)
minecraft.mined.diorite_slab: #14, 3(1%)
minecraft.used.slime_block: #14, 58(0%)
minecraft.dropped.dark_oak_planks: #14, 7(0%)
minecraft.picked_up.pale_moss_carpet: #14, 46(0%)
minecraft.picked_up.waxed_copper_grate: #14, 14(1%)
minecraft.crafted.cyan_bed: #14, 1(1%)
minecraft.crafted.polished_blackstone_button: #14, 8(0%)
minecraft.picked_up.deepslate_tile_slab: #14, 22(0%)
minecraft.dropped.kelp: #14, 65(0%)
minecraft.picked_up.waxed_chiseled_copper: #14, 3(0%)
minecraft.used.polished_deepslate_wall: #14, 34(0%)
minecraft.picked_up.flow_armor_trim_smithing_template: #14, 1(0%)
minecraft.used.dead_bush: #14, 5(0%)
minecraft.crafted.redstone_lamp: #14, 9(0%)
minecraft.used.stripped_dark_oak_log: #14, 24(0%)
minecraft.crafted.polished_andesite_slab: #14, 6(0%)
minecraft.mined.nether_sprouts: #14, 18(0%)
minecraft.dropped.coal: #14, 66(0%)
minecraft.used.spruce_leaves: #14, 80(0%)
minecraft.used.red_concrete: #14, 38(0%)
minecraft.used.waxed_oxidized_copper_bulb: #14, 2(0%)
minecraft.mined.waxed_weathered_copper_bulb: #14, 1(0%)
minecraft.picked_up.nether_star: #14, 1(0%)
minecraft.mined.fire_coral_wall_fan: #14, 6(0%)
minecraft.mined.chiseled_sandstone: #14, 1(0%)
minecraft.mined.gray_wool: #14, 13(0%)
minecraft.mined.raw_iron_block: #14, 3(0%)
minecraft.mined.bubble_coral_wall_fan: #14, 4(0%)
minecraft.picked_up.diorite_wall: #14, 1(0%)
minecraft.mined.gray_concrete_powder: #14, 2(0%)
minecraft.mined.brain_coral: #14, 1(0%)
minecraft.mined.horn_coral: #14, 1(0%)
minecraft.mined.pink_concrete: #14, 4(0%)
minecraft.picked_up.soul_lantern: #14, 1(0%)
minecraft.dropped.light_gray_wool: #14, 1(0%)
minecraft.dropped.azalea_leaves: #14, 2(0%)
minecraft.dropped.sculk: #14, 1(0%)
minecraft.used.stripped_birch_wood: #14, 1(0%)
minecraft.used.red_stained_glass: #14, 1(0%)
minecraft.crafted.air: #14, 0(0%)
minecraft.dropped.diamond_leggings: #15, 4(3%)
minecraft.custom.total_world_time: #16, 69728180(3%)
minecraft.custom.play_time: #16, 69728180(3%)
minecraft.crafted.diamond_pickaxe: #15, 8(3%)
minecraft.picked_up.quartz: #15, 1928(3%)
minecraft.mined.red_shulker_box: #15, 359(2%)
minecraft.picked_up.red_shulker_box: #15, 359(2%)
minecraft.used.wooden_pickaxe: #15, 14(3%)
minecraft.used.red_shulker_box: #15, 357(2%)
minecraft.used.carrot: #15, 371(2%)
minecraft.custom.interact_with_anvil: #15, 288(2%)
minecraft.picked_up.written_book: #15, 13(2%)
minecraft.picked_up.redstone_block: #15, 264(2%)
minecraft.crafted.crafting_table: #15, 106(2%)
minecraft.used.white_bed: #15, 134(2%)
minecraft.crafted.warped_planks: #15, 712(2%)
minecraft.crafted.diamond_hoe: #15, 2(2%)
minecraft.mined.amethyst_block: #15, 281(2%)
minecraft.mined.white_bed: #15, 112(2%)
minecraft.mined.anvil: #15, 17(2%)
minecraft.used.spruce_boat: #15, 11(2%)
minecraft.mined.dispenser: #15, 33(2%)
minecraft.crafted.piston: #15, 289(2%)
minecraft.used.glow_berries: #15, 37(2%)
minecraft.picked_up.carrot: #15, 1043(1%)
minecraft.used.bookshelf: #15, 57(2%)
minecraft.killed.ghast: #15, 17(2%)
minecraft.picked_up.glass: #15, 998(1%)
minecraft.mined.redstone_wall_torch: #15, 21(1%)
minecraft.picked_up.amethyst_block: #15, 243(1%)
minecraft.picked_up.netherite_leggings: #15, 6(1%)
minecraft.killed.cow: #15, 153(1%)
minecraft.picked_up.lime_shulker_box: #15, 52(1%)
minecraft.used.glow_lichen: #15, 486(1%)
minecraft.picked_up.repeater: #15, 129(1%)
minecraft.mined.birch_planks: #15, 54(1%)
minecraft.mined.lime_shulker_box: #15, 51(1%)
minecraft.picked_up.string: #15, 1005(1%)
minecraft.mined.glass_pane: #15, 17(1%)
minecraft.used.lime_shulker_box: #15, 48(1%)
minecraft.dropped.bucket: #15, 26(1%)
minecraft.picked_up.netherite_boots: #15, 5(1%)
minecraft.mined.cyan_terracotta: #15, 110(1%)
minecraft.mined.pumpkin_stem: #15, 7(1%)
minecraft.used.sticky_piston: #15, 114(1%)
minecraft.picked_up.trial_key: #15, 17(1%)
minecraft.dropped.raw_iron: #15, 25(1%)
minecraft.picked_up.smooth_stone_slab: #15, 171(1%)
minecraft.crafted.oak_slab: #15, 360(1%)
minecraft.mined.oak_fence_gate: #15, 3(1%)
minecraft.mined.bamboo_sapling: #15, 3(1%)
minecraft.used.anvil: #15, 43(1%)
minecraft.picked_up.shulker_shell: #15, 184(1%)
minecraft.mined.deepslate_copper_ore: #15, 65(1%)
minecraft.crafted.stone_stairs: #15, 33(1%)
minecraft.dropped.redstone: #15, 183(1%)
minecraft.dropped.dandelion: #15, 38(1%)
minecraft.picked_up.acacia_sign: #15, 3(1%)
minecraft.mined.end_stone: #15, 120(1%)
minecraft.picked_up.glow_lichen: #15, 399(1%)
minecraft.mined.raw_copper_block: #15, 2(1%)
minecraft.picked_up.raw_gold: #15, 308(1%)
minecraft.picked_up.cyan_wool: #15, 74(1%)
minecraft.crafted.sticky_piston: #15, 58(1%)
minecraft.dropped.egg: #15, 43(1%)
minecraft.mined.rose_bush: #15, 10(1%)
