stat, rank, value, (percentage) 
minecraft.mined.comparator: #13, 57(2%)
minecraft.picked_up.mace: #13, 6(2%)
minecraft.used.observer: #13, 610(2%)
minecraft.crafted.white_dye: #13, 1924(2%)
minecraft.mined.observer: #13, 180(2%)
minecraft.used.redstone: #13, 1645(2%)
minecraft.used.dispenser: #13, 99(2%)
minecraft.picked_up.polished_andesite: #13, 130(2%)
minecraft.mined.dripstone_block: #13, 887(2%)
minecraft.mined.end_rod: #13, 115(2%)
minecraft.mined.ancient_debris: #13, 33(2%)
minecraft.crafted.stone_pickaxe: #13, 3(2%)
minecraft.used.minecart: #13, 58(2%)
minecraft.crafted.coarse_dirt: #13, 1680(2%)
minecraft.mined.kelp: #13, 73(2%)
minecraft.used.cooked_salmon: #13, 73(2%)
minecraft.used.orange_terracotta: #13, 342(2%)
minecraft.used.gunpowder: #13, 9(2%)
minecraft.crafted.black_dye: #13, 1201(2%)
minecraft.mined.polished_deepslate_slab: #13, 36(2%)
minecraft.crafted.black_shulker_box: #13, 2(2%)
minecraft.mined.raw_copper_block: #13, 4(2%)
minecraft.used.stone_axe: #13, 165(1%)
minecraft.crafted.polished_tuff_slab: #13, 48(1%)
minecraft.picked_up.polished_deepslate_stairs: #13, 37(2%)
minecraft.picked_up.nether_wart: #13, 584(1%)
minecraft.used.oak_log: #13, 242(1%)
minecraft.crafted.redstone: #13, 4198(1%)
minecraft.used.polished_blackstone: #13, 85(2%)
minecraft.dropped.gold_nugget: #13, 184(1%)
minecraft.dropped.netherite_leggings: #13, 1(2%)
minecraft.picked_up.light_gray_concrete: #13, 135(1%)
minecraft.used.green_shulker_box: #13, 48(1%)
minecraft.crafted.cyan_terracotta: #13, 1024(1%)
minecraft.dropped.dripstone_block: #13, 54(1%)
minecraft.crafted.packed_mud: #13, 1097(1%)
minecraft.crafted.cyan_dye: #13, 258(1%)
minecraft.picked_up.pale_hanging_moss: #13, 24(1%)
minecraft.crafted.hay_block: #13, 226(1%)
minecraft.used.lapis_ore: #13, 14(1%)
minecraft.crafted.melon_seeds: #13, 21(1%)
minecraft.mined.basalt: #13, 814(1%)
minecraft.dropped.peony: #13, 4(1%)
minecraft.used.diamond_leggings: #13, 2(1%)
minecraft.used.candle: #13, 6(1%)
minecraft.picked_up.mangrove_roots: #13, 735(1%)
minecraft.crafted.cooked_salmon: #13, 51(1%)
minecraft.used.mud_brick_slab: #13, 51(1%)
minecraft.crafted.light_gray_terracotta: #13, 64(1%)
minecraft.picked_up.glowstone_dust: #13, 121(1%)
minecraft.used.beetroot_seeds: #13, 48(1%)
minecraft.dropped.moss_carpet: #13, 181(1%)
minecraft.used.light_gray_terracotta: #13, 58(1%)
minecraft.mined.waxed_copper_bulb: #13, 12(1%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #13, 10(1%)
minecraft.crafted.orange_shulker_box: #13, 3(1%)
minecraft.mined.red_sandstone: #13, 8(1%)
minecraft.dropped.jungle_log: #13, 17(1%)
minecraft.picked_up.waxed_copper_bulb: #13, 11(1%)
minecraft.used.diamond_sword: #13, 5696(1%)
minecraft.custom.use_cauldron: #13, 50(1%)
minecraft.crafted.stonecutter: #13, 7(1%)
minecraft.used.birch_fence: #13, 19(1%)
minecraft.picked_up.clay: #13, 157(1%)
minecraft.mined.jungle_stairs: #13, 5(1%)
minecraft.picked_up.copper_ingot: #13, 102(1%)
minecraft.mined.mangrove_wall_sign: #13, 1(1%)
minecraft.dropped.spider_eye: #13, 466(0%)
minecraft.crafted.green_concrete_powder: #13, 88(1%)
minecraft.used.gray_wool: #13, 124(1%)
minecraft.picked_up.dark_oak_wood: #13, 3(1%)
minecraft.used.beetroot: #13, 2(1%)
minecraft.picked_up.waxed_oxidized_cut_copper: #13, 21(0%)
minecraft.mined.waxed_oxidized_cut_copper: #13, 20(0%)
minecraft.picked_up.smooth_sandstone_stairs: #13, 5(1%)
minecraft.used.trident: #13, 105(0%)
minecraft.used.mud_brick_stairs: #13, 9(1%)
minecraft.picked_up.crimson_roots: #13, 102(0%)
minecraft.crafted.magenta_dye: #13, 64(0%)
minecraft.dropped.bamboo: #13, 226(0%)
minecraft.picked_up.light_blue_dye: #13, 4(0%)
minecraft.mined.crying_obsidian: #13, 6(0%)
minecraft.used.cookie: #13, 10(0%)
minecraft.used.sandstone: #13, 75(0%)
minecraft.used.sand: #13, 1307(0%)
minecraft.dropped.decorated_pot: #13, 2(0%)
minecraft.picked_up.jungle_fence: #13, 5(0%)
minecraft.crafted.birch_button: #13, 2(0%)
minecraft.used.mossy_stone_brick_stairs: #13, 4(0%)
minecraft.crafted.magenta_terracotta: #13, 16(0%)
minecraft.used.waxed_copper_grate: #13, 17(0%)
minecraft.crafted.light_gray_stained_glass: #13, 96(0%)
minecraft.used.orange_dye: #13, 1(0%)
minecraft.used.oxidized_copper_bulb: #13, 2(0%)
minecraft.picked_up.twisting_vines: #13, 10(0%)
minecraft.used.sponge: #13, 30(0%)
minecraft.dropped.mud_bricks: #13, 1(0%)
minecraft.used.chest_minecart: #13, 1(0%)
minecraft.crafted.wooden_shovel: #13, 2(0%)
minecraft.used.cyan_carpet: #13, 3(0%)
minecraft.mined.blue_terracotta: #13, 7(0%)
minecraft.picked_up.light_gray_bed: #13, 3(0%)
minecraft.used.cut_sandstone: #13, 9(0%)
minecraft.crafted.tnt_minecart: #13, 1(0%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #13, 1(0%)
minecraft.picked_up.blue_terracotta: #13, 7(0%)
minecraft.mined.pale_oak_slab: #13, 1(0%)
minecraft.picked_up.waxed_oxidized_cut_copper_slab: #13, 1(0%)
minecraft.dropped.cherry_leaves: #13, 2(0%)
minecraft.dropped.dark_oak_leaves: #13, 1(0%)
minecraft.used.red_sand: #13, 4(0%)
minecraft.crafted.activator_rail: #13, 6(0%)
minecraft.used.polished_blackstone_wall: #13, 1(0%)
minecraft.dropped.warped_roots: #13, 2(0%)
minecraft.crafted.resin_clump: #13, 18(0%)
minecraft.crafted.light_gray_wool: #13, 6(0%)
minecraft.used.pale_oak_fence: #13, 2(0%)
minecraft.used.waxed_oxidized_cut_copper_slab: #13, 1(0%)
minecraft.dropped.chiseled_stone_bricks: #13, 1(0%)
minecraft.used.pale_oak_wood: #13, 1(0%)
minecraft.crafted.red_nether_bricks: #13, 1(0%)
minecraft.custom.pig_one_cm: #13, 179767(0%)
minecraft.used.orange_concrete: #13, 1(0%)
minecraft.picked_up.carved_pumpkin: #14, 268(2%)
minecraft.picked_up.stick: #14, 4107(3%)
minecraft.picked_up.netherrack: #14, 9957(3%)
minecraft.mined.nether_quartz_ore: #14, 1497(3%)
minecraft.picked_up.iron_bars: #14, 223(3%)
minecraft.mined.farmland: #14, 126(3%)
minecraft.picked_up.diamond_axe: #14, 30(2%)
minecraft.used.cauldron: #14, 28(3%)
minecraft.picked_up.smooth_basalt: #14, 311(3%)
minecraft.picked_up.jungle_log: #14, 1276(3%)
minecraft.used.armor_stand: #14, 146(2%)
minecraft.crafted.furnace: #14, 182(2%)
minecraft.mined.oak_fence: #14, 104(3%)
minecraft.mined.cornflower: #14, 46(2%)
minecraft.picked_up.observer: #14, 265(2%)
minecraft.used.stonecutter: #14, 38(2%)
minecraft.crafted.wooden_pickaxe: #14, 1(2%)
minecraft.picked_up.composter: #14, 62(2%)
minecraft.mined.iron_bars: #14, 89(2%)
minecraft.picked_up.wheat_seeds: #14, 12233(2%)
minecraft.picked_up.deepslate: #14, 5673(2%)
minecraft.custom.happy_ghast_one_cm: #14, 406727(2%)
minecraft.picked_up.minecart: #14, 71(2%)
minecraft.picked_up.moss_carpet: #14, 1471(2%)
minecraft.picked_up.glass: #14, 1184(2%)
minecraft.mined.clay: #14, 810(2%)
minecraft.picked_up.coal_ore: #14, 1421(2%)
minecraft.picked_up.spider_eye: #14, 939(2%)
minecraft.custom.target_hit: #14, 100(2%)
minecraft.picked_up.birch_sapling: #14, 251(2%)
minecraft.crafted.writable_book: #14, 22(2%)
minecraft.picked_up.birch_button: #14, 4(2%)
minecraft.mined.redstone_block: #14, 73(1%)
minecraft.picked_up.copper_ore: #14, 899(1%)
minecraft.crafted.birch_sign: #14, 21(1%)
minecraft.crafted.green_dye: #14, 189(1%)
minecraft.picked_up.muddy_mangrove_roots: #14, 254(2%)
minecraft.picked_up.decorated_pot: #14, 34(1%)
minecraft.used.polished_deepslate: #14, 367(1%)
minecraft.custom.climb_one_cm: #15, 2879468(3%)
minecraft.picked_up.dripstone_block: #14, 465(1%)
minecraft.picked_up.green_shulker_box: #14, 43(1%)
minecraft.mined.orange_terracotta: #14, 496(1%)
minecraft.used.cobbled_deepslate_slab: #14, 226(1%)
minecraft.picked_up.chiseled_tuff: #14, 22(1%)
minecraft.picked_up.peony: #14, 53(1%)
minecraft.picked_up.orange_terracotta: #14, 500(1%)
minecraft.used.end_rod: #14, 124(1%)
minecraft.mined.green_shulker_box: #14, 36(1%)
minecraft.dropped.bone_meal: #14, 792(1%)
minecraft.picked_up.orange_shulker_box: #14, 43(1%)
minecraft.mined.orange_shulker_box: #14, 43(1%)
minecraft.used.oxidized_copper_door: #14, 1(1%)
minecraft.picked_up.acacia_sign: #14, 3(1%)
minecraft.crafted.light_blue_dye: #14, 208(1%)
minecraft.used.orange_shulker_box: #14, 41(1%)
minecraft.used.brown_mushroom: #14, 18(1%)
minecraft.crafted.yellow_shulker_box: #14, 2(1%)
minecraft.used.vine: #14, 8(1%)
minecraft.mined.sea_lantern: #14, 11(1%)
minecraft.mined.deepslate_coal_ore: #14, 4(1%)
minecraft.mined.pale_hanging_moss: #14, 20(1%)
minecraft.mined.crimson_roots: #14, 29(1%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #14, 9(1%)
minecraft.mined.jungle_fence: #14, 4(1%)
minecraft.mined.acacia_wall_sign: #14, 1(1%)
minecraft.used.jungle_planks: #14, 83(0%)
minecraft.picked_up.mud_bricks: #14, 32(0%)
minecraft.mined.beetroots: #14, 19(0%)
minecraft.dropped.deepslate_tiles: #14, 6(1%)
minecraft.used.experience_bottle: #14, 65(0%)
minecraft.mined.pearlescent_froglight: #14, 24(0%)
minecraft.mined.birch_stairs: #14, 3(1%)
minecraft.used.light_gray_stained_glass: #14, 80(0%)
minecraft.mined.cherry_sapling: #14, 1(1%)
minecraft.used.smooth_basalt: #14, 70(0%)
minecraft.crafted.blue_wool: #14, 4(0%)
minecraft.picked_up.birch_stairs: #14, 3(0%)
minecraft.picked_up.waxed_exposed_copper_bulb: #14, 1(0%)
minecraft.mined.waxed_exposed_copper_bulb: #14, 1(0%)
minecraft.dropped.jungle_leaves: #14, 3(0%)
minecraft.picked_up.light_gray_terracotta: #14, 66(0%)
minecraft.used.polished_diorite: #14, 23(0%)
minecraft.mined.deepslate_tile_wall: #14, 3(0%)
minecraft.used.copper_door: #14, 1(0%)
minecraft.crafted.detector_rail: #14, 6(0%)
minecraft.crafted.smithing_table: #14, 10(0%)
minecraft.used.crimson_roots: #14, 1(0%)
minecraft.crafted.glowstone: #14, 9(0%)
minecraft.mined.blue_ice: #14, 8(0%)
minecraft.crafted.blackstone_slab: #14, 2(0%)
minecraft.mined.resin_clump: #14, 8(0%)
minecraft.mined.stripped_jungle_wood: #14, 2(0%)
minecraft.dropped.cherry_log: #14, 1(0%)
minecraft.picked_up.stripped_jungle_wood: #14, 2(0%)
minecraft.picked_up.light_blue_concrete_powder: #14, 1(0%)
minecraft.used.blue_terracotta: #14, 7(0%)
minecraft.dropped.bricks: #14, 1(0%)
minecraft.used.cherry_planks: #14, 3(0%)
minecraft.crafted.deepslate_tiles: #14, 4(0%)
minecraft.crafted.resin_block: #14, 3(0%)
minecraft.used.black_terracotta: #14, 6(0%)
minecraft.mined.orange_concrete: #14, 3(0%)
minecraft.crafted.barrel: #15, 279(3%)
minecraft.mined.tuff: #15, 7337(3%)
minecraft.mined.polished_tuff_slab: #15, 59(2%)
minecraft.crafted.bucket: #15, 144(2%)
minecraft.picked_up.bone_meal: #15, 2300(2%)
minecraft.used.chain: #15, 283(2%)
minecraft.dropped.stick: #15, 1130(1%)
minecraft.picked_up.pale_oak_log: #15, 737(2%)
minecraft.picked_up.iron_ingot: #15, 1741(1%)
minecraft.custom.horse_one_cm: #15, 10182442(1%)
minecraft.mined.melon_stem: #15, 5(2%)
minecraft.picked_up.piston: #15, 97(1%)
minecraft.crafted.cauldron: #15, 25(1%)
minecraft.used.calcite: #15, 224(1%)
minecraft.crafted.tripwire_hook: #15, 34(1%)
minecraft.used.mossy_stone_bricks: #15, 91(1%)
minecraft.mined.white_concrete: #15, 1073(1%)
minecraft.mined.spruce_sapling: #15, 7(1%)
minecraft.used.cyan_wool: #15, 77(1%)
minecraft.mined.cherry_leaves: #15, 420(1%)
minecraft.used.honeycomb: #15, 202(1%)
minecraft.used.birch_planks: #15, 146(1%)
minecraft.dropped.sunflower: #15, 22(1%)
minecraft.crafted.mangrove_slab: #15, 126(1%)
minecraft.crafted.blue_dye: #15, 459(1%)
minecraft.picked_up.netherite_chestplate: #15, 1(1%)
minecraft.used.iron_shovel: #15, 729(1%)
minecraft.crafted.iron_shovel: #15, 5(1%)
minecraft.custom.fish_caught: #15, 196(1%)
minecraft.used.dropper: #15, 65(1%)
minecraft.mined.cobbled_deepslate_slab: #15, 30(1%)
minecraft.mined.black_shulker_box: #15, 45(1%)
minecraft.dropped.fishing_rod: #15, 4(1%)
minecraft.picked_up.black_shulker_box: #15, 45(1%)
minecraft.mined.piston_head: #15, 2(1%)
minecraft.mined.powder_snow: #15, 10(1%)
minecraft.crafted.blue_shulker_box: #15, 1(1%)
minecraft.used.black_stained_glass_pane: #15, 73(1%)
minecraft.used.black_shulker_box: #15, 41(1%)
minecraft.broken.iron_shovel: #15, 2(1%)
minecraft.mined.mangrove_roots: #15, 556(1%)
minecraft.picked_up.cookie: #15, 34(1%)
minecraft.mined.polished_blackstone: #15, 5(1%)
minecraft.used.polished_deepslate_slab: #15, 122(1%)
minecraft.picked_up.deepslate_copper_ore: #15, 25(1%)
minecraft.crafted.raw_copper_block: #15, 243(1%)
minecraft.crafted.light_gray_stained_glass_pane: #15, 80(1%)
minecraft.picked_up.chiseled_stone_bricks: #15, 21(1%)
minecraft.picked_up.calibrated_sculk_sensor: #15, 2(1%)
minecraft.crafted.stone_sword: #15, 2(1%)
minecraft.mined.snow_block: #15, 142(1%)
minecraft.used.mangrove_sign: #15, 7(1%)
minecraft.mined.mud_bricks: #15, 22(0%)
minecraft.used.potato: #15, 44(0%)
minecraft.picked_up.cornflower: #15, 73(0%)
minecraft.mined.waxed_oxidized_copper_bulb: #15, 1(1%)
minecraft.mined.yellow_terracotta: #15, 73(0%)
minecraft.mined.light_gray_stained_glass_pane: #15, 2(1%)
minecraft.picked_up.yellow_terracotta: #15, 72(0%)
minecraft.picked_up.green_terracotta: #15, 9(1%)
minecraft.picked_up.green_dye: #15, 36(0%)
minecraft.used.shroomlight: #15, 14(0%)
minecraft.picked_up.gray_concrete: #15, 123(0%)
minecraft.crafted.stone_pressure_plate: #15, 14(0%)
minecraft.mined.muddy_mangrove_roots: #15, 57(0%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #15, 1(1%)
minecraft.dropped.beetroot_seeds: #15, 80(0%)
minecraft.crafted.dark_oak_wood: #15, 51(0%)
minecraft.mined.honey_block: #15, 22(0%)
minecraft.mined.smooth_sandstone_slab: #15, 3(0%)
minecraft.mined.waxed_oxidized_copper: #15, 46(0%)
minecraft.mined.stripped_mangrove_log: #15, 33(0%)
minecraft.mined.dark_oak_wood: #15, 2(0%)
minecraft.used.wooden_sword: #15, 7(0%)
minecraft.picked_up.smooth_sandstone_slab: #15, 6(0%)
minecraft.mined.light_gray_terracotta: #15, 67(0%)
minecraft.picked_up.cyan_carpet: #15, 3(0%)
minecraft.used.mangrove_slab: #15, 29(0%)
minecraft.crafted.apple: #15, 24(0%)
minecraft.used.cyan_dye: #15, 1(0%)
minecraft.used.stone_hoe: #15, 26(0%)
minecraft.used.copper_bulb: #15, 2(0%)
minecraft.used.birch_sapling: #15, 38(0%)
minecraft.picked_up.mangrove_fence: #15, 3(0%)
minecraft.picked_up.beetroot: #15, 35(0%)
minecraft.mined.infested_stone: #15, 2(0%)
minecraft.used.light_blue_terracotta: #15, 15(0%)
minecraft.used.light_blue_stained_glass: #15, 28(0%)
minecraft.picked_up.gray_bed: #15, 1(0%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #15, 3(0%)
minecraft.crafted.light_blue_terracotta: #15, 16(0%)
minecraft.used.pale_oak_stairs: #15, 1(0%)
minecraft.used.waxed_copper_bulb: #15, 2(0%)
minecraft.crafted.lime_terracotta: #15, 8(0%)
minecraft.picked_up.orange_concrete: #15, 3(0%)
minecraft.crafted.dark_oak_button: #15, 1(0%)
minecraft.used.dark_oak_button: #15, 1(0%)
minecraft.crafted.orange_concrete_powder: #15, 8(0%)
minecraft.crafted.emerald: #16, 13490(3%)
minecraft.mined.rail: #16, 848(3%)
minecraft.custom.talked_to_villager: #16, 1282(2%)
minecraft.mined.wall_torch: #16, 234(2%)
minecraft.crafted.spruce_slab: #16, 1242(2%)
minecraft.mined.lever: #16, 51(2%)
minecraft.picked_up.pumpkin: #16, 1450(2%)
minecraft.picked_up.chiseled_tuff_bricks: #16, 103(2%)
minecraft.custom.inspect_dropper: #16, 646(1%)
minecraft.mined.polished_tuff: #16, 189(2%)
minecraft.mined.kelp_plant: #16, 111(2%)
minecraft.picked_up.pointed_dripstone: #16, 513(2%)
minecraft.used.wheat_seeds: #16, 3247(1%)
minecraft.crafted.bone_meal: #16, 19867(1%)
minecraft.used.grindstone: #16, 34(1%)
minecraft.picked_up.spruce_sapling: #16, 516(1%)
minecraft.used.lectern: #16, 103(1%)
minecraft.used.andesite: #16, 1223(1%)
minecraft.used.tuff: #16, 922(1%)
minecraft.used.birch_sign: #16, 15(1%)
minecraft.mined.brown_mushroom: #16, 24(1%)
minecraft.used.redstone_torch: #16, 144(1%)
minecraft.picked_up.smooth_stone_slab: #16, 153(1%)
minecraft.mined.polished_andesite_stairs: #16, 6(1%)
minecraft.dropped.wheat: #16, 169(1%)
minecraft.crafted.grindstone: #16, 30(1%)
minecraft.used.green_terracotta: #16, 73(1%)
minecraft.dropped.grass_block: #16, 358(1%)
minecraft.mined.pale_oak_log: #16, 368(1%)
minecraft.used.smoker: #16, 4(1%)
minecraft.used.cyan_terracotta: #16, 629(1%)
minecraft.mined.polished_tuff_wall: #16, 12(1%)
minecraft.crafted.lead: #16, 20(1%)
minecraft.crafted.polished_diorite: #16, 52(1%)
minecraft.dropped.wooden_sword: #16, 1(1%)
minecraft.picked_up.iron_trapdoor: #16, 15(1%)
minecraft.crafted.black_stained_glass_pane: #16, 80(1%)
minecraft.crafted.shears: #16, 81(1%)
minecraft.crafted.anvil: #16, 31(1%)
minecraft.used.white_concrete: #16, 606(1%)
minecraft.used.light_gray_concrete_powder: #16, 146(1%)
minecraft.used.stone_sword: #16, 70(1%)
minecraft.used.soul_soil: #16, 51(1%)
minecraft.mined.green_terracotta: #16, 10(1%)
minecraft.mined.mangrove_slab: #16, 9(1%)
minecraft.picked_up.beetroot_seeds: #16, 133(0%)
minecraft.picked_up.potato: #16, 187(0%)
minecraft.crafted.brown_terracotta: #16, 24(1%)
minecraft.picked_up.cyan_dye: #16, 5(0%)
minecraft.picked_up.jungle_sapling: #16, 44(0%)
minecraft.used.jungle_fence: #16, 18(0%)
minecraft.dropped.lever: #16, 6(0%)
minecraft.crafted.pink_dye: #16, 54(0%)
minecraft.picked_up.packed_ice: #16, 689(0%)
minecraft.mined.smooth_quartz_stairs: #16, 7(0%)
minecraft.used.tuff_brick_stairs: #16, 40(0%)
minecraft.crafted.white_stained_glass_pane: #16, 64(0%)
minecraft.picked_up.smooth_quartz_stairs: #16, 7(0%)
minecraft.crafted.jungle_fence: #16, 15(0%)
minecraft.picked_up.stripped_mangrove_log: #16, 33(0%)
minecraft.crafted.gray_stained_glass: #16, 80(0%)
minecraft.mined.gray_concrete: #16, 109(0%)
minecraft.picked_up.light_gray_concrete_powder: #16, 18(0%)
minecraft.mined.copper_bulb: #16, 1(0%)
minecraft.mined.sandstone: #16, 292(0%)
minecraft.mined.red_terracotta: #16, 80(0%)
minecraft.picked_up.red_terracotta: #16, 78(0%)
minecraft.used.gray_concrete: #16, 102(0%)
minecraft.used.pearlescent_froglight: #16, 46(0%)
minecraft.used.diamond_chestplate: #16, 1(0%)
minecraft.mined.red_mushroom: #16, 1(0%)
minecraft.mined.tuff_brick_wall: #16, 1(0%)
minecraft.killed.cave_spider: #16, 89(0%)
minecraft.crafted.mangrove_fence: #16, 6(0%)
minecraft.mined.gray_bed: #16, 1(0%)
minecraft.used.lime_bed: #16, 1(0%)
minecraft.used.jungle_sapling: #16, 8(0%)
minecraft.used.stripped_birch_log: #16, 3(0%)
minecraft.dropped.beetroot: #16, 15(0%)
minecraft.picked_up.dried_kelp: #16, 6(0%)
minecraft.crafted.pink_wool: #16, 1(0%)
minecraft.crafted.black_terracotta: #16, 8(0%)
minecraft.used.pale_moss_block: #16, 6(0%)
minecraft.dropped.melon: #16, 3(0%)
minecraft.used.waxed_oxidized_cut_copper: #16, 2(0%)
minecraft.used.orange_concrete_powder: #16, 2(0%)
minecraft.mined.spruce_log: #17, 4833(2%)
minecraft.picked_up.birch_log: #17, 1118(2%)
minecraft.mined.powered_rail: #17, 131(2%)
minecraft.used.hopper_minecart: #17, 18(2%)
minecraft.mined.vine: #17, 266(2%)
minecraft.mined.birch_log: #17, 795(2%)
minecraft.crafted.oak_button: #17, 12(2%)
minecraft.mined.wheat: #17, 2281(1%)
minecraft.dropped.wheat_seeds: #17, 2282(1%)
minecraft.picked_up.lever: #17, 118(1%)
minecraft.picked_up.polished_tuff_slab: #17, 62(1%)
minecraft.used.potion: #17, 428(1%)
minecraft.picked_up.bamboo_sign: #17, 18(1%)
minecraft.crafted.pale_oak_planks: #17, 412(1%)
minecraft.picked_up.mangrove_trapdoor: #17, 10(1%)
minecraft.mined.cherry_log: #17, 187(1%)
minecraft.used.white_concrete_powder: #17, 714(1%)
minecraft.picked_up.polished_andesite_stairs: #17, 6(1%)
minecraft.dropped.writable_book: #17, 3(1%)
minecraft.picked_up.polished_tuff_wall: #17, 23(1%)
minecraft.crafted.pink_shulker_box: #17, 1(1%)
minecraft.picked_up.acacia_planks: #17, 12(1%)
minecraft.dropped.brown_dye: #17, 4(1%)
minecraft.used.warped_trapdoor: #17, 20(1%)
minecraft.picked_up.polished_blackstone: #17, 5(1%)
minecraft.custom.interact_with_campfire: #17, 72(0%)
minecraft.mined.pitcher_plant: #17, 1(1%)
minecraft.crafted.polished_tuff: #17, 189(0%)
minecraft.mined.tuff_brick_stairs: #17, 8(0%)
minecraft.custom.minecart_one_cm: #17, 548046(0%)
minecraft.mined.warped_fungus: #17, 6(0%)
minecraft.crafted.green_terracotta: #17, 72(0%)
minecraft.dropped.minecart: #17, 3(0%)
minecraft.mined.magma_block: #17, 128(0%)
minecraft.used.honey_block: #17, 51(0%)
minecraft.dropped.light_blue_dye: #17, 1(0%)
minecraft.picked_up.waxed_oxidized_copper: #17, 44(0%)
minecraft.picked_up.pale_moss_carpet: #17, 30(0%)
minecraft.mined.white_stained_glass_pane: #17, 3(0%)
minecraft.mined.pale_oak_trapdoor: #17, 2(0%)
minecraft.dropped.smooth_stone_slab: #17, 12(0%)
minecraft.dropped.yellow_dye: #17, 2(0%)
minecraft.mined.smooth_stone_slab: #17, 22(0%)
minecraft.crafted.golden_carrot: #17, 359(0%)
minecraft.picked_up.sandstone: #17, 343(0%)
minecraft.dropped.potato: #17, 46(0%)
minecraft.used.waxed_oxidized_copper: #17, 23(0%)
minecraft.dropped.cyan_dye: #17, 1(0%)
minecraft.crafted.white_shulker_box: #17, 3(0%)
minecraft.mined.acacia_wood: #17, 2(0%)
minecraft.crafted.loom: #17, 4(0%)
minecraft.mined.pale_moss_block: #17, 27(0%)
minecraft.picked_up.deepslate_tile_wall: #17, 4(0%)
minecraft.dropped.cookie: #17, 9(0%)
minecraft.used.pitcher_plant: #17, 1(0%)
minecraft.used.wheat: #17, 1(0%)
minecraft.used.cocoa_beans: #17, 32(0%)
minecraft.used.white_stained_glass_pane: #17, 21(0%)
minecraft.used.mangrove_fence: #17, 5(0%)
minecraft.crafted.wooden_sword: #17, 1(0%)
minecraft.used.red_concrete_powder: #17, 15(0%)
minecraft.mined.mangrove_fence: #17, 1(0%)
minecraft.crafted.blue_terracotta: #17, 8(0%)
minecraft.picked_up.warped_fungus: #17, 7(0%)
minecraft.used.lime_stained_glass: #17, 7(0%)
minecraft.picked_up.tuff_brick_wall: #17, 1(0%)
minecraft.crafted.black_banner: #17, 1(0%)
minecraft.used.blackstone_slab: #17, 4(0%)
minecraft.dropped.slime_block: #17, 2(0%)
minecraft.used.stripped_jungle_log: #17, 1(0%)
minecraft.mined.beehive: #17, 1(0%)
minecraft.picked_up.resin_block: #17, 1(0%)
minecraft.used.acacia_wood: #17, 2(0%)
minecraft.picked_up.beehive: #17, 1(0%)
minecraft.crafted.beehive: #17, 1(0%)
minecraft.used.wooden_pickaxe: #18, 11(2%)
minecraft.mined.oak_planks: #18, 136(2%)
minecraft.picked_up.birch_sign: #18, 13(1%)
minecraft.used.oak_fence: #18, 96(1%)
minecraft.picked_up.white_concrete: #18, 706(1%)
minecraft.custom.inspect_dispenser: #18, 345(1%)
minecraft.crafted.bow: #18, 26(1%)
minecraft.dropped.diamond_block: #18, 20(1%)
minecraft.used.comparator: #18, 119(1%)
minecraft.used.tuff_brick_wall: #18, 25(1%)
minecraft.mined.spruce_leaves: #18, 764(1%)
minecraft.picked_up.polished_deepslate_slab: #18, 35(1%)
minecraft.mined.deepslate_copper_ore: #18, 54(1%)
minecraft.picked_up.cherry_log: #18, 204(1%)
minecraft.mined.bamboo_trapdoor: #18, 14(1%)
minecraft.mined.nether_wart: #18, 61(1%)
minecraft.used.copper_ore: #18, 210(1%)
minecraft.used.polished_tuff_wall: #18, 71(1%)
minecraft.picked_up.mud: #18, 1007(1%)
minecraft.crafted.white_concrete_powder: #18, 656(1%)
minecraft.used.cherry_sapling: #18, 12(1%)
minecraft.crafted.lectern: #18, 11(1%)
minecraft.used.diamond_hoe: #18, 2838(0%)
minecraft.picked_up.magma_block: #18, 162(0%)
minecraft.mined.polished_basalt: #18, 7(1%)
minecraft.used.packed_ice: #18, 183(0%)
minecraft.crafted.gray_dye: #18, 144(0%)
minecraft.used.jungle_log: #18, 35(0%)
minecraft.picked_up.polished_basalt: #18, 6(0%)
minecraft.crafted.light_gray_concrete_powder: #18, 96(0%)
minecraft.mined.potatoes: #18, 15(0%)
minecraft.crafted.light_gray_carpet: #18, 36(0%)
minecraft.mined.pale_moss_carpet: #18, 5(0%)
minecraft.mined.polished_deepslate_wall: #18, 2(0%)
minecraft.dropped.cooked_cod: #18, 5(0%)
minecraft.picked_up.copper_bulb: #18, 1(0%)
minecraft.mined.warped_trapdoor: #18, 1(0%)
minecraft.used.warped_stem: #18, 9(0%)
minecraft.used.muddy_mangrove_roots: #18, 11(0%)
minecraft.used.green_dye: #18, 2(0%)
minecraft.used.basalt: #18, 20(0%)
minecraft.crafted.redstone_lamp: #18, 2(0%)
minecraft.used.dark_oak_wood: #18, 8(0%)
minecraft.crafted.polished_granite: #18, 8(0%)
minecraft.crafted.black_stained_glass: #18, 32(0%)
minecraft.crafted.red_concrete_powder: #18, 8(0%)
minecraft.used.waxed_oxidized_copper_grate: #18, 1(0%)
minecraft.used.beehive: #18, 2(0%)
minecraft.dropped.bone_block: #18, 1(0%)
minecraft.picked_up.polished_tuff: #19, 185(1%)
minecraft.used.lever: #19, 117(1%)
