stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #9, 6200507(6%)
minecraft.custom.time_since_death: #9, 6200507(5%)
minecraft.custom.walk_on_water_one_cm: #29, 62144(0%)
minecraft.custom.leave_game: #30, 105(0%)
minecraft.custom.fly_one_cm: #31, 15236527(1%)
minecraft.custom.walk_under_water_one_cm: #31, 208075(0%)
minecraft.custom.total_world_time: #34, 6200507(0%)
minecraft.custom.play_time: #34, 6200507(0%)
minecraft.custom.sneak_time: #39, 15763(0%)
