stat, rank, value, (percentage) 
minecraft.used.bamboo_sign: #3, 425(10%)
minecraft.mined.white_shulker_box: #3, 613(9%)
minecraft.picked_up.shears: #3, 152(10%)
minecraft.crafted.bolt_armor_trim_smithing_template: #2, 20(43%)
minecraft.picked_up.charcoal: #3, 770(13%)
minecraft.crafted.slime_ball: #2, 4365(6%)
minecraft.broken.shears: #3, 69(10%)
minecraft.used.activator_rail: #2, 565(8%)
minecraft.crafted.ender_eye: #2, 165(6%)
minecraft.crafted.red_glazed_terracotta: #2, 43(18%)
minecraft.picked_up.dropper: #3, 316(10%)
minecraft.mined.glow_lichen: #3, 2150(8%)
minecraft.killed.slime: #3, 1134(10%)
minecraft.mined.large_amethyst_bud: #2, 127(8%)
minecraft.crafted.black_concrete_powder: #3, 6696(10%)
minecraft.crafted.snout_armor_trim_smithing_template: #2, 32(40%)
minecraft.picked_up.tropical_fish: #3, 109(10%)
minecraft.dropped.bee_nest: #2, 2(12%)
minecraft.dropped.soul_soil: #3, 120(13%)
minecraft.picked_up.jukebox: #3, 53(9%)
minecraft.dropped.dark_oak_hanging_sign: #2, 4(29%)
minecraft.mined.magma_block: #4, 5133(13%)
minecraft.picked_up.heavy_core: #3, 13(14%)
minecraft.mined.cobblestone_stairs: #2, 145(5%)
minecraft.dropped.red_stained_glass_pane: #2, 6(22%)
minecraft.dropped.cooked_porkchop: #2, 499(5%)
minecraft.picked_up.bolt_armor_trim_smithing_template: #3, 10(18%)
minecraft.dropped.chiseled_tuff_bricks: #3, 78(11%)
minecraft.dropped.yellow_shulker_box: #2, 3(12%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #3, 22(16%)
minecraft.picked_up.bamboo_raft: #3, 35(14%)
minecraft.mined.waxed_weathered_copper_grate: #2, 30(8%)
minecraft.mined.waxed_weathered_cut_copper_stairs: #3, 26(19%)
minecraft.used.green_terracotta: #3, 704(11%)
minecraft.picked_up.heavy_weighted_pressure_plate: #3, 17(13%)
minecraft.mined.gray_wool: #3, 877(10%)
minecraft.picked_up.diamond: #3, 6693(7%)
minecraft.mined.cracked_deepslate_tiles: #2, 46(11%)
minecraft.dropped.stripped_dark_oak_wood: #2, 6(20%)
minecraft.dropped.emerald_ore: #2, 2(20%)
minecraft.dropped.heavy_weighted_pressure_plate: #3, 10(20%)
minecraft.picked_up.waxed_weathered_copper_grate: #2, 28(7%)
minecraft.crafted.air: #1, 0(0%)
minecraft.dropped.polished_blackstone_bricks: #2, 53(9%)
minecraft.used.lead: #3, 9(13%)
minecraft.used.polished_andesite_slab: #3, 746(12%)
minecraft.used.stripped_warped_stem: #3, 277(11%)
minecraft.picked_up.bookshelf: #3, 161(9%)
minecraft.crafted.written_book: #2, 24(8%)
minecraft.picked_up.pink_banner: #3, 12(12%)
minecraft.crafted.wild_armor_trim_smithing_template: #2, 30(47%)
minecraft.used.chest: #3, 2906(8%)
minecraft.used.enchanted_golden_apple: #3, 12(21%)
minecraft.used.spruce_leaves: #3, 2557(9%)
minecraft.mined.green_concrete: #3, 565(12%)
minecraft.picked_up.magma_block: #4, 4662(12%)
minecraft.mined.polished_andesite_slab: #2, 55(6%)
minecraft.picked_up.tide_armor_trim_smithing_template: #2, 2(18%)
minecraft.used.cherry_door: #2, 2(22%)
minecraft.used.purple_stained_glass: #3, 3071(11%)
minecraft.picked_up.flow_banner_pattern: #3, 17(11%)
minecraft.picked_up.raw_copper_block: #4, 288(14%)
minecraft.broken.netherite_pickaxe: #2, 1(17%)
minecraft.broken.leather_boots: #2, 1(17%)
minecraft.used.exposed_copper_trapdoor: #3, 70(11%)
minecraft.picked_up.music_disc_creator: #3, 19(13%)
minecraft.picked_up.polished_tuff: #3, 913(7%)
minecraft.crafted.acacia_planks: #4, 7176(11%)
minecraft.dropped.chainmail_boots: #3, 14(11%)
minecraft.broken.iron_helmet: #2, 1(20%)
minecraft.crafted.purple_bed: #2, 16(10%)
minecraft.mined.heavy_weighted_pressure_plate: #3, 9(15%)
minecraft.mined.infested_mossy_stone_bricks: #2, 4(27%)
minecraft.picked_up.magenta_stained_glass: #3, 115(13%)
minecraft.dropped.dark_oak_log: #3, 312(10%)
minecraft.used.waxed_weathered_cut_copper_slab: #3, 227(16%)
minecraft.picked_up.vex_armor_trim_smithing_template: #2, 1(25%)
minecraft.crafted.exposed_cut_copper: #2, 4(25%)
minecraft.mined.red_candle: #3, 14(13%)
minecraft.mined.potted_red_mushroom: #2, 1(25%)
minecraft.crafted.waxed_weathered_copper_bulb: #2, 104(19%)
minecraft.dropped.sugar: #3, 2148(10%)
minecraft.picked_up.large_amethyst_bud: #2, 121(8%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #3, 283(11%)
minecraft.dropped.anvil: #3, 16(11%)
minecraft.mined.stripped_warped_stem: #3, 291(8%)
minecraft.mined.activator_rail: #3, 97(10%)
minecraft.crafted.activator_rail: #3, 690(9%)
minecraft.dropped.waxed_oxidized_cut_copper_slab: #2, 8(15%)
minecraft.picked_up.cherry_sign: #2, 4(6%)
minecraft.picked_up.cauldron: #3, 29(7%)
minecraft.used.redstone_block: #3, 960(7%)
minecraft.killed.snow_golem: #3, 24(14%)
minecraft.dropped.pale_oak_sapling: #2, 8(14%)
minecraft.killed_by.elder_guardian: #2, 1(17%)
minecraft.broken.golden_leggings: #2, 1(33%)
minecraft.dropped.pink_bundle: #2, 1(33%)
minecraft.dropped.resin_brick_slab: #2, 1(33%)
minecraft.picked_up.pink_bundle: #2, 1(33%)
minecraft.picked_up.white_glazed_terracotta: #2, 11(11%)
minecraft.picked_up.tipped_arrow: #3, 912(8%)
minecraft.picked_up.echo_shard: #3, 38(17%)
minecraft.crafted.golden_leggings: #3, 11(16%)
minecraft.crafted.bamboo_raft: #3, 34(10%)
minecraft.picked_up.repeater: #4, 1010(11%)
minecraft.dropped.stone_button: #4, 113(11%)
minecraft.killed.villager: #3, 30(11%)
minecraft.picked_up.spruce_leaves: #3, 3109(7%)
minecraft.used.redstone: #4, 8600(10%)
minecraft.picked_up.silence_armor_trim_smithing_template: #2, 1(14%)
minecraft.mined.black_terracotta: #3, 563(10%)
minecraft.picked_up.brown_mushroom: #3, 661(6%)
minecraft.mined.white_glazed_terracotta: #2, 11(11%)
minecraft.used.iron_door: #3, 56(6%)
minecraft.dropped.pale_oak_log: #3, 96(17%)
minecraft.mined.bee_nest: #3, 44(7%)
minecraft.dropped.decorated_pot: #4, 65(16%)
minecraft.used.oak_button: #4, 77(11%)
minecraft.dropped.dark_oak_leaves: #3, 70(12%)
minecraft.dropped.skeleton_skull: #2, 1(25%)
minecraft.dropped.gray_glazed_terracotta: #2, 1(25%)
minecraft.picked_up.cherry_door: #2, 1(25%)
minecraft.crafted.creaking_heart: #3, 128(19%)
minecraft.picked_up.stripped_warped_stem: #3, 284(7%)
minecraft.picked_up.golden_apple: #4, 93(10%)
minecraft.used.large_amethyst_bud: #2, 111(10%)
minecraft.crafted.gray_candle: #2, 64(10%)
minecraft.picked_up.cyan_dye: #3, 74(6%)
minecraft.crafted.golden_chestplate: #3, 9(12%)
minecraft.used.weeping_vines: #3, 63(12%)
minecraft.mined.stripped_pale_oak_log: #3, 263(7%)
minecraft.crafted.calibrated_sculk_sensor: #3, 67(9%)
minecraft.picked_up.cyan_candle: #3, 27(12%)
minecraft.picked_up.stripped_pale_oak_log: #3, 262(7%)
minecraft.mined.pink_banner: #2, 2(6%)
minecraft.used.target: #4, 358(11%)
minecraft.mined.ice: #2, 4826(2%)
minecraft.picked_up.cracked_deepslate_tiles: #3, 97(16%)
minecraft.crafted.tripwire_hook: #3, 152(6%)
minecraft.mined.sea_lantern: #3, 97(7%)
minecraft.picked_up.warped_stem: #4, 1988(10%)
minecraft.dropped.chest: #3, 355(6%)
minecraft.picked_up.glowstone_dust: #4, 1579(10%)
minecraft.killed.breeze: #3, 295(8%)
minecraft.used.stripped_pale_oak_log: #3, 248(9%)
minecraft.picked_up.ice: #2, 2944(2%)
minecraft.used.cherry_boat: #3, 15(17%)
minecraft.mined.cherry_fence: #3, 28(14%)
minecraft.used.blue_wool: #3, 308(9%)
minecraft.picked_up.bee_nest: #3, 44(7%)
minecraft.used.black_candle: #2, 30(6%)
minecraft.mined.light_gray_carpet: #4, 116(11%)
minecraft.picked_up.pink_carpet: #4, 60(18%)
minecraft.picked_up.diamond_hoe: #4, 20(10%)
minecraft.picked_up.chest: #4, 2887(9%)
minecraft.mined.bamboo_mosaic_stairs: #2, 4(6%)
minecraft.picked_up.hopper: #4, 1131(9%)
minecraft.picked_up.black_terracotta: #3, 561(9%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #3, 75(7%)
minecraft.used.dark_prismarine: #4, 1018(15%)
minecraft.used.yellow_wool: #3, 1474(7%)
minecraft.picked_up.bamboo_planks: #4, 3212(10%)
minecraft.mined.andesite: #4, 24631(9%)
minecraft.mined.gray_glazed_terracotta: #3, 21(21%)
minecraft.crafted.resin_brick: #3, 43(21%)
minecraft.picked_up.white_shulker_box: #4, 617(8%)
minecraft.mined.red_stained_glass: #4, 110(15%)
minecraft.crafted.target: #4, 378(11%)
minecraft.picked_up.dead_fire_coral_fan: #2, 6(12%)
minecraft.used.red_nether_brick_stairs: #2, 23(4%)
minecraft.used.nether_quartz_ore: #4, 1131(10%)
minecraft.picked_up.gray_glazed_terracotta: #3, 21(20%)
minecraft.dropped.netherite_hoe: #3, 2(11%)
minecraft.used.blue_carpet: #3, 361(12%)
minecraft.used.redstone_lamp: #4, 226(9%)
minecraft.dropped.red_glazed_terracotta: #3, 20(17%)
minecraft.custom.walk_on_water_one_cm: #5, 8843725(6%)
minecraft.used.white_shulker_box: #4, 719(8%)
minecraft.picked_up.raiser_armor_trim_smithing_template: #3, 3(20%)
minecraft.crafted.bamboo_pressure_plate: #3, 10(11%)
minecraft.used.music_disc_otherside: #3, 13(12%)
minecraft.crafted.shield: #4, 29(9%)
minecraft.mined.dark_oak_hanging_sign: #2, 2(4%)
minecraft.mined.dead_fire_coral_fan: #2, 3(9%)
minecraft.picked_up.sea_lantern: #3, 93(6%)
minecraft.used.bamboo_pressure_plate: #3, 12(12%)
minecraft.crafted.end_crystal: #3, 53(23%)
minecraft.crafted.polished_diorite_slab: #3, 26(14%)
minecraft.used.stripped_oak_wood: #4, 384(15%)
minecraft.picked_up.cherry_planks: #4, 163(13%)
minecraft.mined.spawner: #3, 12(9%)
minecraft.custom.interact_with_brewingstand: #4, 1264(9%)
minecraft.picked_up.acacia_button: #3, 11(11%)
minecraft.mined.acacia_button: #3, 11(14%)
minecraft.dropped.magma_cream: #3, 24(8%)
minecraft.used.gray_candle: #3, 17(16%)
minecraft.mined.jungle_hanging_sign: #3, 2(15%)
minecraft.picked_up.fermented_spider_eye: #3, 15(21%)
minecraft.crafted.crafter: #4, 249(9%)
minecraft.crafted.resin_brick_stairs: #2, 6(2%)
minecraft.crafted.netherite_sword: #3, 2(10%)
minecraft.crafted.chainmail_chestplate: #3, 4(17%)
minecraft.dropped.shulker_box: #3, 106(4%)
minecraft.mined.cyan_candle: #3, 9(9%)
minecraft.crafted.scaffolding: #4, 4584(8%)
minecraft.mined.cobbled_deepslate_wall: #3, 30(7%)
minecraft.picked_up.stone_button: #4, 237(8%)
minecraft.picked_up.poppy: #4, 3869(7%)
minecraft.crafted.dark_oak_planks: #4, 12912(8%)
minecraft.dropped.chiseled_tuff: #3, 17(8%)
minecraft.crafted.bamboo_chest_raft: #3, 2(17%)
minecraft.crafted.bamboo_mosaic_stairs: #3, 28(11%)
minecraft.crafted.orange_terracotta: #3, 480(7%)
minecraft.mined.closed_eyeblossom: #3, 42(7%)
minecraft.crafted.acacia_hanging_sign: #3, 12(8%)
minecraft.picked_up.detector_rail: #4, 58(10%)
minecraft.mined.dark_oak_wall_sign: #3, 10(7%)
minecraft.picked_up.green_concrete: #4, 571(12%)
minecraft.used.bell: #4, 30(15%)
minecraft.used.mangrove_roots: #3, 1403(4%)
minecraft.mined.granite_stairs: #3, 7(6%)
minecraft.picked_up.cherry_boat: #3, 17(19%)
minecraft.dropped.waxed_oxidized_copper: #4, 81(12%)
minecraft.crafted.waxed_exposed_cut_copper_stairs: #3, 44(12%)
minecraft.used.shears: #4, 17498(8%)
minecraft.picked_up.melon_seeds: #4, 126(8%)
minecraft.crafted.pale_moss_carpet: #3, 705(8%)
minecraft.used.copper_ore: #4, 2952(8%)
minecraft.crafted.cut_sandstone_slab: #3, 64(10%)
minecraft.used.waxed_weathered_copper_bulb: #4, 103(16%)
minecraft.picked_up.weathered_cut_copper_stairs: #3, 7(12%)
minecraft.mined.weathered_cut_copper_stairs: #3, 7(12%)
minecraft.mined.blue_concrete: #3, 127(5%)
minecraft.picked_up.phantom_membrane: #3, 65(4%)
minecraft.used.dark_oak_leaves: #3, 149(6%)
minecraft.used.ancient_debris: #3, 4(9%)
minecraft.picked_up.acacia_wood: #4, 137(9%)
minecraft.picked_up.saddle: #4, 58(7%)
minecraft.custom.tune_noteblock: #3, 10883(2%)
minecraft.picked_up.cherry_fence_gate: #3, 3(27%)
minecraft.used.stripped_cherry_wood: #3, 28(10%)
minecraft.mined.waxed_copper_bulb: #4, 122(9%)
minecraft.killed.hoglin: #4, 19(11%)
minecraft.dropped.redstone: #4, 1526(7%)
minecraft.crafted.purple_stained_glass: #4, 3464(11%)
minecraft.crafted.netherite_axe: #3, 1(7%)
minecraft.dropped.quartz_pillar: #3, 12(13%)
minecraft.mined.cherry_slab: #3, 21(7%)
minecraft.crafted.pale_oak_hanging_sign: #3, 6(11%)
minecraft.crafted.fermented_spider_eye: #3, 169(4%)
minecraft.crafted.ender_pearl: #3, 48(11%)
minecraft.dropped.gold_ore: #3, 7(7%)
minecraft.crafted.cherry_door: #3, 3(12%)
minecraft.used.polished_tuff_stairs: #4, 704(8%)
minecraft.picked_up.red_glazed_terracotta: #4, 49(14%)
minecraft.dropped.heavy_core: #3, 1(14%)
minecraft.dropped.ward_armor_trim_smithing_template: #3, 1(14%)
minecraft.mined.waxed_oxidized_copper: #4, 1194(8%)
minecraft.mined.stripped_pale_oak_wood: #3, 47(7%)
minecraft.mined.blue_concrete_powder: #3, 4(14%)
minecraft.used.pale_oak_sapling: #4, 337(9%)
minecraft.dropped.shield: #4, 13(8%)
minecraft.picked_up.stripped_pale_oak_wood: #3, 46(7%)
minecraft.picked_up.golden_sword: #4, 139(8%)
minecraft.mined.cherry_sapling: #4, 20(10%)
minecraft.dropped.deepslate_tiles: #4, 109(9%)
minecraft.used.iron_leggings: #3, 1(7%)
minecraft.killed_by.pufferfish: #3, 1(11%)
minecraft.dropped.purple_bundle: #3, 1(17%)
minecraft.picked_up.rib_armor_trim_smithing_template: #3, 1(17%)
minecraft.crafted.waxed_oxidized_cut_copper_stairs: #4, 76(12%)
minecraft.crafted.redstone_lamp: #4, 211(8%)
minecraft.custom.inspect_dropper: #5, 3884(7%)
minecraft.used.decorated_pot: #4, 258(6%)
minecraft.mined.acacia_fence: #4, 35(9%)
minecraft.dropped.purple_bed: #3, 1(9%)
minecraft.crafted.cherry_stairs: #3, 48(6%)
minecraft.killed.pufferfish: #4, 17(11%)
minecraft.custom.walk_one_cm: #5, 206249450(6%)
minecraft.picked_up.waxed_copper_bulb: #4, 111(8%)
minecraft.picked_up.written_book: #4, 37(6%)
minecraft.dropped.netherite_pickaxe: #4, 11(7%)
minecraft.dropped.oak_wood: #3, 6(12%)
minecraft.picked_up.copper_ore: #4, 3888(6%)
minecraft.dropped.poppy: #4, 3259(7%)
minecraft.crafted.green_carpet: #3, 371(3%)
minecraft.dropped.azalea: #4, 537(7%)
minecraft.dropped.waxed_oxidized_copper_grate: #4, 15(11%)
minecraft.used.black_terracotta: #3, 713(4%)
minecraft.picked_up.wet_sponge: #3, 427(3%)
minecraft.mined.detector_rail: #4, 19(8%)
minecraft.custom.aviate_one_cm: #5, 1068219011(6%)
minecraft.used.ender_eye: #3, 11(10%)
minecraft.dropped.golden_sword: #4, 135(8%)
minecraft.mined.cherry_planks: #4, 72(10%)
minecraft.picked_up.carved_pumpkin: #5, 762(7%)
minecraft.crafted.wooden_shovel: #4, 77(8%)
minecraft.mined.medium_amethyst_bud: #3, 62(4%)
minecraft.crafted.sentry_armor_trim_smithing_template: #3, 30(16%)
minecraft.crafted.black_candle: #3, 92(10%)
minecraft.mined.firefly_bush: #4, 195(9%)
minecraft.crafted.bamboo_trapdoor: #4, 838(7%)
minecraft.dropped.wet_sponge: #3, 11(7%)
minecraft.dropped.sticky_piston: #4, 105(12%)
minecraft.picked_up.purple_bundle: #3, 1(8%)
minecraft.dropped.seagrass: #4, 44(14%)
minecraft.dropped.redstone_torch: #4, 68(7%)
minecraft.dropped.flow_banner_pattern: #3, 1(7%)
minecraft.mined.red_wool: #5, 237(11%)
minecraft.used.stripped_pale_oak_wood: #3, 41(6%)
minecraft.mined.wither_skeleton_wall_skull: #3, 1(8%)
minecraft.mined.lime_wool: #4, 147(8%)
minecraft.used.cherry_stairs: #3, 43(6%)
minecraft.mined.redstone_block: #4, 276(6%)
minecraft.used.creaking_heart: #4, 129(13%)
minecraft.killed_by.iron_golem: #3, 1(8%)
minecraft.used.pale_oak_button: #3, 57(3%)
minecraft.crafted.netherite_scrap: #4, 64(9%)
minecraft.dropped.flow_armor_trim_smithing_template: #3, 1(7%)
minecraft.picked_up.sentry_armor_trim_smithing_template: #3, 1(11%)
minecraft.crafted.cherry_wood: #4, 96(9%)
minecraft.used.quartz_bricks: #3, 68(4%)
minecraft.dropped.stripped_acacia_log: #3, 2(5%)
minecraft.picked_up.medium_amethyst_bud: #3, 55(3%)
minecraft.picked_up.twisting_vines: #4, 281(7%)
minecraft.used.trial_key: #4, 54(6%)
minecraft.crafted.acacia_slab: #4, 462(7%)
minecraft.used.lime_dye: #4, 11(8%)
minecraft.picked_up.honeycomb: #4, 2582(6%)
minecraft.mined.quartz_bricks: #3, 10(3%)
minecraft.crafted.waxed_weathered_cut_copper: #4, 84(11%)
minecraft.used.bee_nest: #4, 38(9%)
minecraft.dropped.white_concrete_powder: #4, 75(11%)
minecraft.mined.oak_wall_hanging_sign: #3, 2(3%)
minecraft.custom.fall_one_cm: #5, 20401321(6%)
minecraft.used.waxed_exposed_cut_copper_stairs: #4, 94(12%)
minecraft.crafted.golden_boots: #4, 8(9%)
minecraft.crafted.resin_bricks: #4, 325(15%)
minecraft.used.pale_oak_fence_gate: #3, 15(3%)
minecraft.picked_up.weathered_copper: #3, 488(1%)
minecraft.used.resin_brick_stairs: #3, 4(7%)
minecraft.picked_up.bamboo_mosaic_stairs: #3, 4(3%)
minecraft.crafted.resin_brick_wall: #3, 4(5%)
minecraft.dropped.polished_deepslate_stairs: #3, 8(2%)
minecraft.picked_up.stone_pickaxe: #4, 6(6%)
minecraft.dropped.smooth_sandstone: #4, 64(12%)
minecraft.mined.gray_candle: #3, 1(3%)
minecraft.dropped.light_blue_stained_glass: #3, 56(2%)
minecraft.dropped.sculk_vein: #4, 26(7%)
minecraft.mined.infested_stone_bricks: #3, 17(3%)
minecraft.picked_up.light_gray_carpet: #5, 139(9%)
minecraft.crafted.wooden_pickaxe: #4, 2(5%)
minecraft.used.medium_amethyst_bud: #3, 39(3%)
minecraft.dropped.black_glazed_terracotta: #3, 3(3%)
minecraft.used.acacia_leaves: #4, 122(7%)
minecraft.picked_up.snout_armor_trim_smithing_template: #3, 1(4%)
minecraft.crafted.red_sandstone_slab: #4, 64(10%)
minecraft.mined.hay_block: #5, 384(9%)
minecraft.picked_up.soul_sand: #5, 2424(8%)
minecraft.custom.trigger_trapped_chest: #5, 102(8%)
minecraft.used.totem_of_undying: #4, 23(7%)
minecraft.crafted.exposed_chiseled_copper: #3, 1(3%)
minecraft.crafted.exposed_cut_copper_slab: #3, 6(3%)
minecraft.crafted.dark_prismarine: #4, 1045(10%)
minecraft.mined.blue_stained_glass: #4, 27(14%)
minecraft.mined.cut_sandstone_slab: #3, 6(2%)
minecraft.dropped.nether_gold_ore: #4, 6(9%)
minecraft.mined.pink_stained_glass: #4, 32(11%)
minecraft.killed.elder_guardian: #4, 10(11%)
minecraft.used.soul_lantern: #4, 125(6%)
minecraft.picked_up.chiseled_resin_bricks: #3, 1(1%)
minecraft.used.pale_moss_carpet: #4, 698(5%)
minecraft.dropped.medium_amethyst_bud: #3, 1(1%)
minecraft.mined.lime_concrete_powder: #3, 2(1%)
minecraft.dropped.activator_rail: #3, 5(1%)
minecraft.mined.weeping_vines: #4, 47(6%)
minecraft.crafted.ender_chest: #5, 94(9%)
minecraft.custom.total_world_time: #6, 122486557(6%)
minecraft.custom.play_time: #6, 122486557(6%)
minecraft.custom.play_record: #5, 90(8%)
minecraft.dropped.purple_stained_glass: #3, 1(1%)
minecraft.crafted.netherite_boots: #4, 4(7%)
minecraft.crafted.netherite_leggings: #4, 4(7%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #4, 71(5%)
minecraft.mined.diorite: #5, 19894(8%)
minecraft.custom.mob_kills: #5, 594873(7%)
minecraft.dropped.sugar_cane: #4, 1199(4%)
minecraft.mined.waxed_copper_block: #5, 1169(10%)
minecraft.used.lever: #5, 731(7%)
minecraft.mined.hopper: #5, 811(8%)
minecraft.killed.warden: #4, 10(13%)
minecraft.crafted.black_dye: #5, 6248(8%)
minecraft.killed_by.piglin: #4, 3(9%)
minecraft.crafted.furnace_minecart: #4, 3(9%)
minecraft.used.cobbled_deepslate_stairs: #4, 272(5%)
minecraft.picked_up.exposed_copper_grate: #4, 11(6%)
minecraft.picked_up.activator_rail: #4, 115(4%)
minecraft.used.netherite_leggings: #4, 22(7%)
minecraft.crafted.magenta_dye: #4, 645(4%)
minecraft.picked_up.purple_stained_glass: #4, 139(7%)
minecraft.picked_up.resin_block: #4, 268(5%)
minecraft.mined.stripped_cherry_wood: #4, 35(11%)
minecraft.crafted.red_dye: #5, 4703(7%)
minecraft.mined.suspicious_gravel: #4, 42(7%)
minecraft.crafted.netherite_chestplate: #4, 3(7%)
minecraft.dropped.slime_block: #4, 175(5%)
minecraft.mined.cobbled_deepslate_stairs: #4, 41(4%)
minecraft.crafted.quartz_bricks: #4, 42(8%)
minecraft.crafted.netherite_helmet: #4, 3(7%)
minecraft.custom.interact_with_furnace: #5, 3438(6%)
minecraft.picked_up.stripped_cherry_wood: #4, 35(10%)
minecraft.crafted.crafting_table: #5, 377(7%)
minecraft.used.cauldron: #5, 78(7%)
minecraft.used.netherite_boots: #4, 21(6%)
minecraft.picked_up.blue_concrete: #4, 127(5%)
minecraft.picked_up.glow_ink_sac: #5, 335(7%)
minecraft.picked_up.comparator: #5, 347(7%)
minecraft.crafted.blue_carpet: #4, 393(8%)
minecraft.crafted.green_concrete_powder: #4, 608(5%)
minecraft.used.jack_o_lantern: #4, 88(7%)
minecraft.picked_up.cornflower: #4, 503(3%)
minecraft.used.elytra: #5, 130(5%)
minecraft.picked_up.chiseled_tuff_bricks: #5, 414(7%)
minecraft.crafted.hopper_minecart: #5, 76(7%)
minecraft.custom.leave_game: #6, 1705(5%)
minecraft.mined.stone_button: #5, 103(8%)
minecraft.used.netherite_helmet: #4, 19(7%)
minecraft.used.sandstone_wall: #4, 152(5%)
minecraft.mined.oak_planks: #5, 546(7%)
minecraft.crafted.slime_block: #5, 519(9%)
minecraft.picked_up.dark_oak_leaves: #4, 353(3%)
minecraft.custom.interact_with_smithing_table: #5, 88(7%)
minecraft.mined.gold_block: #5, 531(8%)
minecraft.used.brown_terracotta: #5, 341(10%)
minecraft.mined.jungle_leaves: #5, 2564(7%)
minecraft.picked_up.ominous_bottle: #5, 50(8%)
minecraft.mined.warped_sign: #4, 3(10%)
minecraft.used.green_carpet: #4, 368(3%)
minecraft.picked_up.diamond_pickaxe: #5, 103(6%)
minecraft.custom.interact_with_anvil: #5, 804(6%)
minecraft.used.tropical_fish_bucket: #4, 32(6%)
minecraft.mined.sculk_shrieker: #5, 65(10%)
minecraft.dropped.raw_copper_block: #4, 64(8%)
minecraft.used.pale_hanging_moss: #4, 93(6%)
minecraft.mined.mangrove_roots: #5, 5072(7%)
minecraft.used.tuff_brick_wall: #5, 173(8%)
minecraft.used.stone_sword: #5, 867(7%)
minecraft.crafted.cut_red_sandstone_slab: #4, 16(11%)
minecraft.crafted.quartz_pillar: #4, 72(4%)
minecraft.crafted.bell: #4, 13(9%)
minecraft.mined.powered_rail: #5, 460(7%)
minecraft.used.twisting_vines: #4, 47(6%)
minecraft.dropped.smooth_basalt: #5, 58(10%)
minecraft.picked_up.orange_shulker_box: #5, 335(6%)
minecraft.mined.note_block: #5, 125(7%)
minecraft.picked_up.ward_armor_trim_smithing_template: #4, 2(8%)
minecraft.picked_up.lead: #5, 487(5%)
minecraft.crafted.sandstone: #5, 475(8%)
minecraft.dropped.player_head: #5, 969(5%)
minecraft.picked_up.soul_lantern: #4, 64(4%)
minecraft.dropped.blue_shulker_box: #4, 2(7%)
minecraft.mined.lever: #5, 180(6%)
minecraft.used.scaffolding: #5, 12479(6%)
minecraft.used.wind_charge: #5, 510(6%)
minecraft.picked_up.heartbreak_pottery_sherd: #4, 2(7%)
minecraft.used.warped_planks: #5, 981(9%)
minecraft.picked_up.waxed_oxidized_copper: #5, 1157(7%)
minecraft.picked_up.glass_bottle: #5, 2198(5%)
minecraft.mined.dropper: #5, 119(7%)
minecraft.dropped.oak_slab: #5, 68(8%)
minecraft.mined.daylight_detector: #4, 8(4%)
minecraft.picked_up.friend_pottery_sherd: #4, 2(7%)
minecraft.picked_up.waxed_copper_block: #5, 899(8%)
minecraft.crafted.barrel: #5, 610(6%)
minecraft.crafted.blue_dye: #5, 3003(6%)
minecraft.mined.comparator: #5, 161(6%)
minecraft.picked_up.composter: #5, 170(6%)
minecraft.used.honey_block: #5, 1096(7%)
minecraft.dropped.brick_stairs: #4, 5(9%)
minecraft.picked_up.dune_armor_trim_smithing_template: #4, 1(9%)
minecraft.used.chest_minecart: #4, 14(4%)
minecraft.picked_up.lapis_ore: #5, 186(6%)
minecraft.crafted.iron_leggings: #5, 10(6%)
minecraft.mined.orange_shulker_box: #5, 335(6%)
minecraft.mined.wet_sponge: #4, 398(3%)
minecraft.dropped.mangrove_trapdoor: #4, 8(6%)
minecraft.crafted.diamond_axe: #5, 8(6%)
minecraft.mined.acacia_leaves: #5, 1941(7%)
minecraft.picked_up.exposed_cut_copper_stairs: #4, 21(8%)
minecraft.used.waxed_weathered_copper_trapdoor: #4, 52(4%)
minecraft.mined.exposed_cut_copper_stairs: #4, 21(8%)
minecraft.picked_up.glass: #5, 4094(6%)
minecraft.dropped.black_bed: #4, 1(8%)
minecraft.mined.waxed_oxidized_copper_door: #4, 3(7%)
minecraft.killed.endermite: #5, 16(7%)
minecraft.picked_up.gold_block: #5, 542(6%)
minecraft.mined.sponge: #4, 363(3%)
minecraft.used.sponge: #4, 328(3%)
minecraft.crafted.stone_pressure_plate: #5, 222(6%)
minecraft.crafted.recovery_compass: #4, 1(7%)
minecraft.mined.black_concrete: #5, 1944(6%)
minecraft.killed_by.skeleton: #5, 18(7%)
minecraft.mined.copper_ore: #5, 7158(6%)
minecraft.crafted.brown_terracotta: #5, 352(8%)
minecraft.used.blue_concrete_powder: #4, 137(3%)
minecraft.custom.damage_absorbed: #5, 2130(8%)
minecraft.used.blue_concrete: #4, 114(3%)
minecraft.crafted.waxed_weathered_copper_trapdoor: #4, 51(5%)
minecraft.mined.resin_bricks: #4, 4(6%)
minecraft.used.golden_boots: #4, 3(8%)
minecraft.picked_up.furnace_minecart: #4, 7(4%)
minecraft.dropped.stripped_dark_oak_log: #4, 8(4%)
minecraft.mined.smooth_sandstone: #5, 232(7%)
minecraft.used.oak_fence_gate: #5, 58(6%)
minecraft.used.bamboo_trapdoor: #5, 826(6%)
