stat, rank, value, (percentage) 
minecraft.picked_up.coal_ore: #7, 2641(3%)
minecraft.used.oak_door: #7, 9(4%)
minecraft.crafted.green_terracotta: #7, 608(4%)
minecraft.mined.damaged_anvil: #7, 7(4%)
minecraft.mined.weeping_vines_plant: #7, 34(4%)
minecraft.picked_up.cobbled_deepslate_stairs: #7, 68(3%)
minecraft.dropped.polished_deepslate: #7, 33(5%)
minecraft.crafted.purple_dye: #7, 516(3%)
minecraft.picked_up.stripped_jungle_log: #7, 164(4%)
minecraft.picked_up.waxed_oxidized_cut_copper_slab: #7, 26(5%)
minecraft.picked_up.damaged_anvil: #7, 7(3%)
minecraft.crafted.polished_deepslate_stairs: #7, 48(4%)
minecraft.dropped.lapis_ore: #7, 8(4%)
minecraft.dropped.iron_boots: #7, 27(3%)
minecraft.used.netherite_shovel: #7, 90603(5%)
minecraft.picked_up.waxed_chiseled_copper: #7, 25(4%)
minecraft.dropped.blue_dye: #7, 12(4%)
minecraft.used.red_terracotta: #7, 687(3%)
minecraft.picked_up.muddy_mangrove_roots: #7, 495(3%)
minecraft.mined.gray_stained_glass: #7, 46(5%)
minecraft.dropped.bread: #7, 489(3%)
minecraft.used.stone_pressure_plate: #7, 96(3%)
minecraft.used.pitcher_plant: #7, 16(4%)
minecraft.picked_up.polished_blackstone_stairs: #7, 18(4%)
minecraft.used.cornflower: #7, 5(3%)
minecraft.picked_up.blue_wool: #7, 171(3%)
minecraft.mined.copper_door: #7, 4(5%)
minecraft.dropped.dark_oak_planks: #7, 43(3%)
minecraft.picked_up.turtle_egg: #7, 39(3%)
minecraft.mined.oak_leaves: #7, 4595(2%)
minecraft.used.granite_stairs: #7, 23(4%)
minecraft.used.turtle_egg: #7, 29(4%)
minecraft.mined.light_blue_terracotta: #7, 65(3%)
minecraft.mined.turtle_egg: #7, 38(4%)
minecraft.dropped.note_block: #7, 8(3%)
minecraft.used.cooked_chicken: #7, 146(2%)
minecraft.picked_up.totem_of_undying: #7, 17(2%)
minecraft.picked_up.orange_stained_glass: #7, 49(3%)
minecraft.crafted.detector_rail: #7, 60(3%)
minecraft.dropped.deepslate_bricks: #7, 9(3%)
minecraft.crafted.warped_button: #7, 8(3%)
minecraft.mined.crafter: #8, 99(6%)
minecraft.used.lime_wool: #7, 219(3%)
minecraft.used.chiseled_tuff: #7, 192(2%)
minecraft.used.white_stained_glass: #7, 756(2%)
minecraft.used.diamond_block: #7, 144(2%)
minecraft.dropped.stripped_spruce_log: #7, 8(3%)
minecraft.picked_up.fire_coral_fan: #7, 75(3%)
minecraft.dropped.orange_terracotta: #7, 55(3%)
minecraft.killed.guardian: #7, 7(3%)
minecraft.crafted.warped_fence_gate: #7, 17(3%)
minecraft.picked_up.scaffolding: #8, 10952(6%)
minecraft.crafted.nether_brick_fence: #7, 48(4%)
minecraft.used.lapis_ore: #7, 27(2%)
minecraft.used.terracotta: #7, 804(2%)
minecraft.mined.jungle_sign: #7, 1(4%)
minecraft.mined.birch_fence: #7, 23(2%)
minecraft.dropped.writable_book: #7, 8(2%)
minecraft.picked_up.lime_wool: #7, 147(2%)
minecraft.dropped.oak_planks: #8, 162(5%)
minecraft.used.polished_tuff: #8, 2612(6%)
minecraft.crafted.end_rod: #7, 224(3%)
minecraft.used.waxed_exposed_copper: #7, 68(3%)
minecraft.mined.yellow_carpet: #7, 21(3%)
minecraft.used.sandstone: #7, 365(2%)
minecraft.picked_up.warped_stairs: #7, 17(3%)
minecraft.mined.iron_trapdoor: #8, 77(6%)
minecraft.dropped.powered_rail: #7, 11(2%)
minecraft.dropped.netherite_helmet: #7, 1(3%)
minecraft.used.deepslate_tiles: #7, 1339(1%)
minecraft.killed.zombie: #7, 2059(1%)
minecraft.mined.gray_concrete_powder: #7, 30(2%)
minecraft.picked_up.gunpowder: #7, 2403(1%)
minecraft.mined.orange_carpet: #7, 9(2%)
minecraft.used.red_concrete: #7, 229(2%)
minecraft.picked_up.music_disc_blocks: #7, 2(3%)
minecraft.crafted.jungle_hanging_sign: #7, 6(4%)
minecraft.picked_up.daylight_detector: #7, 8(2%)
minecraft.picked_up.green_wool: #7, 420(1%)
minecraft.crafted.andesite_stairs: #7, 22(2%)
minecraft.dropped.tuff_slab: #7, 10(3%)
minecraft.mined.stripped_oak_wood: #7, 40(2%)
minecraft.picked_up.burn_pottery_sherd: #7, 1(4%)
minecraft.mined.emerald_ore: #7, 15(2%)
minecraft.dropped.repeater: #7, 24(2%)
minecraft.mined.lime_bed: #7, 6(2%)
minecraft.crafted.cobbled_deepslate_wall: #7, 20(2%)
minecraft.picked_up.stripped_oak_wood: #7, 36(1%)
minecraft.picked_up.sheaf_pottery_sherd: #7, 1(3%)
minecraft.used.jungle_hanging_sign: #7, 4(3%)
minecraft.crafted.golden_apple: #7, 50(2%)
minecraft.crafted.nether_brick: #7, 192(2%)
minecraft.crafted.deepslate_brick_wall: #7, 8(2%)
minecraft.picked_up.magenta_wool: #7, 63(1%)
minecraft.picked_up.music_disc_strad: #7, 2(3%)
minecraft.picked_up.quartz_pillar: #7, 7(1%)
minecraft.picked_up.flint_and_steel: #7, 16(1%)
minecraft.crafted.blue_concrete_powder: #7, 136(2%)
minecraft.crafted.waxed_exposed_chiseled_copper: #7, 7(2%)
minecraft.dropped.stone: #8, 12918(5%)
minecraft.mined.cave_vines_plant: #8, 20(6%)
minecraft.used.gray_banner: #7, 4(2%)
minecraft.mined.quartz_pillar: #7, 7(1%)
minecraft.broken.flint_and_steel: #7, 1(2%)
minecraft.picked_up.bamboo_pressure_plate: #7, 2(2%)
minecraft.mined.polished_diorite_slab: #7, 2(2%)
minecraft.mined.shulker_box: #8, 3297(4%)
minecraft.used.wither_skeleton_skull: #7, 14(1%)
minecraft.used.polished_blackstone_pressure_plate: #7, 4(2%)
minecraft.crafted.blackstone_wall: #7, 6(1%)
minecraft.crafted.smooth_red_sandstone: #7, 74(2%)
minecraft.picked_up.sculk_catalyst: #7, 9(1%)
minecraft.used.pale_oak_wood: #7, 39(1%)
minecraft.dropped.spruce_fence_gate: #7, 2(2%)
minecraft.mined.blue_carpet: #7, 7(2%)
minecraft.dropped.rotten_flesh: #8, 4969(4%)
minecraft.used.netherite_chestplate: #7, 7(1%)
minecraft.picked_up.bamboo_fence_gate: #7, 15(1%)
minecraft.used.polished_tuff_slab: #8, 845(5%)
minecraft.used.blue_stained_glass: #7, 44(1%)
minecraft.dropped.polished_tuff_wall: #7, 4(1%)
minecraft.custom.play_noteblock: #8, 222(4%)
minecraft.picked_up.spruce_button: #7, 26(1%)
minecraft.picked_up.prismarine_crystals: #7, 28(1%)
minecraft.picked_up.light_gray_wool: #8, 296(5%)
minecraft.used.glow_ink_sac: #8, 218(4%)
minecraft.crafted.ladder: #8, 564(4%)
minecraft.dropped.mace: #8, 8(5%)
minecraft.used.soul_sand: #8, 508(4%)
minecraft.picked_up.magenta_bed: #7, 1(1%)
minecraft.mined.magenta_bed: #7, 1(1%)
minecraft.mined.sandstone_wall: #7, 2(1%)
minecraft.killed.creaking: #7, 2(1%)
minecraft.mined.horn_coral_wall_fan: #7, 12(0%)
minecraft.used.brain_coral: #7, 1(1%)
minecraft.picked_up.raw_copper: #8, 23293(4%)
minecraft.crafted.fletching_table: #7, 1(1%)
minecraft.mined.gilded_blackstone: #7, 4(1%)
minecraft.used.brewing_stand: #8, 45(5%)
minecraft.picked_up.dark_oak_button: #7, 3(1%)
minecraft.used.nether_wart: #8, 565(4%)
minecraft.used.magenta_dye: #7, 1(1%)
minecraft.used.resin_block: #7, 21(0%)
minecraft.mined.resin_block: #7, 18(0%)
minecraft.used.sculk: #7, 314(0%)
minecraft.dropped.nether_brick_fence: #7, 1(1%)
minecraft.mined.dried_ghast: #7, 1(1%)
minecraft.dropped.map: #7, 1(1%)
minecraft.used.white_wool: #8, 776(4%)
minecraft.picked_up.light_blue_carpet: #7, 8(0%)
minecraft.dropped.torchflower_seeds: #7, 5(0%)
minecraft.dropped.cracked_deepslate_tiles: #7, 1(0%)
minecraft.crafted.dispenser: #8, 72(4%)
minecraft.mined.wither_rose: #7, 3(0%)
minecraft.picked_up.small_amethyst_bud: #7, 6(0%)
minecraft.mined.honeycomb_block: #7, 3(0%)
minecraft.used.spruce_button: #7, 46(0%)
minecraft.used.purple_concrete: #7, 4(0%)
minecraft.mined.white_candle: #7, 1(0%)
minecraft.mined.purple_carpet: #7, 2(0%)
minecraft.crafted.purple_carpet: #7, 9(0%)
minecraft.crafted.honeycomb_block: #7, 16(0%)
minecraft.picked_up.glowstone: #8, 368(5%)
minecraft.used.exposed_copper: #7, 24(0%)
minecraft.crafted.cauldron: #8, 79(4%)
minecraft.used.stone: #8, 31723(4%)
minecraft.crafted.waxed_oxidized_cut_copper_slab: #8, 56(7%)
minecraft.picked_up.golden_leggings: #8, 15(4%)
minecraft.used.glow_lichen: #8, 1378(4%)
minecraft.killed.spider: #8, 246(4%)
minecraft.used.chiseled_tuff_bricks: #8, 673(4%)
minecraft.crafted.acacia_trapdoor: #8, 358(4%)
minecraft.crafted.bow: #8, 82(4%)
minecraft.mined.bamboo_wall_sign: #8, 18(4%)
minecraft.picked_up.lime_concrete: #8, 222(5%)
minecraft.used.melon: #8, 37(4%)
minecraft.mined.red_mushroom: #8, 28(5%)
minecraft.dropped.oak_leaves: #8, 285(4%)
minecraft.crafted.spruce_boat: #8, 10(4%)
minecraft.used.cake: #8, 5(5%)
minecraft.used.black_concrete: #8, 1075(4%)
minecraft.used.diamond_boots: #8, 13(3%)
minecraft.dropped.golden_helmet: #8, 8(3%)
minecraft.picked_up.chiseled_tuff: #8, 70(4%)
minecraft.dropped.acacia_sapling: #8, 36(5%)
minecraft.dropped.diamond_hoe: #8, 2(4%)
minecraft.custom.horse_one_cm: #8, 22517844(3%)
minecraft.mined.waxed_copper_grate: #8, 118(4%)
minecraft.mined.ancient_debris: #8, 52(4%)
minecraft.picked_up.gray_stained_glass: #8, 61(5%)
minecraft.mined.budding_amethyst: #8, 14(3%)
minecraft.used.bamboo: #8, 611(3%)
minecraft.crafted.writable_book: #8, 39(3%)
minecraft.used.glass_pane: #8, 106(3%)
minecraft.mined.nether_bricks: #8, 197(3%)
minecraft.used.oxidized_copper: #8, 336(3%)
minecraft.used.brush: #8, 103(5%)
minecraft.picked_up.wither_rose: #8, 259(4%)
minecraft.crafted.orange_dye: #8, 646(3%)
minecraft.killed.chicken: #8, 153(3%)
minecraft.mined.polished_tuff_stairs: #8, 60(3%)
minecraft.crafted.gray_terracotta: #8, 320(4%)
minecraft.crafted.iron_shovel: #8, 14(3%)
minecraft.picked_up.waxed_oxidized_copper_grate: #8, 56(3%)
minecraft.mined.dragon_wall_head: #8, 5(3%)
minecraft.mined.exposed_copper: #8, 78(3%)
minecraft.used.pale_oak_slab: #8, 84(4%)
minecraft.picked_up.yellow_bed: #8, 29(3%)
minecraft.picked_up.blue_shulker_box: #8, 174(3%)
minecraft.dropped.oak_fence: #8, 12(3%)
minecraft.mined.honey_block: #8, 159(2%)
minecraft.dropped.spider_eye: #8, 2187(2%)
minecraft.picked_up.feather: #8, 298(2%)
minecraft.dropped.melon_seeds: #8, 22(3%)
minecraft.mined.blue_shulker_box: #8, 174(3%)
minecraft.crafted.granite_stairs: #8, 16(4%)
minecraft.used.blue_shulker_box: #8, 173(3%)
minecraft.used.warped_fence: #8, 70(3%)
minecraft.picked_up.light_blue_terracotta: #8, 65(3%)
minecraft.mined.red_bed: #8, 11(3%)
minecraft.crafted.tuff_slab: #8, 88(2%)
minecraft.mined.yellow_bed: #8, 25(2%)
minecraft.picked_up.target: #8, 31(2%)
minecraft.dropped.oxeye_daisy: #8, 20(2%)
minecraft.used.yellow_bed: #8, 25(2%)
minecraft.used.red_bed: #8, 12(2%)
minecraft.picked_up.waxed_weathered_copper_bulb: #8, 13(4%)
minecraft.picked_up.red_bed: #8, 10(2%)
minecraft.dropped.orange_dye: #8, 10(3%)
minecraft.used.lime_concrete: #8, 138(3%)
minecraft.used.oak_pressure_plate: #8, 4(3%)
minecraft.crafted.polished_tuff_slab: #9, 208(6%)
minecraft.mined.lily_pad: #8, 63(2%)
minecraft.crafted.warped_planks: #9, 2100(6%)
minecraft.picked_up.weeping_vines: #8, 102(2%)
minecraft.crafted.polished_tuff_wall: #8, 48(2%)
minecraft.crafted.oak_pressure_plate: #8, 4(3%)
minecraft.dropped.oak_trapdoor: #8, 6(2%)
minecraft.used.copper_door: #8, 7(3%)
minecraft.used.acacia_planks: #8, 216(2%)
minecraft.crafted.orange_stained_glass: #8, 552(2%)
minecraft.picked_up.emerald_ore: #8, 11(2%)
minecraft.crafted.quartz_block: #8, 1588(2%)
minecraft.mined.dark_prismarine: #8, 58(2%)
minecraft.used.dark_oak_fence_gate: #8, 23(2%)
minecraft.dropped.yellow_wool: #8, 64(2%)
minecraft.used.barrel: #9, 546(5%)
minecraft.picked_up.music_disc_precipice: #8, 2(3%)
minecraft.dropped.dark_oak_trapdoor: #8, 16(2%)
minecraft.used.smooth_sandstone_slab: #8, 141(2%)
minecraft.used.smooth_sandstone_stairs: #8, 58(3%)
minecraft.dropped.spruce_leaves: #8, 110(2%)
minecraft.picked_up.copper_door: #8, 4(3%)
minecraft.used.tuff: #9, 3929(5%)
minecraft.used.oxidized_cut_copper_stairs: #8, 74(2%)
minecraft.mined.mossy_stone_bricks: #8, 70(1%)
minecraft.dropped.allium: #8, 5(2%)
minecraft.used.acacia_stairs: #8, 42(2%)
minecraft.crafted.dark_oak_fence_gate: #8, 24(2%)
minecraft.picked_up.lime_bed: #8, 6(2%)
minecraft.picked_up.flow_pottery_sherd: #8, 7(2%)
minecraft.dropped.yellow_dye: #8, 10(1%)
minecraft.picked_up.crafter: #9, 94(5%)
minecraft.dropped.iron_door: #8, 2(2%)
minecraft.dropped.wooden_hoe: #8, 1(3%)
minecraft.mined.creaking_heart: #8, 10(2%)
minecraft.crafted.brown_dye: #8, 223(1%)
minecraft.picked_up.yellow_stained_glass: #8, 27(2%)
minecraft.picked_up.potion: #9, 207(5%)
minecraft.picked_up.coast_armor_trim_smithing_template: #8, 1(3%)
minecraft.used.pufferfish_bucket: #8, 3(2%)
minecraft.used.short_grass: #8, 373(1%)
minecraft.picked_up.weathered_copper_grate: #8, 2(2%)
minecraft.picked_up.pumpkin_pie: #8, 11(2%)
minecraft.dropped.jungle_sapling: #8, 3(2%)
minecraft.mined.blue_ice: #8, 93(1%)
minecraft.mined.weathered_copper_grate: #8, 2(2%)
minecraft.picked_up.gilded_blackstone: #8, 20(2%)
minecraft.picked_up.arrow: #9, 4753(5%)
minecraft.dropped.light_gray_wool: #8, 27(1%)
minecraft.crafted.wind_charge: #8, 1132(2%)
minecraft.mined.soul_lantern: #8, 5(2%)
minecraft.picked_up.music_disc_relic: #8, 1(2%)
minecraft.picked_up.light_blue_dye: #8, 10(1%)
minecraft.used.daylight_detector: #8, 31(1%)
minecraft.dropped.emerald: #8, 366(1%)
minecraft.mined.gray_terracotta: #8, 20(1%)
minecraft.used.goat_horn: #8, 5(1%)
minecraft.picked_up.creaking_heart: #8, 10(1%)
minecraft.used.diamond_axe: #9, 46724(4%)
minecraft.mined.cracked_stone_bricks: #8, 34(1%)
minecraft.mined.vine: #9, 734(5%)
minecraft.used.dark_oak_hanging_sign: #8, 5(2%)
minecraft.used.netherite_hoe: #8, 6601(2%)
minecraft.mined.lapis_ore: #9, 239(5%)
minecraft.dropped.white_tulip: #8, 5(1%)
minecraft.dropped.birch_leaves: #8, 34(1%)
minecraft.used.fletching_table: #8, 2(2%)
minecraft.crafted.pale_oak_wood: #8, 42(1%)
minecraft.used.pink_concrete_powder: #8, 64(1%)
minecraft.picked_up.music_disc_mall: #8, 1(2%)
minecraft.crafted.yellow_bed: #8, 1(1%)
minecraft.dropped.enchanted_golden_apple: #8, 1(1%)
minecraft.mined.pink_candle: #8, 1(2%)
minecraft.dropped.blaze_powder: #8, 1(1%)
minecraft.crafted.birch_boat: #8, 1(1%)
minecraft.dropped.purpur_pillar: #8, 7(1%)
minecraft.used.smooth_red_sandstone_slab: #8, 29(1%)
minecraft.crafted.compass: #8, 236(1%)
minecraft.used.waxed_exposed_cut_copper_slab: #8, 6(1%)
minecraft.picked_up.iron_nugget: #9, 431(4%)
minecraft.dropped.white_stained_glass_pane: #8, 5(1%)
minecraft.mined.fire_coral: #8, 5(1%)
minecraft.used.bow: #9, 3627(4%)
minecraft.picked_up.blue_carpet: #8, 7(1%)
minecraft.mined.tube_coral: #8, 4(1%)
minecraft.dropped.lightning_rod: #8, 2(1%)
minecraft.crafted.beacon: #8, 2(1%)
minecraft.crafted.blue_stained_glass: #8, 32(1%)
minecraft.mined.iron_block: #9, 1716(4%)
minecraft.picked_up.green_banner: #8, 1(1%)
minecraft.picked_up.powder_snow_bucket: #8, 2(1%)
minecraft.dropped.oak_fence_gate: #8, 1(1%)
minecraft.picked_up.waxed_exposed_chiseled_copper: #8, 1(1%)
minecraft.dropped.totem_of_undying: #8, 3(0%)
minecraft.picked_up.gold_nugget: #9, 2921(4%)
minecraft.dropped.mud_brick_wall: #8, 1(1%)
minecraft.picked_up.polished_blackstone_slab: #8, 16(1%)
minecraft.mined.light_blue_stained_glass_pane: #8, 2(0%)
minecraft.used.waxed_exposed_copper_grate: #8, 11(1%)
minecraft.mined.lime_carpet: #8, 3(1%)
minecraft.picked_up.blue_egg: #8, 1(0%)
minecraft.mined.purple_concrete: #8, 12(0%)
minecraft.dropped.fire_charge: #8, 6(0%)
minecraft.picked_up.purple_concrete: #8, 13(0%)
minecraft.crafted.polished_blackstone_stairs: #8, 2(0%)
minecraft.used.poppy: #8, 18(0%)
minecraft.used.green_wool: #9, 546(4%)
minecraft.used.red_sandstone: #8, 4(0%)
minecraft.crafted.packed_ice: #8, 7(0%)
minecraft.mined.smooth_red_sandstone_slab: #8, 1(0%)
minecraft.used.resin_clump: #8, 20(0%)
minecraft.picked_up.exposed_copper: #8, 78(0%)
minecraft.crafted.lime_bed: #8, 1(0%)
minecraft.used.dried_ghast: #8, 1(0%)
minecraft.crafted.lodestone: #8, 1(0%)
minecraft.picked_up.lime_concrete_powder: #8, 2(0%)
minecraft.mined.dark_oak_trapdoor: #9, 90(4%)
minecraft.crafted.pumpkin_seeds: #9, 92(6%)
minecraft.dropped.hopper: #9, 48(5%)
minecraft.mined.stripped_birch_log: #9, 272(4%)
minecraft.picked_up.clay_ball: #9, 2848(4%)
minecraft.crafted.bucket: #9, 264(4%)
minecraft.mined.redstone_wire: #9, 629(4%)
minecraft.picked_up.stripped_birch_log: #9, 270(4%)
minecraft.picked_up.yellow_shulker_box: #9, 187(3%)
minecraft.picked_up.acacia_fence: #9, 33(5%)
minecraft.dropped.andesite: #9, 926(4%)
minecraft.mined.yellow_shulker_box: #9, 184(3%)
minecraft.used.ladder: #9, 429(3%)
minecraft.used.yellow_shulker_box: #9, 186(3%)
minecraft.crafted.oak_button: #9, 27(4%)
minecraft.crafted.smithing_table: #9, 164(4%)
minecraft.used.smithing_table: #9, 142(3%)
minecraft.crafted.gold_ingot: #9, 6350(3%)
minecraft.crafted.white_bed: #9, 21(3%)
minecraft.crafted.pale_oak_slab: #9, 156(5%)
minecraft.picked_up.oak_door: #9, 11(3%)
minecraft.used.splash_potion: #9, 59(3%)
minecraft.picked_up.smooth_sandstone: #9, 275(4%)
minecraft.picked_up.redstone_lamp: #9, 52(3%)
minecraft.used.black_stained_glass_pane: #9, 294(4%)
minecraft.mined.acacia_planks: #9, 35(4%)
minecraft.custom.target_hit: #9, 176(3%)
minecraft.crafted.melon_seeds: #9, 66(4%)
minecraft.mined.redstone_lamp: #9, 24(3%)
minecraft.crafted.tuff_brick_slab: #9, 82(3%)
minecraft.picked_up.cyan_bed: #9, 36(3%)
minecraft.dropped.sunflower: #9, 62(3%)
minecraft.killed.bat: #9, 6(4%)
minecraft.dropped.waxed_cut_copper_slab: #9, 3(5%)
minecraft.crafted.red_terracotta: #9, 384(4%)
minecraft.used.tuff_slab: #9, 173(3%)
minecraft.crafted.redstone_block: #9, 865(3%)
minecraft.picked_up.white_stained_glass: #9, 142(3%)
minecraft.dropped.written_book: #9, 7(3%)
minecraft.used.bookshelf: #9, 88(2%)
minecraft.picked_up.book: #9, 265(3%)
minecraft.crafted.polished_andesite_slab: #9, 52(4%)
minecraft.picked_up.waxed_copper_grate: #9, 85(3%)
minecraft.used.moss_carpet: #9, 833(2%)
minecraft.used.light_gray_wool: #9, 270(3%)
minecraft.crafted.light_gray_concrete_powder: #9, 896(3%)
minecraft.mined.stripped_dark_oak_log: #9, 224(2%)
minecraft.used.stripped_dark_oak_log: #9, 181(2%)
minecraft.mined.powder_snow: #9, 25(3%)
minecraft.mined.lime_concrete: #9, 222(3%)
minecraft.dropped.waxed_copper_grate: #9, 11(3%)
minecraft.custom.open_enderchest: #10, 4715(4%)
minecraft.picked_up.chainmail_boots: #9, 4(2%)
minecraft.picked_up.candle: #9, 37(3%)
minecraft.used.acacia_fence_gate: #9, 17(3%)
minecraft.used.green_banner: #9, 5(3%)
minecraft.killed.bogged: #9, 89(3%)
minecraft.picked_up.red_concrete: #9, 238(2%)
minecraft.picked_up.blue_dye: #9, 18(2%)
minecraft.dropped.cobbled_deepslate_slab: #9, 35(3%)
minecraft.dropped.quartz: #9, 72(2%)
minecraft.mined.tuff_brick_wall: #9, 16(2%)
minecraft.used.iron_chestplate: #9, 1(3%)
minecraft.used.lime_concrete_powder: #9, 289(2%)
minecraft.picked_up.iron_door: #9, 13(2%)
minecraft.picked_up.crimson_sign: #9, 4(3%)
minecraft.used.rose_bush: #9, 21(2%)
minecraft.used.mangrove_leaves: #9, 454(2%)
minecraft.mined.tnt: #9, 45(2%)
minecraft.picked_up.lime_stained_glass: #9, 31(3%)
minecraft.mined.waxed_oxidized_cut_copper: #9, 84(2%)
minecraft.mined.jungle_sapling: #9, 4(3%)
minecraft.picked_up.oak_hanging_sign: #9, 5(2%)
minecraft.crafted.blaze_powder: #9, 288(2%)
minecraft.picked_up.green_dye: #9, 139(1%)
minecraft.mined.oak_pressure_plate: #9, 1(2%)
minecraft.custom.use_cauldron: #9, 122(1%)
minecraft.used.warped_fence_gate: #9, 13(3%)
minecraft.custom.interact_with_crafting_table: #10, 4079(5%)
minecraft.mined.smooth_sandstone_slab: #9, 16(2%)
minecraft.custom.damage_resisted: #10, 14249(3%)
minecraft.mined.iron_door: #9, 11(2%)
minecraft.crafted.waxed_oxidized_cut_copper: #9, 44(3%)
minecraft.mined.polished_blackstone_bricks: #9, 136(2%)
minecraft.crafted.cake: #9, 5(2%)
minecraft.used.lilac: #9, 16(2%)
minecraft.crafted.daylight_detector: #9, 65(2%)
minecraft.picked_up.magenta_dye: #9, 13(1%)
minecraft.picked_up.packed_ice: #9, 2515(1%)
minecraft.dropped.snow: #9, 51(2%)
minecraft.picked_up.iron_hoe: #9, 1(2%)
minecraft.used.andesite_stairs: #9, 34(2%)
minecraft.picked_up.birch_fence: #9, 22(2%)
minecraft.picked_up.acacia_slab: #9, 19(2%)
minecraft.custom.talked_to_villager: #10, 2888(5%)
minecraft.picked_up.blue_ice: #9, 86(2%)
minecraft.crafted.magenta_shulker_box: #9, 1(2%)
minecraft.crafted.warped_slab: #9, 126(2%)
minecraft.mined.pale_oak_slab: #9, 10(2%)
minecraft.picked_up.goat_horn: #9, 10(1%)
minecraft.crafted.cobbled_deepslate_stairs: #9, 64(2%)
minecraft.mined.cyan_concrete: #9, 64(2%)
minecraft.crafted.blackstone_stairs: #9, 5(2%)
minecraft.dropped.gold_ingot: #9, 116(1%)
minecraft.mined.smooth_sandstone_stairs: #9, 12(2%)
minecraft.picked_up.yellow_carpet: #9, 22(2%)
minecraft.crafted.bamboo_mosaic: #9, 63(2%)
minecraft.mined.packed_ice: #9, 2644(1%)
minecraft.killed.bee: #9, 4(2%)
minecraft.used.bamboo_fence: #9, 61(1%)
minecraft.picked_up.brown_banner: #9, 6(2%)
minecraft.picked_up.pink_candle: #9, 4(2%)
minecraft.used.quartz_pillar: #9, 31(1%)
minecraft.used.polished_diorite_slab: #9, 28(2%)
minecraft.picked_up.wooden_hoe: #9, 1(2%)
minecraft.picked_up.honey_block: #9, 190(1%)
minecraft.mined.dark_prismarine_stairs: #9, 3(2%)
minecraft.killed.wither_skeleton: #9, 201(1%)
minecraft.mined.cut_sandstone: #9, 26(1%)
minecraft.killed_by.silverfish: #9, 1(2%)
minecraft.picked_up.stone_pressure_plate: #9, 18(1%)
minecraft.picked_up.acacia_hanging_sign: #9, 1(2%)
minecraft.picked_up.andesite: #10, 11919(4%)
minecraft.dropped.dispenser: #9, 4(1%)
minecraft.picked_up.dark_prismarine: #9, 43(1%)
minecraft.picked_up.pale_oak_slab: #9, 8(1%)
minecraft.mined.acacia_stairs: #9, 4(1%)
minecraft.used.string: #9, 140(0%)
minecraft.picked_up.prismarine_bricks: #9, 174(1%)
minecraft.used.waxed_copper_trapdoor: #9, 19(1%)
minecraft.used.waxed_exposed_copper_trapdoor: #9, 10(1%)
minecraft.used.birch_boat: #9, 2(1%)
minecraft.picked_up.purple_dye: #9, 11(1%)
minecraft.picked_up.dark_prismarine_stairs: #9, 3(1%)
minecraft.used.waxed_exposed_chiseled_copper: #9, 8(1%)
minecraft.crafted.waxed_oxidized_copper_grate: #9, 4(1%)
minecraft.mined.stripped_cherry_log: #9, 13(1%)
minecraft.crafted.gold_nugget: #9, 819(1%)
minecraft.mined.prismarine: #9, 64(1%)
minecraft.mined.waxed_cut_copper: #9, 11(1%)
minecraft.killed.wither: #9, 2(1%)
minecraft.used.weathered_copper_trapdoor: #9, 4(1%)
minecraft.dropped.end_stone_bricks: #9, 4(1%)
minecraft.picked_up.nether_star: #9, 2(1%)
minecraft.picked_up.tube_coral: #9, 4(1%)
minecraft.picked_up.stone_shovel: #9, 1(0%)
minecraft.mined.sculk: #9, 586(0%)
minecraft.mined.brick_wall: #9, 1(1%)
minecraft.picked_up.amethyst_block: #10, 731(4%)
minecraft.dropped.ghast_tear: #9, 3(0%)
minecraft.picked_up.horn_coral_fan: #9, 12(0%)
minecraft.picked_up.sculk: #9, 464(0%)
minecraft.picked_up.horn_coral: #9, 4(0%)
minecraft.crafted.orange_stained_glass_pane: #9, 32(0%)
minecraft.mined.waxed_exposed_chiseled_copper: #9, 1(1%)
minecraft.picked_up.polished_diorite_slab: #9, 2(1%)
minecraft.used.green_bed: #9, 3(1%)
minecraft.crafted.stripped_birch_wood: #9, 6(1%)
minecraft.dropped.red_carpet: #9, 1(1%)
minecraft.picked_up.black_glazed_terracotta: #9, 3(0%)
minecraft.mined.jack_o_lantern: #9, 1(0%)
minecraft.dropped.candle: #9, 2(0%)
minecraft.used.horn_coral_fan: #9, 2(0%)
minecraft.mined.pale_oak_wood: #9, 1(1%)
minecraft.picked_up.smooth_red_sandstone_slab: #9, 2(0%)
minecraft.used.orange_concrete: #9, 48(0%)
minecraft.mined.hanging_roots: #9, 4(0%)
minecraft.dropped.light_blue_wool: #9, 3(0%)
minecraft.killed.horse: #9, 2(0%)
minecraft.dropped.warped_planks: #9, 2(0%)
minecraft.dropped.porkchop: #9, 22(0%)
minecraft.crafted.diorite_wall: #9, 12(0%)
minecraft.used.waxed_chiseled_copper: #9, 6(0%)
minecraft.mined.sculk_vein: #9, 55(0%)
minecraft.dropped.copper_block: #9, 1(0%)
minecraft.picked_up.dried_ghast: #9, 1(0%)
minecraft.picked_up.lime_carpet: #9, 3(0%)
minecraft.picked_up.white_candle: #9, 1(0%)
minecraft.dropped.deepslate_gold_ore: #9, 1(0%)
minecraft.picked_up.purple_carpet: #9, 2(0%)
minecraft.dropped.resin_clump: #9, 4(0%)
minecraft.picked_up.purple_concrete_powder: #9, 1(0%)
