stat, rank, value, (percentage) 
minecraft.dropped.wooden_sword: #13, 6(1%)
minecraft.dropped.furnace: #13, 3(1%)
minecraft.mined.target: #13, 5(1%)
minecraft.mined.polished_deepslate_slab: #13, 71(1%)
minecraft.picked_up.pumpkin: #13, 174(1%)
minecraft.picked_up.smooth_sandstone: #13, 105(1%)
minecraft.killed.husk: #13, 2(1%)
minecraft.crafted.white_stained_glass: #13, 392(1%)
minecraft.custom.fill_cauldron: #13, 7(1%)
minecraft.used.dark_prismarine_slab: #13, 50(1%)
minecraft.dropped.composter: #13, 1(1%)
minecraft.used.music_disc_13: #13, 2(1%)
minecraft.crafted.purple_stained_glass: #13, 224(1%)
minecraft.used.beehive: #13, 21(1%)
minecraft.picked_up.yellow_stained_glass: #13, 39(1%)
minecraft.picked_up.smithing_table: #13, 5(1%)
minecraft.crafted.warped_button: #13, 8(1%)
minecraft.picked_up.light_gray_stained_glass_pane: #13, 7(1%)
minecraft.killed.guardian: #13, 2(1%)
minecraft.crafted.gray_terracotta: #13, 148(1%)
minecraft.used.iron_pickaxe: #14, 3277(4%)
minecraft.picked_up.lime_terracotta: #13, 56(0%)
minecraft.crafted.oxidized_cut_copper_stairs: #13, 8(1%)
minecraft.picked_up.black_banner: #13, 3(1%)
minecraft.crafted.orange_stained_glass_pane: #13, 16(1%)
minecraft.picked_up.music_disc_chirp: #13, 1(1%)
minecraft.mined.lime_concrete: #13, 64(1%)
minecraft.used.white_stained_glass: #13, 188(0%)
minecraft.dropped.leather: #13, 25(0%)
minecraft.crafted.fletching_table: #13, 1(1%)
minecraft.picked_up.gilded_blackstone: #13, 5(1%)
minecraft.mined.gray_concrete_powder: #13, 4(0%)
minecraft.mined.orange_terracotta: #13, 217(0%)
minecraft.dropped.iron_boots: #13, 3(0%)
minecraft.killed.zombie: #13, 531(0%)
minecraft.mined.red_bed: #13, 5(0%)
minecraft.picked_up.mangrove_leaves: #13, 230(0%)
minecraft.picked_up.orange_terracotta: #13, 199(0%)
minecraft.used.green_terracotta: #13, 153(0%)
minecraft.crafted.dark_oak_pressure_plate: #13, 1(0%)
minecraft.dropped.deepslate_tiles: #13, 3(0%)
minecraft.crafted.gray_stained_glass: #13, 120(0%)
minecraft.dropped.sticky_piston: #13, 3(0%)
minecraft.used.blue_wool: #13, 11(0%)
minecraft.used.mossy_cobblestone_stairs: #13, 6(0%)
minecraft.crafted.dark_oak_button: #13, 9(0%)
minecraft.mined.brown_concrete: #13, 9(0%)
minecraft.used.cooked_chicken: #13, 6(0%)
minecraft.mined.cut_sandstone: #13, 19(0%)
minecraft.mined.beehive: #13, 3(0%)
minecraft.picked_up.brown_concrete: #13, 9(0%)
minecraft.picked_up.beehive: #13, 3(0%)
minecraft.mined.black_bed: #13, 2(0%)
minecraft.picked_up.dark_prismarine_slab: #13, 9(0%)
minecraft.mined.oxidized_cut_copper_slab: #13, 3(0%)
minecraft.picked_up.brown_carpet: #13, 28(0%)
minecraft.crafted.brown_concrete_powder: #13, 16(0%)
minecraft.mined.blackstone_wall: #13, 1(0%)
minecraft.used.netherite_leggings: #13, 1(0%)
minecraft.crafted.chiseled_deepslate: #13, 1(0%)
minecraft.dropped.glow_lichen: #13, 3(0%)
minecraft.used.powder_snow_bucket: #13, 15(0%)
minecraft.dropped.lilac: #13, 2(0%)
minecraft.mined.sculk_shrieker: #13, 2(0%)
minecraft.picked_up.light_blue_terracotta: #13, 8(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #13, 2(0%)
minecraft.picked_up.white_carpet: #13, 34(0%)
minecraft.picked_up.cherry_leaves: #13, 25(0%)
minecraft.used.sculk_shrieker: #13, 1(0%)
minecraft.picked_up.black_terracotta: #13, 10(0%)
minecraft.used.blue_stained_glass: #13, 1(0%)
minecraft.used.magenta_concrete_powder: #13, 1(0%)
minecraft.mined.blue_wool: #13, 1(0%)
minecraft.mined.magenta_concrete: #13, 1(0%)
minecraft.picked_up.yellow_dye: #13, 1(0%)
minecraft.mined.beetroots: #13, 1(0%)
minecraft.picked_up.black_carpet: #13, 28(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #13, 2(0%)
minecraft.picked_up.redstone: #14, 6746(3%)
minecraft.mined.redstone_ore: #14, 57(3%)
minecraft.crafted.white_dye: #14, 2922(3%)
minecraft.mined.stone: #14, 108459(2%)
minecraft.mined.calcite: #14, 1210(3%)
minecraft.picked_up.ladder: #14, 164(2%)
minecraft.picked_up.calcite: #14, 1155(2%)
minecraft.picked_up.sandstone: #14, 7498(3%)
minecraft.picked_up.basalt: #14, 4863(2%)
minecraft.killed_by.player: #14, 39(2%)
minecraft.dropped.redstone_block: #14, 57(2%)
minecraft.custom.interact_with_lectern: #14, 152(1%)
minecraft.killed.trader_llama: #14, 8(2%)
minecraft.used.iron_block: #14, 1108(2%)
minecraft.picked_up.netherrack: #14, 17317(2%)
minecraft.mined.oak_fence: #14, 38(2%)
minecraft.picked_up.chainmail_leggings: #14, 3(3%)
minecraft.custom.bell_ring: #14, 58(2%)
minecraft.mined.stone_slab: #14, 304(2%)
minecraft.used.granite: #14, 420(2%)
minecraft.used.warped_trapdoor: #14, 98(2%)
minecraft.used.stone_brick_stairs: #14, 174(2%)
minecraft.used.gold_ore: #14, 20(2%)
minecraft.picked_up.phantom_membrane: #14, 19(2%)
minecraft.crafted.diamond: #14, 495(1%)
minecraft.mined.stone_brick_wall: #14, 13(2%)
minecraft.picked_up.spruce_boat: #14, 13(1%)
minecraft.used.spruce_boat: #14, 12(1%)
minecraft.picked_up.oak_fence: #14, 30(1%)
minecraft.broken.diamond_pickaxe: #14, 1(2%)
minecraft.crafted.polished_deepslate: #14, 1304(1%)
minecraft.used.ender_chest: #14, 205(1%)
minecraft.crafted.glass: #14, 3745(1%)
minecraft.mined.ender_chest: #14, 194(1%)
minecraft.mined.white_concrete: #14, 1015(1%)
minecraft.picked_up.armor_stand: #14, 25(1%)
minecraft.used.sea_lantern: #14, 119(1%)
minecraft.used.stone_brick_slab: #14, 268(1%)
minecraft.used.mangrove_trapdoor: #14, 47(1%)
minecraft.dropped.diamond_chestplate: #14, 1(2%)
minecraft.picked_up.flint_and_steel: #14, 13(1%)
minecraft.custom.crouch_one_cm: #15, 18307406(3%)
minecraft.mined.soul_sand: #14, 512(1%)
minecraft.crafted.flower_pot: #14, 62(1%)
minecraft.picked_up.flower_pot: #14, 26(1%)
minecraft.used.moss_block: #14, 1600(1%)
minecraft.dropped.spruce_boat: #14, 2(1%)
minecraft.used.spruce_fence_gate: #14, 29(1%)
minecraft.picked_up.iron_boots: #14, 6(1%)
minecraft.dropped.iron_nugget: #14, 397(1%)
minecraft.picked_up.bee_nest: #14, 7(1%)
minecraft.used.white_dye: #14, 17(1%)
minecraft.dropped.iron_ore: #14, 27(1%)
minecraft.mined.bee_nest: #14, 7(1%)
minecraft.broken.diamond_shovel: #14, 1(1%)
minecraft.picked_up.bricks: #14, 93(1%)
minecraft.crafted.spruce_button: #14, 16(1%)
minecraft.crafted.light_gray_shulker_box: #14, 2(1%)
minecraft.mined.quartz_stairs: #14, 5(1%)
minecraft.picked_up.gold_block: #14, 92(1%)
minecraft.crafted.raw_gold_block: #14, 26(1%)
minecraft.mined.quartz_slab: #14, 22(1%)
minecraft.picked_up.orange_wool: #14, 32(1%)
minecraft.crafted.warped_fence: #14, 21(1%)
minecraft.mined.pink_petals: #14, 22(1%)
minecraft.crafted.lime_terracotta: #14, 456(1%)
minecraft.used.cornflower: #14, 3(1%)
minecraft.picked_up.smooth_quartz: #14, 60(1%)
minecraft.used.deepslate_tile_slab: #14, 155(1%)
minecraft.used.polished_deepslate_wall: #14, 128(1%)
minecraft.mined.warped_button: #14, 1(1%)
minecraft.crafted.light_blue_dye: #14, 115(1%)
minecraft.used.bee_nest: #14, 5(1%)
minecraft.used.warped_button: #14, 6(1%)
minecraft.picked_up.warped_button: #14, 5(1%)
minecraft.custom.interact_with_anvil: #15, 392(3%)
minecraft.mined.polished_blackstone_button: #14, 3(1%)
minecraft.picked_up.orange_stained_glass: #14, 24(1%)
minecraft.crafted.crimson_slab: #14, 198(1%)
minecraft.mined.ancient_debris: #14, 43(0%)
minecraft.crafted.mossy_cobblestone_slab: #14, 12(1%)
minecraft.used.warped_door: #14, 1(1%)
minecraft.used.lime_concrete_powder: #14, 81(1%)
minecraft.crafted.lime_concrete_powder: #14, 104(1%)
minecraft.picked_up.ochre_froglight: #14, 16(1%)
minecraft.picked_up.ancient_debris: #14, 43(0%)
minecraft.crafted.green_stained_glass_pane: #14, 16(1%)
minecraft.picked_up.lime_concrete: #14, 61(0%)
minecraft.dropped.glass: #14, 96(0%)
minecraft.mined.white_stained_glass: #14, 35(0%)
minecraft.picked_up.acacia_planks: #14, 12(0%)
minecraft.used.deepslate_tile_wall: #14, 42(0%)
minecraft.dropped.yellow_terracotta: #14, 3(1%)
minecraft.picked_up.chiseled_sandstone: #14, 1(1%)
minecraft.mined.medium_amethyst_bud: #14, 8(0%)
minecraft.dropped.mossy_cobblestone: #14, 5(0%)
minecraft.used.oak_leaves: #14, 186(0%)
minecraft.used.smithing_table: #14, 7(0%)
minecraft.used.quartz_stairs: #14, 12(0%)
minecraft.mined.gray_wool: #14, 18(0%)
minecraft.dropped.copper_ingot: #14, 3(0%)
minecraft.picked_up.black_bed: #14, 2(0%)
minecraft.dropped.dark_oak_leaves: #14, 2(0%)
minecraft.mined.dirt: #15, 26773(3%)
minecraft.used.black_bed: #14, 2(0%)
minecraft.mined.waxed_copper_block: #14, 3(0%)
minecraft.mined.small_amethyst_bud: #14, 14(0%)
minecraft.crafted.purple_terracotta: #14, 24(0%)
minecraft.used.light_blue_wool: #14, 19(0%)
minecraft.mined.chiseled_polished_blackstone: #14, 1(0%)
minecraft.dropped.nether_gold_ore: #14, 1(0%)
minecraft.picked_up.small_amethyst_bud: #14, 10(0%)
minecraft.picked_up.pink_bed: #14, 1(0%)
minecraft.used.brown_concrete: #14, 2(0%)
minecraft.dropped.warped_planks: #14, 1(0%)
minecraft.crafted.crimson_fence: #14, 3(0%)
minecraft.picked_up.green_concrete_powder: #14, 14(0%)
minecraft.used.cyan_stained_glass_pane: #14, 1(0%)
minecraft.picked_up.sandstone_wall: #14, 1(0%)
minecraft.mined.light_blue_stained_glass: #14, 1(0%)
minecraft.used.lime_stained_glass_pane: #14, 2(0%)
minecraft.dropped.gold_nugget: #14, 27(0%)
minecraft.picked_up.magenta_concrete: #14, 1(0%)
minecraft.picked_up.gold_nugget: #14, 627(0%)
minecraft.used.dark_oak_leaves: #14, 2(0%)
minecraft.mined.stripped_mangrove_log: #14, 3(0%)
minecraft.picked_up.dragon_egg: #14, 1(0%)
minecraft.used.diamond_pickaxe: #15, 178184(2%)
minecraft.picked_up.stone: #15, 78287(3%)
minecraft.custom.leave_game: #16, 929(3%)
minecraft.mined.coal_ore: #15, 3076(2%)
minecraft.picked_up.water_bucket: #15, 32(2%)
minecraft.mined.deepslate_gold_ore: #15, 395(2%)
minecraft.dropped.diamond_boots: #15, 5(3%)
minecraft.mined.lapis_ore: #15, 120(2%)
minecraft.used.anvil: #15, 82(2%)
minecraft.mined.deepslate_lapis_ore: #15, 121(2%)
minecraft.dropped.stone_pickaxe: #15, 3(3%)
minecraft.picked_up.hopper: #15, 257(2%)
minecraft.crafted.mangrove_planks: #15, 716(2%)
minecraft.picked_up.cobblestone: #15, 21805(1%)
minecraft.used.cobbled_deepslate: #15, 1807(2%)
minecraft.picked_up.stone_slab: #15, 383(2%)
minecraft.picked_up.deepslate_tiles: #15, 196(2%)
minecraft.used.deepslate: #15, 2849(2%)
minecraft.mined.sand: #15, 26624(2%)
minecraft.picked_up.red_terracotta: #15, 756(2%)
minecraft.picked_up.scaffolding: #15, 3951(2%)
minecraft.crafted.lantern: #15, 184(1%)
minecraft.dropped.diamond: #15, 111(1%)
minecraft.used.redstone: #15, 1208(1%)
minecraft.killed.phantom: #15, 14(1%)
minecraft.mined.azure_bluet: #15, 12(1%)
minecraft.mined.polished_deepslate: #15, 144(1%)
minecraft.used.deepslate_gold_ore: #15, 82(2%)
minecraft.picked_up.azalea_leaves: #15, 1122(1%)
minecraft.picked_up.ender_chest: #15, 204(1%)
minecraft.picked_up.flowering_azalea_leaves: #15, 348(1%)
minecraft.mined.flowering_azalea_leaves: #15, 361(1%)
minecraft.picked_up.stone_brick_stairs: #15, 49(1%)
minecraft.mined.azalea_leaves: #15, 994(1%)
minecraft.picked_up.amethyst_shard: #15, 1901(1%)
minecraft.dropped.shulker_box: #15, 13(1%)
minecraft.dropped.stone: #15, 2951(1%)
minecraft.crafted.blue_dye: #15, 715(1%)
minecraft.used.lime_shulker_box: #15, 35(1%)
minecraft.used.dropper: #15, 95(1%)
minecraft.dropped.dandelion: #15, 21(1%)
minecraft.picked_up.lime_shulker_box: #15, 33(1%)
minecraft.used.cobbled_deepslate_slab: #15, 311(1%)
minecraft.picked_up.music_disc_13: #15, 6(1%)
minecraft.picked_up.emerald_ore: #15, 9(1%)
minecraft.crafted.warped_door: #15, 3(2%)
minecraft.mined.lime_shulker_box: #15, 31(1%)
minecraft.used.bundle: #15, 20(1%)
minecraft.used.honey_bottle: #15, 10(1%)
minecraft.picked_up.quartz_slab: #15, 39(1%)
minecraft.used.dark_oak_log: #15, 437(1%)
minecraft.mined.smooth_stone_slab: #15, 27(1%)
minecraft.crafted.cherry_planks: #15, 52(1%)
minecraft.dropped.red_terracotta: #15, 27(1%)
minecraft.mined.deepslate_bricks: #15, 119(1%)
minecraft.killed.skeleton: #15, 587(1%)
minecraft.picked_up.iron_chestplate: #15, 5(1%)
minecraft.picked_up.gray_stained_glass: #15, 16(1%)
minecraft.mined.polished_deepslate_wall: #15, 14(1%)
minecraft.used.peony: #15, 3(1%)
minecraft.picked_up.pink_shulker_box: #15, 17(1%)
minecraft.picked_up.oak_stairs: #15, 21(1%)
minecraft.dropped.gravel: #15, 416(1%)
minecraft.used.magma_block: #15, 199(1%)
minecraft.used.birch_log: #15, 167(1%)
minecraft.dropped.birch_sapling: #15, 13(1%)
minecraft.crafted.mossy_stone_bricks: #15, 88(1%)
minecraft.picked_up.polished_blackstone_slab: #15, 34(1%)
minecraft.mined.spruce_fence_gate: #15, 7(1%)
minecraft.picked_up.mossy_cobblestone_slab: #15, 5(1%)
minecraft.dropped.egg: #15, 70(1%)
minecraft.used.cauldron: #15, 26(1%)
minecraft.dropped.golden_leggings: #15, 3(1%)
minecraft.picked_up.melon_seeds: #15, 3(1%)
minecraft.dropped.chainmail_chestplate: #15, 1(1%)
minecraft.used.polished_deepslate_slab: #15, 232(1%)
minecraft.mined.sea_lantern: #15, 11(1%)
minecraft.mined.pink_shulker_box: #15, 11(1%)
minecraft.dropped.quartz: #15, 55(1%)
minecraft.mined.tnt: #15, 15(1%)
minecraft.used.soul_sand: #15, 120(0%)
minecraft.used.warped_planks: #15, 136(0%)
minecraft.used.nether_wart: #15, 50(0%)
minecraft.crafted.light_blue_stained_glass_pane: #15, 16(1%)
minecraft.used.dark_prismarine: #15, 61(1%)
minecraft.picked_up.music_disc_wait: #15, 1(1%)
minecraft.used.coal_block: #15, 17(0%)
minecraft.mined.blue_bed: #15, 2(0%)
minecraft.mined.polished_basalt: #15, 13(0%)
minecraft.dropped.powered_rail: #15, 5(0%)
minecraft.crafted.red_stained_glass_pane: #15, 16(0%)
minecraft.killed.wither: #15, 1(0%)
minecraft.dropped.leather_chestplate: #15, 2(0%)
minecraft.crafted.name_tag: #15, 14(0%)
minecraft.dropped.hopper: #15, 3(0%)
minecraft.crafted.crafting_table: #16, 85(3%)
minecraft.dropped.spruce_button: #15, 1(0%)
minecraft.used.goat_horn: #15, 1(0%)
minecraft.dropped.saddle: #15, 1(0%)
minecraft.used.amethyst_block: #15, 31(0%)
minecraft.picked_up.large_amethyst_bud: #15, 3(0%)
minecraft.picked_up.white_stained_glass: #15, 25(0%)
minecraft.mined.light_gray_wool: #15, 5(0%)
minecraft.picked_up.medium_amethyst_bud: #15, 5(0%)
minecraft.dropped.snow_block: #15, 39(0%)
minecraft.used.large_amethyst_bud: #15, 1(0%)
minecraft.dropped.cobbled_deepslate_slab: #15, 2(0%)
minecraft.used.cyan_wool: #15, 19(0%)
minecraft.dropped.lantern: #15, 4(0%)
minecraft.picked_up.oxidized_cut_copper_slab: #15, 3(0%)
minecraft.picked_up.light_blue_stained_glass: #15, 2(0%)
minecraft.mined.sculk: #15, 53(0%)
minecraft.dropped.beetroot_seeds: #15, 1(0%)
minecraft.dropped.gold_ingot: #15, 18(0%)
minecraft.mined.stripped_jungle_log: #15, 3(0%)
minecraft.mined.green_carpet: #15, 1(0%)
minecraft.picked_up.stripped_jungle_log: #15, 3(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #15, 2(0%)
minecraft.picked_up.stripped_mangrove_log: #15, 3(0%)
minecraft.used.polished_granite_slab: #15, 2(0%)
minecraft.picked_up.black_concrete_powder: #15, 10(0%)
minecraft.dropped.quartz_block: #15, 2(0%)
minecraft.used.light_blue_terracotta: #15, 1(0%)
minecraft.killed.zombified_piglin: #15, 3(0%)
minecraft.dropped.elytra: #16, 10(3%)
minecraft.custom.open_enderchest: #16, 2422(2%)
minecraft.used.crafting_table: #16, 195(2%)
minecraft.mined.torch: #16, 656(2%)
minecraft.picked_up.chest: #16, 600(2%)
minecraft.killed.zombie_villager: #16, 8(2%)
minecraft.used.item_frame: #16, 244(2%)
minecraft.mined.powder_snow: #16, 38(2%)
minecraft.picked_up.copper_ore: #16, 628(2%)
minecraft.custom.fly_one_cm: #17, 65852005(2%)
minecraft.mined.iron_block: #16, 591(2%)
minecraft.mined.red_shulker_box: #16, 194(2%)
minecraft.used.red_shulker_box: #16, 208(2%)
minecraft.picked_up.writable_book: #16, 6(2%)
minecraft.mined.deepslate: #16, 23021(2%)
minecraft.used.snowball: #16, 120(2%)
minecraft.dropped.iron_pickaxe: #16, 2(2%)
minecraft.mined.deepslate_diamond_ore: #16, 487(1%)
minecraft.picked_up.blue_concrete_powder: #16, 24(2%)
minecraft.picked_up.stone_pickaxe: #16, 3(2%)
minecraft.crafted.iron_sword: #16, 4(2%)
minecraft.dropped.ender_pearl: #16, 4346(1%)
minecraft.custom.walk_one_cm: #17, 87669779(2%)
minecraft.mined.birch_sign: #16, 6(2%)
minecraft.mined.dirt_path: #16, 92(1%)
minecraft.picked_up.leather_helmet: #16, 4(1%)
minecraft.picked_up.sand: #16, 23627(1%)
minecraft.picked_up.filled_map: #16, 1104(1%)
minecraft.picked_up.gold_ore: #16, 25(2%)
minecraft.picked_up.raw_copper: #16, 3120(1%)
minecraft.mined.dark_oak_stairs: #16, 28(1%)
minecraft.used.poppy: #16, 8(1%)
minecraft.custom.interact_with_blast_furnace: #16, 65(1%)
minecraft.mined.basalt: #16, 3447(1%)
minecraft.crafted.flint_and_steel: #16, 6(1%)
minecraft.picked_up.golden_leggings: #16, 4(1%)
minecraft.mined.stone_brick_stairs: #16, 27(1%)
minecraft.picked_up.birch_fence: #16, 31(1%)
minecraft.picked_up.shulker_shell: #16, 218(1%)
minecraft.picked_up.sniffer_egg: #16, 2(1%)
minecraft.dropped.cooked_beef: #16, 19(1%)
minecraft.mined.piston: #16, 67(1%)
minecraft.used.brown_shulker_box: #16, 34(1%)
minecraft.dropped.wooden_axe: #16, 1(1%)
minecraft.picked_up.redstone_block: #16, 168(1%)
minecraft.picked_up.birch_leaves: #16, 414(1%)
minecraft.picked_up.brown_shulker_box: #16, 28(1%)
minecraft.used.chicken: #16, 1(1%)
minecraft.picked_up.polished_andesite: #16, 81(1%)
minecraft.mined.dropper: #16, 20(1%)
minecraft.crafted.cyan_shulker_box: #16, 3(1%)
minecraft.picked_up.leather_boots: #16, 11(1%)
minecraft.crafted.coal_block: #16, 183(1%)
minecraft.picked_up.comparator: #16, 34(1%)
minecraft.mined.magma_block: #16, 296(1%)
minecraft.dropped.dark_oak_log: #16, 60(1%)
minecraft.used.painting: #16, 14(1%)
minecraft.used.birch_fence: #16, 38(1%)
minecraft.picked_up.pink_petals: #16, 65(1%)
minecraft.picked_up.deepslate_bricks: #16, 113(1%)
minecraft.picked_up.red_banner: #16, 3(1%)
minecraft.used.azalea_leaves: #16, 210(1%)
minecraft.dropped.brown_terracotta: #16, 6(1%)
minecraft.used.map: #16, 4(1%)
minecraft.dropped.oak_fence: #16, 2(1%)
minecraft.picked_up.egg: #16, 128(0%)
minecraft.used.pink_shulker_box: #16, 11(0%)
minecraft.picked_up.music_disc_blocks: #16, 1(1%)
minecraft.picked_up.spruce_fence_gate: #16, 7(1%)
minecraft.used.redstone_block: #16, 93(0%)
minecraft.crafted.leather_horse_armor: #16, 1(1%)
minecraft.crafted.raw_iron: #16, 153(0%)
minecraft.picked_up.stone_brick_wall: #16, 7(0%)
minecraft.used.deepslate_lapis_ore: #16, 5(0%)
minecraft.used.mossy_cobblestone_slab: #16, 12(0%)
minecraft.picked_up.polished_deepslate_wall: #16, 13(0%)
minecraft.picked_up.prismarine_crystals: #16, 19(0%)
minecraft.picked_up.gold_ingot: #16, 100(0%)
minecraft.mined.deepslate_brick_slab: #16, 9(0%)
minecraft.dropped.iron_chestplate: #16, 2(0%)
minecraft.picked_up.bamboo_raft: #16, 1(0%)
minecraft.mined.polished_granite: #16, 5(0%)
minecraft.crafted.cauldron: #16, 13(0%)
minecraft.mined.redstone_block: #16, 39(0%)
minecraft.dropped.stone_pressure_plate: #16, 2(0%)
minecraft.picked_up.deepslate_brick_slab: #16, 13(0%)
minecraft.dropped.oxeye_daisy: #16, 1(0%)
minecraft.used.brown_concrete_powder: #16, 10(0%)
minecraft.used.warped_fence: #16, 6(0%)
minecraft.used.cobbled_deepslate_wall: #16, 10(0%)
minecraft.picked_up.polished_blackstone_button: #16, 4(0%)
minecraft.picked_up.quartz_stairs: #16, 2(0%)
minecraft.picked_up.rabbit_hide: #16, 1(0%)
minecraft.used.polished_diorite: #16, 33(0%)
minecraft.used.deepslate_brick_slab: #16, 43(0%)
minecraft.mined.warped_planks: #16, 16(0%)
minecraft.dropped.stone_bricks: #16, 10(0%)
minecraft.crafted.beacon: #16, 1(0%)
minecraft.used.polished_granite: #16, 21(0%)
minecraft.picked_up.white_stained_glass_pane: #16, 3(0%)
minecraft.crafted.mangrove_stairs: #16, 4(0%)
minecraft.picked_up.peony: #16, 14(0%)
minecraft.used.polished_blackstone_slab: #16, 22(0%)
minecraft.picked_up.polished_basalt: #16, 9(0%)
minecraft.crafted.blue_stained_glass: #16, 8(0%)
minecraft.used.medium_amethyst_bud: #16, 1(0%)
minecraft.picked_up.granite_slab: #16, 2(0%)
minecraft.crafted.birch_button: #16, 1(0%)
minecraft.mined.polished_diorite: #16, 3(0%)
minecraft.picked_up.wither_skeleton_skull: #16, 3(0%)
minecraft.used.air: #16, 3(0%)
minecraft.picked_up.waxed_copper_block: #16, 1(0%)
minecraft.used.green_carpet: #16, 7(0%)
minecraft.dropped.polished_deepslate_slab: #16, 1(0%)
minecraft.picked_up.prismarine_shard: #16, 5(0%)
minecraft.crafted.wooden_shovel: #16, 1(0%)
minecraft.used.oxidized_cut_copper_slab: #16, 3(0%)
minecraft.mined.gray_terracotta: #16, 6(0%)
minecraft.picked_up.gray_terracotta: #16, 6(0%)
minecraft.picked_up.pink_wool: #16, 1(0%)
minecraft.mined.pink_concrete: #16, 1(0%)
minecraft.mined.purple_concrete: #16, 1(0%)
minecraft.used.purple_concrete_powder: #16, 1(0%)
minecraft.used.purple_stained_glass: #16, 1(0%)
minecraft.killed.drowned: #16, 108(0%)
minecraft.picked_up.torch: #17, 2587(2%)
minecraft.mined.tall_grass: #17, 365(2%)
minecraft.custom.player_kills: #17, 15(2%)
minecraft.picked_up.white_wool: #17, 346(2%)
minecraft.mined.copper_ore: #17, 1057(2%)
minecraft.picked_up.lapis_lazuli: #17, 1390(2%)
minecraft.picked_up.iron_pickaxe: #17, 3(2%)
minecraft.picked_up.raw_gold: #17, 580(2%)
minecraft.picked_up.deepslate: #17, 7065(2%)
minecraft.picked_up.iron_door: #17, 7(1%)
minecraft.picked_up.potion: #17, 37(1%)
minecraft.crafted.black_dye: #17, 1278(1%)
minecraft.picked_up.magma_cream: #17, 56(1%)
minecraft.picked_up.dark_oak_sign: #17, 12(1%)
minecraft.picked_up.polished_deepslate_slab: #17, 71(1%)
minecraft.mined.player_wall_head: #17, 7(1%)
minecraft.picked_up.flint: #17, 180(1%)
minecraft.used.end_rod: #17, 63(1%)
minecraft.picked_up.soul_sand: #17, 501(1%)
minecraft.crafted.iron_door: #17, 6(1%)
minecraft.mined.amethyst_cluster: #17, 194(1%)
minecraft.crafted.oak_boat: #17, 3(1%)
minecraft.mined.brown_shulker_box: #17, 27(1%)
minecraft.used.glass_bottle: #17, 74(1%)
minecraft.picked_up.crimson_planks: #17, 33(1%)
minecraft.picked_up.deepslate_diamond_ore: #17, 131(1%)
minecraft.picked_up.honeycomb: #17, 54(1%)
minecraft.used.polished_deepslate: #17, 408(1%)
minecraft.picked_up.painting: #17, 11(1%)
minecraft.picked_up.magma_block: #17, 245(1%)
minecraft.custom.play_noteblock: #17, 31(1%)
minecraft.picked_up.music_disc_strad: #17, 1(1%)
minecraft.dropped.oak_boat: #17, 1(1%)
minecraft.picked_up.spruce_button: #17, 3(1%)
minecraft.crafted.dispenser: #17, 33(1%)
minecraft.crafted.birch_fence: #17, 27(1%)
minecraft.picked_up.orange_shulker_box: #17, 17(0%)
minecraft.mined.orange_shulker_box: #17, 17(0%)
minecraft.used.ender_pearl: #17, 24(0%)
minecraft.crafted.stone_pressure_plate: #17, 16(0%)
minecraft.mined.dark_oak_leaves: #17, 201(0%)
minecraft.crafted.oak_button: #17, 3(0%)
minecraft.picked_up.target: #17, 3(0%)
minecraft.crafted.netherite_ingot: #17, 9(0%)
minecraft.picked_up.warped_stairs: #17, 5(0%)
minecraft.used.granite_slab: #17, 17(0%)
minecraft.mined.polished_andesite_slab: #17, 13(0%)
minecraft.picked_up.tropical_fish: #17, 16(0%)
minecraft.mined.yellow_wool: #17, 10(0%)
minecraft.mined.nether_wart: #17, 24(0%)
minecraft.picked_up.quartz_block: #17, 65(0%)
minecraft.dropped.snow: #17, 25(0%)
minecraft.crafted.white_terracotta: #17, 30(0%)
minecraft.picked_up.cracked_stone_bricks: #17, 11(0%)
minecraft.mined.stripped_acacia_log: #17, 4(0%)
minecraft.picked_up.stripped_acacia_log: #17, 4(0%)
minecraft.mined.birch_slab: #17, 1(0%)
minecraft.used.wither_skeleton_skull: #17, 3(0%)
minecraft.mined.red_carpet: #17, 4(0%)
minecraft.picked_up.dark_oak_leaves: #17, 20(0%)
minecraft.picked_up.polished_granite: #17, 6(0%)
minecraft.mined.cherry_leaves: #17, 31(0%)
minecraft.used.brown_terracotta: #17, 19(0%)
minecraft.picked_up.lava_bucket: #17, 1(0%)
minecraft.mined.crimson_slab: #17, 2(0%)
minecraft.used.cracked_stone_bricks: #17, 6(0%)
minecraft.used.mushroom_stem: #17, 20(0%)
minecraft.used.soul_soil: #17, 7(0%)
minecraft.crafted.cyan_concrete_powder: #17, 32(0%)
minecraft.picked_up.crimson_slab: #17, 2(0%)
minecraft.used.deepslate_brick_wall: #17, 3(0%)
minecraft.picked_up.cyan_wool: #17, 1(0%)
minecraft.dropped.ink_sac: #17, 5(0%)
minecraft.picked_up.blue_wool: #17, 1(0%)
minecraft.picked_up.pink_concrete: #17, 1(0%)
minecraft.used.small_amethyst_bud: #17, 1(0%)
minecraft.dropped.cornflower: #17, 1(0%)
minecraft.picked_up.purple_concrete: #17, 1(0%)
minecraft.used.pink_concrete_powder: #17, 1(0%)
minecraft.picked_up.sculk: #17, 3(0%)
minecraft.custom.pig_one_cm: #17, 124(0%)
