stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #15, 6146707(2%)
minecraft.custom.time_since_death: #16, 6146707(2%)
minecraft.custom.play_time: #41, 6146707(0%)
minecraft.custom.total_world_time: #41, 6146707(0%)
minecraft.custom.leave_game: #43, 65(0%)
minecraft.custom.fly_one_cm: #51, 2152347(0%)
minecraft.custom.sneak_time: #56, 7574(0%)
minecraft.custom.walk_under_water_one_cm: #62, 1432(0%)
minecraft.custom.walk_on_water_one_cm: #63, 1081(0%)
