stat, rank, value, (percentage) 
minecraft.custom.sprint_one_cm: #31, 3370193(0%)
minecraft.custom.open_chest: #31, 763(0%)
minecraft.custom.swim_one_cm: #31, 106799(0%)
minecraft.picked_up.lapis_lazuli: #31, 91(0%)
minecraft.mined.player_head: #31, 1(0%)
minecraft.custom.sleep_in_bed: #31, 19(0%)
minecraft.custom.drop: #31, 164(0%)
minecraft.picked_up.quartz: #31, 61(0%)
minecraft.picked_up.stick: #31, 53(0%)
minecraft.used.cooked_porkchop: #31, 11(0%)
minecraft.mined.birch_leaves: #31, 21(0%)
minecraft.picked_up.dark_oak_log: #31, 29(0%)
minecraft.used.bucket: #31, 8(0%)
minecraft.custom.damage_taken: #32, 9561(0%)
minecraft.killed.player: #32, 2(0%)
minecraft.custom.climb_one_cm: #32, 56531(0%)
minecraft.used.snowball: #32, 4(0%)
minecraft.picked_up.player_head: #32, 8(0%)
minecraft.mined.chest: #32, 4(0%)
minecraft.picked_up.arrow: #32, 16(0%)
minecraft.dropped.stick: #32, 8(0%)
minecraft.picked_up.moss_carpet: #32, 4(0%)
minecraft.mined.spruce_leaves: #32, 6(0%)
minecraft.picked_up.diorite: #32, 6(0%)
minecraft.picked_up.grass_block: #32, 9(0%)
minecraft.picked_up.water_bucket: #33, 1(0%)
minecraft.used.diamond_axe: #33, 264(0%)
minecraft.picked_up.chest: #33, 5(0%)
minecraft.mined.dirt: #33, 162(0%)
minecraft.picked_up.lantern: #33, 1(0%)
minecraft.crafted.dark_oak_planks: #33, 32(0%)
minecraft.picked_up.dark_oak_planks: #33, 1(0%)
minecraft.picked_up.emerald: #33, 7(0%)
minecraft.custom.interact_with_lectern: #34, 7(0%)
minecraft.used.diamond_sword: #34, 42(0%)
minecraft.used.bow: #34, 2(0%)
minecraft.custom.inspect_hopper: #34, 1(0%)
minecraft.custom.mob_kills: #34, 90(0%)
minecraft.used.stone: #34, 1(0%)
minecraft.picked_up.diamond_pickaxe: #35, 2(0%)
minecraft.picked_up.diamond_sword: #35, 1(0%)
minecraft.custom.interact_with_anvil: #35, 4(0%)
minecraft.custom.time_since_rest: #35, 27145(0%)
minecraft.dropped.iron_nugget: #35, 1(0%)
minecraft.picked_up.bow: #36, 1(0%)
minecraft.dropped.player_head: #36, 1(0%)
minecraft.custom.walk_on_water_one_cm: #37, 81267(0%)
minecraft.mined.torch: #37, 2(0%)
minecraft.picked_up.cooked_porkchop: #38, 3(0%)
minecraft.custom.open_barrel: #43, 11(0%)
minecraft.custom.deaths: #44, 2(0%)
minecraft.custom.walk_under_water_one_cm: #47, 60487(0%)
minecraft.custom.play_time: #49, 1841028(0%)
minecraft.custom.total_world_time: #49, 1841028(0%)
minecraft.custom.fly_one_cm: #50, 2676882(0%)
minecraft.custom.leave_game: #51, 21(0%)
minecraft.custom.time_since_death: #53, 27054(0%)
