stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #2, 26115217(7%)
minecraft.custom.time_since_death: #2, 26115217(7%)
minecraft.custom.play_time: #25, 26115217(1%)
minecraft.custom.total_world_time: #25, 26115217(1%)
minecraft.custom.leave_game: #30, 240(1%)
minecraft.custom.fly_one_cm: #37, 16398515(1%)
minecraft.custom.walk_on_water_one_cm: #45, 41594(0%)
minecraft.custom.sneak_time: #49, 27061(0%)
minecraft.custom.walk_under_water_one_cm: #51, 36601(0%)
