stat, rank, value, (percentage) 
minecraft.used.cyan_carpet: #11, 36(1%)
minecraft.crafted.deepslate_brick_slab: #11, 34(1%)
minecraft.picked_up.black_concrete_powder: #11, 375(1%)
minecraft.mined.quartz_bricks: #11, 4(1%)
minecraft.picked_up.polished_blackstone_bricks: #11, 396(1%)
minecraft.picked_up.yellow_dye: #11, 20(1%)
minecraft.mined.waxed_copper_block: #11, 12(1%)
minecraft.picked_up.medium_amethyst_bud: #11, 19(1%)
minecraft.picked_up.waxed_copper_block: #11, 13(1%)
minecraft.picked_up.crimson_stairs: #11, 6(1%)
minecraft.mined.stripped_spruce_wood: #11, 20(1%)
minecraft.dropped.iron_chestplate: #11, 4(1%)
minecraft.used.light_blue_stained_glass: #11, 48(1%)
minecraft.picked_up.cooked_porkchop: #11, 368(0%)
minecraft.picked_up.blackstone_slab: #11, 7(1%)
minecraft.dropped.music_disc_cat: #11, 1(1%)
minecraft.dropped.flower_pot: #11, 3(1%)
minecraft.crafted.mud_brick_slab: #11, 16(1%)
minecraft.used.mossy_cobblestone_wall: #11, 6(1%)
minecraft.picked_up.golden_sword: #11, 7(0%)
minecraft.crafted.mossy_stone_brick_slab: #11, 2(1%)
minecraft.used.furnace_minecart: #11, 1(1%)
minecraft.crafted.fletching_table: #11, 1(1%)
minecraft.used.soul_campfire: #11, 2(1%)
minecraft.broken.flint_and_steel: #11, 1(1%)
minecraft.mined.bamboo_block: #11, 3(1%)
minecraft.dropped.salmon: #11, 8(0%)
minecraft.picked_up.purple_bed: #11, 4(0%)
minecraft.dropped.golden_sword: #11, 5(0%)
minecraft.used.black_banner: #11, 3(1%)
minecraft.mined.chiseled_polished_blackstone: #11, 2(0%)
minecraft.mined.sand: #12, 58972(3%)
minecraft.mined.crimson_fence: #11, 1(0%)
minecraft.crafted.golden_apple: #11, 9(0%)
minecraft.used.blackstone_slab: #11, 14(0%)
minecraft.used.carved_pumpkin: #12, 26(3%)
minecraft.crafted.purple_stained_glass_pane: #11, 16(0%)
minecraft.used.dark_oak_leaves: #11, 15(0%)
minecraft.crafted.blue_wool: #11, 3(0%)
minecraft.used.sandstone_wall: #11, 18(0%)
minecraft.picked_up.stripped_warped_hyphae: #11, 5(0%)
minecraft.crafted.stripped_spruce_wood: #11, 3(0%)
minecraft.used.stripped_warped_hyphae: #11, 4(0%)
minecraft.crafted.polished_blackstone_pressure_plate: #11, 2(0%)
minecraft.used.lime_bed: #11, 1(0%)
minecraft.mined.white_concrete_powder: #11, 13(0%)
minecraft.used.pink_bed: #11, 1(0%)
minecraft.picked_up.stripped_mangrove_log: #11, 7(0%)
minecraft.crafted.blue_ice: #11, 6(0%)
minecraft.killed.wither_skeleton: #11, 45(0%)
minecraft.used.cherry_leaves: #11, 2(0%)
minecraft.dropped.white_concrete_powder: #11, 1(0%)
minecraft.killed.pillager: #11, 66(0%)
minecraft.crafted.white_dye: #12, 3623(3%)
minecraft.picked_up.lead: #12, 118(3%)
minecraft.picked_up.diamond_axe: #12, 27(3%)
minecraft.custom.open_shulker_box: #13, 44924(4%)
minecraft.killed_by.player: #12, 56(2%)
minecraft.mined.sandstone: #12, 9497(4%)
minecraft.dropped.diamond_boots: #12, 6(3%)
minecraft.used.bucket: #12, 2907(2%)
minecraft.crafted.oak_planks: #12, 6196(2%)
minecraft.used.diorite: #12, 627(3%)
minecraft.picked_up.redstone_lamp: #12, 53(3%)
minecraft.used.composter: #12, 148(3%)
minecraft.picked_up.oak_boat: #12, 33(3%)
minecraft.used.potato: #12, 219(3%)
minecraft.crafted.spruce_door: #12, 18(3%)
minecraft.custom.interact_with_beacon: #12, 30(3%)
minecraft.picked_up.redstone_ore: #12, 22(3%)
minecraft.killed_by.zombie: #12, 3(4%)
minecraft.picked_up.warped_button: #12, 25(3%)
minecraft.crafted.iron_shovel: #12, 10(2%)
minecraft.picked_up.leather_leggings: #12, 12(3%)
minecraft.picked_up.leather: #12, 453(2%)
minecraft.mined.vine: #12, 283(2%)
minecraft.dropped.dirt: #12, 1648(2%)
minecraft.picked_up.dark_oak_sign: #12, 25(2%)
minecraft.crafted.clock: #12, 8(3%)
minecraft.used.soul_lantern: #12, 64(3%)
minecraft.used.polished_deepslate_slab: #12, 981(2%)
minecraft.crafted.iron_trapdoor: #12, 147(2%)
minecraft.picked_up.repeater: #12, 171(2%)
minecraft.crafted.crimson_planks: #12, 2148(2%)
minecraft.picked_up.deepslate_brick_slab: #12, 111(3%)
minecraft.used.iron_trapdoor: #12, 125(2%)
minecraft.dropped.spruce_log: #12, 164(2%)
minecraft.custom.damage_taken: #13, 383407(3%)
minecraft.picked_up.bundle: #12, 23(2%)
minecraft.crafted.black_dye: #12, 1899(2%)
minecraft.mined.nether_gold_ore: #12, 149(2%)
minecraft.picked_up.golden_pickaxe: #12, 1(3%)
minecraft.broken.stone_axe: #12, 1(3%)
minecraft.picked_up.golden_chestplate: #12, 6(2%)
minecraft.mined.polished_blackstone: #12, 42(2%)
minecraft.picked_up.deepslate_tile_stairs: #12, 62(2%)
minecraft.mined.stripped_spruce_log: #12, 168(1%)
minecraft.crafted.birch_trapdoor: #12, 50(2%)
minecraft.broken.diamond_pickaxe: #12, 1(2%)
minecraft.used.leather_leggings: #12, 1(2%)
minecraft.mined.lily_pad: #12, 8(2%)
minecraft.picked_up.stripped_spruce_log: #12, 163(1%)
minecraft.used.polished_deepslate_stairs: #12, 185(2%)
minecraft.dropped.dark_oak_log: #12, 113(1%)
minecraft.used.emerald_ore: #12, 5(2%)
minecraft.crafted.purple_dye: #12, 398(1%)
minecraft.used.diamond_ore: #12, 3(2%)
minecraft.mined.cobbled_deepslate_stairs: #12, 11(1%)
minecraft.used.spruce_button: #12, 13(1%)
minecraft.dropped.iron_nugget: #12, 486(1%)
minecraft.mined.acacia_sign: #12, 1(2%)
minecraft.mined.black_stained_glass_pane: #12, 9(2%)
minecraft.mined.crimson_planks: #12, 31(1%)
minecraft.crafted.white_stained_glass_pane: #12, 128(1%)
minecraft.crafted.smooth_quartz: #12, 270(1%)
minecraft.mined.deepslate_coal_ore: #12, 4(1%)
minecraft.picked_up.weathered_copper: #12, 38(1%)
minecraft.picked_up.peony: #12, 117(1%)
minecraft.crafted.bread: #12, 393(1%)
minecraft.mined.weathered_copper: #12, 38(1%)
minecraft.picked_up.dark_oak_boat: #12, 7(1%)
minecraft.broken.stone_pickaxe: #12, 1(1%)
minecraft.dropped.item_frame: #12, 4(1%)
minecraft.mined.bricks: #12, 31(1%)
minecraft.dropped.netherite_ingot: #12, 1(1%)
minecraft.used.blue_dye: #12, 1(2%)
minecraft.mined.red_mushroom: #12, 17(1%)
minecraft.dropped.quartz: #12, 94(1%)
minecraft.picked_up.gunpowder: #12, 740(1%)
minecraft.crafted.granite_slab: #12, 30(1%)
minecraft.dropped.rabbit_hide: #12, 1(1%)
minecraft.dropped.packed_ice: #12, 65(1%)
minecraft.used.polished_basalt: #12, 256(1%)
minecraft.used.purple_dye: #12, 1(2%)
minecraft.used.candle: #12, 16(1%)
minecraft.picked_up.lime_concrete_powder: #12, 7(1%)
minecraft.dropped.porkchop: #12, 6(1%)
minecraft.picked_up.ochre_froglight: #12, 21(1%)
minecraft.mined.slime_block: #12, 93(1%)
minecraft.used.cut_copper_stairs: #12, 42(1%)
minecraft.crafted.netherite_ingot: #12, 15(1%)
minecraft.picked_up.clay_ball: #12, 940(0%)
minecraft.dropped.chainmail_chestplate: #12, 1(1%)
minecraft.used.oxidized_cut_copper_stairs: #12, 35(1%)
minecraft.picked_up.red_stained_glass: #12, 37(1%)
minecraft.picked_up.blaze_powder: #12, 9(1%)
minecraft.picked_up.lava_bucket: #12, 7(1%)
minecraft.picked_up.oak_wood: #12, 9(1%)
minecraft.crafted.polished_basalt: #12, 145(1%)
minecraft.used.birch_leaves: #12, 155(0%)
minecraft.crafted.birch_button: #12, 6(1%)
minecraft.dropped.yellow_terracotta: #12, 4(1%)
minecraft.crafted.polished_deepslate_wall: #12, 14(1%)
minecraft.used.black_concrete: #12, 483(0%)
minecraft.mined.spruce_wood: #12, 12(1%)
minecraft.crafted.name_tag: #12, 25(1%)
minecraft.crafted.dark_oak_boat: #12, 2(1%)
minecraft.dropped.gunpowder: #12, 160(0%)
minecraft.used.cobbled_deepslate_wall: #12, 19(1%)
minecraft.used.oak_leaves: #12, 265(0%)
minecraft.dropped.leather_boots: #12, 6(0%)
minecraft.picked_up.music_disc_wait: #12, 1(1%)
minecraft.used.mossy_cobblestone_stairs: #12, 8(0%)
minecraft.mined.small_amethyst_bud: #12, 23(0%)
minecraft.used.brain_coral: #12, 1(0%)
minecraft.used.waxed_copper_block: #12, 10(0%)
minecraft.dropped.cobblestone_wall: #12, 4(0%)
minecraft.crafted.spruce_trapdoor: #13, 860(3%)
minecraft.picked_up.small_amethyst_bud: #12, 22(0%)
minecraft.picked_up.bamboo_block: #12, 3(0%)
minecraft.mined.polished_blackstone_stairs: #12, 3(0%)
minecraft.dropped.deepslate_tile_stairs: #12, 1(0%)
minecraft.mined.stripped_dark_oak_wood: #12, 4(0%)
minecraft.used.raw_copper_block: #12, 4(0%)
minecraft.dropped.polished_deepslate: #12, 4(0%)
minecraft.picked_up.stripped_dark_oak_wood: #12, 4(0%)
minecraft.used.red_mushroom: #12, 9(0%)
minecraft.used.red_mushroom_block: #12, 10(0%)
minecraft.picked_up.chiseled_polished_blackstone: #12, 2(0%)
minecraft.picked_up.powder_snow_bucket: #12, 1(0%)
minecraft.crafted.slime_block: #12, 63(0%)
minecraft.dropped.warped_planks: #12, 1(0%)
minecraft.picked_up.raw_iron_block: #12, 10(0%)
minecraft.mined.stripped_mangrove_log: #12, 6(0%)
minecraft.mined.raw_iron_block: #12, 7(0%)
minecraft.used.waxed_weathered_copper: #12, 1(0%)
minecraft.used.ladder: #13, 298(3%)
minecraft.used.stripped_mangrove_log: #12, 1(0%)
minecraft.killed.witch: #12, 7(0%)
minecraft.custom.interact_with_loom: #13, 26(3%)
minecraft.picked_up.diamond_boots: #13, 23(2%)
minecraft.dropped.grass_block: #13, 892(3%)
minecraft.custom.bell_ring: #13, 89(3%)
minecraft.used.spruce_stairs: #13, 539(3%)
minecraft.mined.diamond_ore: #13, 14(3%)
minecraft.picked_up.iron_ore: #13, 631(3%)
minecraft.crafted.chain: #13, 317(3%)
minecraft.mined.chipped_anvil: #13, 11(3%)
minecraft.mined.spruce_trapdoor: #13, 145(2%)
minecraft.picked_up.oak_fence: #13, 50(2%)
minecraft.dropped.birch_log: #13, 76(3%)
minecraft.mined.hopper: #13, 222(2%)
minecraft.used.deepslate: #13, 3313(2%)
minecraft.used.deepslate_tiles: #13, 1370(2%)
minecraft.used.lead: #13, 2(3%)
minecraft.dropped.carved_pumpkin: #13, 37(1%)
minecraft.picked_up.anvil: #13, 41(2%)
minecraft.crafted.diamond_pickaxe: #13, 6(2%)
minecraft.picked_up.pumpkin_pie: #13, 239(2%)
minecraft.picked_up.obsidian: #13, 794(2%)
minecraft.picked_up.egg: #13, 483(1%)
minecraft.dropped.orange_terracotta: #13, 19(2%)
minecraft.used.white_wool: #13, 537(2%)
minecraft.picked_up.flint: #13, 296(1%)
minecraft.picked_up.magma_cream: #13, 79(2%)
minecraft.mined.brewing_stand: #13, 7(2%)
minecraft.picked_up.dark_oak_trapdoor: #13, 63(1%)
minecraft.picked_up.polished_deepslate_stairs: #13, 65(2%)
minecraft.picked_up.armor_stand: #13, 28(1%)
minecraft.mined.carrots: #13, 168(1%)
minecraft.used.obsidian: #13, 512(1%)
minecraft.crafted.bone_meal: #13, 35503(1%)
minecraft.picked_up.chainmail_helmet: #13, 2(2%)
minecraft.used.white_concrete_powder: #13, 1254(1%)
minecraft.crafted.red_shulker_box: #13, 7(1%)
minecraft.picked_up.polished_andesite_slab: #13, 72(1%)
minecraft.picked_up.glass_bottle: #13, 169(1%)
minecraft.picked_up.firework_rocket: #13, 3791(1%)
minecraft.dropped.leather_helmet: #13, 3(1%)
minecraft.crafted.oak_wood: #13, 93(1%)
minecraft.crafted.writable_book: #13, 13(1%)
minecraft.mined.stone_brick_slab: #13, 39(1%)
minecraft.mined.iron_trapdoor: #13, 12(1%)
minecraft.picked_up.cut_copper_stairs: #13, 6(1%)
minecraft.used.deepslate_tile_slab: #13, 216(1%)
minecraft.mined.cracked_stone_bricks: #13, 36(1%)
minecraft.picked_up.note_block: #13, 16(1%)
minecraft.mined.mossy_stone_bricks: #13, 17(1%)
minecraft.picked_up.detector_rail: #13, 6(1%)
minecraft.picked_up.mud: #13, 726(1%)
minecraft.mined.birch_stairs: #13, 4(1%)
minecraft.mined.stone_bricks: #13, 319(1%)
minecraft.crafted.raw_gold_block: #13, 28(1%)
minecraft.picked_up.deepslate_tile_wall: #13, 21(1%)
minecraft.used.vine: #13, 10(1%)
minecraft.used.smooth_basalt: #13, 187(1%)
minecraft.used.stone_button: #13, 123(1%)
minecraft.crafted.glass_pane: #13, 208(1%)
minecraft.picked_up.pufferfish: #13, 4(1%)
minecraft.crafted.tinted_glass: #13, 454(1%)
minecraft.crafted.soul_torch: #13, 80(1%)
minecraft.picked_up.mud_brick_slab: #13, 9(1%)
minecraft.crafted.red_stained_glass_pane: #13, 32(1%)
minecraft.picked_up.stripped_spruce_wood: #13, 21(1%)
minecraft.mined.exposed_copper: #13, 15(1%)
minecraft.used.light_blue_dye: #13, 1(1%)
minecraft.crafted.stone_brick_stairs: #13, 41(1%)
minecraft.mined.mud_brick_slab: #13, 7(1%)
minecraft.used.nether_wart: #13, 61(1%)
minecraft.dropped.purpur_slab: #13, 1(1%)
minecraft.used.exposed_copper: #13, 8(1%)
minecraft.dropped.acacia_planks: #13, 4(1%)
minecraft.used.prismarine: #13, 67(1%)
minecraft.used.sandstone: #13, 187(0%)
minecraft.crafted.deepslate_tile_stairs: #13, 11(1%)
minecraft.dropped.magma_cream: #13, 3(1%)
minecraft.picked_up.crying_obsidian: #13, 35(0%)
minecraft.used.spruce_wood: #13, 91(0%)
minecraft.dropped.carrot: #13, 129(0%)
minecraft.crafted.polished_deepslate_slab: #13, 86(1%)
minecraft.dropped.firework_rocket: #13, 931(0%)
minecraft.dropped.stone_pressure_plate: #13, 3(1%)
minecraft.mined.cobbled_deepslate_wall: #13, 2(1%)
minecraft.picked_up.feather: #13, 117(0%)
minecraft.dropped.cookie: #13, 10(0%)
minecraft.dropped.obsidian: #13, 32(0%)
minecraft.used.stripped_spruce_wood: #13, 15(0%)
minecraft.used.azure_bluet: #13, 5(0%)
minecraft.crafted.cake: #13, 1(1%)
minecraft.mined.brown_carpet: #13, 8(0%)
minecraft.crafted.polished_blackstone_stairs: #13, 3(0%)
minecraft.dropped.purpur_pillar: #13, 1(0%)
minecraft.used.bamboo_raft: #13, 1(0%)
minecraft.used.goat_horn: #13, 1(0%)
minecraft.mined.dark_oak_wood: #13, 2(0%)
minecraft.picked_up.black_bed: #13, 2(0%)
minecraft.used.mangrove_roots: #13, 18(0%)
minecraft.used.diorite_wall: #13, 10(0%)
minecraft.used.golden_pickaxe: #13, 2(0%)
minecraft.dropped.cyan_terracotta: #13, 4(0%)
minecraft.dropped.light_gray_terracotta: #13, 3(0%)
minecraft.used.pumpkin_seeds: #13, 9(0%)
minecraft.used.stripped_birch_log: #13, 9(0%)
minecraft.mined.polished_blackstone_brick_stairs: #13, 6(0%)
minecraft.dropped.nether_quartz_ore: #13, 3(0%)
minecraft.dropped.glass_pane: #13, 2(0%)
minecraft.used.stripped_oak_log: #13, 20(0%)
minecraft.used.end_stone: #13, 51(0%)
minecraft.dropped.deepslate_bricks: #13, 3(0%)
minecraft.crafted.diorite_wall: #13, 2(0%)
minecraft.dropped.polished_andesite: #13, 3(0%)
minecraft.dropped.end_stone: #13, 1(0%)
minecraft.crafted.nether_bricks: #13, 17(0%)
minecraft.mined.cracked_deepslate_bricks: #13, 1(0%)
minecraft.dropped.polished_basalt: #13, 1(0%)
minecraft.custom.leave_game: #15, 968(3%)
minecraft.mined.iron_ore: #14, 1585(3%)
minecraft.used.oak_fence: #14, 163(3%)
minecraft.picked_up.spruce_door: #14, 14(3%)
minecraft.used.tuff: #14, 1370(3%)
minecraft.picked_up.composter: #14, 62(3%)
minecraft.crafted.lever: #14, 144(3%)
minecraft.mined.spruce_door: #14, 8(3%)
minecraft.dropped.torch: #14, 262(2%)
minecraft.custom.interact_with_grindstone: #14, 34(2%)
minecraft.picked_up.dark_oak_log: #14, 4860(2%)
minecraft.picked_up.hopper: #14, 284(2%)
minecraft.used.stone_pickaxe: #14, 327(2%)
minecraft.picked_up.blackstone: #14, 3742(2%)
minecraft.mined.blackstone: #14, 3185(2%)
minecraft.picked_up.rail: #14, 1078(2%)
minecraft.custom.inspect_dispenser: #14, 587(2%)
minecraft.mined.chain: #14, 44(2%)
minecraft.picked_up.deepslate_tiles: #14, 197(2%)
minecraft.used.cactus: #14, 93(2%)
minecraft.picked_up.beef: #14, 263(2%)
minecraft.crafted.iron_sword: #14, 4(2%)
minecraft.mined.basalt: #14, 4966(2%)
minecraft.crafted.stone: #14, 237(2%)
minecraft.mined.deepslate_tiles: #14, 138(2%)
minecraft.mined.lever: #14, 23(1%)
minecraft.mined.lightning_rod: #14, 19(2%)
minecraft.killed.salmon: #14, 27(2%)
minecraft.used.redstone_lamp: #14, 65(2%)
minecraft.picked_up.birch_fence: #14, 47(2%)
minecraft.picked_up.oak_door: #14, 3(2%)
minecraft.mined.redstone_wire: #14, 210(1%)
minecraft.used.deepslate_redstone_ore: #14, 127(2%)
minecraft.dropped.dandelion: #14, 29(1%)
minecraft.mined.stone_button: #14, 12(1%)
minecraft.picked_up.brewing_stand: #14, 7(2%)
minecraft.used.diamond_leggings: #14, 3(1%)
minecraft.mined.bone_block: #14, 101(1%)
minecraft.dropped.redstone_torch: #14, 21(2%)
minecraft.used.sand: #14, 4290(1%)
minecraft.mined.birch_sapling: #14, 7(1%)
minecraft.dropped.barrel: #14, 4(1%)
minecraft.crafted.shulker_box: #14, 161(1%)
minecraft.crafted.white_concrete_powder: #14, 1280(1%)
minecraft.picked_up.snowball: #14, 4673(1%)
minecraft.used.spruce_leaves: #14, 488(1%)
minecraft.used.oxidized_copper: #14, 233(1%)
minecraft.crafted.dark_oak_door: #14, 6(1%)
minecraft.crafted.lapis_block: #14, 97(1%)
minecraft.dropped.oak_log: #14, 130(1%)
minecraft.used.rose_bush: #14, 11(1%)
minecraft.picked_up.dark_oak_button: #14, 9(1%)
minecraft.picked_up.smooth_quartz_slab: #14, 35(1%)
minecraft.crafted.dispenser: #14, 54(1%)
minecraft.killed.horse: #14, 2(1%)
minecraft.dropped.golden_boots: #14, 5(1%)
minecraft.crafted.iron_chestplate: #14, 4(1%)
minecraft.crafted.stone_slab: #14, 350(1%)
minecraft.used.leather_boots: #14, 1(1%)
minecraft.crafted.bookshelf: #14, 197(1%)
minecraft.used.cauldron: #14, 31(1%)
minecraft.picked_up.slime_ball: #14, 241(1%)
minecraft.mined.mangrove_slab: #14, 8(1%)
minecraft.picked_up.black_stained_glass: #14, 42(1%)
minecraft.used.gold_block: #14, 49(1%)
minecraft.picked_up.packed_ice: #14, 1436(1%)
minecraft.crafted.raw_iron: #14, 225(1%)
minecraft.used.nether_wart_block: #14, 28(1%)
minecraft.picked_up.cracked_stone_bricks: #14, 42(1%)
minecraft.picked_up.exposed_copper: #14, 17(1%)
minecraft.used.deepslate_tile_stairs: #14, 66(1%)
minecraft.dropped.purpur_stairs: #14, 1(1%)
minecraft.dropped.azalea: #14, 10(1%)
minecraft.used.verdant_froglight: #14, 43(1%)
minecraft.dropped.glow_berries: #14, 4(1%)
minecraft.used.soul_sand: #14, 120(0%)
minecraft.mined.polished_deepslate_slab: #14, 42(0%)
minecraft.used.ice: #14, 181(0%)
minecraft.dropped.white_bed: #14, 1(1%)
minecraft.dropped.apple: #14, 7(0%)
minecraft.mined.nether_wart: #14, 41(0%)
minecraft.used.light_blue_concrete: #14, 16(1%)
minecraft.crafted.bone_block: #14, 705(0%)
minecraft.used.pink_dye: #14, 1(1%)
minecraft.mined.crimson_nylium: #14, 79(0%)
minecraft.picked_up.brick: #14, 17(0%)
minecraft.crafted.leather_leggings: #14, 3(0%)
minecraft.dropped.purpur_block: #14, 3(1%)
minecraft.mined.infested_stone: #14, 1(0%)
minecraft.picked_up.verdant_froglight: #14, 9(0%)
minecraft.crafted.deepslate_tile_wall: #14, 4(0%)
minecraft.mined.gray_carpet: #14, 23(0%)
minecraft.dropped.name_tag: #14, 2(0%)
minecraft.mined.quartz_pillar: #14, 5(0%)
minecraft.used.detector_rail: #14, 2(0%)
minecraft.crafted.smooth_quartz_slab: #14, 26(0%)
minecraft.mined.raw_copper_block: #14, 2(0%)
minecraft.picked_up.rabbit_hide: #14, 1(0%)
minecraft.crafted.cartography_table: #14, 2(0%)
minecraft.killed.chicken: #14, 26(0%)
minecraft.picked_up.cobbled_deepslate_wall: #14, 2(0%)
minecraft.crafted.polished_andesite_stairs: #14, 3(0%)
minecraft.picked_up.dark_oak_wood: #14, 2(0%)
minecraft.picked_up.cornflower: #14, 61(0%)
minecraft.dropped.clay: #14, 8(0%)
minecraft.used.quartz_bricks: #14, 2(0%)
minecraft.used.yellow_carpet: #14, 14(0%)
minecraft.mined.waxed_weathered_copper: #14, 1(0%)
minecraft.mined.bubble_coral_block: #14, 1(0%)
minecraft.mined.nether_quartz_ore: #15, 1856(3%)
minecraft.mined.dark_oak_log: #15, 3641(2%)
minecraft.used.coal_ore: #15, 524(2%)
minecraft.dropped.bow: #15, 68(2%)
minecraft.mined.redstone_ore: #15, 35(2%)
minecraft.picked_up.cooked_beef: #15, 95(2%)
minecraft.picked_up.damaged_anvil: #15, 4(2%)
minecraft.mined.composter: #15, 29(2%)
minecraft.picked_up.splash_potion: #15, 12(1%)
minecraft.mined.cobweb: #15, 88(2%)
minecraft.used.oak_boat: #15, 15(1%)
minecraft.picked_up.deepslate_tile_slab: #15, 61(1%)
minecraft.crafted.lapis_lazuli: #15, 585(1%)
minecraft.mined.dispenser: #15, 22(1%)
minecraft.picked_up.shulker_shell: #15, 278(1%)
minecraft.crafted.armor_stand: #15, 37(1%)
minecraft.used.basalt: #15, 900(1%)
minecraft.used.stone_bricks: #15, 1685(1%)
minecraft.crafted.redstone_block: #15, 551(1%)
minecraft.crafted.hopper: #15, 389(1%)
minecraft.used.armor_stand: #15, 36(1%)
minecraft.crafted.flint_and_steel: #15, 6(1%)
minecraft.crafted.stone_bricks: #15, 1916(1%)
minecraft.picked_up.soul_sand: #15, 626(1%)
minecraft.picked_up.cookie: #15, 18(1%)
minecraft.dropped.scaffolding: #15, 159(1%)
minecraft.picked_up.carved_pumpkin: #15, 167(1%)
minecraft.used.diamond_boots: #15, 2(1%)
minecraft.used.red_wool: #15, 105(1%)
minecraft.custom.tune_noteblock: #15, 252(1%)
minecraft.picked_up.stripped_dark_oak_log: #15, 67(1%)
minecraft.mined.stripped_dark_oak_log: #15, 67(1%)
minecraft.used.golden_apple: #15, 3(1%)
minecraft.used.flowering_azalea_leaves: #15, 119(1%)
minecraft.used.lilac: #15, 7(1%)
minecraft.used.smooth_quartz_stairs: #15, 79(1%)
minecraft.picked_up.lilac: #15, 91(1%)
minecraft.picked_up.leather_boots: #15, 11(1%)
minecraft.dropped.kelp: #15, 77(1%)
minecraft.picked_up.observer: #15, 72(1%)
minecraft.dropped.iron_helmet: #15, 1(1%)
minecraft.picked_up.bread: #15, 87(1%)
minecraft.crafted.brick: #15, 792(1%)
minecraft.picked_up.music_disc_strad: #15, 1(1%)
minecraft.used.dark_oak_boat: #15, 4(1%)
minecraft.custom.interact_with_crafting_table: #16, 2551(3%)
minecraft.mined.packed_ice: #15, 1375(1%)
minecraft.used.cake: #15, 1(1%)
minecraft.picked_up.cobblestone_wall: #15, 16(0%)
minecraft.used.tinted_glass: #15, 287(1%)
minecraft.picked_up.blue_bed: #15, 3(1%)
minecraft.used.quartz_slab: #15, 68(1%)
minecraft.used.snow: #15, 292(0%)
minecraft.crafted.fermented_spider_eye: #15, 9(1%)
minecraft.mined.oak_sapling: #15, 5(0%)
minecraft.used.stone_shovel: #15, 82(0%)
minecraft.mined.light_blue_concrete: #15, 17(1%)
minecraft.picked_up.prismarine_crystals: #15, 23(0%)
minecraft.crafted.cauldron: #15, 16(0%)
minecraft.picked_up.ice: #15, 509(0%)
minecraft.killed.slime: #15, 72(0%)
minecraft.dropped.end_stone_bricks: #15, 2(0%)
minecraft.picked_up.rabbit: #15, 1(0%)
minecraft.dropped.book: #15, 2(0%)
minecraft.used.bone_block: #15, 116(0%)
minecraft.crafted.bricks: #15, 76(0%)
minecraft.dropped.oak_trapdoor: #15, 1(0%)
minecraft.picked_up.green_bed: #15, 3(0%)
minecraft.dropped.iron_boots: #15, 2(0%)
minecraft.mined.stripped_birch_log: #15, 21(0%)
minecraft.crafted.leather_boots: #15, 3(0%)
minecraft.mined.mangrove_propagule: #15, 5(0%)
minecraft.crafted.red_carpet: #15, 30(0%)
minecraft.mined.brick_slab: #15, 3(0%)
minecraft.mined.end_stone: #15, 95(0%)
minecraft.dropped.splash_potion: #15, 1(0%)
minecraft.used.blue_concrete: #15, 3(0%)
minecraft.mined.black_bed: #15, 1(0%)
minecraft.crafted.smooth_quartz_stairs: #15, 4(0%)
minecraft.dropped.poppy: #15, 56(0%)
minecraft.used.rotten_flesh: #15, 2(0%)
minecraft.dropped.warped_roots: #15, 4(0%)
minecraft.picked_up.hopper_minecart: #15, 3(0%)
minecraft.dropped.pumpkin: #15, 8(0%)
minecraft.mined.verdant_froglight: #15, 1(0%)
minecraft.picked_up.cracked_deepslate_bricks: #15, 1(0%)
minecraft.used.brick_slab: #15, 1(0%)
minecraft.crafted.air: #15, 0(0%)
minecraft.crafted.stick: #16, 8961(2%)
minecraft.custom.climb_one_cm: #16, 1658523(2%)
minecraft.custom.drop: #16, 8333(2%)
minecraft.picked_up.crafting_table: #16, 167(2%)
minecraft.picked_up.bow: #16, 117(2%)
minecraft.picked_up.arrow: #16, 1738(2%)
minecraft.picked_up.dark_oak_planks: #16, 396(2%)
minecraft.used.cobblestone: #16, 1992(2%)
minecraft.used.lever: #16, 138(2%)
minecraft.crafted.iron_ingot: #16, 11023(2%)
minecraft.dropped.wooden_pickaxe: #16, 1(2%)
minecraft.picked_up.string: #16, 1518(1%)
minecraft.mined.oak_fence: #16, 27(1%)
minecraft.used.dandelion: #16, 7(2%)
minecraft.picked_up.netherrack: #16, 11680(1%)
minecraft.mined.lilac: #16, 8(1%)
minecraft.crafted.bow: #16, 64(1%)
minecraft.mined.fire: #16, 219(1%)
minecraft.mined.kelp_plant: #16, 172(1%)
minecraft.used.dispenser: #16, 76(1%)
minecraft.picked_up.acacia_button: #16, 1(2%)
minecraft.used.hopper: #16, 387(1%)
minecraft.picked_up.carrot: #16, 893(1%)
minecraft.dropped.diorite: #16, 255(1%)
minecraft.crafted.iron_boots: #16, 3(1%)
minecraft.mined.obsidian: #16, 558(1%)
minecraft.dropped.granite: #16, 230(1%)
minecraft.killed.cow: #16, 54(1%)
minecraft.used.carrot: #16, 223(1%)
minecraft.mined.birch_fence: #16, 12(1%)
minecraft.picked_up.oxidized_copper: #16, 263(1%)
minecraft.killed.silverfish: #16, 3(1%)
minecraft.mined.observer: #16, 64(1%)
minecraft.mined.black_concrete: #16, 524(1%)
minecraft.picked_up.spruce_button: #16, 4(1%)
minecraft.picked_up.white_concrete: #16, 487(1%)
minecraft.mined.cave_vines_plant: #16, 13(1%)
minecraft.picked_up.mossy_stone_bricks: #16, 14(1%)
minecraft.mined.dark_oak_leaves: #16, 320(1%)
minecraft.used.birch_log: #16, 140(0%)
minecraft.used.smooth_quartz_slab: #16, 85(1%)
