stat, rank, value, (percentage) 
minecraft.used.pointed_dripstone: #1, 91050(95%)
minecraft.dropped.twisting_vines: #5, 17(9%)
minecraft.picked_up.bamboo_fence: #4, 1(1%)
minecraft.mined.lime_carpet: #4, 27(0%)
minecraft.used.mud_brick_wall: #5, 97(7%)
minecraft.dropped.cyan_carpet: #4, 1(1%)
minecraft.used.bamboo_fence: #4, 4(0%)
minecraft.used.polished_diorite: #5, 745(5%)
minecraft.crafted.bamboo_fence: #4, 3(0%)
minecraft.crafted.item_frame: #6, 584(8%)
minecraft.used.waxed_weathered_copper: #5, 130(8%)
minecraft.used.cracked_stone_bricks: #5, 408(5%)
minecraft.picked_up.basalt: #6, 15277(7%)
minecraft.mined.mud_brick_stairs: #5, 42(6%)
minecraft.mined.birch_planks: #5, 529(3%)
minecraft.crafted.mangrove_door: #5, 6(6%)
minecraft.crafted.blackstone_stairs: #5, 32(8%)
minecraft.mined.dark_oak_button: #5, 11(7%)
minecraft.mined.cyan_terracotta: #5, 503(3%)
minecraft.crafted.gold_ingot: #5, 27860(3%)
minecraft.mined.tall_seagrass: #5, 199(4%)
minecraft.mined.soul_fire: #5, 45(5%)
minecraft.mined.redstone_block: #5, 572(4%)
minecraft.crafted.fishing_rod: #6, 17(9%)
minecraft.picked_up.waxed_weathered_copper: #5, 162(5%)
minecraft.picked_up.smoker: #5, 7(8%)
minecraft.dropped.iron_boots: #5, 34(4%)
minecraft.mined.pink_petals: #5, 116(5%)
minecraft.dropped.white_stained_glass_pane: #5, 38(9%)
minecraft.used.cyan_concrete: #5, 665(4%)
minecraft.picked_up.purple_concrete: #5, 382(5%)
minecraft.mined.grass: #6, 4112(5%)
minecraft.used.cherry_sapling: #5, 84(5%)
minecraft.dropped.music_disc_cat: #5, 7(7%)
minecraft.dropped.diamond_boots: #6, 13(7%)
minecraft.mined.acacia_wall_sign: #5, 9(7%)
minecraft.mined.calcite: #6, 3090(7%)
minecraft.crafted.iron_nugget: #5, 10170(3%)
minecraft.mined.polished_blackstone_brick_stairs: #5, 190(5%)
minecraft.dropped.sniffer_egg: #5, 1(17%)
minecraft.crafted.oak_planks: #6, 13672(5%)
minecraft.picked_up.calcite: #6, 3054(6%)
minecraft.picked_up.blue_stained_glass_pane: #5, 12(6%)
minecraft.mined.yellow_carpet: #5, 108(6%)
minecraft.picked_up.birch_pressure_plate: #5, 8(10%)
minecraft.used.lime_concrete_powder: #5, 559(4%)
minecraft.killed_by.evoker: #5, 1(10%)
minecraft.picked_up.pitcher_plant: #5, 17(6%)
minecraft.used.white_stained_glass_pane: #5, 294(4%)
minecraft.mined.smoker: #5, 7(8%)
minecraft.mined.pitcher_crop: #5, 14(7%)
minecraft.dropped.polished_deepslate_wall: #5, 60(6%)
minecraft.crafted.cyan_stained_glass_pane: #5, 64(5%)
minecraft.mined.note_block: #6, 84(7%)
minecraft.picked_up.comparator: #6, 332(7%)
minecraft.crafted.lantern: #6, 766(6%)
minecraft.crafted.polished_granite: #5, 732(3%)
minecraft.used.sniffer_egg: #5, 7(5%)
minecraft.used.pitcher_pod: #5, 16(6%)
minecraft.used.salmon: #5, 3(8%)
minecraft.used.mangrove_fence: #5, 83(5%)
minecraft.used.cod: #5, 5(7%)
minecraft.dropped.nether_bricks: #5, 67(5%)
minecraft.picked_up.lava_bucket: #5, 40(4%)
minecraft.used.tuff: #6, 2756(6%)
minecraft.dropped.stone_pressure_plate: #5, 24(4%)
minecraft.picked_up.polished_blackstone_bricks: #5, 1780(3%)
minecraft.crafted.gold_block: #5, 1537(3%)
minecraft.picked_up.cobblestone_slab: #5, 380(3%)
minecraft.dropped.smooth_stone: #5, 163(5%)
minecraft.mined.torchflower: #5, 16(5%)
minecraft.used.deepslate_lapis_ore: #6, 102(9%)
minecraft.used.red_dye: #5, 21(4%)
minecraft.crafted.white_carpet: #5, 768(3%)
minecraft.mined.wheat: #6, 1862(5%)
minecraft.crafted.trapped_chest: #5, 2(8%)
minecraft.picked_up.loom: #6, 25(8%)
minecraft.dropped.dispenser: #5, 61(5%)
minecraft.picked_up.stripped_dark_oak_wood: #5, 105(4%)
minecraft.used.torchflower_seeds: #5, 16(5%)
minecraft.used.netherite_sword: #5, 21821(6%)
minecraft.dropped.sticky_piston: #5, 33(5%)
minecraft.mined.dead_horn_coral_fan: #5, 1(11%)
minecraft.crafted.tinted_glass: #5, 1832(4%)
minecraft.crafted.dried_kelp_block: #5, 308(4%)
minecraft.dropped.stripped_dark_oak_log: #5, 9(8%)
minecraft.used.yellow_concrete_powder: #6, 1466(7%)
minecraft.custom.enchant_item: #6, 125(5%)
minecraft.used.polished_blackstone_button: #5, 88(3%)
minecraft.mined.purple_stained_glass: #5, 72(4%)
minecraft.used.red_bed: #6, 126(7%)
minecraft.mined.crimson_stairs: #5, 16(4%)
minecraft.crafted.stone_pressure_plate: #5, 99(3%)
minecraft.dropped.spruce_pressure_plate: #5, 6(7%)
minecraft.crafted.lime_concrete_powder: #5, 552(3%)
minecraft.mined.deepslate_coal_ore: #6, 25(7%)
minecraft.mined.spruce_leaves: #6, 5908(5%)
minecraft.custom.fish_caught: #5, 25(5%)
minecraft.used.mangrove_log: #5, 434(2%)
minecraft.used.smooth_stone_slab: #6, 1525(6%)
minecraft.picked_up.torchflower: #5, 16(4%)
minecraft.used.red_sand: #5, 55(3%)
minecraft.picked_up.carrot_on_a_stick: #5, 2(4%)
minecraft.mined.red_bed: #6, 105(7%)
minecraft.used.fishing_rod: #6, 244(8%)
minecraft.picked_up.cyan_carpet: #5, 90(3%)
minecraft.used.polished_granite_stairs: #5, 75(8%)
minecraft.dropped.orange_shulker_box: #5, 1(9%)
minecraft.crafted.bamboo_raft: #5, 4(5%)
minecraft.crafted.lightning_rod: #6, 244(7%)
minecraft.mined.warped_slab: #5, 91(3%)
minecraft.crafted.cyan_banner: #5, 10(5%)
minecraft.mined.cut_copper: #6, 49(8%)
minecraft.dropped.cut_sandstone: #5, 29(4%)
minecraft.crafted.smooth_sandstone_slab: #5, 100(5%)
minecraft.crafted.arrow: #5, 420(4%)
minecraft.mined.polished_blackstone_button: #5, 12(3%)
minecraft.picked_up.light_blue_wool: #5, 189(3%)
minecraft.picked_up.red_bed: #6, 106(7%)
minecraft.mined.blue_concrete: #6, 212(8%)
minecraft.crafted.light_blue_dye: #6, 1076(6%)
minecraft.mined.crimson_button: #5, 1(10%)
minecraft.dropped.mangrove_stairs: #5, 1(8%)
minecraft.picked_up.leather_horse_armor: #5, 4(4%)
minecraft.picked_up.cobbled_deepslate_stairs: #6, 106(6%)
minecraft.dropped.lectern: #5, 3(5%)
minecraft.picked_up.cooked_chicken: #5, 103(2%)
minecraft.dropped.sand: #6, 1876(6%)
minecraft.mined.dark_oak_wall_sign: #6, 31(7%)
minecraft.used.daylight_detector: #5, 27(3%)
minecraft.mined.lime_shulker_box: #6, 182(6%)
minecraft.mined.oak_fence: #6, 102(5%)
minecraft.picked_up.lime_shulker_box: #6, 183(6%)
minecraft.mined.activator_rail: #5, 25(4%)
minecraft.crafted.chain: #6, 650(5%)
minecraft.used.purple_stained_glass_pane: #5, 180(4%)
minecraft.crafted.raw_copper_block: #6, 1008(7%)
minecraft.used.cooked_porkchop: #6, 1635(4%)
minecraft.mined.basalt: #6, 15993(5%)
minecraft.used.green_stained_glass: #5, 236(3%)
minecraft.picked_up.polished_blackstone: #6, 356(7%)
minecraft.picked_up.activator_rail: #5, 34(4%)
minecraft.crafted.snow: #6, 3116(8%)
minecraft.used.lime_shulker_box: #6, 183(6%)
minecraft.used.light_blue_stained_glass: #5, 151(3%)
minecraft.mined.dark_prismarine: #6, 94(6%)
minecraft.used.wither_skeleton_skull: #5, 44(2%)
minecraft.used.note_block: #6, 271(5%)
minecraft.used.water_bucket: #6, 3589(4%)
minecraft.dropped.activator_rail: #5, 3(5%)
minecraft.used.copper_ore: #6, 1011(6%)
minecraft.mined.light_gray_wall_banner: #5, 1(6%)
minecraft.picked_up.bamboo_planks: #5, 10(3%)
minecraft.used.dark_prismarine_stairs: #5, 111(4%)
minecraft.crafted.mud_brick_slab: #5, 54(2%)
minecraft.picked_up.crimson_button: #5, 2(8%)
minecraft.used.brown_mushroom: #5, 115(2%)
minecraft.dropped.netherite_pickaxe: #6, 12(6%)
minecraft.picked_up.polished_deepslate_slab: #6, 333(5%)
minecraft.mined.lime_wool: #5, 27(2%)
minecraft.picked_up.dead_horn_coral_fan: #5, 1(6%)
minecraft.used.smooth_quartz: #6, 1575(5%)
minecraft.picked_up.brown_wool: #5, 123(2%)
minecraft.picked_up.twisting_vines: #6, 189(6%)
minecraft.dropped.gold_ingot: #5, 439(2%)
minecraft.used.sculk_shrieker: #5, 20(3%)
minecraft.picked_up.red_tulip: #5, 41(2%)
minecraft.killed.blaze: #5, 243(1%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #5, 701(2%)
minecraft.used.mangrove_pressure_plate: #5, 13(4%)
minecraft.used.fire_charge: #5, 1(5%)
minecraft.crafted.minecart: #6, 324(5%)
minecraft.dropped.dark_oak_sapling: #6, 120(6%)
minecraft.picked_up.cherry_log: #6, 578(6%)
minecraft.picked_up.raw_copper_block: #6, 165(7%)
minecraft.mined.red_wool: #6, 252(6%)
minecraft.mined.gilded_blackstone: #5, 13(2%)
minecraft.used.smooth_sandstone_slab: #5, 196(3%)
minecraft.dropped.cherry_planks: #5, 4(4%)
minecraft.mined.soul_sand: #6, 2359(5%)
minecraft.crafted.purple_bed: #5, 2(3%)
minecraft.crafted.painting: #6, 36(6%)
minecraft.custom.damage_absorbed: #6, 1235(5%)
minecraft.mined.purpur_slab: #6, 25(7%)
minecraft.used.yellow_carpet: #5, 298(2%)
minecraft.used.pink_concrete: #5, 98(2%)
minecraft.crafted.yellow_concrete_powder: #6, 1408(6%)
minecraft.crafted.oak_button: #6, 40(6%)
minecraft.crafted.diorite_stairs: #5, 22(2%)
minecraft.picked_up.orange_glazed_terracotta: #5, 6(3%)
minecraft.mined.yellow_candle: #5, 2(3%)
minecraft.picked_up.mangrove_pressure_plate: #5, 6(3%)
minecraft.used.mossy_stone_brick_slab: #5, 41(2%)
minecraft.picked_up.light_gray_banner: #5, 2(3%)
minecraft.picked_up.birch_fence: #6, 142(6%)
minecraft.mined.cherry_log: #6, 578(6%)
minecraft.picked_up.dropper: #6, 187(5%)
minecraft.mined.sweet_berry_bush: #6, 21(5%)
minecraft.dropped.spore_blossom: #5, 1(3%)
minecraft.picked_up.crimson_hyphae: #5, 130(2%)
minecraft.dropped.magenta_stained_glass: #5, 7(2%)
minecraft.dropped.lime_stained_glass: #5, 5(3%)
minecraft.dropped.chiseled_stone_bricks: #5, 65(2%)
minecraft.picked_up.stripped_oak_log: #5, 169(1%)
minecraft.used.lime_candle: #5, 6(3%)
minecraft.dropped.red_banner: #5, 2(3%)
minecraft.mined.mangrove_log: #6, 650(6%)
minecraft.crafted.red_candle: #5, 64(2%)
minecraft.mined.green_carpet: #5, 16(1%)
minecraft.crafted.chainmail_leggings: #5, 1(4%)
minecraft.mined.jungle_wall_sign: #5, 3(2%)
minecraft.dropped.diamond_chestplate: #6, 4(9%)
minecraft.mined.end_stone_bricks: #6, 135(6%)
minecraft.dropped.mangrove_leaves: #5, 39(2%)
minecraft.used.nether_brick_fence: #5, 53(2%)
minecraft.crafted.dark_oak_fence: #6, 645(5%)
minecraft.crafted.mangrove_pressure_plate: #5, 8(2%)
minecraft.mined.lily_pad: #6, 26(8%)
minecraft.killed.frog: #5, 3(3%)
minecraft.crafted.warped_hanging_sign: #5, 6(3%)
minecraft.picked_up.deepslate_brick_slab: #6, 250(6%)
minecraft.used.sea_pickle: #6, 136(5%)
minecraft.used.birch_planks: #5, 961(1%)
minecraft.dropped.cyan_dye: #5, 13(3%)
minecraft.mined.mangrove_leaves: #6, 3516(6%)
minecraft.dropped.music_disc_mall: #5, 1(3%)
minecraft.used.warped_hanging_sign: #5, 4(2%)
minecraft.mined.light_blue_shulker_box: #6, 612(4%)
minecraft.mined.weathered_cut_copper_slab: #5, 3(2%)
minecraft.picked_up.weathered_cut_copper_slab: #5, 3(2%)
minecraft.picked_up.glass_pane: #6, 150(5%)
minecraft.crafted.nether_brick_fence: #5, 54(2%)
minecraft.mined.netherite_block: #5, 6(2%)
minecraft.mined.quartz_block: #5, 100(1%)
minecraft.mined.red_sandstone_wall: #5, 2(2%)
minecraft.picked_up.bricks: #6, 535(5%)
minecraft.picked_up.light_blue_shulker_box: #6, 617(4%)
minecraft.used.brick_slab: #5, 124(1%)
minecraft.mined.pink_carpet: #5, 14(1%)
minecraft.used.polished_blackstone_brick_stairs: #5, 166(1%)
minecraft.dropped.shroomlight: #5, 11(1%)
minecraft.picked_up.golden_apple: #6, 42(5%)
minecraft.dropped.sculk_vein: #5, 5(1%)
minecraft.dropped.muddy_mangrove_roots: #5, 13(1%)
minecraft.used.deepslate_tiles: #7, 5347(8%)
minecraft.dropped.verdant_froglight: #5, 2(2%)
minecraft.dropped.deepslate_brick_wall: #5, 10(1%)
minecraft.picked_up.netherite_block: #5, 6(1%)
minecraft.dropped.fern: #5, 4(1%)
minecraft.dropped.red_candle: #5, 2(1%)
minecraft.picked_up.quartz_stairs: #6, 46(6%)
minecraft.mined.lime_bed: #5, 6(1%)
minecraft.dropped.polished_granite_slab: #5, 3(1%)
minecraft.dropped.cherry_sapling: #5, 1(1%)
minecraft.dropped.yellow_glazed_terracotta: #5, 1(2%)
minecraft.mined.jungle_trapdoor: #5, 33(1%)
minecraft.dropped.fire_coral_fan: #5, 1(1%)
minecraft.picked_up.prismarine_brick_slab: #5, 60(1%)
minecraft.mined.soul_wall_torch: #5, 2(1%)
minecraft.picked_up.diamond_leggings: #7, 58(6%)
minecraft.picked_up.dark_oak_slab: #6, 367(4%)
minecraft.crafted.waxed_exposed_cut_copper_slab: #5, 6(1%)
minecraft.mined.gold_ore: #6, 266(4%)
minecraft.dropped.magenta_dye: #5, 1(1%)
minecraft.picked_up.sugar: #6, 560(7%)
minecraft.dropped.sandstone: #6, 420(5%)
minecraft.picked_up.mangrove_fence: #6, 17(7%)
minecraft.mined.cartography_table: #6, 9(6%)
minecraft.crafted.iron_door: #6, 27(4%)
minecraft.mined.warped_nylium: #6, 285(4%)
minecraft.crafted.lime_candle: #5, 7(0%)
minecraft.crafted.light_blue_carpet: #5, 27(0%)
minecraft.picked_up.wooden_hoe: #6, 6(7%)
minecraft.picked_up.light_blue_carpet: #5, 35(0%)
minecraft.picked_up.mangrove_leaves: #6, 3223(5%)
minecraft.dropped.dragon_egg: #5, 4(0%)
minecraft.dropped.pink_stained_glass: #5, 2(0%)
minecraft.crafted.mangrove_slab: #6, 198(5%)
minecraft.crafted.charcoal: #6, 614(5%)
minecraft.custom.inspect_hopper: #7, 2984(6%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #5, 2(0%)
minecraft.mined.hay_block: #6, 151(5%)
minecraft.picked_up.waxed_oxidized_cut_copper_slab: #5, 2(0%)
minecraft.crafted.oxidized_cut_copper_stairs: #6, 66(6%)
minecraft.picked_up.polished_andesite: #6, 429(4%)
minecraft.used.compass: #5, 2(0%)
minecraft.dropped.white_dye: #6, 176(5%)
minecraft.mined.sculk_shrieker: #6, 62(5%)
minecraft.crafted.hopper_minecart: #6, 184(4%)
minecraft.used.mossy_cobblestone_wall: #6, 51(8%)
minecraft.dropped.basalt: #6, 1116(4%)
minecraft.used.orange_bed: #6, 28(6%)
minecraft.used.cornflower: #6, 17(5%)
minecraft.mined.acacia_trapdoor: #6, 82(6%)
minecraft.crafted.mossy_cobblestone_stairs: #6, 28(7%)
minecraft.mined.jungle_stairs: #6, 22(10%)
minecraft.picked_up.obsidian: #6, 1556(3%)
minecraft.custom.damage_dealt: #6, 1797076(2%)
minecraft.picked_up.mud_brick_stairs: #6, 42(6%)
minecraft.dropped.rail: #6, 215(4%)
minecraft.mined.tinted_glass: #6, 145(4%)
minecraft.mined.deepslate_tile_slab: #6, 74(4%)
minecraft.picked_up.orange_bed: #6, 27(6%)
minecraft.picked_up.compass: #7, 221(6%)
minecraft.picked_up.elytra: #7, 81(4%)
minecraft.mined.mangrove_fence: #6, 15(7%)
minecraft.picked_up.sculk_shrieker: #6, 58(4%)
minecraft.dropped.repeater: #6, 53(5%)
minecraft.mined.orange_bed: #6, 27(6%)
minecraft.mined.mossy_cobblestone: #6, 230(3%)
minecraft.used.oxidized_copper: #6, 694(4%)
minecraft.picked_up.spectral_arrow: #6, 774(3%)
minecraft.used.weathered_copper: #6, 47(4%)
minecraft.mined.mangrove_roots: #6, 722(4%)
minecraft.used.yellow_terracotta: #6, 592(4%)
minecraft.used.mud_bricks: #6, 383(4%)
minecraft.picked_up.lime_stained_glass: #6, 242(5%)
minecraft.picked_up.leather_boots: #6, 48(3%)
minecraft.mined.polished_deepslate_slab: #6, 320(4%)
minecraft.mined.cobbled_deepslate_wall: #6, 18(5%)
minecraft.picked_up.green_stained_glass: #6, 132(5%)
minecraft.mined.chorus_flower: #6, 10(6%)
minecraft.picked_up.cyan_terracotta: #6, 569(3%)
minecraft.crafted.flower_banner_pattern: #6, 1(11%)
minecraft.crafted.warped_door: #6, 9(5%)
minecraft.mined.purpur_block: #6, 171(4%)
minecraft.picked_up.stone_brick_stairs: #6, 112(3%)
minecraft.dropped.lime_shulker_box: #6, 1(12%)
minecraft.used.polished_blackstone_stairs: #6, 242(3%)
minecraft.mined.dark_oak_planks: #7, 478(6%)
minecraft.dropped.red_terracotta: #6, 95(3%)
minecraft.picked_up.music_disc_chirp: #6, 7(6%)
minecraft.used.acacia_stairs: #6, 26(8%)
minecraft.crafted.copper_block: #6, 2099(3%)
minecraft.custom.trigger_trapped_chest: #6, 25(3%)
minecraft.mined.infested_stone: #6, 10(5%)
minecraft.mined.red_mushroom: #6, 60(4%)
minecraft.mined.pumpkin: #6, 251(2%)
minecraft.mined.muddy_mangrove_roots: #6, 297(4%)
minecraft.crafted.dark_oak_slab: #6, 1286(2%)
minecraft.crafted.netherite_sword: #6, 1(7%)
minecraft.crafted.andesite: #6, 1860(7%)
minecraft.used.flowering_azalea_leaves: #6, 373(3%)
minecraft.used.dark_oak_fence_gate: #6, 80(4%)
minecraft.dropped.lava_bucket: #6, 5(5%)
minecraft.used.acacia_sign: #6, 31(4%)
minecraft.killed.enderman: #7, 49070(5%)
minecraft.dropped.glass_bottle: #7, 460(5%)
minecraft.used.glass_pane: #6, 184(3%)
minecraft.crafted.mangrove_button: #6, 11(4%)
minecraft.dropped.red_bed: #6, 2(6%)
minecraft.mined.oxidized_copper: #6, 850(3%)
minecraft.picked_up.torch: #7, 5069(4%)
minecraft.crafted.mossy_stone_brick_slab: #6, 12(6%)
minecraft.picked_up.muddy_mangrove_roots: #6, 308(4%)
minecraft.mined.polished_diorite_stairs: #6, 7(6%)
minecraft.picked_up.red_candle: #6, 21(4%)
minecraft.used.purple_concrete_powder: #6, 311(4%)
minecraft.dropped.compass: #7, 173(5%)
minecraft.mined.nether_brick_fence: #6, 46(5%)
minecraft.used.lily_of_the_valley: #6, 7(5%)
minecraft.crafted.wooden_axe: #6, 4(3%)
minecraft.dropped.blue_terracotta: #6, 14(6%)
minecraft.used.fern: #6, 71(3%)
minecraft.mined.andesite_wall: #6, 45(4%)
minecraft.picked_up.barrel: #7, 206(5%)
minecraft.picked_up.crying_obsidian: #6, 195(3%)
minecraft.used.mossy_cobblestone_stairs: #6, 59(4%)
minecraft.picked_up.shield: #7, 15(5%)
minecraft.used.blackstone_slab: #6, 163(4%)
minecraft.used.trident: #6, 388(3%)
minecraft.picked_up.cooked_beef: #7, 343(6%)
minecraft.used.terracotta: #6, 769(2%)
minecraft.picked_up.minecart: #7, 187(6%)
minecraft.crafted.cobbled_deepslate_wall: #6, 50(5%)
minecraft.crafted.green_banner: #6, 37(5%)
minecraft.used.mushroom_stem: #6, 728(3%)
minecraft.dropped.green_terracotta: #6, 58(4%)
minecraft.picked_up.light_blue_dye: #6, 24(4%)
minecraft.crafted.purpur_stairs: #6, 8(6%)
minecraft.mined.deepslate_brick_wall: #6, 28(4%)
minecraft.crafted.repeater: #7, 984(6%)
minecraft.mined.warped_sign: #6, 2(6%)
minecraft.mined.warped_button: #6, 3(4%)
minecraft.picked_up.armor_stand: #7, 116(6%)
minecraft.used.warped_nylium: #6, 91(2%)
minecraft.crafted.spruce_hanging_sign: #6, 6(6%)
minecraft.used.blue_orchid: #6, 10(7%)
minecraft.used.blue_wool: #6, 85(3%)
minecraft.mined.yellow_stained_glass: #6, 46(3%)
minecraft.dropped.light_gray_bed: #6, 1(7%)
minecraft.used.stripped_oak_wood: #6, 65(3%)
minecraft.crafted.andesite_slab: #6, 198(2%)
minecraft.crafted.leather_boots: #6, 30(2%)
minecraft.picked_up.prismarine_crystals: #6, 110(2%)
minecraft.dropped.diamond_axe: #7, 9(5%)
minecraft.dropped.diamond_ore: #6, 3(6%)
minecraft.used.lime_wool: #6, 129(2%)
minecraft.picked_up.polished_diorite_stairs: #6, 14(4%)
minecraft.killed.iron_golem: #6, 8(3%)
minecraft.picked_up.pink_concrete: #6, 129(2%)
minecraft.picked_up.oak_boat: #7, 62(5%)
minecraft.crafted.ladder: #7, 540(5%)
minecraft.crafted.light_gray_banner: #6, 10(3%)
minecraft.used.mud_brick_slab: #6, 121(3%)
minecraft.crafted.polished_blackstone_wall: #6, 29(4%)
minecraft.picked_up.note_block: #7, 97(6%)
minecraft.used.iron_bars: #7, 1134(5%)
minecraft.used.birch_pressure_plate: #6, 5(4%)
minecraft.dropped.dirt: #7, 3688(4%)
minecraft.used.purpur_stairs: #6, 9(4%)
minecraft.picked_up.beacon: #7, 39(6%)
minecraft.used.brown_wool: #6, 150(3%)
minecraft.picked_up.brush: #6, 1(6%)
minecraft.picked_up.black_concrete: #7, 2870(5%)
minecraft.picked_up.stone_button: #7, 259(5%)
minecraft.mined.black_wall_banner: #6, 6(4%)
minecraft.picked_up.dark_oak_stairs: #7, 211(5%)
minecraft.dropped.light_gray_stained_glass_pane: #6, 7(2%)
minecraft.dropped.soul_soil: #6, 65(2%)
minecraft.picked_up.gray_concrete_powder: #6, 237(2%)
minecraft.used.scaffolding: #7, 12801(5%)
minecraft.crafted.acacia_stairs: #6, 24(3%)
minecraft.dropped.mud_brick_slab: #6, 5(4%)
minecraft.dropped.smooth_quartz: #6, 15(2%)
minecraft.picked_up.jungle_fence: #6, 12(3%)
minecraft.mined.pink_concrete: #6, 130(2%)
minecraft.picked_up.blackstone: #7, 7928(5%)
minecraft.used.pufferfish_bucket: #6, 2(3%)
minecraft.crafted.daylight_detector: #6, 26(2%)
minecraft.picked_up.gray_carpet: #6, 402(1%)
minecraft.killed_by.iron_golem: #6, 1(4%)
minecraft.dropped.potato: #6, 49(1%)
minecraft.mined.light_blue_stained_glass: #6, 21(2%)
minecraft.picked_up.crimson_nylium: #6, 345(1%)
minecraft.used.oak_leaves: #6, 831(1%)
minecraft.crafted.jungle_stairs: #6, 36(2%)
minecraft.dropped.cake: #6, 2(3%)
minecraft.used.music_disc_mellohi: #6, 2(3%)
minecraft.mined.blackstone: #7, 7045(5%)
minecraft.dropped.cut_copper_stairs: #6, 2(4%)
minecraft.mined.cyan_stained_glass_pane: #6, 3(2%)
minecraft.dropped.mossy_cobblestone_slab: #6, 5(3%)
minecraft.used.mossy_stone_brick_stairs: #6, 34(2%)
minecraft.used.red_nether_bricks: #6, 32(3%)
minecraft.mined.smooth_quartz_slab: #7, 112(6%)
minecraft.picked_up.gray_banner: #6, 3(3%)
minecraft.picked_up.white_dye: #7, 217(5%)
minecraft.dropped.iron_sword: #7, 11(7%)
minecraft.picked_up.chiseled_polished_blackstone: #6, 21(2%)
minecraft.used.activator_rail: #6, 36(2%)
minecraft.picked_up.purple_banner: #6, 1(3%)
minecraft.dropped.iron_trapdoor: #6, 7(2%)
minecraft.crafted.pink_stained_glass_pane: #6, 24(2%)
minecraft.picked_up.jungle_stairs: #6, 21(2%)
minecraft.mined.nether_brick_stairs: #6, 3(2%)
minecraft.mined.bone_block: #7, 366(4%)
minecraft.picked_up.pitcher_pod: #6, 33(1%)
minecraft.used.granite: #7, 994(4%)
minecraft.dropped.nether_wart_block: #6, 72(1%)
minecraft.mined.stripped_oak_log: #6, 147(1%)
minecraft.mined.light_gray_carpet: #6, 42(1%)
minecraft.crafted.grindstone: #7, 66(5%)
minecraft.dropped.golden_axe: #6, 1(3%)
minecraft.used.packed_mud: #7, 687(6%)
minecraft.picked_up.cherry_planks: #6, 6(2%)
minecraft.dropped.cooked_porkchop: #6, 350(1%)
minecraft.dropped.red_tulip: #6, 2(2%)
minecraft.used.jungle_slab: #6, 86(1%)
minecraft.crafted.gray_concrete_powder: #7, 3528(6%)
minecraft.crafted.brick: #7, 5849(4%)
minecraft.crafted.bricks: #7, 1446(5%)
minecraft.dropped.stone_brick_slab: #6, 43(1%)
minecraft.used.deepslate_coal_ore: #6, 1(2%)
minecraft.dropped.blue_dye: #6, 5(2%)
minecraft.crafted.chainmail_helmet: #6, 1(2%)
minecraft.crafted.end_stone_brick_stairs: #6, 8(1%)
minecraft.dropped.pumpkin: #6, 114(1%)
minecraft.picked_up.brown_concrete_powder: #7, 68(6%)
minecraft.mined.acacia_stairs: #6, 2(2%)
minecraft.dropped.polished_blackstone_slab: #6, 14(1%)
minecraft.used.end_stone_brick_stairs: #6, 10(2%)
minecraft.dropped.white_concrete: #6, 71(1%)
minecraft.picked_up.purpur_slab: #7, 23(6%)
minecraft.mined.smooth_quartz: #7, 212(4%)
minecraft.picked_up.lime_bed: #6, 6(1%)
minecraft.used.wheat_seeds: #7, 2215(4%)
minecraft.picked_up.brown_candle: #6, 3(1%)
minecraft.picked_up.stone_brick_wall: #7, 88(5%)
minecraft.crafted.rabbit_stew: #6, 1(1%)
minecraft.dropped.redstone_block: #7, 108(5%)
minecraft.crafted.waxed_weathered_cut_copper: #6, 8(2%)
minecraft.used.magenta_bed: #6, 1(1%)
minecraft.used.waxed_exposed_cut_copper_slab: #6, 9(1%)
minecraft.mined.polished_blackstone_brick_slab: #6, 5(1%)
minecraft.crafted.red_concrete: #6, 16(1%)
minecraft.used.spider_eye: #6, 1(1%)
minecraft.crafted.oak_slab: #7, 1074(4%)
minecraft.picked_up.bamboo: #7, 10615(4%)
minecraft.picked_up.yellow_carpet: #6, 108(0%)
minecraft.used.music_disc_wait: #6, 1(1%)
minecraft.picked_up.birch_leaves: #7, 2255(4%)
minecraft.picked_up.quartz_slab: #7, 172(5%)
minecraft.picked_up.gold_nugget: #6, 4461(0%)
minecraft.killed.cow: #7, 245(4%)
minecraft.dropped.light_gray_concrete_powder: #6, 24(0%)
minecraft.dropped.lime_carpet: #6, 2(1%)
minecraft.dropped.cherry_log: #6, 1(1%)
minecraft.picked_up.deepslate_tile_slab: #7, 183(4%)
minecraft.picked_up.mossy_cobblestone_stairs: #7, 17(8%)
minecraft.used.mycelium: #6, 14(0%)
minecraft.dropped.orange_stained_glass: #6, 2(0%)
minecraft.dropped.dried_kelp: #6, 6(0%)
minecraft.picked_up.white_glazed_terracotta: #6, 3(0%)
minecraft.used.iron_trapdoor: #7, 256(4%)
minecraft.mined.bamboo_planks: #7, 4(9%)
minecraft.picked_up.green_concrete: #7, 504(4%)
minecraft.used.crimson_pressure_plate: #6, 2(0%)
minecraft.picked_up.pink_carpet: #6, 25(0%)
minecraft.used.stone_bricks: #7, 5499(4%)
minecraft.dropped.polished_blackstone_wall: #6, 1(0%)
minecraft.mined.heavy_weighted_pressure_plate: #6, 5(0%)
minecraft.used.quartz_pillar: #7, 496(5%)
minecraft.mined.white_glazed_terracotta: #6, 1(0%)
minecraft.mined.dead_fire_coral_block: #6, 1(0%)
minecraft.used.white_glazed_terracotta: #6, 1(0%)
