stat, rank, value, (percentage) 
minecraft.crafted.blue_shulker_box: #19, 1(1%)
minecraft.picked_up.bone_block: #19, 148(1%)
minecraft.custom.sprint_one_cm: #20, 64157582(2%)
minecraft.custom.jump: #20, 208275(2%)
minecraft.dropped.spruce_planks: #19, 26(1%)
minecraft.crafted.dropper: #19, 68(1%)
minecraft.used.diamond_hoe: #19, 3273(1%)
minecraft.mined.cave_vines: #19, 14(1%)
minecraft.dropped.spruce_log: #19, 59(1%)
minecraft.crafted.mangrove_planks: #19, 204(1%)
minecraft.custom.interact_with_loom: #19, 5(1%)
minecraft.used.bamboo: #19, 55(1%)
minecraft.picked_up.mossy_cobblestone: #19, 55(1%)
minecraft.used.totem_of_undying: #19, 5(0%)
minecraft.picked_up.dark_oak_door: #19, 2(1%)
minecraft.picked_up.weeping_vines: #19, 19(1%)
minecraft.mined.deepslate_bricks: #19, 69(0%)
minecraft.mined.honey_block: #19, 8(0%)
minecraft.crafted.lime_shulker_box: #19, 1(1%)
minecraft.mined.podzol: #19, 158(0%)
minecraft.mined.bone_block: #19, 34(0%)
minecraft.mined.birch_wall_sign: #19, 5(0%)
minecraft.crafted.spruce_sign: #19, 9(0%)
minecraft.crafted.tripwire_hook: #19, 10(0%)
minecraft.picked_up.beef: #19, 54(0%)
minecraft.picked_up.red_banner: #19, 2(0%)
minecraft.mined.crimson_trapdoor: #19, 2(0%)
minecraft.picked_up.deepslate_bricks: #19, 67(0%)
minecraft.crafted.sticky_piston: #19, 48(0%)
minecraft.crafted.polished_andesite_slab: #19, 26(0%)
minecraft.picked_up.stone_brick_slab: #19, 30(0%)
minecraft.mined.snow: #19, 1806(0%)
minecraft.used.lava_bucket: #19, 32(0%)
minecraft.picked_up.snow_block: #19, 236(0%)
minecraft.mined.amethyst_cluster: #19, 65(0%)
minecraft.mined.farmland: #19, 3(0%)
minecraft.used.mangrove_planks: #19, 13(0%)
minecraft.dropped.phantom_membrane: #19, 1(0%)
minecraft.picked_up.stone_stairs: #19, 16(0%)
minecraft.mined.dark_oak_sapling: #19, 1(0%)
minecraft.crafted.purple_dye: #19, 77(0%)
minecraft.dropped.stone_sword: #19, 2(0%)
minecraft.used.mossy_cobblestone: #19, 38(0%)
minecraft.picked_up.bowl: #19, 1(0%)
minecraft.used.birch_sapling: #19, 39(0%)
minecraft.used.light_blue_shulker_box: #19, 27(0%)
minecraft.used.warped_button: #19, 2(0%)
minecraft.crafted.black_terracotta: #19, 56(0%)
minecraft.crafted.black_concrete_powder: #19, 408(0%)
minecraft.mined.light_blue_shulker_box: #19, 23(0%)
minecraft.crafted.deepslate_tile_stairs: #19, 4(0%)
minecraft.crafted.deepslate_brick_slab: #19, 8(0%)
minecraft.mined.crimson_fungus: #19, 3(0%)
minecraft.picked_up.grass: #19, 21(0%)
minecraft.picked_up.crimson_stem: #19, 50(0%)
minecraft.used.mangrove_log: #19, 22(0%)
minecraft.used.dripstone_block: #19, 8(0%)
minecraft.crafted.birch_stairs: #19, 4(0%)
minecraft.used.deepslate_tile_stairs: #19, 16(0%)
minecraft.crafted.mangrove_fence: #19, 3(0%)
minecraft.used.mud_bricks: #19, 13(0%)
minecraft.crafted.stone_brick_slab: #19, 32(0%)
minecraft.picked_up.birch_stairs: #19, 1(0%)
minecraft.mined.warped_roots: #19, 6(0%)
minecraft.custom.walk_one_cm: #20, 62904456(2%)
minecraft.picked_up.lime_concrete_powder: #19, 1(0%)
minecraft.crafted.crimson_stairs: #19, 4(0%)
minecraft.used.birch_planks: #19, 133(0%)
minecraft.mined.yellow_terracotta: #19, 15(0%)
minecraft.mined.pink_shulker_box: #19, 2(0%)
minecraft.crafted.wheat: #19, 99(0%)
minecraft.picked_up.mud: #19, 76(0%)
minecraft.picked_up.red_mushroom_block: #19, 47(0%)
minecraft.crafted.brown_concrete_powder: #19, 8(0%)
minecraft.used.polished_diorite: #19, 14(0%)
minecraft.picked_up.red_tulip: #19, 2(0%)
minecraft.picked_up.brown_concrete_powder: #19, 1(0%)
minecraft.mined.deepslate_brick_slab: #19, 2(0%)
minecraft.dropped.beef: #19, 1(0%)
minecraft.dropped.iron_axe: #19, 1(0%)
minecraft.crafted.brown_carpet: #19, 3(0%)
minecraft.picked_up.crimson_roots: #19, 29(0%)
minecraft.mined.large_amethyst_bud: #19, 1(0%)
minecraft.crafted.birch_wood: #19, 3(0%)
minecraft.picked_up.polished_basalt: #19, 4(0%)
minecraft.crafted.pink_terracotta: #19, 8(0%)
minecraft.picked_up.white_stained_glass_pane: #19, 1(0%)
minecraft.mined.stripped_dark_oak_wood: #19, 1(0%)
minecraft.picked_up.deepslate_brick_slab: #19, 2(0%)
minecraft.mined.medium_amethyst_bud: #19, 1(0%)
minecraft.mined.stripped_oak_wood: #19, 1(0%)
minecraft.crafted.dark_oak_fence_gate: #19, 1(0%)
minecraft.picked_up.polished_granite: #19, 2(0%)
minecraft.picked_up.stripped_spruce_wood: #19, 1(0%)
minecraft.crafted.mangrove_wood: #19, 3(0%)
minecraft.used.grass: #19, 3(0%)
minecraft.picked_up.cyan_carpet: #19, 1(0%)
minecraft.picked_up.dark_oak_leaves: #19, 4(0%)
minecraft.picked_up.cornflower: #19, 13(0%)
minecraft.crafted.andesite_slab: #19, 2(0%)
minecraft.picked_up.light_gray_carpet: #19, 3(0%)
minecraft.picked_up.green_wool: #19, 2(0%)
minecraft.used.cut_copper_stairs: #19, 1(0%)
minecraft.crafted.cyan_concrete_powder: #19, 8(0%)
minecraft.used.warped_fungus: #19, 1(0%)
minecraft.crafted.light_gray_concrete_powder: #19, 8(0%)
minecraft.used.mangrove_wood: #19, 1(0%)
minecraft.used.oxidized_cut_copper_slab: #19, 1(0%)
minecraft.crafted.yellow_terracotta: #19, 1(0%)
minecraft.picked_up.light_gray_concrete_powder: #19, 1(0%)
minecraft.picked_up.sculk: #19, 2(0%)
minecraft.crafted.quartz_pillar: #19, 1(0%)
minecraft.crafted.tinted_glass: #19, 2(0%)
minecraft.crafted.red_terracotta: #19, 1(0%)
minecraft.killed.pillager: #19, 12(0%)
minecraft.custom.crouch_one_cm: #20, 8877703(1%)
minecraft.mined.dirt: #20, 14413(1%)
minecraft.crafted.torch: #20, 2704(2%)
minecraft.killed.zombie_villager: #20, 5(2%)
minecraft.used.barrel: #20, 111(1%)
minecraft.picked_up.grass_block: #20, 8052(1%)
minecraft.picked_up.spruce_sign: #20, 13(1%)
minecraft.used.lantern: #20, 68(1%)
minecraft.mined.granite: #20, 1893(1%)
minecraft.picked_up.glow_ink_sac: #20, 96(1%)
minecraft.picked_up.granite: #20, 1455(1%)
minecraft.used.grindstone: #20, 7(0%)
minecraft.dropped.stone_shovel: #20, 1(1%)
minecraft.dropped.stick: #20, 335(0%)
minecraft.picked_up.dark_oak_sign: #20, 5(0%)
minecraft.used.diorite: #20, 91(0%)
minecraft.mined.tripwire_hook: #20, 1(1%)
minecraft.picked_up.red_mushroom: #20, 40(0%)
minecraft.used.tripwire_hook: #20, 3(1%)
minecraft.mined.soul_sand: #20, 196(0%)
minecraft.used.loom: #20, 4(0%)
minecraft.mined.spruce_sapling: #20, 3(0%)
minecraft.picked_up.oak_button: #20, 1(1%)
minecraft.crafted.light_gray_shulker_box: #20, 1(0%)
minecraft.used.dark_oak_stairs: #20, 43(0%)
minecraft.mined.birch_sapling: #20, 2(0%)
minecraft.used.iron_bars: #20, 72(0%)
minecraft.used.stone_bricks: #20, 473(0%)
minecraft.crafted.red_shulker_box: #20, 2(0%)
minecraft.used.oak_planks: #20, 62(0%)
minecraft.used.spruce_sapling: #20, 57(0%)
minecraft.picked_up.mangrove_log: #20, 74(0%)
minecraft.mined.nether_wart_block: #20, 113(0%)
minecraft.crafted.mossy_cobblestone: #20, 99(0%)
minecraft.crafted.dark_oak_sign: #20, 6(0%)
minecraft.mined.cobblestone_stairs: #20, 4(0%)
minecraft.crafted.lightning_rod: #20, 11(0%)
minecraft.picked_up.cobblestone_wall: #20, 9(0%)
minecraft.picked_up.nether_wart_block: #20, 129(0%)
minecraft.crafted.iron_bars: #20, 64(0%)
minecraft.used.amethyst_cluster: #20, 7(0%)
minecraft.dropped.dark_oak_sign: #20, 1(0%)
minecraft.dropped.dark_oak_log: #20, 17(0%)
minecraft.crafted.gray_carpet: #20, 54(0%)
minecraft.picked_up.deepslate_tile_stairs: #20, 7(0%)
minecraft.picked_up.light_blue_shulker_box: #20, 23(0%)
minecraft.picked_up.blue_bed: #20, 1(0%)
minecraft.picked_up.warped_stem: #20, 50(0%)
minecraft.mined.snow_block: #20, 135(0%)
minecraft.used.purple_shulker_box: #20, 3(0%)
minecraft.dropped.firework_rocket: #20, 333(0%)
minecraft.crafted.spruce_pressure_plate: #20, 1(0%)
minecraft.picked_up.warped_trapdoor: #20, 2(0%)
minecraft.used.snow_block: #20, 164(0%)
minecraft.mined.purple_shulker_box: #20, 2(0%)
minecraft.picked_up.charcoal: #20, 7(0%)
minecraft.picked_up.acacia_wood: #20, 1(0%)
minecraft.crafted.cauldron: #20, 4(0%)
minecraft.crafted.cyan_carpet: #20, 3(0%)
minecraft.mined.mud: #20, 84(0%)
minecraft.dropped.spruce_slab: #20, 2(0%)
minecraft.mined.sculk_shrieker: #20, 1(0%)
minecraft.used.oxidized_cut_copper_stairs: #20, 4(0%)
minecraft.used.polished_deepslate_wall: #20, 11(0%)
minecraft.picked_up.light_gray_bed: #20, 1(0%)
minecraft.picked_up.orange_wool: #20, 2(0%)
minecraft.used.warped_nylium: #20, 2(0%)
minecraft.picked_up.sculk_sensor: #20, 2(0%)
minecraft.mined.orange_wool: #20, 1(0%)
minecraft.crafted.mud_bricks: #20, 8(0%)
minecraft.crafted.cobblestone_stairs: #20, 1(0%)
minecraft.picked_up.green_concrete: #20, 4(0%)
minecraft.crafted.warped_slab: #20, 6(0%)
minecraft.crafted.dark_oak_wood: #20, 3(0%)
minecraft.crafted.lime_stained_glass: #20, 8(0%)
minecraft.crafted.yellow_concrete_powder: #20, 8(0%)
minecraft.crafted.packed_mud: #20, 10(0%)
minecraft.mined.gray_wool: #20, 2(0%)
minecraft.picked_up.light_gray_wool: #20, 3(0%)
minecraft.picked_up.cyan_concrete: #20, 2(0%)
minecraft.used.lime_wool: #20, 1(0%)
minecraft.dropped.spectral_arrow: #20, 3(0%)
minecraft.used.dark_oak_wood: #20, 1(0%)
minecraft.crafted.gray_concrete_powder: #20, 8(0%)
minecraft.crafted.white_concrete_powder: #20, 8(0%)
minecraft.used.soul_soil: #20, 1(0%)
minecraft.used.crimson_nylium: #20, 1(0%)
minecraft.picked_up.gray_concrete_powder: #20, 1(0%)
minecraft.crafted.polished_basalt: #20, 1(0%)
minecraft.custom.open_barrel: #21, 3061(2%)
minecraft.crafted.stick: #21, 7052(2%)
minecraft.custom.aviate_one_cm: #21, 331409628(1%)
minecraft.used.stone_axe: #21, 137(2%)
minecraft.dropped.stone_pickaxe: #21, 2(2%)
minecraft.custom.interact_with_smithing_table: #21, 17(1%)
minecraft.used.diamond_axe: #21, 11224(1%)
minecraft.broken.shears: #21, 4(1%)
minecraft.mined.budding_amethyst: #21, 4(1%)
minecraft.crafted.spruce_planks: #21, 3944(1%)
minecraft.crafted.barrel: #21, 60(1%)
minecraft.picked_up.andesite: #21, 1904(1%)
minecraft.picked_up.spruce_trapdoor: #21, 58(1%)
minecraft.used.iron_block: #21, 398(1%)
minecraft.crafted.oak_slab: #21, 198(1%)
minecraft.picked_up.stone_shovel: #21, 1(1%)
minecraft.mined.spruce_trapdoor: #21, 41(1%)
minecraft.crafted.gray_shulker_box: #21, 2(1%)
minecraft.dropped.ender_pearl: #21, 1853(1%)
minecraft.used.grass_block: #21, 2724(0%)
minecraft.crafted.white_shulker_box: #21, 2(1%)
minecraft.mined.smooth_basalt: #21, 113(1%)
minecraft.mined.andesite: #21, 1370(0%)
minecraft.picked_up.oak_door: #21, 1(1%)
minecraft.crafted.shulker_box: #21, 63(0%)
minecraft.used.granite: #21, 98(0%)
minecraft.crafted.stone_bricks: #21, 736(0%)
minecraft.crafted.pink_shulker_box: #21, 1(1%)
minecraft.crafted.orange_shulker_box: #21, 1(1%)
minecraft.crafted.composter: #21, 21(0%)
minecraft.picked_up.soul_soil: #21, 114(0%)
minecraft.picked_up.spruce_button: #21, 2(0%)
minecraft.dropped.bowl: #21, 1(0%)
minecraft.mined.sugar_cane: #21, 223(0%)
minecraft.dropped.bundle: #21, 2(0%)
minecraft.crafted.grindstone: #21, 4(0%)
minecraft.mined.cobblestone_wall: #21, 5(0%)
minecraft.used.stone_stairs: #21, 37(0%)
minecraft.mined.stone_bricks: #21, 107(0%)
minecraft.picked_up.magma_block: #21, 105(0%)
minecraft.crafted.iron_trapdoor: #21, 17(0%)
minecraft.picked_up.polished_deepslate_stairs: #21, 11(0%)
minecraft.crafted.bone_meal: #21, 6716(0%)
minecraft.crafted.dark_oak_stairs: #21, 28(0%)
minecraft.used.cobblestone_slab: #21, 40(0%)
minecraft.picked_up.chain: #21, 10(0%)
minecraft.mined.magma_block: #21, 97(0%)
minecraft.mined.pointed_dripstone: #21, 7(0%)
minecraft.picked_up.honey_block: #21, 8(0%)
minecraft.mined.soul_soil: #21, 70(0%)
minecraft.mined.weeping_vines_plant: #21, 2(0%)
minecraft.used.iron_trapdoor: #21, 12(0%)
minecraft.crafted.spruce_button: #21, 4(0%)
minecraft.mined.red_terracotta: #21, 67(0%)
minecraft.crafted.stone_button: #21, 46(0%)
minecraft.crafted.orange_dye: #21, 56(0%)
minecraft.picked_up.cobbled_deepslate_stairs: #21, 3(0%)
minecraft.used.dark_oak_sign: #21, 3(0%)
minecraft.crafted.brick: #21, 169(0%)
minecraft.used.pink_shulker_box: #21, 3(0%)
minecraft.used.polished_andesite_slab: #21, 34(0%)
minecraft.crafted.mangrove_slab: #21, 6(0%)
minecraft.used.white_banner: #21, 1(0%)
minecraft.picked_up.purple_shulker_box: #21, 2(0%)
minecraft.picked_up.yellow_bed: #21, 1(0%)
minecraft.picked_up.polished_deepslate_slab: #21, 5(0%)
minecraft.mined.black_wool: #21, 2(0%)
minecraft.picked_up.green_bed: #21, 1(0%)
minecraft.used.smooth_basalt: #21, 16(0%)
minecraft.picked_up.sculk_shrieker: #21, 1(0%)
minecraft.picked_up.crimson_fungus: #21, 6(0%)
minecraft.crafted.glow_item_frame: #21, 1(0%)
minecraft.used.magma_block: #21, 14(0%)
minecraft.picked_up.lily_of_the_valley: #21, 2(0%)
minecraft.crafted.warped_stairs: #21, 4(0%)
minecraft.used.white_stained_glass_pane: #21, 4(0%)
minecraft.picked_up.green_terracotta: #21, 7(0%)
minecraft.mined.light_gray_carpet: #21, 2(0%)
minecraft.picked_up.birch_slab: #21, 1(0%)
minecraft.crafted.warped_trapdoor: #21, 2(0%)
minecraft.picked_up.polished_granite_slab: #21, 1(0%)
minecraft.mined.sculk_sensor: #21, 2(0%)
minecraft.picked_up.tinted_glass: #21, 2(0%)
minecraft.used.spruce_leaves: #21, 12(0%)
minecraft.crafted.light_gray_carpet: #21, 3(0%)
minecraft.crafted.dark_oak_button: #21, 1(0%)
minecraft.picked_up.spruce_wood: #21, 1(0%)
minecraft.mined.tinted_glass: #21, 1(0%)
minecraft.used.prismarine_bricks: #21, 3(0%)
minecraft.crafted.red_concrete_powder: #21, 8(0%)
minecraft.crafted.soul_lantern: #21, 1(0%)
minecraft.dropped.quartz: #21, 2(0%)
minecraft.used.orange_terracotta: #21, 2(0%)
minecraft.picked_up.orange_concrete: #21, 2(0%)
minecraft.mined.green_concrete: #21, 3(0%)
minecraft.crafted.green_terracotta: #21, 8(0%)
minecraft.used.amethyst_block: #21, 2(0%)
minecraft.crafted.stone_brick_wall: #21, 1(0%)
minecraft.used.cyan_wool: #21, 1(0%)
minecraft.used.orange_wool: #21, 1(0%)
minecraft.mined.orange_concrete: #21, 1(0%)
minecraft.used.lime_concrete_powder: #21, 1(0%)
minecraft.picked_up.brown_terracotta: #21, 6(0%)
minecraft.used.light_gray_wool: #21, 2(0%)
minecraft.mined.cyan_concrete: #21, 1(0%)
minecraft.used.spruce_wood: #21, 1(0%)
minecraft.used.cyan_concrete_powder: #21, 1(0%)
minecraft.picked_up.white_concrete_powder: #21, 1(0%)
minecraft.used.light_gray_concrete_powder: #21, 1(0%)
minecraft.used.tinted_glass: #21, 1(0%)
minecraft.used.cyan_shulker_box: #22, 109(1%)
minecraft.killed_by.drowned: #22, 2(1%)
minecraft.used.firework_rocket: #22, 7118(1%)
minecraft.mined.powder_snow: #22, 19(1%)
minecraft.picked_up.cyan_shulker_box: #22, 73(1%)
minecraft.crafted.iron_ingot: #22, 5345(1%)
minecraft.used.iron_chestplate: #22, 1(1%)
minecraft.mined.cyan_shulker_box: #22, 71(1%)
minecraft.picked_up.stick: #22, 1077(1%)
minecraft.used.bone_meal: #22, 2310(1%)
minecraft.mined.birch_leaves: #22, 412(0%)
minecraft.mined.dark_oak_trapdoor: #22, 11(0%)
minecraft.mined.spruce_log: #22, 1023(0%)
minecraft.crafted.dark_oak_door: #22, 3(1%)
minecraft.crafted.hopper: #22, 132(0%)
minecraft.used.oak_log: #22, 119(0%)
minecraft.crafted.birch_sign: #22, 14(0%)
minecraft.mined.cactus: #22, 8(0%)
minecraft.mined.stone_brick_stairs: #22, 8(0%)
minecraft.picked_up.spore_blossom: #22, 2(0%)
minecraft.crafted.red_dye: #22, 266(0%)
minecraft.crafted.campfire: #22, 9(0%)
minecraft.crafted.chain: #22, 31(0%)
minecraft.mined.stone_stairs: #22, 7(0%)
minecraft.used.campfire: #22, 9(0%)
minecraft.used.dark_oak_fence: #22, 28(0%)
minecraft.crafted.dark_oak_fence: #22, 27(0%)
minecraft.mined.dark_oak_slab: #22, 5(0%)
minecraft.picked_up.stone_brick_stairs: #22, 7(0%)
minecraft.crafted.polished_andesite: #22, 97(0%)
minecraft.picked_up.cobblestone_stairs: #22, 4(0%)
minecraft.crafted.shears: #22, 16(0%)
minecraft.used.cooked_beef: #22, 16(0%)
minecraft.mined.sea_pickle: #22, 2(0%)
minecraft.used.honey_block: #22, 15(0%)
minecraft.used.dark_oak_sapling: #22, 13(0%)
minecraft.picked_up.golden_sword: #22, 2(0%)
minecraft.picked_up.rooted_dirt: #22, 21(0%)
minecraft.used.cobbled_deepslate_slab: #22, 33(0%)
minecraft.used.white_dye: #22, 2(0%)
minecraft.picked_up.iron_axe: #22, 1(0%)
minecraft.mined.crimson_planks: #22, 3(0%)
minecraft.used.lime_shulker_box: #22, 3(0%)
minecraft.picked_up.pink_shulker_box: #22, 2(0%)
minecraft.used.dark_oak_slab: #22, 27(0%)
minecraft.picked_up.yellow_wool: #22, 6(0%)
minecraft.picked_up.soul_lantern: #22, 1(0%)
minecraft.picked_up.bookshelf: #22, 2(0%)
minecraft.picked_up.birch_trapdoor: #22, 1(0%)
minecraft.mined.prismarine_bricks: #22, 6(0%)
minecraft.used.sea_pickle: #22, 2(0%)
minecraft.mined.lime_shulker_box: #22, 2(0%)
minecraft.crafted.birch_trapdoor: #22, 2(0%)
minecraft.picked_up.prismarine_bricks: #22, 6(0%)
minecraft.picked_up.cobbled_deepslate_slab: #22, 6(0%)
minecraft.used.crimson_trapdoor: #22, 2(0%)
minecraft.crafted.mangrove_trapdoor: #22, 2(0%)
minecraft.used.podzol: #22, 2(0%)
minecraft.picked_up.baked_potato: #22, 1(0%)
minecraft.crafted.polished_deepslate: #22, 40(0%)
minecraft.used.mangrove_trapdoor: #22, 1(0%)
minecraft.picked_up.warped_roots: #22, 7(0%)
minecraft.used.brown_concrete_powder: #22, 1(0%)
minecraft.used.black_wool: #22, 2(0%)
minecraft.mined.packed_ice: #22, 33(0%)
minecraft.crafted.spruce_wood: #22, 3(0%)
minecraft.crafted.bricks: #22, 4(0%)
minecraft.picked_up.black_wool: #22, 3(0%)
minecraft.crafted.lime_terracotta: #22, 8(0%)
minecraft.used.chiseled_stone_bricks: #22, 1(0%)
minecraft.used.deepslate_brick_slab: #22, 3(0%)
minecraft.used.light_gray_carpet: #22, 2(0%)
minecraft.used.rooted_dirt: #22, 1(0%)
minecraft.mined.polished_deepslate_slab: #22, 1(0%)
minecraft.picked_up.light_gray_concrete: #22, 2(0%)
minecraft.used.yellow_concrete_powder: #22, 1(0%)
minecraft.crafted.polished_granite: #22, 1(0%)
minecraft.mined.light_gray_concrete: #22, 1(0%)
minecraft.mined.brown_terracotta: #22, 3(0%)
minecraft.used.warped_stem: #22, 1(0%)
minecraft.used.gray_concrete_powder: #22, 1(0%)
minecraft.used.white_concrete_powder: #22, 1(0%)
minecraft.crafted.oak_door: #23, 3(2%)
minecraft.crafted.crafting_table: #23, 28(1%)
minecraft.custom.open_enderchest: #23, 780(1%)
minecraft.dropped.goat_horn: #23, 1(1%)
minecraft.crafted.anvil: #23, 25(1%)
minecraft.picked_up.stone_pickaxe: #23, 1(1%)
minecraft.mined.lantern: #23, 6(1%)
minecraft.picked_up.spruce_log: #23, 1185(0%)
minecraft.used.cobblestone: #23, 372(0%)
minecraft.crafted.item_frame: #23, 35(0%)
minecraft.crafted.iron_chestplate: #23, 2(0%)
minecraft.dropped.ender_chest: #23, 1(0%)
minecraft.crafted.black_dye: #23, 318(0%)
minecraft.used.dark_oak_boat: #23, 2(0%)
minecraft.killed.enderman: #23, 2014(0%)
minecraft.picked_up.dark_oak_boat: #23, 2(0%)
minecraft.mined.lily_of_the_valley: #23, 1(0%)
minecraft.picked_up.sand: #23, 3692(0%)
minecraft.mined.sand: #23, 3241(0%)
minecraft.picked_up.sea_pickle: #23, 19(0%)
minecraft.picked_up.dark_oak_sapling: #23, 41(0%)
minecraft.crafted.gray_dye: #23, 66(0%)
minecraft.picked_up.terracotta: #23, 398(0%)
minecraft.used.polished_andesite: #23, 67(0%)
minecraft.mined.dark_oak_fence: #23, 4(0%)
minecraft.picked_up.spruce_fence: #23, 9(0%)
minecraft.picked_up.oak_leaves: #23, 150(0%)
minecraft.picked_up.bundle: #23, 2(0%)
minecraft.used.bundle: #23, 3(0%)
minecraft.crafted.painting: #23, 1(0%)
minecraft.crafted.raw_iron_block: #23, 9(0%)
minecraft.used.polished_deepslate: #23, 85(0%)
minecraft.mined.red_mushroom_block: #23, 97(0%)
minecraft.mined.dark_prismarine: #23, 2(0%)
minecraft.picked_up.red_wool: #23, 15(0%)
minecraft.dropped.birch_sign: #23, 1(0%)
minecraft.mined.rooted_dirt: #23, 17(0%)
minecraft.used.redstone_lamp: #23, 4(0%)
minecraft.picked_up.pearlescent_froglight: #23, 2(0%)
minecraft.mined.terracotta: #23, 161(0%)
minecraft.used.stone_brick_stairs: #23, 7(0%)
minecraft.picked_up.lime_shulker_box: #23, 2(0%)
minecraft.picked_up.amethyst_shard: #23, 80(0%)
minecraft.used.red_wool: #23, 6(0%)
minecraft.picked_up.black_stained_glass: #23, 3(0%)
minecraft.dropped.dark_oak_sapling: #23, 1(0%)
minecraft.crafted.crimson_trapdoor: #23, 2(0%)
minecraft.picked_up.dark_prismarine: #23, 2(0%)
minecraft.picked_up.stripped_oak_log: #23, 8(0%)
minecraft.mined.stripped_oak_log: #23, 7(0%)
minecraft.mined.nether_bricks: #23, 9(0%)
minecraft.mined.glow_lichen: #23, 10(0%)
minecraft.picked_up.spruce_leaves: #23, 24(0%)
minecraft.used.nether_bricks: #23, 3(0%)
minecraft.mined.yellow_wool: #23, 1(0%)
minecraft.mined.crimson_roots: #23, 2(0%)
minecraft.mined.red_wool: #23, 1(0%)
minecraft.crafted.crimson_slab: #23, 6(0%)
minecraft.used.packed_ice: #23, 14(0%)
minecraft.used.gray_wool: #23, 2(0%)
minecraft.picked_up.glow_lichen: #23, 3(0%)
minecraft.used.red_concrete_powder: #23, 1(0%)
minecraft.mined.sculk: #23, 2(0%)
minecraft.custom.open_shulker_box: #24, 6506(1%)
minecraft.mined.cobblestone: #24, 330(1%)
minecraft.picked_up.cobbled_deepslate: #24, 5735(1%)
minecraft.crafted.chest: #24, 432(1%)
minecraft.crafted.iron_door: #24, 3(0%)
minecraft.crafted.birch_planks: #24, 916(0%)
minecraft.mined.cobbled_deepslate: #24, 71(0%)
minecraft.mined.spruce_leaves: #24, 283(0%)
minecraft.picked_up.dark_oak_trapdoor: #24, 12(0%)
minecraft.picked_up.birch_sapling: #24, 62(0%)
minecraft.picked_up.dark_oak_log: #24, 490(0%)
minecraft.mined.dark_oak_planks: #24, 19(0%)
minecraft.mined.dark_oak_log: #24, 376(0%)
minecraft.mined.spore_blossom: #24, 1(0%)
minecraft.used.birch_sign: #24, 8(0%)
minecraft.picked_up.red_terracotta: #24, 61(0%)
minecraft.used.end_rod: #24, 9(0%)
minecraft.picked_up.filled_map: #24, 111(0%)
minecraft.crafted.dark_oak_slab: #24, 66(0%)
minecraft.custom.trigger_trapped_chest: #24, 1(0%)
minecraft.used.chain: #24, 9(0%)
minecraft.crafted.redstone_lamp: #24, 5(0%)
minecraft.custom.mob_kills: #24, 7326(0%)
minecraft.dropped.diamond_block: #24, 2(0%)
minecraft.picked_up.lime_terracotta: #24, 8(0%)
minecraft.used.soul_lantern: #24, 1(0%)
minecraft.crafted.spruce_fence_gate: #24, 1(0%)
minecraft.used.yellow_wool: #24, 4(0%)
minecraft.picked_up.gray_wool: #24, 3(0%)
minecraft.picked_up.packed_ice: #24, 46(0%)
minecraft.picked_up.smooth_stone: #24, 1(0%)
minecraft.mined.white_concrete: #24, 5(0%)
minecraft.used.pointed_dripstone: #24, 1(0%)
minecraft.used.cobbled_deepslate: #25, 435(0%)
minecraft.crafted.spruce_door: #25, 3(0%)
minecraft.crafted.dark_oak_planks: #25, 1172(0%)
minecraft.crafted.flint_and_steel: #25, 2(0%)
minecraft.picked_up.birch_sign: #25, 10(0%)
minecraft.picked_up.birch_log: #25, 300(0%)
minecraft.mined.birch_log: #25, 265(0%)
minecraft.crafted.iron_nugget: #25, 588(0%)
minecraft.crafted.spruce_slab: #25, 114(0%)
minecraft.used.spruce_button: #25, 2(0%)
minecraft.picked_up.dark_oak_fence: #25, 6(0%)
minecraft.picked_up.stone_sword: #25, 1(0%)
minecraft.used.spruce_slab: #25, 51(0%)
minecraft.used.white_shulker_box: #25, 6(0%)
minecraft.custom.fly_one_cm: #26, 42217141(1%)
minecraft.dropped.filled_map: #25, 53(0%)
minecraft.mined.stripped_spruce_log: #25, 10(0%)
minecraft.picked_up.stripped_spruce_log: #25, 10(0%)
minecraft.crafted.warped_planks: #25, 100(0%)
minecraft.picked_up.blue_concrete_powder: #25, 1(0%)
minecraft.used.orange_shulker_box: #25, 3(0%)
minecraft.mined.white_shulker_box: #25, 4(0%)
minecraft.picked_up.white_shulker_box: #25, 4(0%)
minecraft.picked_up.cookie: #25, 1(0%)
minecraft.picked_up.spruce_stairs: #25, 3(0%)
minecraft.mined.orange_shulker_box: #25, 2(0%)
minecraft.mined.cobbled_deepslate_slab: #25, 3(0%)
minecraft.picked_up.warped_planks: #25, 3(0%)
minecraft.used.crimson_stem: #25, 9(0%)
minecraft.mined.spruce_slab: #25, 2(0%)
minecraft.mined.dead_bush: #25, 1(0%)
minecraft.dropped.cooked_porkchop: #25, 8(0%)
minecraft.picked_up.nether_bricks: #25, 3(0%)
minecraft.picked_up.spectral_arrow: #25, 3(0%)
minecraft.crafted.cyan_terracotta: #25, 8(0%)
minecraft.killed.blaze: #25, 2(0%)
minecraft.picked_up.white_concrete: #25, 6(0%)
minecraft.mined.yellow_concrete: #25, 1(0%)
minecraft.used.white_concrete: #25, 2(0%)
minecraft.used.oak_slab: #26, 28(0%)
minecraft.picked_up.lantern: #26, 14(0%)
minecraft.picked_up.dark_oak_planks: #26, 32(0%)
minecraft.custom.time_since_death: #26, 257609(0%)
minecraft.used.spruce_sign: #26, 4(0%)
