stat, rank, value, (percentage) 
minecraft.used.red_stained_glass_pane: #6, 38(2%)
minecraft.dropped.green_shulker_box: #6, 1(3%)
minecraft.picked_up.cobblestone: #7, 50742(3%)
minecraft.picked_up.cyan_wool: #6, 59(2%)
minecraft.mined.warped_hanging_sign: #6, 1(4%)
minecraft.mined.water_cauldron: #6, 4(2%)
minecraft.picked_up.polished_blackstone_bricks: #6, 721(1%)
minecraft.used.crossbow: #7, 56(5%)
minecraft.dropped.gold_ingot: #6, 354(1%)
minecraft.mined.smooth_stone_slab: #7, 147(5%)
minecraft.picked_up.music_disc_wait: #6, 3(2%)
minecraft.picked_up.light_gray_stained_glass_pane: #7, 67(6%)
minecraft.picked_up.warped_hanging_sign: #6, 1(3%)
minecraft.crafted.chain: #7, 547(5%)
minecraft.dropped.firework_rocket: #6, 2294(1%)
minecraft.dropped.light_gray_wool: #6, 61(2%)
minecraft.dropped.black_concrete_powder: #6, 256(2%)
minecraft.dropped.nether_quartz_ore: #6, 28(1%)
minecraft.picked_up.dark_prismarine_stairs: #6, 17(3%)
minecraft.dropped.light_gray_stained_glass: #6, 10(2%)
minecraft.picked_up.light_gray_bed: #6, 19(1%)
minecraft.mined.damaged_anvil: #7, 10(5%)
minecraft.used.sculk_vein: #6, 61(1%)
minecraft.picked_up.yellow_concrete_powder: #6, 86(1%)
minecraft.picked_up.warped_trapdoor: #7, 75(6%)
minecraft.mined.light_gray_bed: #6, 16(1%)
minecraft.mined.yellow_concrete_powder: #6, 23(1%)
minecraft.crafted.red_candle: #6, 46(1%)
minecraft.used.crimson_nylium: #6, 98(1%)
minecraft.used.respawn_anchor: #6, 4(1%)
minecraft.used.iron_block: #7, 2237(4%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #6, 5(1%)
minecraft.used.oak_planks: #7, 859(4%)
minecraft.picked_up.damaged_anvil: #7, 11(5%)
minecraft.crafted.respawn_anchor: #6, 4(1%)
minecraft.used.crimson_roots: #6, 11(1%)
minecraft.killed.ravager: #6, 1(1%)
minecraft.picked_up.fire_charge: #6, 23(1%)
minecraft.dropped.polished_blackstone: #6, 23(1%)
minecraft.crafted.ender_eye: #7, 63(4%)
minecraft.mined.green_stained_glass_pane: #6, 5(1%)
minecraft.crafted.cherry_trapdoor: #6, 4(1%)
minecraft.picked_up.red_carpet: #6, 85(0%)
minecraft.mined.pink_terracotta: #6, 9(1%)
minecraft.mined.granite_stairs: #6, 1(1%)
minecraft.dropped.diamond_helmet: #7, 5(4%)
minecraft.picked_up.powder_snow_bucket: #6, 5(1%)
minecraft.used.pink_bed: #6, 6(1%)
minecraft.picked_up.diamond_chestplate: #7, 14(5%)
minecraft.mined.andesite: #7, 10942(4%)
minecraft.used.black_glazed_terracotta: #6, 27(1%)
minecraft.mined.oxeye_daisy: #7, 13(5%)
minecraft.used.iron_leggings: #7, 4(4%)
minecraft.used.cherry_trapdoor: #6, 4(2%)
minecraft.crafted.blue_shulker_box: #7, 5(6%)
minecraft.dropped.glow_item_frame: #6, 1(1%)
minecraft.dropped.emerald_block: #6, 73(1%)
minecraft.picked_up.mushroom_stew: #6, 1(1%)
minecraft.picked_up.pink_concrete_powder: #6, 34(1%)
minecraft.dropped.birch_stairs: #6, 1(1%)
minecraft.dropped.crying_obsidian: #6, 15(0%)
minecraft.crafted.pumpkin_pie: #6, 196(0%)
minecraft.mined.glass_pane: #7, 48(5%)
minecraft.used.birch_sign: #7, 190(3%)
minecraft.used.iron_boots: #7, 4(5%)
minecraft.used.diamond_hoe: #7, 19415(4%)
minecraft.mined.waxed_weathered_cut_copper_slab: #6, 8(1%)
minecraft.crafted.honey_block: #6, 136(0%)
minecraft.crafted.stone_slab: #7, 1952(4%)
minecraft.dropped.sculk_sensor: #6, 1(1%)
minecraft.dropped.lime_concrete_powder: #6, 1(0%)
minecraft.mined.red_concrete: #7, 1273(4%)
minecraft.mined.dark_prismarine_stairs: #6, 2(0%)
minecraft.mined.stripped_crimson_hyphae: #6, 2(0%)
minecraft.mined.raw_gold_block: #6, 4(0%)
minecraft.dropped.fire_charge: #6, 2(0%)
minecraft.picked_up.cobweb: #7, 260(6%)
minecraft.crafted.bundle: #6, 1(0%)
minecraft.crafted.white_candle: #6, 1(0%)
minecraft.used.spruce_button: #7, 46(4%)
minecraft.crafted.mangrove_trapdoor: #7, 166(4%)
minecraft.mined.orange_wool: #7, 102(5%)
minecraft.mined.iron_trapdoor: #7, 49(5%)
minecraft.used.sand: #7, 12979(4%)
minecraft.picked_up.jungle_sapling: #7, 165(5%)
minecraft.picked_up.target: #7, 33(5%)
minecraft.used.emerald_block: #7, 758(3%)
minecraft.dropped.minecart: #7, 26(5%)
minecraft.mined.andesite_slab: #7, 27(5%)
minecraft.mined.deepslate_bricks: #7, 533(4%)
minecraft.picked_up.golden_leggings: #7, 12(4%)
minecraft.picked_up.acacia_button: #7, 3(5%)
minecraft.used.white_wool: #7, 1071(3%)
minecraft.picked_up.stone_stairs: #7, 216(4%)
minecraft.picked_up.bee_nest: #7, 27(4%)
minecraft.picked_up.oak_fence_gate: #7, 11(5%)
minecraft.picked_up.birch_trapdoor: #7, 46(4%)
minecraft.mined.mossy_stone_bricks: #7, 65(4%)
minecraft.picked_up.orange_wool: #7, 158(4%)
minecraft.crafted.stonecutter: #7, 41(3%)
minecraft.mined.deepslate_tile_slab: #7, 69(4%)
minecraft.mined.mangrove_door: #7, 4(7%)
minecraft.mined.stone_stairs: #8, 180(7%)
minecraft.crafted.oak_hanging_sign: #7, 6(7%)
minecraft.picked_up.glow_berries: #8, 410(6%)
minecraft.dropped.iron_boots: #7, 30(4%)
minecraft.used.sticky_piston: #7, 484(3%)
minecraft.mined.cave_vines: #7, 64(3%)
minecraft.mined.exposed_copper: #7, 83(4%)
minecraft.used.cobweb: #7, 79(5%)
minecraft.picked_up.iron_axe: #7, 30(3%)
minecraft.dropped.bone_meal: #7, 759(3%)
minecraft.mined.warped_wall_sign: #7, 13(5%)
minecraft.crafted.polished_blackstone_slab: #7, 72(5%)
minecraft.dropped.repeater: #7, 46(5%)
minecraft.crafted.oak_boat: #7, 11(3%)
minecraft.dropped.azalea: #7, 63(3%)
minecraft.mined.crimson_fungus: #7, 56(4%)
minecraft.dropped.stone_slab: #7, 234(4%)
minecraft.crafted.oxidized_cut_copper: #7, 116(5%)
minecraft.mined.stone_brick_wall: #7, 23(3%)
minecraft.mined.dandelion: #8, 267(6%)
minecraft.used.dark_oak_fence_gate: #7, 79(4%)
minecraft.crafted.mangrove_planks: #8, 2020(6%)
minecraft.dropped.bone: #7, 876(2%)
minecraft.crafted.firework_rocket: #7, 30218(2%)
minecraft.picked_up.cobbled_deepslate_slab: #7, 301(2%)
minecraft.used.jungle_leaves: #7, 196(4%)
minecraft.picked_up.moss_block: #8, 7316(5%)
minecraft.used.light_gray_stained_glass_pane: #7, 98(3%)
minecraft.mined.dark_oak_wood: #7, 25(4%)
minecraft.mined.brown_wool: #7, 29(4%)
minecraft.mined.bubble_coral_block: #7, 114(4%)
minecraft.crafted.mangrove_sign: #7, 21(4%)
minecraft.used.stone: #8, 44369(5%)
minecraft.crafted.melon_seeds: #7, 18(6%)
minecraft.picked_up.cyan_stained_glass: #7, 64(4%)
minecraft.used.sugar_cane: #7, 263(2%)
minecraft.mined.tall_grass: #8, 824(5%)
minecraft.picked_up.orange_bed: #7, 17(3%)
minecraft.used.weathered_copper: #7, 32(3%)
minecraft.picked_up.friend_pottery_sherd: #7, 1(5%)
minecraft.mined.mangrove_fence: #7, 9(4%)
minecraft.mined.orange_bed: #7, 17(4%)
minecraft.picked_up.ochre_froglight: #7, 72(2%)
minecraft.picked_up.stripped_spruce_wood: #7, 74(3%)
minecraft.used.dark_oak_slab: #7, 661(2%)
minecraft.dropped.observer: #7, 32(3%)
minecraft.dropped.golden_chestplate: #7, 9(2%)
minecraft.picked_up.sand: #8, 92112(5%)
minecraft.dropped.tripwire_hook: #7, 3(4%)
minecraft.crafted.light_gray_shulker_box: #7, 5(2%)
minecraft.picked_up.oak_leaves: #7, 1706(2%)
minecraft.dropped.golden_helmet: #7, 11(2%)
minecraft.crafted.torch: #8, 7592(4%)
minecraft.mined.sculk_sensor: #7, 120(2%)
minecraft.mined.red_candle: #7, 4(5%)
minecraft.picked_up.wayfinder_armor_trim_smithing_template: #7, 1(5%)
minecraft.broken.shield: #7, 1(4%)
minecraft.picked_up.sculk_vein: #7, 348(2%)
minecraft.picked_up.red_sand: #7, 871(2%)
minecraft.used.crafting_table: #8, 307(4%)
minecraft.dropped.cooked_mutton: #7, 2(4%)
minecraft.used.crying_obsidian: #7, 280(3%)
minecraft.dropped.dark_oak_fence: #7, 30(3%)
minecraft.picked_up.deepslate_redstone_ore: #8, 781(5%)
minecraft.picked_up.light_blue_wool: #7, 139(2%)
minecraft.crafted.weathered_cut_copper: #7, 8(4%)
minecraft.dropped.polished_deepslate_slab: #7, 33(2%)
minecraft.dropped.stripped_birch_log: #7, 4(3%)
minecraft.dropped.milk_bucket: #7, 3(4%)
minecraft.used.blue_wool: #7, 61(2%)
minecraft.dropped.slime_ball: #7, 192(2%)
minecraft.picked_up.gilded_blackstone: #7, 19(2%)
minecraft.dropped.red_carpet: #7, 9(2%)
minecraft.dropped.white_wool: #7, 73(1%)
minecraft.picked_up.shaper_armor_trim_smithing_template: #7, 1(4%)
minecraft.dropped.leather: #7, 85(1%)
minecraft.mined.dispenser: #8, 87(5%)
minecraft.used.blackstone_stairs: #7, 60(3%)
minecraft.dropped.blue_concrete_powder: #7, 8(3%)
minecraft.dropped.grass_block: #8, 1370(5%)
minecraft.used.splash_potion: #8, 52(5%)
minecraft.dropped.deepslate_copper_ore: #7, 4(3%)
minecraft.used.exposed_cut_copper: #7, 2(3%)
minecraft.dropped.snow_block: #7, 279(1%)
minecraft.crafted.suspicious_stew: #7, 11(3%)
minecraft.mined.oak_slab: #8, 88(5%)
minecraft.picked_up.granite: #8, 9427(4%)
minecraft.mined.mangrove_wood: #7, 8(2%)
minecraft.crafted.dark_oak_pressure_plate: #7, 4(2%)
minecraft.dropped.warped_fungus: #7, 9(2%)
minecraft.crafted.cyan_wool: #7, 64(2%)
minecraft.crafted.birch_pressure_plate: #7, 4(2%)
minecraft.mined.sculk_vein: #7, 258(2%)
minecraft.crafted.emerald_block: #7, 1161(1%)
minecraft.picked_up.deepslate: #8, 19715(4%)
minecraft.crafted.cooked_chicken: #7, 36(1%)
minecraft.dropped.comparator: #7, 13(2%)
minecraft.crafted.granite_stairs: #7, 4(2%)
minecraft.dropped.carrot_on_a_stick: #7, 1(3%)
minecraft.custom.minecart_one_cm: #8, 2982010(4%)
minecraft.used.firework_rocket: #9, 43255(5%)
minecraft.picked_up.spruce_planks: #8, 1309(4%)
minecraft.dropped.light_blue_dye: #7, 2(2%)
minecraft.mined.pumpkin_stem: #7, 2(2%)
minecraft.picked_up.polished_blackstone: #8, 291(5%)
minecraft.used.twisting_vines: #7, 13(1%)
minecraft.picked_up.pitcher_pod: #7, 29(1%)
minecraft.used.green_stained_glass: #7, 93(1%)
minecraft.crafted.sandstone_wall: #7, 30(1%)
minecraft.picked_up.furnace_minecart: #7, 2(2%)
minecraft.used.torchflower_seeds: #7, 4(1%)
minecraft.mined.gray_wool: #7, 51(1%)
minecraft.dropped.clay: #7, 78(1%)
minecraft.dropped.polished_andesite_stairs: #7, 3(1%)
minecraft.dropped.mossy_stone_bricks: #7, 9(1%)
minecraft.picked_up.explorer_pottery_sherd: #7, 1(2%)
minecraft.crafted.candle: #7, 279(1%)
minecraft.crafted.yellow_concrete: #7, 16(2%)
minecraft.custom.aviate_one_cm: #9, 1091583831(5%)
minecraft.used.weathered_cut_copper_stairs: #7, 3(1%)
minecraft.mined.white_wool: #8, 292(4%)
minecraft.picked_up.nether_star: #7, 3(1%)
minecraft.crafted.jungle_button: #7, 4(1%)
minecraft.mined.dark_prismarine: #8, 72(5%)
minecraft.killed.sheep: #8, 42(4%)
minecraft.dropped.spruce_pressure_plate: #7, 1(1%)
minecraft.used.rotten_flesh: #7, 14(0%)
minecraft.dropped.written_book: #8, 7(4%)
minecraft.picked_up.white_wool: #8, 739(4%)
minecraft.crafted.diorite_stairs: #7, 8(1%)
minecraft.picked_up.pink_bed: #7, 5(1%)
minecraft.picked_up.oxidized_cut_copper_stairs: #8, 60(5%)
minecraft.picked_up.spruce_trapdoor: #8, 309(3%)
minecraft.dropped.honey_bottle: #7, 3(1%)
minecraft.dropped.bow: #8, 139(3%)
minecraft.dropped.spruce_fence_gate: #7, 1(1%)
minecraft.mined.pink_bed: #7, 5(1%)
minecraft.killed_by.warden: #8, 12(5%)
minecraft.dropped.cyan_shulker_box: #8, 4(4%)
minecraft.picked_up.brown_candle: #7, 2(1%)
minecraft.crafted.bell: #7, 2(1%)
minecraft.used.pointed_dripstone: #7, 240(0%)
minecraft.dropped.blue_wool: #7, 8(1%)
minecraft.dropped.cornflower: #7, 20(0%)
minecraft.dropped.deepslate_brick_stairs: #7, 5(0%)
minecraft.dropped.red_candle: #7, 1(0%)
minecraft.used.mushroom_stew: #7, 1(1%)
minecraft.picked_up.gold_nugget: #7, 3691(0%)
minecraft.crafted.red_concrete: #7, 8(0%)
minecraft.used.tropical_fish: #7, 1(0%)
minecraft.dropped.dark_oak_stairs: #7, 3(0%)
minecraft.used.sculk_catalyst: #7, 11(0%)
minecraft.dropped.polished_blackstone_stairs: #7, 2(0%)
minecraft.killed.turtle: #7, 1(0%)
minecraft.mined.dead_horn_coral_block: #7, 1(0%)
minecraft.used.totem_of_undying: #8, 38(4%)
minecraft.crafted.campfire: #8, 123(4%)
minecraft.dropped.redstone_block: #8, 95(4%)
minecraft.killed.cave_spider: #8, 3472(4%)
minecraft.mined.birch_stairs: #8, 19(6%)
minecraft.dropped.deepslate: #8, 2774(3%)
minecraft.mined.glowstone: #8, 314(4%)
minecraft.crafted.oak_slab: #8, 945(3%)
minecraft.used.iron_chestplate: #8, 3(4%)
minecraft.picked_up.prismarine_bricks: #8, 371(3%)
minecraft.mined.vine: #8, 382(3%)
minecraft.picked_up.warped_nylium: #8, 260(4%)
minecraft.mined.oak_leaves: #8, 3598(2%)
minecraft.crafted.shears: #8, 301(3%)
minecraft.dropped.raw_iron: #8, 66(3%)
minecraft.picked_up.mossy_stone_bricks: #8, 65(3%)
minecraft.used.redstone: #8, 2334(3%)
minecraft.used.crimson_trapdoor: #8, 119(4%)
minecraft.crafted.mossy_cobblestone_slab: #8, 78(4%)
minecraft.used.red_concrete_powder: #8, 1004(3%)
minecraft.crafted.ender_chest: #8, 30(3%)
minecraft.picked_up.soul_sand: #8, 1556(3%)
minecraft.killed.bat: #8, 11(4%)
minecraft.custom.leave_game: #10, 1383(4%)
minecraft.picked_up.glowstone_dust: #8, 473(3%)
minecraft.picked_up.prismarine: #8, 358(3%)
minecraft.used.black_concrete: #8, 3235(3%)
minecraft.picked_up.dark_oak_button: #8, 29(4%)
minecraft.picked_up.weathered_copper: #8, 105(3%)
minecraft.used.exposed_copper: #8, 43(3%)
minecraft.mined.grass: #9, 3701(5%)
minecraft.mined.peony: #8, 8(3%)
minecraft.dropped.terracotta: #8, 82(3%)
minecraft.mined.cobbled_deepslate_wall: #8, 15(4%)
minecraft.mined.soul_sand: #8, 1204(2%)
minecraft.dropped.enchanted_book: #8, 43(3%)
minecraft.picked_up.carved_pumpkin: #8, 420(2%)
minecraft.dropped.chain: #8, 46(4%)
minecraft.mined.weathered_copper: #8, 101(3%)
minecraft.picked_up.black_banner: #8, 16(5%)
minecraft.picked_up.powered_rail: #8, 358(2%)
minecraft.crafted.purple_shulker_box: #8, 4(3%)
minecraft.used.polished_granite: #8, 407(3%)
minecraft.picked_up.stone_button: #8, 118(2%)
minecraft.crafted.redstone_lamp: #8, 142(3%)
minecraft.used.lilac: #8, 19(3%)
minecraft.dropped.gray_carpet: #8, 37(4%)
minecraft.dropped.basalt: #8, 640(2%)
minecraft.used.orange_bed: #8, 16(3%)
minecraft.picked_up.mangrove_fence: #8, 9(4%)
minecraft.custom.interact_with_anvil: #9, 531(4%)
minecraft.used.torch: #9, 8635(4%)
minecraft.dropped.iron_axe: #8, 36(3%)
minecraft.mined.stone_pressure_plate: #8, 8(3%)
minecraft.used.light_gray_stained_glass: #8, 1218(3%)
minecraft.picked_up.iron_boots: #8, 13(2%)
minecraft.dropped.grass: #8, 16(3%)
minecraft.dropped.snow: #8, 230(2%)
minecraft.picked_up.black_concrete_powder: #8, 1093(2%)
minecraft.crafted.sticky_piston: #8, 270(2%)
minecraft.used.glass_pane: #8, 131(2%)
minecraft.used.diorite_slab: #8, 41(4%)
minecraft.picked_up.light_blue_stained_glass_pane: #8, 46(3%)
minecraft.used.oxidized_cut_copper: #8, 69(3%)
minecraft.mined.suspicious_gravel: #8, 11(4%)
minecraft.picked_up.polished_andesite_slab: #8, 110(2%)
minecraft.picked_up.oxidized_cut_copper: #8, 14(2%)
minecraft.crafted.dark_prismarine_stairs: #8, 16(4%)
minecraft.used.leather_helmet: #8, 1(4%)
minecraft.mined.jukebox: #8, 10(2%)
minecraft.picked_up.green_candle: #8, 2(3%)
minecraft.picked_up.sculk_catalyst: #8, 25(3%)
minecraft.crafted.diorite_slab: #8, 30(4%)
minecraft.mined.red_sand: #8, 870(2%)
minecraft.picked_up.diamond_horse_armor: #8, 2(3%)
minecraft.mined.smooth_basalt: #9, 1118(6%)
minecraft.dropped.splash_potion: #8, 14(2%)
minecraft.crafted.polished_granite: #8, 368(2%)
minecraft.crafted.white_terracotta: #8, 240(2%)
minecraft.used.pitcher_plant: #8, 6(3%)
minecraft.mined.nether_wart_block: #9, 2054(5%)
minecraft.used.verdant_froglight: #8, 139(2%)
minecraft.used.leather_boots: #8, 2(2%)
minecraft.crafted.oxidized_cut_copper_slab: #8, 60(3%)
minecraft.dropped.bone_block: #8, 88(3%)
minecraft.used.enchanted_golden_apple: #8, 1(4%)
minecraft.picked_up.blackstone_stairs: #8, 11(3%)
minecraft.dropped.crimson_fungus: #8, 5(2%)
minecraft.crafted.green_shulker_box: #8, 4(1%)
minecraft.mined.oxidized_cut_copper_stairs: #8, 16(2%)
minecraft.mined.oak_fence: #9, 91(5%)
minecraft.mined.warped_slab: #8, 52(2%)
minecraft.picked_up.heart_pottery_sherd: #8, 1(3%)
minecraft.mined.nether_sprouts: #8, 56(1%)
minecraft.dropped.lapis_ore: #8, 4(2%)
minecraft.dropped.black_shulker_box: #8, 1(2%)
minecraft.used.mud_brick_slab: #8, 81(2%)
minecraft.crafted.black_stained_glass: #8, 1968(1%)
minecraft.used.music_disc_5: #8, 1(3%)
minecraft.dropped.iron_leggings: #8, 6(1%)
minecraft.dropped.gunpowder: #8, 439(1%)
minecraft.mined.oxidized_cut_copper: #8, 7(2%)
minecraft.picked_up.red_bed: #8, 18(1%)
minecraft.picked_up.shroomlight: #9, 283(5%)
minecraft.mined.brown_carpet: #8, 27(2%)
minecraft.dropped.deepslate_gold_ore: #8, 7(2%)
minecraft.mined.diorite_stairs: #8, 2(2%)
minecraft.crafted.oak_planks: #9, 9251(3%)
minecraft.used.blue_stained_glass_pane: #8, 7(2%)
minecraft.crafted.apple: #8, 64(3%)
minecraft.used.chest: #9, 1447(3%)
minecraft.picked_up.angler_pottery_sherd: #8, 1(3%)
minecraft.mined.stripped_bamboo_block: #8, 6(2%)
minecraft.picked_up.stripped_bamboo_block: #8, 6(2%)
minecraft.mined.iron_block: #9, 1279(4%)
minecraft.used.blackstone: #8, 917(1%)
minecraft.dropped.iron_chestplate: #8, 5(1%)
minecraft.dropped.white_banner: #8, 62(1%)
minecraft.used.snowball: #9, 267(4%)
minecraft.crafted.rail: #9, 1692(4%)
minecraft.mined.gilded_blackstone: #8, 7(1%)
minecraft.crafted.acacia_stairs: #8, 12(1%)
minecraft.dropped.leather_boots: #8, 11(1%)
minecraft.dropped.tnt: #8, 374(1%)
minecraft.picked_up.soul_campfire: #8, 1(2%)
minecraft.used.crimson_fungus: #8, 49(1%)
minecraft.picked_up.netherite_scrap: #8, 1(2%)
minecraft.dropped.stone_brick_slab: #8, 39(1%)
minecraft.picked_up.horn_coral_block: #8, 37(1%)
minecraft.mined.redstone_ore: #9, 75(5%)
minecraft.picked_up.torchflower_seeds: #8, 19(1%)
minecraft.dropped.stone_pressure_plate: #8, 4(1%)
minecraft.mined.horn_coral_block: #8, 38(1%)
minecraft.mined.prismarine: #8, 39(1%)
minecraft.dropped.anvil: #8, 2(1%)
minecraft.dropped.mossy_cobblestone_slab: #8, 2(1%)
minecraft.picked_up.cherry_boat: #8, 1(1%)
minecraft.picked_up.pink_concrete: #8, 29(1%)
minecraft.picked_up.green_stained_glass_pane: #8, 5(1%)
minecraft.mined.jungle_slab: #8, 4(1%)
minecraft.picked_up.granite_stairs: #8, 1(1%)
minecraft.crafted.polished_blackstone_wall: #8, 6(1%)
minecraft.crafted.slime_block: #8, 239(0%)
minecraft.dropped.acacia_sign: #8, 1(1%)
minecraft.mined.stone_button: #9, 35(4%)
minecraft.picked_up.light_gray_carpet: #8, 47(0%)
minecraft.mined.black_terracotta: #8, 33(0%)
minecraft.used.horn_coral_block: #8, 15(0%)
minecraft.picked_up.echo_shard: #8, 1(1%)
minecraft.dropped.end_stone: #8, 5(0%)
minecraft.dropped.spectral_arrow: #8, 49(0%)
minecraft.used.gray_terracotta: #8, 112(0%)
minecraft.dropped.red_concrete: #8, 2(1%)
minecraft.used.dark_prismarine_stairs: #8, 13(0%)
minecraft.dropped.pumpkin: #8, 37(0%)
minecraft.dropped.dark_oak_slab: #8, 10(0%)
minecraft.used.warped_hanging_sign: #8, 1(0%)
minecraft.mined.waxed_cut_copper: #8, 1(0%)
minecraft.dropped.polished_granite_slab: #8, 1(0%)
minecraft.dropped.ochre_froglight: #8, 1(0%)
minecraft.mined.sculk_catalyst: #8, 17(0%)
minecraft.mined.orange_concrete_powder: #8, 1(0%)
minecraft.used.mycelium: #8, 2(0%)
minecraft.custom.raid_trigger: #8, 4(0%)
minecraft.mined.kelp: #9, 234(4%)
minecraft.custom.damage_absorbed: #9, 912(4%)
minecraft.picked_up.weeping_vines: #9, 146(4%)
minecraft.used.pearlescent_froglight: #9, 190(4%)
minecraft.mined.warped_nylium: #9, 233(3%)
minecraft.mined.note_block: #9, 40(3%)
minecraft.picked_up.bamboo: #9, 7938(3%)
minecraft.mined.cobweb: #9, 180(3%)
minecraft.picked_up.armor_stand: #9, 61(3%)
minecraft.crafted.white_stained_glass: #9, 1904(3%)
minecraft.killed.silverfish: #9, 12(4%)
minecraft.killed.endermite: #9, 6(5%)
minecraft.mined.azure_bluet: #9, 23(3%)
minecraft.crafted.crimson_trapdoor: #9, 136(3%)
minecraft.dropped.podzol: #9, 19(4%)
minecraft.crafted.paper: #9, 14466(2%)
minecraft.picked_up.observer: #9, 295(3%)
minecraft.custom.damage_resisted: #9, 3784(2%)
minecraft.picked_up.shulker_shell: #9, 593(3%)
minecraft.crafted.brewing_stand: #9, 17(3%)
minecraft.crafted.spruce_button: #9, 57(3%)
minecraft.crafted.flint_and_steel: #9, 13(2%)
minecraft.mined.tripwire: #9, 63(3%)
minecraft.picked_up.coarse_dirt: #9, 469(2%)
minecraft.used.diamond_axe: #10, 57096(5%)
minecraft.picked_up.sculk_sensor: #9, 127(3%)
minecraft.mined.bricks: #9, 86(3%)
minecraft.used.warped_planks: #9, 759(3%)
minecraft.used.furnace: #10, 221(5%)
minecraft.mined.infested_stone: #9, 8(4%)
minecraft.dropped.cobblestone_stairs: #9, 22(4%)
minecraft.picked_up.smooth_stone: #9, 327(2%)
minecraft.dropped.wheat: #9, 74(2%)
minecraft.picked_up.golden_helmet: #9, 10(2%)
minecraft.used.red_concrete: #9, 548(2%)
minecraft.used.dark_oak_sapling: #9, 193(2%)
minecraft.picked_up.iron_leggings: #9, 11(2%)
minecraft.picked_up.stone_brick_wall: #9, 42(2%)
minecraft.used.birch_stairs: #9, 59(3%)
minecraft.used.diamond_pickaxe: #10, 292146(4%)
minecraft.mined.warped_roots: #9, 116(2%)
minecraft.crafted.observer: #9, 465(2%)
minecraft.picked_up.comparator: #9, 91(2%)
minecraft.used.diamond_chestplate: #9, 4(3%)
minecraft.picked_up.jungle_leaves: #9, 260(2%)
minecraft.crafted.blue_terracotta: #9, 656(3%)
minecraft.used.cod: #9, 3(4%)
minecraft.crafted.birch_stairs: #9, 60(2%)
minecraft.mined.brick_stairs: #9, 6(3%)
minecraft.mined.warped_planks: #9, 182(2%)
minecraft.used.black_concrete_powder: #9, 3715(2%)
minecraft.used.mangrove_door: #9, 4(3%)
minecraft.mined.jungle_leaves: #9, 611(2%)
minecraft.picked_up.weathered_cut_copper: #9, 2(3%)
minecraft.picked_up.polished_blackstone_slab: #9, 80(2%)
minecraft.picked_up.gold_block: #9, 186(2%)
minecraft.mined.dark_oak_fence_gate: #9, 7(3%)
minecraft.picked_up.pitcher_plant: #9, 8(3%)
minecraft.used.mangrove_fence: #9, 41(2%)
minecraft.picked_up.mossy_cobblestone_stairs: #9, 6(3%)
minecraft.mined.cracked_stone_bricks: #9, 55(2%)
minecraft.dropped.stone_bricks: #9, 95(1%)
minecraft.mined.crimson_roots: #9, 120(1%)
minecraft.picked_up.tnt: #9, 938(1%)
minecraft.picked_up.brick_stairs: #9, 11(2%)
minecraft.picked_up.string: #10, 4031(4%)
minecraft.used.cherry_log: #9, 44(2%)
minecraft.mined.cobbled_deepslate_slab: #9, 97(1%)
minecraft.dropped.porkchop: #9, 11(2%)
minecraft.crafted.birch_door: #9, 3(2%)
minecraft.mined.stripped_spruce_wood: #9, 39(1%)
minecraft.dropped.weeping_vines: #9, 12(1%)
minecraft.dropped.sugar_cane: #9, 113(1%)
minecraft.dropped.netherite_shovel: #9, 1(2%)
minecraft.mined.polished_blackstone_button: #9, 6(2%)
minecraft.used.mossy_cobblestone_slab: #9, 38(1%)
minecraft.picked_up.red_candle: #9, 8(2%)
minecraft.dropped.charcoal: #9, 10(2%)
minecraft.crafted.blast_furnace: #9, 10(1%)
minecraft.mined.red_bed: #9, 16(1%)
minecraft.dropped.quartz: #9, 111(1%)
minecraft.crafted.light_gray_carpet: #9, 108(1%)
minecraft.used.red_bed: #9, 18(1%)
minecraft.broken.shears: #10, 20(5%)
minecraft.dropped.stone_button: #9, 60(1%)
minecraft.killed.vex: #9, 5(2%)
minecraft.custom.drop: #10, 11590(2%)
minecraft.mined.raw_copper_block: #9, 9(1%)
minecraft.mined.sand: #10, 67551(4%)
minecraft.crafted.emerald: #10, 25439(5%)
minecraft.used.magenta_wool: #9, 67(2%)
minecraft.picked_up.spruce_sapling: #10, 1021(4%)
minecraft.picked_up.pink_stained_glass: #9, 25(1%)
minecraft.picked_up.cobblestone_slab: #9, 108(1%)
minecraft.picked_up.crimson_fungus: #9, 83(1%)
minecraft.dropped.light_gray_stained_glass_pane: #9, 4(1%)
minecraft.dropped.smooth_stone: #9, 43(1%)
minecraft.used.oxeye_daisy: #9, 1(2%)
minecraft.picked_up.jungle_sign: #9, 5(2%)
minecraft.used.magenta_shulker_box: #9, 22(1%)
minecraft.dropped.elytra: #10, 12(3%)
minecraft.picked_up.granite_slab: #9, 15(1%)
minecraft.picked_up.fire_coral_block: #9, 46(1%)
minecraft.dropped.cut_sandstone: #9, 8(1%)
minecraft.mined.fire_coral_block: #9, 46(1%)
minecraft.crafted.blackstone_wall: #9, 6(1%)
minecraft.mined.yellow_stained_glass: #9, 14(1%)
minecraft.dropped.armor_stand: #9, 2(1%)
minecraft.used.green_bed: #9, 8(1%)
minecraft.dropped.nautilus_shell: #9, 1(1%)
minecraft.used.brown_concrete: #9, 14(1%)
minecraft.picked_up.totem_of_undying: #10, 77(4%)
minecraft.mined.bamboo_block: #9, 5(1%)
