stat, rank, value, (percentage) 
minecraft.used.waxed_exposed_cut_copper_stairs: #2, 135(19%)
minecraft.picked_up.green_concrete: #2, 1019(8%)
minecraft.crafted.blackstone_stairs: #2, 68(17%)
minecraft.picked_up.daylight_detector: #2, 52(19%)
minecraft.used.green_terracotta: #3, 7142(13%)
minecraft.crafted.purple_dye: #2, 2684(9%)
minecraft.broken.diamond_chestplate: #1, 1(50%)
minecraft.broken.leather_boots: #1, 1(50%)
minecraft.killed_by.trader_llama: #1, 1(50%)
minecraft.dropped.salmon_bucket: #1, 1(100%)
minecraft.dropped.suspicious_gravel: #1, 1(100%)
minecraft.dropped.cherry_boat: #1, 1(50%)
minecraft.dropped.waxed_exposed_cut_copper_stairs: #1, 40(100%)
minecraft.dropped.conduit: #1, 1(50%)
minecraft.dropped.fermented_spider_eye: #1, 32(100%)
minecraft.dropped.waxed_cut_copper_stairs: #1, 10(100%)
minecraft.dropped.furnace_minecart: #1, 1(100%)
minecraft.dropped.waxed_oxidized_copper: #1, 1(100%)
minecraft.crafted.vine: #1, 1(100%)
minecraft.picked_up.salmon_bucket: #1, 1(100%)
minecraft.dropped.spruce_chest_boat: #1, 1(33%)
minecraft.dropped.wild_armor_trim_smithing_template: #1, 1(33%)
minecraft.mined.potted_lily_of_the_valley: #1, 1(33%)
minecraft.picked_up.brown_wool: #2, 703(12%)
minecraft.picked_up.furnace: #3, 297(9%)
minecraft.picked_up.crimson_fence_gate: #2, 23(24%)
minecraft.crafted.raw_copper_block: #3, 2019(13%)
minecraft.picked_up.cyan_dye: #2, 211(16%)
minecraft.crafted.black_terracotta: #2, 2166(10%)
minecraft.crafted.diamond_pickaxe: #3, 35(9%)
minecraft.picked_up.acacia_sapling: #3, 1164(12%)
minecraft.picked_up.diamond_boots: #3, 77(8%)
minecraft.used.terracotta: #2, 2701(7%)
minecraft.dropped.sand: #3, 3636(12%)
minecraft.picked_up.orange_stained_glass_pane: #2, 56(16%)
minecraft.used.jungle_wood: #2, 218(13%)
minecraft.dropped.oxidized_cut_copper_slab: #2, 38(31%)
minecraft.picked_up.green_terracotta: #3, 1981(11%)
minecraft.crafted.red_sandstone_wall: #2, 60(26%)
minecraft.picked_up.diamond_leggings: #3, 80(8%)
minecraft.crafted.blue_dye: #3, 7205(10%)
minecraft.picked_up.waxed_weathered_cut_copper: #2, 123(18%)
minecraft.picked_up.rail: #3, 5369(10%)
minecraft.dropped.light_blue_stained_glass: #2, 45(26%)
minecraft.crafted.waxed_exposed_cut_copper: #2, 188(36%)
minecraft.mined.brown_concrete_powder: #2, 19(14%)
minecraft.crafted.green_concrete_powder: #2, 4456(9%)
minecraft.dropped.oak_door: #2, 6(14%)
minecraft.crafted.spruce_hanging_sign: #2, 22(22%)
minecraft.dropped.chicken: #2, 2034(7%)
minecraft.picked_up.conduit: #2, 7(19%)
minecraft.dropped.mossy_cobblestone: #3, 186(12%)
minecraft.crafted.brown_bed: #2, 17(44%)
minecraft.dropped.red_concrete_powder: #2, 54(44%)
minecraft.picked_up.smooth_quartz_slab: #3, 467(11%)
minecraft.killed.chicken: #3, 2233(10%)
minecraft.picked_up.copper_ore: #3, 2753(10%)
minecraft.picked_up.mangrove_door: #2, 10(14%)
minecraft.used.diorite: #3, 2057(9%)
minecraft.picked_up.pink_terracotta: #3, 318(15%)
minecraft.used.waxed_weathered_copper: #3, 351(21%)
minecraft.mined.player_wall_head: #3, 69(9%)
minecraft.mined.chipped_anvil: #3, 41(12%)
minecraft.dropped.cherry_leaves: #2, 39(27%)
minecraft.picked_up.diamond_shovel: #3, 79(8%)
minecraft.mined.pink_petals: #2, 208(9%)
minecraft.crafted.deepslate_tile_slab: #3, 522(12%)
minecraft.picked_up.spruce_chest_boat: #2, 4(20%)
minecraft.picked_up.light_gray_concrete_powder: #4, 3483(19%)
minecraft.crafted.brick: #4, 17992(14%)
minecraft.crafted.cherry_stairs: #2, 40(20%)
minecraft.killed_by.piglin: #2, 3(12%)
minecraft.used.red_sandstone_wall: #2, 75(19%)
minecraft.crafted.lime_stained_glass: #3, 2608(13%)
minecraft.dropped.warped_trapdoor: #2, 24(17%)
minecraft.mined.crimson_fence_gate: #2, 19(22%)
minecraft.picked_up.tripwire_hook: #3, 49(12%)
minecraft.crafted.orange_concrete_powder: #3, 3520(19%)
minecraft.dropped.shield: #3, 11(10%)
minecraft.dropped.spruce_stairs: #3, 95(19%)
minecraft.dropped.egg: #3, 1228(9%)
minecraft.crafted.yellow_glazed_terracotta: #3, 596(28%)
minecraft.crafted.jungle_wood: #3, 528(18%)
minecraft.dropped.birch_boat: #2, 4(17%)
minecraft.dropped.stripped_dark_oak_wood: #2, 32(30%)
minecraft.picked_up.warped_hyphae: #3, 646(19%)
minecraft.picked_up.smooth_quartz: #4, 1231(13%)
minecraft.picked_up.light_blue_stained_glass: #3, 282(17%)
minecraft.used.shears: #3, 19027(9%)
minecraft.picked_up.dark_prismarine: #3, 482(10%)
minecraft.crafted.lead: #3, 108(12%)
minecraft.killed_by.drowned: #3, 13(9%)
minecraft.dropped.chiseled_stone_bricks: #2, 444(12%)
minecraft.picked_up.emerald_ore: #3, 86(10%)
minecraft.picked_up.dragon_egg: #3, 1047(16%)
minecraft.crafted.nautilus_shell: #2, 10(29%)
minecraft.mined.jungle_wood: #2, 15(16%)
minecraft.picked_up.crimson_stairs: #2, 59(10%)
minecraft.dropped.decorated_pot: #2, 21(35%)
minecraft.mined.dead_brain_coral_block: #2, 222(15%)
minecraft.picked_up.honeycomb_block: #3, 779(30%)
minecraft.picked_up.emerald: #3, 11000(6%)
minecraft.dropped.birch_wood: #3, 43(26%)
minecraft.dropped.grindstone: #2, 14(17%)
minecraft.dropped.white_concrete_powder: #2, 533(12%)
minecraft.picked_up.gray_stained_glass: #3, 200(12%)
minecraft.used.light_gray_glazed_terracotta: #2, 380(19%)
minecraft.dropped.cobbled_deepslate_slab: #3, 125(14%)
minecraft.used.mangrove_planks: #3, 427(11%)
minecraft.crafted.iron_boots: #3, 26(8%)
minecraft.crafted.crimson_planks: #3, 9087(9%)
minecraft.crafted.green_stained_glass: #3, 2056(15%)
minecraft.crafted.experience_bottle: #3, 11840(17%)
minecraft.crafted.crimson_fence_gate: #2, 165(12%)
minecraft.used.oak_sign: #3, 284(8%)
minecraft.dropped.copper_ore: #3, 264(10%)
minecraft.picked_up.gray_stained_glass_pane: #3, 184(16%)
minecraft.mined.player_head: #4, 125(10%)
minecraft.used.birch_fence: #3, 534(10%)
minecraft.picked_up.pumpkin_pie: #4, 1567(10%)
minecraft.used.sponge: #3, 2296(13%)
minecraft.picked_up.iron_pickaxe: #3, 14(9%)
minecraft.picked_up.light_blue_concrete_powder: #3, 96(16%)
minecraft.used.cod_bucket: #2, 6(11%)
minecraft.picked_up.wet_sponge: #3, 2227(12%)
minecraft.crafted.black_glazed_terracotta: #3, 600(20%)
minecraft.picked_up.magenta_wool: #3, 638(15%)
minecraft.crafted.birch_fence: #3, 531(10%)
minecraft.crafted.lapis_block: #3, 805(10%)
minecraft.picked_up.diamond_sword: #3, 80(6%)
minecraft.mined.lime_stained_glass_pane: #2, 118(10%)
minecraft.crafted.golden_carrot: #3, 6795(9%)
minecraft.mined.wet_sponge: #3, 2232(13%)
minecraft.picked_up.iron_helmet: #3, 14(8%)
minecraft.dropped.cobblestone_slab: #3, 257(12%)
minecraft.dropped.acacia_leaves: #3, 190(20%)
minecraft.crafted.lime_dye: #3, 3666(9%)
minecraft.dropped.quartz_bricks: #2, 6(15%)
minecraft.picked_up.repeater: #3, 667(8%)
minecraft.dropped.weathered_cut_copper: #2, 2(29%)
minecraft.mined.light_gray_glazed_terracotta: #2, 96(13%)
minecraft.dropped.warped_button: #3, 48(18%)
minecraft.dropped.stripped_birch_wood: #2, 17(22%)
minecraft.picked_up.bone_block: #3, 1571(7%)
minecraft.crafted.yellow_dye: #3, 4084(8%)
minecraft.crafted.pink_dye: #3, 2710(9%)
minecraft.mined.birch_pressure_plate: #2, 9(18%)
minecraft.picked_up.smooth_quartz_stairs: #3, 144(8%)
minecraft.mined.light_gray_concrete: #4, 3718(14%)
minecraft.used.diamond_shovel: #4, 362760(9%)
minecraft.dropped.red_sand: #3, 64(17%)
minecraft.dropped.lily_of_the_valley: #2, 9(11%)
minecraft.dropped.iron_trapdoor: #3, 66(17%)
minecraft.dropped.chainmail_chestplate: #3, 15(14%)
minecraft.picked_up.polished_diorite: #3, 443(9%)
minecraft.used.diamond_helmet: #3, 14(12%)
minecraft.dropped.dandelion: #4, 238(11%)
minecraft.picked_up.twisting_vines: #4, 423(14%)
minecraft.crafted.filled_map: #2, 1448(6%)
minecraft.broken.diamond_boots: #2, 1(20%)
minecraft.used.rabbit_stew: #2, 1(20%)
minecraft.dropped.mangrove_boat: #2, 1(25%)
minecraft.killed_by.dolphin: #2, 1(33%)
minecraft.crafted.gunpowder: #2, 8(33%)
minecraft.mined.oak_door: #3, 10(11%)
minecraft.crafted.gray_terracotta: #3, 2366(12%)
minecraft.crafted.diorite_wall: #3, 270(14%)
minecraft.picked_up.warped_button: #3, 72(9%)
minecraft.crafted.copper_block: #3, 5685(8%)
minecraft.dropped.iron_pickaxe: #3, 8(9%)
minecraft.picked_up.light_gray_glazed_terracotta: #2, 85(11%)
minecraft.dropped.twisting_vines: #3, 32(18%)
minecraft.dropped.oak_log: #3, 985(7%)
minecraft.used.brown_carpet: #2, 658(5%)
minecraft.picked_up.white_concrete: #4, 8054(11%)
minecraft.picked_up.light_blue_dye: #3, 90(16%)
minecraft.picked_up.white_stained_glass_pane: #3, 180(10%)
minecraft.dropped.cherry_fence: #2, 3(30%)
minecraft.picked_up.green_wool: #3, 944(10%)
minecraft.dropped.lilac: #3, 115(14%)
minecraft.crafted.birch_boat: #3, 12(9%)
minecraft.picked_up.copper_ingot: #2, 1914(3%)
minecraft.dropped.chainmail_leggings: #3, 13(12%)
minecraft.mined.diorite_wall: #3, 33(16%)
minecraft.dropped.rose_bush: #3, 115(12%)
minecraft.mined.cherry_wall_sign: #2, 2(29%)
minecraft.dropped.mangrove_door: #2, 1(14%)
minecraft.used.golden_carrot: #5, 4758(8%)
minecraft.dropped.red_stained_glass: #2, 161(17%)
minecraft.crafted.bubble_coral_block: #2, 8(42%)
minecraft.picked_up.end_crystal: #2, 7(28%)
minecraft.used.deepslate_diamond_ore: #3, 1614(7%)
minecraft.dropped.spruce_planks: #4, 396(11%)
minecraft.dropped.iron_ingot: #3, 1236(6%)
minecraft.used.crimson_fence_gate: #2, 133(12%)
minecraft.picked_up.brown_dye: #3, 141(17%)
minecraft.crafted.map: #3, 1958(9%)
minecraft.used.dirt: #4, 55039(8%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #2, 140(8%)
minecraft.picked_up.chain: #4, 482(10%)
minecraft.mined.cherry_hanging_sign: #2, 2(40%)
minecraft.mined.crimson_stairs: #3, 46(13%)
minecraft.crafted.diamond_leggings: #3, 19(7%)
minecraft.dropped.white_glazed_terracotta: #2, 44(39%)
minecraft.picked_up.cherry_fence: #2, 16(13%)
minecraft.picked_up.black_dye: #4, 493(14%)
minecraft.dropped.waxed_exposed_copper: #2, 19(38%)
minecraft.dropped.spruce_slab: #3, 188(8%)
minecraft.killed.allay: #2, 1(25%)
minecraft.used.chainmail_chestplate: #2, 1(12%)
minecraft.dropped.red_dye: #3, 89(9%)
minecraft.crafted.cyan_stained_glass: #3, 1920(12%)
minecraft.crafted.crimson_sign: #2, 174(5%)
minecraft.picked_up.brewing_stand: #3, 34(8%)
minecraft.picked_up.orange_dye: #3, 165(13%)
minecraft.mined.oak_planks: #3, 847(6%)
minecraft.used.glass: #3, 5257(6%)
minecraft.used.redstone_torch: #4, 1423(9%)
minecraft.used.cherry_planks: #3, 100(19%)
minecraft.dropped.light_gray_glazed_terracotta: #2, 13(33%)
minecraft.crafted.crimson_hyphae: #3, 573(12%)
minecraft.picked_up.waxed_exposed_cut_copper_slab: #3, 51(16%)
minecraft.picked_up.bone_meal: #3, 15884(5%)
minecraft.picked_up.peony: #4, 1250(11%)
minecraft.mined.cherry_fence: #2, 15(13%)
minecraft.used.brewing_stand: #3, 32(6%)
minecraft.used.lime_stained_glass_pane: #3, 258(12%)
minecraft.mined.dirt_path: #4, 609(9%)
minecraft.used.birch_planks: #2, 3462(2%)
minecraft.picked_up.verdant_froglight: #3, 200(8%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #2, 19(6%)
minecraft.used.mangrove_slab: #4, 432(12%)
minecraft.used.crimson_sign: #2, 161(5%)
minecraft.dropped.smooth_basalt: #3, 162(7%)
minecraft.used.cherry_fence: #2, 50(11%)
minecraft.used.brain_coral_block: #3, 213(12%)
minecraft.used.cherry_hanging_sign: #2, 3(18%)
minecraft.mined.diorite_slab: #3, 11(13%)
minecraft.dropped.green_dye: #2, 972(4%)
minecraft.used.pink_banner: #2, 1(25%)
minecraft.dropped.oxidized_cut_copper: #2, 2(25%)
minecraft.dropped.dead_tube_coral_block: #2, 1(25%)
minecraft.mined.dark_oak_sapling: #3, 25(8%)
minecraft.crafted.mangrove_boat: #2, 3(8%)
minecraft.picked_up.oak_log: #4, 10845(7%)
minecraft.crafted.cyan_dye: #4, 4044(10%)
minecraft.crafted.cherry_fence: #2, 39(8%)
minecraft.dropped.crimson_hyphae: #3, 47(18%)
minecraft.dropped.orange_stained_glass: #2, 40(7%)
minecraft.picked_up.spruce_sign: #4, 121(8%)
minecraft.crafted.purple_terracotta: #4, 1614(14%)
minecraft.picked_up.deepslate_bricks: #4, 1878(8%)
minecraft.mined.redstone_wire: #3, 787(5%)
minecraft.used.gravel: #4, 2707(8%)
minecraft.used.waxed_exposed_cut_copper: #3, 37(16%)
minecraft.used.acacia_sapling: #3, 830(10%)
minecraft.dropped.andesite_wall: #3, 65(20%)
minecraft.crafted.bricks: #4, 3014(11%)
minecraft.used.calcite: #4, 2032(10%)
minecraft.picked_up.oak_fence: #4, 184(8%)
minecraft.crafted.brown_glazed_terracotta: #3, 581(14%)
minecraft.picked_up.light_blue_terracotta: #3, 465(8%)
minecraft.picked_up.suspicious_gravel: #2, 19(13%)
minecraft.mined.cake: #3, 9(15%)
minecraft.mined.waxed_exposed_cut_copper: #3, 21(14%)
minecraft.dropped.purple_stained_glass: #2, 39(5%)
minecraft.mined.acacia_slab: #3, 35(12%)
minecraft.used.diamond_leggings: #4, 21(9%)
minecraft.dropped.soul_soil: #3, 262(8%)
minecraft.dropped.waxed_copper_block: #2, 4(11%)
minecraft.killed_by.cave_spider: #3, 2(11%)
minecraft.mined.deepslate_diamond_ore: #4, 2404(7%)
minecraft.used.sculk: #4, 3474(11%)
minecraft.dropped.diorite_wall: #3, 118(19%)
minecraft.dropped.waxed_weathered_cut_copper: #2, 3(16%)
minecraft.mined.sunflower: #4, 46(9%)
minecraft.mined.warped_hyphae: #2, 52(3%)
minecraft.used.piston: #4, 1404(9%)
minecraft.crafted.light_gray_bed: #3, 4(11%)
minecraft.used.light_gray_concrete_powder: #4, 5358(11%)
minecraft.picked_up.birch_boat: #4, 26(8%)
minecraft.mined.white_concrete_powder: #2, 185(1%)
minecraft.dropped.green_wool: #2, 192(4%)
minecraft.crafted.waxed_oxidized_cut_copper_stairs: #2, 48(7%)
minecraft.dropped.light_gray_dye: #3, 60(14%)
minecraft.dropped.lime_dye: #3, 73(16%)
minecraft.used.conduit: #3, 5(12%)
minecraft.used.brown_candle: #2, 17(3%)
minecraft.dropped.white_concrete: #2, 140(2%)
minecraft.picked_up.gray_dye: #3, 134(11%)
minecraft.mined.green_terracotta: #3, 734(5%)
minecraft.crafted.oak_wood: #4, 795(11%)
minecraft.dropped.apple: #4, 153(10%)
minecraft.mined.waxed_cut_copper_stairs: #3, 18(13%)
minecraft.used.birch_boat: #4, 22(7%)
minecraft.mined.crimson_hyphae: #2, 81(2%)
minecraft.dropped.dark_oak_pressure_plate: #2, 4(3%)
minecraft.dropped.orange_stained_glass_pane: #2, 10(7%)
minecraft.picked_up.waxed_oxidized_cut_copper_slab: #2, 29(2%)
minecraft.dropped.mud_bricks: #3, 72(10%)
minecraft.mined.lime_terracotta: #4, 749(8%)
minecraft.picked_up.birch_stairs: #3, 43(6%)
minecraft.picked_up.pink_banner: #2, 1(4%)
minecraft.mined.redstone_wall_torch: #4, 133(8%)
minecraft.dropped.dark_oak_leaves: #4, 91(12%)
minecraft.crafted.gray_glazed_terracotta: #3, 616(14%)
minecraft.picked_up.green_concrete_powder: #3, 1067(5%)
minecraft.used.glow_berries: #4, 309(7%)
minecraft.dropped.suspicious_stew: #3, 34(8%)
minecraft.crafted.brown_candle: #2, 41(2%)
minecraft.crafted.bowl: #3, 88(10%)
minecraft.dropped.lodestone: #2, 2(3%)
minecraft.picked_up.cake: #3, 9(12%)
minecraft.used.suspicious_gravel: #2, 2(4%)
minecraft.dropped.deepslate_bricks: #3, 197(6%)
minecraft.picked_up.trident: #4, 24(10%)
minecraft.dropped.polished_granite: #3, 123(8%)
minecraft.picked_up.minecart: #4, 252(8%)
minecraft.mined.birch_log: #4, 7708(7%)
minecraft.used.dead_brain_coral_block: #3, 225(18%)
minecraft.picked_up.spruce_wood: #4, 321(10%)
minecraft.picked_up.paper: #3, 3552(3%)
minecraft.picked_up.iron_block: #4, 3200(7%)
minecraft.used.oak_wood: #4, 546(10%)
minecraft.used.gold_ore: #4, 96(10%)
minecraft.picked_up.goat_horn: #4, 21(7%)
minecraft.dropped.deepslate_brick_slab: #3, 80(9%)
minecraft.used.compass: #2, 20(0%)
minecraft.picked_up.black_concrete: #4, 4327(8%)
minecraft.crafted.magenta_shulker_box: #3, 4(6%)
minecraft.picked_up.stone_pickaxe: #4, 13(9%)
minecraft.picked_up.iron_door: #4, 40(8%)
minecraft.killed.snow_golem: #4, 13(12%)
minecraft.picked_up.dead_brain_coral_block: #3, 289(10%)
minecraft.picked_up.crimson_hyphae: #3, 584(9%)
minecraft.mined.stripped_birch_wood: #3, 102(8%)
minecraft.crafted.furnace_minecart: #4, 11(14%)
minecraft.crafted.acacia_slab: #4, 288(10%)
minecraft.mined.conduit: #3, 3(11%)
minecraft.used.white_concrete: #5, 7598(11%)
minecraft.dropped.sponge: #3, 50(14%)
minecraft.crafted.waxed_oxidized_cut_copper: #3, 104(19%)
minecraft.crafted.chiseled_quartz_block: #3, 66(8%)
minecraft.mined.green_concrete_powder: #3, 114(5%)
minecraft.dropped.warped_sign: #3, 14(10%)
minecraft.crafted.orange_dye: #4, 2531(8%)
minecraft.used.bookshelf: #4, 1413(6%)
minecraft.dropped.lever: #4, 40(10%)
minecraft.used.birch_pressure_plate: #3, 12(9%)
minecraft.picked_up.deepslate_emerald_ore: #3, 5(11%)
minecraft.custom.jump: #5, 508477(5%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #3, 44(8%)
minecraft.picked_up.rose_bush: #4, 2562(7%)
minecraft.mined.oak_log: #4, 5981(5%)
minecraft.mined.light_gray_wool: #4, 230(10%)
minecraft.used.torchflower: #3, 10(9%)
minecraft.dropped.jungle_fence_gate: #3, 14(18%)
minecraft.mined.furnace: #4, 177(6%)
minecraft.picked_up.dispenser: #4, 263(7%)
minecraft.dropped.carved_pumpkin: #5, 209(8%)
minecraft.dropped.ghast_tear: #3, 6(7%)
minecraft.mined.oak_sapling: #3, 42(4%)
minecraft.picked_up.iron_trapdoor: #4, 146(9%)
minecraft.dropped.green_candle: #3, 2(14%)
minecraft.used.oxidized_copper: #4, 1574(8%)
minecraft.crafted.cartography_table: #3, 46(5%)
minecraft.picked_up.oxidized_copper: #4, 2358(7%)
minecraft.used.birch_wood: #4, 316(10%)
minecraft.dropped.sniffer_egg: #3, 1(17%)
minecraft.mined.spruce_hanging_sign: #3, 1(17%)
minecraft.mined.bookshelf: #4, 1421(7%)
minecraft.mined.red_wool: #4, 352(8%)
minecraft.picked_up.iron_shovel: #4, 13(7%)
minecraft.picked_up.disc_fragment_5: #3, 24(12%)
minecraft.crafted.pink_stained_glass: #4, 1728(12%)
minecraft.dropped.smooth_stone_slab: #4, 70(13%)
minecraft.dropped.brown_dye: #3, 23(10%)
minecraft.crafted.golden_apple: #3, 148(4%)
minecraft.mined.deepslate_emerald_ore: #3, 4(10%)
minecraft.dropped.bowl: #4, 21(9%)
minecraft.picked_up.diamond_hoe: #4, 27(9%)
minecraft.crafted.cobbled_deepslate_wall: #3, 73(7%)
minecraft.picked_up.crimson_nylium: #3, 949(3%)
minecraft.picked_up.lectern: #5, 903(10%)
minecraft.dropped.diamond_leggings: #4, 13(6%)
minecraft.picked_up.dark_oak_wood: #4, 142(12%)
minecraft.dropped.light_blue_stained_glass_pane: #3, 13(7%)
minecraft.crafted.waxed_exposed_cut_copper_stairs: #3, 88(15%)
minecraft.picked_up.exposed_copper: #4, 205(8%)
minecraft.crafted.glass: #5, 30151(9%)
minecraft.mined.budding_amethyst: #4, 30(7%)
minecraft.crafted.diamond_chestplate: #4, 18(7%)
minecraft.mined.lime_stained_glass: #4, 327(11%)
minecraft.used.crimson_hyphae: #3, 388(5%)
minecraft.dropped.peony: #3, 68(6%)
minecraft.mined.mangrove_stairs: #4, 26(12%)
minecraft.dropped.mutton: #4, 44(11%)
minecraft.mined.light_blue_stained_glass: #3, 50(5%)
minecraft.used.pumpkin_pie: #4, 1514(5%)
minecraft.dropped.gold_nugget: #4, 3767(7%)
minecraft.dropped.iron_sword: #4, 15(9%)
minecraft.used.mangrove_boat: #3, 4(8%)
minecraft.used.carved_pumpkin: #5, 66(8%)
minecraft.used.tube_coral_block: #3, 74(5%)
minecraft.dropped.mushroom_stew: #3, 7(8%)
minecraft.used.waxed_exposed_copper: #4, 115(14%)
minecraft.crafted.red_dye: #4, 5911(6%)
minecraft.used.oak_sapling: #4, 2069(6%)
minecraft.picked_up.warped_sign: #4, 44(8%)
minecraft.used.light_gray_wool: #4, 2538(8%)
minecraft.used.spruce_sapling: #4, 1175(6%)
minecraft.dropped.dropper: #3, 16(4%)
minecraft.mined.iron_door: #4, 41(7%)
minecraft.mined.magenta_concrete_powder: #3, 1(20%)
minecraft.mined.oxidized_copper: #4, 2046(7%)
minecraft.used.suspicious_stew: #5, 25(13%)
minecraft.dropped.emerald: #3, 2620(2%)
minecraft.crafted.deepslate_tiles: #4, 1416(7%)
minecraft.crafted.yellow_stained_glass: #4, 1832(9%)
minecraft.mined.white_concrete: #5, 7983(10%)
minecraft.picked_up.waxed_exposed_cut_copper: #4, 43(16%)
minecraft.used.trident: #4, 1105(7%)
minecraft.used.mossy_cobblestone: #4, 1112(6%)
minecraft.mined.crimson_nylium: #3, 527(2%)
minecraft.crafted.red_stained_glass: #4, 1736(8%)
minecraft.picked_up.blue_concrete_powder: #4, 80(6%)
minecraft.dropped.birch_fence: #3, 17(4%)
minecraft.crafted.birch_planks: #4, 14359(5%)
minecraft.mined.twisting_vines_plant: #4, 55(9%)
minecraft.picked_up.item_frame: #5, 507(8%)
minecraft.mined.stripped_acacia_wood: #3, 21(5%)
minecraft.picked_up.music_disc_strad: #4, 10(9%)
minecraft.dropped.feather: #4, 293(7%)
minecraft.dropped.furnace: #4, 24(8%)
minecraft.mined.birch_planks: #4, 817(5%)
minecraft.dropped.diamond_chestplate: #4, 5(11%)
minecraft.crafted.honeycomb_block: #4, 1615(11%)
minecraft.mined.lectern: #5, 855(10%)
minecraft.mined.birch_trapdoor: #4, 46(8%)
minecraft.used.crimson_stairs: #4, 234(8%)
minecraft.dropped.gray_concrete_powder: #3, 16(12%)
minecraft.mined.sniffer_egg: #3, 2(10%)
minecraft.dropped.mossy_cobblestone_stairs: #3, 3(16%)
minecraft.dropped.smooth_sandstone: #3, 53(4%)
minecraft.crafted.deepslate_bricks: #4, 2524(6%)
minecraft.used.waxed_weathered_cut_copper: #3, 37(5%)
minecraft.dropped.pumpkin_pie: #4, 339(5%)
minecraft.picked_up.purple_dye: #4, 53(12%)
minecraft.dropped.honey_block: #4, 198(16%)
minecraft.mined.decorated_pot: #4, 30(10%)
minecraft.dropped.mangrove_log: #4, 52(11%)
minecraft.crafted.waxed_weathered_cut_copper_stairs: #3, 44(9%)
minecraft.picked_up.bamboo_trapdoor: #3, 10(4%)
minecraft.used.crimson_slab: #5, 3750(11%)
minecraft.picked_up.heart_of_the_sea: #3, 5(7%)
minecraft.crafted.cyan_concrete_powder: #4, 3928(8%)
minecraft.crafted.stone_stairs: #4, 737(7%)
minecraft.picked_up.dropper: #4, 217(5%)
minecraft.dropped.jungle_button: #3, 4(9%)
minecraft.picked_up.jungle_fence_gate: #3, 10(4%)
minecraft.dropped.flint_and_steel: #4, 10(6%)
minecraft.picked_up.red_stained_glass: #4, 398(7%)
minecraft.crafted.birch_wood: #5, 561(13%)
minecraft.mined.bamboo_trapdoor: #3, 10(5%)
minecraft.picked_up.green_dye: #3, 2919(3%)
minecraft.mined.birch_fence_gate: #4, 16(10%)
minecraft.dropped.cherry_door: #3, 1(10%)
minecraft.used.lectern: #5, 867(9%)
minecraft.picked_up.coal_block: #4, 330(6%)
minecraft.used.light_gray_concrete: #5, 2791(11%)
minecraft.mined.coal_ore: #5, 9092(7%)
minecraft.picked_up.polished_andesite: #5, 1018(9%)
minecraft.picked_up.crying_obsidian: #4, 452(6%)
minecraft.dropped.oak_sign: #4, 39(7%)
minecraft.picked_up.cherry_hanging_sign: #3, 3(12%)
minecraft.picked_up.diorite: #5, 14820(7%)
minecraft.picked_up.tuff: #5, 12402(7%)
minecraft.custom.fall_one_cm: #6, 16487721(6%)
minecraft.dropped.light_gray_concrete: #3, 66(3%)
minecraft.picked_up.gray_terracotta: #3, 599(2%)
minecraft.dropped.stripped_warped_hyphae: #3, 6(8%)
minecraft.used.golden_boots: #3, 1(5%)
minecraft.dropped.birch_sign: #4, 43(6%)
minecraft.mined.waxed_weathered_cut_copper_stairs: #3, 17(3%)
minecraft.picked_up.oak_sapling: #4, 1798(4%)
minecraft.used.chiseled_quartz_block: #4, 113(9%)
minecraft.used.waxed_weathered_cut_copper_stairs: #3, 60(3%)
minecraft.crafted.crimson_slab: #5, 3656(10%)
minecraft.picked_up.sunflower: #5, 1775(8%)
minecraft.dropped.arrow: #5, 12001(7%)
minecraft.dropped.bubble_coral: #3, 1(8%)
minecraft.picked_up.crimson_sign: #4, 9(9%)
minecraft.picked_up.lodestone: #3, 10(4%)
minecraft.dropped.polished_deepslate: #4, 153(7%)
minecraft.broken.diamond_shovel: #4, 6(9%)
minecraft.dropped.jungle_leaves: #4, 49(12%)
minecraft.killed.goat: #3, 1(4%)
minecraft.picked_up.brain_coral_block: #4, 261(10%)
minecraft.dropped.pointed_dripstone: #4, 119(5%)
minecraft.dropped.spruce_log: #5, 769(9%)
minecraft.picked_up.pink_petals: #4, 514(6%)
minecraft.used.wooden_pickaxe: #4, 26(5%)
minecraft.mined.lodestone: #3, 7(3%)
minecraft.dropped.iron_block: #4, 454(5%)
minecraft.mined.brewing_stand: #4, 20(6%)
minecraft.dropped.warped_pressure_plate: #3, 1(5%)
minecraft.crafted.waxed_weathered_copper: #3, 51(4%)
minecraft.dropped.jack_o_lantern: #3, 7(3%)
minecraft.picked_up.sugar_cane: #4, 7707(4%)
minecraft.broken.fishing_rod: #4, 4(10%)
minecraft.picked_up.oxidized_cut_copper_slab: #4, 126(6%)
minecraft.dropped.flowering_azalea: #4, 46(5%)
minecraft.used.decorated_pot: #4, 57(8%)
minecraft.dropped.acacia_trapdoor: #4, 42(12%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #3, 48(2%)
minecraft.used.lodestone: #3, 10(2%)
minecraft.mined.wither_skeleton_skull: #3, 8(1%)
minecraft.picked_up.birch_pressure_plate: #4, 11(14%)
minecraft.dropped.gray_stained_glass: #4, 40(12%)
