stat, rank, value, (percentage) 
minecraft.picked_up.seagrass: #7, 89(2%)
minecraft.mined.blackstone_stairs: #7, 11(5%)
minecraft.dropped.iron_bars: #7, 92(3%)
minecraft.crafted.crimson_button: #7, 7(4%)
minecraft.custom.eat_cake_slice: #7, 5(2%)
minecraft.picked_up.cyan_carpet: #7, 75(2%)
minecraft.killed.bee: #7, 4(3%)
minecraft.picked_up.diamond_block: #8, 236(4%)
minecraft.dropped.compass: #8, 154(5%)
minecraft.mined.yellow_stained_glass: #7, 44(3%)
minecraft.used.soul_sand: #7, 490(2%)
minecraft.used.tuff: #8, 2289(5%)
minecraft.mined.blackstone_slab: #7, 17(3%)
minecraft.dropped.acacia_log: #7, 49(3%)
minecraft.used.red_shulker_box: #8, 549(4%)
minecraft.picked_up.chiseled_stone_bricks: #7, 193(2%)
minecraft.crafted.red_terracotta: #7, 1144(2%)
minecraft.crafted.oak_planks: #8, 10588(4%)
minecraft.crafted.polished_andesite_slab: #7, 132(2%)
minecraft.picked_up.orange_stained_glass: #7, 78(2%)
minecraft.used.light_blue_dye: #7, 3(3%)
minecraft.used.ladder: #8, 418(5%)
minecraft.dropped.golden_sword: #7, 28(2%)
minecraft.dropped.green_terracotta: #7, 46(3%)
minecraft.picked_up.magenta_stained_glass: #7, 48(2%)
minecraft.picked_up.blackstone_stairs: #7, 13(4%)
minecraft.mined.oak_log: #8, 4374(4%)
minecraft.dropped.deepslate_iron_ore: #7, 9(3%)
minecraft.picked_up.cooked_beef: #8, 303(5%)
minecraft.crafted.white_stained_glass_pane: #7, 176(2%)
minecraft.used.cobbled_deepslate_wall: #7, 67(2%)
minecraft.crafted.leather_boots: #7, 22(1%)
minecraft.picked_up.music_disc_relic: #7, 1(4%)
minecraft.used.quartz_bricks: #7, 49(2%)
minecraft.mined.sponge: #7, 194(2%)
minecraft.mined.magenta_glazed_terracotta: #7, 15(2%)
minecraft.picked_up.cut_sandstone: #7, 141(2%)
minecraft.dropped.cookie: #7, 35(2%)
minecraft.crafted.dark_oak_boat: #7, 6(2%)
minecraft.picked_up.snort_pottery_sherd: #7, 1(3%)
minecraft.used.wither_skeleton_skull: #7, 29(2%)
minecraft.mined.deepslate_redstone_ore: #8, 1670(4%)
minecraft.picked_up.ender_chest: #8, 718(4%)
minecraft.mined.daylight_detector: #7, 5(3%)
minecraft.used.wet_sponge: #7, 186(2%)
minecraft.picked_up.blue_stained_glass_pane: #7, 4(2%)
minecraft.picked_up.black_concrete: #8, 2700(5%)
minecraft.used.music_disc_5: #7, 1(3%)
minecraft.custom.fish_caught: #7, 11(2%)
minecraft.picked_up.crimson_nylium: #7, 319(1%)
minecraft.dropped.jungle_boat: #7, 1(3%)
minecraft.used.lingering_potion: #7, 1(2%)
minecraft.dropped.music_disc_wait: #7, 1(2%)
minecraft.picked_up.iron_ingot: #8, 2290(4%)
minecraft.picked_up.pink_shulker_box: #8, 112(5%)
minecraft.crafted.cooked_beef: #8, 311(5%)
minecraft.picked_up.bow: #8, 200(3%)
minecraft.used.ender_chest: #8, 728(4%)
minecraft.used.bone_block: #7, 398(1%)
minecraft.picked_up.angler_pottery_sherd: #7, 1(3%)
minecraft.picked_up.composter: #8, 97(5%)
minecraft.used.fire_coral: #7, 3(2%)
minecraft.mined.ladder: #8, 80(4%)
minecraft.custom.target_hit: #8, 118(4%)
minecraft.picked_up.bone_meal: #7, 1957(1%)
minecraft.dropped.leather_boots: #7, 14(1%)
minecraft.dropped.chiseled_stone_bricks: #7, 58(2%)
minecraft.picked_up.rose_bush: #8, 1603(4%)
minecraft.picked_up.basalt: #8, 9128(4%)
minecraft.dropped.quartz_slab: #7, 6(2%)
minecraft.used.seagrass: #7, 8(2%)
minecraft.picked_up.stripped_oak_log: #7, 132(1%)
minecraft.dropped.oak_fence_gate: #7, 1(2%)
minecraft.dropped.cauldron: #7, 1(2%)
minecraft.used.spruce_fence: #8, 842(4%)
minecraft.mined.deepslate: #8, 50049(4%)
minecraft.mined.basalt: #8, 12611(4%)
minecraft.dropped.cobbled_deepslate_stairs: #7, 6(1%)
minecraft.crafted.blue_dye: #8, 2913(4%)
minecraft.picked_up.music_disc_ward: #7, 1(2%)
minecraft.used.activator_rail: #7, 23(1%)
minecraft.dropped.stripped_oak_log: #7, 4(1%)
minecraft.picked_up.copper_ingot: #7, 303(0%)
minecraft.mined.sea_lantern: #8, 95(5%)
minecraft.crafted.red_candle: #7, 41(1%)
minecraft.crafted.dark_oak_planks: #8, 12796(3%)
minecraft.picked_up.oak_sign: #8, 89(4%)
minecraft.picked_up.music_disc_cat: #8, 21(4%)
minecraft.picked_up.gray_concrete: #8, 1596(4%)
minecraft.mined.yellow_carpet: #7, 14(1%)
minecraft.crafted.respawn_anchor: #7, 3(1%)
minecraft.mined.purple_shulker_box: #8, 81(5%)
minecraft.used.stone_stairs: #8, 596(4%)
minecraft.dropped.deepslate_lapis_ore: #7, 1(1%)
minecraft.crafted.sugar: #7, 132(0%)
minecraft.mined.pink_carpet: #7, 10(1%)
minecraft.used.pink_bed: #7, 5(1%)
minecraft.picked_up.purpur_slab: #8, 22(6%)
minecraft.dropped.birch_fence: #7, 2(0%)
minecraft.used.melon_slice: #7, 3(1%)
minecraft.dropped.cactus: #7, 64(0%)
minecraft.crafted.glass: #8, 11641(3%)
minecraft.crafted.jack_o_lantern: #7, 51(0%)
minecraft.dropped.lightning_rod: #7, 1(1%)
minecraft.crafted.glistering_melon_slice: #7, 7(0%)
minecraft.dropped.sandstone_slab: #7, 2(0%)
minecraft.dropped.brown_dye: #7, 1(0%)
minecraft.crafted.stone: #8, 565(4%)
minecraft.dropped.brick_slab: #7, 1(0%)
minecraft.crafted.blue_ice: #7, 24(0%)
minecraft.picked_up.black_glazed_terracotta: #7, 4(0%)
minecraft.dropped.nether_brick_stairs: #7, 1(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #7, 13(0%)
minecraft.mined.wither_skeleton_skull: #7, 1(0%)
minecraft.used.nether_brick_wall: #7, 1(0%)
minecraft.crafted.red_dye: #8, 3658(4%)
minecraft.picked_up.pink_tulip: #7, 5(0%)
minecraft.used.white_bed: #8, 108(3%)
minecraft.mined.brown_glazed_terracotta: #7, 1(0%)
minecraft.dropped.purple_stained_glass: #7, 1(0%)
minecraft.crafted.orange_glazed_terracotta: #7, 1(0%)
minecraft.used.yellow_glazed_terracotta: #7, 1(0%)
minecraft.dropped.torchflower_seeds: #7, 1(0%)
minecraft.used.diamond_leggings: #8, 9(4%)
minecraft.used.brown_glazed_terracotta: #7, 1(0%)
minecraft.crafted.cracked_polished_blackstone_bricks: #7, 1(0%)
minecraft.killed.zombified_piglin: #7, 297(0%)
minecraft.used.compass: #7, 1(0%)
minecraft.mined.mangrove_slab: #8, 50(5%)
minecraft.crafted.air: #7, 0(0%)
minecraft.used.blast_furnace: #8, 43(4%)
minecraft.used.enchanting_table: #8, 4(4%)
minecraft.picked_up.deepslate_tile_slab: #8, 170(4%)
minecraft.picked_up.cookie: #8, 60(4%)
minecraft.used.repeater: #8, 705(4%)
minecraft.mined.granite: #8, 8442(3%)
minecraft.crafted.enchanting_table: #8, 3(5%)
minecraft.used.dispenser: #8, 231(4%)
minecraft.mined.warped_nylium: #8, 257(4%)
minecraft.mined.flowering_azalea_leaves: #8, 999(4%)
minecraft.crafted.scaffolding: #8, 3582(4%)
minecraft.dropped.white_dye: #8, 161(5%)
minecraft.picked_up.birch_leaves: #8, 1925(3%)
minecraft.mined.fire: #9, 1284(5%)
minecraft.used.oak_door: #8, 7(4%)
minecraft.picked_up.sweet_berries: #9, 1871(6%)
minecraft.dropped.spider_eye: #8, 4250(3%)
minecraft.mined.lily_pad: #8, 19(6%)
minecraft.used.polished_deepslate: #8, 2190(3%)
minecraft.picked_up.snowball: #8, 13999(2%)
minecraft.mined.acacia_log: #8, 816(3%)
minecraft.broken.iron_axe: #8, 4(4%)
minecraft.picked_up.black_bed: #8, 35(5%)
minecraft.used.mangrove_slab: #8, 138(4%)
minecraft.mined.deepslate_tile_slab: #8, 68(4%)
minecraft.mined.dropper: #8, 88(3%)
minecraft.dropped.minecart: #8, 23(4%)
minecraft.mined.redstone_wire: #8, 437(3%)
minecraft.picked_up.mangrove_slab: #8, 66(4%)
minecraft.mined.tall_seagrass: #8, 170(3%)
minecraft.mined.black_bed: #8, 34(5%)
minecraft.custom.walk_on_water_one_cm: #10, 5593032(4%)
minecraft.crafted.spruce_wood: #8, 729(4%)
minecraft.used.written_book: #8, 855(2%)
minecraft.mined.brown_mushroom: #8, 135(3%)
minecraft.crafted.clock: #8, 10(4%)
minecraft.used.oak_pressure_plate: #8, 4(5%)
minecraft.dropped.oak_leaves: #8, 103(3%)
minecraft.crafted.cherry_planks: #8, 172(4%)
minecraft.crafted.black_stained_glass_pane: #8, 288(5%)
minecraft.picked_up.jungle_sapling: #8, 128(4%)
minecraft.used.sweet_berries: #9, 1095(5%)
minecraft.crafted.brown_carpet: #8, 156(4%)
minecraft.picked_up.gray_stained_glass: #8, 61(4%)
minecraft.picked_up.acacia_log: #8, 960(3%)
minecraft.used.observer: #8, 724(3%)
minecraft.used.comparator: #8, 309(3%)
minecraft.used.black_concrete_powder: #8, 5823(3%)
minecraft.crafted.raw_gold: #8, 288(4%)
minecraft.used.chiseled_stone_bricks: #8, 228(3%)
minecraft.mined.carrots: #8, 329(2%)
minecraft.mined.tube_coral_fan: #8, 18(4%)
minecraft.used.mangrove_sign: #8, 17(4%)
minecraft.crafted.blast_furnace: #8, 26(3%)
minecraft.custom.interact_with_cartography_table: #8, 22(3%)
minecraft.used.moss_block: #8, 3813(2%)
minecraft.crafted.smooth_quartz_stairs: #8, 124(4%)
minecraft.picked_up.lava_bucket: #8, 31(3%)
minecraft.used.cobblestone_wall: #8, 192(2%)
minecraft.dropped.dark_oak_boat: #8, 3(4%)
minecraft.mined.mangrove_log: #8, 304(3%)
minecraft.dropped.apple: #8, 39(2%)
minecraft.used.shulker_box: #9, 3503(5%)
minecraft.mined.mossy_cobblestone_slab: #8, 7(3%)
minecraft.picked_up.netherite_hoe: #8, 3(2%)
minecraft.picked_up.glow_item_frame: #8, 37(2%)
minecraft.dropped.charcoal: #8, 21(3%)
minecraft.used.chiseled_quartz_block: #8, 43(4%)
minecraft.mined.crimson_stem: #8, 553(2%)
minecraft.killed.snow_golem: #8, 3(3%)
minecraft.mined.polished_blackstone_slab: #8, 49(2%)
minecraft.used.birch_leaves: #8, 536(2%)
minecraft.mined.raw_copper_block: #8, 17(2%)
minecraft.mined.mossy_cobblestone_stairs: #8, 4(3%)
minecraft.killed.skeleton: #8, 1171(1%)
minecraft.crafted.granite_slab: #8, 60(2%)
minecraft.picked_up.prismarine_crystals: #8, 99(2%)
minecraft.mined.acacia_button: #8, 1(4%)
minecraft.dropped.flowering_azalea: #8, 15(2%)
minecraft.used.lime_concrete_powder: #8, 257(2%)
minecraft.picked_up.crimson_slab: #8, 91(2%)
minecraft.picked_up.sculk: #8, 762(2%)
minecraft.dropped.weeping_vines: #8, 16(2%)
minecraft.dropped.red_shulker_box: #8, 2(2%)
minecraft.used.smithing_table: #8, 41(1%)
minecraft.used.cyan_concrete: #8, 266(2%)
minecraft.used.anvil: #9, 161(4%)
minecraft.used.dead_bush: #8, 22(3%)
minecraft.used.bricks: #8, 222(2%)
minecraft.used.prismarine_bricks: #8, 165(2%)
minecraft.mined.diamond_ore: #9, 25(6%)
minecraft.picked_up.magenta_glazed_terracotta: #8, 31(2%)
minecraft.broken.shears: #9, 21(5%)
minecraft.picked_up.acacia_wood: #8, 14(1%)
minecraft.crafted.barrel: #9, 340(5%)
minecraft.crafted.snow: #8, 534(1%)
minecraft.used.azure_bluet: #8, 16(1%)
minecraft.used.mangrove_wood: #8, 94(1%)
minecraft.picked_up.daylight_detector: #8, 6(2%)
minecraft.used.cyan_bed: #8, 10(1%)
minecraft.used.iron_axe: #9, 1415(4%)
minecraft.picked_up.clay_ball: #8, 1543(1%)
minecraft.killed.tropical_fish: #8, 4(1%)
minecraft.dropped.smooth_sandstone: #8, 24(2%)
minecraft.dropped.deepslate_copper_ore: #8, 3(2%)
minecraft.mined.pink_shulker_box: #9, 108(5%)
minecraft.used.beehive: #8, 32(1%)
minecraft.dropped.chicken: #8, 240(1%)
minecraft.mined.activator_rail: #8, 10(2%)
minecraft.used.mossy_cobblestone_stairs: #8, 19(1%)
minecraft.used.warped_fungus: #8, 65(1%)
minecraft.mined.blue_terracotta: #8, 46(1%)
minecraft.picked_up.pink_wool: #8, 56(1%)
minecraft.mined.cornflower: #9, 25(5%)
minecraft.used.pink_shulker_box: #9, 108(5%)
minecraft.dropped.polished_basalt: #8, 50(1%)
minecraft.picked_up.sculk_vein: #8, 138(1%)
minecraft.mined.stripped_oak_log: #8, 118(1%)
minecraft.dropped.light_gray_stained_glass: #8, 7(2%)
minecraft.picked_up.chiseled_polished_blackstone: #8, 14(1%)
minecraft.dropped.spruce_stairs: #8, 5(1%)
minecraft.mined.chiseled_deepslate: #8, 3(1%)
minecraft.picked_up.repeater: #9, 347(4%)
minecraft.mined.red_carpet: #8, 17(1%)
minecraft.crafted.compass: #8, 119(1%)
minecraft.crafted.clay: #8, 129(1%)
minecraft.used.respawn_anchor: #8, 3(1%)
minecraft.mined.oak_sign: #9, 10(5%)
minecraft.mined.ender_chest: #9, 640(4%)
minecraft.used.chipped_anvil: #9, 12(5%)
minecraft.used.iron_bars: #9, 901(4%)
minecraft.used.nether_gold_ore: #8, 6(1%)
minecraft.crafted.candle: #8, 146(0%)
minecraft.crafted.yellow_concrete: #8, 8(1%)
minecraft.mined.red_concrete_powder: #8, 6(0%)
minecraft.mined.black_glazed_terracotta: #8, 4(0%)
minecraft.dropped.purple_dye: #8, 1(1%)
minecraft.dropped.shroomlight: #8, 5(0%)
minecraft.dropped.peony: #8, 5(0%)
minecraft.killed.pufferfish: #8, 1(0%)
minecraft.mined.hanging_roots: #8, 11(0%)
minecraft.mined.blue_carpet: #8, 1(0%)
minecraft.picked_up.map: #8, 3(0%)
minecraft.used.purple_shulker_box: #9, 81(5%)
minecraft.crafted.ladder: #9, 393(3%)
minecraft.used.magenta_stained_glass: #8, 13(0%)
minecraft.used.blue_ice: #8, 23(0%)
minecraft.used.glow_berries: #9, 149(4%)
minecraft.crafted.honey_block: #8, 49(0%)
minecraft.picked_up.dragon_egg: #8, 4(0%)
minecraft.picked_up.pink_carpet: #8, 11(0%)
minecraft.crafted.yellow_glazed_terracotta: #8, 1(0%)
minecraft.mined.heavy_weighted_pressure_plate: #8, 2(0%)
minecraft.dropped.quartz_pillar: #8, 1(0%)
minecraft.mined.scaffolding: #9, 3886(4%)
minecraft.picked_up.spider_eye: #9, 2529(3%)
minecraft.used.elytra: #9, 34(3%)
minecraft.picked_up.anvil: #9, 77(3%)
minecraft.picked_up.music_disc_13: #9, 22(4%)
minecraft.crafted.polished_deepslate_stairs: #9, 133(4%)
minecraft.dropped.redstone_block: #9, 89(4%)
minecraft.mined.repeater: #9, 164(3%)
minecraft.used.stone_axe: #9, 267(3%)
minecraft.picked_up.grindstone: #9, 38(4%)
minecraft.dropped.red_mushroom: #9, 43(4%)
minecraft.custom.climb_one_cm: #10, 3370844(4%)
minecraft.picked_up.egg: #9, 893(3%)
minecraft.picked_up.green_concrete: #9, 404(3%)
minecraft.dropped.diamond: #9, 212(3%)
minecraft.used.wooden_pickaxe: #9, 16(3%)
minecraft.mined.farmland: #9, 30(3%)
minecraft.used.crimson_trapdoor: #9, 109(3%)
minecraft.crafted.black_concrete_powder: #9, 5664(3%)
minecraft.crafted.birch_planks: #9, 6392(2%)
minecraft.used.poppy: #9, 16(3%)
minecraft.picked_up.diamond_sword: #10, 61(5%)
minecraft.crafted.gray_shulker_box: #9, 7(3%)
minecraft.used.black_bed: #9, 33(4%)
minecraft.crafted.shears: #9, 247(2%)
minecraft.picked_up.chainmail_chestplate: #9, 4(4%)
minecraft.picked_up.music_disc_otherside: #9, 7(3%)
minecraft.mined.coarse_dirt: #9, 371(2%)
minecraft.custom.tune_noteblock: #9, 623(2%)
minecraft.used.deepslate_lapis_ore: #9, 33(3%)
minecraft.mined.crying_obsidian: #9, 18(3%)
minecraft.dropped.repeater: #9, 32(3%)
minecraft.mined.shulker_box: #10, 3466(5%)
minecraft.crafted.mangrove_stairs: #9, 64(3%)
minecraft.picked_up.spyglass: #9, 3(3%)
minecraft.mined.crimson_planks: #9, 57(2%)
minecraft.mined.black_stained_glass: #9, 110(2%)
minecraft.used.large_amethyst_bud: #9, 12(3%)
minecraft.mined.green_concrete: #9, 405(2%)
minecraft.mined.cobblestone_wall: #9, 32(2%)
minecraft.mined.coal_block: #9, 14(3%)
minecraft.used.cartography_table: #9, 6(3%)
minecraft.picked_up.shelter_pottery_sherd: #9, 2(4%)
minecraft.crafted.smooth_quartz: #9, 435(2%)
minecraft.mined.polished_deepslate_stairs: #9, 40(2%)
minecraft.dropped.deepslate_redstone_ore: #9, 10(3%)
minecraft.picked_up.clock: #9, 4(3%)
minecraft.picked_up.chicken: #9, 601(1%)
minecraft.used.pumpkin: #9, 396(1%)
minecraft.used.netherite_hoe: #9, 7295(3%)
minecraft.picked_up.stick: #10, 5121(4%)
minecraft.picked_up.yellow_stained_glass: #9, 107(2%)
minecraft.used.blue_bed: #9, 10(2%)
minecraft.used.white_stained_glass_pane: #9, 133(2%)
minecraft.mined.wet_sponge: #9, 350(2%)
minecraft.mined.warped_button: #9, 2(2%)
minecraft.crafted.warped_button: #9, 20(2%)
minecraft.dropped.acacia_trapdoor: #9, 12(3%)
minecraft.picked_up.deepslate_coal_ore: #9, 4(2%)
minecraft.dropped.bone_block: #9, 75(2%)
minecraft.crafted.cooked_mutton: #9, 11(1%)
minecraft.crafted.polished_granite: #9, 272(1%)
minecraft.mined.orange_stained_glass_pane: #9, 4(3%)
minecraft.dropped.light_gray_terracotta: #9, 26(2%)
minecraft.mined.red_tulip: #9, 3(2%)
minecraft.crafted.birch_fence_gate: #9, 18(2%)
minecraft.mined.red_mushroom: #9, 21(1%)
minecraft.dropped.stonecutter: #9, 1(2%)
minecraft.used.light_gray_stained_glass: #9, 586(1%)
minecraft.mined.verdant_froglight: #9, 25(1%)
minecraft.crafted.green_concrete_powder: #9, 536(1%)
minecraft.crafted.mangrove_wood: #9, 99(1%)
minecraft.picked_up.feather: #9, 290(1%)
minecraft.used.light_blue_wool: #9, 104(1%)
minecraft.crafted.andesite_slab: #9, 84(1%)
minecraft.crafted.bucket: #10, 365(4%)
minecraft.picked_up.polished_granite_slab: #9, 23(1%)
minecraft.crafted.spyglass: #9, 1(1%)
minecraft.crafted.cyan_concrete_powder: #9, 512(1%)
minecraft.used.lantern: #10, 309(4%)
minecraft.crafted.orange_stained_glass_pane: #9, 24(1%)
minecraft.picked_up.magenta_shulker_box: #9, 23(1%)
minecraft.used.deepslate_brick_wall: #9, 71(1%)
minecraft.picked_up.melon: #9, 12(1%)
minecraft.used.chiseled_bookshelf: #9, 9(1%)
minecraft.used.raw_copper_block: #9, 16(1%)
minecraft.crafted.birch_wood: #9, 33(1%)
minecraft.killed.chicken: #9, 115(1%)
minecraft.crafted.gold_nugget: #9, 711(1%)
minecraft.picked_up.blue_terracotta: #9, 46(1%)
minecraft.mined.magenta_shulker_box: #9, 20(1%)
minecraft.picked_up.orange_stained_glass_pane: #9, 4(1%)
minecraft.mined.sculk_shrieker: #9, 8(1%)
minecraft.mined.deepslate_brick_wall: #9, 7(1%)
minecraft.custom.minecart_one_cm: #10, 2720542(3%)
minecraft.dropped.melon_seeds: #9, 1(1%)
minecraft.crafted.bowl: #9, 8(1%)
minecraft.mined.white_banner: #9, 1(1%)
minecraft.used.mangrove_roots: #9, 36(0%)
minecraft.dropped.red_tulip: #9, 1(1%)
minecraft.used.daylight_detector: #9, 5(1%)
minecraft.picked_up.stripped_oak_wood: #9, 9(0%)
minecraft.picked_up.moss_block: #10, 4807(3%)
minecraft.dropped.polished_deepslate_wall: #9, 5(1%)
minecraft.mined.jungle_wall_sign: #9, 1(1%)
minecraft.dropped.white_stained_glass: #9, 8(0%)
minecraft.picked_up.mycelium: #9, 70(0%)
minecraft.mined.crimson_fence: #9, 1(0%)
minecraft.mined.spruce_log: #10, 8044(3%)
minecraft.dropped.amethyst_cluster: #9, 3(0%)
minecraft.picked_up.bone_block: #10, 789(4%)
minecraft.dropped.dark_oak_door: #9, 1(0%)
minecraft.mined.black_concrete_powder: #9, 31(0%)
minecraft.mined.mycelium: #9, 70(0%)
minecraft.dropped.orange_concrete: #9, 1(0%)
minecraft.dropped.sculk_vein: #9, 1(0%)
minecraft.dropped.wheat_seeds: #10, 2424(3%)
minecraft.mined.rose_bush: #10, 18(4%)
minecraft.crafted.brick_slab: #9, 12(0%)
minecraft.crafted.cyan_glazed_terracotta: #9, 1(0%)
minecraft.picked_up.green_dye: #9, 67(0%)
minecraft.picked_up.yellow_carpet: #9, 14(0%)
minecraft.killed.drowned: #9, 684(0%)
minecraft.crafted.deepslate: #9, 1(0%)
minecraft.used.raw_iron_block: #9, 5(0%)
minecraft.crafted.brown_glazed_terracotta: #9, 1(0%)
minecraft.mined.lapis_block: #9, 1(0%)
minecraft.picked_up.honey_block: #10, 152(4%)
minecraft.picked_up.damaged_anvil: #10, 9(4%)
minecraft.used.diorite: #10, 691(3%)
minecraft.picked_up.packed_mud: #10, 82(4%)
minecraft.used.deepslate: #10, 4925(3%)
minecraft.used.shield: #10, 170(4%)
minecraft.mined.pointed_dripstone: #10, 107(3%)
minecraft.mined.emerald_block: #10, 421(3%)
minecraft.crafted.book: #10, 88(4%)
minecraft.used.emerald_block: #10, 583(3%)
minecraft.used.ender_pearl: #10, 168(2%)
minecraft.mined.vine: #10, 310(2%)
minecraft.picked_up.lime_shulker_box: #10, 85(3%)
minecraft.mined.lime_shulker_box: #10, 82(3%)
minecraft.crafted.mangrove_slab: #10, 126(3%)
minecraft.picked_up.dropper: #10, 98(2%)
minecraft.crafted.pink_dye: #10, 834(3%)
minecraft.used.lime_shulker_box: #10, 81(3%)
minecraft.used.redstone_torch: #10, 338(2%)
minecraft.used.hopper_minecart: #10, 48(3%)
minecraft.picked_up.warped_nylium: #10, 195(3%)
minecraft.crafted.raw_gold_block: #10, 88(3%)
minecraft.used.diamond_boots: #10, 5(3%)
minecraft.used.crossbow: #10, 26(2%)
minecraft.picked_up.yellow_wool: #10, 176(3%)
minecraft.used.sand: #10, 7841(2%)
minecraft.dropped.mossy_cobblestone: #10, 39(3%)
minecraft.mined.packed_mud: #10, 52(3%)
minecraft.mined.moss_block: #10, 2585(2%)
minecraft.mined.fern: #10, 266(2%)
minecraft.used.honey_block: #10, 214(2%)
minecraft.used.sticky_piston: #10, 324(2%)
minecraft.crafted.minecart: #10, 129(2%)
minecraft.used.sea_pickle: #10, 61(2%)
minecraft.killed.endermite: #10, 4(3%)
minecraft.picked_up.cobbled_deepslate_wall: #10, 34(3%)
minecraft.picked_up.sculk_sensor: #10, 102(2%)
minecraft.mined.cyan_terracotta: #10, 230(1%)
minecraft.crafted.spruce_slab: #11, 3462(5%)
minecraft.dropped.lever: #10, 9(2%)
minecraft.used.smooth_quartz: #10, 497(2%)
minecraft.used.glass_pane: #10, 100(2%)
minecraft.mined.mangrove_roots: #10, 328(2%)
minecraft.picked_up.white_stained_glass: #10, 210(2%)
minecraft.mined.orange_terracotta: #10, 904(1%)
minecraft.dropped.iron_helmet: #10, 2(2%)
minecraft.dropped.dark_oak_planks: #10, 48(1%)
minecraft.picked_up.mangrove_log: #10, 296(1%)
minecraft.dropped.moss_carpet: #10, 177(1%)
minecraft.dropped.rabbit: #10, 1(2%)
minecraft.picked_up.tropical_fish: #10, 68(1%)
minecraft.crafted.lime_concrete_powder: #10, 256(2%)
minecraft.used.sandstone: #10, 431(1%)
minecraft.crafted.green_dye: #10, 276(1%)
minecraft.picked_up.warped_fungus: #10, 109(1%)
minecraft.crafted.bookshelf: #10, 267(1%)
minecraft.crafted.mangrove_planks: #11, 1484(5%)
minecraft.picked_up.leather_boots: #10, 13(1%)
minecraft.dropped.feather: #10, 42(1%)
minecraft.mined.red_wall_banner: #10, 4(1%)
minecraft.crafted.polished_diorite: #10, 220(1%)
minecraft.picked_up.sculk_shrieker: #10, 14(1%)
minecraft.crafted.glowstone: #10, 228(1%)
minecraft.dropped.cooked_chicken: #10, 5(1%)
minecraft.picked_up.polished_basalt: #10, 70(1%)
minecraft.crafted.deepslate_tile_wall: #10, 12(1%)
minecraft.dropped.smooth_quartz_slab: #10, 8(2%)
minecraft.picked_up.hanging_roots: #10, 30(1%)
minecraft.used.polished_diorite: #10, 122(1%)
minecraft.picked_up.spruce_slab: #11, 537(4%)
minecraft.picked_up.jungle_planks: #10, 83(1%)
minecraft.dropped.smooth_stone: #10, 37(1%)
minecraft.mined.acacia_fence: #10, 1(1%)
minecraft.crafted.chiseled_bookshelf: #10, 10(1%)
minecraft.dropped.dispenser: #10, 14(1%)
minecraft.used.magenta_shulker_box: #10, 20(1%)
minecraft.dropped.sweet_berries: #10, 26(1%)
minecraft.used.cyan_shulker_box: #11, 324(3%)
minecraft.dropped.observer: #10, 9(1%)
minecraft.used.cobbled_deepslate: #11, 3912(4%)
minecraft.dropped.lava_bucket: #10, 1(1%)
minecraft.crafted.glass_bottle: #10, 522(1%)
minecraft.used.orange_stained_glass_pane: #10, 10(1%)
minecraft.picked_up.purple_stained_glass_pane: #10, 4(1%)
minecraft.crafted.jungle_fence_gate: #10, 4(1%)
minecraft.mined.gray_wool: #10, 33(0%)
minecraft.mined.sculk: #10, 338(0%)
minecraft.crafted.leather_horse_armor: #10, 1(1%)
minecraft.used.polished_granite_slab: #10, 43(1%)
minecraft.dropped.vine: #10, 3(1%)
minecraft.crafted.white_dye: #11, 4005(4%)
minecraft.crafted.mossy_cobblestone_wall: #10, 3(1%)
minecraft.dropped.brick: #10, 23(1%)
minecraft.mined.brown_concrete_powder: #10, 1(1%)
minecraft.mined.polished_blackstone_stairs: #10, 6(1%)
minecraft.dropped.warped_button: #10, 2(1%)
minecraft.dropped.stripped_birch_log: #10, 1(1%)
minecraft.dropped.salmon: #10, 9(1%)
minecraft.mined.blue_ice: #10, 49(1%)
minecraft.mined.polished_granite_slab: #10, 7(0%)
minecraft.mined.muddy_mangrove_roots: #10, 29(0%)
minecraft.crafted.smithing_table: #10, 8(0%)
minecraft.mined.sculk_vein: #10, 69(0%)
minecraft.mined.acacia_planks: #10, 7(0%)
minecraft.mined.stripped_oak_wood: #10, 7(0%)
minecraft.crafted.blackstone_slab: #10, 6(1%)
minecraft.picked_up.red_carpet: #10, 40(0%)
minecraft.mined.brick_slab: #10, 4(0%)
minecraft.picked_up.green_concrete_powder: #10, 40(0%)
minecraft.used.oak_fence: #11, 191(4%)
minecraft.mined.sandstone_slab: #10, 3(0%)
minecraft.mined.yellow_stained_glass_pane: #10, 1(0%)
minecraft.crafted.jungle_button: #10, 1(0%)
minecraft.picked_up.crimson_fence: #10, 1(0%)
minecraft.dropped.deepslate_brick_stairs: #10, 2(0%)
minecraft.used.dried_kelp_block: #10, 1(0%)
minecraft.dropped.warped_stem: #10, 3(0%)
minecraft.picked_up.sandstone_slab: #10, 2(0%)
minecraft.dropped.polished_blackstone: #10, 2(0%)
minecraft.used.acacia_planks: #10, 11(0%)
minecraft.mined.sculk_catalyst: #10, 6(0%)
minecraft.picked_up.red_concrete_powder: #10, 6(0%)
minecraft.used.shears: #11, 7564(4%)
minecraft.used.cooked_beef: #11, 338(3%)
minecraft.dropped.bow: #11, 110(2%)
minecraft.picked_up.iron_door: #11, 17(3%)
minecraft.mined.diorite: #11, 6741(2%)
minecraft.used.composter: #11, 150(3%)
minecraft.mined.gray_concrete: #11, 1289(3%)
