stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #9, 10748098(3%)
minecraft.custom.time_since_death: #9, 10748098(3%)
minecraft.custom.play_time: #34, 10748098(0%)
minecraft.custom.total_world_time: #34, 10748098(0%)
minecraft.custom.fly_one_cm: #38, 16250259(1%)
minecraft.custom.sneak_time: #40, 46156(0%)
minecraft.custom.leave_game: #41, 67(0%)
minecraft.custom.walk_on_water_one_cm: #41, 50493(0%)
minecraft.custom.walk_under_water_one_cm: #42, 92886(0%)
