stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #5, 19488464(5%)
minecraft.custom.time_since_death: #5, 19488464(5%)
minecraft.custom.play_time: #29, 19488464(1%)
minecraft.custom.total_world_time: #29, 19488464(1%)
minecraft.custom.leave_game: #36, 115(0%)
minecraft.custom.fly_one_cm: #39, 11357582(0%)
minecraft.custom.walk_on_water_one_cm: #40, 61148(0%)
minecraft.custom.walk_under_water_one_cm: #41, 134712(0%)
minecraft.custom.sneak_time: #47, 29307(0%)
