stat, rank, value, (percentage) 
minecraft.picked_up.lime_carpet: #2, 3855(12%)
minecraft.used.warped_fence: #3, 274(14%)
minecraft.dropped.mushroom_stew: #2, 14(16%)
minecraft.dropped.observer: #2, 83(9%)
minecraft.mined.pink_terracotta: #3, 185(19%)
minecraft.dropped.cooked_salmon: #2, 27(11%)
minecraft.killed_by.blaze: #2, 3(43%)
minecraft.picked_up.deepslate_tiles: #3, 896(8%)
minecraft.picked_up.potion: #4, 372(10%)
minecraft.mined.blue_concrete: #3, 320(13%)
minecraft.dropped.blackstone_wall: #2, 63(25%)
minecraft.dropped.gray_concrete_powder: #2, 41(31%)
minecraft.used.lime_glazed_terracotta: #2, 64(14%)
minecraft.used.dead_bubble_coral_block: #2, 166(25%)
minecraft.used.blue_concrete_powder: #3, 320(13%)
minecraft.picked_up.chest: #4, 2297(9%)
minecraft.used.cracked_stone_bricks: #3, 920(11%)
minecraft.mined.dark_prismarine_slab: #2, 223(8%)
minecraft.dropped.popped_chorus_fruit: #2, 61(40%)
minecraft.picked_up.mangrove_fence: #3, 36(15%)
minecraft.crafted.paper: #4, 63870(11%)
minecraft.used.sugar_cane: #3, 1025(9%)
minecraft.mined.chiseled_deepslate: #3, 53(18%)
minecraft.crafted.waxed_oxidized_cut_copper: #2, 132(24%)
minecraft.mined.beacon: #3, 43(9%)
minecraft.picked_up.iron_sword: #3, 21(9%)
minecraft.crafted.purpur_pillar: #2, 13(19%)
minecraft.used.red_nether_brick_wall: #2, 16(28%)
minecraft.crafted.coast_armor_trim_smithing_template: #2, 4(22%)
minecraft.mined.gray_banner: #2, 5(28%)
minecraft.used.blackstone_stairs: #2, 221(9%)
minecraft.crafted.waxed_oxidized_copper: #2, 422(18%)
minecraft.killed.shulker: #3, 363(10%)
minecraft.dropped.lime_concrete: #3, 76(21%)
minecraft.mined.mangrove_fence: #3, 36(16%)
minecraft.mined.cornflower: #3, 44(9%)
minecraft.used.green_glazed_terracotta: #3, 71(21%)
minecraft.mined.deepslate_brick_wall: #3, 115(15%)
minecraft.crafted.lime_carpet: #3, 3006(19%)
minecraft.used.netherite_chestplate: #2, 18(26%)
minecraft.picked_up.deepslate_tile_wall: #3, 221(9%)
minecraft.used.lime_carpet: #2, 3868(10%)
minecraft.mined.spruce_sign: #3, 9(8%)
minecraft.picked_up.pink_glazed_terracotta: #3, 67(20%)
minecraft.picked_up.enchanted_golden_apple: #2, 8(11%)
minecraft.crafted.black_concrete_powder: #3, 16632(9%)
minecraft.picked_up.slime_ball: #3, 2958(8%)
minecraft.dropped.light_blue_glazed_terracotta: #2, 11(50%)
minecraft.broken.chainmail_helmet: #2, 1(50%)
minecraft.dropped.chest_minecart: #2, 1(50%)
minecraft.dropped.wild_armor_trim_smithing_template: #2, 1(33%)
minecraft.mined.polished_blackstone_wall: #3, 145(15%)
minecraft.crafted.muddy_mangrove_roots: #3, 192(20%)
minecraft.custom.talked_to_villager: #4, 8064(10%)
minecraft.mined.cherry_door: #2, 6(24%)
minecraft.picked_up.suspicious_stew: #3, 22(10%)
minecraft.picked_up.light_gray_banner: #2, 8(12%)
minecraft.mined.lime_wool: #3, 149(11%)
minecraft.picked_up.sugar_cane: #3, 12787(7%)
minecraft.crafted.piston: #4, 3025(11%)
minecraft.dropped.acacia_planks: #3, 65(12%)
minecraft.mined.acacia_sign: #3, 7(15%)
minecraft.mined.polished_blackstone_slab: #3, 217(10%)
minecraft.picked_up.diamond_hoe: #3, 29(10%)
minecraft.dropped.cyan_concrete_powder: #2, 80(18%)
minecraft.crafted.quartz_block: #4, 11523(10%)
minecraft.used.light_gray_carpet: #3, 1386(8%)
minecraft.used.cyan_concrete: #3, 1425(9%)
minecraft.crafted.mud_brick_stairs: #2, 48(8%)
minecraft.used.deepslate_gold_ore: #3, 405(9%)
minecraft.dropped.tnt: #2, 2160(5%)
minecraft.used.sandstone: #4, 4696(12%)
minecraft.used.prismarine: #3, 1082(10%)
minecraft.used.bamboo_raft: #3, 30(12%)
minecraft.crafted.black_shulker_box: #3, 31(9%)
minecraft.mined.hopper: #4, 1047(11%)
minecraft.used.chest: #4, 3364(8%)
minecraft.mined.oak_wall_sign: #3, 63(7%)
minecraft.used.hopper: #4, 3645(10%)
minecraft.mined.smooth_stone: #3, 520(8%)
minecraft.picked_up.nether_brick_fence: #3, 251(13%)
minecraft.mined.deepslate_tile_wall: #3, 87(9%)
minecraft.crafted.magenta_wool: #2, 65(10%)
minecraft.picked_up.dead_tube_coral_block: #2, 131(8%)
minecraft.picked_up.polished_blackstone_stairs: #3, 306(10%)
minecraft.used.orange_glazed_terracotta: #2, 46(16%)
minecraft.crafted.gray_stained_glass_pane: #3, 368(10%)
minecraft.dropped.stone_sword: #3, 66(9%)
minecraft.dropped.nether_bricks: #3, 160(11%)
minecraft.used.wooden_pickaxe: #3, 38(7%)
minecraft.crafted.mangrove_sign: #3, 60(13%)
minecraft.dropped.coal: #3, 497(6%)
minecraft.used.spider_eye: #3, 23(29%)
minecraft.used.bricks: #3, 1126(8%)
minecraft.crafted.lime_glazed_terracotta: #2, 76(11%)
minecraft.dropped.sculk_shrieker: #2, 50(25%)
minecraft.picked_up.chest_minecart: #3, 7(13%)
minecraft.used.quartz_slab: #3, 1063(9%)
minecraft.crafted.quartz_pillar: #4, 3384(14%)
minecraft.picked_up.written_book: #4, 58(9%)
minecraft.mined.warped_stairs: #3, 95(10%)
minecraft.dropped.stone_bricks: #3, 470(7%)
minecraft.mined.dead_bubble_coral_block: #2, 163(9%)
minecraft.mined.polished_deepslate_slab: #3, 672(8%)
minecraft.dropped.chorus_flower: #2, 4(22%)
minecraft.dropped.smoker: #2, 1(33%)
minecraft.broken.netherite_shovel: #2, 1(33%)
minecraft.crafted.leather: #2, 7(33%)
minecraft.mined.brown_carpet: #2, 73(4%)
minecraft.picked_up.calcite: #4, 4459(9%)
minecraft.picked_up.yellow_glazed_terracotta: #3, 46(21%)
minecraft.mined.moss_block: #4, 12380(8%)
minecraft.mined.bubble_coral_block: #3, 302(12%)
minecraft.used.shulker_box: #4, 5926(8%)
minecraft.crafted.bread: #3, 2613(7%)
minecraft.picked_up.green_dye: #2, 4498(5%)
minecraft.picked_up.item_frame: #4, 526(8%)
minecraft.mined.polished_blackstone: #4, 290(12%)
minecraft.used.waxed_cut_copper_stairs: #3, 86(18%)
minecraft.dropped.shears: #4, 114(10%)
minecraft.mined.polished_blackstone_brick_wall: #3, 63(18%)
minecraft.used.furnace_minecart: #3, 17(12%)
minecraft.used.spruce_boat: #4, 79(9%)
minecraft.mined.composter: #4, 183(10%)
minecraft.picked_up.hopper: #4, 1104(10%)
minecraft.picked_up.brown_glazed_terracotta: #3, 188(11%)
minecraft.used.birch_trapdoor: #3, 153(7%)
minecraft.used.iron_bars: #4, 2113(10%)
minecraft.picked_up.shulker_box: #4, 5903(8%)
minecraft.used.green_dye: #3, 25(12%)
minecraft.mined.polished_blackstone_button: #3, 36(10%)
minecraft.dropped.warped_trapdoor: #3, 24(17%)
minecraft.mined.calcite: #4, 4220(9%)
minecraft.picked_up.orange_glazed_terracotta: #3, 35(15%)
minecraft.crafted.netherite_axe: #3, 2(12%)
minecraft.used.red_stained_glass: #3, 1153(8%)
minecraft.picked_up.spruce_boat: #4, 81(9%)
minecraft.crafted.magenta_glazed_terracotta: #3, 308(21%)
minecraft.mined.redstone_torch: #3, 165(6%)
minecraft.used.dead_fire_coral_block: #2, 130(12%)
minecraft.crafted.bow: #4, 473(9%)
minecraft.crafted.tnt: #4, 13804(11%)
minecraft.dropped.azure_bluet: #3, 52(7%)
minecraft.used.chiseled_quartz_block: #3, 124(10%)
minecraft.used.orange_stained_glass_pane: #3, 115(10%)
minecraft.mined.fire_coral_block: #3, 457(12%)
minecraft.used.redstone: #4, 7263(8%)
minecraft.used.yellow_concrete_powder: #4, 2157(11%)
minecraft.picked_up.tnt: #3, 4113(6%)
minecraft.crafted.netherite_shovel: #3, 3(18%)
minecraft.used.waxed_weathered_cut_copper_slab: #2, 227(6%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #2, 130(5%)
minecraft.picked_up.rabbit_foot: #3, 6(13%)
minecraft.dropped.light_gray_banner: #2, 1(20%)
minecraft.mined.orange_wool: #4, 248(12%)
minecraft.mined.orange_stained_glass_pane: #3, 20(16%)
minecraft.used.baked_potato: #3, 348(6%)
minecraft.picked_up.yellow_carpet: #3, 2174(9%)
minecraft.crafted.cobblestone_slab: #3, 822(6%)
minecraft.used.netherrack: #4, 14362(8%)
minecraft.dropped.orange_wool: #3, 256(14%)
minecraft.picked_up.yellow_terracotta: #4, 1682(9%)
minecraft.mined.light_blue_concrete: #3, 244(7%)
minecraft.mined.dark_oak_planks: #4, 645(8%)
minecraft.picked_up.prismarine_crystals: #3, 333(6%)
minecraft.custom.sneak_time: #6, 8764170(6%)
minecraft.used.black_concrete: #4, 10802(9%)
minecraft.picked_up.gray_bed: #3, 11(15%)
minecraft.picked_up.music_disc_pigstep: #3, 11(19%)
minecraft.crafted.polished_blackstone_bricks: #4, 1272(15%)
minecraft.picked_up.magma_cream: #4, 426(9%)
minecraft.crafted.purple_carpet: #2, 162(2%)
minecraft.picked_up.scaffolding: #4, 20160(9%)
minecraft.crafted.waxed_copper_block: #3, 419(18%)
minecraft.used.gray_bed: #3, 15(14%)
minecraft.picked_up.cobbled_deepslate_wall: #3, 84(8%)
minecraft.used.blue_concrete: #4, 271(14%)
minecraft.crafted.cookie: #3, 1170(18%)
minecraft.used.polished_blackstone_bricks: #3, 3977(6%)
minecraft.crafted.magenta_concrete: #2, 16(12%)
minecraft.mined.stripped_acacia_log: #3, 138(7%)
minecraft.custom.interact_with_stonecutter: #4, 827(7%)
minecraft.used.dried_kelp_block: #3, 64(12%)
minecraft.used.cherry_door: #3, 8(17%)
minecraft.custom.damage_absorbed: #4, 2145(9%)
minecraft.picked_up.prismarine_shard: #3, 799(8%)
minecraft.crafted.copper_ingot: #4, 7026(8%)
minecraft.picked_up.dead_horn_coral_block: #3, 451(15%)
minecraft.used.heavy_weighted_pressure_plate: #3, 647(7%)
minecraft.picked_up.blaze_rod: #4, 392(9%)
minecraft.custom.interact_with_smithing_table: #4, 111(7%)
minecraft.picked_up.iron_leggings: #3, 25(4%)
minecraft.custom.play_record: #4, 103(7%)
minecraft.mined.gold_block: #3, 279(5%)
minecraft.dropped.polished_deepslate_stairs: #3, 134(12%)
minecraft.used.netherite_sword: #3, 38143(10%)
minecraft.crafted.mushroom_stew: #3, 29(17%)
minecraft.mined.waxed_weathered_cut_copper_slab: #2, 31(2%)
minecraft.crafted.ender_chest: #4, 86(8%)
minecraft.used.music_disc_pigstep: #3, 9(24%)
minecraft.picked_up.composter: #4, 175(9%)
minecraft.custom.fill_cauldron: #3, 53(6%)
minecraft.picked_up.mud_brick_stairs: #4, 100(14%)
minecraft.mined.grass: #4, 4785(6%)
minecraft.picked_up.tall_grass: #3, 2(17%)
minecraft.mined.dark_prismarine: #4, 141(9%)
minecraft.used.andesite_wall: #3, 1011(6%)
minecraft.picked_up.polished_blackstone: #4, 530(10%)
minecraft.crafted.birch_slab: #4, 750(8%)
minecraft.mined.diorite: #4, 17032(6%)
minecraft.crafted.golden_shovel: #2, 1(5%)
minecraft.used.brick_stairs: #3, 85(8%)
minecraft.picked_up.cobblestone: #5, 120728(8%)
minecraft.picked_up.rabbit: #4, 32(12%)
minecraft.mined.horn_coral_block: #3, 358(8%)
minecraft.used.yellow_banner: #3, 24(10%)
minecraft.crafted.yellow_terracotta: #4, 1480(11%)
minecraft.mined.black_banner: #3, 3(14%)
minecraft.picked_up.oak_boat: #4, 92(7%)
minecraft.picked_up.enchanted_book: #4, 136(8%)
minecraft.used.black_concrete_powder: #4, 17392(9%)
minecraft.mined.mud_brick_stairs: #4, 89(14%)
minecraft.picked_up.bamboo_raft: #4, 29(12%)
minecraft.crafted.ward_armor_trim_smithing_template: #3, 4(21%)
minecraft.killed.skeleton: #4, 5969(6%)
minecraft.dropped.enchanted_book: #4, 135(10%)
minecraft.used.wooden_sword: #4, 341(9%)
minecraft.used.blackstone: #3, 5301(4%)
minecraft.mined.slime_block: #3, 666(4%)
minecraft.killed.phantom: #4, 72(8%)
minecraft.dropped.yellow_glazed_terracotta: #3, 12(20%)
minecraft.dropped.item_frame: #4, 36(9%)
minecraft.crafted.yellow_banner: #3, 44(9%)
minecraft.crafted.purple_concrete_powder: #4, 1280(13%)
minecraft.crafted.light_gray_terracotta: #4, 1208(13%)
minecraft.dropped.golden_pickaxe: #3, 2(14%)
minecraft.crafted.red_sand: #3, 24(33%)
minecraft.crafted.green_dye: #4, 2090(9%)
minecraft.dropped.prismarine_shard: #3, 642(9%)
minecraft.picked_up.cherry_door: #3, 6(19%)
minecraft.used.stripped_acacia_log: #3, 128(8%)
minecraft.crafted.cracked_stone_bricks: #4, 1102(12%)
minecraft.picked_up.deepslate_gold_ore: #4, 471(9%)
minecraft.used.polished_deepslate_wall: #4, 1496(9%)
minecraft.used.dark_oak_stairs: #4, 904(7%)
minecraft.picked_up.dark_prismarine_slab: #3, 189(6%)
minecraft.used.music_disc_mellohi: #3, 7(10%)
minecraft.used.dispenser: #4, 479(7%)
minecraft.used.jukebox: #4, 65(7%)
minecraft.used.beacon: #4, 60(7%)
minecraft.used.oak_boat: #4, 78(7%)
minecraft.crafted.apple: #3, 256(12%)
minecraft.used.waxed_cut_copper: #3, 67(9%)
minecraft.mined.lime_stained_glass_pane: #3, 90(8%)
minecraft.crafted.smooth_red_sandstone_stairs: #3, 23(15%)
minecraft.mined.mangrove_log: #4, 1026(9%)
minecraft.used.crimson_trapdoor: #4, 289(9%)
minecraft.used.birch_sapling: #4, 1456(7%)
minecraft.crafted.iron_boots: #4, 21(7%)
minecraft.mined.jungle_sign: #3, 3(11%)
minecraft.crafted.yellow_concrete_powder: #4, 2056(9%)
minecraft.crafted.blue_terracotta: #3, 1192(6%)
minecraft.mined.polished_deepslate: #4, 697(7%)
minecraft.picked_up.stone_pressure_plate: #4, 52(9%)
minecraft.used.purpur_slab: #3, 53(11%)
minecraft.picked_up.green_glazed_terracotta: #3, 69(8%)
minecraft.mined.red_terracotta: #4, 2706(7%)
minecraft.used.comparator: #5, 1264(11%)
minecraft.used.purple_terracotta: #4, 604(15%)
minecraft.picked_up.polished_diorite: #4, 397(8%)
minecraft.mined.netherrack: #4, 112199(6%)
minecraft.picked_up.note_block: #4, 127(7%)
minecraft.picked_up.bamboo_sign: #3, 3(14%)
minecraft.crafted.smooth_quartz_slab: #4, 912(11%)
minecraft.picked_up.cobbled_deepslate: #5, 81133(9%)
minecraft.mined.granite: #4, 16015(6%)
minecraft.used.smooth_red_sandstone_stairs: #3, 45(19%)
minecraft.picked_up.candle: #4, 77(9%)
minecraft.mined.end_stone: #3, 2265(3%)
minecraft.crafted.activator_rail: #3, 174(9%)
minecraft.crafted.stick: #5, 26784(7%)
minecraft.crafted.netherite_scrap: #3, 181(5%)
minecraft.used.purple_banner: #3, 2(12%)
minecraft.picked_up.name_tag: #3, 84(3%)
minecraft.picked_up.dark_oak_door: #4, 28(8%)
minecraft.picked_up.lime_stained_glass_pane: #3, 88(6%)
minecraft.crafted.iron_block: #4, 8869(6%)
minecraft.used.pink_terracotta: #3, 292(6%)
minecraft.picked_up.deepslate_tile_slab: #4, 306(7%)
minecraft.picked_up.end_stone: #3, 2144(3%)
minecraft.picked_up.polished_deepslate_slab: #5, 665(10%)
minecraft.dropped.cracked_deepslate_tiles: #3, 28(14%)
minecraft.used.netherite_axe: #4, 51582(12%)
minecraft.custom.inspect_dropper: #4, 1715(5%)
minecraft.used.glass_pane: #4, 465(9%)
minecraft.crafted.white_dye: #5, 9813(9%)
minecraft.crafted.shaper_armor_trim_smithing_template: #3, 6(23%)
minecraft.mined.light_gray_stained_glass: #3, 258(4%)
minecraft.crafted.tide_armor_trim_smithing_template: #3, 4(13%)
minecraft.crafted.yellow_bed: #3, 15(5%)
minecraft.used.dead_horn_coral_block: #3, 141(11%)
minecraft.crafted.blue_stained_glass_pane: #3, 176(4%)
minecraft.mined.dead_horn_coral_block: #3, 127(7%)
minecraft.picked_up.respawn_anchor: #3, 4(8%)
minecraft.picked_up.chiseled_polished_blackstone: #3, 58(5%)
minecraft.mined.purpur_block: #4, 360(8%)
minecraft.mined.potted_fern: #3, 1(20%)
minecraft.picked_up.chiseled_deepslate: #4, 113(11%)
minecraft.crafted.cyan_carpet: #4, 246(8%)
minecraft.picked_up.dark_oak_fence: #4, 246(6%)
minecraft.dropped.prismarine_crystals: #3, 162(4%)
minecraft.mined.lime_glazed_terracotta: #3, 4(10%)
minecraft.used.yellow_concrete: #4, 1050(7%)
minecraft.killed.slime: #4, 1622(7%)
minecraft.used.music_disc_chirp: #3, 5(7%)
minecraft.crafted.enchanting_table: #4, 5(8%)
minecraft.mined.respawn_anchor: #3, 3(7%)
minecraft.picked_up.cod: #4, 262(7%)
minecraft.used.detector_rail: #4, 60(9%)
minecraft.crafted.stone_pressure_plate: #4, 247(7%)
minecraft.mined.tripwire_hook: #4, 13(8%)
minecraft.picked_up.purpur_block: #4, 323(7%)
minecraft.dropped.end_rod: #4, 60(11%)
minecraft.mined.mangrove_roots: #4, 1363(7%)
minecraft.used.polished_diorite: #4, 1111(8%)
minecraft.used.note_block: #4, 287(5%)
minecraft.crafted.stonecutter: #4, 74(5%)
minecraft.picked_up.smooth_stone: #4, 872(6%)
minecraft.picked_up.deepslate_brick_stairs: #4, 333(6%)
minecraft.used.written_book: #4, 1646(5%)
minecraft.dropped.writable_book: #4, 10(8%)
minecraft.picked_up.music_disc_mellohi: #4, 9(11%)
minecraft.mined.shulker_box: #5, 5683(8%)
minecraft.crafted.spire_armor_trim_smithing_template: #3, 4(15%)
minecraft.crafted.powered_rail: #4, 1902(6%)
minecraft.mined.acacia_fence: #4, 9(13%)
minecraft.mined.dead_fire_coral_block: #3, 130(6%)
minecraft.crafted.green_glazed_terracotta: #3, 64(4%)
minecraft.dropped.white_dye: #4, 254(7%)
minecraft.picked_up.purple_banner: #3, 2(6%)
minecraft.used.warped_fungus_on_a_stick: #3, 73(5%)
minecraft.mined.soul_soil: #4, 1956(6%)
minecraft.crafted.light_gray_concrete: #3, 48(9%)
minecraft.picked_up.warped_stairs: #4, 95(8%)
minecraft.crafted.netherite_pickaxe: #4, 4(10%)
minecraft.crafted.clay: #4, 1566(9%)
minecraft.used.purple_stained_glass: #4, 1403(9%)
minecraft.mined.cut_sandstone: #4, 537(7%)
minecraft.mined.purple_terracotta: #3, 45(4%)
minecraft.crafted.smooth_red_sandstone_slab: #3, 28(6%)
minecraft.crafted.polished_diorite: #4, 1460(7%)
minecraft.dropped.deepslate_tile_slab: #4, 67(9%)
minecraft.mined.jungle_wall_sign: #3, 6(4%)
minecraft.used.quartz_stairs: #4, 274(8%)
minecraft.crafted.blue_stained_glass: #4, 512(8%)
minecraft.picked_up.wooden_hoe: #4, 8(10%)
minecraft.mined.nether_brick_wall: #3, 3(9%)
minecraft.dropped.black_wool: #3, 373(2%)
minecraft.killed.zombified_piglin: #3, 39989(2%)
minecraft.used.scaffolding: #5, 22881(9%)
minecraft.picked_up.acacia_fence: #4, 10(11%)
minecraft.mined.oak_slab: #5, 162(9%)
minecraft.mined.raw_copper_block: #4, 55(8%)
minecraft.used.netherite_shovel: #4, 207531(15%)
minecraft.dropped.green_dye: #3, 633(3%)
minecraft.picked_up.jungle_stairs: #3, 32(3%)
minecraft.used.lime_stained_glass_pane: #4, 213(9%)
minecraft.picked_up.smooth_sandstone: #4, 808(7%)
minecraft.dropped.cobblestone: #5, 5725(7%)
minecraft.mined.light_gray_concrete: #5, 2801(11%)
minecraft.mined.acacia_slab: #4, 34(12%)
minecraft.dropped.cooked_cod: #4, 13(7%)
minecraft.mined.light_blue_glazed_terracotta: #4, 11(19%)
minecraft.dropped.recovery_compass: #3, 1(10%)
minecraft.crafted.spruce_sign: #5, 201(8%)
minecraft.used.stone_brick_slab: #4, 1129(5%)
minecraft.mined.waxed_weathered_cut_copper: #3, 18(3%)
minecraft.mined.pink_carpet: #3, 35(3%)
minecraft.picked_up.purple_terracotta: #4, 306(9%)
minecraft.dropped.polished_blackstone_stairs: #3, 55(4%)
minecraft.used.cyan_terracotta: #5, 5334(8%)
minecraft.dropped.black_carpet: #4, 67(11%)
minecraft.used.music_disc_otherside: #4, 10(6%)
minecraft.picked_up.magenta_terracotta: #4, 223(11%)
minecraft.dropped.golden_carrot: #5, 696(7%)
minecraft.dropped.purple_concrete: #3, 36(9%)
minecraft.dropped.cyan_banner: #3, 1(9%)
minecraft.mined.gray_wall_banner: #3, 3(7%)
minecraft.crafted.black_bed: #4, 4(11%)
minecraft.crafted.tipped_arrow: #3, 24(6%)
minecraft.crafted.warped_fungus_on_a_stick: #4, 2(12%)
minecraft.picked_up.polished_blackstone_wall: #4, 153(10%)
minecraft.crafted.magenta_carpet: #3, 27(3%)
minecraft.custom.interact_with_crafting_table: #5, 4991(6%)
minecraft.mined.repeater: #4, 225(5%)
minecraft.custom.damage_dealt: #4, 2421863(3%)
minecraft.crafted.crafting_table: #5, 180(6%)
minecraft.picked_up.green_carpet: #3, 268(1%)
minecraft.mined.black_concrete_powder: #3, 177(1%)
minecraft.used.composter: #5, 413(8%)
minecraft.mined.bamboo_sapling: #4, 10(6%)
minecraft.picked_up.smooth_quartz: #5, 785(9%)
minecraft.crafted.dark_oak_planks: #5, 25096(7%)
minecraft.crafted.eye_armor_trim_smithing_template: #4, 4(20%)
minecraft.picked_up.dirt: #5, 68555(6%)
minecraft.crafted.golden_hoe: #3, 1(5%)
minecraft.crafted.spruce_button: #4, 100(5%)
minecraft.dropped.exposed_cut_copper: #3, 1(6%)
minecraft.crafted.dark_oak_fence_gate: #4, 148(6%)
minecraft.used.grindstone: #5, 109(8%)
minecraft.dropped.deepslate_diamond_ore: #4, 103(8%)
minecraft.dropped.soul_campfire: #3, 1(6%)
minecraft.used.red_sandstone: #3, 13(3%)
minecraft.used.horn_coral: #3, 5(2%)
minecraft.picked_up.heavy_weighted_pressure_plate: #3, 104(1%)
minecraft.picked_up.light_gray_concrete: #5, 2723(10%)
minecraft.custom.crouch_one_cm: #6, 44638549(6%)
minecraft.picked_up.blackstone_slab: #4, 56(8%)
minecraft.dropped.stripped_warped_stem: #3, 22(2%)
minecraft.used.smooth_red_sandstone: #3, 74(3%)
minecraft.picked_up.stripped_acacia_log: #4, 138(7%)
minecraft.mined.raw_gold_block: #3, 24(1%)
minecraft.picked_up.dead_tube_coral_fan: #3, 6(2%)
minecraft.crafted.orange_carpet: #3, 108(1%)
minecraft.used.gray_stained_glass_pane: #4, 197(8%)
minecraft.crafted.light_blue_carpet: #3, 120(1%)
minecraft.crafted.purpur_slab: #4, 48(16%)
minecraft.used.dark_oak_fence_gate: #4, 128(6%)
minecraft.crafted.black_candle: #3, 31(2%)
minecraft.used.black_candle: #3, 11(2%)
minecraft.used.dead_tube_coral_block: #3, 6(1%)
minecraft.dropped.powered_rail: #4, 70(6%)
minecraft.crafted.andesite_wall: #4, 384(7%)
minecraft.crafted.hopper: #5, 2634(8%)
minecraft.dropped.green_bed: #4, 2(18%)
minecraft.dropped.enchanted_golden_apple: #4, 2(18%)
minecraft.crafted.bowl: #4, 88(10%)
minecraft.crafted.bundle: #3, 10(1%)
minecraft.mined.purple_stained_glass: #4, 123(7%)
minecraft.killed.enderman: #5, 60798(7%)
minecraft.dropped.cracked_deepslate_bricks: #3, 11(1%)
minecraft.custom.interact_with_beacon: #5, 86(8%)
minecraft.picked_up.cut_sandstone: #4, 511(6%)
minecraft.crafted.black_stained_glass: #4, 7968(5%)
minecraft.used.magenta_candle: #3, 1(2%)
minecraft.used.smooth_red_sandstone_slab: #3, 24(1%)
minecraft.picked_up.crimson_stairs: #4, 44(8%)
minecraft.dropped.polished_blackstone_brick_stairs: #3, 8(1%)
minecraft.mined.tube_coral_block: #4, 144(7%)
minecraft.mined.polished_blackstone_brick_stairs: #4, 237(7%)
minecraft.dropped.lodestone: #3, 1(1%)
minecraft.used.iron_sword: #5, 921(7%)
minecraft.used.black_stained_glass: #4, 6816(5%)
minecraft.mined.heavy_weighted_pressure_plate: #3, 17(0%)
minecraft.crafted.gray_carpet: #5, 2364(8%)
minecraft.dropped.acacia_log: #4, 115(8%)
minecraft.mined.spruce_pressure_plate: #4, 6(7%)
minecraft.used.magenta_carpet: #3, 9(0%)
minecraft.picked_up.birch_sapling: #5, 1747(7%)
minecraft.crafted.warped_door: #4, 12(6%)
minecraft.mined.blackstone_slab: #4, 39(7%)
minecraft.mined.magenta_carpet: #3, 2(0%)
minecraft.crafted.gray_dye: #5, 2550(8%)
minecraft.picked_up.golden_carrot: #6, 2738(7%)
minecraft.used.purpur_pillar: #4, 29(7%)
minecraft.crafted.lead: #5, 88(10%)
minecraft.crafted.magenta_candle: #3, 1(0%)
minecraft.crafted.pink_candle: #3, 1(0%)
minecraft.dropped.rabbit_stew: #4, 1(20%)
minecraft.crafted.dark_oak_stairs: #5, 924(7%)
minecraft.mined.azalea: #5, 275(6%)
minecraft.dropped.book: #4, 31(5%)
minecraft.used.cauldron: #4, 179(4%)
minecraft.mined.black_wall_banner: #4, 17(12%)
minecraft.picked_up.gold_block: #4, 482(4%)
minecraft.picked_up.magenta_stained_glass_pane: #4, 14(12%)
minecraft.picked_up.light_blue_concrete: #4, 183(5%)
minecraft.custom.sprint_one_cm: #6, 159202190(5%)
minecraft.used.dropper: #5, 695(7%)
minecraft.dropped.elytra: #5, 20(5%)
minecraft.used.light_blue_concrete_powder: #4, 200(5%)
minecraft.used.dark_oak_hanging_sign: #4, 9(23%)
minecraft.crafted.cracked_deepslate_bricks: #4, 536(9%)
minecraft.crafted.wild_armor_trim_smithing_template: #4, 4(18%)
minecraft.used.black_wool: #5, 914(9%)
minecraft.picked_up.oak_slab: #5, 202(7%)
minecraft.mined.cut_copper_slab: #4, 45(7%)
minecraft.used.polished_deepslate_slab: #5, 3226(8%)
minecraft.crafted.diamond_axe: #5, 11(6%)
minecraft.mined.soul_sand: #5, 3401(7%)
minecraft.mined.chiseled_quartz_block: #4, 12(7%)
minecraft.mined.gray_wool: #4, 259(4%)
minecraft.picked_up.cut_copper_slab: #4, 45(6%)
minecraft.dropped.mud_brick_stairs: #4, 14(12%)
minecraft.mined.dark_oak_stairs: #5, 149(6%)
minecraft.dropped.ochre_froglight: #4, 31(10%)
minecraft.picked_up.spruce_slab: #5, 832(6%)
minecraft.custom.player_kills: #5, 50(5%)
minecraft.mined.purple_stained_glass_pane: #4, 25(8%)
minecraft.crafted.sea_lantern: #4, 1344(8%)
minecraft.crafted.mangrove_button: #4, 13(5%)
minecraft.custom.climb_one_cm: #6, 5075980(6%)
minecraft.crafted.red_terracotta: #4, 2088(4%)
minecraft.crafted.waxed_cut_copper_stairs: #4, 51(13%)
minecraft.crafted.gray_terracotta: #5, 2112(10%)
minecraft.custom.open_chest: #6, 49226(6%)
minecraft.crafted.golden_apple: #4, 144(4%)
minecraft.used.warped_planks: #5, 2239(8%)
minecraft.killed_by.vex: #5, 15(7%)
minecraft.mined.deepslate_gold_ore: #5, 967(6%)
minecraft.crafted.raiser_armor_trim_smithing_template: #4, 4(15%)
minecraft.crafted.host_armor_trim_smithing_template: #4, 4(15%)
minecraft.picked_up.purpur_pillar: #4, 64(4%)
minecraft.picked_up.dispenser: #5, 247(7%)
minecraft.picked_up.wooden_sword: #5, 73(7%)
minecraft.mined.birch_sign: #5, 26(7%)
minecraft.used.smooth_basalt: #4, 735(3%)
minecraft.crafted.birch_boat: #5, 11(8%)
minecraft.picked_up.red_terracotta: #5, 2729(6%)
minecraft.crafted.crimson_trapdoor: #5, 318(7%)
