stat, rank, value, (percentage) 
minecraft.crafted.white_stained_glass: #7, 3008(5%)
minecraft.crafted.oak_button: #7, 39(6%)
minecraft.crafted.purple_banner: #6, 2(3%)
minecraft.picked_up.warped_fungus_on_a_stick: #6, 1(3%)
minecraft.mined.grindstone: #7, 25(5%)
minecraft.dropped.emerald: #6, 1014(1%)
minecraft.mined.gray_concrete: #7, 1970(5%)
minecraft.picked_up.end_stone_brick_slab: #6, 1(4%)
minecraft.picked_up.ghast_tear: #7, 29(5%)
minecraft.dropped.loom: #6, 1(3%)
minecraft.dropped.dark_oak_trapdoor: #6, 15(1%)
minecraft.mined.purple_glazed_terracotta: #6, 2(4%)
minecraft.crafted.light_weighted_pressure_plate: #6, 106(1%)
minecraft.picked_up.pink_wool: #6, 63(1%)
minecraft.crafted.black_glazed_terracotta: #6, 52(2%)
minecraft.dropped.salmon: #6, 20(1%)
minecraft.dropped.light_gray_shulker_box: #6, 1(3%)
minecraft.used.music_disc_cat: #7, 17(7%)
minecraft.picked_up.plenty_pottery_sherd: #6, 1(3%)
minecraft.used.stripped_acacia_wood: #6, 6(2%)
minecraft.picked_up.flowering_azalea: #7, 348(4%)
minecraft.used.chiseled_nether_bricks: #6, 2(2%)
minecraft.mined.nether_gold_ore: #7, 394(4%)
minecraft.dropped.ice: #6, 50(1%)
minecraft.mined.bricks: #7, 162(5%)
minecraft.dropped.soul_sand: #6, 114(1%)
minecraft.picked_up.stripped_acacia_wood: #6, 8(2%)
minecraft.crafted.shield: #7, 14(5%)
minecraft.mined.lilac: #7, 25(5%)
minecraft.mined.quartz_block: #6, 97(1%)
minecraft.used.cyan_candle: #6, 10(2%)
minecraft.mined.waxed_exposed_cut_copper: #6, 2(1%)
minecraft.dropped.purple_wool: #6, 32(2%)
minecraft.used.end_stone: #6, 342(1%)
minecraft.crafted.polished_diorite_slab: #6, 12(1%)
minecraft.picked_up.red_sandstone: #6, 13(1%)
minecraft.crafted.silence_armor_trim_smithing_template: #6, 4(1%)
minecraft.mined.nether_brick_slab: #6, 6(2%)
minecraft.picked_up.redstone_torch: #7, 337(4%)
minecraft.used.nether_brick_slab: #6, 26(1%)
minecraft.dropped.soul_torch: #6, 6(1%)
minecraft.used.golden_leggings: #6, 1(2%)
minecraft.crafted.packed_ice: #6, 148(1%)
minecraft.crafted.pink_carpet: #6, 69(1%)
minecraft.picked_up.quartz_stairs: #7, 46(6%)
minecraft.dropped.fishing_rod: #7, 6(7%)
minecraft.picked_up.pink_terracotta: #7, 129(6%)
minecraft.dropped.mangrove_leaves: #6, 19(1%)
minecraft.picked_up.stripped_crimson_stem: #7, 153(4%)
minecraft.crafted.prismarine: #6, 144(1%)
minecraft.crafted.orange_concrete: #6, 16(1%)
minecraft.picked_up.lime_glazed_terracotta: #6, 3(1%)
minecraft.used.magenta_concrete: #6, 9(1%)
minecraft.dropped.cactus: #6, 74(0%)
minecraft.picked_up.smooth_quartz_stairs: #7, 74(4%)
minecraft.dropped.sculk_vein: #6, 3(1%)
minecraft.used.pearlescent_froglight: #7, 235(5%)
minecraft.used.diorite: #7, 802(3%)
minecraft.mined.waxed_oxidized_copper: #6, 5(1%)
minecraft.picked_up.light_weighted_pressure_plate: #6, 28(0%)
minecraft.used.calibrated_sculk_sensor: #6, 1(1%)
minecraft.used.end_stone_brick_slab: #6, 1(1%)
minecraft.mined.brick_stairs: #7, 14(6%)
minecraft.mined.sculk_catalyst: #6, 26(0%)
minecraft.used.waxed_oxidized_cut_copper_slab: #6, 31(0%)
minecraft.dropped.cod: #6, 16(0%)
minecraft.dropped.yellow_stained_glass_pane: #6, 1(0%)
minecraft.crafted.orange_stained_glass: #7, 1584(7%)
minecraft.dropped.red_mushroom: #7, 51(5%)
minecraft.picked_up.dried_kelp: #6, 8(0%)
minecraft.picked_up.mangrove_log: #7, 989(4%)
minecraft.dropped.mangrove_roots: #6, 22(0%)
minecraft.mined.birch_stairs: #7, 20(6%)
minecraft.used.light_blue_carpet: #6, 7(0%)
minecraft.used.orange_carpet: #6, 8(0%)
minecraft.mined.orange_carpet: #6, 1(0%)
minecraft.crafted.chiseled_stone_bricks: #7, 842(5%)
minecraft.picked_up.splash_potion: #7, 29(3%)
minecraft.used.gray_concrete: #7, 1822(5%)
minecraft.killed.elder_guardian: #7, 7(7%)
minecraft.dropped.stone: #7, 9440(3%)
minecraft.crafted.brown_terracotta: #7, 256(6%)
minecraft.mined.gray_stained_glass: #7, 41(6%)
minecraft.custom.walk_on_water_one_cm: #9, 5870366(4%)
minecraft.picked_up.sea_lantern: #7, 300(4%)
minecraft.mined.observer: #7, 302(3%)
minecraft.mined.stripped_crimson_stem: #7, 129(4%)
minecraft.used.stone_slab: #7, 2733(3%)
minecraft.dropped.sugar_cane: #7, 362(4%)
minecraft.mined.black_bed: #7, 37(5%)
minecraft.dropped.shulker_box: #7, 37(3%)
minecraft.used.cornflower: #7, 15(5%)
minecraft.mined.copper_ore: #8, 3957(6%)
minecraft.mined.anvil: #7, 37(3%)
minecraft.mined.snow: #7, 18558(3%)
minecraft.picked_up.obsidian: #7, 1364(3%)
minecraft.picked_up.dark_oak_trapdoor: #7, 129(3%)
minecraft.dropped.leather_helmet: #7, 9(3%)
minecraft.used.cobblestone_slab: #7, 519(3%)
minecraft.mined.glass: #8, 1218(6%)
minecraft.crafted.red_concrete_powder: #7, 1288(4%)
minecraft.crafted.cyan_stained_glass_pane: #7, 64(5%)
minecraft.dropped.gray_carpet: #7, 49(5%)
minecraft.dropped.totem_of_undying: #7, 34(3%)
minecraft.custom.walk_one_cm: #9, 168484976(5%)
minecraft.picked_up.spruce_pressure_plate: #7, 9(5%)
minecraft.mined.kelp_plant: #7, 389(3%)
minecraft.picked_up.soul_soil: #7, 846(3%)
minecraft.picked_up.mud_brick_slab: #7, 45(5%)
minecraft.crafted.light_gray_stained_glass: #7, 2352(4%)
minecraft.mined.black_stained_glass: #7, 167(3%)
minecraft.picked_up.sculk_sensor: #7, 143(3%)
minecraft.crafted.writable_book: #7, 38(3%)
minecraft.used.warped_door: #7, 6(5%)
minecraft.crafted.deepslate_brick_wall: #7, 29(4%)
minecraft.crafted.loom: #7, 66(4%)
minecraft.dropped.deepslate_tiles: #7, 32(4%)
minecraft.mined.mangrove_leaves: #7, 1988(3%)
minecraft.mined.chiseled_sandstone: #7, 7(5%)
minecraft.picked_up.purple_stained_glass_pane: #7, 21(5%)
minecraft.used.sculk: #7, 958(3%)
minecraft.mined.obsidian: #7, 1334(2%)
minecraft.used.cyan_carpet: #7, 129(3%)
minecraft.dropped.polished_diorite: #7, 53(4%)
minecraft.mined.tuff: #8, 8680(5%)
minecraft.picked_up.copper_ore: #8, 1641(6%)
minecraft.killed.cod: #7, 36(3%)
minecraft.picked_up.cyan_terracotta: #7, 447(2%)
minecraft.crafted.cherry_door: #7, 3(8%)
minecraft.used.spruce_pressure_plate: #7, 14(4%)
minecraft.crafted.polished_granite: #7, 576(3%)
minecraft.picked_up.pink_stained_glass: #7, 72(4%)
minecraft.mined.brown_concrete: #7, 96(3%)
minecraft.dropped.ghast_tear: #7, 4(4%)
minecraft.crafted.lever: #8, 317(6%)
minecraft.crafted.redstone_torch: #8, 4568(5%)
minecraft.picked_up.light_gray_stained_glass: #7, 195(3%)
minecraft.used.peony: #7, 9(3%)
minecraft.dropped.suspicious_stew: #7, 17(4%)
minecraft.used.mangrove_fence: #7, 61(3%)
minecraft.killed.spider: #8, 136(5%)
minecraft.mined.brain_coral_block: #7, 129(5%)
minecraft.dropped.amethyst_shard: #7, 196(3%)
minecraft.crafted.deepslate_tile_stairs: #7, 52(3%)
minecraft.used.deepslate_bricks: #8, 5784(5%)
minecraft.picked_up.sculk: #7, 1089(3%)
minecraft.killed.husk: #7, 6(3%)
minecraft.picked_up.cyan_dye: #7, 56(4%)
minecraft.used.muddy_mangrove_roots: #7, 57(4%)
minecraft.picked_up.birch_boat: #8, 17(5%)
minecraft.used.dirt: #8, 29025(4%)
minecraft.used.cyan_banner: #7, 7(5%)
minecraft.crafted.spruce_hanging_sign: #7, 6(6%)
minecraft.picked_up.mangrove_leaves: #7, 1495(2%)
minecraft.dropped.gray_concrete: #7, 26(4%)
minecraft.used.lantern: #8, 383(4%)
minecraft.crafted.jungle_sign: #7, 12(4%)
minecraft.picked_up.moss_carpet: #8, 2082(4%)
minecraft.crafted.polished_blackstone_stairs: #7, 20(3%)
minecraft.mined.gray_carpet: #7, 184(2%)
minecraft.used.cooked_cod: #7, 21(2%)
minecraft.picked_up.purple_dye: #7, 16(4%)
minecraft.dropped.oak_log: #7, 221(2%)
minecraft.dropped.chainmail_leggings: #7, 3(3%)
minecraft.picked_up.poisonous_potato: #8, 12(7%)
minecraft.crafted.netherite_ingot: #7, 46(2%)
minecraft.picked_up.sandstone: #8, 15837(6%)
minecraft.crafted.cooked_cod: #7, 34(4%)
minecraft.crafted.acacia_fence: #7, 33(4%)
minecraft.dropped.crimson_stem: #7, 123(3%)
minecraft.mined.light_gray_wall_banner: #7, 1(6%)
minecraft.used.acacia_wood: #7, 139(3%)
minecraft.mined.red_sand: #7, 879(2%)
minecraft.crafted.music_disc_5: #7, 1(5%)
minecraft.mined.cyan_stained_glass: #7, 15(3%)
minecraft.picked_up.prismarine_wall: #7, 2(5%)
minecraft.mined.fire_coral_wall_fan: #7, 43(2%)
minecraft.used.cactus: #8, 254(6%)
minecraft.mined.lever: #8, 73(5%)
minecraft.used.spyglass: #7, 92(1%)
minecraft.used.acacia_fence_gate: #7, 3(5%)
minecraft.used.oak_button: #7, 8(2%)
minecraft.mined.green_terracotta: #7, 199(1%)
minecraft.dropped.nether_gold_ore: #7, 13(2%)
minecraft.mined.crafting_table: #8, 249(4%)
minecraft.mined.bubble_coral: #7, 8(2%)
minecraft.picked_up.magenta_glazed_terracotta: #7, 34(2%)
minecraft.picked_up.gray_concrete_powder: #7, 228(2%)
minecraft.picked_up.black_dye: #7, 55(2%)
minecraft.mined.cake: #7, 2(3%)
minecraft.mined.mangrove_propagule: #7, 36(2%)
minecraft.picked_up.iron_pickaxe: #8, 8(5%)
minecraft.used.gray_terracotta: #7, 650(2%)
minecraft.mined.brain_coral_wall_fan: #7, 28(2%)
minecraft.mined.mossy_stone_brick_wall: #7, 3(4%)
minecraft.used.amethyst_block: #8, 848(6%)
minecraft.crafted.jungle_stairs: #7, 36(2%)
minecraft.dropped.raw_copper: #7, 140(1%)
minecraft.crafted.acacia_fence_gate: #7, 3(3%)
minecraft.dropped.smooth_quartz_stairs: #7, 2(3%)
minecraft.used.orange_stained_glass: #7, 246(2%)
minecraft.picked_up.mossy_cobblestone_wall: #7, 4(2%)
minecraft.dropped.white_stained_glass: #7, 32(2%)
minecraft.crafted.blackstone_stairs: #7, 8(2%)
minecraft.killed.zombie_villager: #8, 14(4%)
minecraft.broken.stone_shovel: #7, 3(2%)
minecraft.picked_up.cactus: #7, 1135(1%)
minecraft.dropped.polished_blackstone_bricks: #7, 78(2%)
minecraft.mined.detector_rail: #7, 4(2%)
minecraft.mined.blue_stained_glass: #7, 7(3%)
minecraft.picked_up.stripped_birch_log: #7, 72(1%)
minecraft.used.water_bucket: #8, 3090(4%)
minecraft.dropped.cherry_planks: #7, 3(3%)
minecraft.crafted.dropper: #8, 466(5%)
minecraft.dropped.light_gray_wool: #7, 57(2%)
minecraft.crafted.leather_horse_armor: #7, 2(1%)
minecraft.mined.black_concrete: #8, 3370(5%)
minecraft.dropped.warped_planks: #7, 12(1%)
minecraft.picked_up.magenta_dye: #7, 19(2%)
minecraft.mined.horn_coral_fan: #7, 5(1%)
minecraft.picked_up.cracked_deepslate_bricks: #7, 50(1%)
minecraft.picked_up.dark_oak_log: #8, 8365(4%)
minecraft.dropped.golden_axe: #7, 1(3%)
minecraft.mined.gray_stained_glass_pane: #7, 9(2%)
minecraft.crafted.compass: #7, 180(1%)
minecraft.used.daylight_detector: #7, 10(1%)
minecraft.crafted.honeycomb_block: #7, 192(1%)
minecraft.mined.purple_concrete_powder: #7, 2(2%)
minecraft.picked_up.nether_brick_slab: #7, 11(2%)
minecraft.picked_up.cyan_stained_glass_pane: #7, 5(1%)
minecraft.mined.chipped_anvil: #8, 18(5%)
minecraft.mined.cobblestone: #8, 1860(3%)
minecraft.mined.furnace: #8, 110(4%)
minecraft.crafted.golden_carrot: #8, 3609(5%)
minecraft.picked_up.yellow_concrete_powder: #7, 75(1%)
minecraft.dropped.note_block: #7, 3(2%)
minecraft.picked_up.warped_wart_block: #8, 2701(5%)
minecraft.mined.dead_bush: #8, 211(5%)
minecraft.picked_up.blast_furnace: #8, 23(5%)
minecraft.crafted.dried_kelp_block: #7, 64(1%)
minecraft.mined.light_gray_bed: #7, 13(1%)
minecraft.used.lapis_ore: #8, 48(6%)
minecraft.crafted.waxed_cut_copper: #7, 9(2%)
minecraft.crafted.end_stone_brick_slab: #7, 6(1%)
minecraft.used.light_gray_bed: #7, 14(1%)
minecraft.crafted.blackstone_slab: #7, 12(1%)
minecraft.picked_up.white_dye: #8, 196(4%)
minecraft.dropped.beetroot_seeds: #7, 7(1%)
minecraft.crafted.polished_granite_stairs: #7, 4(1%)
minecraft.dropped.red_banner: #7, 1(1%)
minecraft.killed.creeper: #7, 283(0%)
minecraft.crafted.gray_glazed_terracotta: #7, 48(1%)
minecraft.picked_up.raw_copper: #8, 9408(3%)
minecraft.used.polished_blackstone_brick_stairs: #7, 123(1%)
minecraft.custom.walk_under_water_one_cm: #9, 9364474(3%)
minecraft.crafted.observer: #8, 1005(4%)
minecraft.crafted.magenta_stained_glass: #7, 96(1%)
minecraft.crafted.purple_wool: #7, 11(1%)
minecraft.crafted.lightning_rod: #8, 169(5%)
minecraft.used.polished_blackstone_brick_slab: #7, 46(1%)
minecraft.picked_up.saddle: #8, 17(4%)
minecraft.used.acacia_planks: #7, 58(0%)
minecraft.dropped.moss_block: #8, 430(4%)
minecraft.mined.polished_blackstone_pressure_plate: #7, 1(1%)
minecraft.crafted.prismarine_bricks: #7, 92(1%)
minecraft.picked_up.raw_iron_block: #7, 28(0%)
minecraft.dropped.warped_stem: #7, 7(0%)
minecraft.crafted.crimson_sign: #7, 9(0%)
minecraft.crafted.calibrated_sculk_sensor: #7, 1(0%)
minecraft.dropped.light_gray_concrete: #7, 7(0%)
minecraft.used.magenta_stained_glass: #7, 20(0%)
minecraft.picked_up.polished_blackstone_pressure_plate: #7, 1(0%)
minecraft.mined.moss_carpet: #8, 361(3%)
minecraft.used.brown_candle: #7, 1(0%)
minecraft.picked_up.purple_carpet: #7, 17(0%)
minecraft.crafted.stone_slab: #8, 1882(4%)
minecraft.picked_up.blackstone: #8, 6096(4%)
minecraft.picked_up.dark_oak_stairs: #8, 153(3%)
minecraft.crafted.comparator: #8, 464(4%)
minecraft.dropped.water_bucket: #8, 15(3%)
minecraft.picked_up.cobbled_deepslate_stairs: #8, 67(4%)
minecraft.picked_up.kelp: #8, 3651(3%)
minecraft.picked_up.oak_pressure_plate: #8, 3(5%)
minecraft.used.white_stained_glass: #8, 1758(4%)
minecraft.picked_up.andesite_stairs: #8, 34(5%)
minecraft.used.tripwire_hook: #8, 23(4%)
minecraft.crafted.dark_oak_sign: #8, 69(4%)
minecraft.used.black_bed: #8, 41(6%)
minecraft.picked_up.iron_trapdoor: #8, 64(4%)
minecraft.dropped.andesite: #8, 683(3%)
minecraft.picked_up.white_stained_glass_pane: #8, 76(4%)
minecraft.crafted.lime_shulker_box: #8, 7(4%)
minecraft.picked_up.phantom_membrane: #8, 36(3%)
minecraft.used.andesite_stairs: #8, 122(4%)
minecraft.dropped.trident: #8, 2(6%)
minecraft.used.glass_bottle: #8, 299(3%)
minecraft.picked_up.blue_concrete: #8, 89(4%)
minecraft.mined.pink_petals: #8, 92(4%)
minecraft.dropped.spruce_fence: #8, 23(4%)
minecraft.crafted.birch_sign: #8, 96(2%)
minecraft.custom.fly_one_cm: #10, 110760512(4%)
minecraft.dropped.scaffolding: #8, 403(3%)
minecraft.picked_up.yellow_concrete: #8, 319(3%)
minecraft.used.item_frame: #9, 615(6%)
minecraft.dropped.iron_boots: #8, 25(3%)
minecraft.dropped.bone: #8, 860(2%)
minecraft.dropped.acacia_sapling: #8, 18(4%)
minecraft.used.brush: #8, 130(5%)
minecraft.picked_up.gray_stained_glass_pane: #8, 52(5%)
minecraft.picked_up.slime_block: #8, 510(2%)
minecraft.picked_up.stone_slab: #9, 1205(6%)
minecraft.picked_up.torch: #9, 5010(4%)
minecraft.mined.cyan_carpet: #8, 27(4%)
minecraft.dropped.netherite_axe: #8, 3(4%)
minecraft.crafted.red_wool: #8, 249(3%)
minecraft.crafted.acacia_wood: #8, 276(4%)
minecraft.used.light_gray_stained_glass_pane: #8, 96(3%)
minecraft.mined.acacia_trapdoor: #8, 52(4%)
minecraft.mined.soul_lantern: #8, 17(3%)
minecraft.picked_up.mangrove_sign: #8, 6(3%)
minecraft.dropped.axolotl_bucket: #8, 1(7%)
minecraft.dropped.wheat: #8, 79(2%)
minecraft.crafted.acacia_trapdoor: #8, 364(4%)
minecraft.dropped.diamond_chestplate: #8, 2(4%)
minecraft.crafted.warped_stairs: #8, 216(3%)
minecraft.dropped.oxeye_daisy: #8, 10(4%)
minecraft.used.red_wool: #8, 263(3%)
minecraft.picked_up.tuff: #9, 8260(5%)
minecraft.used.redstone_block: #8, 498(2%)
minecraft.dropped.rabbit: #8, 2(4%)
minecraft.crafted.purple_dye: #8, 760(2%)
minecraft.picked_up.polished_andesite: #8, 241(2%)
minecraft.mined.spruce_fence_gate: #8, 25(3%)
minecraft.dropped.potion: #8, 56(2%)
minecraft.crafted.spruce_slab: #9, 3708(5%)
minecraft.crafted.oak_pressure_plate: #8, 4(3%)
minecraft.mined.warped_stem: #8, 659(2%)
minecraft.crafted.end_crystal: #8, 5(5%)
minecraft.dropped.spyglass: #8, 2(6%)
minecraft.dropped.calcite: #8, 71(2%)
minecraft.picked_up.warped_stem: #8, 644(2%)
minecraft.used.light_gray_wool: #8, 787(2%)
minecraft.used.raw_copper_block: #8, 55(3%)
minecraft.picked_up.azure_bluet: #8, 116(2%)
minecraft.picked_up.experience_bottle: #8, 69(2%)
minecraft.picked_up.lead: #9, 177(4%)
minecraft.mined.yellow_concrete: #8, 296(2%)
minecraft.crafted.crimson_stairs: #8, 76(2%)
minecraft.mined.sculk: #8, 1404(2%)
minecraft.dropped.golden_chestplate: #8, 8(2%)
minecraft.dropped.netherite_ingot: #8, 2(3%)
minecraft.crafted.mangrove_fence: #8, 45(2%)
minecraft.picked_up.brick_stairs: #8, 15(3%)
minecraft.mined.quartz_pillar: #8, 41(2%)
minecraft.killed.ender_dragon: #8, 1(5%)
minecraft.crafted.fermented_spider_eye: #8, 37(2%)
minecraft.dropped.flint: #8, 155(1%)
minecraft.mined.sculk_sensor: #8, 117(2%)
minecraft.used.netherite_hoe: #8, 7335(3%)
minecraft.picked_up.red_sand: #8, 867(2%)
minecraft.used.andesite_slab: #8, 188(2%)
minecraft.dropped.magma_block: #8, 19(2%)
minecraft.crafted.light_gray_shulker_box: #8, 4(2%)
minecraft.mined.oak_button: #8, 3(3%)
minecraft.custom.interact_with_blast_furnace: #9, 273(5%)
minecraft.mined.sand: #9, 75353(4%)
minecraft.used.egg: #8, 424(1%)
minecraft.crafted.gold_block: #8, 727(1%)
minecraft.crafted.gold_ingot: #8, 10018(1%)
minecraft.mined.piston_head: #8, 8(2%)
minecraft.dropped.glow_berries: #8, 12(2%)
minecraft.dropped.netherrack: #8, 6633(1%)
minecraft.used.white_candle: #8, 4(3%)
minecraft.killed.iron_golem: #8, 6(2%)
minecraft.crafted.andesite: #8, 808(3%)
minecraft.crafted.andesite_slab: #8, 132(2%)
minecraft.crafted.amethyst_block: #8, 151(3%)
minecraft.mined.fire_coral: #8, 9(2%)
minecraft.picked_up.fire_coral: #8, 8(2%)
minecraft.used.carved_pumpkin: #9, 32(4%)
minecraft.killed.warden: #8, 3(3%)
minecraft.crafted.diamond_boots: #9, 8(5%)
minecraft.dropped.acacia_boat: #8, 1(4%)
minecraft.picked_up.green_terracotta: #8, 192(1%)
minecraft.mined.red_mushroom: #8, 23(2%)
minecraft.picked_up.crafting_table: #9, 264(3%)
minecraft.used.orange_terracotta: #8, 129(1%)
minecraft.mined.fire_coral_fan: #8, 7(2%)
minecraft.crafted.polished_deepslate_slab: #8, 234(1%)
minecraft.dropped.smooth_stone: #8, 59(2%)
minecraft.crafted.light_gray_dye: #9, 1497(5%)
minecraft.used.netherite_leggings: #8, 7(2%)
minecraft.crafted.dark_oak_boat: #8, 5(1%)
minecraft.dropped.iron_hoe: #8, 1(3%)
minecraft.mined.prismarine_wall: #8, 1(3%)
minecraft.dropped.lime_terracotta: #8, 20(2%)
minecraft.crafted.stone_sword: #8, 4(1%)
minecraft.used.magenta_wool: #8, 74(2%)
minecraft.mined.soul_campfire: #8, 2(2%)
minecraft.picked_up.activator_rail: #8, 17(2%)
minecraft.picked_up.cooked_mutton: #8, 9(1%)
minecraft.picked_up.bubble_coral: #8, 5(1%)
minecraft.used.brown_terracotta: #8, 216(1%)
minecraft.mined.sponge: #8, 131(1%)
minecraft.used.goat_horn: #8, 4(1%)
minecraft.mined.jungle_door: #8, 1(2%)
minecraft.used.waxed_exposed_copper: #8, 13(2%)
minecraft.killed.glow_squid: #9, 73(5%)
minecraft.dropped.deepslate_bricks: #8, 33(1%)
minecraft.picked_up.andesite: #9, 10260(4%)
minecraft.used.andesite: #9, 2776(4%)
minecraft.crafted.quartz_bricks: #8, 24(2%)
minecraft.mined.white_candle: #8, 1(2%)
minecraft.mined.pink_concrete: #8, 68(1%)
minecraft.dropped.dark_oak_fence: #8, 12(1%)
minecraft.crafted.pink_stained_glass: #8, 144(1%)
minecraft.mined.cyan_wool: #8, 8(1%)
minecraft.used.green_stained_glass: #8, 77(1%)
minecraft.mined.muddy_mangrove_roots: #8, 61(1%)
minecraft.used.brown_carpet: #8, 105(1%)
minecraft.picked_up.waxed_exposed_cut_copper: #8, 4(1%)
minecraft.picked_up.light_gray_bed: #8, 13(1%)
minecraft.crafted.red_banner: #8, 21(1%)
minecraft.mined.bubble_coral_fan: #8, 5(1%)
minecraft.used.spruce_hanging_sign: #8, 1(2%)
minecraft.picked_up.explorer_pottery_sherd: #8, 1(2%)
minecraft.picked_up.azalea: #9, 576(4%)
minecraft.dropped.black_dye: #8, 12(1%)
minecraft.dropped.mud_bricks: #8, 8(1%)
minecraft.crafted.polished_blackstone_brick_stairs: #8, 7(1%)
minecraft.picked_up.lime_dye: #8, 27(1%)
minecraft.dropped.white_concrete: #8, 65(1%)
minecraft.dropped.diamond_helmet: #9, 5(4%)
minecraft.picked_up.white_candle: #8, 2(1%)
minecraft.crafted.nether_brick: #8, 152(1%)
minecraft.used.pink_stained_glass: #8, 74(1%)
minecraft.picked_up.cyan_banner: #8, 1(1%)
minecraft.mined.iron_bars: #9, 126(5%)
minecraft.dropped.cracked_polished_blackstone_bricks: #8, 13(1%)
minecraft.dropped.jungle_sapling: #8, 3(1%)
minecraft.picked_up.gray_concrete: #9, 1569(4%)
minecraft.dropped.cracked_stone_bricks: #8, 6(1%)
minecraft.picked_up.hopper_minecart: #8, 21(0%)
minecraft.dropped.stripped_crimson_stem: #8, 1(1%)
minecraft.used.yellow_candle: #8, 9(1%)
minecraft.used.lead: #9, 4(5%)
minecraft.used.waxed_exposed_cut_copper_stairs: #8, 5(1%)
minecraft.crafted.purple_glazed_terracotta: #8, 20(1%)
minecraft.mined.brick_slab: #8, 6(0%)
minecraft.used.spruce_stairs: #9, 704(4%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #8, 2(1%)
minecraft.crafted.daylight_detector: #8, 5(0%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #8, 2(1%)
minecraft.crafted.sugar: #8, 81(0%)
minecraft.dropped.black_stained_glass: #8, 4(0%)
minecraft.used.cut_copper_slab: #8, 45(0%)
minecraft.dropped.cornflower: #8, 16(0%)
minecraft.dropped.polished_blackstone_slab: #8, 5(0%)
minecraft.used.bucket: #9, 3579(3%)
minecraft.crafted.filled_map: #8, 58(0%)
minecraft.mined.jungle_trapdoor: #8, 16(0%)
minecraft.picked_up.cyan_wool: #8, 7(0%)
minecraft.dropped.sandstone_slab: #8, 2(0%)
minecraft.dropped.deepslate_brick_stairs: #8, 3(0%)
minecraft.mined.gray_terracotta: #8, 42(0%)
minecraft.dropped.quartz_block: #8, 11(0%)
minecraft.crafted.stone_bricks: #9, 6380(4%)
minecraft.mined.light_weighted_pressure_plate: #8, 7(0%)
minecraft.mined.stripped_crimson_hyphae: #8, 1(0%)
minecraft.used.crimson_pressure_plate: #8, 1(0%)
minecraft.picked_up.orange_carpet: #8, 1(0%)
minecraft.mined.nether_quartz_ore: #9, 2049(3%)
minecraft.dropped.diamond_leggings: #9, 7(3%)
minecraft.used.armor_stand: #9, 109(3%)
minecraft.picked_up.black_concrete: #9, 1961(4%)
minecraft.picked_up.chainmail_leggings: #9, 5(5%)
minecraft.picked_up.lilac: #9, 442(4%)
minecraft.mined.cobbled_deepslate: #9, 658(3%)
minecraft.used.lava_bucket: #9, 362(3%)
minecraft.used.diamond_hoe: #9, 16208(4%)
minecraft.crafted.diamond_helmet: #9, 4(3%)
minecraft.used.stone_bricks: #9, 4653(3%)
minecraft.picked_up.golden_pickaxe: #9, 2(6%)
minecraft.dropped.carved_pumpkin: #9, 61(2%)
minecraft.used.smooth_stone: #9, 872(3%)
minecraft.picked_up.tripwire_hook: #9, 16(4%)
minecraft.picked_up.salmon: #9, 73(3%)
minecraft.custom.sleep_in_bed: #10, 1611(4%)
minecraft.dropped.netherite_pickaxe: #9, 7(3%)
minecraft.mined.white_stained_glass: #9, 283(4%)
minecraft.used.oak_pressure_plate: #9, 4(5%)
minecraft.custom.enchant_item: #9, 55(2%)
minecraft.crafted.netherite_sword: #9, 1(7%)
minecraft.picked_up.gray_wool: #9, 337(3%)
minecraft.crafted.raw_iron_block: #9, 192(3%)
minecraft.used.firework_rocket: #10, 33139(4%)
minecraft.picked_up.acacia_trapdoor: #9, 73(4%)
minecraft.picked_up.target: #9, 24(3%)
minecraft.dropped.minecart: #9, 19(4%)
minecraft.crafted.light_gray_stained_glass_pane: #9, 160(4%)
minecraft.picked_up.baked_potato: #9, 60(3%)
minecraft.picked_up.golden_chestplate: #9, 10(3%)
minecraft.used.red_concrete_powder: #9, 855(3%)
minecraft.mined.crimson_trapdoor: #9, 14(3%)
minecraft.mined.tinted_glass: #9, 101(3%)
minecraft.dropped.smooth_basalt: #9, 66(3%)
minecraft.custom.interact_with_cartography_table: #9, 22(3%)
minecraft.dropped.hopper: #9, 34(4%)
minecraft.mined.mud: #9, 2644(2%)
minecraft.dropped.poisonous_potato: #9, 2(4%)
minecraft.picked_up.stone_shovel: #9, 3(3%)
minecraft.picked_up.white_stained_glass: #9, 339(3%)
minecraft.crafted.diamond_chestplate: #9, 6(2%)
minecraft.used.tadpole_bucket: #9, 6(5%)
minecraft.picked_up.gunpowder: #9, 1988(2%)
minecraft.used.brown_concrete_powder: #9, 96(2%)
minecraft.crafted.packed_mud: #9, 755(2%)
minecraft.used.end_crystal: #9, 4(5%)
minecraft.dropped.dark_oak_log: #9, 184(2%)
minecraft.used.milk_bucket: #9, 5(3%)
minecraft.dropped.basalt: #9, 568(2%)
minecraft.used.acacia_trapdoor: #9, 280(3%)
minecraft.used.lever: #10, 325(5%)
minecraft.picked_up.deepslate_diamond_ore: #9, 388(2%)
minecraft.picked_up.detector_rail: #9, 13(3%)
minecraft.mined.cobbled_deepslate_stairs: #9, 18(2%)
minecraft.used.warped_button: #9, 18(2%)
minecraft.picked_up.spectral_arrow: #9, 425(2%)
