stat, rank, value, (percentage) 
minecraft.dropped.wooden_shovel: #4, 13(8%)
minecraft.used.cyan_dye: #4, 38(9%)
minecraft.picked_up.mushroom_stew: #4, 16(13%)
minecraft.mined.dark_oak_sign: #4, 5(7%)
minecraft.picked_up.brown_candle: #3, 6(2%)
minecraft.used.spruce_slab: #5, 3542(8%)
minecraft.mined.campfire: #4, 47(5%)
minecraft.used.stripped_warped_hyphae: #4, 186(7%)
minecraft.dropped.chorus_fruit: #4, 160(6%)
minecraft.crafted.crossbow: #4, 14(10%)
minecraft.picked_up.tube_coral_fan: #4, 136(6%)
minecraft.used.item_frame: #5, 782(7%)
minecraft.used.red_dye: #4, 34(6%)
minecraft.custom.interact_with_smoker: #4, 36(6%)
minecraft.dropped.magenta_stained_glass_pane: #3, 2(4%)
minecraft.used.stripped_cherry_log: #3, 14(2%)
minecraft.picked_up.blackstone_stairs: #4, 37(11%)
minecraft.mined.horn_coral_wall_fan: #4, 100(6%)
minecraft.used.pitcher_plant: #4, 18(10%)
minecraft.mined.prismarine_slab: #3, 6(4%)
minecraft.used.glow_berries: #5, 309(7%)
minecraft.picked_up.prismarine_slab: #3, 5(3%)
minecraft.used.diorite: #5, 1594(7%)
minecraft.picked_up.cooked_beef: #5, 467(8%)
minecraft.mined.pitcher_plant: #4, 6(9%)
minecraft.used.prismarine_slab: #3, 37(2%)
minecraft.used.ladder: #5, 619(7%)
minecraft.picked_up.andesite_slab: #4, 74(6%)
minecraft.custom.sneak_time: #7, 8264502(6%)
minecraft.crafted.brown_candle: #3, 24(1%)
minecraft.used.mud_brick_wall: #4, 100(8%)
minecraft.killed.chicken: #4, 860(4%)
minecraft.used.polished_blackstone_bricks: #4, 3288(5%)
minecraft.dropped.netherite_block: #3, 1(1%)
minecraft.dropped.smooth_quartz_stairs: #4, 8(13%)
minecraft.picked_up.crimson_stem: #5, 3197(8%)
minecraft.mined.player_wall_head: #5, 52(7%)
minecraft.dropped.mangrove_boat: #4, 1(25%)
minecraft.killed_by.vindicator: #4, 2(14%)
minecraft.used.smooth_sandstone_slab: #4, 642(9%)
minecraft.mined.tall_seagrass: #4, 212(4%)
minecraft.picked_up.bowl: #5, 39(10%)
minecraft.picked_up.bubble_coral_fan: #4, 129(5%)
minecraft.used.blackstone_slab: #4, 282(6%)
minecraft.picked_up.danger_pottery_sherd: #4, 3(12%)
minecraft.used.oxidized_cut_copper_slab: #4, 617(5%)
minecraft.picked_up.mossy_stone_brick_slab: #4, 14(6%)
minecraft.used.cooked_beef: #5, 749(7%)
minecraft.picked_up.glow_ink_sac: #5, 911(7%)
minecraft.used.rooted_dirt: #4, 360(4%)
minecraft.mined.brain_coral_fan: #4, 23(6%)
minecraft.mined.sandstone_stairs: #4, 29(8%)
minecraft.mined.mangrove_trapdoor: #4, 86(4%)
minecraft.used.wooden_hoe: #4, 80(13%)
minecraft.mined.chorus_plant: #4, 29(5%)
minecraft.used.gold_ore: #5, 87(9%)
minecraft.mined.bubble_coral_wall_fan: #4, 95(4%)
minecraft.dropped.seagrass: #4, 15(7%)
minecraft.picked_up.sandstone_stairs: #4, 29(7%)
minecraft.dropped.spruce_pressure_plate: #4, 8(9%)
minecraft.used.lilac: #5, 58(8%)
minecraft.picked_up.magenta_wool: #4, 237(5%)
minecraft.picked_up.trident: #5, 21(9%)
minecraft.dropped.pufferfish_bucket: #4, 1(20%)
minecraft.picked_up.yellow_concrete: #5, 831(7%)
minecraft.used.light_blue_terracotta: #4, 806(5%)
minecraft.picked_up.crimson_door: #4, 2(8%)
minecraft.mined.prismarine_stairs: #4, 6(19%)
minecraft.picked_up.chorus_flower: #4, 57(5%)
minecraft.mined.sandstone: #5, 18799(7%)
minecraft.crafted.cherry_trapdoor: #4, 26(9%)
minecraft.picked_up.netherite_sword: #5, 28(9%)
minecraft.custom.interact_with_loom: #5, 52(7%)
minecraft.custom.fish_caught: #4, 30(6%)
minecraft.crafted.pink_carpet: #4, 480(5%)
minecraft.mined.cornflower: #5, 36(7%)
minecraft.used.rose_bush: #4, 34(3%)
minecraft.picked_up.feather: #5, 2262(5%)
minecraft.picked_up.dark_oak_hanging_sign: #4, 3(16%)
minecraft.picked_up.pink_terracotta: #5, 192(9%)
minecraft.used.red_banner: #5, 110(9%)
minecraft.used.green_concrete_powder: #4, 1294(3%)
minecraft.used.warped_stem: #5, 3023(7%)
minecraft.used.azalea: #5, 325(6%)
minecraft.mined.stripped_crimson_hyphae: #4, 54(7%)
minecraft.crafted.compass: #4, 573(2%)
minecraft.picked_up.egg: #5, 1666(5%)
minecraft.picked_up.cherry_log: #5, 686(7%)
minecraft.crafted.netherite_upgrade_smithing_template: #4, 10(9%)
minecraft.picked_up.cooked_porkchop: #4, 1427(1%)
minecraft.dropped.oak_wood: #4, 16(7%)
minecraft.crafted.blue_concrete_powder: #4, 512(3%)
minecraft.dropped.blue_stained_glass_pane: #4, 4(10%)
minecraft.picked_up.oxidized_cut_copper_stairs: #5, 83(8%)
minecraft.mined.beetroots: #4, 69(4%)
minecraft.used.lantern: #6, 652(8%)
minecraft.picked_up.item_frame: #6, 499(8%)
minecraft.picked_up.spruce_pressure_plate: #5, 18(9%)
minecraft.mined.potted_allium: #4, 2(10%)
minecraft.used.cherry_door: #4, 3(7%)
minecraft.used.pink_carpet: #4, 381(4%)
minecraft.crafted.netherite_scrap: #4, 108(3%)
minecraft.broken.wooden_hoe: #4, 1(11%)
minecraft.picked_up.warped_roots: #5, 1823(6%)
minecraft.mined.attached_melon_stem: #4, 1(10%)
minecraft.mined.cherry_log: #5, 649(7%)
minecraft.crafted.spruce_fence: #5, 1113(5%)
minecraft.picked_up.stripped_crimson_hyphae: #4, 50(4%)
minecraft.used.cherry_leaves: #5, 808(11%)
minecraft.picked_up.cut_sandstone_slab: #4, 57(6%)
minecraft.mined.chiseled_bookshelf: #4, 6(5%)
minecraft.picked_up.light_gray_banner: #4, 3(4%)
minecraft.mined.sunflower: #5, 27(5%)
minecraft.picked_up.howl_pottery_sherd: #4, 1(7%)
minecraft.used.honey_bottle: #5, 56(7%)
minecraft.mined.oak_pressure_plate: #5, 3(10%)
minecraft.crafted.written_book: #4, 21(3%)
minecraft.crafted.quartz_stairs: #5, 86(8%)
minecraft.picked_up.light_gray_concrete_powder: #5, 1308(7%)
minecraft.picked_up.polished_basalt: #5, 479(6%)
minecraft.used.dried_kelp: #4, 18(2%)
minecraft.crafted.cracked_polished_blackstone_bricks: #4, 116(4%)
minecraft.dropped.pitcher_pod: #4, 65(5%)
minecraft.picked_up.stone_axe: #5, 5(6%)
minecraft.mined.yellow_concrete: #5, 839(5%)
minecraft.picked_up.prismarine_stairs: #4, 2(7%)
minecraft.dropped.warped_stairs: #4, 2(5%)
minecraft.picked_up.mangrove_pressure_plate: #4, 7(4%)
minecraft.used.wooden_sword: #5, 214(6%)
minecraft.picked_up.stripped_cherry_log: #4, 34(2%)
minecraft.killed_by.zombified_piglin: #4, 1(5%)
minecraft.mined.stripped_cherry_log: #4, 34(2%)
minecraft.used.bundle: #5, 101(5%)
minecraft.dropped.tropical_fish_bucket: #4, 1(6%)
minecraft.mined.prismarine_brick_stairs: #4, 2(5%)
minecraft.used.axolotl_bucket: #5, 35(6%)
minecraft.mined.melon: #4, 58(1%)
minecraft.used.yellow_concrete: #5, 806(6%)
minecraft.mined.dropper: #5, 129(4%)
minecraft.mined.melon_stem: #4, 2(4%)
minecraft.crafted.light_gray_wool: #5, 412(6%)
minecraft.used.brown_candle: #4, 13(3%)
minecraft.mined.spore_blossom: #6, 39(9%)
minecraft.picked_up.prismarine_brick_stairs: #4, 2(4%)
minecraft.picked_up.chainmail_chestplate: #5, 7(7%)
minecraft.used.lime_dye: #5, 16(8%)
minecraft.dropped.filled_map: #5, 2527(4%)
minecraft.crafted.cooked_porkchop: #5, 56(5%)
minecraft.picked_up.chainmail_boots: #5, 7(5%)
minecraft.dropped.light_gray_concrete_powder: #4, 77(2%)
minecraft.dropped.lime_stained_glass_pane: #4, 1(3%)
minecraft.used.baked_potato: #5, 281(5%)
minecraft.picked_up.pink_stained_glass_pane: #4, 2(2%)
minecraft.dropped.purple_candle: #4, 1(1%)
minecraft.crafted.clock: #5, 14(6%)
minecraft.mined.pink_concrete_powder: #4, 25(1%)
minecraft.used.netherite_chestplate: #4, 1(1%)
minecraft.crafted.magenta_carpet: #4, 6(1%)
minecraft.dropped.quartz_stairs: #4, 1(1%)
minecraft.mined.cherry_fence: #4, 1(1%)
minecraft.dropped.magenta_wool: #4, 16(1%)
minecraft.dropped.rose_bush: #5, 64(6%)
minecraft.mined.pink_glazed_terracotta: #4, 1(1%)
minecraft.picked_up.mangrove_door: #5, 6(9%)
minecraft.picked_up.filled_map: #6, 5910(5%)
minecraft.used.magenta_carpet: #4, 3(0%)
minecraft.crafted.green_terracotta: #5, 2448(5%)
minecraft.dropped.iron_ingot: #5, 668(3%)
minecraft.picked_up.warped_fungus: #5, 415(4%)
minecraft.mined.smithing_table: #5, 16(4%)
minecraft.picked_up.spyglass: #5, 6(5%)
minecraft.picked_up.shaper_armor_trim_smithing_template: #5, 3(12%)
minecraft.picked_up.crimson_roots: #5, 2030(4%)
minecraft.mined.crimson_door: #5, 2(11%)
minecraft.picked_up.sniffer_egg: #5, 8(6%)
minecraft.used.purpur_pillar: #5, 27(7%)
minecraft.used.blue_stained_glass_pane: #5, 28(9%)
minecraft.picked_up.fire_coral_fan: #5, 118(5%)
minecraft.used.granite: #6, 1580(6%)
minecraft.picked_up.bell: #5, 19(5%)
minecraft.dropped.iron_door: #5, 6(6%)
minecraft.used.crimson_planks: #5, 360(3%)
minecraft.mined.light_gray_stained_glass_pane: #5, 17(5%)
minecraft.mined.stripped_warped_hyphae: #5, 159(6%)
minecraft.picked_up.mangrove_trapdoor: #5, 87(4%)
minecraft.crafted.red_banner: #5, 125(5%)
minecraft.picked_up.gray_bed: #5, 7(9%)
minecraft.picked_up.milk_bucket: #5, 4(6%)
minecraft.crafted.polished_blackstone_stairs: #5, 37(5%)
minecraft.mined.warped_fence_gate: #5, 4(9%)
minecraft.picked_up.red_wool: #6, 889(8%)
minecraft.picked_up.stripped_warped_hyphae: #5, 156(6%)
minecraft.mined.cracked_stone_bricks: #5, 124(4%)
minecraft.crafted.decorated_pot: #5, 33(5%)
minecraft.picked_up.warped_fence_gate: #5, 4(9%)
minecraft.used.birch_door: #5, 4(6%)
minecraft.used.pink_petals: #5, 280(6%)
minecraft.mined.fire_coral_wall_fan: #5, 86(4%)
minecraft.dropped.amethyst_block: #5, 63(5%)
minecraft.mined.polished_blackstone_brick_wall: #5, 28(8%)
minecraft.mined.bell: #5, 13(4%)
minecraft.crafted.spruce_trapdoor: #6, 1396(5%)
minecraft.mined.vine: #6, 764(6%)
minecraft.crafted.pink_wool: #5, 192(6%)
minecraft.picked_up.stone_pickaxe: #6, 11(7%)
minecraft.custom.player_kills: #6, 47(5%)
minecraft.mined.dark_oak_slab: #6, 178(6%)
minecraft.picked_up.sandstone: #6, 18630(7%)
minecraft.crafted.loom: #5, 67(4%)
minecraft.broken.flint_and_steel: #5, 8(5%)
minecraft.used.snowball: #6, 373(5%)
minecraft.crafted.cobbled_deepslate_wall: #5, 60(6%)
minecraft.picked_up.smooth_sandstone_slab: #5, 75(6%)
minecraft.dropped.magenta_shulker_box: #5, 1(12%)
minecraft.picked_up.ender_eye: #5, 7(5%)
minecraft.crafted.granite_slab: #5, 90(3%)
minecraft.crafted.blue_terracotta: #5, 840(4%)
minecraft.used.warped_nylium: #5, 111(3%)
minecraft.used.smooth_basalt: #5, 601(3%)
minecraft.used.gray_bed: #5, 7(7%)
minecraft.picked_up.spruce_log: #6, 12726(5%)
minecraft.mined.twisting_vines: #5, 27(3%)
minecraft.dropped.milk_bucket: #5, 5(7%)
minecraft.used.blue_terracotta: #5, 774(4%)
minecraft.killed.salmon: #6, 102(6%)
minecraft.killed_by.witch: #5, 1(11%)
minecraft.used.crimson_stairs: #5, 87(3%)
minecraft.mined.dead_bush: #6, 283(6%)
minecraft.used.spruce_hanging_sign: #5, 4(7%)
minecraft.mined.magenta_terracotta: #5, 28(6%)
minecraft.crafted.iron_pickaxe: #6, 22(5%)
minecraft.crafted.green_concrete_powder: #5, 1344(3%)
minecraft.crafted.ladder: #6, 591(5%)
minecraft.mined.green_terracotta: #5, 320(2%)
minecraft.picked_up.spruce_stairs: #6, 296(5%)
minecraft.picked_up.spore_blossom: #6, 38(6%)
minecraft.crafted.lectern: #6, 77(6%)
minecraft.used.netherrack: #6, 9079(5%)
minecraft.crafted.map: #5, 522(2%)
minecraft.used.golden_sword: #5, 4(6%)
minecraft.crafted.dark_oak_door: #6, 33(7%)
minecraft.picked_up.mossy_stone_brick_wall: #5, 8(5%)
minecraft.picked_up.pufferfish_bucket: #5, 1(9%)
minecraft.picked_up.melon: #5, 37(3%)
minecraft.crafted.chiseled_quartz_block: #5, 32(4%)
minecraft.picked_up.light_gray_wool: #6, 778(6%)
minecraft.used.mushroom_stew: #5, 9(6%)
minecraft.crafted.mud_brick_wall: #5, 20(3%)
minecraft.mined.mangrove_propagule: #5, 51(2%)
minecraft.used.crying_obsidian: #5, 306(3%)
minecraft.picked_up.beetroot: #5, 68(3%)
minecraft.used.writable_book: #6, 282(4%)
minecraft.dropped.mushroom_stew: #5, 4(5%)
minecraft.dropped.shield: #6, 6(6%)
minecraft.picked_up.weeping_vines: #6, 216(6%)
minecraft.used.cracked_polished_blackstone_bricks: #5, 161(3%)
minecraft.picked_up.cherry_sapling: #6, 223(7%)
minecraft.dropped.oak_sapling: #6, 150(5%)
minecraft.crafted.stone_brick_stairs: #5, 102(2%)
minecraft.picked_up.white_wool: #6, 877(4%)
minecraft.picked_up.pitcher_pod: #5, 48(2%)
minecraft.used.white_carpet: #5, 748(1%)
minecraft.picked_up.lapis_ore: #6, 111(5%)
minecraft.dropped.warped_roots: #5, 86(2%)
minecraft.crafted.iron_leggings: #5, 6(1%)
minecraft.picked_up.burn_pottery_sherd: #5, 1(4%)
minecraft.picked_up.horn_coral_block: #5, 73(2%)
minecraft.picked_up.dark_oak_door: #6, 20(6%)
minecraft.used.bubble_coral_block: #5, 47(2%)
minecraft.mined.flower_pot: #6, 12(6%)
minecraft.picked_up.lily_of_the_valley: #5, 41(1%)
minecraft.picked_up.magenta_banner: #5, 1(4%)
minecraft.mined.horn_coral_block: #5, 73(2%)
minecraft.mined.moss_carpet: #6, 425(4%)
minecraft.picked_up.oak_pressure_plate: #6, 4(7%)
minecraft.crafted.packed_mud: #6, 1722(6%)
minecraft.dropped.dark_oak_wood: #5, 5(3%)
minecraft.dropped.light_blue_shulker_box: #5, 3(1%)
minecraft.used.chorus_flower: #5, 25(2%)
minecraft.crafted.blackstone_slab: #5, 16(1%)
minecraft.dropped.orange_dye: #5, 3(2%)
minecraft.picked_up.dead_bush: #6, 237(6%)
minecraft.crafted.stripped_dark_oak_wood: #5, 15(1%)
minecraft.dropped.purple_stained_glass_pane: #5, 2(2%)
minecraft.used.light_gray_wool: #6, 1728(5%)
minecraft.used.light_blue_dye: #6, 8(7%)
minecraft.crafted.netherite_pickaxe: #6, 3(7%)
minecraft.crafted.crimson_pressure_plate: #5, 6(1%)
minecraft.mined.white_concrete_powder: #5, 47(0%)
minecraft.crafted.smooth_quartz: #6, 1120(5%)
minecraft.crafted.popped_chorus_fruit: #5, 19(1%)
minecraft.used.quartz_pillar: #6, 520(5%)
minecraft.used.green_terracotta: #6, 2491(4%)
minecraft.dropped.crimson_stairs: #5, 1(1%)
minecraft.picked_up.cherry_fence: #5, 1(1%)
minecraft.custom.crouch_one_cm: #8, 43356644(6%)
minecraft.dropped.red_stained_glass_pane: #5, 2(1%)
minecraft.picked_up.spruce_fence_gate: #6, 63(5%)
minecraft.dropped.dried_kelp: #5, 8(0%)
minecraft.used.cherry_fence: #5, 1(0%)
minecraft.picked_up.leather_leggings: #6, 18(4%)
minecraft.crafted.mangrove_door: #6, 6(6%)
minecraft.crafted.dark_prismarine_slab: #6, 76(7%)
minecraft.crafted.polished_blackstone_slab: #6, 90(6%)
minecraft.crafted.mossy_stone_bricks: #6, 494(5%)
minecraft.mined.oak_leaves: #6, 3844(3%)
minecraft.used.flint_and_steel: #6, 578(3%)
minecraft.mined.tube_coral_wall_fan: #6, 102(5%)
minecraft.dropped.oak_planks: #7, 213(7%)
minecraft.dropped.blue_shulker_box: #6, 1(14%)
minecraft.mined.seagrass: #6, 212(3%)
minecraft.picked_up.mangrove_planks: #6, 63(4%)
minecraft.mined.pink_petals: #6, 106(5%)
minecraft.picked_up.arrow: #7, 4487(5%)
minecraft.crafted.red_wool: #6, 323(4%)
minecraft.picked_up.diamond_axe: #7, 52(5%)
minecraft.used.string: #6, 933(3%)
minecraft.used.diamond_axe: #7, 60431(5%)
minecraft.picked_up.crimson_fungus: #6, 302(3%)
minecraft.used.oxidized_cut_copper_stairs: #6, 194(4%)
minecraft.used.leather_boots: #6, 4(4%)
minecraft.picked_up.light_gray_dye: #6, 90(5%)
minecraft.custom.pig_one_cm: #6, 93241(4%)
minecraft.used.blackstone: #6, 3499(3%)
minecraft.dropped.item_frame: #6, 12(3%)
minecraft.broken.shears: #7, 27(6%)
minecraft.mined.bubble_coral_block: #6, 120(5%)
minecraft.mined.dark_oak_wood: #6, 26(5%)
minecraft.mined.dark_oak_fence_gate: #6, 12(5%)
minecraft.mined.gray_bed: #6, 5(8%)
minecraft.used.cracked_stone_bricks: #6, 263(3%)
minecraft.crafted.white_carpet: #6, 693(3%)
minecraft.mined.spruce_log: #7, 12396(5%)
minecraft.mined.azalea: #7, 225(5%)
minecraft.mined.crimson_stairs: #6, 16(4%)
minecraft.picked_up.heart_pottery_sherd: #6, 2(7%)
minecraft.crafted.crimson_stairs: #6, 100(3%)
minecraft.picked_up.orange_dye: #6, 57(5%)
minecraft.dropped.shulker_shell: #6, 134(4%)
minecraft.picked_up.baked_potato: #7, 143(7%)
minecraft.mined.spruce_fence_gate: #6, 26(3%)
minecraft.dropped.amethyst_cluster: #6, 34(4%)
minecraft.mined.tube_coral_block: #6, 78(4%)
minecraft.crafted.warped_fence_gate: #6, 16(5%)
minecraft.picked_up.green_terracotta: #6, 379(2%)
minecraft.used.iron_ore: #7, 661(6%)
minecraft.picked_up.mud: #6, 1938(2%)
minecraft.used.oak_slab: #7, 539(5%)
minecraft.picked_up.lantern: #7, 361(5%)
minecraft.mined.oak_log: #7, 4788(4%)
minecraft.picked_up.polished_blackstone_brick_wall: #6, 47(6%)
minecraft.dropped.lectern: #6, 3(5%)
minecraft.mined.lime_terracotta: #6, 173(2%)
minecraft.dropped.gray_wool: #6, 71(3%)
minecraft.mined.magenta_stained_glass: #6, 13(3%)
minecraft.picked_up.firework_rocket: #6, 6789(1%)
minecraft.crafted.white_wool: #7, 4041(6%)
minecraft.picked_up.iron_pickaxe: #7, 9(6%)
minecraft.crafted.red_terracotta: #6, 1200(2%)
minecraft.picked_up.tube_coral_block: #6, 76(3%)
minecraft.used.blackstone_stairs: #6, 87(4%)
minecraft.picked_up.iron_sword: #7, 14(6%)
minecraft.picked_up.spruce_door: #7, 23(5%)
minecraft.used.verdant_froglight: #6, 161(2%)
minecraft.used.dark_oak_planks: #7, 1518(5%)
minecraft.picked_up.gold_ore: #7, 97(6%)
minecraft.custom.damage_taken: #8, 627281(5%)
minecraft.used.shears: #7, 10730(5%)
minecraft.used.painting: #7, 120(6%)
minecraft.crafted.prismarine_wall: #6, 12(4%)
minecraft.picked_up.netherite_upgrade_smithing_template: #6, 1(6%)
minecraft.picked_up.cherry_sign: #6, 1(6%)
minecraft.crafted.netherite_chestplate: #6, 1(4%)
minecraft.mined.dark_oak_wall_sign: #7, 28(6%)
minecraft.picked_up.blue_stained_glass_pane: #6, 5(3%)
minecraft.picked_up.pointed_dripstone: #7, 861(5%)
minecraft.picked_up.cut_sandstone: #6, 154(2%)
minecraft.picked_up.ancient_debris: #6, 132(1%)
minecraft.used.netherite_sword: #6, 10029(3%)
minecraft.mined.ancient_debris: #6, 109(1%)
minecraft.crafted.bowl: #6, 24(3%)
minecraft.crafted.purple_bed: #6, 2(3%)
minecraft.crafted.dark_oak_stairs: #7, 600(4%)
minecraft.crafted.cooked_salmon: #6, 18(2%)
minecraft.picked_up.stripped_warped_stem: #6, 188(1%)
minecraft.mined.stripped_warped_stem: #6, 207(1%)
minecraft.picked_up.spruce_sapling: #7, 1069(4%)
minecraft.used.crimson_stem: #7, 1865(5%)
minecraft.used.brain_coral_block: #6, 34(2%)
minecraft.picked_up.dark_oak_fence_gate: #6, 12(2%)
minecraft.crafted.wooden_shovel: #6, 35(1%)
minecraft.used.beetroot_seeds: #6, 35(2%)
minecraft.mined.white_carpet: #6, 97(1%)
minecraft.used.mangrove_pressure_plate: #6, 7(2%)
minecraft.mined.cut_sandstone: #6, 65(1%)
minecraft.used.pink_concrete: #6, 61(1%)
minecraft.mined.birch_trapdoor: #7, 36(6%)
minecraft.mined.white_candle: #6, 1(2%)
minecraft.picked_up.salmon: #7, 104(4%)
minecraft.used.turtle_egg: #6, 16(1%)
minecraft.crafted.mangrove_pressure_plate: #6, 6(1%)
minecraft.picked_up.magenta_terracotta: #6, 23(1%)
minecraft.mined.cracked_nether_bricks: #6, 1(2%)
minecraft.picked_up.diamond_hoe: #7, 17(6%)
minecraft.picked_up.chiseled_bookshelf: #6, 2(2%)
minecraft.used.warped_fence: #7, 133(7%)
minecraft.picked_up.cracked_nether_bricks: #6, 1(2%)
minecraft.crafted.blue_stained_glass_pane: #6, 32(1%)
minecraft.crafted.warped_fence: #7, 135(7%)
minecraft.dropped.purple_dye: #6, 2(1%)
minecraft.mined.pink_carpet: #6, 12(1%)
minecraft.crafted.polished_blackstone_brick_slab: #6, 14(1%)
minecraft.mined.lime_stained_glass_pane: #6, 8(1%)
minecraft.crafted.end_rod: #6, 76(1%)
minecraft.dropped.light_gray_dye: #6, 3(1%)
minecraft.dropped.birch_slab: #6, 4(1%)
minecraft.crafted.filled_map: #6, 82(0%)
minecraft.mined.mangrove_planks: #7, 42(6%)
minecraft.used.fire_coral_block: #6, 14(0%)
minecraft.used.campfire: #7, 137(4%)
minecraft.used.cracked_nether_bricks: #6, 1(0%)
minecraft.picked_up.green_candle: #7, 5(8%)
minecraft.crafted.stone_hoe: #7, 5(5%)
minecraft.killed.axolotl: #6, 1(0%)
minecraft.used.white_stained_glass: #7, 1999(5%)
minecraft.picked_up.light_blue_concrete_powder: #7, 42(7%)
minecraft.used.light_gray_concrete_powder: #7, 2317(5%)
minecraft.picked_up.hopper: #7, 421(4%)
minecraft.mined.flowering_azalea_leaves: #7, 1042(4%)
minecraft.used.quartz_stairs: #7, 191(5%)
minecraft.crafted.baked_potato: #7, 291(5%)
minecraft.picked_up.diamond_sword: #8, 68(5%)
minecraft.used.yellow_concrete_powder: #7, 768(4%)
minecraft.dropped.spruce_trapdoor: #7, 43(4%)
minecraft.used.deepslate_tile_slab: #7, 749(3%)
minecraft.custom.boat_one_cm: #8, 18635506(5%)
minecraft.dropped.spruce_sapling: #7, 109(3%)
minecraft.used.decorated_pot: #7, 38(5%)
minecraft.picked_up.netherite_helmet: #7, 12(4%)
minecraft.crafted.andesite_stairs: #7, 64(5%)
minecraft.used.oak_log: #7, 875(2%)
minecraft.used.deepslate_tiles: #8, 4458(6%)
minecraft.crafted.netherite_sword: #7, 1(7%)
minecraft.mined.light_blue_concrete: #7, 129(4%)
minecraft.crafted.spruce_fence_gate: #7, 86(3%)
minecraft.crafted.stick: #8, 16586(4%)
minecraft.mined.ice: #7, 6789(3%)
minecraft.picked_up.pearlescent_froglight: #7, 65(3%)
minecraft.picked_up.light_blue_concrete: #7, 129(4%)
minecraft.crafted.light_gray_concrete_powder: #7, 1936(4%)
minecraft.picked_up.poppy: #7, 623(2%)
minecraft.crafted.gray_wool: #7, 240(4%)
minecraft.crafted.magenta_terracotta: #7, 640(4%)
minecraft.picked_up.beetroot_seeds: #7, 189(3%)
minecraft.mined.attached_pumpkin_stem: #7, 2(6%)
minecraft.crafted.iron_nugget: #7, 7401(2%)
minecraft.crafted.spruce_slab: #8, 3864(6%)
minecraft.dropped.arrow: #7, 3119(2%)
minecraft.picked_up.twisting_vines: #7, 81(3%)
minecraft.picked_up.bubble_coral_block: #7, 119(4%)
minecraft.crafted.birch_door: #7, 6(4%)
minecraft.mined.cave_vines_plant: #7, 42(2%)
minecraft.custom.trigger_trapped_chest: #7, 19(2%)
minecraft.used.quartz_slab: #7, 341(3%)
minecraft.killed.villager: #7, 7(5%)
minecraft.crafted.netherite_leggings: #7, 2(5%)
minecraft.mined.suspicious_gravel: #7, 13(5%)
minecraft.crafted.warped_hyphae: #7, 228(3%)
minecraft.mined.oak_wood: #7, 25(4%)
minecraft.used.cherry_sapling: #7, 47(3%)
minecraft.used.cobblestone: #8, 4380(4%)
minecraft.custom.pot_flower: #8, 83(5%)
minecraft.used.warped_fence_gate: #7, 16(5%)
minecraft.used.light_blue_concrete: #7, 77(3%)
minecraft.used.bell: #7, 11(3%)
minecraft.crafted.flower_pot: #7, 107(2%)
minecraft.crafted.black_dye: #8, 6018(5%)
minecraft.killed.skeleton: #7, 1245(1%)
minecraft.used.granite_slab: #7, 93(2%)
minecraft.picked_up.raiser_armor_trim_smithing_template: #7, 1(5%)
minecraft.used.cobbled_deepslate: #8, 4785(4%)
minecraft.crafted.lantern: #8, 604(5%)
minecraft.used.cooked_porkchop: #8, 1554(4%)
minecraft.dropped.bone_block: #7, 92(3%)
minecraft.picked_up.brain_coral_block: #7, 79(3%)
minecraft.mined.sandstone_wall: #7, 20(2%)
minecraft.picked_up.lingering_potion: #7, 1(5%)
minecraft.picked_up.spruce_fence: #8, 298(5%)
minecraft.picked_up.leather_boots: #7, 20(1%)
minecraft.crafted.arrow: #7, 256(2%)
minecraft.mined.light_gray_stained_glass: #7, 123(2%)
minecraft.mined.flowering_azalea: #8, 111(5%)
minecraft.used.beehive: #7, 46(2%)
minecraft.picked_up.lime_shulker_box: #8, 160(6%)
minecraft.dropped.acacia_boat: #7, 1(4%)
minecraft.mined.purple_stained_glass: #7, 32(2%)
minecraft.used.granite_wall: #7, 57(3%)
minecraft.mined.lime_shulker_box: #8, 157(6%)
minecraft.mined.beehive: #7, 17(2%)
minecraft.crafted.cracked_stone_bricks: #7, 149(2%)
minecraft.used.oak_leaves: #7, 750(1%)
minecraft.used.tube_coral_block: #7, 28(2%)
minecraft.mined.prismarine_wall: #7, 1(3%)
minecraft.picked_up.activator_rail: #7, 18(2%)
minecraft.picked_up.pink_concrete: #7, 71(1%)
minecraft.mined.activator_rail: #7, 11(2%)
minecraft.dropped.polished_basalt: #7, 64(2%)
minecraft.crafted.pink_stained_glass: #7, 192(1%)
minecraft.used.dark_oak_stairs: #8, 556(4%)
minecraft.dropped.purpur_pillar: #7, 3(1%)
minecraft.used.lime_shulker_box: #8, 150(5%)
minecraft.mined.white_tulip: #7, 2(2%)
minecraft.picked_up.lime_dye: #7, 43(1%)
minecraft.crafted.nether_bricks: #7, 337(1%)
minecraft.crafted.copper_ingot: #8, 3714(4%)
minecraft.mined.pink_concrete: #7, 71(1%)
minecraft.used.pink_stained_glass: #7, 123(1%)
minecraft.used.birch_planks: #7, 865(0%)
minecraft.dropped.polished_deepslate_wall: #7, 11(1%)
minecraft.picked_up.magenta_stained_glass_pane: #7, 2(2%)
minecraft.used.basalt: #8, 3205(4%)
minecraft.used.sunflower: #8, 13(5%)
minecraft.used.horn_coral_block: #7, 26(1%)
minecraft.dropped.beacon: #7, 1(1%)
minecraft.dropped.blue_dye: #7, 2(1%)
minecraft.crafted.netherite_block: #7, 1(1%)
minecraft.picked_up.pink_concrete_powder: #7, 25(0%)
