stat, rank, value, (percentage) 
minecraft.broken.iron_shovel: #8, 12(4%)
minecraft.crafted.white_concrete: #7, 8(0%)
minecraft.dropped.sponge: #7, 1(0%)
minecraft.mined.nether_brick_slab: #7, 1(0%)
minecraft.dropped.polished_blackstone_brick_slab: #7, 1(0%)
minecraft.picked_up.painting: #8, 71(4%)
minecraft.picked_up.pink_carpet: #7, 12(0%)
minecraft.crafted.white_candle: #7, 1(0%)
minecraft.killed_by.ender_dragon: #8, 2(9%)
minecraft.picked_up.deepslate_tile_wall: #8, 107(5%)
minecraft.used.snow_block: #8, 5685(3%)
minecraft.custom.climb_one_cm: #9, 3572072(4%)
minecraft.mined.weeping_vines_plant: #8, 37(5%)
minecraft.dropped.coarse_dirt: #8, 150(4%)
minecraft.used.diamond_hoe: #8, 16923(4%)
minecraft.picked_up.player_head: #9, 1433(5%)
minecraft.mined.quartz_stairs: #8, 23(5%)
minecraft.picked_up.stone_hoe: #8, 3(5%)
minecraft.used.warped_trapdoor: #8, 171(4%)
minecraft.crafted.white_stained_glass: #8, 1992(4%)
minecraft.mined.warped_trapdoor: #8, 40(4%)
minecraft.picked_up.diamond_shovel: #9, 54(5%)
minecraft.dropped.netherite_pickaxe: #8, 7(3%)
minecraft.dropped.birch_sapling: #8, 59(3%)
minecraft.crafted.red_shulker_box: #8, 17(3%)
minecraft.killed_by.endermite: #8, 1(7%)
minecraft.custom.damage_dealt: #8, 1400943(2%)
minecraft.dropped.leather_helmet: #8, 8(3%)
minecraft.broken.iron_helmet: #8, 1(8%)
minecraft.picked_up.stone_pressure_plate: #8, 19(3%)
minecraft.used.polished_andesite_slab: #8, 716(3%)
minecraft.mined.stone_brick_wall: #8, 21(3%)
minecraft.picked_up.sculk_sensor: #8, 129(3%)
minecraft.mined.decorated_pot: #8, 13(4%)
minecraft.crafted.oxidized_cut_copper: #8, 100(4%)
minecraft.used.birch_log: #8, 580(2%)
minecraft.picked_up.quartz: #9, 6010(5%)
minecraft.crafted.cyan_carpet: #8, 90(3%)
minecraft.picked_up.chorus_fruit: #8, 198(2%)
minecraft.picked_up.campfire: #8, 41(3%)
minecraft.mined.yellow_terracotta: #8, 367(2%)
minecraft.mined.rooted_dirt: #8, 369(2%)
minecraft.picked_up.quartz_stairs: #8, 23(3%)
minecraft.mined.yellow_bed: #8, 21(3%)
minecraft.dropped.red_terracotta: #8, 68(2%)
minecraft.picked_up.yellow_dye: #8, 64(4%)
minecraft.used.crimson_door: #8, 4(5%)
minecraft.used.dropper: #8, 181(2%)
minecraft.used.black_wool: #8, 240(2%)
minecraft.picked_up.ice: #8, 3609(2%)
minecraft.picked_up.bundle: #9, 74(6%)
minecraft.picked_up.spruce_slab: #9, 681(5%)
minecraft.picked_up.decorated_pot: #8, 11(3%)
minecraft.mined.quartz_slab: #8, 57(2%)
minecraft.picked_up.oak_leaves: #8, 1667(2%)
minecraft.dropped.coal: #8, 124(2%)
minecraft.used.cookie: #8, 14(2%)
minecraft.used.blue_bed: #8, 12(2%)
minecraft.dropped.polished_deepslate: #8, 52(2%)
minecraft.picked_up.cracked_stone_bricks: #8, 123(2%)
minecraft.picked_up.wayfinder_armor_trim_smithing_template: #8, 1(5%)
minecraft.crafted.item_frame: #9, 410(5%)
minecraft.crafted.quartz_pillar: #8, 504(2%)
minecraft.used.smoker: #8, 4(2%)
minecraft.picked_up.sheaf_pottery_sherd: #8, 1(4%)
minecraft.mined.polished_andesite_slab: #8, 67(2%)
minecraft.crafted.pink_terracotta: #8, 256(2%)
minecraft.picked_up.oak_wood: #8, 25(2%)
minecraft.used.cyan_carpet: #8, 72(2%)
minecraft.mined.brain_coral_block: #8, 81(3%)
minecraft.picked_up.iron_ore: #9, 1148(5%)
minecraft.used.spruce_wood: #8, 292(2%)
minecraft.used.warped_hyphae: #8, 164(2%)
minecraft.used.pink_wool: #8, 193(2%)
minecraft.dropped.wooden_sword: #8, 10(2%)
minecraft.crafted.lime_terracotta: #8, 808(1%)
minecraft.crafted.cut_copper_slab: #8, 16(2%)
minecraft.used.dark_oak_boat: #8, 8(1%)
minecraft.crafted.iron_chestplate: #8, 6(1%)
minecraft.crafted.deepslate_brick_wall: #8, 12(2%)
minecraft.crafted.netherite_ingot: #8, 27(1%)
minecraft.mined.verdant_froglight: #8, 27(1%)
minecraft.picked_up.sandstone_wall: #8, 18(2%)
minecraft.picked_up.iron_hoe: #8, 1(3%)
minecraft.crafted.golden_sword: #8, 1(3%)
minecraft.crafted.polished_deepslate_wall: #8, 31(1%)
minecraft.crafted.beehive: #8, 33(1%)
minecraft.used.polished_blackstone_stairs: #8, 74(1%)
minecraft.dropped.warped_fence: #8, 1(3%)
minecraft.used.wet_sponge: #8, 143(1%)
minecraft.crafted.oak_door: #9, 9(5%)
minecraft.mined.chiseled_polished_blackstone: #8, 6(1%)
minecraft.used.prismarine: #8, 114(1%)
minecraft.crafted.pink_concrete_powder: #8, 200(1%)
minecraft.used.pink_concrete_powder: #8, 108(1%)
minecraft.picked_up.turtle_egg: #8, 16(1%)
minecraft.mined.spruce_fence: #9, 152(4%)
minecraft.picked_up.white_concrete_powder: #8, 304(1%)
minecraft.mined.fire_coral_block: #8, 55(1%)
minecraft.picked_up.fire_coral_block: #8, 54(1%)
minecraft.picked_up.mangrove_boat: #8, 1(2%)
minecraft.picked_up.oak_log: #9, 5091(3%)
minecraft.crafted.pink_bed: #8, 1(2%)
minecraft.mined.turtle_egg: #8, 16(1%)
minecraft.crafted.blackstone_stairs: #8, 5(1%)
minecraft.crafted.blue_wool: #8, 12(1%)
minecraft.crafted.sandstone_wall: #8, 24(1%)
minecraft.crafted.stripped_spruce_wood: #8, 15(1%)
minecraft.mined.smoker: #8, 1(1%)
minecraft.used.rotten_flesh: #8, 10(0%)
minecraft.dropped.pink_dye: #8, 2(1%)
minecraft.crafted.purple_wool: #8, 9(1%)
minecraft.dropped.light_blue_stained_glass_pane: #8, 1(1%)
minecraft.used.ender_eye: #8, 1(1%)
minecraft.picked_up.white_dye: #9, 186(4%)
minecraft.mined.lever: #9, 57(4%)
minecraft.picked_up.granite_wall: #8, 2(0%)
minecraft.mined.cobblestone: #9, 1665(3%)
minecraft.used.blue_carpet: #8, 9(0%)
minecraft.mined.terracotta: #9, 8029(3%)
minecraft.crafted.red_concrete: #8, 8(0%)
minecraft.picked_up.nether_brick_slab: #8, 2(0%)
minecraft.crafted.glistering_melon_slice: #8, 4(0%)
minecraft.picked_up.dried_kelp: #8, 7(0%)
minecraft.dropped.honeycomb: #8, 4(0%)
minecraft.picked_up.terracotta: #9, 8007(3%)
minecraft.used.dragon_egg: #8, 1(0%)
minecraft.dropped.kelp: #9, 407(4%)
minecraft.used.iron_shovel: #9, 2907(3%)
minecraft.custom.interact_with_lectern: #9, 239(2%)
minecraft.picked_up.dark_oak_sign: #9, 37(3%)
minecraft.mined.lightning_rod: #9, 41(4%)
minecraft.mined.big_dripleaf_stem: #9, 14(4%)
minecraft.mined.spruce_wall_sign: #9, 19(3%)
minecraft.mined.candle: #9, 5(5%)
minecraft.crafted.oak_slab: #9, 810(3%)
minecraft.picked_up.flowering_azalea_leaves: #9, 825(3%)
minecraft.used.spruce_sapling: #9, 576(3%)
minecraft.picked_up.goat_horn: #9, 8(3%)
minecraft.crafted.warped_trapdoor: #9, 176(4%)
minecraft.dropped.oak_boat: #9, 5(4%)
minecraft.picked_up.dropper: #9, 109(3%)
minecraft.crafted.cherry_planks: #9, 164(4%)
minecraft.mined.mossy_stone_bricks: #9, 54(3%)
minecraft.used.spruce_fence_gate: #9, 85(3%)
minecraft.crafted.yellow_concrete_powder: #9, 768(3%)
minecraft.crafted.light_blue_terracotta: #9, 752(4%)
minecraft.crafted.iron_door: #9, 18(3%)
minecraft.picked_up.birch_trapdoor: #9, 36(3%)
minecraft.mined.big_dripleaf: #9, 10(3%)
minecraft.picked_up.elytra: #10, 72(4%)
minecraft.picked_up.warped_trapdoor: #9, 41(3%)
minecraft.used.dark_oak_log: #9, 1154(2%)
minecraft.used.spruce_boat: #9, 19(2%)
minecraft.picked_up.book: #9, 1410(2%)
minecraft.picked_up.mossy_stone_bricks: #9, 51(3%)
minecraft.used.light_blue_concrete_powder: #9, 128(3%)
minecraft.dropped.egg: #9, 292(2%)
minecraft.used.brush: #9, 117(5%)
minecraft.custom.inspect_dropper: #9, 567(2%)
minecraft.picked_up.spruce_boat: #9, 18(2%)
minecraft.dropped.birch_sign: #9, 17(2%)
minecraft.picked_up.yellow_bed: #9, 20(2%)
minecraft.dropped.iron_ore: #9, 62(2%)
minecraft.mined.bamboo_sapling: #9, 4(2%)
minecraft.dropped.netherite_sword: #9, 2(3%)
minecraft.dropped.redstone_torch: #9, 30(2%)
minecraft.dropped.gravel: #9, 1009(2%)
minecraft.picked_up.leather_chestplate: #9, 11(2%)
minecraft.crafted.light_gray_stained_glass: #9, 1344(2%)
minecraft.picked_up.crimson_stairs: #9, 17(3%)
minecraft.mined.polished_blackstone_slab: #9, 46(2%)
minecraft.mined.white_wall_banner: #9, 3(3%)
minecraft.used.white_banner: #9, 13(2%)
minecraft.used.red_terracotta: #9, 836(2%)
minecraft.used.dark_prismarine: #9, 248(2%)
minecraft.dropped.chainmail_helmet: #9, 3(2%)
minecraft.dropped.dark_oak_boat: #9, 2(3%)
minecraft.crafted.spruce_planks: #10, 23538(4%)
minecraft.crafted.smoker: #9, 4(2%)
minecraft.mined.infested_deepslate: #9, 7(2%)
minecraft.picked_up.wooden_axe: #9, 3(2%)
minecraft.mined.twisting_vines_plant: #9, 11(2%)
minecraft.crafted.white_terracotta: #9, 192(2%)
minecraft.dropped.netherrack: #9, 5985(1%)
minecraft.crafted.netherite_helmet: #9, 1(3%)
minecraft.crafted.diamond_sword: #10, 6(4%)
minecraft.mined.spruce_wood: #9, 34(2%)
minecraft.picked_up.carrot_on_a_stick: #9, 1(2%)
minecraft.dropped.activator_rail: #9, 2(3%)
minecraft.dropped.chainmail_chestplate: #9, 2(2%)
minecraft.crafted.light_blue_concrete_powder: #9, 128(2%)
minecraft.picked_up.lime_terracotta: #9, 121(1%)
minecraft.used.acacia_sign: #9, 12(2%)
minecraft.used.lime_terracotta: #9, 593(1%)
minecraft.picked_up.light_gray_stained_glass_pane: #9, 14(1%)
minecraft.used.flower_pot: #10, 95(5%)
minecraft.mined.quartz_pillar: #9, 22(1%)
minecraft.crafted.player_head: #9, 144(1%)
minecraft.dropped.warped_button: #9, 5(2%)
minecraft.dropped.chainmail_boots: #9, 2(1%)
minecraft.mined.sponge: #9, 126(1%)
minecraft.used.bone_block: #9, 342(1%)
minecraft.used.sponge: #9, 164(1%)
minecraft.used.white_candle: #9, 2(1%)
minecraft.used.pufferfish_bucket: #9, 1(2%)
minecraft.picked_up.cyan_dye: #9, 16(1%)
minecraft.mined.dark_prismarine_slab: #9, 26(1%)
minecraft.picked_up.yellow_candle: #9, 4(1%)
minecraft.picked_up.music_disc_ward: #9, 1(2%)
minecraft.picked_up.smoker: #9, 1(1%)
minecraft.dropped.cocoa_beans: #9, 4(1%)
minecraft.mined.yellow_candle: #9, 1(1%)
minecraft.dropped.lily_of_the_valley: #9, 1(1%)
minecraft.mined.granite_slab: #9, 9(1%)
minecraft.used.trident: #9, 79(1%)
minecraft.custom.interact_with_smithing_table: #10, 56(3%)
minecraft.used.stripped_dark_oak_wood: #9, 19(1%)
minecraft.custom.walk_one_cm: #11, 129347045(4%)
minecraft.used.lime_stained_glass_pane: #9, 16(1%)
minecraft.mined.frosted_ice: #9, 1(1%)
minecraft.used.quartz_block: #9, 165(0%)
minecraft.used.light_gray_bed: #9, 11(1%)
minecraft.mined.stripped_dark_oak_wood: #9, 9(0%)
minecraft.mined.granite_wall: #9, 2(1%)
minecraft.used.tropical_fish_bucket: #9, 2(1%)
minecraft.dropped.blue_carpet: #9, 1(1%)
minecraft.mined.cherry_sapling: #9, 2(1%)
minecraft.picked_up.music_disc_stal: #9, 1(1%)
minecraft.picked_up.stripped_dark_oak_wood: #9, 9(0%)
minecraft.dropped.ice: #9, 17(0%)
minecraft.picked_up.purple_candle: #9, 1(1%)
minecraft.picked_up.white_carpet: #9, 98(0%)
minecraft.picked_up.glow_berries: #10, 239(3%)
minecraft.used.stripped_warped_stem: #9, 36(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #9, 99(0%)
minecraft.killed.pufferfish: #9, 1(0%)
minecraft.used.spruce_stairs: #10, 690(4%)
minecraft.mined.cracked_polished_blackstone_bricks: #9, 74(0%)
minecraft.picked_up.blue_dye: #9, 4(0%)
minecraft.used.prismarine_brick_slab: #9, 32(0%)
minecraft.crafted.polished_granite_slab: #9, 6(0%)
minecraft.picked_up.pink_glazed_terracotta: #9, 1(0%)
minecraft.mined.hanging_roots: #9, 11(0%)
minecraft.picked_up.map: #9, 3(0%)
minecraft.dropped.oak_stairs: #9, 1(0%)
minecraft.used.red_glazed_terracotta: #9, 1(0%)
minecraft.dropped.spruce_sign: #10, 14(4%)
minecraft.used.nether_brick_slab: #9, 2(0%)
minecraft.crafted.purple_carpet: #9, 3(0%)
minecraft.picked_up.azalea: #10, 508(3%)
minecraft.mined.dark_prismarine: #10, 64(4%)
minecraft.mined.diorite: #10, 7533(3%)
minecraft.custom.interact_with_grindstone: #10, 44(3%)
minecraft.picked_up.potato: #10, 903(3%)
minecraft.dropped.netherite_boots: #10, 3(4%)
minecraft.dropped.bow: #10, 111(2%)
minecraft.crafted.bow: #10, 163(3%)
minecraft.used.netherite_pickaxe: #10, 194919(3%)
minecraft.mined.kelp: #10, 194(3%)
minecraft.crafted.campfire: #10, 105(3%)
minecraft.dropped.carved_pumpkin: #10, 59(2%)
minecraft.mined.azalea_leaves: #10, 2374(3%)
minecraft.dropped.cooked_beef: #10, 59(4%)
minecraft.mined.potatoes: #10, 188(3%)
minecraft.custom.open_barrel: #11, 6517(4%)
minecraft.used.glowstone: #10, 275(3%)
minecraft.dropped.diamond_block: #10, 70(3%)
minecraft.custom.sleep_in_bed: #11, 1498(4%)
minecraft.used.stripped_crimson_stem: #10, 33(3%)
minecraft.used.polished_andesite_stairs: #10, 331(2%)
minecraft.picked_up.shears: #10, 25(2%)
minecraft.crafted.iron_helmet: #10, 6(2%)
minecraft.mined.warped_nylium: #10, 177(3%)
minecraft.used.big_dripleaf: #10, 26(3%)
minecraft.mined.cave_vines: #10, 51(2%)
minecraft.mined.tripwire: #10, 59(2%)
minecraft.used.copper_ore: #10, 408(2%)
minecraft.crafted.dropper: #10, 213(2%)
minecraft.picked_up.light_gray_stained_glass: #10, 190(3%)
minecraft.mined.white_stained_glass: #10, 205(3%)
minecraft.picked_up.big_dripleaf: #10, 102(2%)
minecraft.mined.glow_lichen: #10, 606(2%)
minecraft.crafted.iron_boots: #10, 6(2%)
minecraft.custom.interact_with_blast_furnace: #10, 106(2%)
minecraft.dropped.bundle: #10, 14(2%)
minecraft.picked_up.cod: #10, 88(2%)
minecraft.picked_up.chest_minecart: #10, 2(4%)
minecraft.used.mossy_stone_bricks: #10, 95(2%)
minecraft.killed.magma_cube: #10, 214(2%)
minecraft.picked_up.honeycomb: #10, 161(2%)
minecraft.dropped.oak_slab: #10, 10(2%)
minecraft.picked_up.charcoal: #10, 152(2%)
minecraft.used.sea_lantern: #10, 166(2%)
minecraft.mined.coarse_dirt: #10, 274(2%)
minecraft.used.leather_helmet: #10, 1(4%)
minecraft.dropped.bucket: #10, 15(2%)
minecraft.dropped.wooden_hoe: #10, 2(3%)
minecraft.picked_up.dark_oak_wood: #10, 31(3%)
minecraft.mined.bookshelf: #10, 294(1%)
minecraft.used.nether_bricks: #10, 162(2%)
minecraft.dropped.fishing_rod: #10, 2(2%)
minecraft.picked_up.polished_blackstone_slab: #10, 76(2%)
minecraft.picked_up.purpur_pillar: #10, 30(2%)
minecraft.mined.purpur_pillar: #10, 30(2%)
minecraft.used.blast_furnace: #10, 15(1%)
minecraft.mined.spruce_pressure_plate: #10, 2(2%)
minecraft.used.ochre_froglight: #10, 163(2%)
minecraft.used.polished_basalt: #10, 438(1%)
minecraft.picked_up.oak_hanging_sign: #10, 2(3%)
minecraft.crafted.black_bed: #10, 1(3%)
minecraft.used.netherite_boots: #10, 7(2%)
minecraft.picked_up.ladder: #11, 307(5%)
minecraft.crafted.dark_oak_wood: #10, 108(1%)
minecraft.used.deepslate_tile_stairs: #10, 150(1%)
minecraft.picked_up.beehive: #10, 17(2%)
minecraft.used.spruce_pressure_plate: #10, 6(2%)
minecraft.crafted.smooth_quartz_stairs: #10, 54(2%)
minecraft.used.lingering_potion: #10, 1(2%)
minecraft.dropped.sea_lantern: #10, 52(2%)
minecraft.used.bamboo_raft: #10, 4(2%)
minecraft.dropped.end_stone_bricks: #10, 7(2%)
minecraft.used.oak_wood: #10, 64(1%)
minecraft.used.mangrove_log: #10, 172(1%)
minecraft.dropped.quartz: #10, 109(1%)
minecraft.mined.weeping_vines: #10, 14(1%)
minecraft.mined.soul_fire: #10, 11(1%)
minecraft.used.dark_oak_wood: #10, 74(1%)
minecraft.picked_up.light_blue_terracotta: #10, 72(1%)
minecraft.used.netherite_leggings: #10, 6(2%)
minecraft.used.purpur_block: #10, 15(1%)
minecraft.picked_up.polished_blackstone_bricks: #10, 473(1%)
minecraft.dropped.suspicious_stew: #10, 6(1%)
minecraft.mined.polished_blackstone_bricks: #10, 350(1%)
minecraft.used.deepslate_tile_wall: #10, 89(1%)
minecraft.used.polished_blackstone_slab: #10, 137(1%)
minecraft.picked_up.blaze_powder: #10, 10(1%)
minecraft.used.tuff: #11, 1807(4%)
minecraft.used.magenta_wool: #10, 39(1%)
minecraft.picked_up.dark_prismarine_slab: #10, 24(1%)
minecraft.mined.ochre_froglight: #10, 10(1%)
minecraft.used.prismarine_wall: #10, 7(1%)
minecraft.mined.red_carpet: #10, 15(0%)
minecraft.mined.blue_terracotta: #10, 27(1%)
minecraft.mined.crimson_nylium: #10, 100(0%)
minecraft.picked_up.granite_slab: #10, 10(1%)
minecraft.dropped.pink_petals: #10, 3(1%)
minecraft.picked_up.cherry_boat: #10, 1(1%)
minecraft.crafted.golden_apple: #10, 17(1%)
minecraft.crafted.blue_carpet: #10, 12(1%)
minecraft.mined.spawner: #10, 1(1%)
minecraft.picked_up.pink_dye: #10, 5(0%)
minecraft.picked_up.chiseled_polished_blackstone: #10, 6(0%)
minecraft.used.sandstone_wall: #10, 38(0%)
minecraft.picked_up.hopper_minecart: #10, 13(0%)
minecraft.mined.tall_grass: #11, 556(3%)
minecraft.mined.red_glazed_terracotta: #10, 1(1%)
minecraft.picked_up.white_candle: #10, 1(0%)
minecraft.dropped.lime_terracotta: #10, 4(0%)
minecraft.picked_up.light_gray_bed: #10, 4(0%)
minecraft.mined.light_gray_bed: #10, 4(0%)
minecraft.mined.cut_copper_slab: #10, 2(0%)
minecraft.mined.green_carpet: #10, 3(0%)
minecraft.dropped.gray_concrete: #10, 2(0%)
minecraft.crafted.dried_kelp: #10, 26(0%)
minecraft.dropped.bricks: #10, 6(0%)
minecraft.picked_up.mycelium: #10, 38(0%)
minecraft.used.cut_copper_slab: #10, 27(0%)
minecraft.dropped.jungle_leaves: #10, 1(0%)
minecraft.crafted.light_weighted_pressure_plate: #10, 6(0%)
minecraft.crafted.lever: #11, 203(4%)
minecraft.dropped.dark_oak_stairs: #10, 1(0%)
minecraft.picked_up.dragon_egg: #10, 2(0%)
minecraft.mined.light_weighted_pressure_plate: #10, 1(0%)
minecraft.crafted.spruce_stairs: #11, 684(3%)
minecraft.used.dark_oak_door: #11, 13(5%)
minecraft.custom.interact_with_stonecutter: #11, 319(3%)
minecraft.mined.blackstone: #11, 4805(3%)
minecraft.crafted.oak_planks: #11, 6252(2%)
minecraft.picked_up.bone_block: #11, 618(3%)
minecraft.picked_up.blackstone: #11, 4909(3%)
minecraft.used.kelp: #11, 496(4%)
minecraft.mined.andesite: #11, 7926(3%)
minecraft.used.deepslate: #11, 4626(3%)
minecraft.crafted.fishing_rod: #11, 7(4%)
minecraft.mined.stonecutter: #11, 57(3%)
minecraft.used.potato: #11, 224(3%)
minecraft.used.stone_axe: #11, 227(3%)
minecraft.crafted.iron_shovel: #11, 11(2%)
minecraft.used.iron_door: #11, 19(3%)
minecraft.mined.granite: #11, 6338(2%)
minecraft.picked_up.netherrack: #11, 21653(2%)
minecraft.picked_up.cookie: #11, 44(3%)
minecraft.picked_up.deepslate_redstone_ore: #11, 390(3%)
minecraft.killed.pig: #11, 14(2%)
minecraft.mined.birch_sign: #11, 10(3%)
minecraft.dropped.netherite_leggings: #11, 2(4%)
minecraft.mined.dark_oak_sapling: #11, 11(3%)
minecraft.mined.brown_mushroom: #11, 113(3%)
minecraft.used.smooth_quartz_stairs: #11, 241(2%)
minecraft.crafted.oak_stairs: #11, 124(3%)
minecraft.dropped.birch_planks: #11, 56(3%)
minecraft.mined.dark_oak_stairs: #11, 51(2%)
minecraft.dropped.writable_book: #11, 4(3%)
minecraft.picked_up.warped_nylium: #11, 178(2%)
minecraft.mined.nether_gold_ore: #11, 191(2%)
minecraft.picked_up.rooted_dirt: #11, 367(2%)
minecraft.dropped.white_dye: #11, 96(3%)
minecraft.used.moss_carpet: #11, 376(2%)
minecraft.picked_up.green_shulker_box: #11, 55(2%)
minecraft.crafted.flint_and_steel: #11, 10(2%)
minecraft.used.sand: #11, 6797(2%)
minecraft.picked_up.yellow_terracotta: #11, 350(2%)
minecraft.used.bookshelf: #11, 363(2%)
minecraft.dropped.spruce_log: #11, 169(2%)
minecraft.picked_up.bookshelf: #11, 50(2%)
minecraft.crafted.diamond_leggings: #11, 5(2%)
minecraft.crafted.purple_shulker_box: #11, 3(3%)
minecraft.picked_up.coarse_dirt: #11, 336(2%)
minecraft.picked_up.fishing_rod: #11, 3(3%)
minecraft.broken.iron_sword: #11, 1(4%)
minecraft.mined.mud: #11, 1937(2%)
minecraft.dropped.moss_block: #11, 180(2%)
minecraft.used.moss_block: #11, 2739(1%)
minecraft.mined.birch_sapling: #11, 9(2%)
minecraft.crafted.oak_wood: #11, 147(2%)
minecraft.crafted.white_bed: #11, 14(2%)
minecraft.picked_up.stone_shovel: #11, 2(2%)
minecraft.crafted.crimson_door: #11, 3(3%)
minecraft.used.glow_item_frame: #11, 45(2%)
minecraft.crafted.cut_copper_stairs: #11, 20(2%)
minecraft.picked_up.candle: #11, 16(2%)
minecraft.picked_up.quartz_slab: #11, 59(2%)
minecraft.used.coarse_dirt: #11, 591(1%)
minecraft.used.stone_brick_wall: #11, 125(2%)
minecraft.killed.bee: #11, 3(2%)
minecraft.dropped.pumpkin_pie: #11, 73(1%)
minecraft.picked_up.white_stained_glass: #11, 177(1%)
minecraft.used.music_disc_13: #11, 4(1%)
minecraft.mined.polished_granite: #11, 22(1%)
minecraft.picked_up.bamboo_raft: #11, 4(2%)
minecraft.dropped.black_shulker_box: #11, 1(2%)
minecraft.picked_up.glow_item_frame: #11, 20(1%)
minecraft.used.spyglass: #11, 74(1%)
minecraft.picked_up.dark_oak_boat: #11, 8(1%)
minecraft.picked_up.stone_brick_wall: #11, 21(1%)
minecraft.crafted.netherite_boots: #11, 1(2%)
minecraft.used.white_terracotta: #11, 235(1%)
minecraft.mined.polished_basalt: #11, 39(1%)
minecraft.picked_up.sponge: #11, 160(1%)
minecraft.crafted.pink_shulker_box: #11, 2(1%)
minecraft.crafted.deepslate_tile_slab: #11, 44(1%)
minecraft.used.dark_prismarine_slab: #11, 72(1%)
minecraft.picked_up.verdant_froglight: #11, 27(1%)
minecraft.mined.oak_sapling: #11, 10(1%)
minecraft.mined.allium: #11, 6(1%)
minecraft.mined.green_wool: #11, 16(1%)
minecraft.crafted.stone_brick_wall: #11, 64(1%)
minecraft.killed.guardian: #11, 3(1%)
minecraft.picked_up.purple_stained_glass: #11, 31(1%)
minecraft.used.tnt: #11, 498(1%)
minecraft.picked_up.brick: #11, 34(1%)
minecraft.dropped.composter: #11, 1(1%)
minecraft.crafted.cobbled_deepslate_stairs: #11, 18(1%)
minecraft.picked_up.quartz_pillar: #11, 20(1%)
minecraft.dropped.yellow_terracotta: #11, 5(1%)
minecraft.used.birch_leaves: #11, 173(1%)
minecraft.picked_up.lime_concrete: #11, 80(1%)
minecraft.used.cyan_wool: #11, 66(1%)
minecraft.mined.lime_concrete: #11, 82(1%)
minecraft.used.gray_carpet: #11, 226(0%)
minecraft.crafted.white_banner: #11, 9(1%)
minecraft.mined.end_stone: #11, 265(0%)
minecraft.picked_up.end_stone: #11, 265(0%)
minecraft.picked_up.polished_granite: #11, 23(0%)
minecraft.mined.gray_carpet: #11, 30(0%)
minecraft.mined.chiseled_quartz_block: #11, 1(1%)
minecraft.dropped.armor_stand: #11, 1(1%)
minecraft.used.dirt: #12, 20888(3%)
minecraft.mined.grass: #12, 2351(3%)
minecraft.picked_up.blue_terracotta: #11, 21(0%)
minecraft.dropped.polished_diorite: #11, 5(0%)
minecraft.used.green_carpet: #11, 33(0%)
minecraft.dropped.cooked_salmon: #11, 1(0%)
minecraft.used.crimson_nylium: #11, 27(0%)
minecraft.picked_up.cut_copper_slab: #11, 2(0%)
minecraft.used.netherite_helmet: #11, 1(0%)
minecraft.dropped.chicken: #11, 36(0%)
minecraft.dropped.shroomlight: #11, 2(0%)
minecraft.picked_up.gold_nugget: #11, 953(0%)
minecraft.dropped.quartz_block: #11, 3(0%)
minecraft.dropped.dragon_egg: #11, 1(0%)
minecraft.dropped.prismarine_shard: #11, 2(0%)
minecraft.used.purple_stained_glass_pane: #11, 1(0%)
minecraft.dropped.green_dye: #11, 2(0%)
minecraft.custom.drop: #12, 9432(2%)
minecraft.dropped.diamond_axe: #12, 6(3%)
minecraft.mined.smooth_basalt: #12, 729(4%)
minecraft.picked_up.oak_fence: #12, 69(3%)
minecraft.picked_up.writable_book: #12, 10(3%)
minecraft.picked_up.bow: #12, 142(2%)
minecraft.mined.lapis_ore: #12, 143(3%)
minecraft.used.diamond_shovel: #12, 94883(2%)
minecraft.picked_up.basalt: #12, 6000(3%)
minecraft.picked_up.flowering_azalea: #12, 224(3%)
minecraft.used.stonecutter: #12, 60(3%)
minecraft.used.dandelion: #12, 13(3%)
minecraft.picked_up.porkchop: #12, 60(2%)
minecraft.picked_up.lightning_rod: #12, 43(3%)
minecraft.used.white_shulker_box: #12, 155(3%)
minecraft.picked_up.white_shulker_box: #12, 152(3%)
minecraft.mined.white_shulker_box: #12, 149(2%)
minecraft.used.deepslate_gold_ore: #12, 139(3%)
minecraft.picked_up.magma_cream: #12, 115(2%)
minecraft.mined.chain: #12, 52(2%)
minecraft.crafted.oak_sign: #12, 63(2%)
minecraft.used.deepslate_redstone_ore: #12, 195(2%)
minecraft.picked_up.ghast_tear: #12, 14(2%)
minecraft.mined.bone_block: #12, 175(2%)
minecraft.mined.basalt: #12, 6315(2%)
minecraft.used.oak_pressure_plate: #12, 3(4%)
minecraft.picked_up.music_disc_13: #12, 13(2%)
minecraft.used.andesite_stairs: #12, 87(3%)
minecraft.mined.redstone_wire: #12, 297(2%)
minecraft.mined.end_rod: #12, 51(2%)
minecraft.killed.silverfish: #12, 8(2%)
minecraft.picked_up.mutton: #12, 42(2%)
minecraft.crafted.quartz_block: #12, 2026(2%)
minecraft.used.dispenser: #12, 122(2%)
minecraft.used.stone_bricks: #12, 2618(2%)
minecraft.used.redstone: #12, 1434(2%)
minecraft.crafted.birch_sign: #12, 66(2%)
minecraft.mined.tripwire_hook: #12, 4(2%)
minecraft.picked_up.phantom_membrane: #12, 21(2%)
minecraft.mined.moss_block: #12, 2082(1%)
minecraft.mined.redstone_wall_torch: #12, 27(2%)
minecraft.mined.clay: #12, 1839(1%)
minecraft.crafted.bone_meal: #12, 43317(1%)
minecraft.mined.mangrove_stairs: #12, 6(3%)
