stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #6, 17126627(5%)
minecraft.custom.time_since_death: #6, 17126627(5%)
minecraft.custom.fly_one_cm: #25, 42491057(1%)
minecraft.custom.leave_game: #28, 375(1%)
minecraft.custom.play_time: #30, 17126627(1%)
minecraft.custom.total_world_time: #30, 17126627(1%)
minecraft.custom.walk_on_water_one_cm: #34, 145460(0%)
minecraft.custom.walk_under_water_one_cm: #40, 137889(0%)
minecraft.custom.sneak_time: #42, 38638(0%)
