stat, rank, value, (percentage) 
minecraft.mined.deepslate_diamond_ore: #13, 576(2%)
minecraft.picked_up.netherite_leggings: #13, 10(2%)
minecraft.crafted.red_dye: #13, 1913(2%)
minecraft.picked_up.mud_bricks: #13, 54(2%)
minecraft.picked_up.netherite_boots: #13, 10(2%)
minecraft.picked_up.splash_potion: #13, 14(2%)
minecraft.crafted.cyan_dye: #13, 754(2%)
minecraft.picked_up.phantom_membrane: #13, 21(2%)
minecraft.used.polished_deepslate_slab: #13, 773(2%)
minecraft.picked_up.diamond_hoe: #13, 6(2%)
minecraft.dropped.shulker_box: #13, 17(2%)
minecraft.used.note_block: #13, 73(1%)
minecraft.custom.eat_cake_slice: #13, 4(2%)
minecraft.mined.weeping_vines_plant: #13, 14(2%)
minecraft.killed.bee: #13, 3(2%)
minecraft.picked_up.wooden_hoe: #13, 2(2%)
minecraft.crafted.raw_iron_block: #13, 92(1%)
minecraft.crafted.fishing_rod: #13, 3(2%)
minecraft.mined.stone_brick_stairs: #13, 33(1%)
minecraft.picked_up.dripstone_block: #13, 201(1%)
minecraft.picked_up.hay_block: #13, 80(1%)
minecraft.dropped.spruce_trapdoor: #13, 16(1%)
minecraft.crafted.white_wool: #13, 833(1%)
minecraft.picked_up.honeycomb: #13, 99(1%)
minecraft.used.hopper_minecart: #13, 22(1%)
minecraft.used.diamond_ore: #13, 3(2%)
minecraft.picked_up.jungle_log: #13, 706(1%)
minecraft.mined.purpur_slab: #13, 5(1%)
minecraft.picked_up.yellow_bed: #13, 10(1%)
minecraft.picked_up.gray_shulker_box: #13, 36(1%)
minecraft.used.blast_furnace: #13, 10(1%)
minecraft.picked_up.dead_bush: #13, 46(1%)
minecraft.dropped.rail: #13, 51(1%)
minecraft.dropped.music_disc_13: #13, 1(2%)
minecraft.dropped.golden_helmet: #13, 5(1%)
minecraft.mined.mangrove_stairs: #13, 3(1%)
minecraft.crafted.wheat: #13, 864(1%)
minecraft.dropped.lapis_lazuli: #13, 38(1%)
minecraft.used.deepslate_lapis_ore: #13, 11(1%)
minecraft.picked_up.cobbled_deepslate_slab: #13, 82(1%)
minecraft.crafted.furnace_minecart: #13, 1(1%)
minecraft.mined.purpur_stairs: #13, 9(1%)
minecraft.picked_up.white_banner: #13, 34(1%)
minecraft.crafted.gray_carpet: #13, 201(1%)
minecraft.dropped.podzol: #13, 4(1%)
minecraft.crafted.yellow_concrete_powder: #13, 136(1%)
minecraft.custom.mob_kills: #13, 43449(0%)
minecraft.picked_up.polished_blackstone_bricks: #13, 275(0%)
minecraft.picked_up.sculk: #13, 234(1%)
minecraft.mined.deepslate_brick_slab: #13, 14(1%)
minecraft.crafted.green_stained_glass_pane: #13, 16(1%)
minecraft.dropped.spruce_leaves: #13, 17(0%)
minecraft.mined.crimson_nylium: #13, 89(0%)
minecraft.used.furnace_minecart: #13, 1(1%)
minecraft.used.cobbled_deepslate_wall: #13, 19(1%)
minecraft.used.black_concrete_powder: #13, 731(0%)
minecraft.picked_up.bone_meal: #13, 828(0%)
minecraft.dropped.crimson_nylium: #13, 4(0%)
minecraft.picked_up.chiseled_sandstone: #13, 1(1%)
minecraft.picked_up.crimson_slab: #13, 17(0%)
minecraft.used.terracotta: #13, 98(0%)
minecraft.crafted.map: #13, 71(0%)
minecraft.used.lime_stained_glass: #13, 52(0%)
minecraft.mined.detector_rail: #13, 1(0%)
minecraft.picked_up.purple_stained_glass: #13, 10(0%)
minecraft.crafted.lime_stained_glass: #13, 56(0%)
minecraft.picked_up.chorus_flower: #13, 4(0%)
minecraft.used.orange_stained_glass_pane: #13, 4(0%)
minecraft.used.lime_concrete: #13, 28(0%)
minecraft.used.diorite_slab: #13, 4(0%)
minecraft.mined.nether_brick_fence: #13, 3(0%)
minecraft.crafted.red_banner: #13, 6(0%)
minecraft.mined.crimson_stairs: #13, 1(0%)
minecraft.used.purple_stained_glass: #13, 35(0%)
minecraft.picked_up.paper: #13, 115(0%)
minecraft.picked_up.pink_concrete: #13, 7(0%)
minecraft.picked_up.light_gray_bed: #13, 2(0%)
minecraft.used.pink_concrete_powder: #13, 13(0%)
minecraft.dropped.potato: #13, 3(0%)
minecraft.dropped.ice: #13, 5(0%)
minecraft.picked_up.chiseled_polished_blackstone: #13, 1(0%)
minecraft.dropped.soul_soil: #13, 2(0%)
minecraft.picked_up.lime_stained_glass_pane: #13, 1(0%)
minecraft.picked_up.purple_wool: #13, 2(0%)
minecraft.dropped.tnt: #13, 9(0%)
minecraft.crafted.red_sandstone: #13, 2(0%)
minecraft.picked_up.yellow_carpet: #13, 4(0%)
minecraft.killed.witch: #13, 7(0%)
minecraft.used.spruce_stairs: #14, 533(3%)
minecraft.dropped.bow: #14, 96(2%)
minecraft.picked_up.barrel: #14, 95(2%)
minecraft.picked_up.ender_pearl: #14, 7027(2%)
minecraft.used.spruce_trapdoor: #14, 588(2%)
minecraft.crafted.spruce_trapdoor: #14, 543(2%)
minecraft.crafted.iron_bars: #14, 736(3%)
minecraft.mined.chipped_anvil: #14, 10(3%)
minecraft.mined.deepslate: #14, 27938(2%)
minecraft.mined.deepslate_lapis_ore: #14, 121(2%)
minecraft.picked_up.string: #14, 1953(2%)
minecraft.used.spruce_door: #14, 14(3%)
minecraft.mined.sand: #14, 34197(2%)
minecraft.picked_up.deepslate: #14, 9477(2%)
minecraft.crafted.diamond_block: #14, 128(2%)
minecraft.used.elytra: #14, 19(1%)
minecraft.mined.spruce_log: #14, 3918(2%)
minecraft.picked_up.leather_helmet: #14, 5(2%)
minecraft.picked_up.shears: #14, 18(2%)
minecraft.picked_up.rotten_flesh: #14, 1143(1%)
minecraft.mined.dark_prismarine: #14, 29(2%)
minecraft.killed.ghast: #14, 23(2%)
minecraft.used.redstone: #14, 1248(1%)
minecraft.used.repeater: #14, 289(1%)
minecraft.picked_up.cauldron: #14, 13(2%)
minecraft.used.diamond_boots: #14, 3(2%)
minecraft.used.white_concrete: #14, 829(1%)
minecraft.custom.horse_one_cm: #14, 719436(1%)
minecraft.mined.farmland: #14, 13(1%)
minecraft.dropped.rabbit: #14, 1(2%)
minecraft.dropped.scaffolding: #14, 161(1%)
minecraft.mined.deepslate_bricks: #14, 149(1%)
minecraft.dropped.deepslate: #14, 744(1%)
minecraft.mined.deepslate_tile_slab: #14, 21(1%)
minecraft.dropped.moss_block: #14, 99(1%)
minecraft.mined.gray_shulker_box: #14, 34(1%)
minecraft.used.cobbled_deepslate_stairs: #14, 46(1%)
minecraft.mined.purpur_pillar: #14, 19(1%)
minecraft.dropped.potion: #14, 22(1%)
minecraft.custom.open_barrel: #15, 4601(3%)
minecraft.mined.small_dripleaf: #14, 4(1%)
minecraft.crafted.iron_nugget: #14, 2290(1%)
minecraft.picked_up.warped_stem: #14, 232(1%)
minecraft.used.deepslate_diamond_ore: #14, 154(1%)
minecraft.picked_up.mangrove_stairs: #14, 3(1%)
minecraft.picked_up.book: #14, 388(1%)
minecraft.dropped.arrow: #14, 856(1%)
minecraft.used.smooth_basalt: #14, 159(1%)
minecraft.picked_up.tnt: #14, 453(1%)
minecraft.mined.bookshelf: #14, 119(1%)
minecraft.mined.tnt: #14, 20(1%)
minecraft.used.crimson_stem: #14, 225(1%)
minecraft.used.candle: #14, 12(1%)
minecraft.picked_up.deepslate_brick_stairs: #14, 27(1%)
minecraft.dropped.weeping_vines: #14, 5(1%)
minecraft.picked_up.deepslate_brick_slab: #14, 20(0%)
minecraft.crafted.purple_stained_glass: #14, 144(1%)
minecraft.mined.chiseled_sandstone: #14, 1(1%)
minecraft.used.black_concrete: #14, 398(0%)
minecraft.used.sculk: #14, 126(0%)
minecraft.used.coal_block: #14, 17(0%)
minecraft.picked_up.crimson_nylium: #14, 88(0%)
minecraft.mined.polished_blackstone_bricks: #14, 132(0%)
minecraft.dropped.purpur_pillar: #14, 1(0%)
minecraft.crafted.blue_stained_glass_pane: #14, 16(0%)
minecraft.dropped.nether_bricks: #14, 5(0%)
minecraft.picked_up.chiseled_quartz_block: #14, 1(0%)
minecraft.killed.tropical_fish: #14, 1(0%)
minecraft.used.dark_oak_button: #14, 7(0%)
minecraft.dropped.baked_potato: #14, 1(0%)
minecraft.dropped.saddle: #14, 1(0%)
minecraft.mined.light_blue_wool: #14, 5(0%)
minecraft.picked_up.chiseled_deepslate: #14, 3(0%)
minecraft.picked_up.green_wool: #14, 21(0%)
minecraft.mined.crimson_slab: #14, 5(0%)
minecraft.picked_up.red_tulip: #14, 4(0%)
minecraft.used.raw_copper_block: #14, 3(0%)
minecraft.picked_up.brown_carpet: #14, 18(0%)
minecraft.dropped.rooted_dirt: #14, 1(0%)
minecraft.mined.dark_oak_wood: #14, 1(0%)
minecraft.dropped.smooth_quartz: #14, 1(0%)
minecraft.mined.sculk: #14, 54(0%)
minecraft.crafted.candle: #14, 30(0%)
minecraft.dropped.brown_mushroom_block: #14, 3(0%)
minecraft.picked_up.cyan_concrete_powder: #14, 1(0%)
minecraft.used.black_carpet: #14, 7(0%)
minecraft.used.shears: #15, 5416(3%)
minecraft.mined.tuff: #15, 3700(2%)
minecraft.mined.spruce_sign: #15, 3(3%)
minecraft.picked_up.coal_ore: #15, 1155(2%)
minecraft.mined.deepslate_iron_ore: #15, 436(2%)
minecraft.crafted.item_frame: #15, 174(2%)
minecraft.picked_up.pointed_dripstone: #15, 382(2%)
minecraft.picked_up.raw_iron: #15, 1847(2%)
minecraft.dropped.spruce_planks: #15, 80(2%)
minecraft.mined.blackstone: #15, 3096(2%)
minecraft.crafted.spruce_sign: #15, 48(2%)
minecraft.picked_up.sand: #15, 33241(2%)
minecraft.picked_up.blackstone: #15, 3222(2%)
minecraft.picked_up.netherite_pickaxe: #15, 16(2%)
minecraft.picked_up.spruce_planks: #15, 528(2%)
minecraft.mined.beacon: #15, 9(2%)
minecraft.custom.inspect_dispenser: #15, 478(1%)
minecraft.mined.dirt_path: #15, 101(1%)
minecraft.used.redstone_torch: #15, 202(1%)
minecraft.mined.emerald_block: #15, 176(1%)
minecraft.used.dispenser: #15, 78(1%)
minecraft.picked_up.dark_oak_door: #15, 5(1%)
minecraft.dropped.sand: #15, 370(1%)
minecraft.mined.dead_bush: #15, 49(1%)
minecraft.picked_up.saddle: #15, 4(1%)
minecraft.custom.interact_with_cartography_table: #15, 9(1%)
minecraft.picked_up.deepslate_diamond_ore: #15, 200(1%)
minecraft.picked_up.green_shulker_box: #15, 26(1%)
minecraft.custom.damage_dealt: #15, 428911(0%)
minecraft.picked_up.gray_wool: #15, 101(1%)
minecraft.used.observer: #15, 211(1%)
minecraft.picked_up.purpur_slab: #15, 4(1%)
minecraft.mined.snow: #15, 4263(1%)
minecraft.mined.cave_vines_plant: #15, 14(1%)
minecraft.dropped.fishing_rod: #15, 1(1%)
minecraft.picked_up.purpur_pillar: #15, 15(1%)
minecraft.mined.crimson_trapdoor: #15, 4(1%)
minecraft.used.sea_pickle: #15, 20(1%)
minecraft.mined.orange_wool: #15, 17(1%)
minecraft.used.birch_sapling: #15, 121(1%)
minecraft.dropped.leather_leggings: #15, 3(1%)
minecraft.mined.deepslate_tile_stairs: #15, 14(1%)
minecraft.used.crimson_planks: #15, 62(1%)
minecraft.picked_up.sponge: #15, 99(1%)
minecraft.picked_up.stone_stairs: #15, 33(1%)
minecraft.picked_up.warped_wart_block: #15, 319(1%)
minecraft.killed.bat: #15, 2(1%)
minecraft.picked_up.axolotl_bucket: #15, 1(1%)
minecraft.picked_up.pufferfish: #15, 3(1%)
minecraft.dropped.purpur_slab: #15, 1(1%)
minecraft.picked_up.emerald_block: #15, 179(0%)
minecraft.picked_up.warped_fence: #15, 5(1%)
minecraft.crafted.lime_dye: #15, 202(1%)
minecraft.mined.warped_wart_block: #15, 239(0%)
minecraft.used.gold_block: #15, 32(0%)
minecraft.picked_up.lime_concrete: #15, 58(0%)
minecraft.picked_up.brown_terracotta: #15, 406(0%)
minecraft.mined.cobbled_deepslate_wall: #15, 2(1%)
minecraft.used.yellow_concrete: #15, 56(0%)
minecraft.picked_up.gunpowder: #15, 288(0%)
minecraft.dropped.big_dripleaf: #15, 2(0%)
minecraft.used.warped_stem: #15, 137(0%)
minecraft.used.lime_dye: #15, 1(0%)
minecraft.picked_up.cobweb: #15, 18(0%)
minecraft.mined.nether_sprouts: #15, 12(0%)
minecraft.used.mud_bricks: #15, 29(0%)
minecraft.crafted.gold_ingot: #15, 1648(0%)
minecraft.mined.light_gray_shulker_box: #15, 7(0%)
minecraft.picked_up.light_gray_shulker_box: #15, 7(0%)
minecraft.mined.raw_copper_block: #15, 2(0%)
minecraft.used.sponge: #15, 44(0%)
minecraft.crafted.mud_brick_slab: #15, 6(0%)
minecraft.picked_up.lapis_block: #15, 21(0%)
minecraft.crafted.black_stained_glass_pane: #15, 16(0%)
minecraft.used.black_stained_glass_pane: #15, 11(0%)
minecraft.picked_up.copper_ingot: #15, 81(0%)
minecraft.picked_up.orange_terracotta: #15, 99(0%)
minecraft.used.quartz_pillar: #15, 9(0%)
minecraft.used.warped_wart_block: #15, 15(0%)
minecraft.picked_up.sculk_catalyst: #15, 1(0%)
minecraft.dropped.soul_sand: #15, 9(0%)
minecraft.dropped.spectral_arrow: #15, 9(0%)
minecraft.picked_up.map: #15, 1(0%)
minecraft.picked_up.brown_wool: #15, 2(0%)
minecraft.used.red_mushroom_block: #15, 2(0%)
minecraft.mined.black_carpet: #15, 2(0%)
minecraft.crafted.dried_kelp_block: #15, 1(0%)
minecraft.picked_up.spruce_log: #16, 4288(2%)
minecraft.used.enchanting_table: #16, 2(2%)
minecraft.mined.vine: #16, 212(2%)
minecraft.used.ladder: #16, 141(2%)
minecraft.crafted.rail: #16, 656(2%)
minecraft.picked_up.cooked_beef: #16, 92(2%)
minecraft.dropped.golden_apple: #16, 7(2%)
minecraft.used.lava_bucket: #16, 157(1%)
minecraft.mined.dark_oak_door: #16, 2(2%)
minecraft.used.dark_oak_door: #16, 5(2%)
minecraft.picked_up.oak_fence: #16, 26(1%)
minecraft.picked_up.red_wool: #16, 158(1%)
minecraft.dropped.cobblestone: #16, 791(1%)
minecraft.used.campfire: #16, 42(1%)
minecraft.used.splash_potion: #16, 12(1%)
minecraft.picked_up.minecart: #16, 35(1%)
minecraft.crafted.stone_bricks: #16, 1796(1%)
minecraft.used.minecart: #16, 28(1%)
minecraft.picked_up.poisonous_potato: #16, 2(1%)
minecraft.mined.green_shulker_box: #16, 25(1%)
minecraft.picked_up.clay: #16, 466(1%)
minecraft.used.emerald_block: #16, 172(1%)
minecraft.mined.glass: #16, 137(1%)
minecraft.picked_up.lilac: #16, 91(1%)
minecraft.used.calcite: #16, 155(1%)
minecraft.dropped.tuff: #16, 166(1%)
minecraft.dropped.brown_mushroom: #16, 10(1%)
minecraft.picked_up.fishing_rod: #16, 1(1%)
minecraft.used.diamond_helmet: #16, 1(1%)
minecraft.used.sea_lantern: #16, 54(1%)
minecraft.crafted.cobblestone_slab: #16, 78(1%)
minecraft.mined.crying_obsidian: #16, 4(1%)
minecraft.used.deepslate_tile_slab: #16, 109(0%)
minecraft.mined.quartz_slab: #16, 14(1%)
minecraft.used.purple_shulker_box: #16, 9(1%)
minecraft.mined.magenta_stained_glass: #16, 3(1%)
minecraft.used.axolotl_bucket: #16, 3(1%)
minecraft.picked_up.wet_sponge: #16, 100(1%)
minecraft.picked_up.purple_shulker_box: #16, 7(0%)
minecraft.picked_up.deepslate_tile_stairs: #16, 16(0%)
minecraft.crafted.brown_carpet: #16, 18(0%)
minecraft.mined.deepslate_tile_wall: #16, 4(0%)
minecraft.mined.purple_shulker_box: #16, 6(0%)
minecraft.used.clay: #16, 112(0%)
minecraft.dropped.tropical_fish: #16, 7(0%)
minecraft.mined.wet_sponge: #16, 71(0%)
minecraft.mined.cobbled_deepslate_slab: #16, 23(0%)
minecraft.killed.cod: #16, 4(0%)
minecraft.mined.cut_copper: #16, 2(0%)
minecraft.used.light_gray_shulker_box: #16, 8(0%)
minecraft.dropped.white_wool: #16, 13(0%)
minecraft.picked_up.red_bed: #16, 4(0%)
minecraft.picked_up.light_gray_terracotta: #16, 38(0%)
minecraft.mined.lime_concrete: #16, 35(0%)
minecraft.dropped.spruce_sapling: #16, 7(0%)
minecraft.mined.tinted_glass: #16, 8(0%)
minecraft.picked_up.glass_pane: #16, 6(0%)
minecraft.crafted.magenta_dye: #16, 46(0%)
minecraft.picked_up.crying_obsidian: #16, 13(0%)
minecraft.dropped.sugar_cane: #16, 14(0%)
minecraft.mined.quartz_pillar: #16, 3(0%)
minecraft.used.prismarine: #16, 17(0%)
minecraft.picked_up.tinted_glass: #16, 8(0%)
minecraft.mined.brown_terracotta: #16, 101(0%)
minecraft.used.spruce_wood: #16, 18(0%)
minecraft.mined.purple_stained_glass: #16, 2(0%)
minecraft.crafted.light_blue_concrete_powder: #16, 8(0%)
minecraft.picked_up.raw_copper_block: #16, 2(0%)
minecraft.used.rotten_flesh: #16, 2(0%)
minecraft.dropped.glowstone_dust: #16, 4(0%)
minecraft.dropped.gold_ingot: #16, 14(0%)
minecraft.dropped.salmon: #16, 1(0%)
minecraft.mined.lime_stained_glass: #16, 1(0%)
minecraft.used.crimson_fungus: #16, 1(0%)
minecraft.custom.pig_one_cm: #16, 136(0%)
minecraft.mined.iron_ore: #17, 1334(2%)
minecraft.picked_up.arrow: #17, 1520(2%)
minecraft.mined.barrel: #17, 64(2%)
minecraft.mined.sweet_berry_bush: #17, 9(2%)
minecraft.picked_up.spruce_trapdoor: #17, 146(2%)
minecraft.mined.spruce_slab: #17, 166(2%)
minecraft.picked_up.stonecutter: #17, 35(2%)
minecraft.mined.stonecutter: #17, 32(2%)
minecraft.dropped.ender_pearl: #17, 4085(1%)
minecraft.picked_up.beacon: #17, 12(2%)
minecraft.picked_up.glowstone: #17, 186(1%)
minecraft.picked_up.blaze_rod: #17, 68(2%)
minecraft.mined.spruce_trapdoor: #17, 76(1%)
minecraft.mined.oak_fence: #17, 23(1%)
minecraft.used.netherrack: #17, 1765(1%)
minecraft.used.beacon: #17, 9(1%)
minecraft.killed.pig: #17, 6(1%)
minecraft.mined.budding_amethyst: #17, 5(1%)
minecraft.crafted.ender_eye: #17, 16(1%)
minecraft.picked_up.golden_helmet: #17, 5(1%)
minecraft.used.granite: #17, 221(1%)
minecraft.picked_up.shulker_shell: #17, 208(1%)
minecraft.picked_up.andesite_stairs: #17, 9(1%)
minecraft.picked_up.cookie: #17, 13(1%)
minecraft.mined.oak_door: #17, 1(1%)
minecraft.crafted.bone_meal: #17, 21212(1%)
minecraft.mined.note_block: #17, 9(1%)
minecraft.used.potion: #17, 49(1%)
minecraft.dropped.basalt: #17, 216(1%)
minecraft.mined.dragon_wall_head: #17, 1(1%)
minecraft.picked_up.nether_quartz_ore: #17, 128(1%)
minecraft.dropped.golden_chestplate: #17, 3(1%)
minecraft.crafted.yellow_shulker_box: #17, 2(1%)
minecraft.mined.glow_lichen: #17, 158(1%)
minecraft.crafted.pink_dye: #17, 180(1%)
minecraft.mined.red_wool: #17, 25(1%)
minecraft.dropped.chainmail_helmet: #17, 1(1%)
minecraft.picked_up.glass_bottle: #17, 76(0%)
minecraft.mined.cartography_table: #17, 1(1%)
minecraft.dropped.item_frame: #17, 2(1%)
minecraft.dropped.iron_sword: #17, 1(1%)
minecraft.used.diamond_block: #17, 18(0%)
minecraft.dropped.flowering_azalea: #17, 4(0%)
minecraft.used.fishing_rod: #17, 15(0%)
minecraft.used.deepslate_tile_stairs: #17, 52(0%)
minecraft.picked_up.crossbow: #17, 6(0%)
minecraft.picked_up.glowstone_dust: #17, 50(0%)
minecraft.crafted.purple_dye: #17, 98(0%)
minecraft.mined.bricks: #17, 10(0%)
minecraft.picked_up.rabbit: #17, 1(0%)
minecraft.used.lime_concrete_powder: #17, 45(0%)
minecraft.crafted.deepslate_brick_slab: #17, 12(0%)
minecraft.used.pearlescent_froglight: #17, 12(0%)
minecraft.picked_up.cut_copper: #17, 2(0%)
minecraft.used.cut_copper_stairs: #17, 14(0%)
minecraft.mined.dripstone_block: #17, 24(0%)
minecraft.mined.cracked_stone_bricks: #17, 7(0%)
minecraft.picked_up.nether_star: #17, 1(0%)
minecraft.used.verdant_froglight: #17, 13(0%)
minecraft.mined.mangrove_propagule: #17, 4(0%)
minecraft.used.cookie: #17, 1(0%)
minecraft.used.red_banner: #17, 2(0%)
minecraft.dropped.spider_eye: #17, 138(0%)
minecraft.dropped.glow_berries: #17, 1(0%)
minecraft.dropped.dripstone_block: #17, 4(0%)
minecraft.used.warped_nylium: #17, 5(0%)
minecraft.crafted.spruce_wood: #17, 24(0%)
minecraft.mined.soul_fire: #17, 1(0%)
minecraft.used.cyan_wool: #17, 10(0%)
minecraft.picked_up.magenta_shulker_box: #17, 2(0%)
minecraft.used.cut_copper: #17, 3(0%)
minecraft.crafted.pink_terracotta: #17, 8(0%)
minecraft.picked_up.jungle_leaves: #17, 5(0%)
minecraft.crafted.lime_concrete_powder: #17, 8(0%)
minecraft.used.lime_wool: #17, 2(0%)
minecraft.used.brown_carpet: #17, 2(0%)
minecraft.picked_up.black_carpet: #17, 2(0%)
minecraft.mined.spruce_stairs: #18, 65(2%)
minecraft.used.stonecutter: #18, 36(2%)
minecraft.picked_up.item_frame: #18, 85(1%)
minecraft.custom.interact_with_beacon: #18, 15(1%)
minecraft.mined.oak_slab: #18, 24(1%)
minecraft.mined.cobbled_deepslate: #18, 194(1%)
minecraft.mined.lever: #18, 14(1%)
minecraft.crafted.ender_chest: #18, 10(1%)
minecraft.used.wooden_sword: #18, 41(1%)
minecraft.picked_up.deepslate_lapis_ore: #18, 23(1%)
minecraft.used.glass: #18, 709(1%)
minecraft.mined.campfire: #18, 8(1%)
minecraft.picked_up.deepslate_iron_ore: #18, 33(1%)
minecraft.used.red_wool: #18, 74(1%)
minecraft.mined.sugar_cane: #18, 400(1%)
minecraft.used.diorite: #18, 108(0%)
minecraft.picked_up.red_concrete: #18, 116(0%)
minecraft.dropped.gravel: #18, 315(0%)
minecraft.picked_up.oak_door: #18, 1(1%)
minecraft.custom.play_noteblock: #18, 27(0%)
minecraft.mined.cobweb: #18, 30(1%)
minecraft.used.lilac: #18, 4(1%)
minecraft.crafted.stonecutter: #18, 6(0%)
minecraft.mined.clay: #18, 520(0%)
minecraft.crafted.brewing_stand: #18, 3(1%)
minecraft.mined.bee_nest: #18, 4(1%)
minecraft.mined.spruce_button: #18, 1(1%)
minecraft.mined.blast_furnace: #18, 2(1%)
minecraft.picked_up.vine: #18, 38(0%)
minecraft.mined.birch_planks: #18, 45(0%)
minecraft.mined.red_concrete: #18, 100(0%)
minecraft.killed.piglin: #18, 7(0%)
minecraft.picked_up.white_terracotta: #18, 97(0%)
minecraft.crafted.paper: #18, 1386(0%)
minecraft.used.amethyst_cluster: #18, 8(0%)
minecraft.used.red_terracotta: #18, 111(0%)
minecraft.picked_up.quartz_pillar: #18, 5(0%)
minecraft.mined.cut_copper_stairs: #18, 1(0%)
minecraft.used.bee_nest: #18, 1(0%)
minecraft.picked_up.deepslate_copper_ore: #18, 2(0%)
minecraft.picked_up.charcoal: #18, 8(0%)
minecraft.picked_up.cracked_stone_bricks: #18, 7(0%)
minecraft.crafted.brown_concrete_powder: #18, 8(0%)
minecraft.used.bricks: #18, 10(0%)
minecraft.picked_up.blaze_powder: #18, 1(0%)
minecraft.picked_up.red_carpet: #18, 8(0%)
minecraft.used.amethyst_block: #18, 5(0%)
minecraft.used.warped_fungus: #18, 1(0%)
minecraft.mined.gravel: #19, 8511(2%)
minecraft.dropped.stone_pickaxe: #19, 2(2%)
minecraft.picked_up.white_wool: #19, 254(1%)
minecraft.used.writable_book: #19, 75(1%)
minecraft.picked_up.glow_berries: #19, 84(1%)
minecraft.used.item_frame: #19, 130(1%)
minecraft.used.gravel: #19, 290(1%)
minecraft.picked_up.composter: #19, 21(1%)
minecraft.picked_up.white_bed: #19, 22(1%)
minecraft.picked_up.ghast_tear: #19, 6(1%)
minecraft.used.oak_slab: #19, 85(1%)
minecraft.mined.shroomlight: #19, 43(1%)
minecraft.picked_up.shroomlight: #19, 46(1%)
minecraft.picked_up.golden_chestplate: #19, 3(1%)
minecraft.picked_up.birch_planks: #19, 122(1%)
minecraft.picked_up.spruce_sapling: #19, 158(1%)
minecraft.used.white_shulker_box: #19, 41(1%)
minecraft.picked_up.note_block: #19, 12(1%)
minecraft.picked_up.chainmail_helmet: #19, 1(1%)
minecraft.custom.tune_noteblock: #19, 170(0%)
minecraft.mined.deepslate_tiles: #19, 49(1%)
minecraft.picked_up.white_shulker_box: #19, 33(1%)
minecraft.used.flint_and_steel: #19, 94(1%)
minecraft.mined.glowstone: #19, 48(1%)
minecraft.mined.white_shulker_box: #19, 32(1%)
minecraft.picked_up.dark_prismarine: #19, 28(1%)
minecraft.picked_up.sugar_cane: #19, 941(0%)
minecraft.killed.skeleton: #19, 410(0%)
minecraft.used.cake: #19, 1(1%)
minecraft.used.deepslate_tiles: #19, 324(0%)
minecraft.picked_up.stone_bricks: #19, 223(0%)
minecraft.dropped.spruce_boat: #19, 1(1%)
minecraft.picked_up.blast_furnace: #19, 2(0%)
minecraft.used.oak_planks: #19, 72(0%)
minecraft.crafted.deepslate_brick_stairs: #19, 8(0%)
minecraft.picked_up.cod: #19, 14(0%)
minecraft.mined.hay_block: #19, 8(0%)
minecraft.used.cocoa_beans: #19, 24(0%)
minecraft.picked_up.gold_block: #19, 24(0%)
minecraft.dropped.snowball: #19, 37(0%)
minecraft.mined.jungle_log: #19, 86(0%)
minecraft.picked_up.pearlescent_froglight: #19, 4(0%)
minecraft.mined.crimson_planks: #19, 5(0%)
minecraft.picked_up.clay_ball: #19, 267(0%)
minecraft.used.red_concrete: #19, 40(0%)
minecraft.mined.chiseled_stone_bricks: #19, 3(0%)
minecraft.crafted.mud_bricks: #19, 24(0%)
minecraft.crafted.blast_furnace: #19, 1(0%)
minecraft.used.spyglass: #19, 6(0%)
minecraft.picked_up.gray_carpet: #19, 27(0%)
minecraft.used.deepslate_brick_slab: #19, 16(0%)
minecraft.picked_up.end_stone: #19, 42(0%)
minecraft.mined.end_stone: #19, 41(0%)
minecraft.mined.verdant_froglight: #19, 1(0%)
minecraft.crafted.beehive: #19, 1(0%)
minecraft.picked_up.spruce_wood: #19, 1(0%)
minecraft.crafted.deepslate_tiles: #19, 5(0%)
minecraft.used.polished_blackstone_bricks: #19, 17(0%)
minecraft.dropped.quartz: #19, 2(0%)
minecraft.mined.red_sand: #19, 2(0%)
minecraft.picked_up.gravel: #20, 8787(2%)
minecraft.custom.climb_one_cm: #20, 796754(1%)
minecraft.used.sunflower: #20, 4(1%)
minecraft.mined.white_bed: #20, 21(1%)
minecraft.picked_up.golden_apple: #20, 8(1%)
minecraft.crafted.flint_and_steel: #20, 4(1%)
minecraft.mined.composter: #20, 13(1%)
minecraft.crafted.shield: #20, 2(1%)
minecraft.crafted.copper_ingot: #20, 498(1%)
minecraft.picked_up.netherrack: #20, 4460(0%)
minecraft.mined.spruce_planks: #20, 105(0%)
minecraft.picked_up.ladder: #20, 33(0%)
minecraft.dropped.bone_meal: #20, 115(0%)
minecraft.picked_up.weeping_vines: #20, 17(0%)
minecraft.crafted.shears: #20, 35(0%)
minecraft.picked_up.spider_eye: #20, 197(0%)
minecraft.picked_up.cocoa_beans: #20, 97(0%)
minecraft.dropped.netherrack: #20, 1294(0%)
minecraft.picked_up.amethyst_cluster: #20, 19(0%)
minecraft.mined.iron_bars: #20, 7(0%)
minecraft.dropped.golden_leggings: #20, 1(0%)
minecraft.killed.salmon: #20, 3(0%)
minecraft.picked_up.nether_gold_ore: #20, 8(0%)
minecraft.mined.mud_bricks: #20, 3(0%)
minecraft.used.stone_brick_slab: #20, 30(0%)
