stat, rank, value, (percentage) 
minecraft.dropped.coal: #15, 64(1%)
minecraft.crafted.minecart: #15, 55(1%)
minecraft.mined.rooted_dirt: #15, 150(1%)
minecraft.used.emerald_block: #15, 181(1%)
minecraft.picked_up.magma_block: #15, 348(1%)
minecraft.used.warped_trapdoor: #15, 44(1%)
minecraft.used.rose_bush: #15, 11(1%)
minecraft.crafted.white_wool: #15, 579(1%)
minecraft.used.gray_concrete_powder: #15, 493(1%)
minecraft.picked_up.bee_nest: #15, 6(1%)
minecraft.crafted.red_concrete_powder: #15, 296(1%)
minecraft.picked_up.crimson_stem: #15, 284(1%)
minecraft.mined.bee_nest: #15, 6(1%)
minecraft.picked_up.yellow_wool: #15, 52(1%)
minecraft.dropped.chainmail_leggings: #15, 1(1%)
minecraft.dropped.arrow: #15, 730(0%)
minecraft.crafted.lime_stained_glass_pane: #15, 16(1%)
minecraft.mined.bookshelf: #15, 103(0%)
minecraft.crafted.golden_boots: #15, 1(1%)
minecraft.picked_up.book: #15, 295(0%)
minecraft.dropped.copper_ore: #15, 14(1%)
minecraft.picked_up.quartz_block: #15, 138(0%)
minecraft.crafted.raw_iron: #15, 171(0%)
minecraft.dropped.rotten_flesh: #15, 791(0%)
minecraft.mined.acacia_trapdoor: #15, 9(1%)
minecraft.mined.mushroom_stem: #15, 181(0%)
minecraft.mined.cherry_log: #15, 45(0%)
minecraft.crafted.hopper_minecart: #15, 17(0%)
minecraft.used.mossy_cobblestone: #15, 65(0%)
minecraft.picked_up.lime_terracotta: #15, 41(0%)
minecraft.used.spruce_pressure_plate: #15, 2(1%)
minecraft.custom.mob_kills: #15, 30922(0%)
minecraft.picked_up.glass_pane: #15, 11(0%)
minecraft.crafted.firework_rocket: #15, 3783(0%)
minecraft.used.mossy_stone_bricks: #15, 16(0%)
minecraft.used.lime_terracotta: #15, 169(0%)
minecraft.picked_up.fire_coral: #15, 2(0%)
minecraft.dropped.iron_chestplate: #15, 2(0%)
minecraft.picked_up.feather: #15, 96(0%)
minecraft.picked_up.emerald: #15, 307(0%)
minecraft.mined.carved_pumpkin: #15, 49(0%)
minecraft.custom.interact_with_smoker: #15, 2(0%)
minecraft.picked_up.polished_blackstone_button: #15, 5(0%)
minecraft.used.brown_mushroom: #15, 18(0%)
minecraft.crafted.light_blue_terracotta: #15, 64(0%)
minecraft.used.packed_mud: #15, 33(0%)
minecraft.killed.zombie: #15, 382(0%)
minecraft.used.orange_dye: #15, 1(0%)
minecraft.crafted.light_gray_terracotta: #15, 32(0%)
minecraft.used.red_bed: #15, 4(0%)
minecraft.dropped.obsidian: #15, 19(0%)
minecraft.picked_up.chicken: #15, 72(0%)
minecraft.picked_up.rabbit_hide: #15, 1(0%)
minecraft.mined.gray_carpet: #15, 19(0%)
minecraft.dropped.deepslate_tile_slab: #15, 2(0%)
minecraft.used.brown_terracotta: #15, 40(0%)
minecraft.mined.bubble_coral_wall_fan: #15, 4(0%)
minecraft.used.light_blue_wool: #15, 18(0%)
minecraft.crafted.emerald_block: #15, 163(0%)
minecraft.picked_up.orange_bed: #15, 1(0%)
minecraft.mined.stripped_oak_wood: #15, 4(0%)
minecraft.crafted.mangrove_wood: #15, 15(0%)
minecraft.picked_up.deepslate_brick_wall: #15, 3(0%)
minecraft.used.green_concrete: #15, 22(0%)
minecraft.dropped.chicken: #15, 22(0%)
minecraft.picked_up.paper: #15, 63(0%)
minecraft.mined.lime_wool: #15, 1(0%)
minecraft.crafted.pink_terracotta: #15, 8(0%)
minecraft.used.mangrove_fence: #15, 1(0%)
minecraft.used.acacia_wood: #15, 2(0%)
minecraft.dropped.clay_ball: #15, 8(0%)
minecraft.dropped.cod: #15, 2(0%)
minecraft.mined.blue_ice: #15, 2(0%)
minecraft.used.orange_concrete: #15, 2(0%)
minecraft.custom.damage_taken: #16, 244117(2%)
minecraft.mined.dirt: #16, 23607(2%)
minecraft.crafted.spruce_planks: #16, 13664(2%)
minecraft.custom.play_time: #17, 53385079(2%)
minecraft.custom.total_world_time: #17, 53385079(2%)
minecraft.picked_up.diamond_boots: #16, 16(2%)
minecraft.picked_up.tuff: #16, 3055(2%)
minecraft.crafted.chest: #16, 1249(2%)
minecraft.picked_up.diorite: #16, 3528(2%)
minecraft.picked_up.azalea: #16, 282(2%)
minecraft.custom.enchant_item: #16, 37(2%)
minecraft.picked_up.oak_log: #16, 2105(1%)
minecraft.used.diamond_hoe: #16, 8323(2%)
minecraft.mined.player_head: #16, 17(1%)
minecraft.mined.amethyst_block: #16, 371(2%)
minecraft.mined.end_rod: #16, 38(1%)
minecraft.used.cobbled_deepslate: #16, 1301(1%)
minecraft.picked_up.deepslate_gold_ore: #16, 89(2%)
minecraft.crafted.quartz_block: #16, 1465(1%)
minecraft.crafted.red_dye: #16, 1262(1%)
minecraft.mined.glowstone: #16, 113(1%)
minecraft.picked_up.deepslate_iron_ore: #16, 55(1%)
minecraft.crafted.diamond_chestplate: #16, 3(1%)
minecraft.crafted.diamond_leggings: #16, 3(1%)
minecraft.mined.netherrack: #16, 17021(1%)
minecraft.picked_up.carved_pumpkin: #16, 163(1%)
minecraft.mined.pointed_dripstone: #16, 32(1%)
minecraft.picked_up.amethyst_cluster: #16, 70(1%)
minecraft.crafted.lime_shulker_box: #16, 2(1%)
minecraft.used.diamond_sword: #16, 6350(1%)
minecraft.used.red_concrete_powder: #16, 294(1%)
minecraft.picked_up.hay_block: #16, 54(1%)
minecraft.used.iron_bars: #16, 172(1%)
minecraft.used.deepslate_gold_ore: #16, 45(1%)
minecraft.used.polished_deepslate: #16, 524(1%)
minecraft.crafted.lead: #16, 8(1%)
minecraft.crafted.composter: #16, 37(1%)
minecraft.mined.dragon_wall_head: #16, 1(1%)
minecraft.killed_by.warden: #16, 2(1%)
minecraft.crafted.cherry_planks: #16, 40(1%)
minecraft.crafted.gray_concrete_powder: #16, 512(1%)
minecraft.picked_up.deepslate_diamond_ore: #16, 134(1%)
minecraft.mined.candle: #16, 1(1%)
minecraft.picked_up.spruce_pressure_plate: #16, 2(1%)
minecraft.picked_up.soul_soil: #16, 189(1%)
minecraft.crafted.glass_pane: #16, 176(1%)
minecraft.picked_up.netherite_ingot: #16, 1(1%)
minecraft.used.jukebox: #16, 5(1%)
minecraft.mined.soul_soil: #16, 199(1%)
minecraft.crafted.lightning_rod: #16, 23(1%)
minecraft.mined.clay: #16, 615(0%)
minecraft.used.podzol: #16, 21(1%)
minecraft.mined.dead_bush: #16, 21(0%)
minecraft.used.bundle: #16, 9(0%)
minecraft.used.birch_sapling: #16, 83(0%)
minecraft.picked_up.mangrove_log: #16, 103(0%)
minecraft.picked_up.bread: #16, 56(1%)
minecraft.mined.purpur_pillar: #16, 9(1%)
minecraft.mined.yellow_terracotta: #16, 67(0%)
minecraft.picked_up.cherry_log: #16, 45(0%)
minecraft.crafted.paper: #16, 2028(0%)
minecraft.crafted.white_stained_glass_pane: #16, 48(0%)
minecraft.dropped.iron_leggings: #16, 2(0%)
minecraft.used.apple: #16, 2(0%)
minecraft.dropped.stone_sword: #16, 3(0%)
minecraft.crafted.fermented_spider_eye: #16, 7(0%)
minecraft.used.soul_sand: #16, 83(0%)
minecraft.mined.lectern: #16, 26(0%)
minecraft.used.deepslate_brick_stairs: #16, 55(0%)
minecraft.used.yellow_concrete_powder: #16, 63(0%)
minecraft.crafted.bamboo_block: #16, 64(0%)
minecraft.used.rooted_dirt: #16, 26(0%)
minecraft.mined.mangrove_log: #16, 35(0%)
minecraft.used.red_concrete: #16, 66(0%)
minecraft.used.bread: #16, 21(0%)
minecraft.crafted.bone_block: #16, 483(0%)
minecraft.crafted.yellow_concrete_powder: #16, 64(0%)
minecraft.mined.mud: #16, 252(0%)
minecraft.used.pumpkin: #16, 52(0%)
minecraft.dropped.cooked_porkchop: #16, 98(0%)
minecraft.picked_up.end_stone: #16, 142(0%)
minecraft.mined.stripped_birch_log: #16, 21(0%)
minecraft.mined.light_gray_shulker_box: #16, 6(0%)
minecraft.mined.polished_blackstone_button: #16, 1(0%)
minecraft.mined.piston_head: #16, 1(0%)
minecraft.dropped.leather_boots: #16, 3(0%)
minecraft.mined.brain_coral_wall_fan: #16, 4(0%)
minecraft.killed.creeper: #16, 107(0%)
minecraft.mined.mud_brick_slab: #16, 2(0%)
minecraft.used.orange_bed: #16, 1(0%)
minecraft.killed.blaze: #16, 24(0%)
minecraft.picked_up.gray_carpet: #16, 46(0%)
minecraft.picked_up.sculk: #16, 69(0%)
minecraft.crafted.map: #16, 35(0%)
minecraft.picked_up.mangrove_leaves: #16, 95(0%)
minecraft.mined.birch_slab: #16, 1(0%)
minecraft.crafted.mangrove_fence: #16, 3(0%)
minecraft.crafted.beehive: #16, 4(0%)
minecraft.mined.end_stone: #16, 72(0%)
minecraft.picked_up.bubble_coral_fan: #16, 3(0%)
minecraft.mined.cherry_leaves: #16, 35(0%)
minecraft.picked_up.orange_terracotta: #16, 61(0%)
minecraft.picked_up.beetroot_seeds: #16, 6(0%)
minecraft.picked_up.gilded_blackstone: #16, 1(0%)
minecraft.mined.sculk_shrieker: #16, 1(0%)
minecraft.mined.orange_terracotta: #16, 42(0%)
minecraft.picked_up.fire_coral_fan: #16, 2(0%)
minecraft.picked_up.magenta_shulker_box: #16, 2(0%)
minecraft.used.crimson_nylium: #16, 8(0%)
minecraft.used.red_sand: #16, 1(0%)
minecraft.mined.light_gray_bed: #16, 1(0%)
minecraft.used.blue_concrete: #16, 1(0%)
minecraft.used.end_stone_bricks: #16, 1(0%)
minecraft.mined.magenta_shulker_box: #16, 1(0%)
minecraft.killed.wither_skeleton: #16, 22(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #16, 2(0%)
minecraft.picked_up.yellow_carpet: #16, 1(0%)
minecraft.killed.pillager: #16, 13(0%)
minecraft.killed.zombified_piglin: #16, 2(0%)
minecraft.killed.zombie_villager: #17, 7(2%)
minecraft.custom.interact_with_grindstone: #17, 28(2%)
minecraft.mined.oak_log: #17, 1759(2%)
minecraft.mined.rose_bush: #17, 9(2%)
minecraft.picked_up.diamond: #17, 552(1%)
minecraft.picked_up.golden_carrot: #17, 436(1%)
minecraft.used.ladder: #17, 140(2%)
minecraft.mined.cornflower: #17, 10(2%)
minecraft.dropped.iron_shovel: #17, 2(2%)
minecraft.mined.moss_carpet: #17, 146(1%)
minecraft.crafted.diamond_block: #17, 89(2%)
minecraft.picked_up.flowering_azalea: #17, 117(1%)
minecraft.picked_up.birch_log: #17, 1514(1%)
minecraft.picked_up.leather_leggings: #17, 7(2%)
minecraft.picked_up.moss_block: #17, 1653(1%)
minecraft.mined.oak_leaves: #17, 1500(1%)
minecraft.picked_up.obsidian: #17, 579(1%)
minecraft.crafted.rail: #17, 496(1%)
minecraft.mined.oxeye_daisy: #17, 4(2%)
minecraft.mined.spruce_planks: #17, 249(1%)
minecraft.mined.deepslate_diamond_ore: #17, 346(1%)
minecraft.mined.cobbled_deepslate: #17, 246(1%)
minecraft.picked_up.birch_sapling: #17, 263(1%)
minecraft.mined.seagrass: #17, 73(1%)
minecraft.picked_up.oak_boat: #17, 13(1%)
minecraft.picked_up.oak_sapling: #17, 400(1%)
minecraft.picked_up.deepslate_redstone_ore: #17, 165(1%)
minecraft.used.copper_block: #17, 478(1%)
minecraft.mined.tall_seagrass: #17, 59(1%)
minecraft.mined.oak_planks: #17, 136(1%)
minecraft.mined.obsidian: #17, 546(1%)
minecraft.mined.glass_pane: #17, 11(1%)
minecraft.crafted.gray_dye: #17, 306(1%)
minecraft.crafted.copper_ingot: #17, 737(1%)
minecraft.picked_up.potato: #17, 225(1%)
minecraft.mined.cobweb: #17, 49(1%)
minecraft.picked_up.smooth_stone_slab: #17, 36(1%)
minecraft.crafted.piston: #17, 219(1%)
minecraft.used.sugar_cane: #17, 96(1%)
minecraft.dropped.cooked_cod: #17, 2(1%)
minecraft.picked_up.stone_shovel: #17, 1(1%)
minecraft.mined.stone_pressure_plate: #17, 3(1%)
minecraft.used.mangrove_planks: #17, 32(1%)
minecraft.picked_up.music_disc_13: #17, 4(1%)
minecraft.crafted.repeater: #17, 112(1%)
minecraft.crafted.redstone_torch: #17, 485(1%)
minecraft.mined.soul_sand: #17, 304(1%)
minecraft.crafted.stone: #17, 90(1%)
minecraft.mined.bamboo: #17, 150(1%)
minecraft.used.lectern: #17, 55(1%)
minecraft.crafted.birch_slab: #17, 48(1%)
minecraft.mined.andesite_slab: #17, 4(1%)
minecraft.mined.birch_sapling: #17, 3(1%)
minecraft.dropped.glass_bottle: #17, 37(0%)
minecraft.mined.crimson_trapdoor: #17, 3(1%)
minecraft.killed.endermite: #17, 1(1%)
minecraft.mined.magma_block: #17, 211(0%)
minecraft.crafted.raw_iron_block: #17, 34(1%)
minecraft.crafted.comparator: #17, 53(0%)
minecraft.dropped.diamond_block: #17, 11(0%)
minecraft.dropped.filled_map: #17, 229(0%)
minecraft.dropped.leather_leggings: #17, 2(1%)
minecraft.used.magma_block: #17, 115(0%)
minecraft.crafted.packed_mud: #17, 146(0%)
minecraft.dropped.netherrack: #17, 2013(0%)
minecraft.used.smoker: #17, 1(1%)
minecraft.used.nether_wart_block: #17, 19(0%)
minecraft.dropped.golden_leggings: #17, 2(0%)
minecraft.mined.quartz_bricks: #17, 2(0%)
minecraft.picked_up.smithing_table: #17, 3(0%)
minecraft.used.andesite_slab: #17, 39(0%)
minecraft.picked_up.yellow_concrete: #17, 37(0%)
minecraft.used.crimson_trapdoor: #17, 12(0%)
minecraft.used.music_disc_cat: #17, 1(0%)
minecraft.crafted.green_terracotta: #17, 168(0%)
minecraft.mined.yellow_concrete: #17, 38(0%)
minecraft.custom.walk_under_water_one_cm: #18, 4736935(2%)
minecraft.picked_up.seagrass: #17, 10(0%)
minecraft.used.light_gray_shulker_box: #17, 7(0%)
minecraft.picked_up.iron_axe: #17, 2(0%)
minecraft.crafted.gold_ingot: #17, 1458(0%)
minecraft.killed.slime: #17, 50(0%)
minecraft.used.deepslate_iron_ore: #17, 7(0%)
minecraft.picked_up.light_gray_shulker_box: #17, 6(0%)
minecraft.mined.mangrove_trapdoor: #17, 4(0%)
minecraft.mined.bubble_coral: #17, 1(0%)
minecraft.used.red_dye: #17, 1(0%)
minecraft.crafted.hay_block: #17, 23(0%)
minecraft.crafted.green_concrete_powder: #17, 72(0%)
minecraft.crafted.wheat: #17, 126(0%)
minecraft.picked_up.light_blue_concrete: #17, 5(0%)
minecraft.killed.chicken: #17, 19(0%)
minecraft.used.beehive: #17, 3(0%)
minecraft.dropped.crossbow: #17, 2(0%)
minecraft.picked_up.brain_coral_fan: #17, 2(0%)
minecraft.dropped.carrot: #17, 24(0%)
minecraft.dropped.cookie: #17, 2(0%)
minecraft.picked_up.blue_concrete: #17, 2(0%)
minecraft.mined.red_mushroom: #17, 1(0%)
minecraft.mined.cut_sandstone: #17, 4(0%)
minecraft.used.cherry_sapling: #17, 1(0%)
minecraft.mined.verdant_froglight: #17, 1(0%)
minecraft.used.yellow_carpet: #17, 4(0%)
minecraft.used.end_stone: #17, 10(0%)
minecraft.used.pointed_dripstone: #17, 14(0%)
minecraft.crafted.yellow_carpet: #17, 3(0%)
minecraft.used.jungle_leaves: #17, 1(0%)
minecraft.crafted.bamboo_planks: #17, 2(0%)
minecraft.dropped.diamond_pickaxe: #18, 6(1%)
minecraft.mined.dandelion: #18, 76(2%)
minecraft.picked_up.diamond_axe: #18, 13(1%)
minecraft.picked_up.grass_block: #18, 9302(1%)
minecraft.mined.deepslate_lapis_ore: #18, 74(1%)
minecraft.picked_up.calcite: #18, 621(1%)
minecraft.picked_up.glow_berries: #18, 84(1%)
minecraft.mined.redstone_ore: #18, 23(1%)
minecraft.mined.birch_log: #18, 1247(1%)
minecraft.used.redstone: #18, 948(1%)
minecraft.picked_up.diamond_block: #18, 49(1%)
minecraft.crafted.oak_slab: #18, 270(1%)
minecraft.mined.big_dripleaf: #18, 4(1%)
minecraft.crafted.coarse_dirt: #18, 420(1%)
minecraft.picked_up.ghast_tear: #18, 6(1%)
minecraft.mined.stone_button: #18, 8(1%)
minecraft.mined.deepslate_iron_ore: #18, 156(1%)
minecraft.dropped.diamond: #18, 61(1%)
minecraft.crafted.mangrove_planks: #18, 264(1%)
minecraft.used.potato: #18, 62(1%)
minecraft.picked_up.netherite_boots: #18, 4(1%)
minecraft.crafted.stone_hoe: #18, 1(1%)
minecraft.picked_up.green_shulker_box: #18, 21(1%)
minecraft.picked_up.soul_sand: #18, 413(1%)
minecraft.mined.green_shulker_box: #18, 21(1%)
minecraft.used.ender_chest: #18, 111(1%)
minecraft.picked_up.ender_chest: #18, 94(1%)
minecraft.used.shroomlight: #18, 23(1%)
minecraft.mined.glass: #18, 110(1%)
minecraft.mined.ender_chest: #18, 89(1%)
minecraft.picked_up.carrot: #18, 450(0%)
minecraft.mined.cave_vines_plant: #18, 11(1%)
minecraft.dropped.lapis_lazuli: #18, 28(1%)
minecraft.mined.big_dripleaf_stem: #18, 2(1%)
minecraft.crafted.mossy_cobblestone: #18, 160(1%)
minecraft.mined.iron_door: #18, 3(1%)
minecraft.crafted.observer: #18, 107(0%)
minecraft.picked_up.podzol: #18, 94(0%)
minecraft.crafted.pink_shulker_box: #18, 1(1%)
minecraft.picked_up.stone_pressure_plate: #18, 3(1%)
minecraft.crafted.raw_gold: #18, 45(1%)
minecraft.used.deepslate_bricks: #18, 389(0%)
minecraft.mined.mangrove_slab: #18, 5(0%)
minecraft.used.carrot: #18, 100(0%)
minecraft.crafted.mossy_stone_bricks: #18, 47(0%)
minecraft.used.comparator: #18, 35(0%)
minecraft.crafted.lime_terracotta: #18, 184(0%)
minecraft.picked_up.quartz_bricks: #18, 2(0%)
minecraft.mined.weeping_vines: #18, 4(0%)
minecraft.mined.polished_andesite_slab: #18, 12(0%)
minecraft.picked_up.diamond_hoe: #18, 1(0%)
minecraft.dropped.spruce_fence: #18, 2(0%)
minecraft.mined.yellow_wool: #18, 9(0%)
minecraft.crafted.crimson_trapdoor: #18, 10(0%)
minecraft.dropped.porkchop: #18, 2(0%)
minecraft.picked_up.nether_bricks: #18, 48(0%)
minecraft.killed.hoglin: #18, 1(0%)
minecraft.used.cut_copper_stairs: #18, 13(0%)
minecraft.used.oak_button: #18, 1(0%)
minecraft.used.yellow_wool: #18, 20(0%)
minecraft.used.smithing_table: #18, 4(0%)
minecraft.picked_up.orange_concrete: #18, 17(0%)
minecraft.crafted.wooden_sword: #18, 3(0%)
minecraft.mined.white_stained_glass_pane: #18, 1(0%)
minecraft.dropped.iron_boots: #18, 1(0%)
minecraft.picked_up.mud: #18, 82(0%)
minecraft.mined.warped_trapdoor: #18, 1(0%)
minecraft.picked_up.sculk_sensor: #18, 4(0%)
minecraft.picked_up.horn_coral_fan: #18, 2(0%)
minecraft.mined.green_terracotta: #18, 9(0%)
minecraft.picked_up.baked_potato: #18, 1(0%)
minecraft.mined.gray_wool: #18, 3(0%)
minecraft.picked_up.birch_slab: #18, 1(0%)
minecraft.used.magenta_shulker_box: #18, 1(0%)
minecraft.used.verdant_froglight: #18, 3(0%)
minecraft.mined.sculk_sensor: #18, 2(0%)
minecraft.used.cherry_log: #18, 1(0%)
minecraft.crafted.green_carpet: #18, 3(0%)
minecraft.dropped.potato: #18, 1(0%)
minecraft.dropped.paper: #18, 11(0%)
minecraft.killed.witch: #18, 2(0%)
minecraft.custom.walk_on_water_one_cm: #19, 1660578(1%)
minecraft.killed.spider: #19, 43(1%)
minecraft.mined.copper_ore: #19, 906(1%)
minecraft.picked_up.copper_ore: #19, 419(2%)
minecraft.picked_up.moss_carpet: #19, 582(1%)
minecraft.mined.stonecutter: #19, 29(1%)
minecraft.picked_up.oak_slab: #19, 42(1%)
minecraft.mined.deepslate: #19, 17098(1%)
minecraft.mined.deepslate_redstone_ore: #19, 495(1%)
minecraft.dropped.wheat_seeds: #19, 809(1%)
minecraft.picked_up.raw_gold: #19, 384(1%)
minecraft.used.spruce_door: #19, 7(1%)
minecraft.dropped.netherite_boots: #19, 1(1%)
minecraft.picked_up.smooth_basalt: #19, 258(1%)
minecraft.killed.trader_llama: #19, 4(1%)
minecraft.custom.inspect_dispenser: #19, 296(1%)
minecraft.crafted.birch_planks: #19, 2596(1%)
minecraft.picked_up.oak_planks: #19, 159(1%)
minecraft.crafted.smooth_stone: #19, 141(1%)
minecraft.crafted.black_dye: #19, 990(1%)
minecraft.mined.calcite: #19, 380(1%)
minecraft.used.glowstone: #19, 82(1%)
minecraft.used.green_shulker_box: #19, 22(1%)
minecraft.picked_up.totem_of_undying: #19, 14(1%)
minecraft.used.rail: #19, 507(1%)
minecraft.used.hopper: #19, 258(1%)
minecraft.used.oak_boat: #19, 8(1%)
minecraft.picked_up.redstone_ore: #19, 6(1%)
minecraft.picked_up.porkchop: #19, 16(1%)
minecraft.custom.damage_dealt: #19, 360624(0%)
minecraft.crafted.iron_boots: #19, 2(1%)
minecraft.mined.sweet_berry_bush: #19, 3(1%)
minecraft.mined.dark_prismarine: #19, 10(1%)
minecraft.used.lightning_rod: #19, 24(1%)
minecraft.mined.nether_gold_ore: #19, 48(1%)
minecraft.used.observer: #19, 125(0%)
minecraft.mined.tripwire_hook: #19, 1(1%)
minecraft.crafted.crimson_planks: #19, 432(0%)
minecraft.crafted.dispenser: #19, 26(0%)
minecraft.used.nether_bricks: #19, 35(0%)
minecraft.picked_up.cooked_porkchop: #19, 202(0%)
minecraft.picked_up.crossbow: #19, 5(0%)
minecraft.used.music_disc_13: #19, 1(0%)
minecraft.picked_up.mangrove_slab: #19, 6(0%)
minecraft.used.deepslate_lapis_ore: #19, 4(0%)
minecraft.mined.diamond_ore: #19, 1(0%)
minecraft.picked_up.deepslate_brick_stairs: #19, 11(0%)
minecraft.mined.cobblestone_slab: #19, 15(0%)
minecraft.crafted.slime_ball: #19, 72(0%)
minecraft.crafted.spruce_button: #19, 4(0%)
minecraft.picked_up.birch_trapdoor: #19, 2(0%)
minecraft.used.mangrove_slab: #19, 6(0%)
minecraft.mined.smooth_quartz_slab: #19, 3(0%)
minecraft.used.yellow_concrete: #19, 20(0%)
minecraft.picked_up.slime_ball: #19, 33(0%)
minecraft.mined.orange_concrete: #19, 7(0%)
minecraft.used.oak_wood: #19, 2(0%)
minecraft.picked_up.lime_wool: #19, 1(0%)
minecraft.used.tinted_glass: #19, 11(0%)
minecraft.used.birch_slab: #19, 1(0%)
minecraft.dropped.raw_copper: #19, 2(0%)
minecraft.mined.light_gray_stained_glass: #19, 1(0%)
minecraft.mined.sculk: #19, 6(0%)
minecraft.dropped.slime_ball: #19, 1(0%)
minecraft.picked_up.red_sand: #19, 1(0%)
minecraft.crafted.air: #19, 0(0%)
minecraft.picked_up.raw_iron: #20, 1406(1%)
minecraft.mined.deepslate_gold_ore: #20, 237(1%)
minecraft.mined.cobblestone: #20, 665(1%)
minecraft.picked_up.redstone: #20, 2779(1%)
minecraft.picked_up.stonecutter: #20, 31(1%)
minecraft.custom.interact_with_stonecutter: #20, 143(1%)
minecraft.picked_up.brown_mushroom: #20, 131(1%)
minecraft.picked_up.cobbled_deepslate: #20, 9335(1%)
minecraft.dropped.golden_carrot: #20, 93(1%)
minecraft.mined.diorite: #20, 2288(1%)
minecraft.used.glow_berries: #20, 42(1%)
minecraft.dropped.iron_pickaxe: #20, 1(1%)
minecraft.crafted.bow: #20, 47(1%)
minecraft.mined.gold_ore: #20, 61(1%)
minecraft.picked_up.rail: #20, 373(1%)
minecraft.killed.ghast: #20, 10(1%)
minecraft.crafted.hopper: #20, 230(1%)
minecraft.mined.spruce_door: #20, 2(1%)
minecraft.picked_up.lapis_ore: #20, 15(1%)
minecraft.mined.smooth_basalt: #20, 138(1%)
minecraft.picked_up.poppy: #20, 157(1%)
minecraft.mined.dispenser: #20, 11(1%)
minecraft.crafted.bucket: #20, 49(1%)
minecraft.picked_up.shulker_shell: #20, 128(1%)
minecraft.picked_up.cookie: #20, 9(1%)
minecraft.used.repeater: #20, 103(1%)
minecraft.mined.carrots: #20, 68(0%)
minecraft.used.splash_potion: #20, 5(0%)
minecraft.picked_up.clay: #20, 244(0%)
minecraft.mined.polished_deepslate: #20, 36(0%)
minecraft.used.deepslate_tiles: #20, 242(0%)
minecraft.picked_up.powered_rail: #20, 53(0%)
minecraft.custom.interact_with_blast_furnace: #20, 18(0%)
minecraft.dropped.leather_helmet: #20, 1(0%)
minecraft.dropped.iron_nugget: #20, 138(0%)
minecraft.used.spruce_button: #20, 3(0%)
minecraft.used.sticky_piston: #20, 36(0%)
minecraft.crafted.sticky_piston: #20, 32(0%)
minecraft.mined.powered_rail: #20, 19(0%)
minecraft.picked_up.smooth_quartz_slab: #20, 8(0%)
minecraft.picked_up.deepslate_bricks: #20, 35(0%)
minecraft.crafted.raw_gold_block: #20, 6(0%)
minecraft.dropped.golden_helmet: #20, 1(0%)
minecraft.crafted.iron_block: #20, 183(0%)
minecraft.crafted.leather_boots: #20, 2(0%)
minecraft.picked_up.target: #20, 1(0%)
minecraft.crafted.leather_leggings: #20, 1(0%)
minecraft.picked_up.ancient_debris: #20, 10(0%)
minecraft.mined.gold_block: #20, 5(0%)
minecraft.mined.purpur_stairs: #20, 1(0%)
minecraft.dropped.sweet_berries: #20, 3(0%)
minecraft.dropped.redstone_torch: #20, 1(0%)
minecraft.dropped.golden_sword: #20, 1(0%)
minecraft.crafted.target: #20, 2(0%)
minecraft.used.green_concrete_powder: #20, 26(0%)
minecraft.picked_up.tinted_glass: #20, 3(0%)
minecraft.crafted.tnt: #20, 38(0%)
minecraft.mined.tinted_glass: #20, 1(0%)
minecraft.picked_up.tnt: #20, 16(0%)
minecraft.picked_up.mangrove_propagule: #20, 1(0%)
minecraft.used.green_carpet: #20, 1(0%)
minecraft.dropped.bread: #20, 1(0%)
minecraft.mined.red_sand: #20, 1(0%)
minecraft.custom.deaths: #21, 106(2%)
minecraft.picked_up.diamond_pickaxe: #21, 20(1%)
minecraft.picked_up.lapis_lazuli: #21, 1211(1%)
minecraft.picked_up.bow: #21, 58(1%)
minecraft.mined.lapis_ore: #21, 60(1%)
minecraft.used.bow: #21, 685(1%)
minecraft.mined.vine: #21, 120(1%)
minecraft.killed.player: #21, 16(1%)
minecraft.picked_up.iron_ingot: #21, 468(1%)
minecraft.custom.inspect_hopper: #21, 305(1%)
minecraft.picked_up.golden_boots: #21, 4(1%)
minecraft.picked_up.chipped_anvil: #21, 3(1%)
minecraft.used.redstone_torch: #21, 81(1%)
minecraft.picked_up.hopper: #21, 56(0%)
minecraft.mined.chipped_anvil: #21, 2(1%)
minecraft.killed.skeleton: #21, 361(0%)
minecraft.used.oak_trapdoor: #21, 36(0%)
minecraft.mined.moss_block: #21, 547(0%)
minecraft.crafted.note_block: #21, 24(0%)
minecraft.mined.dropper: #21, 12(0%)
minecraft.used.coarse_dirt: #21, 172(0%)
minecraft.mined.rail: #21, 159(0%)
minecraft.dropped.ender_chest: #21, 1(0%)
minecraft.mined.smooth_stone_slab: #21, 8(0%)
minecraft.mined.blast_furnace: #21, 1(0%)
minecraft.mined.piston: #21, 16(0%)
minecraft.crafted.oak_button: #21, 1(0%)
minecraft.mined.nether_bricks: #21, 29(0%)
minecraft.picked_up.red_bed: #21, 2(0%)
minecraft.used.slime_block: #21, 28(0%)
minecraft.crafted.copper_block: #21, 79(0%)
minecraft.mined.ancient_debris: #21, 6(0%)
minecraft.crafted.deepslate_tile_slab: #21, 2(0%)
minecraft.used.target: #21, 1(0%)
minecraft.mined.white_carpet: #21, 2(0%)
minecraft.dropped.poppy: #21, 16(0%)
minecraft.used.quartz_block: #21, 6(0%)
minecraft.mined.mangrove_leaves: #21, 2(0%)
minecraft.dropped.elytra: #22, 6(2%)
minecraft.crafted.diamond_sword: #22, 2(1%)
