stat, rank, value, (percentage) 
minecraft.picked_up.oxidized_cut_copper_stairs: #15, 6(1%)
minecraft.crafted.light_gray_stained_glass_pane: #15, 24(1%)
minecraft.killed.horse: #15, 1(0%)
minecraft.used.birch_leaves: #15, 118(0%)
minecraft.used.mossy_cobblestone_slab: #15, 14(0%)
minecraft.picked_up.polished_deepslate_wall: #15, 15(0%)
minecraft.custom.open_barrel: #16, 4127(2%)
minecraft.dropped.stone_slab: #15, 27(0%)
minecraft.mined.brick_stairs: #15, 1(0%)
minecraft.picked_up.light_gray_stained_glass: #15, 24(0%)
minecraft.mined.diamond_block: #15, 10(0%)
minecraft.picked_up.jungle_sapling: #15, 12(0%)
minecraft.crafted.snow_block: #15, 365(0%)
minecraft.dropped.phantom_membrane: #15, 1(0%)
minecraft.crafted.warped_button: #15, 4(0%)
minecraft.crafted.spruce_pressure_plate: #15, 2(0%)
minecraft.picked_up.light_gray_terracotta: #15, 44(0%)
minecraft.dropped.birch_sign: #15, 2(0%)
minecraft.crafted.polished_deepslate_slab: #15, 54(0%)
minecraft.dropped.acacia_planks: #15, 2(0%)
minecraft.used.pumpkin: #15, 58(0%)
minecraft.used.smithing_table: #15, 6(0%)
minecraft.picked_up.chiseled_stone_bricks: #15, 23(0%)
minecraft.crafted.leather_leggings: #15, 2(0%)
minecraft.dropped.pointed_dripstone: #15, 5(0%)
minecraft.dropped.cookie: #15, 6(0%)
minecraft.picked_up.brick: #15, 11(0%)
minecraft.crafted.deepslate_brick_wall: #15, 2(0%)
minecraft.mined.acacia_leaves: #15, 66(0%)
minecraft.picked_up.gray_carpet: #15, 54(0%)
minecraft.dropped.raw_copper: #15, 18(0%)
minecraft.dropped.dripstone_block: #15, 5(0%)
minecraft.used.dark_oak_wood: #15, 11(0%)
minecraft.used.andesite_wall: #15, 29(0%)
minecraft.crafted.lime_stained_glass: #15, 32(0%)
minecraft.mined.melon: #15, 8(0%)
minecraft.used.cracked_stone_bricks: #15, 11(0%)
minecraft.picked_up.cooked_mutton: #15, 1(0%)
minecraft.dropped.dark_oak_leaves: #15, 1(0%)
minecraft.used.yellow_stained_glass: #15, 17(0%)
minecraft.dropped.cyan_terracotta: #15, 2(0%)
minecraft.crafted.deepslate_tile_wall: #15, 1(0%)
minecraft.dropped.jungle_log: #15, 2(0%)
minecraft.dropped.pumpkin_seeds: #15, 12(0%)
minecraft.mined.polished_blackstone_brick_stairs: #15, 2(0%)
minecraft.dropped.gray_wool: #15, 1(0%)
minecraft.picked_up.cyan_wool: #15, 1(0%)
minecraft.dropped.dark_oak_slab: #15, 1(0%)
minecraft.dropped.paper: #15, 15(0%)
minecraft.mined.muddy_mangrove_roots: #15, 1(0%)
minecraft.crafted.dripstone_block: #15, 1(0%)
minecraft.mined.nether_quartz_ore: #16, 1774(3%)
minecraft.picked_up.spruce_slab: #16, 337(3%)
minecraft.used.firework_rocket: #16, 14118(2%)
minecraft.picked_up.dark_oak_log: #16, 4689(2%)
minecraft.picked_up.cyan_shulker_box: #16, 150(2%)
minecraft.crafted.spruce_slab: #16, 1572(2%)
minecraft.mined.dandelion: #16, 101(2%)
minecraft.mined.cyan_shulker_box: #16, 142(2%)
minecraft.picked_up.moss_carpet: #16, 828(2%)
minecraft.mined.rose_bush: #16, 9(2%)
minecraft.mined.spruce_sign: #16, 2(2%)
minecraft.used.spruce_planks: #16, 921(1%)
minecraft.used.bone_meal: #16, 4485(1%)
minecraft.used.sweet_berries: #16, 254(1%)
minecraft.mined.azalea: #16, 55(1%)
minecraft.mined.wheat: #16, 419(1%)
minecraft.mined.spruce_fence: #16, 49(1%)
minecraft.used.spruce_boat: #16, 10(1%)
minecraft.picked_up.spruce_fence: #16, 71(1%)
minecraft.used.potato: #16, 93(1%)
minecraft.crafted.campfire: #16, 38(1%)
minecraft.picked_up.lantern: #16, 68(1%)
minecraft.used.iron_leggings: #16, 1(1%)
minecraft.used.lead: #16, 1(1%)
minecraft.dropped.scaffolding: #16, 153(1%)
minecraft.dropped.water_bucket: #16, 4(1%)
minecraft.custom.interact_with_brewingstand: #16, 88(1%)
minecraft.used.cobblestone_slab: #16, 120(1%)
minecraft.dropped.rail: #16, 38(1%)
minecraft.picked_up.dripstone_block: #16, 96(1%)
minecraft.dropped.lever: #16, 3(1%)
minecraft.picked_up.sea_lantern: #16, 44(1%)
minecraft.killed.cave_spider: #16, 445(1%)
minecraft.mined.white_terracotta: #16, 112(0%)
minecraft.crafted.lime_terracotta: #16, 296(1%)
minecraft.used.deepslate_bricks: #16, 395(0%)
minecraft.crafted.green_terracotta: #16, 232(0%)
minecraft.used.cooked_porkchop: #16, 104(0%)
minecraft.used.spyglass: #16, 22(0%)
minecraft.picked_up.birch_stairs: #16, 3(0%)
minecraft.picked_up.smooth_quartz: #16, 22(0%)
minecraft.used.chiseled_stone_bricks: #16, 21(0%)
minecraft.picked_up.mossy_cobblestone_slab: #16, 2(0%)
minecraft.used.red_banner: #16, 4(0%)
minecraft.custom.trigger_trapped_chest: #16, 2(0%)
minecraft.mined.cracked_stone_bricks: #16, 8(0%)
minecraft.crafted.deepslate_tile_stairs: #16, 5(0%)
minecraft.used.deepslate_copper_ore: #16, 3(0%)
minecraft.dropped.white_dye: #16, 9(0%)
minecraft.picked_up.melon_slice: #16, 41(0%)
minecraft.crafted.green_concrete_powder: #16, 120(0%)
minecraft.crafted.dark_oak_wood: #16, 18(0%)
minecraft.mined.gold_block: #16, 11(0%)
minecraft.dropped.beef: #16, 3(0%)
minecraft.used.spruce_pressure_plate: #16, 1(0%)
minecraft.mined.blue_bed: #16, 1(0%)
minecraft.dropped.sweet_berries: #16, 7(0%)
minecraft.picked_up.blue_bed: #16, 1(0%)
minecraft.mined.gray_carpet: #16, 16(0%)
minecraft.used.blue_bed: #16, 1(0%)
minecraft.crafted.cobblestone_stairs: #16, 4(0%)
minecraft.picked_up.spruce_wood: #16, 5(0%)
minecraft.mined.brown_concrete: #16, 5(0%)
minecraft.mined.gray_wool: #16, 9(0%)
minecraft.crafted.polished_blackstone_stairs: #16, 1(0%)
minecraft.crafted.enchanted_book: #16, 14(0%)
minecraft.used.purpur_block: #16, 1(0%)
minecraft.mined.spruce_wood: #16, 1(0%)
minecraft.crafted.cooked_chicken: #16, 1(0%)
minecraft.crafted.snow: #16, 12(0%)
minecraft.picked_up.muddy_mangrove_roots: #16, 1(0%)
minecraft.picked_up.red_concrete_powder: #16, 1(0%)
minecraft.picked_up.elytra: #17, 37(2%)
minecraft.killed_by.ravager: #17, 37(3%)
minecraft.used.oak_fence: #17, 141(3%)
minecraft.used.cyan_shulker_box: #17, 192(2%)
minecraft.picked_up.quartz: #17, 2259(2%)
minecraft.picked_up.sweet_berries: #17, 519(2%)
minecraft.crafted.spruce_door: #17, 12(2%)
minecraft.used.spruce_door: #17, 11(2%)
minecraft.picked_up.raw_copper: #17, 3105(1%)
minecraft.killed_by.vex: #17, 3(1%)
minecraft.picked_up.filled_map: #17, 990(1%)
minecraft.used.golden_carrot: #17, 412(1%)
minecraft.picked_up.red_wool: #17, 143(1%)
minecraft.used.dark_oak_fence: #17, 131(1%)
minecraft.killed.shulker: #17, 47(1%)
minecraft.mined.nether_gold_ore: #17, 89(1%)
minecraft.picked_up.chain: #17, 45(1%)
minecraft.picked_up.spruce_sapling: #17, 222(1%)
minecraft.used.elytra: #17, 9(1%)
minecraft.mined.moss_block: #17, 1161(1%)
minecraft.dropped.iron_pickaxe: #17, 1(1%)
minecraft.crafted.diamond_hoe: #17, 1(1%)
minecraft.custom.tune_noteblock: #17, 222(1%)
minecraft.dropped.crafting_table: #17, 6(1%)
minecraft.picked_up.sea_pickle: #17, 65(1%)
minecraft.crafted.iron_boots: #17, 2(1%)
minecraft.picked_up.red_concrete: #17, 146(1%)
minecraft.picked_up.hay_block: #17, 41(1%)
minecraft.used.red_concrete_powder: #17, 206(1%)
minecraft.mined.red_mushroom_block: #17, 489(1%)
minecraft.crafted.mossy_cobblestone: #17, 207(1%)
minecraft.dropped.moss_block: #17, 61(1%)
minecraft.picked_up.chorus_fruit: #17, 47(0%)
minecraft.picked_up.firework_rocket: #17, 1943(0%)
minecraft.crafted.dark_oak_door: #17, 3(1%)
minecraft.picked_up.diamond_hoe: #17, 2(1%)
minecraft.mined.deepslate_coal_ore: #17, 2(1%)
minecraft.used.chorus_fruit: #17, 2(1%)
minecraft.mined.sea_pickle: #17, 6(1%)
minecraft.used.iron_door: #17, 3(0%)
minecraft.used.spore_blossom: #17, 2(1%)
minecraft.crafted.painting: #17, 3(0%)
minecraft.killed.salmon: #17, 7(0%)
minecraft.crafted.lime_dye: #17, 180(0%)
minecraft.custom.deaths: #18, 158(2%)
minecraft.used.map: #17, 3(0%)
minecraft.used.yellow_wool: #17, 46(0%)
minecraft.used.dark_oak_sapling: #17, 31(0%)
minecraft.dropped.moss_carpet: #17, 52(0%)
minecraft.picked_up.white_terracotta: #17, 112(0%)
minecraft.dropped.flint: #17, 24(0%)
minecraft.picked_up.pumpkin_seeds: #17, 168(0%)
minecraft.crafted.polished_deepslate_wall: #17, 8(0%)
minecraft.picked_up.cobblestone_slab: #17, 32(0%)
minecraft.picked_up.grass: #17, 35(0%)
minecraft.dropped.azalea: #17, 5(0%)
minecraft.crafted.black_terracotta: #17, 64(0%)
minecraft.picked_up.warped_button: #17, 2(0%)
minecraft.used.green_concrete_powder: #17, 102(0%)
minecraft.picked_up.melon_seeds: #17, 1(0%)
minecraft.used.cyan_carpet: #17, 9(0%)
minecraft.used.orange_wool: #17, 21(0%)
minecraft.picked_up.acacia_planks: #17, 4(0%)
minecraft.used.quartz_slab: #17, 18(0%)
minecraft.dropped.sugar_cane: #17, 12(0%)
minecraft.used.polished_diorite: #17, 17(0%)
minecraft.dropped.emerald: #17, 99(0%)
minecraft.mined.light_blue_wool: #17, 2(0%)
minecraft.used.cooked_salmon: #17, 1(0%)
minecraft.mined.quartz_slab: #17, 2(0%)
minecraft.mined.green_concrete_powder: #17, 2(0%)
minecraft.crafted.light_gray_carpet: #17, 6(0%)
minecraft.picked_up.pink_terracotta: #17, 1(0%)
minecraft.mined.stripped_oak_wood: #17, 1(0%)
minecraft.used.spruce_wood: #17, 7(0%)
minecraft.used.cherry_log: #17, 1(0%)
minecraft.picked_up.stripped_spruce_wood: #17, 1(0%)
minecraft.dropped.pumpkin: #17, 2(0%)
minecraft.custom.swim_one_cm: #18, 2962526(2%)
minecraft.picked_up.dark_oak_sapling: #18, 340(2%)
minecraft.picked_up.spruce_door: #18, 7(2%)
minecraft.picked_up.andesite: #18, 3643(1%)
minecraft.mined.spruce_trapdoor: #18, 75(1%)
minecraft.killed.glow_squid: #18, 21(1%)
minecraft.used.grass_block: #18, 6127(1%)
minecraft.mined.oak_sign: #18, 3(1%)
minecraft.used.spruce_log: #18, 496(1%)
minecraft.picked_up.written_book: #18, 7(1%)
minecraft.used.spruce_fence: #18, 205(1%)
minecraft.used.wheat_seeds: #18, 531(1%)
minecraft.picked_up.phantom_membrane: #18, 12(1%)
minecraft.crafted.shield: #18, 3(1%)
minecraft.picked_up.spruce_boat: #18, 8(1%)
minecraft.crafted.spruce_fence: #18, 186(1%)
minecraft.used.diamond_hoe: #18, 3853(1%)
minecraft.crafted.lapis_block: #18, 73(1%)
minecraft.picked_up.wooden_sword: #18, 8(1%)
minecraft.crafted.emerald: #18, 3628(1%)
minecraft.mined.deepslate_bricks: #18, 96(1%)
minecraft.dropped.tuff: #18, 149(1%)
minecraft.crafted.lantern: #18, 71(1%)
minecraft.used.grindstone: #18, 8(1%)
minecraft.mined.red_terracotta: #18, 233(1%)
minecraft.crafted.white_wool: #18, 352(1%)
minecraft.crafted.red_concrete_powder: #18, 208(1%)
minecraft.picked_up.dark_oak_door: #18, 2(1%)
minecraft.used.smooth_quartz: #18, 143(0%)
minecraft.picked_up.birch_fence: #18, 14(1%)
minecraft.used.glow_item_frame: #18, 14(1%)
minecraft.mined.red_wool: #18, 21(0%)
minecraft.dropped.terracotta: #18, 12(0%)
minecraft.picked_up.pumpkin: #18, 96(0%)
minecraft.mined.white_wool: #18, 24(0%)
minecraft.dropped.netherrack: #18, 1823(0%)
minecraft.crafted.brick: #18, 457(0%)
minecraft.picked_up.trident: #18, 1(0%)
minecraft.picked_up.cobblestone_wall: #18, 10(0%)
minecraft.crafted.polished_deepslate_stairs: #18, 11(0%)
minecraft.mined.lily_of_the_valley: #18, 1(0%)
minecraft.dropped.wooden_sword: #18, 2(0%)
minecraft.mined.orange_wool: #18, 6(0%)
minecraft.dropped.firework_rocket: #18, 539(0%)
minecraft.dropped.ladder: #18, 3(0%)
minecraft.picked_up.bricks: #18, 19(0%)
minecraft.crafted.cherry_planks: #18, 8(0%)
minecraft.picked_up.orange_wool: #18, 6(0%)
minecraft.mined.lectern: #18, 11(0%)
minecraft.dropped.mossy_cobblestone: #18, 2(0%)
minecraft.used.gray_carpet: #18, 54(0%)
minecraft.mined.deepslate_brick_slab: #18, 3(0%)
minecraft.picked_up.deepslate_brick_slab: #18, 3(0%)
minecraft.crafted.brown_carpet: #18, 3(0%)
minecraft.crafted.spruce_wood: #18, 12(0%)
minecraft.used.light_gray_terracotta: #18, 6(0%)
minecraft.used.mossy_stone_bricks: #18, 2(0%)
minecraft.picked_up.stripped_oak_wood: #18, 1(0%)
minecraft.mined.light_gray_wool: #18, 1(0%)
minecraft.mined.stripped_spruce_wood: #18, 1(0%)
minecraft.picked_up.light_blue_wool: #18, 2(0%)
minecraft.used.deepslate_brick_wall: #18, 2(0%)
minecraft.crafted.quartz_pillar: #18, 1(0%)
minecraft.mined.grass: #19, 1677(2%)
minecraft.dropped.diamond_shovel: #19, 3(2%)
minecraft.crafted.stone_pickaxe: #19, 3(2%)
minecraft.crafted.iron_axe: #19, 4(1%)
minecraft.picked_up.azalea: #19, 161(1%)
minecraft.mined.oak_slab: #19, 21(1%)
minecraft.picked_up.flowering_azalea: #19, 86(1%)
minecraft.picked_up.pumpkin_pie: #19, 115(1%)
minecraft.dropped.diamond_helmet: #19, 1(1%)
minecraft.used.andesite: #19, 515(1%)
minecraft.picked_up.flint: #19, 135(1%)
minecraft.used.flower_pot: #19, 14(1%)
minecraft.mined.campfire: #19, 7(1%)
minecraft.used.poppy: #19, 4(1%)
minecraft.used.campfire: #19, 21(1%)
minecraft.killed.squid: #19, 41(1%)
minecraft.used.dark_oak_door: #19, 2(1%)
minecraft.mined.smooth_quartz: #19, 21(0%)
minecraft.dropped.dark_oak_planks: #19, 15(0%)
minecraft.used.painting: #19, 9(0%)
minecraft.picked_up.dandelion: #19, 107(0%)
minecraft.used.lectern: #19, 34(0%)
minecraft.dropped.lapis_lazuli: #19, 18(0%)
minecraft.crafted.mossy_stone_bricks: #19, 43(0%)
minecraft.custom.sleep_in_bed: #20, 958(2%)
minecraft.used.stripped_spruce_log: #19, 24(0%)
minecraft.dropped.item_frame: #19, 1(0%)
minecraft.used.sea_pickle: #19, 4(0%)
minecraft.mined.lime_terracotta: #19, 12(0%)
minecraft.crafted.stone_shovel: #19, 1(0%)
minecraft.custom.traded_with_villager: #19, 750(0%)
minecraft.used.brown_concrete_powder: #19, 5(0%)
minecraft.crafted.cyan_carpet: #19, 3(0%)
minecraft.used.cooked_chicken: #19, 2(0%)
minecraft.mined.quartz_block: #19, 4(0%)
minecraft.picked_up.green_concrete_powder: #19, 2(0%)
minecraft.crafted.raw_copper: #19, 9(0%)
minecraft.crafted.oak_fence: #20, 87(2%)
minecraft.mined.tall_grass: #20, 226(1%)
minecraft.used.diamond_axe: #20, 12429(1%)
minecraft.mined.vine: #20, 143(1%)
minecraft.crafted.stone_axe: #20, 2(1%)
minecraft.mined.andesite: #20, 2925(1%)
minecraft.picked_up.spruce_trapdoor: #20, 74(1%)
minecraft.picked_up.spruce_planks: #20, 278(1%)
minecraft.crafted.spruce_planks: #20, 4240(1%)
minecraft.mined.big_dripleaf: #20, 3(1%)
minecraft.mined.spruce_log: #20, 1449(1%)
minecraft.picked_up.spruce_log: #20, 1451(1%)
minecraft.mined.birch_leaves: #20, 488(1%)
minecraft.mined.oxeye_daisy: #20, 2(1%)
minecraft.dropped.iron_ingot: #20, 110(1%)
minecraft.picked_up.campfire: #20, 11(1%)
minecraft.dropped.pumpkin_pie: #20, 19(0%)
minecraft.picked_up.birch_leaves: #20, 170(0%)
minecraft.used.wooden_axe: #20, 3(0%)
minecraft.used.dark_oak_trapdoor: #20, 46(0%)
minecraft.mined.spore_blossom: #20, 1(0%)
minecraft.used.cooked_mutton: #20, 2(0%)
minecraft.mined.bookshelf: #20, 40(0%)
minecraft.dropped.dandelion: #20, 4(0%)
minecraft.mined.farmland: #20, 2(0%)
minecraft.dropped.raw_iron: #20, 4(0%)
minecraft.custom.talked_to_villager: #20, 127(0%)
minecraft.crafted.flower_pot: #20, 10(0%)
minecraft.picked_up.lectern: #20, 11(0%)
minecraft.dropped.dark_oak_sapling: #20, 3(0%)
minecraft.picked_up.polished_blackstone_bricks: #20, 78(0%)
minecraft.mined.yellow_wool: #20, 3(0%)
minecraft.picked_up.book: #20, 35(0%)
minecraft.dropped.oak_leaves: #20, 2(0%)
minecraft.picked_up.quartz_slab: #20, 2(0%)
minecraft.picked_up.name_tag: #20, 1(0%)
minecraft.mined.light_gray_terracotta: #20, 5(0%)
minecraft.dropped.carrot: #20, 7(0%)
minecraft.crafted.sugar: #20, 6(0%)
minecraft.used.light_gray_wool: #20, 6(0%)
minecraft.used.oak_wood: #20, 1(0%)
minecraft.mined.poppy: #21, 58(2%)
minecraft.picked_up.diamond_sword: #21, 15(1%)
minecraft.used.spruce_trapdoor: #21, 318(1%)
minecraft.used.player_head: #21, 36(1%)
minecraft.picked_up.diamond_axe: #21, 10(1%)
minecraft.crafted.diamond_helmet: #21, 1(1%)
minecraft.custom.pot_flower: #21, 12(1%)
minecraft.dropped.stone_axe: #21, 1(1%)
minecraft.dropped.grass_block: #21, 178(1%)
minecraft.dropped.spruce_planks: #21, 22(1%)
minecraft.mined.player_wall_head: #21, 4(1%)
minecraft.mined.birch_sign: #21, 2(1%)
minecraft.used.wooden_sword: #21, 22(1%)
minecraft.picked_up.painting: #21, 6(0%)
minecraft.dropped.diamond_block: #21, 8(0%)
minecraft.mined.stripped_spruce_log: #21, 34(0%)
minecraft.used.spruce_sapling: #21, 53(0%)
minecraft.dropped.spruce_sign: #21, 1(0%)
minecraft.picked_up.stripped_spruce_log: #21, 34(0%)
minecraft.crafted.dark_oak_fence: #21, 36(0%)
minecraft.crafted.dark_oak_trapdoor: #21, 44(0%)
minecraft.mined.emerald_block: #21, 16(0%)
minecraft.crafted.cooked_mutton: #21, 1(0%)
minecraft.dropped.flowering_azalea: #21, 1(0%)
minecraft.dropped.spruce_trapdoor: #21, 1(0%)
minecraft.mined.red_bed: #21, 1(0%)
minecraft.crafted.deepslate_brick_slab: #21, 2(0%)
minecraft.picked_up.quartz_pillar: #21, 1(0%)
minecraft.picked_up.light_gray_wool: #21, 2(0%)
minecraft.picked_up.dark_oak_leaves: #21, 1(0%)
minecraft.used.stone_pickaxe: #22, 170(1%)
minecraft.crafted.spruce_trapdoor: #22, 266(1%)
minecraft.custom.fly_one_cm: #23, 51520224(2%)
minecraft.used.stone_axe: #22, 67(1%)
minecraft.dropped.redstone_block: #22, 21(1%)
minecraft.picked_up.oak_slab: #22, 22(1%)
minecraft.crafted.diamond_boots: #22, 1(1%)
minecraft.picked_up.snow: #22, 100(0%)
minecraft.mined.grindstone: #22, 1(0%)
minecraft.crafted.gray_carpet: #22, 45(0%)
minecraft.mined.polished_blackstone_bricks: #22, 60(0%)
minecraft.picked_up.grindstone: #22, 1(0%)
minecraft.picked_up.red_bed: #22, 1(0%)
minecraft.picked_up.oxeye_daisy: #22, 3(0%)
minecraft.picked_up.lily_of_the_valley: #22, 1(0%)
minecraft.used.spruce_leaves: #22, 9(0%)
minecraft.mined.light_gray_carpet: #22, 1(0%)
minecraft.picked_up.quartz_block: #22, 4(0%)
minecraft.crafted.cobblestone_wall: #22, 1(0%)
minecraft.used.quartz_block: #22, 5(0%)
minecraft.mined.green_terracotta: #22, 1(0%)
minecraft.picked_up.light_gray_carpet: #22, 1(0%)
minecraft.picked_up.diamond_pickaxe: #23, 16(1%)
minecraft.dropped.diamond_leggings: #23, 2(1%)
minecraft.dropped.dirt: #23, 612(1%)
minecraft.picked_up.diamond_helmet: #23, 3(1%)
minecraft.used.diamond_shovel: #23, 22877(1%)
minecraft.mined.spruce_leaves: #23, 411(0%)
minecraft.crafted.diamond_leggings: #23, 1(0%)
minecraft.dropped.birch_planks: #23, 4(0%)
minecraft.picked_up.spore_blossom: #23, 1(0%)
minecraft.custom.interact_with_blast_furnace: #23, 7(0%)
minecraft.crafted.cobblestone_slab: #23, 14(0%)
minecraft.used.blast_furnace: #23, 1(0%)
minecraft.picked_up.white_dye: #23, 3(0%)
minecraft.crafted.spruce_fence_gate: #23, 2(0%)
minecraft.used.emerald_block: #23, 12(0%)
minecraft.crafted.deepslate_brick_stairs: #23, 1(0%)
minecraft.picked_up.emerald_block: #23, 15(0%)
minecraft.picked_up.yellow_wool: #23, 2(0%)
minecraft.used.snow: #23, 8(0%)
minecraft.crafted.golden_carrot: #23, 1(0%)
minecraft.picked_up.shield: #24, 2(1%)
minecraft.mined.player_head: #24, 4(0%)
minecraft.custom.bell_ring: #24, 11(0%)
minecraft.mined.dirt_path: #24, 16(0%)
minecraft.crafted.lapis_lazuli: #24, 18(0%)
minecraft.picked_up.paper: #24, 12(0%)
minecraft.picked_up.iron_pickaxe: #25, 1(1%)
minecraft.picked_up.dark_oak_trapdoor: #25, 10(0%)
minecraft.mined.dark_oak_trapdoor: #25, 4(0%)
minecraft.mined.pumpkin: #25, 15(0%)
minecraft.mined.azure_bluet: #25, 1(0%)
minecraft.picked_up.flower_pot: #25, 1(0%)
minecraft.dropped.snow: #25, 1(0%)
minecraft.picked_up.red_mushroom_block: #25, 1(0%)
minecraft.used.carrot: #26, 8(0%)
minecraft.picked_up.spruce_leaves: #26, 10(0%)
minecraft.picked_up.green_terracotta: #26, 1(0%)
minecraft.picked_up.carrot: #27, 16(0%)
minecraft.mined.carrots: #27, 1(0%)
minecraft.custom.interact_with_grindstone: #28, 1(0%)
minecraft.picked_up.diamond_leggings: #29, 4(0%)
minecraft.picked_up.diamond_boots: #30, 2(0%)
minecraft.custom.time_since_rest: #34, 32565(0%)
minecraft.custom.time_since_death: #52, 32539(0%)
