stat, rank, value, (percentage) 
minecraft.mined.dragon_wall_head: #12, 2(2%)
minecraft.mined.packed_mud: #12, 33(2%)
minecraft.used.birch_fence: #12, 84(2%)
minecraft.picked_up.red_dye: #12, 56(2%)
minecraft.crafted.cyan_bed: #12, 1(2%)
minecraft.crafted.oak_trapdoor: #12, 102(1%)
minecraft.crafted.red_concrete_powder: #12, 512(1%)
minecraft.dropped.red_mushroom: #12, 15(1%)
minecraft.picked_up.chorus_fruit: #12, 100(1%)
minecraft.mined.enchanting_table: #12, 1(2%)
minecraft.used.cartography_table: #12, 4(2%)
minecraft.dropped.diamond_hoe: #12, 1(2%)
minecraft.picked_up.enchanting_table: #12, 1(2%)
minecraft.crafted.stonecutter: #12, 13(1%)
minecraft.custom.trigger_trapped_chest: #12, 9(1%)
minecraft.killed.endermite: #12, 2(2%)
minecraft.mined.purpur_pillar: #12, 22(1%)
minecraft.crafted.black_stained_glass_pane: #12, 96(2%)
minecraft.mined.polished_granite: #12, 18(1%)
minecraft.dropped.arrow: #12, 1240(1%)
minecraft.used.deepslate_tile_stairs: #12, 120(1%)
minecraft.used.oak_wood: #12, 52(1%)
minecraft.used.black_stained_glass_pane: #12, 54(1%)
minecraft.used.oak_sapling: #12, 235(1%)
minecraft.used.granite_slab: #12, 42(1%)
minecraft.used.acacia_trapdoor: #12, 100(1%)
minecraft.used.deepslate_copper_ore: #12, 10(1%)
minecraft.used.nether_wart: #12, 80(1%)
minecraft.picked_up.black_bed: #12, 7(1%)
minecraft.mined.crimson_roots: #12, 58(1%)
minecraft.mined.chorus_flower: #12, 2(1%)
minecraft.mined.warped_planks: #12, 65(1%)
minecraft.crafted.dark_oak_fence_gate: #12, 19(1%)
minecraft.dropped.azalea_leaves: #12, 31(1%)
minecraft.used.light_blue_dye: #12, 1(1%)
minecraft.mined.gray_concrete_powder: #12, 6(1%)
minecraft.picked_up.mangrove_trapdoor: #12, 13(1%)
minecraft.picked_up.polished_blackstone_button: #12, 10(1%)
minecraft.crafted.light_blue_terracotta: #12, 129(1%)
minecraft.dropped.rose_bush: #12, 7(1%)
minecraft.dropped.feather: #12, 22(1%)
minecraft.used.packed_mud: #12, 65(1%)
minecraft.used.cut_copper: #12, 28(1%)
minecraft.mined.mangrove_wall_sign: #12, 1(1%)
minecraft.used.polished_diorite: #12, 75(1%)
minecraft.used.black_bed: #12, 5(1%)
minecraft.crafted.emerald_block: #12, 483(0%)
minecraft.mined.black_bed: #12, 4(1%)
minecraft.crafted.polished_blackstone_button: #12, 18(1%)
minecraft.mined.dark_oak_button: #12, 1(1%)
minecraft.mined.birch_fence_gate: #12, 1(1%)
minecraft.used.polished_granite: #12, 54(0%)
minecraft.mined.granite_slab: #12, 6(0%)
minecraft.mined.dark_oak_wood: #12, 3(1%)
minecraft.picked_up.chiseled_sandstone: #12, 1(1%)
minecraft.used.orange_stained_glass: #12, 70(0%)
minecraft.picked_up.magenta_stained_glass: #12, 8(0%)
minecraft.dropped.smooth_stone: #12, 15(0%)
minecraft.mined.end_stone: #12, 168(0%)
minecraft.dropped.seagrass: #12, 1(0%)
minecraft.picked_up.chorus_flower: #12, 4(0%)
minecraft.dropped.dark_oak_fence: #12, 4(0%)
minecraft.dropped.polished_andesite_stairs: #12, 1(0%)
minecraft.used.lime_stained_glass_pane: #12, 7(0%)
minecraft.used.magenta_shulker_box: #12, 5(0%)
minecraft.picked_up.purple_terracotta: #12, 9(0%)
minecraft.picked_up.magenta_shulker_box: #12, 5(0%)
minecraft.picked_up.birch_fence_gate: #12, 1(0%)
minecraft.mined.white_carpet: #12, 13(0%)
minecraft.used.chiseled_sandstone: #12, 1(0%)
minecraft.picked_up.light_gray_carpet: #12, 20(0%)
minecraft.used.brick_stairs: #12, 2(0%)
minecraft.dropped.dark_oak_slab: #12, 6(0%)
minecraft.crafted.magenta_terracotta: #12, 24(0%)
minecraft.used.end_stone: #12, 67(0%)
minecraft.picked_up.magenta_terracotta: #12, 4(0%)
minecraft.dropped.brown_mushroom_block: #12, 5(0%)
minecraft.picked_up.waxed_exposed_copper: #12, 2(0%)
minecraft.used.chiseled_bookshelf: #12, 1(0%)
minecraft.used.raw_gold_block: #12, 4(0%)
minecraft.crafted.chiseled_bookshelf: #12, 1(0%)
minecraft.mined.gray_terracotta: #12, 25(0%)
minecraft.dropped.mossy_stone_bricks: #12, 1(0%)
minecraft.crafted.experience_bottle: #12, 70(0%)
minecraft.picked_up.raw_gold_block: #12, 2(0%)
minecraft.used.horn_coral_block: #12, 2(0%)
minecraft.picked_up.black_carpet: #12, 38(0%)
minecraft.mined.horn_coral_block: #12, 2(0%)
minecraft.picked_up.jungle_trapdoor: #12, 3(0%)
minecraft.crafted.air: #12, 0(0%)
minecraft.picked_up.oak_sign: #13, 69(3%)
minecraft.used.snowball: #13, 187(3%)
minecraft.dropped.bow: #13, 102(2%)
minecraft.mined.gold_ore: #13, 195(3%)
minecraft.used.player_head: #13, 77(2%)
minecraft.mined.smooth_basalt: #13, 600(3%)
minecraft.crafted.glass: #13, 8251(2%)
minecraft.custom.interact_with_grindstone: #13, 36(3%)
minecraft.used.iron_axe: #13, 825(2%)
minecraft.custom.pot_flower: #13, 40(3%)
minecraft.crafted.iron_axe: #13, 7(2%)
minecraft.mined.oak_trapdoor: #13, 29(2%)
minecraft.dropped.spruce_sign: #13, 9(3%)
minecraft.broken.iron_axe: #13, 3(3%)
minecraft.mined.spruce_stairs: #13, 87(2%)
minecraft.picked_up.oak_planks: #13, 369(2%)
minecraft.mined.damaged_anvil: #13, 5(2%)
minecraft.used.flower_pot: #13, 46(2%)
minecraft.used.dark_oak_fence: #13, 280(2%)
minecraft.killed.wandering_trader: #13, 4(3%)
minecraft.killed.trader_llama: #13, 8(2%)
minecraft.custom.sleep_in_bed: #14, 1396(3%)
minecraft.mined.bone_block: #13, 152(2%)
minecraft.picked_up.spruce_leaves: #13, 1215(2%)
minecraft.picked_up.mutton: #13, 36(2%)
minecraft.crafted.oak_slab: #13, 432(1%)
minecraft.crafted.coarse_dirt: #13, 704(2%)
minecraft.killed.phantom: #13, 15(2%)
minecraft.mined.tall_seagrass: #13, 90(2%)
minecraft.picked_up.bookshelf: #13, 41(2%)
minecraft.mined.sea_lantern: #13, 29(2%)
minecraft.mined.dead_bush: #13, 62(1%)
minecraft.crafted.mangrove_trapdoor: #13, 54(1%)
minecraft.crafted.purple_shulker_box: #13, 2(2%)
minecraft.dropped.lead: #13, 5(1%)
minecraft.dropped.brown_terracotta: #13, 13(2%)
minecraft.dropped.dark_oak_planks: #13, 37(1%)
minecraft.mined.bookshelf: #13, 196(1%)
minecraft.crafted.oak_button: #13, 8(1%)
minecraft.crafted.packed_mud: #13, 366(1%)
minecraft.crafted.smooth_quartz: #13, 256(1%)
minecraft.used.weathered_copper: #13, 14(1%)
minecraft.picked_up.book: #13, 546(1%)
minecraft.crafted.spruce_wood: #13, 210(1%)
minecraft.dropped.calcite: #13, 31(1%)
minecraft.dropped.oak_leaves: #13, 30(1%)
minecraft.used.nether_quartz_ore: #13, 138(1%)
minecraft.crafted.orange_dye: #13, 268(1%)
minecraft.picked_up.mangrove_sign: #13, 2(1%)
minecraft.crafted.bookshelf: #13, 213(1%)
minecraft.dropped.dark_oak_boat: #13, 1(1%)
minecraft.crafted.iron_chestplate: #13, 4(1%)
minecraft.picked_up.red_banner: #13, 4(1%)
minecraft.used.map: #13, 6(1%)
minecraft.picked_up.cyan_terracotta: #13, 129(1%)
minecraft.crafted.charcoal: #13, 103(1%)
minecraft.mined.lectern: #13, 57(1%)
minecraft.mined.coal_block: #13, 5(1%)
minecraft.dropped.dark_oak_sapling: #13, 13(1%)
minecraft.used.axolotl_bucket: #13, 4(1%)
minecraft.picked_up.crimson_fungus: #13, 56(1%)
minecraft.mined.white_wall_banner: #13, 1(1%)
minecraft.used.red_dye: #13, 4(1%)
minecraft.crafted.yellow_stained_glass: #13, 152(1%)
minecraft.dropped.glow_ink_sac: #13, 8(1%)
minecraft.used.polished_blackstone_button: #13, 17(1%)
minecraft.crafted.acacia_trapdoor: #13, 72(1%)
minecraft.picked_up.peony: #13, 56(0%)
minecraft.picked_up.acacia_sign: #13, 3(1%)
minecraft.used.dark_oak_fence_gate: #13, 13(1%)
minecraft.mined.polished_diorite: #13, 16(1%)
minecraft.dropped.white_terracotta: #13, 10(1%)
minecraft.used.bone_block: #13, 174(0%)
minecraft.mined.chiseled_sandstone: #13, 1(1%)
minecraft.picked_up.light_gray_stained_glass: #13, 31(0%)
minecraft.used.oak_leaves: #13, 249(0%)
minecraft.picked_up.orange_concrete: #13, 37(0%)
minecraft.dropped.dispenser: #13, 6(1%)
minecraft.mined.spruce_wood: #13, 7(0%)
minecraft.crafted.acacia_sign: #13, 3(0%)
minecraft.crafted.mangrove_wood: #13, 27(0%)
minecraft.picked_up.brick_stairs: #13, 2(0%)
minecraft.mined.orange_concrete: #13, 38(0%)
minecraft.dropped.spruce_stairs: #13, 2(0%)
minecraft.crafted.purple_concrete_powder: #13, 32(0%)
minecraft.mined.waxed_copper_block: #13, 3(0%)
minecraft.picked_up.dark_oak_wood: #13, 3(0%)
minecraft.crafted.oxidized_cut_copper_slab: #13, 6(0%)
minecraft.picked_up.waxed_copper_block: #13, 3(0%)
minecraft.dropped.magenta_stained_glass: #13, 1(0%)
minecraft.crafted.oxidized_cut_copper: #13, 4(0%)
minecraft.crafted.blue_carpet: #13, 3(0%)
minecraft.used.mud_brick_wall: #13, 2(0%)
minecraft.dropped.smooth_quartz: #13, 1(0%)
minecraft.used.waxed_copper_block: #13, 3(0%)
minecraft.crafted.birch_fence_gate: #13, 1(0%)
minecraft.dropped.acacia_log: #13, 1(0%)
minecraft.used.crimson_fungus: #13, 3(0%)
minecraft.picked_up.muddy_mangrove_roots: #13, 4(0%)
minecraft.used.light_blue_terracotta: #13, 9(0%)
minecraft.picked_up.brown_glazed_terracotta: #13, 1(0%)
minecraft.picked_up.horn_coral_block: #13, 2(0%)
minecraft.mined.stripped_mangrove_log: #13, 4(0%)
minecraft.used.mud_brick_stairs: #13, 1(0%)
minecraft.dropped.bricks: #13, 1(0%)
minecraft.dropped.sea_lantern: #13, 1(0%)
minecraft.dropped.compass: #14, 106(3%)
minecraft.picked_up.green_dye: #13, 6(0%)
minecraft.used.furnace: #14, 137(3%)
minecraft.used.spruce_log: #14, 1282(3%)
minecraft.picked_up.bow: #14, 131(2%)
minecraft.crafted.shield: #14, 8(3%)
minecraft.picked_up.iron_pickaxe: #14, 4(3%)
minecraft.used.stone_axe: #14, 193(2%)
minecraft.crafted.stone_axe: #14, 4(2%)
minecraft.mined.player_head: #14, 23(2%)
minecraft.killed_by.drowned: #14, 3(2%)
minecraft.mined.deepslate_copper_ore: #14, 65(2%)
minecraft.picked_up.stone_axe: #14, 2(2%)
minecraft.mined.copper_block: #14, 81(2%)
minecraft.killed_by.skeleton: #14, 2(2%)
minecraft.picked_up.rose_bush: #14, 580(1%)
minecraft.used.oak_stairs: #14, 52(2%)
minecraft.picked_up.oak_sapling: #14, 504(1%)
minecraft.picked_up.wooden_sword: #14, 14(1%)
minecraft.mined.seagrass: #14, 82(1%)
minecraft.crafted.polished_andesite: #14, 644(1%)
minecraft.picked_up.green_shulker_box: #14, 31(1%)
minecraft.mined.green_shulker_box: #14, 31(1%)
minecraft.used.coarse_dirt: #14, 462(1%)
minecraft.used.deepslate_iron_ore: #14, 43(1%)
minecraft.crafted.light_gray_stained_glass_pane: #14, 64(2%)
minecraft.picked_up.deepslate_diamond_ore: #14, 208(1%)
minecraft.crafted.acacia_planks: #14, 568(1%)
minecraft.picked_up.purpur_pillar: #14, 17(1%)
minecraft.picked_up.baked_potato: #14, 18(1%)
minecraft.crafted.oak_wood: #14, 72(1%)
minecraft.crafted.light_gray_dye: #14, 235(1%)
minecraft.picked_up.pink_petals: #14, 81(1%)
minecraft.picked_up.packed_mud: #14, 18(1%)
minecraft.picked_up.lectern: #14, 60(1%)
minecraft.picked_up.detector_rail: #14, 5(1%)
minecraft.mined.red_tulip: #14, 2(1%)
minecraft.used.rooted_dirt: #14, 68(1%)
minecraft.picked_up.dark_oak_boat: #14, 5(1%)
minecraft.mined.brick_stairs: #14, 2(1%)
minecraft.used.dark_oak_boat: #14, 4(1%)
minecraft.used.iron_pickaxe: #15, 3234(4%)
minecraft.dropped.chorus_fruit: #14, 15(1%)
minecraft.picked_up.chicken: #14, 160(0%)
minecraft.picked_up.dead_bush: #14, 20(1%)
minecraft.mined.smooth_quartz_slab: #14, 8(0%)
minecraft.dropped.cooked_chicken: #14, 2(0%)
minecraft.used.mangrove_leaves: #14, 38(0%)
minecraft.custom.interact_with_smoker: #14, 2(0%)
minecraft.crafted.mangrove_button: #14, 1(0%)
minecraft.dropped.oxeye_daisy: #14, 1(0%)
minecraft.dropped.crimson_nylium: #14, 3(0%)
minecraft.picked_up.end_stone: #14, 154(0%)
minecraft.crafted.iron_pickaxe: #15, 15(4%)
minecraft.picked_up.gilded_blackstone: #14, 2(0%)
minecraft.picked_up.acacia_slab: #14, 1(0%)
minecraft.dropped.chicken: #14, 22(0%)
minecraft.used.daylight_detector: #14, 1(0%)
minecraft.mined.stripped_jungle_log: #14, 4(0%)
minecraft.picked_up.yellow_stained_glass_pane: #14, 1(0%)
minecraft.used.birch_fence_gate: #14, 1(0%)
minecraft.picked_up.stripped_jungle_log: #14, 4(0%)
minecraft.picked_up.red_carpet: #14, 10(0%)
minecraft.used.acacia_slab: #14, 1(0%)
minecraft.used.red_sand: #14, 1(0%)
minecraft.used.cyan_stained_glass: #14, 6(0%)
minecraft.picked_up.stripped_mangrove_log: #14, 4(0%)
minecraft.crafted.pink_carpet: #14, 3(0%)
minecraft.used.orange_concrete: #14, 2(0%)
minecraft.used.jack_o_lantern: #14, 1(0%)
minecraft.used.dirt: #15, 18609(3%)
minecraft.crafted.stick: #15, 9267(3%)
minecraft.picked_up.lapis_lazuli: #15, 2034(2%)
minecraft.used.spruce_stairs: #15, 472(3%)
minecraft.crafted.white_dye: #15, 2306(2%)
minecraft.mined.kelp: #15, 138(2%)
minecraft.used.wooden_pickaxe: #15, 12(2%)
minecraft.used.chipped_anvil: #15, 6(2%)
minecraft.custom.deaths: #16, 219(3%)
minecraft.picked_up.deepslate_gold_ore: #15, 124(2%)
minecraft.picked_up.golden_carrot: #15, 467(1%)
minecraft.dropped.wooden_pickaxe: #15, 1(2%)
minecraft.picked_up.spruce_fence: #15, 111(2%)
minecraft.crafted.oak_planks: #15, 3640(1%)
minecraft.picked_up.chipped_anvil: #15, 8(2%)
minecraft.custom.talked_to_villager: #15, 1103(1%)
minecraft.picked_up.spider_eye: #15, 1014(1%)
minecraft.dropped.golden_apple: #15, 7(2%)
minecraft.picked_up.porkchop: #15, 33(1%)
minecraft.picked_up.deepslate_redstone_ore: #15, 211(1%)
minecraft.picked_up.music_disc_otherside: #15, 4(2%)
minecraft.mined.sunflower: #15, 7(1%)
minecraft.picked_up.stripped_crimson_stem: #15, 49(1%)
minecraft.custom.interact_with_blast_furnace: #15, 68(1%)
minecraft.used.end_rod: #15, 80(1%)
minecraft.picked_up.oak_fence: #15, 26(1%)
minecraft.killed.pig: #15, 7(1%)
minecraft.used.lectern: #15, 115(1%)
minecraft.crafted.oak_stairs: #15, 60(1%)
minecraft.crafted.dark_oak_stairs: #15, 136(1%)
minecraft.dropped.cooked_beef: #15, 23(2%)
minecraft.used.dark_oak_stairs: #15, 126(1%)
minecraft.used.carrot: #15, 264(1%)
minecraft.used.oak_planks: #15, 182(1%)
minecraft.crafted.book: #15, 25(1%)
minecraft.used.milk_bucket: #15, 2(1%)
minecraft.picked_up.diamond_hoe: #15, 3(1%)
minecraft.picked_up.dandelion: #15, 206(1%)
minecraft.mined.candle: #15, 1(1%)
minecraft.custom.traded_with_villager: #15, 4108(1%)
minecraft.mined.iron_trapdoor: #15, 8(1%)
minecraft.picked_up.netherite_ingot: #15, 1(1%)
minecraft.used.deepslate_diamond_ore: #15, 129(1%)
minecraft.used.smooth_quartz_slab: #15, 91(1%)
minecraft.crafted.yellow_dye: #15, 283(1%)
minecraft.picked_up.netherite_helmet: #15, 2(1%)
minecraft.picked_up.netherite_leggings: #15, 2(0%)
minecraft.picked_up.cyan_concrete: #15, 61(0%)
minecraft.crafted.brown_terracotta: #15, 24(1%)
minecraft.mined.cyan_concrete: #15, 61(0%)
minecraft.used.mangrove_log: #15, 50(0%)
minecraft.picked_up.crimson_roots: #15, 130(0%)
minecraft.picked_up.blue_concrete: #15, 7(0%)
minecraft.picked_up.spruce_wood: #15, 8(0%)
minecraft.mined.blue_concrete: #15, 7(0%)
minecraft.used.light_gray_carpet: #15, 32(0%)
minecraft.picked_up.cooked_salmon: #15, 1(0%)
minecraft.mined.oxidized_cut_copper_slab: #15, 2(0%)
minecraft.picked_up.oxeye_daisy: #15, 12(0%)
minecraft.dropped.amethyst_shard: #15, 9(0%)
minecraft.crafted.bamboo_planks: #15, 20(0%)
minecraft.used.cyan_bed: #15, 1(0%)
minecraft.picked_up.compass: #16, 120(3%)
minecraft.mined.magenta_glazed_terracotta: #15, 1(0%)
minecraft.picked_up.pink_terracotta: #15, 2(0%)
minecraft.picked_up.light_blue_terracotta: #15, 5(0%)
minecraft.used.end_stone_bricks: #15, 2(0%)
minecraft.used.mud_brick_slab: #15, 3(0%)
minecraft.picked_up.magenta_glazed_terracotta: #15, 1(0%)
minecraft.picked_up.white_carpet: #15, 17(0%)
minecraft.mined.acacia_planks: #15, 1(0%)
minecraft.mined.magenta_shulker_box: #15, 1(0%)
minecraft.mined.raw_iron_block: #15, 4(0%)
minecraft.used.oxidized_cut_copper_slab: #15, 3(0%)
minecraft.used.shears: #16, 5132(2%)
minecraft.mined.grass_block: #16, 17459(2%)
minecraft.crafted.spruce_door: #16, 15(2%)
minecraft.mined.deepslate_iron_ore: #16, 407(2%)
minecraft.mined.oak_log: #16, 1886(2%)
minecraft.crafted.spruce_stairs: #16, 420(2%)
minecraft.used.spruce_door: #16, 12(2%)
minecraft.crafted.mangrove_planks: #16, 620(2%)
minecraft.picked_up.oak_trapdoor: #16, 29(2%)
minecraft.used.birch_boat: #16, 5(2%)
minecraft.used.iron_sword: #16, 218(2%)
minecraft.mined.lantern: #16, 16(1%)
minecraft.crafted.spruce_fence: #16, 315(1%)
minecraft.mined.chipped_anvil: #16, 6(2%)
minecraft.picked_up.ghast_tear: #16, 9(2%)
minecraft.crafted.emerald: #16, 7064(1%)
minecraft.broken.shears: #16, 5(1%)
minecraft.used.oak_log: #16, 325(1%)
minecraft.picked_up.birch_planks: #16, 143(1%)
minecraft.used.dark_oak_slab: #16, 293(1%)
minecraft.picked_up.red_concrete: #16, 183(1%)
minecraft.crafted.white_shulker_box: #16, 3(1%)
minecraft.used.shroomlight: #16, 28(1%)
minecraft.mined.lily_of_the_valley: #16, 3(1%)
minecraft.picked_up.iron_leggings: #16, 4(1%)
minecraft.picked_up.suspicious_stew: #16, 2(1%)
minecraft.picked_up.netherite_hoe: #16, 1(1%)
minecraft.dropped.bowl: #16, 2(1%)
minecraft.mined.pumpkin: #16, 59(1%)
minecraft.mined.dark_oak_fence: #16, 15(1%)
minecraft.crafted.brick: #16, 760(1%)
minecraft.mined.red_concrete: #16, 184(1%)
minecraft.picked_up.oak_leaves: #16, 522(1%)
minecraft.used.glass_pane: #16, 38(1%)
minecraft.used.spruce_leaves: #16, 207(0%)
minecraft.mined.spruce_fence_gate: #16, 5(1%)
minecraft.mined.hay_block: #16, 15(0%)
minecraft.used.smoker: #16, 1(1%)
minecraft.used.warped_planks: #16, 118(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #16, 4(0%)
minecraft.crafted.polished_granite: #16, 64(0%)
minecraft.mined.cut_copper_stairs: #16, 2(0%)
minecraft.used.bee_nest: #16, 2(0%)
minecraft.picked_up.tnt: #16, 159(0%)
minecraft.picked_up.dark_oak_leaves: #16, 35(0%)
minecraft.used.acacia_sign: #16, 2(0%)
minecraft.mined.green_concrete: #16, 32(0%)
minecraft.mined.red_carpet: #16, 5(0%)
minecraft.mined.mangrove_propagule: #16, 4(0%)
minecraft.crafted.light_blue_shulker_box: #16, 2(0%)
minecraft.dropped.sunflower: #16, 2(0%)
minecraft.crafted.red_terracotta: #16, 82(0%)
minecraft.picked_up.red_tulip: #16, 2(0%)
minecraft.dropped.nether_wart_block: #16, 5(0%)
minecraft.used.white_carpet: #16, 27(0%)
minecraft.picked_up.gray_concrete_powder: #16, 6(0%)
minecraft.crafted.polished_diorite: #16, 8(0%)
minecraft.used.polished_granite_slab: #16, 1(0%)
minecraft.used.mangrove_propagule: #16, 1(0%)
minecraft.mined.black_carpet: #16, 1(0%)
minecraft.picked_up.spruce_stairs: #17, 119(2%)
minecraft.crafted.dark_oak_planks: #17, 6788(2%)
minecraft.killed_by.player: #17, 37(1%)
minecraft.mined.spruce_door: #17, 6(2%)
minecraft.picked_up.oak_log: #17, 1953(1%)
minecraft.mined.dark_oak_slab: #17, 45(2%)
minecraft.used.spruce_fence: #17, 304(1%)
minecraft.crafted.wooden_pickaxe: #17, 1(2%)
minecraft.mined.flower_pot: #17, 3(1%)
minecraft.used.green_shulker_box: #17, 30(1%)
minecraft.used.deepslate_gold_ore: #17, 44(1%)
minecraft.picked_up.netherite_boots: #17, 4(1%)
minecraft.crafted.stone_hoe: #17, 1(1%)
minecraft.picked_up.sunflower: #17, 134(1%)
minecraft.dropped.terracotta: #17, 18(1%)
minecraft.used.copper_ore: #17, 102(1%)
minecraft.picked_up.pumpkin: #17, 123(0%)
minecraft.mined.smooth_quartz: #17, 22(0%)
minecraft.mined.infested_deepslate: #17, 2(1%)
minecraft.picked_up.emerald_block: #17, 143(0%)
minecraft.used.wooden_axe: #17, 4(0%)
minecraft.crafted.smoker: #17, 1(0%)
minecraft.picked_up.emerald_ore: #17, 3(0%)
minecraft.used.bundle: #17, 7(0%)
minecraft.used.smooth_stone: #17, 77(0%)
minecraft.crafted.brown_shulker_box: #17, 1(0%)
minecraft.crafted.yellow_terracotta: #17, 48(0%)
minecraft.picked_up.green_concrete: #17, 32(0%)
minecraft.crafted.raw_copper_block: #17, 44(0%)
minecraft.picked_up.smooth_quartz: #17, 22(0%)
minecraft.picked_up.dark_oak_button: #17, 2(0%)
minecraft.mined.white_stained_glass_pane: #17, 1(0%)
minecraft.crafted.white_carpet: #17, 30(0%)
minecraft.picked_up.cooked_chicken: #17, 5(0%)
minecraft.crafted.lime_stained_glass: #17, 24(0%)
minecraft.crafted.green_carpet: #17, 6(0%)
minecraft.picked_up.white_stained_glass_pane: #17, 1(0%)
minecraft.mined.stripped_dark_oak_wood: #17, 1(0%)
minecraft.picked_up.polished_granite_slab: #17, 1(0%)
minecraft.mined.muddy_mangrove_roots: #17, 1(0%)
minecraft.picked_up.green_carpet: #17, 2(0%)
minecraft.mined.deepslate_gold_ore: #18, 325(2%)
minecraft.mined.deepslate_redstone_ore: #18, 537(1%)
minecraft.crafted.oak_sign: #18, 39(1%)
minecraft.mined.spruce_fence: #18, 47(1%)
minecraft.mined.dirt_path: #18, 81(1%)
minecraft.mined.deepslate_diamond_ore: #18, 344(1%)
minecraft.picked_up.raw_copper: #18, 2822(1%)
minecraft.crafted.diamond_boots: #18, 2(1%)
minecraft.crafted.birch_planks: #18, 2888(1%)
minecraft.crafted.dark_oak_slab: #18, 540(1%)
minecraft.used.tripwire_hook: #18, 7(1%)
minecraft.picked_up.golden_apple: #18, 9(1%)
minecraft.picked_up.smooth_stone: #18, 128(1%)
minecraft.picked_up.tripwire_hook: #18, 4(1%)
minecraft.killed.squid: #18, 59(1%)
minecraft.used.iron_ore: #18, 87(1%)
minecraft.crafted.clock: #18, 2(1%)
minecraft.mined.smooth_quartz_stairs: #18, 6(1%)
minecraft.used.diamond_boots: #18, 1(1%)
minecraft.used.chorus_fruit: #18, 2(1%)
minecraft.crafted.raw_iron_block: #18, 31(0%)
minecraft.picked_up.ink_sac: #18, 197(0%)
minecraft.picked_up.azalea_leaves: #18, 323(0%)
minecraft.picked_up.flowering_azalea_leaves: #18, 112(0%)
minecraft.used.suspicious_stew: #18, 1(1%)
minecraft.picked_up.bee_nest: #18, 3(0%)
minecraft.killed.horse: #18, 1(0%)
minecraft.used.smooth_quartz_stairs: #18, 34(0%)
minecraft.used.moss_block: #18, 582(0%)
minecraft.crafted.iron_trapdoor: #18, 23(0%)
minecraft.dropped.bundle: #18, 2(0%)
minecraft.used.honeycomb: #18, 32(0%)
minecraft.mined.white_terracotta: #18, 63(0%)
minecraft.mined.mangrove_log: #18, 30(0%)
minecraft.crafted.black_terracotta: #18, 62(0%)
minecraft.used.birch_sapling: #18, 41(0%)
minecraft.picked_up.bowl: #18, 1(0%)
minecraft.mined.mangrove_planks: #18, 2(0%)
minecraft.crafted.flower_pot: #18, 11(0%)
minecraft.used.birch_trapdoor: #18, 4(0%)
minecraft.picked_up.birch_trapdoor: #18, 2(0%)
minecraft.used.blue_bed: #18, 1(0%)
minecraft.mined.birch_trapdoor: #18, 1(0%)
minecraft.picked_up.acacia_planks: #18, 4(0%)
minecraft.dropped.lantern: #18, 3(0%)
minecraft.crafted.bamboo_block: #18, 22(0%)
minecraft.picked_up.lily_of_the_valley: #18, 3(0%)
minecraft.crafted.white_terracotta: #18, 8(0%)
minecraft.picked_up.mangrove_leaves: #18, 39(0%)
minecraft.killed.cave_spider: #18, 41(0%)
minecraft.picked_up.oxidized_cut_copper_slab: #18, 1(0%)
minecraft.used.mangrove_roots: #18, 3(0%)
minecraft.mined.pink_petals: #18, 1(0%)
minecraft.mined.orange_terracotta: #18, 18(0%)
minecraft.used.green_carpet: #18, 3(0%)
minecraft.used.black_terracotta: #18, 3(0%)
minecraft.picked_up.fern: #18, 1(0%)
minecraft.mined.red_sand: #18, 3(0%)
minecraft.picked_up.red_sand: #18, 1(0%)
minecraft.picked_up.spruce_door: #19, 7(2%)
minecraft.picked_up.lead: #19, 46(1%)
minecraft.custom.boat_one_cm: #19, 3272090(1%)
minecraft.used.lantern: #19, 69(1%)
minecraft.used.crossbow: #19, 11(1%)
minecraft.killed_by.creeper: #19, 1(1%)
minecraft.crafted.iron_sword: #19, 2(1%)
minecraft.used.wooden_sword: #19, 35(1%)
minecraft.picked_up.iron_sword: #19, 2(1%)
minecraft.picked_up.campfire: #19, 14(1%)
minecraft.crafted.lapis_block: #19, 68(1%)
minecraft.mined.flowering_azalea_leaves: #19, 184(1%)
minecraft.mined.azalea_leaves: #19, 510(1%)
minecraft.mined.oak_stairs: #19, 10(1%)
minecraft.picked_up.dark_oak_slab: #19, 48(0%)
minecraft.used.smooth_quartz: #19, 130(0%)
minecraft.picked_up.dragon_head: #19, 1(1%)
minecraft.used.emerald_block: #19, 80(0%)
minecraft.used.pumpkin_pie: #19, 88(0%)
minecraft.used.iron_trapdoor: #19, 23(0%)
minecraft.picked_up.dark_oak_fence: #19, 14(0%)
minecraft.mined.bee_nest: #19, 3(0%)
minecraft.dropped.dark_oak_log: #19, 32(0%)
minecraft.picked_up.sea_lantern: #19, 28(0%)
minecraft.crafted.pink_dye: #19, 104(0%)
minecraft.used.dark_oak_log: #19, 147(0%)
minecraft.dropped.filled_map: #19, 170(0%)
minecraft.crafted.light_blue_dye: #19, 48(0%)
minecraft.picked_up.iron_trapdoor: #19, 5(0%)
minecraft.used.sand: #19, 808(0%)
minecraft.picked_up.smooth_quartz_slab: #19, 10(0%)
minecraft.mined.smooth_stone: #19, 16(0%)
minecraft.crafted.raw_gold_block: #19, 7(0%)
minecraft.used.azalea_leaves: #19, 75(0%)
minecraft.killed.salmon: #19, 3(0%)
minecraft.crafted.birch_trapdoor: #19, 6(0%)
minecraft.dropped.birch_log: #19, 5(0%)
