stat, rank, value, (percentage) 
minecraft.crafted.acacia_planks: #12, 1829(3%)
minecraft.picked_up.netherite_helmet: #12, 11(2%)
minecraft.crafted.iron_helmet: #12, 5(2%)
minecraft.crafted.iron_sword: #12, 8(2%)
minecraft.picked_up.stripped_spruce_log: #12, 80(2%)
minecraft.picked_up.carrot: #12, 2354(2%)
minecraft.picked_up.birch_slab: #12, 109(2%)
minecraft.mined.light_gray_concrete: #12, 1123(2%)
minecraft.crafted.white_shulker_box: #12, 5(2%)
minecraft.picked_up.cooked_porkchop: #12, 222(2%)
minecraft.picked_up.acacia_trapdoor: #12, 53(2%)
minecraft.picked_up.stone_brick_stairs: #12, 138(2%)
minecraft.used.stone_brick_stairs: #12, 283(2%)
minecraft.mined.andesite_stairs: #12, 11(2%)
minecraft.crafted.iron_shovel: #12, 12(2%)
minecraft.dropped.bow: #12, 122(1%)
minecraft.killed_by.skeleton: #12, 2(2%)
minecraft.picked_up.bell: #12, 12(2%)
minecraft.broken.diamond_shovel: #12, 1(2%)
minecraft.mined.light_gray_terracotta: #12, 969(2%)
minecraft.dropped.iron_sword: #12, 4(2%)
minecraft.used.smooth_stone: #12, 1869(1%)
minecraft.mined.oak_fence_gate: #12, 14(2%)
minecraft.used.nether_brick_slab: #12, 285(1%)
minecraft.picked_up.ink_sac: #12, 543(1%)
minecraft.crafted.smooth_stone_slab: #12, 1422(1%)
minecraft.crafted.firework_rocket: #12, 11790(1%)
minecraft.used.andesite_stairs: #12, 31(2%)
minecraft.crafted.red_wool: #12, 37(1%)
minecraft.picked_up.sponge: #12, 92(1%)
minecraft.crafted.white_banner: #12, 17(1%)
minecraft.picked_up.tropical_fish: #12, 23(1%)
minecraft.crafted.cyan_bed: #12, 2(2%)
minecraft.crafted.gray_concrete_powder: #12, 3320(1%)
minecraft.crafted.cyan_shulker_box: #12, 2(1%)
minecraft.picked_up.clay: #12, 150(1%)
minecraft.used.oak_leaves: #12, 1877(1%)
minecraft.used.dandelion: #12, 4(1%)
minecraft.picked_up.light_gray_stained_glass: #12, 104(1%)
minecraft.mined.cyan_concrete: #12, 310(1%)
minecraft.crafted.gray_stained_glass: #12, 592(1%)
minecraft.picked_up.purpur_block: #12, 68(1%)
minecraft.dropped.diamond_chestplate: #12, 1(1%)
minecraft.picked_up.warped_sign: #12, 3(1%)
minecraft.dropped.powered_rail: #12, 13(1%)
minecraft.mined.birch_planks: #12, 79(1%)
minecraft.crafted.bone_block: #12, 1278(1%)
minecraft.mined.andesite_slab: #12, 53(1%)
minecraft.picked_up.oxeye_daisy: #12, 105(1%)
minecraft.mined.red_sand: #12, 884(1%)
minecraft.used.melon_seeds: #12, 12(1%)
minecraft.crafted.light_blue_stained_glass_pane: #12, 48(1%)
minecraft.picked_up.spruce_leaves: #12, 677(1%)
minecraft.picked_up.phantom_membrane: #12, 30(1%)
minecraft.crafted.orange_concrete_powder: #12, 160(1%)
minecraft.picked_up.ice: #12, 675(0%)
minecraft.mined.coal_block: #12, 11(1%)
minecraft.crafted.acacia_stairs: #12, 16(1%)
minecraft.dropped.heart_of_the_sea: #12, 1(1%)
minecraft.dropped.grass: #12, 6(0%)
minecraft.crafted.spruce_fence_gate: #12, 10(0%)
minecraft.crafted.brown_terracotta: #12, 152(1%)
minecraft.used.purple_concrete_powder: #12, 57(0%)
minecraft.dropped.spruce_button: #12, 2(0%)
minecraft.crafted.snow_block: #12, 169(0%)
minecraft.dropped.bread: #12, 71(0%)
minecraft.used.acacia_stairs: #12, 10(0%)
minecraft.crafted.orange_stained_glass: #12, 40(0%)
minecraft.picked_up.acacia_stairs: #12, 4(0%)
minecraft.picked_up.brown_concrete_powder: #12, 17(0%)
minecraft.crafted.brick: #12, 377(0%)
minecraft.mined.pink_concrete: #12, 20(0%)
minecraft.crafted.white_terracotta: #12, 16(0%)
minecraft.crafted.magenta_terracotta: #12, 9(0%)
minecraft.picked_up.black_bed: #12, 1(0%)
minecraft.mined.black_bed: #12, 1(0%)
minecraft.picked_up.cyan_dye: #12, 6(0%)
minecraft.picked_up.smooth_stone_slab: #13, 963(3%)
minecraft.crafted.diamond_sword: #13, 5(3%)
minecraft.used.oak_sign: #13, 200(3%)
minecraft.crafted.diamond_pickaxe: #13, 13(3%)
minecraft.mined.mossy_cobblestone: #13, 62(3%)
minecraft.custom.damage_absorbed: #13, 270(3%)
minecraft.mined.poppy: #13, 154(2%)
minecraft.crafted.oak_pressure_plate: #13, 4(3%)
minecraft.picked_up.spruce_door: #13, 12(2%)
minecraft.used.wooden_pickaxe: #13, 13(2%)
minecraft.dropped.oak_planks: #13, 82(2%)
minecraft.used.spruce_slab: #13, 933(2%)
minecraft.picked_up.dark_oak_trapdoor: #13, 116(2%)
minecraft.dropped.iron_leggings: #13, 4(3%)
minecraft.crafted.stone_pressure_plate: #13, 54(2%)
minecraft.mined.spruce_fence: #13, 82(2%)
minecraft.dropped.golden_chestplate: #13, 7(2%)
minecraft.killed.shulker: #13, 167(2%)
minecraft.crafted.white_stained_glass_pane: #13, 272(2%)
minecraft.picked_up.oak_door: #13, 10(2%)
minecraft.used.mossy_stone_bricks: #13, 45(2%)
minecraft.dropped.iron_pickaxe: #13, 2(2%)
minecraft.crafted.black_dye: #13, 1518(1%)
minecraft.picked_up.brick: #13, 37(2%)
minecraft.used.white_carpet: #13, 435(1%)
minecraft.crafted.gray_dye: #13, 690(1%)
minecraft.crafted.bone_meal: #13, 29012(1%)
minecraft.dropped.oak_leaves: #13, 131(1%)
minecraft.used.wooden_sword: #13, 5(1%)
minecraft.mined.grass_path: #13, 175(1%)
minecraft.used.oak_log: #13, 487(1%)
minecraft.picked_up.warped_roots: #13, 311(1%)
minecraft.killed.wolf: #13, 1(1%)
minecraft.mined.purpur_block: #13, 57(1%)
minecraft.picked_up.melon_slice: #13, 352(1%)
minecraft.crafted.green_shulker_box: #13, 1(1%)
minecraft.picked_up.red_sand: #13, 907(1%)
minecraft.mined.spruce_leaves: #13, 821(1%)
minecraft.crafted.cyan_concrete_powder: #13, 272(1%)
minecraft.picked_up.paper: #13, 590(0%)
minecraft.used.brown_wool: #13, 39(0%)
minecraft.picked_up.cod: #13, 149(0%)
minecraft.crafted.iron_block: #13, 936(0%)
minecraft.picked_up.wooden_sword: #13, 1(1%)
minecraft.used.spruce_fence_gate: #13, 10(0%)
minecraft.custom.minecart_one_cm: #13, 540884(0%)
minecraft.crafted.slime_block: #13, 214(0%)
minecraft.custom.interact_with_furnace: #14, 2517(4%)
minecraft.crafted.light_gray_stained_glass: #13, 200(0%)
minecraft.used.orange_concrete_powder: #13, 99(0%)
minecraft.crafted.enchanted_book: #13, 29(0%)
minecraft.mined.lime_terracotta: #13, 3(0%)
minecraft.picked_up.andesite_stairs: #13, 10(0%)
minecraft.used.light_gray_stained_glass: #13, 95(0%)
minecraft.dropped.white_stained_glass: #13, 3(0%)
minecraft.crafted.pumpkin_seeds: #13, 8(0%)
minecraft.crafted.smooth_sandstone: #13, 73(0%)
minecraft.picked_up.iron_ingot: #13, 1437(0%)
minecraft.used.soul_campfire: #13, 1(0%)
minecraft.picked_up.brown_stained_glass: #13, 1(0%)
minecraft.picked_up.pink_concrete: #13, 20(0%)
minecraft.mined.green_bed: #13, 1(0%)
minecraft.picked_up.green_bed: #13, 1(0%)
minecraft.dropped.cod: #13, 28(0%)
minecraft.picked_up.cyan_stained_glass: #13, 15(0%)
minecraft.used.pink_concrete: #13, 7(0%)
minecraft.crafted.lime_terracotta: #13, 8(0%)
minecraft.picked_up.blue_concrete_powder: #13, 4(0%)
minecraft.crafted.gray_terracotta: #13, 8(0%)
minecraft.crafted.air: #13, 0(0%)
minecraft.picked_up.diamond_sword: #14, 27(3%)
minecraft.picked_up.iron_shovel: #14, 9(3%)
minecraft.used.dirt: #14, 21880(2%)
minecraft.used.wheat_seeds: #14, 2232(2%)
minecraft.crafted.powered_rail: #14, 508(3%)
minecraft.picked_up.iron_leggings: #14, 5(2%)
minecraft.killed_by.zombie: #14, 2(3%)
minecraft.mined.white_bed: #14, 78(2%)
minecraft.picked_up.flint_and_steel: #14, 8(2%)
minecraft.crafted.iron_axe: #14, 6(2%)
minecraft.used.cracked_stone_bricks: #14, 154(2%)
minecraft.picked_up.white_concrete: #14, 2402(2%)
minecraft.used.light_gray_concrete: #14, 1433(2%)
minecraft.picked_up.wheat_seeds: #14, 6235(2%)
minecraft.used.damaged_anvil: #14, 4(2%)
minecraft.crafted.oak_sign: #14, 120(2%)
minecraft.picked_up.dark_oak_planks: #14, 329(2%)
minecraft.dropped.wheat_seeds: #14, 1780(2%)
minecraft.picked_up.dragon_head: #14, 7(2%)
minecraft.crafted.dark_oak_sign: #14, 21(2%)
minecraft.crafted.note_block: #14, 91(2%)
minecraft.used.spruce_door: #14, 10(2%)
minecraft.mined.dark_oak_planks: #14, 138(1%)
minecraft.used.smooth_stone_slab: #14, 2449(1%)
minecraft.broken.shears: #14, 32(1%)
minecraft.mined.white_concrete: #14, 2312(1%)
minecraft.picked_up.stone_axe: #14, 1(2%)
minecraft.picked_up.stone_slab: #14, 331(1%)
minecraft.crafted.magenta_dye: #14, 128(1%)
minecraft.picked_up.spruce_fence: #14, 102(1%)
minecraft.crafted.player_head: #14, 114(1%)
minecraft.used.sponge: #14, 112(1%)
minecraft.used.spruce_fence: #14, 181(1%)
minecraft.mined.jungle_leaves: #14, 674(1%)
minecraft.picked_up.wet_sponge: #14, 105(1%)
minecraft.crafted.shears: #14, 108(1%)
minecraft.mined.wet_sponge: #14, 101(1%)
minecraft.picked_up.gray_wool: #14, 196(1%)
minecraft.dropped.arrow: #14, 523(1%)
minecraft.dropped.chainmail_boots: #14, 1(1%)
minecraft.picked_up.magenta_stained_glass: #14, 4(1%)
minecraft.used.andesite_slab: #14, 114(0%)
minecraft.picked_up.cornflower: #14, 103(0%)
minecraft.used.cyan_concrete_powder: #14, 175(0%)
minecraft.crafted.green_terracotta: #14, 72(0%)
minecraft.dropped.orange_terracotta: #14, 15(0%)
minecraft.mined.gray_wool: #14, 14(0%)
minecraft.picked_up.light_gray_wool: #14, 113(0%)
minecraft.mined.birch_stairs: #14, 5(0%)
minecraft.picked_up.birch_stairs: #14, 5(0%)
minecraft.used.brown_concrete_powder: #14, 54(0%)
minecraft.crafted.brown_concrete_powder: #14, 72(0%)
minecraft.crafted.acacia_slab: #14, 12(0%)
minecraft.used.gray_wool: #14, 36(0%)
minecraft.used.dark_oak_sapling: #14, 10(0%)
minecraft.picked_up.acacia_slab: #14, 1(0%)
minecraft.crafted.bricks: #14, 64(0%)
minecraft.crafted.cracked_stone_bricks: #14, 3(0%)
minecraft.mined.oak_fence: #15, 181(3%)
minecraft.picked_up.oak_fence: #15, 178(3%)
minecraft.used.cobblestone: #15, 4885(2%)
minecraft.picked_up.leather: #15, 966(2%)
minecraft.picked_up.white_bed: #15, 83(2%)
minecraft.crafted.wooden_pickaxe: #15, 1(3%)
minecraft.custom.animals_bred: #15, 620(2%)
minecraft.mined.grass: #15, 1591(2%)
minecraft.crafted.diamond_axe: #15, 4(2%)
minecraft.crafted.oak_planks: #15, 6894(2%)
minecraft.picked_up.iron_sword: #15, 7(2%)
minecraft.crafted.white_dye: #15, 2783(2%)
minecraft.crafted.stick: #15, 10382(2%)
minecraft.picked_up.diamond_pickaxe: #15, 20(1%)
minecraft.crafted.dispenser: #15, 63(2%)
minecraft.mined.stripped_spruce_log: #15, 56(2%)
minecraft.crafted.warped_stairs: #15, 48(2%)
minecraft.mined.dandelion: #15, 72(1%)
minecraft.dropped.oak_log: #15, 66(1%)
minecraft.picked_up.salmon: #15, 18(1%)
minecraft.mined.oak_stairs: #15, 22(1%)
minecraft.crafted.book: #15, 126(1%)
minecraft.used.shears: #15, 7505(1%)
minecraft.picked_up.fishing_rod: #15, 3(1%)
minecraft.used.oak_stairs: #15, 32(1%)
minecraft.picked_up.diamond_hoe: #15, 1(1%)
minecraft.crafted.orange_dye: #15, 136(1%)
minecraft.picked_up.pumpkin: #15, 210(1%)
minecraft.killed.squid: #15, 45(1%)
minecraft.mined.magenta_stained_glass: #15, 3(1%)
minecraft.crafted.oak_door: #15, 3(1%)
minecraft.mined.orange_concrete: #15, 94(1%)
minecraft.killed.pig: #15, 5(0%)
minecraft.crafted.brown_dye: #15, 75(1%)
minecraft.crafted.stone_pickaxe: #15, 4(0%)
minecraft.dropped.cooked_chicken: #15, 5(1%)
minecraft.dropped.stripped_spruce_log: #15, 1(1%)
minecraft.picked_up.andesite_slab: #15, 56(0%)
minecraft.mined.black_concrete_powder: #15, 25(0%)
minecraft.crafted.yellow_stained_glass_pane: #15, 16(0%)
minecraft.used.carved_pumpkin: #15, 2(0%)
minecraft.crafted.bookshelf: #15, 63(0%)
minecraft.crafted.oak_button: #15, 3(0%)
minecraft.used.cyan_wool: #15, 9(0%)
minecraft.mined.white_concrete_powder: #15, 12(0%)
minecraft.dropped.stone_pickaxe: #15, 1(0%)
minecraft.picked_up.beetroot_seeds: #15, 9(0%)
minecraft.used.stripped_dark_oak_wood: #15, 1(0%)
minecraft.picked_up.brown_concrete: #15, 3(0%)
minecraft.dropped.golden_sword: #15, 2(0%)
minecraft.mined.brown_concrete: #15, 3(0%)
minecraft.used.cyan_stained_glass: #15, 37(0%)
minecraft.used.lime_terracotta: #15, 1(0%)
minecraft.used.orange_stained_glass: #15, 2(0%)
minecraft.crafted.iron_leggings: #16, 5(3%)
minecraft.picked_up.chainmail_leggings: #16, 3(2%)
minecraft.mined.dirt: #16, 28029(2%)
minecraft.mined.warped_fungus: #16, 50(2%)
minecraft.mined.bell: #16, 6(2%)
minecraft.crafted.cooked_beef: #16, 271(2%)
minecraft.picked_up.mossy_cobblestone: #16, 60(2%)
minecraft.mined.grass_block: #16, 15252(1%)
minecraft.crafted.minecart: #16, 64(1%)
minecraft.used.detector_rail: #16, 8(2%)
minecraft.broken.diamond_pickaxe: #16, 1(2%)
minecraft.used.white_concrete: #16, 3388(1%)
minecraft.crafted.spruce_slab: #16, 972(1%)
minecraft.picked_up.enchanted_book: #16, 21(1%)
minecraft.picked_up.iron_pickaxe: #16, 3(1%)
minecraft.picked_up.oak_stairs: #16, 22(1%)
minecraft.crafted.light_gray_dye: #16, 275(1%)
minecraft.picked_up.orange_concrete: #16, 93(1%)
minecraft.mined.clay: #16, 164(1%)
minecraft.crafted.stone_slab: #16, 426(1%)
minecraft.mined.red_mushroom: #16, 6(1%)
minecraft.used.oak_fence_gate: #16, 15(1%)
minecraft.crafted.white_concrete_powder: #16, 1736(1%)
minecraft.crafted.cyan_dye: #16, 292(1%)
minecraft.used.birch_slab: #16, 60(1%)
minecraft.used.stripped_spruce_log: #16, 12(1%)
minecraft.picked_up.dandelion: #16, 151(0%)
minecraft.crafted.birch_slab: #16, 138(0%)
minecraft.mined.dark_oak_log: #16, 335(0%)
minecraft.picked_up.carved_pumpkin: #16, 22(0%)
minecraft.crafted.bread: #16, 121(0%)
minecraft.used.pumpkin_seeds: #16, 8(0%)
minecraft.used.orange_concrete: #16, 74(0%)
minecraft.used.spruce_sapling: #16, 58(0%)
minecraft.mined.spruce_sapling: #16, 3(0%)
minecraft.crafted.birch_stairs: #16, 20(0%)
minecraft.crafted.pink_dye: #16, 30(0%)
minecraft.used.oak_button: #16, 3(0%)
minecraft.picked_up.black_concrete_powder: #16, 116(0%)
minecraft.used.birch_stairs: #16, 7(0%)
minecraft.picked_up.cookie: #16, 2(0%)
minecraft.picked_up.orange_stained_glass: #16, 2(0%)
minecraft.crafted.pink_concrete_powder: #16, 8(0%)
minecraft.used.pink_concrete_powder: #16, 3(0%)
minecraft.mined.yellow_terracotta: #16, 8(0%)
minecraft.mined.cobblestone: #17, 1405(2%)
minecraft.used.white_bed: #17, 73(2%)
minecraft.picked_up.chainmail_helmet: #17, 2(2%)
minecraft.crafted.stone_axe: #17, 3(1%)
minecraft.crafted.oak_stairs: #17, 28(1%)
minecraft.picked_up.lava_bucket: #17, 2(1%)
minecraft.picked_up.oak_button: #17, 3(1%)
minecraft.crafted.white_carpet: #17, 240(1%)
minecraft.dropped.rail: #17, 34(1%)
minecraft.picked_up.pumpkin_seeds: #17, 171(1%)
minecraft.used.white_concrete_powder: #17, 1728(1%)
minecraft.dropped.slime_ball: #17, 39(1%)
minecraft.mined.oak_sapling: #17, 4(1%)
minecraft.crafted.smooth_stone: #17, 353(0%)
minecraft.dropped.birch_sapling: #17, 7(0%)
minecraft.used.ice: #17, 139(0%)
minecraft.picked_up.cooked_chicken: #17, 5(0%)
minecraft.killed.tropical_fish: #17, 2(0%)
minecraft.used.diamond_hoe: #17, 188(0%)
minecraft.mined.ice: #17, 144(0%)
minecraft.crafted.quartz_stairs: #17, 4(0%)
minecraft.dropped.prismarine_crystals: #17, 2(0%)
minecraft.picked_up.beef: #18, 284(1%)
minecraft.crafted.iron_pickaxe: #18, 6(1%)
minecraft.picked_up.spruce_sapling: #18, 152(1%)
minecraft.used.oak_fence: #18, 127(1%)
minecraft.crafted.spruce_sign: #18, 18(1%)
minecraft.dropped.chainmail_leggings: #18, 1(1%)
minecraft.picked_up.dark_oak_log: #18, 662(1%)
minecraft.picked_up.poppy: #18, 279(1%)
minecraft.used.light_gray_concrete_powder: #18, 575(1%)
minecraft.used.pumpkin: #18, 37(1%)
minecraft.crafted.light_gray_concrete_powder: #18, 584(1%)
minecraft.used.stone_slab: #18, 339(0%)
minecraft.picked_up.clay_ball: #18, 204(0%)
minecraft.picked_up.golden_apple: #18, 3(0%)
minecraft.mined.azure_bluet: #18, 6(0%)
minecraft.mined.cocoa: #18, 27(0%)
minecraft.crafted.stone_hoe: #18, 1(0%)
minecraft.killed.salmon: #18, 2(0%)
minecraft.mined.carved_pumpkin: #18, 2(0%)
minecraft.dropped.cookie: #18, 1(0%)
minecraft.mined.cyan_stained_glass: #18, 6(0%)
minecraft.picked_up.prismarine_crystals: #18, 7(0%)
minecraft.picked_up.yellow_terracotta: #18, 5(0%)
minecraft.used.cocoa_beans: #18, 1(0%)
minecraft.used.hopper_minecart: #19, 20(2%)
minecraft.crafted.hopper_minecart: #19, 20(2%)
minecraft.custom.enchant_item: #19, 34(1%)
minecraft.used.oak_planks: #19, 96(1%)
minecraft.crafted.spruce_fence: #19, 78(0%)
minecraft.dropped.oak_sapling: #19, 23(0%)
minecraft.picked_up.cocoa_beans: #19, 139(0%)
minecraft.picked_up.quartz_stairs: #19, 20(0%)
minecraft.picked_up.oak_leaves: #19, 1456(0%)
minecraft.dropped.dandelion: #19, 10(0%)
minecraft.mined.blue_orchid: #19, 1(0%)
minecraft.mined.quartz_block: #19, 8(0%)
minecraft.picked_up.dark_oak_sapling: #19, 8(0%)
minecraft.crafted.cyan_terracotta: #19, 88(0%)
minecraft.picked_up.cobblestone: #20, 41760(2%)
minecraft.picked_up.oak_log: #20, 1384(1%)
minecraft.dropped.cooked_beef: #20, 25(1%)
minecraft.crafted.rail: #20, 160(0%)
minecraft.crafted.oak_fence_gate: #20, 8(0%)
minecraft.picked_up.diamond_chestplate: #20, 1(0%)
minecraft.crafted.stone: #20, 200(0%)
minecraft.mined.oak_leaves: #20, 1596(0%)
minecraft.crafted.white_stained_glass: #20, 112(0%)
minecraft.picked_up.white_stained_glass: #20, 9(0%)
minecraft.crafted.green_dye: #20, 10(0%)
minecraft.dropped.poppy: #20, 53(0%)
minecraft.killed.slime: #20, 19(0%)
minecraft.mined.white_stained_glass: #20, 3(0%)
minecraft.picked_up.acacia_sapling: #20, 2(0%)
minecraft.used.cooked_beef: #21, 272(1%)
minecraft.crafted.diamond_hoe: #21, 1(1%)
minecraft.picked_up.cooked_beef: #21, 218(1%)
minecraft.used.iron_pickaxe: #21, 771(0%)
minecraft.crafted.glass: #21, 704(0%)
minecraft.used.oak_sapling: #21, 78(0%)
minecraft.picked_up.slime_ball: #21, 58(0%)
minecraft.used.quartz_block: #21, 4(0%)
minecraft.used.white_stained_glass: #21, 3(0%)
minecraft.used.quartz_stairs: #21, 1(0%)
minecraft.broken.iron_pickaxe: #22, 2(1%)
minecraft.mined.oak_log: #22, 892(1%)
minecraft.picked_up.apple: #22, 26(0%)
minecraft.picked_up.oak_sapling: #22, 195(0%)
minecraft.crafted.oak_fence: #22, 33(0%)
minecraft.picked_up.white_concrete_powder: #22, 14(0%)
minecraft.killed.cow: #23, 13(0%)
minecraft.custom.time_since_rest: #40, 8929(0%)
minecraft.custom.time_since_death: #44, 53332(0%)
