stat, rank, value, (percentage) 
minecraft.picked_up.beetroot_seeds: #7, 162(2%)
minecraft.dropped.netherite_ingot: #7, 4(4%)
minecraft.dropped.light_gray_stained_glass_pane: #7, 245(2%)
minecraft.dropped.glowstone: #7, 77(2%)
minecraft.used.purple_concrete: #7, 124(2%)
minecraft.dropped.ice: #7, 111(2%)
minecraft.picked_up.polished_diorite_stairs: #7, 50(4%)
minecraft.crafted.spruce_fence_gate: #7, 53(2%)
minecraft.killed.cow: #8, 609(6%)
minecraft.dropped.spruce_pressure_plate: #7, 6(3%)
minecraft.dropped.fishing_rod: #7, 4(2%)
minecraft.used.cooked_cod: #7, 32(2%)
minecraft.picked_up.acacia_slab: #7, 24(3%)
minecraft.crafted.prismarine_brick_stairs: #7, 64(4%)
minecraft.used.acacia_slab: #7, 105(3%)
minecraft.killed.creeper: #8, 541(5%)
minecraft.picked_up.spruce_slab: #8, 1226(6%)
minecraft.dropped.lantern: #7, 53(2%)
minecraft.dropped.birch_pressure_plate: #7, 1(5%)
minecraft.crafted.light_gray_glazed_terracotta: #7, 14(4%)
minecraft.used.gray_bed: #7, 20(2%)
minecraft.used.acacia_stairs: #7, 72(2%)
minecraft.crafted.light_gray_terracotta: #7, 524(2%)
minecraft.used.rail: #8, 2921(5%)
minecraft.dropped.tripwire_hook: #7, 9(2%)
minecraft.mined.oak_fence: #8, 333(5%)
minecraft.mined.stone: #8, 349184(5%)
minecraft.crafted.magenta_bed: #7, 1(4%)
minecraft.crafted.gold_nugget: #7, 2721(1%)
minecraft.used.grindstone: #7, 53(1%)
minecraft.picked_up.diamond_leggings: #8, 27(5%)
minecraft.picked_up.pink_terracotta: #7, 54(2%)
minecraft.mined.cactus: #8, 127(6%)
minecraft.crafted.polished_blackstone_wall: #7, 142(2%)
minecraft.picked_up.powered_rail: #8, 881(5%)
minecraft.used.music_disc_ward: #7, 1(4%)
minecraft.used.chiseled_nether_bricks: #7, 37(2%)
minecraft.picked_up.cyan_dye: #7, 105(2%)
minecraft.custom.climb_one_cm: #8, 4973137(4%)
minecraft.mined.cut_sandstone: #7, 86(1%)
minecraft.dropped.cobblestone_wall: #7, 41(1%)
minecraft.used.polished_granite_stairs: #7, 18(2%)
minecraft.crafted.smoker: #7, 17(1%)
minecraft.mined.oak_slab: #8, 264(5%)
minecraft.dropped.andesite: #8, 2476(5%)
minecraft.picked_up.paper: #7, 1215(1%)
minecraft.picked_up.dark_oak_button: #7, 10(1%)
minecraft.used.cooked_rabbit: #7, 2(3%)
minecraft.dropped.granite: #8, 2999(5%)
minecraft.mined.acacia_slab: #7, 12(2%)
minecraft.dropped.sweet_berries: #7, 25(1%)
minecraft.mined.rail: #8, 1558(5%)
minecraft.dropped.bricks: #7, 93(2%)
minecraft.mined.lime_concrete_powder: #7, 19(2%)
minecraft.crafted.green_wool: #7, 34(2%)
minecraft.used.brain_coral: #7, 1(3%)
minecraft.picked_up.dark_prismarine_slab: #7, 77(2%)
minecraft.mined.sandstone_stairs: #7, 52(1%)
minecraft.mined.acacia_stairs: #7, 15(1%)
minecraft.killed.mooshroom: #7, 22(2%)
minecraft.dropped.black_wool: #7, 34(1%)
minecraft.used.warped_button: #7, 3(1%)
minecraft.dropped.coal_ore: #8, 426(6%)
minecraft.picked_up.acacia_stairs: #7, 15(1%)
minecraft.picked_up.smooth_red_sandstone: #7, 16(1%)
minecraft.crafted.light_gray_bed: #7, 2(1%)
minecraft.dropped.cyan_carpet: #7, 7(1%)
minecraft.used.player_head: #8, 177(5%)
minecraft.picked_up.cocoa_beans: #8, 2826(5%)
minecraft.mined.smooth_red_sandstone: #7, 16(1%)
minecraft.dropped.green_carpet: #7, 13(1%)
minecraft.killed.rabbit: #7, 14(1%)
minecraft.used.purpur_stairs: #7, 22(1%)
minecraft.crafted.polished_diorite_slab: #7, 30(1%)
minecraft.picked_up.light_gray_dye: #7, 46(1%)
minecraft.crafted.black_dye: #8, 5852(5%)
minecraft.picked_up.light_gray_bed: #7, 4(1%)
minecraft.mined.prismarine_slab: #7, 4(1%)
minecraft.dropped.black_concrete_powder: #7, 24(1%)
minecraft.mined.blue_ice: #7, 13(1%)
minecraft.mined.light_gray_bed: #7, 4(1%)
minecraft.crafted.polished_diorite_stairs: #7, 20(1%)
minecraft.custom.player_kills: #8, 52(5%)
minecraft.crafted.orange_wool: #7, 8(1%)
minecraft.mined.netherite_block: #7, 1(1%)
minecraft.picked_up.netherite_block: #7, 1(1%)
minecraft.picked_up.rabbit_foot: #7, 2(1%)
minecraft.dropped.light_gray_concrete: #8, 78(7%)
minecraft.crafted.warped_slab: #8, 366(6%)
minecraft.used.netherite_block: #7, 1(1%)
minecraft.used.yellow_glazed_terracotta: #7, 10(0%)
minecraft.dropped.kelp: #8, 995(5%)
minecraft.crafted.magenta_wool: #7, 6(1%)
minecraft.dropped.cut_sandstone_slab: #7, 2(0%)
minecraft.picked_up.blue_ice: #7, 13(0%)
minecraft.picked_up.prismarine_wall: #7, 1(0%)
minecraft.picked_up.lever: #8, 220(4%)
minecraft.crafted.crimson_button: #7, 4(0%)
minecraft.picked_up.iron_trapdoor: #8, 306(5%)
minecraft.crafted.spruce_planks: #8, 24619(4%)
minecraft.dropped.blue_concrete: #7, 2(0%)
minecraft.picked_up.filled_map: #8, 215(5%)
minecraft.mined.redstone_torch: #8, 93(4%)
minecraft.crafted.diamond_leggings: #8, 5(4%)
minecraft.used.enchanting_table: #8, 5(4%)
minecraft.dropped.trident: #8, 4(7%)
minecraft.crafted.diamond_axe: #8, 8(4%)
minecraft.picked_up.lapis_ore: #8, 331(4%)
minecraft.picked_up.purpur_pillar: #8, 139(5%)
minecraft.crafted.cobblestone_slab: #8, 1132(4%)
minecraft.mined.oak_sapling: #8, 28(4%)
minecraft.used.white_bed: #8, 138(3%)
minecraft.dropped.torch: #8, 803(4%)
minecraft.crafted.stonecutter: #8, 65(4%)
minecraft.killed_by.vex: #8, 3(5%)
minecraft.used.birch_sapling: #8, 508(4%)
minecraft.picked_up.oak_door: #8, 23(4%)
minecraft.dropped.birch_slab: #8, 41(5%)
minecraft.used.stone_brick_slab: #8, 2203(4%)
minecraft.mined.black_wool: #8, 79(4%)
minecraft.used.white_shulker_box: #8, 188(4%)
minecraft.mined.lime_carpet: #8, 74(4%)
minecraft.picked_up.acacia_planks: #8, 78(4%)
minecraft.mined.red_sand: #8, 5271(3%)
minecraft.picked_up.stone_brick_wall: #8, 111(4%)
minecraft.broken.shears: #8, 80(3%)
minecraft.crafted.light_blue_dye: #8, 642(3%)
minecraft.mined.red_wool: #8, 90(3%)
minecraft.crafted.brown_dye: #8, 449(3%)
minecraft.picked_up.red_sand: #8, 4637(3%)
minecraft.crafted.green_carpet: #8, 390(3%)
minecraft.dropped.oak_fence: #8, 28(3%)
minecraft.picked_up.crossbow: #8, 28(3%)
minecraft.mined.blast_furnace: #8, 17(3%)
minecraft.crafted.polished_blackstone_slab: #8, 754(3%)
minecraft.dropped.gunpowder: #8, 928(3%)
minecraft.used.nether_brick_stairs: #8, 248(4%)
minecraft.crafted.minecart: #8, 111(2%)
minecraft.dropped.diamond_hoe: #8, 2(4%)
minecraft.dropped.pufferfish: #8, 6(3%)
minecraft.dropped.iron_helmet: #8, 8(3%)
minecraft.used.andesite_stairs: #8, 69(3%)
minecraft.used.green_carpet: #8, 296(3%)
minecraft.broken.iron_helmet: #8, 1(7%)
minecraft.used.warped_slab: #8, 179(3%)
minecraft.picked_up.brown_concrete: #8, 127(4%)
minecraft.dropped.warped_nylium: #8, 12(4%)
minecraft.mined.birch_sapling: #8, 19(3%)
minecraft.dropped.red_sand: #8, 91(3%)
minecraft.used.black_concrete_powder: #8, 3352(2%)
minecraft.used.smooth_sandstone_slab: #8, 738(3%)
minecraft.picked_up.jukebox: #8, 4(4%)
minecraft.dropped.golden_shovel: #8, 1(6%)
minecraft.used.baked_potato: #8, 76(4%)
minecraft.picked_up.spruce_fence: #8, 232(2%)
minecraft.dropped.peony: #8, 4(3%)
minecraft.mined.rose_bush: #8, 26(2%)
minecraft.killed.squid: #8, 141(2%)
minecraft.killed_by.drowned: #8, 1(6%)
minecraft.mined.red_wall_banner: #8, 2(5%)
minecraft.picked_up.andesite_slab: #8, 279(2%)
minecraft.used.dead_bush: #8, 28(3%)
minecraft.used.netherite_hoe: #8, 18739(3%)
minecraft.used.jungle_trapdoor: #8, 122(2%)
minecraft.used.blue_shulker_box: #8, 41(2%)
minecraft.crafted.black_concrete_powder: #8, 2832(2%)
minecraft.used.yellow_carpet: #8, 453(2%)
minecraft.dropped.cobblestone_slab: #8, 85(2%)
minecraft.mined.acacia_button: #8, 1(4%)
minecraft.mined.dark_oak_log: #8, 1288(2%)
minecraft.crafted.brown_stained_glass_pane: #8, 32(3%)
minecraft.picked_up.lime_terracotta: #8, 55(2%)
minecraft.mined.lime_terracotta: #8, 18(2%)
minecraft.picked_up.shulker_box: #9, 4185(5%)
minecraft.crafted.orange_bed: #8, 4(3%)
minecraft.dropped.white_bed: #8, 2(3%)
minecraft.picked_up.dark_oak_log: #8, 1436(1%)
minecraft.used.red_nether_brick_slab: #8, 100(2%)
minecraft.crafted.yellow_stained_glass_pane: #8, 64(2%)
minecraft.used.shulker_box: #9, 3972(5%)
minecraft.mined.shulker_box: #9, 4034(5%)
minecraft.picked_up.gold_ingot: #9, 743(5%)
minecraft.mined.snow_block: #8, 441(1%)
minecraft.dropped.elytra: #9, 11(6%)
minecraft.used.blackstone_stairs: #8, 109(1%)
minecraft.dropped.iron_trapdoor: #8, 17(1%)
minecraft.dropped.spruce_trapdoor: #8, 71(1%)
minecraft.dropped.gray_concrete_powder: #8, 57(1%)
minecraft.dropped.acacia_sign: #8, 6(2%)
minecraft.used.lime_bed: #8, 9(1%)
minecraft.killed.spider: #9, 196(5%)
minecraft.picked_up.nether_star: #8, 9(1%)
minecraft.dropped.dark_oak_leaves: #8, 6(2%)
minecraft.picked_up.snow_block: #8, 429(1%)
minecraft.used.tube_coral: #8, 1(2%)
minecraft.picked_up.lime_bed: #8, 9(1%)
minecraft.picked_up.emerald_block: #8, 85(1%)
minecraft.mined.brick_slab: #8, 8(2%)
minecraft.used.purple_shulker_box: #8, 9(1%)
minecraft.mined.polished_granite_stairs: #8, 4(2%)
minecraft.dropped.smooth_sandstone_slab: #8, 10(2%)
minecraft.dropped.observer: #8, 11(1%)
minecraft.mined.bubble_coral_fan: #8, 6(2%)
minecraft.picked_up.prismarine_crystals: #8, 260(1%)
minecraft.dropped.chain: #8, 38(1%)
minecraft.picked_up.pink_carpet: #8, 10(1%)
minecraft.picked_up.oak_fence: #9, 330(5%)
minecraft.dropped.nether_brick_fence: #8, 4(1%)
minecraft.mined.wall_torch: #9, 800(5%)
minecraft.used.yellow_bed: #8, 5(1%)
minecraft.used.light_blue_stained_glass_pane: #8, 53(1%)
minecraft.picked_up.stone: #9, 155679(4%)
minecraft.mined.red_nether_bricks: #8, 14(1%)
minecraft.mined.attached_melon_stem: #8, 1(2%)
minecraft.crafted.cyan_wool: #8, 4(1%)
minecraft.dropped.diamond_ore: #8, 10(1%)
minecraft.crafted.ender_pearl: #8, 2(1%)
minecraft.mined.player_wall_head: #9, 37(5%)
minecraft.dropped.lime_wool: #8, 14(1%)
minecraft.picked_up.coal_ore: #9, 4410(5%)
minecraft.killed_by.zombie: #9, 4(5%)
minecraft.used.light_gray_bed: #8, 4(1%)
minecraft.picked_up.yellow_carpet: #8, 74(0%)
minecraft.crafted.sandstone_slab: #8, 186(0%)
minecraft.dropped.polished_blackstone_wall: #8, 4(1%)
minecraft.used.brewing_stand: #9, 34(5%)
minecraft.used.diamond_block: #9, 473(5%)
minecraft.used.granite_slab: #8, 5(1%)
minecraft.dropped.cobweb: #8, 2(1%)
minecraft.used.netherite_axe: #9, 30673(6%)
minecraft.crafted.jungle_door: #8, 6(1%)
minecraft.used.diamond_pickaxe: #9, 379444(4%)
minecraft.mined.coal_ore: #9, 10723(4%)
minecraft.used.polished_diorite_stairs: #8, 17(1%)
minecraft.dropped.lime_carpet: #8, 4(0%)
minecraft.used.acacia_sapling: #8, 21(0%)
minecraft.mined.blue_carpet: #8, 5(0%)
minecraft.used.purple_terracotta: #8, 19(0%)
minecraft.mined.diorite_slab: #8, 4(0%)
minecraft.used.granite_wall: #8, 8(0%)
minecraft.used.coal_ore: #9, 2235(4%)
minecraft.mined.andesite: #9, 17447(4%)
minecraft.used.lapis_block: #8, 4(0%)
minecraft.mined.granite: #9, 15898(4%)
minecraft.used.chorus_flower: #8, 1(0%)
minecraft.picked_up.stone_button: #9, 218(4%)
minecraft.picked_up.netherite_pickaxe: #9, 41(4%)
minecraft.dropped.diorite: #9, 2790(4%)
minecraft.used.crossbow: #9, 170(4%)
minecraft.used.cobblestone: #9, 7464(4%)
minecraft.used.observer: #9, 872(4%)
minecraft.crafted.crimson_stairs: #9, 136(6%)
minecraft.dropped.diamond_boots: #9, 8(4%)
minecraft.mined.glass_pane: #9, 64(4%)
minecraft.used.wheat_seeds: #9, 3252(4%)
minecraft.picked_up.birch_sapling: #9, 599(4%)
minecraft.dropped.stick: #9, 1840(4%)
minecraft.mined.brewing_stand: #9, 22(4%)
minecraft.dropped.name_tag: #9, 24(4%)
minecraft.custom.walk_under_water_one_cm: #10, 13335482(4%)
minecraft.used.netherite_shovel: #9, 108055(5%)
minecraft.mined.enchanting_table: #9, 4(5%)
minecraft.used.redstone_block: #9, 322(3%)
minecraft.picked_up.lime_dye: #9, 117(5%)
minecraft.dropped.iron_ore: #9, 328(4%)
minecraft.picked_up.red_mushroom: #9, 174(3%)
minecraft.dropped.iron_sword: #9, 9(4%)
minecraft.dropped.redstone_torch: #9, 41(4%)
minecraft.mined.lantern: #9, 78(3%)
minecraft.used.iron_door: #9, 33(3%)
minecraft.mined.orange_shulker_box: #9, 173(3%)
minecraft.picked_up.orange_shulker_box: #9, 177(3%)
minecraft.crafted.oak_boat: #9, 11(3%)
minecraft.mined.farmland: #9, 94(3%)
minecraft.picked_up.spruce_trapdoor: #9, 605(3%)
minecraft.picked_up.netherite_helmet: #9, 14(3%)
minecraft.mined.white_shulker_box: #9, 155(3%)
minecraft.picked_up.smithing_table: #9, 31(3%)
minecraft.picked_up.pumpkin_pie: #9, 106(3%)
minecraft.dropped.chest: #9, 48(3%)
minecraft.dropped.flint_and_steel: #9, 6(3%)
minecraft.picked_up.light_blue_dye: #9, 44(4%)
minecraft.picked_up.birch_fence_gate: #9, 14(4%)
minecraft.mined.polished_blackstone_stairs: #9, 63(3%)
minecraft.dropped.iron_pickaxe: #9, 4(4%)
minecraft.mined.nether_brick_stairs: #9, 77(3%)
minecraft.crafted.yellow_dye: #9, 625(3%)
minecraft.picked_up.cyan_terracotta: #9, 1688(3%)
minecraft.crafted.warped_stairs: #9, 84(3%)
minecraft.picked_up.blast_furnace: #9, 18(3%)
minecraft.picked_up.salmon: #9, 38(3%)
minecraft.used.snowball: #9, 353(3%)
minecraft.used.black_concrete: #9, 2239(3%)
minecraft.custom.interact_with_stonecutter: #9, 206(3%)
minecraft.dropped.hopper: #9, 18(3%)
minecraft.picked_up.light_gray_stained_glass_pane: #9, 404(3%)
minecraft.crafted.player_head: #9, 342(3%)
minecraft.picked_up.rotten_flesh: #9, 5798(2%)
minecraft.used.diamond_hoe: #9, 4133(3%)
minecraft.mined.purpur_block: #9, 193(3%)
minecraft.dropped.gray_concrete: #9, 166(3%)
minecraft.picked_up.birch_planks: #9, 366(2%)
minecraft.picked_up.lime_carpet: #9, 91(3%)
minecraft.used.warped_stairs: #9, 70(3%)
minecraft.dropped.activator_rail: #9, 1(6%)
minecraft.picked_up.white_dye: #9, 228(2%)
minecraft.picked_up.black_dye: #9, 39(3%)
minecraft.mined.jukebox: #9, 3(3%)
minecraft.picked_up.nether_brick_stairs: #9, 65(3%)
minecraft.dropped.powered_rail: #9, 35(3%)
minecraft.dropped.lily_of_the_valley: #9, 3(3%)
minecraft.used.polished_blackstone_stairs: #9, 234(2%)
minecraft.used.smithing_table: #9, 31(2%)
minecraft.mined.dead_bush: #9, 122(2%)
minecraft.crafted.jungle_trapdoor: #9, 154(3%)
minecraft.used.green_wool: #9, 140(3%)
minecraft.used.horn_coral_fan: #9, 5(3%)
minecraft.crafted.green_stained_glass: #9, 336(3%)
minecraft.dropped.spruce_button: #9, 13(3%)
minecraft.dropped.lapis_lazuli: #9, 83(2%)
minecraft.used.cooked_mutton: #9, 81(2%)
minecraft.picked_up.acacia_sapling: #9, 153(2%)
minecraft.used.cut_sandstone_slab: #9, 119(3%)
minecraft.dropped.orange_terracotta: #9, 71(2%)
minecraft.mined.red_bed: #9, 9(2%)
minecraft.dropped.shield: #9, 4(2%)
minecraft.picked_up.brown_stained_glass: #9, 14(3%)
minecraft.dropped.smooth_stone_slab: #9, 101(2%)
minecraft.mined.smooth_sandstone: #9, 356(2%)
minecraft.used.mushroom_stem: #9, 129(2%)
minecraft.crafted.gold_ingot: #9, 12222(1%)
minecraft.crafted.blue_carpet: #9, 126(3%)
minecraft.picked_up.diamond_boots: #10, 50(5%)
minecraft.picked_up.green_concrete_powder: #9, 300(2%)
minecraft.dropped.black_concrete: #9, 69(2%)
minecraft.mined.jungle_stairs: #9, 21(2%)
minecraft.crafted.pumpkin_seeds: #9, 56(2%)
minecraft.picked_up.dandelion: #9, 444(1%)
minecraft.picked_up.white_stained_glass_pane: #9, 82(1%)
minecraft.picked_up.dead_bush: #9, 56(2%)
minecraft.crafted.shears: #9, 206(1%)
minecraft.used.bubble_coral_fan: #9, 3(2%)
minecraft.dropped.arrow: #9, 1238(1%)
minecraft.crafted.mossy_cobblestone: #9, 96(2%)
minecraft.picked_up.light_gray_stained_glass: #9, 142(2%)
minecraft.used.prismarine_slab: #9, 27(2%)
minecraft.picked_up.spruce_pressure_plate: #9, 6(2%)
minecraft.mined.chiseled_stone_bricks: #9, 24(1%)
minecraft.dropped.weeping_vines: #9, 20(1%)
minecraft.picked_up.brown_wool: #9, 155(1%)
minecraft.picked_up.lime_wool: #9, 127(1%)
minecraft.crafted.crimson_sign: #9, 6(1%)
minecraft.used.minecart: #10, 170(5%)
minecraft.mined.cyan_concrete_powder: #9, 7(2%)
minecraft.picked_up.sandstone_stairs: #9, 53(1%)
minecraft.picked_up.cut_sandstone: #9, 72(1%)
minecraft.crafted.jungle_stairs: #9, 52(1%)
minecraft.killed.strider: #9, 1(2%)
minecraft.used.prismarine_brick_slab: #9, 65(1%)
minecraft.mined.ladder: #10, 108(5%)
minecraft.used.polished_granite_slab: #9, 11(1%)
minecraft.dropped.smooth_quartz: #9, 15(1%)
minecraft.dropped.snow: #9, 112(1%)
minecraft.crafted.pink_carpet: #9, 36(1%)
minecraft.picked_up.end_stone_bricks: #9, 243(1%)
minecraft.mined.acacia_fence: #9, 3(1%)
minecraft.picked_up.rail: #10, 2231(5%)
minecraft.mined.green_concrete_powder: #9, 52(1%)
minecraft.dropped.mossy_stone_bricks: #9, 3(1%)
minecraft.crafted.fermented_spider_eye: #9, 58(1%)
minecraft.mined.end_stone_bricks: #9, 186(1%)
minecraft.mined.gray_bed: #9, 7(1%)
minecraft.mined.orange_wool: #9, 15(1%)
minecraft.mined.pink_wool: #9, 15(1%)
minecraft.mined.acacia_sapling: #9, 3(1%)
minecraft.crafted.jungle_wood: #9, 78(1%)
minecraft.crafted.piston: #10, 863(4%)
minecraft.dropped.spruce_stairs: #9, 12(1%)
minecraft.mined.sweet_berry_bush: #9, 35(0%)
minecraft.picked_up.polished_granite_stairs: #9, 2(1%)
minecraft.mined.chiseled_sandstone: #9, 11(1%)
minecraft.used.yellow_stained_glass_pane: #9, 19(1%)
minecraft.used.blue_carpet: #9, 37(1%)
minecraft.dropped.orange_wool: #9, 4(1%)
minecraft.picked_up.chiseled_sandstone: #9, 11(0%)
minecraft.dropped.cod: #9, 101(0%)
minecraft.used.black_bed: #9, 5(1%)
minecraft.used.brown_stained_glass_pane: #9, 3(1%)
minecraft.picked_up.rabbit_hide: #9, 11(0%)
minecraft.dropped.allium: #9, 1(1%)
minecraft.dropped.smooth_quartz_slab: #9, 7(0%)
minecraft.crafted.blue_terracotta: #9, 68(0%)
minecraft.picked_up.orange_wool: #9, 34(0%)
minecraft.picked_up.leather: #10, 1836(4%)
minecraft.used.cod: #9, 7(0%)
minecraft.mined.pink_carpet: #9, 2(0%)
minecraft.dropped.nether_brick_slab: #9, 8(0%)
minecraft.used.honey_bottle: #9, 2(0%)
minecraft.dropped.blackstone_stairs: #9, 1(0%)
minecraft.used.blue_terracotta: #9, 27(0%)
minecraft.picked_up.blue_carpet: #9, 5(0%)
minecraft.picked_up.prismarine_slab: #9, 4(0%)
minecraft.crafted.packed_ice: #9, 35(0%)
minecraft.picked_up.blue_dye: #9, 17(0%)
minecraft.picked_up.ender_eye: #9, 2(0%)
minecraft.mined.lapis_block: #9, 2(0%)
minecraft.dropped.cyan_wool: #9, 1(0%)
minecraft.dropped.yellow_wool: #9, 2(0%)
minecraft.dropped.brown_concrete_powder: #9, 1(0%)
minecraft.used.polished_diorite_slab: #9, 5(0%)
minecraft.mined.blue_terracotta: #9, 3(0%)
minecraft.dropped.brown_mushroom_block: #9, 3(0%)
minecraft.mined.player_head: #10, 61(4%)
minecraft.mined.black_concrete: #10, 2018(4%)
minecraft.mined.diorite: #10, 15310(4%)
minecraft.mined.redstone_ore: #10, 4301(4%)
minecraft.used.chain: #10, 525(4%)
minecraft.crafted.furnace: #10, 377(4%)
minecraft.dropped.gravel: #10, 1315(4%)
minecraft.mined.oak_planks: #10, 424(4%)
minecraft.used.dark_oak_log: #10, 1156(4%)
minecraft.crafted.oak_pressure_plate: #10, 7(5%)
minecraft.killed_by.player: #10, 44(3%)
minecraft.picked_up.diamond_shovel: #10, 34(4%)
minecraft.used.netherite_pickaxe: #10, 240385(4%)
minecraft.picked_up.smooth_stone_slab: #10, 1028(4%)
minecraft.used.hopper: #10, 1389(3%)
minecraft.used.cobblestone_slab: #10, 890(4%)
minecraft.mined.kelp: #10, 368(3%)
minecraft.picked_up.mycelium: #10, 6951(3%)
minecraft.picked_up.quartz: #10, 5408(3%)
minecraft.picked_up.trident: #10, 17(4%)
minecraft.mined.nether_bricks: #10, 1081(3%)
minecraft.mined.mycelium: #10, 7532(3%)
minecraft.picked_up.white_bed: #10, 108(3%)
minecraft.mined.bell: #10, 9(3%)
minecraft.used.wooden_pickaxe: #10, 20(3%)
minecraft.crafted.red_dye: #10, 1552(3%)
minecraft.mined.dark_oak_fence: #10, 53(3%)
minecraft.crafted.hopper: #10, 941(3%)
minecraft.used.warped_trapdoor: #10, 129(4%)
minecraft.dropped.redstone: #10, 341(3%)
minecraft.picked_up.white_shulker_box: #10, 156(3%)
minecraft.picked_up.end_rod: #10, 489(3%)
minecraft.crafted.book: #10, 313(3%)
minecraft.picked_up.purpur_block: #10, 214(3%)
minecraft.mined.green_concrete: #10, 385(3%)
minecraft.used.brown_shulker_box: #10, 106(3%)
minecraft.used.iron_pickaxe: #10, 3588(2%)
minecraft.mined.diamond_block: #10, 194(2%)
minecraft.mined.nether_brick_slab: #10, 101(2%)
minecraft.killed_by.skeleton: #10, 3(3%)
minecraft.picked_up.cartography_table: #10, 6(3%)
minecraft.used.brown_terracotta: #10, 968(3%)
minecraft.crafted.campfire: #10, 82(2%)
minecraft.picked_up.activator_rail: #10, 7(3%)
minecraft.picked_up.orange_concrete: #10, 261(2%)
minecraft.picked_up.ink_sac: #10, 929(2%)
minecraft.picked_up.jungle_button: #10, 5(3%)
minecraft.picked_up.green_terracotta: #10, 78(2%)
minecraft.crafted.orange_dye: #10, 323(2%)
minecraft.dropped.birch_sapling: #10, 34(2%)
minecraft.picked_up.gold_block: #10, 241(2%)
minecraft.used.cartography_table: #10, 7(3%)
minecraft.dropped.rail: #10, 110(2%)
minecraft.picked_up.spruce_fence_gate: #10, 24(2%)
minecraft.picked_up.sunflower: #10, 137(2%)
minecraft.crafted.bone_meal: #10, 49055(2%)
minecraft.mined.spruce_sign: #10, 5(2%)
minecraft.killed_by.enderman: #10, 1(4%)
minecraft.mined.dark_oak_wall_sign: #10, 5(2%)
minecraft.used.mossy_cobblestone: #10, 59(2%)
minecraft.used.chiseled_stone_bricks: #10, 75(2%)
minecraft.dropped.netherite_leggings: #10, 1(3%)
minecraft.killed.skeleton: #10, 2390(1%)
minecraft.crafted.netherite_shovel: #10, 1(4%)
minecraft.dropped.yellow_shulker_box: #10, 1(4%)
minecraft.picked_up.sandstone: #10, 7417(2%)
minecraft.used.red_banner: #10, 10(3%)
minecraft.mined.purpur_stairs: #10, 34(2%)
minecraft.used.magenta_shulker_box: #10, 24(2%)
minecraft.picked_up.green_carpet: #10, 76(2%)
minecraft.picked_up.blue_shulker_box: #10, 33(2%)
minecraft.picked_up.jungle_leaves: #10, 851(1%)
minecraft.mined.mossy_stone_bricks: #10, 22(1%)
minecraft.killed.cod: #10, 33(2%)
minecraft.used.polished_blackstone_slab: #10, 577(1%)
minecraft.crafted.filled_map: #10, 49(2%)
minecraft.picked_up.mossy_cobblestone_slab: #10, 6(2%)
minecraft.used.glass_bottle: #10, 179(1%)
minecraft.dropped.lever: #10, 15(1%)
minecraft.used.light_gray_terracotta: #10, 506(2%)
minecraft.mined.blue_shulker_box: #10, 30(2%)
minecraft.dropped.shulker_box: #10, 21(1%)
minecraft.picked_up.wither_skeleton_skull: #10, 12(2%)
minecraft.used.tropical_fish_bucket: #10, 6(2%)
minecraft.picked_up.red_bed: #10, 7(2%)
minecraft.crafted.warped_fence: #10, 36(2%)
minecraft.dropped.stone_bricks: #10, 178(1%)
minecraft.picked_up.purpur_stairs: #10, 25(1%)
minecraft.used.chiseled_polished_blackstone: #10, 62(1%)
minecraft.used.acacia_planks: #10, 34(1%)
minecraft.mined.potted_bamboo: #10, 1(2%)
minecraft.used.brown_mushroom_block: #10, 164(1%)
minecraft.mined.light_blue_carpet: #10, 12(1%)
minecraft.killed.turtle: #10, 1(2%)
minecraft.used.dark_oak_boat: #10, 1(2%)
minecraft.dropped.twisting_vines: #10, 8(2%)
minecraft.crafted.light_blue_terracotta: #10, 192(2%)
minecraft.picked_up.jungle_stairs: #10, 28(1%)
minecraft.dropped.dandelion: #10, 51(1%)
minecraft.dropped.lapis_ore: #10, 8(2%)
minecraft.crafted.green_concrete_powder: #10, 616(1%)
minecraft.dropped.spruce_slab: #10, 59(1%)
minecraft.custom.inspect_hopper: #11, 2508(4%)
minecraft.used.light_blue_terracotta: #10, 111(1%)
minecraft.crafted.green_terracotta: #10, 168(1%)
minecraft.mined.smooth_sandstone_stairs: #10, 74(1%)
minecraft.picked_up.light_blue_terracotta: #10, 21(1%)
minecraft.crafted.writable_book: #10, 22(1%)
minecraft.crafted.wooden_sword: #10, 2(1%)
minecraft.picked_up.seagrass: #10, 85(1%)
minecraft.picked_up.light_blue_wool: #10, 102(1%)
minecraft.mined.cracked_polished_blackstone_bricks: #10, 122(1%)
minecraft.dropped.soul_soil: #10, 24(1%)
minecraft.mined.orange_concrete_powder: #10, 2(1%)
minecraft.crafted.light_blue_carpet: #10, 60(1%)
minecraft.picked_up.red_stained_glass: #10, 32(1%)
minecraft.used.warped_roots: #10, 8(1%)
minecraft.mined.light_blue_terracotta: #10, 10(1%)
minecraft.picked_up.bread: #10, 60(1%)
minecraft.crafted.cartography_table: #10, 6(1%)
minecraft.used.smooth_sandstone_stairs: #10, 416(1%)
minecraft.dropped.white_tulip: #10, 1(1%)
minecraft.dropped.light_blue_concrete: #10, 5(1%)
minecraft.crafted.pink_concrete_powder: #10, 128(1%)
minecraft.used.cyan_stained_glass: #10, 386(0%)
minecraft.crafted.orange_carpet: #10, 97(1%)
minecraft.dropped.orange_shulker_box: #10, 1(1%)
