stat, rank, value, (percentage) 
minecraft.crafted.observer: #10, 873(5%)
minecraft.picked_up.diamond_block: #10, 443(4%)
minecraft.used.spruce_planks: #10, 2502(4%)
minecraft.mined.soul_sand: #10, 2027(4%)
minecraft.used.piston: #10, 539(4%)
minecraft.used.redstone_block: #10, 315(3%)
minecraft.used.diamond_block: #10, 304(3%)
minecraft.picked_up.name_tag: #10, 28(3%)
minecraft.dropped.pumpkin_pie: #10, 48(4%)
minecraft.picked_up.chiseled_stone_bricks: #10, 77(3%)
minecraft.mined.redstone_block: #10, 106(3%)
minecraft.picked_up.cooked_porkchop: #10, 318(3%)
minecraft.picked_up.andesite_wall: #10, 115(3%)
minecraft.crafted.wooden_pickaxe: #10, 1(3%)
minecraft.picked_up.diamond_chestplate: #10, 6(3%)
minecraft.mined.cauldron: #10, 7(3%)
minecraft.used.polished_blackstone_brick_wall: #10, 41(3%)
minecraft.crafted.red_shulker_box: #10, 6(2%)
minecraft.mined.oak_sapling: #10, 15(2%)
minecraft.custom.interact_with_blast_furnace: #10, 40(2%)
minecraft.dropped.melon_seeds: #10, 10(3%)
minecraft.dropped.dark_oak_log: #10, 64(3%)
minecraft.dropped.birch_planks: #10, 45(2%)
minecraft.crafted.stone_brick_wall: #10, 120(2%)
minecraft.crafted.dark_oak_pressure_plate: #10, 2(3%)
minecraft.crafted.red_concrete_powder: #10, 848(2%)
minecraft.used.cyan_terracotta: #10, 3740(2%)
minecraft.picked_up.crimson_fungus: #10, 76(2%)
minecraft.used.red_concrete_powder: #10, 710(2%)
minecraft.crafted.gray_shulker_box: #10, 4(2%)
minecraft.used.polished_blackstone_button: #10, 25(2%)
minecraft.mined.white_stained_glass: #10, 154(1%)
minecraft.mined.brown_terracotta: #10, 418(2%)
minecraft.picked_up.polished_andesite_stairs: #10, 105(2%)
minecraft.mined.tripwire_hook: #10, 2(2%)
minecraft.picked_up.music_disc_13: #10, 1(1%)
minecraft.used.quartz_slab: #10, 292(1%)
minecraft.crafted.andesite_wall: #10, 114(1%)
minecraft.mined.pumpkin_stem: #10, 5(2%)
minecraft.killed.tropical_fish: #10, 13(1%)
minecraft.mined.magenta_stained_glass: #10, 5(1%)
minecraft.picked_up.brown_terracotta: #10, 405(1%)
minecraft.picked_up.bubble_coral_fan: #10, 12(1%)
minecraft.used.stripped_dark_oak_log: #10, 64(1%)
minecraft.crafted.brown_terracotta: #10, 424(1%)
minecraft.picked_up.bowl: #10, 2(1%)
minecraft.crafted.polished_blackstone_button: #10, 21(1%)
minecraft.picked_up.dark_oak_sapling: #10, 103(1%)
minecraft.mined.polished_blackstone_brick_wall: #10, 5(1%)
minecraft.picked_up.pink_wool: #10, 99(1%)
minecraft.mined.quartz_stairs: #10, 69(1%)
minecraft.mined.light_gray_stained_glass: #10, 55(1%)
minecraft.used.light_gray_stained_glass: #10, 251(1%)
minecraft.dropped.white_wool: #10, 64(1%)
minecraft.crafted.cooked_mutton: #10, 27(1%)
minecraft.picked_up.gold_nugget: #10, 3265(1%)
minecraft.custom.minecart_one_cm: #10, 876585(1%)
minecraft.dropped.iron_nugget: #10, 106(1%)
minecraft.mined.white_concrete_powder: #10, 39(1%)
minecraft.picked_up.polished_blackstone_brick_wall: #10, 4(1%)
minecraft.mined.dark_oak_wood: #10, 6(1%)
minecraft.dropped.nautilus_shell: #10, 1(1%)
minecraft.crafted.smoker: #10, 8(1%)
minecraft.crafted.apple: #10, 64(1%)
minecraft.mined.cobblestone: #11, 3001(5%)
minecraft.picked_up.wooden_sword: #10, 1(1%)
minecraft.crafted.pink_carpet: #10, 24(1%)
minecraft.used.mushroom_stem: #10, 34(0%)
minecraft.used.dark_oak_button: #10, 10(1%)
minecraft.mined.stripped_jungle_log: #10, 3(0%)
minecraft.used.red_mushroom_block: #10, 32(0%)
minecraft.dropped.bread: #10, 96(0%)
minecraft.dropped.smooth_quartz: #10, 6(0%)
minecraft.picked_up.honeycomb_block: #10, 8(0%)
minecraft.mined.purple_stained_glass: #10, 8(0%)
minecraft.mined.pink_concrete: #10, 39(0%)
minecraft.custom.climb_one_cm: #11, 4123904(4%)
minecraft.crafted.light_gray_wool: #10, 8(0%)
minecraft.used.cod: #10, 3(0%)
minecraft.mined.pink_terracotta: #10, 1(0%)
minecraft.crafted.packed_ice: #10, 19(0%)
minecraft.used.honeycomb_block: #10, 8(0%)
minecraft.dropped.brown_mushroom_block: #10, 2(0%)
minecraft.used.acacia_wood: #10, 3(0%)
minecraft.dropped.green_dye: #10, 19(0%)
minecraft.dropped.brown_terracotta: #10, 1(0%)
minecraft.mined.sugar_cane: #11, 2883(3%)
minecraft.killed_by.creeper: #11, 5(3%)
minecraft.picked_up.piston: #11, 205(3%)
minecraft.crafted.scaffolding: #11, 1170(3%)
minecraft.picked_up.netherite_shovel: #11, 14(3%)
minecraft.dropped.diamond_axe: #11, 4(3%)
minecraft.dropped.stone_button: #11, 67(3%)
minecraft.used.white_concrete: #11, 6794(2%)
minecraft.used.note_block: #11, 126(3%)
minecraft.picked_up.chorus_fruit: #11, 635(2%)
minecraft.used.brown_terracotta: #11, 906(3%)
minecraft.picked_up.white_wool: #11, 515(2%)
minecraft.mined.polished_andesite_stairs: #11, 95(2%)
minecraft.crafted.white_shulker_box: #11, 5(2%)
minecraft.picked_up.spider_eye: #11, 497(2%)
minecraft.mined.dark_oak_stairs: #11, 81(2%)
minecraft.picked_up.rotten_flesh: #11, 3765(1%)
minecraft.crafted.lectern: #11, 19(1%)
minecraft.used.birch_sapling: #11, 200(2%)
minecraft.used.lime_stained_glass: #11, 567(2%)
minecraft.dropped.chainmail_leggings: #11, 2(2%)
minecraft.dropped.pufferfish: #11, 3(2%)
minecraft.crafted.cauldron: #11, 26(1%)
minecraft.dropped.birch_log: #11, 35(2%)
minecraft.used.red_banner: #11, 8(2%)
minecraft.used.polished_blackstone_brick_stairs: #11, 103(1%)
minecraft.picked_up.lava_bucket: #11, 3(1%)
minecraft.crafted.brown_dye: #11, 180(1%)
minecraft.mined.stripped_acacia_log: #11, 7(2%)
minecraft.dropped.spruce_boat: #11, 1(2%)
minecraft.crafted.target: #11, 46(2%)
minecraft.picked_up.polished_blackstone_brick_slab: #11, 70(1%)
minecraft.mined.stripped_dark_oak_log: #11, 82(1%)
minecraft.picked_up.stripped_dark_oak_log: #11, 82(1%)
minecraft.crafted.andesite_stairs: #11, 32(1%)
minecraft.used.honey_block: #11, 147(1%)
minecraft.picked_up.quartz_stairs: #11, 65(1%)
minecraft.dropped.oak_trapdoor: #11, 6(1%)
minecraft.used.red_mushroom: #11, 7(1%)
minecraft.used.birch_door: #11, 5(1%)
minecraft.crafted.polished_blackstone_slab: #11, 156(1%)
minecraft.picked_up.iron_axe: #11, 2(1%)
minecraft.mined.end_stone: #11, 363(1%)
minecraft.picked_up.end_stone: #11, 390(1%)
minecraft.used.light_gray_terracotta: #11, 207(1%)
minecraft.picked_up.glass_bottle: #11, 71(1%)
minecraft.used.quartz_block: #11, 169(1%)
minecraft.picked_up.magenta_stained_glass: #11, 4(1%)
minecraft.crafted.red_stained_glass: #11, 200(1%)
minecraft.mined.polished_blackstone_brick_slab: #11, 25(0%)
minecraft.mined.birch_sapling: #11, 3(0%)
minecraft.crafted.light_gray_stained_glass: #11, 232(1%)
minecraft.crafted.nether_brick_stairs: #11, 20(1%)
minecraft.mined.heavy_weighted_pressure_plate: #11, 2(1%)
minecraft.mined.chorus_plant: #11, 19(0%)
minecraft.dropped.wooden_sword: #11, 1(1%)
minecraft.dropped.lapis_ore: #11, 3(1%)
minecraft.killed.horse: #11, 1(1%)
minecraft.dropped.granite: #12, 2618(4%)
minecraft.crafted.chiseled_quartz_block: #11, 12(0%)
minecraft.crafted.loom: #11, 4(0%)
minecraft.used.spruce_leaves: #11, 155(0%)
minecraft.picked_up.pink_concrete: #11, 39(0%)
minecraft.mined.chiseled_nether_bricks: #11, 2(0%)
minecraft.picked_up.prismarine_crystals: #11, 66(0%)
minecraft.dropped.nether_brick_fence: #11, 1(0%)
minecraft.crafted.pumpkin_pie: #11, 48(0%)
minecraft.picked_up.honey_bottle: #11, 2(0%)
minecraft.dropped.cooked_mutton: #11, 2(0%)
minecraft.used.pink_wool: #11, 7(0%)
minecraft.used.pink_concrete: #11, 18(0%)
minecraft.mined.light_weighted_pressure_plate: #11, 1(0%)
minecraft.used.gray_bed: #11, 1(0%)
minecraft.dropped.spruce_stairs: #11, 2(0%)
minecraft.killed.guardian: #11, 13(0%)
minecraft.picked_up.lime_concrete_powder: #11, 2(0%)
minecraft.dropped.light_gray_dye: #11, 1(0%)
minecraft.crafted.melon: #11, 3(0%)
minecraft.picked_up.minecart: #12, 166(4%)
minecraft.crafted.iron_leggings: #12, 6(4%)
minecraft.used.bucket: #12, 3344(3%)
minecraft.custom.swim_one_cm: #12, 3585129(3%)
minecraft.picked_up.white_concrete: #12, 3662(3%)
minecraft.picked_up.lever: #12, 152(3%)
minecraft.dropped.gravel: #12, 990(3%)
minecraft.picked_up.netherite_sword: #12, 15(3%)
minecraft.picked_up.diamond: #12, 1642(2%)
minecraft.picked_up.netherite_axe: #12, 14(3%)
minecraft.crafted.diamond_leggings: #12, 3(2%)
minecraft.used.dark_oak_stairs: #12, 392(3%)
minecraft.crafted.dark_oak_stairs: #12, 352(2%)
minecraft.picked_up.netherite_leggings: #12, 10(2%)
minecraft.crafted.oak_pressure_plate: #12, 4(3%)
minecraft.crafted.dark_oak_trapdoor: #12, 254(2%)
minecraft.crafted.emerald_block: #12, 382(2%)
minecraft.mined.polished_andesite_slab: #12, 111(2%)
minecraft.crafted.lead: #12, 22(2%)
minecraft.used.spruce_log: #12, 524(2%)
minecraft.mined.white_wool: #12, 79(2%)
minecraft.crafted.lime_stained_glass: #12, 824(2%)
minecraft.used.spruce_stairs: #12, 246(2%)
minecraft.picked_up.bamboo: #12, 3279(2%)
minecraft.dropped.red_terracotta: #12, 39(2%)
minecraft.mined.cyan_terracotta: #12, 859(2%)
minecraft.crafted.iron_hoe: #12, 2(2%)
minecraft.dropped.iron_ore: #12, 167(2%)
minecraft.custom.interact_with_stonecutter: #12, 128(2%)
minecraft.mined.dark_oak_trapdoor: #12, 50(2%)
minecraft.picked_up.lily_pad: #12, 53(2%)
minecraft.mined.stone_pressure_plate: #12, 9(2%)
minecraft.picked_up.nether_brick_stairs: #12, 46(2%)
minecraft.picked_up.gray_shulker_box: #12, 63(1%)
minecraft.crafted.coarse_dirt: #12, 996(1%)
minecraft.dropped.jungle_planks: #12, 33(1%)
minecraft.dropped.chainmail_helmet: #12, 2(2%)
minecraft.killed.iron_golem: #12, 9(2%)
minecraft.used.gray_shulker_box: #12, 59(1%)
minecraft.dropped.gold_ore: #12, 9(1%)
minecraft.mined.gray_shulker_box: #12, 56(1%)
minecraft.used.sea_lantern: #12, 696(1%)
minecraft.crafted.stone_sword: #12, 1(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #12, 31(1%)
minecraft.mined.polished_blackstone_brick_stairs: #12, 31(1%)
minecraft.dropped.slime_ball: #12, 73(1%)
minecraft.dropped.nether_bricks: #12, 48(1%)
minecraft.picked_up.diamond_hoe: #12, 1(1%)
minecraft.picked_up.nautilus_shell: #12, 4(1%)
minecraft.dropped.magma_block: #12, 20(1%)
minecraft.dropped.white_carpet: #12, 12(1%)
minecraft.mined.honey_block: #12, 37(1%)
minecraft.mined.birch_leaves: #12, 881(1%)
minecraft.used.totem_of_undying: #12, 2(1%)
minecraft.crafted.smooth_quartz: #12, 90(1%)
minecraft.crafted.quartz_block: #12, 1283(1%)
minecraft.picked_up.blue_orchid: #12, 38(1%)
minecraft.used.cooked_mutton: #12, 27(1%)
minecraft.mined.beehive: #12, 6(1%)
minecraft.picked_up.andesite_slab: #12, 77(1%)
minecraft.crafted.enchanted_book: #12, 50(1%)
minecraft.mined.spruce_sapling: #12, 5(1%)
minecraft.used.grass: #12, 99(1%)
minecraft.used.polished_blackstone_pressure_plate: #12, 6(1%)
minecraft.used.sea_pickle: #12, 21(1%)
minecraft.dropped.end_rod: #12, 14(1%)
minecraft.dropped.fishing_rod: #12, 1(1%)
minecraft.mined.purple_carpet: #12, 4(1%)
minecraft.dropped.cobblestone_stairs: #12, 3(1%)
minecraft.custom.play_record: #12, 2(1%)
minecraft.dropped.rotten_flesh: #12, 2269(0%)
minecraft.dropped.furnace: #12, 2(1%)
minecraft.dropped.jungle_leaves: #12, 18(1%)
minecraft.dropped.polished_andesite_slab: #12, 22(0%)
minecraft.used.quartz_pillar: #12, 96(0%)
minecraft.dropped.rabbit: #12, 1(0%)
minecraft.dropped.wheat: #12, 22(0%)
minecraft.crafted.wooden_sword: #12, 1(0%)
minecraft.dropped.snowball: #12, 30(0%)
minecraft.crafted.dark_oak_button: #12, 9(0%)
minecraft.dropped.repeater: #12, 4(0%)
minecraft.dropped.stone_axe: #12, 1(0%)
minecraft.used.orange_stained_glass_pane: #12, 15(0%)
minecraft.crafted.andesite_slab: #12, 60(0%)
minecraft.dropped.warped_fungus: #12, 2(0%)
minecraft.used.wet_sponge: #12, 17(0%)
minecraft.mined.nether_brick_wall: #12, 4(0%)
minecraft.picked_up.purple_carpet: #12, 4(0%)
minecraft.picked_up.birch_door: #12, 1(0%)
minecraft.picked_up.purple_stained_glass: #12, 7(0%)
minecraft.killed.hoglin: #12, 13(0%)
minecraft.dropped.smooth_sandstone: #12, 4(0%)
minecraft.picked_up.cyan_bed: #12, 2(0%)
minecraft.dropped.feather: #12, 11(0%)
minecraft.mined.chiseled_quartz_block: #12, 2(0%)
minecraft.picked_up.emerald_block: #12, 10(0%)
minecraft.dropped.nether_wart: #12, 4(0%)
minecraft.picked_up.light_gray_dye: #12, 10(0%)
minecraft.crafted.nether_brick: #12, 91(0%)
minecraft.dropped.cod: #12, 30(0%)
minecraft.dropped.observer: #12, 1(0%)
minecraft.mined.packed_ice: #12, 101(0%)
minecraft.mined.orange_stained_glass_pane: #12, 1(0%)
minecraft.picked_up.blue_concrete_powder: #12, 8(0%)
minecraft.picked_up.pink_terracotta: #12, 2(0%)
minecraft.dropped.spectral_arrow: #12, 2(0%)
minecraft.crafted.lime_terracotta: #12, 8(0%)
minecraft.dropped.honey_block: #12, 1(0%)
minecraft.mined.horn_coral_block: #12, 1(0%)
minecraft.killed.rabbit: #12, 1(0%)
minecraft.dropped.dark_oak_trapdoor: #12, 1(0%)
minecraft.mined.pink_wool: #12, 1(0%)
minecraft.crafted.sandstone_stairs: #12, 4(0%)
minecraft.picked_up.chorus_flower: #12, 2(0%)
minecraft.used.netherite_hoe: #12, 218(0%)
minecraft.dropped.stone_stairs: #12, 1(0%)
minecraft.picked_up.stripped_oak_wood: #12, 1(0%)
minecraft.dropped.white_concrete_powder: #12, 1(0%)
minecraft.picked_up.soul_sand: #13, 1839(3%)
minecraft.used.diamond_axe: #13, 21544(3%)
minecraft.picked_up.flint_and_steel: #13, 9(3%)
minecraft.picked_up.netherite_boots: #13, 14(2%)
minecraft.mined.nether_brick_fence: #13, 31(3%)
minecraft.used.white_concrete_powder: #13, 6557(2%)
minecraft.mined.hay_block: #13, 38(2%)
minecraft.dropped.netherite_sword: #13, 2(3%)
minecraft.used.dark_oak_trapdoor: #13, 272(2%)
minecraft.crafted.white_concrete_powder: #13, 6592(2%)
minecraft.picked_up.gold_ingot: #13, 282(2%)
minecraft.mined.note_block: #13, 28(2%)
minecraft.picked_up.cobblestone_stairs: #13, 42(2%)
minecraft.used.granite: #13, 748(2%)
minecraft.mined.nether_bricks: #13, 647(2%)
minecraft.crafted.green_dye: #13, 345(2%)
minecraft.custom.damage_resisted: #13, 5755(2%)
minecraft.used.redstone: #13, 1301(2%)
minecraft.mined.basalt: #13, 3434(2%)
minecraft.mined.obsidian: #13, 625(2%)
minecraft.picked_up.totem_of_undying: #13, 9(1%)
minecraft.used.dark_oak_slab: #13, 608(2%)
minecraft.crafted.note_block: #13, 97(2%)
minecraft.picked_up.polished_andesite_slab: #13, 158(1%)
minecraft.crafted.diamond_helmet: #13, 2(1%)
minecraft.crafted.diamond_boots: #13, 3(1%)
minecraft.picked_up.bell: #13, 10(1%)
minecraft.mined.white_wall_banner: #13, 3(2%)
minecraft.picked_up.carved_pumpkin: #13, 64(1%)
minecraft.mined.sea_lantern: #13, 143(1%)
minecraft.used.coarse_dirt: #13, 921(1%)
minecraft.picked_up.light_gray_concrete: #13, 557(1%)
minecraft.mined.spruce_wood: #13, 8(1%)
minecraft.picked_up.dark_oak_slab: #13, 135(1%)
minecraft.killed.pig: #13, 10(1%)
minecraft.used.cobweb: #13, 31(1%)
minecraft.picked_up.cauldron: #13, 8(1%)
minecraft.used.peony: #13, 4(1%)
minecraft.used.iron_door: #13, 10(1%)
minecraft.crafted.smooth_stone: #13, 639(1%)
minecraft.used.andesite_wall: #13, 125(1%)
minecraft.used.sponge: #13, 117(1%)
minecraft.killed.squid: #13, 59(1%)
minecraft.picked_up.wet_sponge: #13, 123(1%)
minecraft.crafted.cyan_dye: #13, 424(1%)
minecraft.used.stone_hoe: #13, 89(1%)
minecraft.picked_up.dark_oak_stairs: #13, 72(1%)
minecraft.mined.wet_sponge: #13, 125(1%)
minecraft.picked_up.spruce_wood: #13, 6(1%)
minecraft.dropped.emerald: #13, 60(1%)
minecraft.mined.nether_brick_stairs: #13, 19(1%)
minecraft.mined.jungle_trapdoor: #13, 8(1%)
minecraft.picked_up.white_stained_glass: #13, 95(1%)
minecraft.used.brown_mushroom: #13, 11(1%)
minecraft.picked_up.stone_hoe: #13, 1(1%)
minecraft.dropped.dark_oak_planks: #13, 18(1%)
minecraft.used.rotten_flesh: #13, 5(1%)
minecraft.custom.interact_with_smoker: #13, 13(1%)
minecraft.used.red_wool: #13, 68(1%)
minecraft.crafted.golden_apple: #13, 24(1%)
minecraft.dropped.iron_block: #13, 56(0%)
minecraft.crafted.gold_nugget: #13, 950(0%)
minecraft.custom.damage_blocked_by_shield: #13, 1025(1%)
minecraft.dropped.stripped_spruce_log: #13, 1(1%)
minecraft.crafted.tripwire_hook: #13, 14(0%)
minecraft.picked_up.red_carpet: #13, 15(0%)
minecraft.picked_up.netherite_hoe: #13, 1(1%)
minecraft.crafted.lime_shulker_box: #13, 1(0%)
minecraft.mined.dark_oak_fence_gate: #13, 4(0%)
minecraft.crafted.dark_oak_door: #13, 3(1%)
minecraft.dropped.slime_block: #13, 15(0%)
minecraft.mined.coal_block: #13, 8(0%)
minecraft.dropped.grass: #13, 5(0%)
minecraft.picked_up.jungle_trapdoor: #13, 8(0%)
minecraft.crafted.black_terracotta: #13, 120(0%)
minecraft.used.beehive: #13, 7(0%)
minecraft.used.brown_mushroom_block: #13, 36(0%)
minecraft.picked_up.dark_oak_fence_gate: #13, 5(0%)
minecraft.mined.red_stained_glass: #13, 7(0%)
minecraft.used.pumpkin_pie: #13, 10(0%)
minecraft.crafted.brown_wool: #13, 4(0%)
minecraft.dropped.white_dye: #13, 11(0%)
minecraft.dropped.snow: #13, 25(0%)
minecraft.dropped.pumpkin: #13, 25(0%)
minecraft.crafted.orange_stained_glass: #13, 32(0%)
minecraft.mined.cyan_bed: #13, 2(0%)
minecraft.mined.fletching_table: #13, 1(0%)
minecraft.used.pink_concrete_powder: #13, 32(0%)
minecraft.dropped.chicken: #13, 7(0%)
minecraft.crafted.pink_concrete_powder: #13, 32(0%)
minecraft.picked_up.jack_o_lantern: #13, 1(0%)
minecraft.crafted.red_sandstone: #13, 18(0%)
minecraft.dropped.crimson_fungus: #13, 1(0%)
minecraft.picked_up.nether_brick_wall: #13, 4(0%)
minecraft.crafted.brick: #13, 352(0%)
minecraft.dropped.red_sand: #13, 3(0%)
minecraft.picked_up.light_blue_dye: #13, 1(0%)
minecraft.killed.spider: #14, 164(4%)
minecraft.dropped.cornflower: #13, 2(0%)
minecraft.used.snow: #13, 29(0%)
minecraft.crafted.crossbow: #13, 1(0%)
minecraft.used.light_weighted_pressure_plate: #13, 7(0%)
minecraft.dropped.red_dye: #13, 1(0%)
minecraft.used.lime_terracotta: #13, 2(0%)
minecraft.mined.stripped_oak_wood: #13, 1(0%)
minecraft.crafted.light_weighted_pressure_plate: #13, 2(0%)
minecraft.crafted.lever: #14, 162(3%)
minecraft.used.composter: #14, 60(2%)
minecraft.killed.piglin: #14, 48(2%)
minecraft.picked_up.netherite_pickaxe: #14, 24(2%)
minecraft.mined.spruce_planks: #14, 421(2%)
minecraft.picked_up.nether_bricks: #14, 862(2%)
minecraft.crafted.redstone: #14, 5604(2%)
minecraft.mined.oak_slab: #14, 98(2%)
minecraft.used.pink_shulker_box: #14, 36(2%)
minecraft.crafted.dark_oak_planks: #14, 3912(2%)
minecraft.picked_up.diamond_helmet: #14, 9(2%)
minecraft.used.painting: #14, 76(2%)
minecraft.picked_up.pink_shulker_box: #14, 34(2%)
minecraft.picked_up.cooked_beef: #14, 391(2%)
minecraft.used.wooden_pickaxe: #14, 11(2%)
minecraft.used.light_gray_concrete_powder: #14, 1731(2%)
minecraft.used.andesite: #14, 1346(2%)
minecraft.mined.farmland: #14, 53(2%)
minecraft.crafted.dark_oak_slab: #14, 606(2%)
minecraft.dropped.golden_leggings: #14, 7(2%)
minecraft.crafted.spruce_stairs: #14, 200(1%)
minecraft.mined.cobweb: #14, 112(1%)
minecraft.used.comparator: #14, 128(1%)
minecraft.dropped.oak_fence: #14, 14(1%)
minecraft.mined.cornflower: #14, 18(1%)
minecraft.mined.terracotta: #14, 4783(1%)
minecraft.picked_up.terracotta: #14, 4801(1%)
minecraft.picked_up.porkchop: #14, 26(1%)
minecraft.mined.dark_oak_slab: #14, 85(1%)
minecraft.used.dropper: #14, 88(1%)
minecraft.mined.cocoa: #14, 88(1%)
minecraft.picked_up.note_block: #14, 29(1%)
minecraft.picked_up.lilac: #14, 44(1%)
minecraft.picked_up.fishing_rod: #14, 3(1%)
minecraft.dropped.gold_nugget: #14, 189(1%)
minecraft.mined.dark_oak_log: #14, 765(1%)
minecraft.used.pumpkin: #14, 66(1%)
minecraft.crafted.birch_boat: #14, 2(1%)
minecraft.crafted.shield: #14, 3(1%)
minecraft.crafted.glass: #14, 3373(1%)
minecraft.used.trident: #14, 74(1%)
minecraft.killed.endermite: #14, 3(1%)
minecraft.used.stone_brick_stairs: #14, 151(1%)
minecraft.picked_up.dark_oak_trapdoor: #14, 51(1%)
minecraft.crafted.iron_door: #14, 9(1%)
minecraft.used.golden_apple: #14, 2(1%)
minecraft.mined.white_carpet: #14, 33(1%)
minecraft.mined.sea_pickle: #14, 10(1%)
minecraft.mined.nether_brick_slab: #14, 30(1%)
minecraft.dropped.flint: #14, 82(1%)
minecraft.used.dark_oak_fence: #14, 62(1%)
minecraft.killed.pufferfish: #14, 3(1%)
minecraft.mined.black_wool: #14, 15(1%)
minecraft.used.spruce_sapling: #14, 104(1%)
minecraft.picked_up.brown_bed: #14, 2(1%)
minecraft.crafted.iron_trapdoor: #14, 178(1%)
minecraft.killed.skeleton: #14, 875(1%)
minecraft.mined.brown_bed: #14, 2(1%)
minecraft.used.acacia_log: #14, 65(1%)
minecraft.dropped.bucket: #14, 6(1%)
minecraft.mined.smooth_stone: #14, 159(0%)
minecraft.crafted.mossy_stone_bricks: #14, 26(1%)
minecraft.picked_up.beehive: #14, 6(1%)
minecraft.mined.purpur_stairs: #14, 10(1%)
minecraft.used.blue_concrete_powder: #14, 96(0%)
minecraft.picked_up.sponge: #14, 36(1%)
minecraft.used.stone_brick_wall: #14, 63(0%)
minecraft.mined.carved_pumpkin: #14, 18(0%)
minecraft.used.smooth_stone: #14, 480(0%)
minecraft.picked_up.purpur_stairs: #14, 8(0%)
minecraft.used.chiseled_polished_blackstone: #14, 20(0%)
minecraft.used.dark_oak_fence_gate: #14, 20(0%)
minecraft.used.acacia_sign: #14, 5(0%)
minecraft.used.white_stained_glass: #14, 262(0%)
minecraft.crafted.dark_oak_fence_gate: #14, 16(0%)
minecraft.crafted.acacia_sign: #14, 6(0%)
minecraft.used.loom: #14, 3(0%)
minecraft.crafted.brewing_stand: #14, 4(0%)
minecraft.crafted.polished_blackstone_brick_slab: #14, 30(0%)
minecraft.crafted.bookshelf: #14, 63(0%)
minecraft.used.lilac: #14, 2(0%)
minecraft.crafted.stone_button: #14, 163(0%)
minecraft.crafted.flower_pot: #14, 16(0%)
minecraft.killed.villager: #14, 2(0%)
minecraft.used.smooth_quartz_slab: #14, 120(0%)
minecraft.picked_up.cut_sandstone: #14, 21(0%)
minecraft.used.stone_shovel: #14, 108(0%)
minecraft.killed.bee: #14, 1(0%)
minecraft.dropped.tnt: #14, 8(0%)
minecraft.crafted.jungle_trapdoor: #14, 14(0%)
minecraft.dropped.powered_rail: #14, 3(0%)
minecraft.crafted.quartz_stairs: #14, 24(0%)
minecraft.picked_up.fletching_table: #14, 1(0%)
minecraft.used.nether_brick_stairs: #14, 11(0%)
minecraft.mined.sponge: #14, 9(0%)
minecraft.used.cyan_bed: #14, 2(0%)
minecraft.dropped.spruce_sign: #14, 2(0%)
minecraft.picked_up.stripped_jungle_log: #14, 1(0%)
minecraft.dropped.birch_leaves: #14, 6(0%)
minecraft.dropped.white_stained_glass: #14, 1(0%)
minecraft.dropped.andesite_wall: #14, 1(0%)
minecraft.mined.sweet_berry_bush: #14, 6(0%)
minecraft.used.nether_brick_wall: #14, 4(0%)
minecraft.used.emerald_block: #14, 9(0%)
minecraft.picked_up.orange_stained_glass: #14, 2(0%)
minecraft.mined.light_blue_bed: #14, 1(0%)
minecraft.dropped.dark_oak_stairs: #14, 1(0%)
minecraft.custom.strider_one_cm: #14, 296(0%)
minecraft.dropped.nether_brick: #14, 1(0%)
minecraft.dropped.tropical_fish: #14, 2(0%)
minecraft.used.torch: #15, 12733(4%)
minecraft.killed_by.player: #15, 26(2%)
minecraft.picked_up.water_bucket: #15, 16(2%)
minecraft.picked_up.diamond_axe: #15, 11(2%)
minecraft.mined.wheat: #15, 1085(2%)
minecraft.used.repeater: #15, 326(2%)
minecraft.picked_up.painting: #15, 64(2%)
minecraft.mined.pink_shulker_box: #15, 33(2%)
minecraft.crafted.light_gray_concrete_powder: #15, 1736(2%)
minecraft.dropped.leather_leggings: #15, 6(2%)
minecraft.used.polished_andesite_slab: #15, 330(2%)
minecraft.used.tripwire_hook: #15, 11(2%)
minecraft.picked_up.crying_obsidian: #15, 38(2%)
minecraft.picked_up.chainmail_helmet: #15, 2(2%)
minecraft.custom.inspect_dropper: #15, 399(1%)
minecraft.used.cracked_stone_bricks: #15, 108(2%)
minecraft.picked_up.basalt: #15, 1796(1%)
minecraft.used.splash_potion: #15, 22(1%)
minecraft.crafted.repeater: #15, 216(1%)
minecraft.picked_up.sugar_cane: #15, 4195(1%)
minecraft.dropped.spruce_planks: #15, 65(1%)
minecraft.picked_up.shears: #15, 12(1%)
minecraft.used.polished_blackstone_bricks: #15, 483(1%)
minecraft.picked_up.cyan_terracotta: #15, 760(1%)
minecraft.dropped.red_mushroom: #15, 13(1%)
minecraft.crafted.netherite_scrap: #15, 37(1%)
minecraft.dropped.name_tag: #15, 7(1%)
minecraft.dropped.iron_shovel: #15, 2(1%)
minecraft.used.blast_furnace: #15, 15(1%)
minecraft.picked_up.stone_pressure_plate: #15, 16(1%)
minecraft.mined.dropper: #15, 25(1%)
minecraft.custom.interact_with_loom: #15, 9(1%)
minecraft.crafted.dropper: #15, 81(1%)
minecraft.crafted.light_gray_dye: #15, 296(1%)
minecraft.used.heavy_weighted_pressure_plate: #15, 6(1%)
minecraft.used.nether_bricks: #15, 295(1%)
minecraft.crafted.spruce_sign: #15, 21(1%)
minecraft.picked_up.dark_oak_log: #15, 826(1%)
minecraft.used.mossy_stone_bricks: #15, 25(1%)
minecraft.crafted.golden_helmet: #15, 1(1%)
