stat, rank, value, (percentage) 
minecraft.mined.purpur_pillar: #19, 2(0%)
minecraft.used.birch_planks: #19, 20(0%)
minecraft.used.orange_terracotta: #19, 9(0%)
minecraft.picked_up.light_gray_terracotta: #19, 36(0%)
minecraft.dropped.white_terracotta: #19, 1(0%)
minecraft.picked_up.white_dye: #19, 5(0%)
minecraft.picked_up.red_sand: #19, 76(0%)
minecraft.crafted.sandstone: #19, 9(0%)
minecraft.crafted.nether_bricks: #19, 20(0%)
minecraft.mined.orange_terracotta: #19, 42(0%)
minecraft.killed.phantom: #19, 1(0%)
minecraft.dropped.leather: #19, 3(0%)
minecraft.mined.acacia_leaves: #19, 8(0%)
minecraft.used.jungle_planks: #19, 3(0%)
minecraft.crafted.armor_stand: #19, 8(0%)
minecraft.crafted.cyan_stained_glass: #19, 16(0%)
minecraft.used.cyan_stained_glass: #19, 17(0%)
minecraft.crafted.black_wool: #19, 1(0%)
minecraft.dropped.coarse_dirt: #19, 1(0%)
minecraft.dropped.polished_andesite: #19, 1(0%)
minecraft.used.polished_blackstone_wall: #19, 1(0%)
minecraft.custom.walk_on_water_one_cm: #20, 3467124(2%)
minecraft.picked_up.andesite: #20, 7715(2%)
minecraft.picked_up.redstone: #20, 8066(2%)
minecraft.custom.drop: #20, 3997(1%)
minecraft.picked_up.granite: #20, 5979(2%)
minecraft.picked_up.diamond_sword: #20, 12(1%)
minecraft.mined.black_shulker_box: #20, 62(1%)
minecraft.picked_up.black_shulker_box: #20, 63(1%)
minecraft.used.black_shulker_box: #20, 62(1%)
minecraft.used.redstone_torch: #20, 148(1%)
minecraft.used.wheat_seeds: #20, 963(1%)
minecraft.used.stone_axe: #20, 68(1%)
minecraft.picked_up.player_head: #20, 139(1%)
minecraft.picked_up.wheat_seeds: #20, 2980(1%)
minecraft.picked_up.brown_mushroom: #20, 110(1%)
minecraft.crafted.diamond_shovel: #20, 3(1%)
minecraft.used.diamond_sword: #20, 3263(1%)
minecraft.custom.open_barrel: #20, 1366(1%)
minecraft.used.sugar_cane: #20, 116(1%)
minecraft.dropped.diamond_sword: #20, 2(1%)
minecraft.custom.animals_bred: #20, 210(1%)
minecraft.picked_up.red_mushroom: #20, 38(1%)
minecraft.mined.player_head: #20, 10(1%)
minecraft.picked_up.glowstone: #20, 89(1%)
minecraft.picked_up.spruce_slab: #20, 135(1%)
minecraft.mined.kelp: #20, 66(1%)
minecraft.mined.redstone_wire: #20, 103(1%)
minecraft.used.barrel: #20, 53(1%)
minecraft.used.chipped_anvil: #20, 2(1%)
minecraft.crafted.diamond_axe: #20, 1(0%)
minecraft.picked_up.crossbow: #20, 5(0%)
minecraft.picked_up.ancient_debris: #20, 37(0%)
minecraft.mined.lantern: #20, 12(0%)
minecraft.mined.dispenser: #20, 8(0%)
minecraft.crafted.lantern: #20, 74(0%)
minecraft.picked_up.dispenser: #20, 10(0%)
minecraft.used.beacon: #20, 5(0%)
minecraft.picked_up.clay_ball: #20, 152(0%)
minecraft.used.oak_trapdoor: #20, 28(0%)
minecraft.mined.blast_furnace: #20, 2(0%)
minecraft.mined.barrel: #20, 11(0%)
minecraft.custom.pot_flower: #20, 5(0%)
minecraft.mined.vine: #20, 79(0%)
minecraft.used.ender_chest: #20, 41(0%)
minecraft.picked_up.cobblestone_slab: #20, 29(0%)
minecraft.picked_up.smithing_table: #20, 3(0%)
minecraft.crafted.ender_eye: #20, 6(0%)
minecraft.picked_up.barrel: #20, 12(0%)
minecraft.used.bookshelf: #20, 48(0%)
minecraft.mined.ender_chest: #20, 37(0%)
minecraft.mined.smooth_stone_slab: #20, 72(0%)
minecraft.crafted.powered_rail: #20, 48(0%)
minecraft.picked_up.ender_chest: #20, 35(0%)
minecraft.used.oak_sapling: #20, 100(0%)
minecraft.picked_up.feather: #20, 27(0%)
minecraft.crafted.spruce_fence: #20, 51(0%)
minecraft.used.stone_slab: #20, 140(0%)
minecraft.picked_up.jungle_leaves: #20, 120(0%)
minecraft.picked_up.charcoal: #20, 2(0%)
minecraft.picked_up.dandelion: #20, 63(0%)
minecraft.mined.light_gray_carpet: #20, 9(0%)
minecraft.picked_up.blaze_rod: #20, 33(0%)
minecraft.used.basalt: #20, 72(0%)
minecraft.used.soul_lantern: #20, 5(0%)
minecraft.picked_up.paper: #20, 180(0%)
minecraft.dropped.magma_cream: #20, 2(0%)
minecraft.broken.shears: #20, 3(0%)
minecraft.mined.red_mushroom: #20, 1(0%)
minecraft.picked_up.dark_oak_sign: #20, 2(0%)
minecraft.dropped.spider_eye: #20, 18(0%)
minecraft.picked_up.coal_block: #20, 7(0%)
minecraft.used.brown_carpet: #20, 6(0%)
minecraft.crafted.gold_ingot: #20, 717(0%)
minecraft.picked_up.oak_fence_gate: #20, 1(0%)
minecraft.picked_up.salmon: #20, 1(0%)
minecraft.crafted.brown_carpet: #20, 6(0%)
minecraft.picked_up.bookshelf: #20, 2(0%)
minecraft.used.polished_blackstone: #20, 27(0%)
minecraft.crafted.tnt: #20, 70(0%)
minecraft.used.glass_pane: #20, 5(0%)
minecraft.dropped.birch_sapling: #20, 1(0%)
minecraft.dropped.redstone: #20, 7(0%)
minecraft.picked_up.purpur_pillar: #20, 2(0%)
minecraft.mined.redstone_lamp: #20, 1(0%)
minecraft.mined.polished_blackstone_wall: #20, 1(0%)
minecraft.picked_up.quartz_pillar: #20, 3(0%)
minecraft.mined.bone_block: #20, 4(0%)
minecraft.picked_up.glass_pane: #20, 3(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #20, 8(0%)
minecraft.picked_up.redstone_lamp: #20, 1(0%)
minecraft.picked_up.birch_leaves: #20, 35(0%)
minecraft.crafted.polished_andesite_slab: #20, 6(0%)
minecraft.picked_up.polished_blackstone_wall: #20, 1(0%)
minecraft.mined.tall_seagrass: #20, 4(0%)
minecraft.picked_up.black_stained_glass: #20, 3(0%)
minecraft.picked_up.orange_terracotta: #20, 38(0%)
minecraft.used.polished_blackstone_slab: #20, 10(0%)
minecraft.crafted.grindstone: #20, 1(0%)
minecraft.mined.gray_carpet: #20, 1(0%)
minecraft.mined.polished_diorite: #20, 1(0%)
minecraft.crafted.firework_rocket: #20, 189(0%)
minecraft.picked_up.white_concrete_powder: #20, 38(0%)
minecraft.picked_up.orange_concrete: #20, 2(0%)
minecraft.crafted.black_stained_glass: #20, 16(0%)
minecraft.dropped.sugar_cane: #20, 5(0%)
minecraft.mined.podzol: #20, 9(0%)
minecraft.used.crimson_stem: #20, 1(0%)
minecraft.crafted.light_blue_dye: #20, 2(0%)
minecraft.picked_up.cyan_stained_glass: #20, 3(0%)
minecraft.mined.cyan_stained_glass: #20, 2(0%)
minecraft.killed.wither_skeleton: #20, 2(0%)
minecraft.used.diamond_hoe: #20, 1(0%)
minecraft.custom.walk_one_cm: #21, 67948759(2%)
minecraft.picked_up.cobblestone: #21, 38475(2%)
minecraft.custom.interact_with_crafting_table: #21, 1815(2%)
minecraft.custom.interact_with_anvil: #21, 174(1%)
minecraft.custom.sleep_in_bed: #21, 533(1%)
minecraft.picked_up.gold_ore: #21, 427(1%)
minecraft.custom.interact_with_furnace: #21, 740(1%)
minecraft.crafted.crafting_table: #21, 31(1%)
minecraft.crafted.diamond: #21, 675(1%)
minecraft.picked_up.torch: #21, 1751(1%)
minecraft.custom.damage_dealt: #21, 688673(1%)
minecraft.picked_up.writable_book: #21, 4(1%)
minecraft.mined.glowstone: #21, 94(1%)
minecraft.crafted.spruce_planks: #21, 4715(1%)
minecraft.picked_up.golden_helmet: #21, 5(1%)
minecraft.picked_up.elytra: #21, 12(1%)
minecraft.picked_up.netherrack: #21, 8040(1%)
minecraft.used.firework_rocket: #21, 181(1%)
minecraft.crafted.ladder: #21, 84(1%)
minecraft.used.player_head: #21, 26(1%)
minecraft.used.lantern: #21, 86(1%)
minecraft.used.dispenser: #21, 26(1%)
minecraft.mined.rail: #21, 197(1%)
minecraft.crafted.flint_and_steel: #21, 2(1%)
minecraft.custom.mob_kills: #21, 12169(1%)
minecraft.crafted.barrel: #21, 46(1%)
minecraft.picked_up.beef: #21, 167(1%)
minecraft.used.rail: #21, 295(1%)
minecraft.picked_up.coal_ore: #21, 521(1%)
minecraft.mined.iron_bars: #21, 30(1%)
minecraft.picked_up.spruce_log: #21, 1097(1%)
minecraft.mined.sand: #21, 10604(1%)
minecraft.picked_up.glass: #21, 405(1%)
minecraft.mined.fire: #21, 73(0%)
minecraft.used.coal_ore: #21, 247(0%)
minecraft.picked_up.sand: #21, 10441(0%)
minecraft.mined.chipped_anvil: #21, 2(0%)
minecraft.picked_up.bone: #21, 516(0%)
minecraft.picked_up.golden_chestplate: #21, 2(0%)
minecraft.mined.tripwire: #21, 11(0%)
minecraft.picked_up.iron_chestplate: #21, 1(0%)
minecraft.used.diamond_shovel: #21, 16410(0%)
minecraft.crafted.book: #21, 50(0%)
minecraft.picked_up.smooth_stone: #21, 186(0%)
minecraft.picked_up.blast_furnace: #21, 3(0%)
minecraft.mined.oak_trapdoor: #21, 9(0%)
minecraft.picked_up.netherite_helmet: #21, 2(0%)
minecraft.used.spruce_trapdoor: #21, 171(0%)
minecraft.picked_up.ladder: #21, 29(0%)
minecraft.crafted.spruce_trapdoor: #21, 140(0%)
minecraft.picked_up.spruce_sign: #21, 11(0%)
minecraft.picked_up.chipped_anvil: #21, 2(0%)
minecraft.crafted.oak_stairs: #21, 12(0%)
minecraft.picked_up.stone_bricks: #21, 319(0%)
minecraft.used.hopper_minecart: #21, 4(0%)
minecraft.mined.spruce_trapdoor: #21, 45(0%)
minecraft.crafted.hopper_minecart: #21, 4(0%)
minecraft.picked_up.beacon: #21, 4(0%)
minecraft.killed.chicken: #21, 13(0%)
minecraft.mined.crimson_nylium: #21, 30(0%)
minecraft.crafted.dispenser: #21, 12(0%)
minecraft.crafted.stone_axe: #21, 1(0%)
minecraft.picked_up.iron_block: #21, 279(0%)
minecraft.mined.stone_brick_slab: #21, 37(0%)
minecraft.picked_up.crimson_nylium: #21, 26(0%)
minecraft.mined.iron_block: #21, 191(0%)
minecraft.used.kelp: #21, 63(0%)
minecraft.used.oak_stairs: #21, 8(0%)
minecraft.used.spruce_slab: #21, 115(0%)
minecraft.mined.warped_fungus: #21, 5(0%)
minecraft.dropped.stick: #21, 104(0%)
minecraft.mined.beacon: #21, 2(0%)
minecraft.picked_up.lapis_ore: #21, 16(0%)
minecraft.mined.polished_blackstone: #21, 13(0%)
minecraft.custom.time_since_rest: #21, 331263(0%)
minecraft.mined.birch_wall_sign: #21, 3(0%)
minecraft.used.stone_brick_slab: #21, 108(0%)
minecraft.used.shears: #21, 1224(0%)
minecraft.mined.brewing_stand: #21, 1(0%)
minecraft.crafted.bow: #21, 10(0%)
minecraft.used.string: #21, 29(0%)
minecraft.dropped.crafting_table: #21, 1(0%)
minecraft.dropped.rail: #21, 9(0%)
minecraft.picked_up.soul_lantern: #21, 4(0%)
minecraft.used.iron_block: #21, 206(0%)
minecraft.used.green_shulker_box: #21, 3(0%)
minecraft.used.yellow_shulker_box: #21, 7(0%)
minecraft.picked_up.yellow_shulker_box: #21, 6(0%)
minecraft.crafted.stone: #21, 64(0%)
minecraft.picked_up.brewing_stand: #21, 1(0%)
minecraft.picked_up.gold_block: #21, 14(0%)
minecraft.mined.yellow_shulker_box: #21, 6(0%)
minecraft.picked_up.birch_planks: #21, 17(0%)
minecraft.dropped.sand: #21, 70(0%)
minecraft.dropped.bow: #21, 8(0%)
minecraft.picked_up.jungle_planks: #21, 7(0%)
minecraft.used.light_blue_shulker_box: #21, 6(0%)
minecraft.picked_up.light_blue_shulker_box: #21, 6(0%)
minecraft.crafted.glass_pane: #21, 16(0%)
minecraft.crafted.birch_sign: #21, 6(0%)
minecraft.mined.light_blue_shulker_box: #21, 6(0%)
minecraft.picked_up.peony: #21, 4(0%)
minecraft.crafted.black_dye: #21, 110(0%)
minecraft.used.birch_trapdoor: #21, 7(0%)
minecraft.mined.polished_blackstone_slab: #21, 4(0%)
minecraft.picked_up.warped_fungus: #21, 6(0%)
minecraft.crafted.stonecutter: #21, 1(0%)
minecraft.picked_up.polished_blackstone_slab: #21, 4(0%)
minecraft.mined.magma_block: #21, 43(0%)
minecraft.dropped.crossbow: #21, 1(0%)
minecraft.picked_up.light_gray_carpet: #21, 7(0%)
minecraft.used.light_gray_carpet: #21, 20(0%)
minecraft.picked_up.nether_wart: #21, 47(0%)
minecraft.crafted.blaze_powder: #21, 16(0%)
minecraft.mined.nether_wart: #21, 20(0%)
minecraft.picked_up.polished_diorite: #21, 1(0%)
minecraft.mined.smooth_sandstone: #21, 4(0%)
minecraft.dropped.mycelium: #21, 5(0%)
minecraft.dropped.oak_sapling: #21, 1(0%)
minecraft.dropped.egg: #21, 2(0%)
minecraft.crafted.gray_concrete_powder: #21, 32(0%)
minecraft.used.bone_block: #21, 4(0%)
minecraft.used.polished_diorite: #21, 1(0%)
minecraft.picked_up.clay: #21, 1(0%)
minecraft.picked_up.yellow_concrete: #21, 1(0%)
minecraft.picked_up.light_gray_concrete_powder: #21, 2(0%)
minecraft.mined.white_terracotta: #21, 1(0%)
minecraft.picked_up.white_terracotta: #21, 1(0%)
minecraft.custom.leave_game: #22, 659(2%)
minecraft.picked_up.diorite: #22, 6594(2%)
minecraft.picked_up.coal: #22, 5911(2%)
minecraft.custom.open_shulker_box: #22, 9172(1%)
minecraft.picked_up.string: #22, 488(1%)
minecraft.picked_up.firework_rocket: #22, 968(1%)
minecraft.picked_up.arrow: #22, 635(1%)
minecraft.custom.aviate_one_cm: #22, 126444014(1%)
minecraft.picked_up.oak_fence: #22, 45(1%)
minecraft.used.dirt: #22, 5341(1%)
minecraft.picked_up.leather_boots: #22, 3(1%)
minecraft.used.hopper: #22, 249(1%)
minecraft.used.writable_book: #22, 26(1%)
minecraft.used.ladder: #22, 63(1%)
minecraft.mined.hopper: #22, 68(1%)
minecraft.mined.grass: #22, 436(1%)
minecraft.picked_up.diamond_shovel: #22, 5(1%)
minecraft.crafted.hopper: #22, 166(1%)
minecraft.picked_up.diamond_pickaxe: #22, 6(0%)
minecraft.picked_up.magma_cream: #22, 24(0%)
minecraft.picked_up.hopper: #22, 69(0%)
minecraft.crafted.bucket: #22, 28(0%)
minecraft.picked_up.iron_leggings: #22, 1(0%)
minecraft.picked_up.oak_trapdoor: #22, 13(0%)
minecraft.picked_up.golden_boots: #22, 2(0%)
minecraft.used.oak_sign: #22, 28(0%)
minecraft.crafted.lapis_lazuli: #22, 245(0%)
minecraft.picked_up.redstone_torch: #22, 37(0%)
minecraft.picked_up.birch_log: #22, 317(0%)
minecraft.picked_up.written_book: #22, 6(0%)
minecraft.custom.open_enderchest: #22, 346(0%)
minecraft.crafted.oak_sign: #22, 24(0%)
minecraft.dropped.firework_rocket: #22, 101(0%)
minecraft.picked_up.leather: #22, 126(0%)
minecraft.mined.spruce_slab: #22, 40(0%)
minecraft.crafted.spruce_slab: #22, 258(0%)
minecraft.used.oak_log: #22, 147(0%)
minecraft.picked_up.cactus: #22, 61(0%)
minecraft.picked_up.iron_bars: #22, 26(0%)
minecraft.used.campfire: #22, 8(0%)
minecraft.mined.grindstone: #22, 3(0%)
minecraft.picked_up.spruce_trapdoor: #22, 47(0%)
minecraft.used.oak_fence: #22, 37(0%)
minecraft.mined.stone_bricks: #22, 155(0%)
minecraft.used.chain: #22, 27(0%)
minecraft.killed.ghast: #22, 7(0%)
minecraft.mined.soul_fire: #22, 3(0%)
minecraft.crafted.white_carpet: #22, 75(0%)
minecraft.crafted.lapis_block: #22, 33(0%)
minecraft.picked_up.smooth_stone_slab: #22, 53(0%)
minecraft.crafted.anvil: #22, 8(0%)
minecraft.mined.clay: #22, 40(0%)
minecraft.picked_up.polished_blackstone: #22, 13(0%)
minecraft.used.stone_bricks: #22, 359(0%)
minecraft.used.grass_block: #22, 515(0%)
minecraft.mined.green_shulker_box: #22, 3(0%)
minecraft.picked_up.green_shulker_box: #22, 3(0%)
minecraft.crafted.campfire: #22, 5(0%)
minecraft.mined.mossy_cobblestone: #22, 3(0%)
minecraft.dropped.written_book: #22, 1(0%)
minecraft.picked_up.grindstone: #22, 3(0%)
minecraft.picked_up.spruce_fence: #22, 13(0%)
minecraft.dropped.shulker_box: #22, 2(0%)
minecraft.picked_up.ender_pearl: #22, 470(0%)
minecraft.picked_up.kelp: #22, 235(0%)
minecraft.mined.chain: #22, 3(0%)
minecraft.crafted.shears: #22, 16(0%)
minecraft.picked_up.ghast_tear: #22, 2(0%)
minecraft.used.grindstone: #22, 4(0%)
minecraft.picked_up.birch_sign: #22, 4(0%)
minecraft.used.birch_sign: #22, 6(0%)
minecraft.used.glowstone: #22, 15(0%)
minecraft.picked_up.coarse_dirt: #22, 33(0%)
minecraft.dropped.ender_pearl: #22, 232(0%)
minecraft.used.blackstone: #22, 51(0%)
minecraft.picked_up.chain: #22, 3(0%)
minecraft.picked_up.magma_block: #22, 27(0%)
minecraft.mined.grass_path: #22, 5(0%)
minecraft.picked_up.potato: #22, 9(0%)
minecraft.crafted.orange_dye: #22, 4(0%)
minecraft.mined.orange_shulker_box: #22, 1(0%)
minecraft.picked_up.orange_shulker_box: #22, 1(0%)
minecraft.dropped.paper: #22, 5(0%)
minecraft.crafted.yellow_dye: #22, 3(0%)
minecraft.used.cactus: #22, 1(0%)
minecraft.picked_up.smooth_sandstone: #22, 4(0%)
minecraft.picked_up.gray_carpet: #22, 1(0%)
minecraft.picked_up.sandstone: #22, 25(0%)
minecraft.picked_up.oxeye_daisy: #22, 1(0%)
minecraft.used.magma_block: #22, 2(0%)
minecraft.mined.sandstone: #22, 11(0%)
minecraft.used.birch_leaves: #22, 1(0%)
minecraft.custom.fly_one_cm: #23, 52635634(2%)
minecraft.picked_up.iron_ore: #23, 1993(2%)
minecraft.custom.open_chest: #23, 8007(1%)
minecraft.used.crafting_table: #23, 99(1%)
minecraft.picked_up.crafting_table: #23, 85(1%)
minecraft.mined.crafting_table: #23, 75(1%)
minecraft.mined.redstone_ore: #23, 1009(1%)
minecraft.mined.andesite: #23, 3241(1%)
minecraft.crafted.stick: #23, 4952(1%)
minecraft.picked_up.stone: #23, 20716(1%)
minecraft.used.stone: #23, 5092(1%)
minecraft.mined.wall_torch: #23, 101(1%)
minecraft.crafted.coal_block: #23, 211(1%)
minecraft.mined.oak_sign: #23, 4(1%)
minecraft.crafted.diamond_sword: #23, 1(1%)
minecraft.used.diamond_pickaxe: #23, 49364(1%)
minecraft.used.shulker_box: #23, 403(1%)
minecraft.picked_up.shulker_box: #23, 383(0%)
minecraft.mined.shulker_box: #23, 363(0%)
minecraft.used.glass: #23, 345(0%)
minecraft.picked_up.dirt: #23, 5747(0%)
minecraft.picked_up.stick: #23, 460(0%)
minecraft.custom.interact_with_lectern: #23, 38(0%)
minecraft.picked_up.oak_sign: #23, 17(0%)
minecraft.mined.campfire: #23, 6(0%)
minecraft.mined.dirt: #23, 3836(0%)
minecraft.mined.torch: #23, 174(0%)
minecraft.picked_up.bow: #23, 20(0%)
minecraft.crafted.furnace: #23, 30(0%)
minecraft.crafted.chain: #23, 47(0%)
minecraft.mined.furnace: #23, 9(0%)
minecraft.mined.ladder: #23, 6(0%)
minecraft.crafted.coal: #23, 297(0%)
minecraft.used.anvil: #23, 9(0%)
minecraft.picked_up.furnace: #23, 11(0%)
minecraft.mined.oak_fence: #23, 13(0%)
minecraft.picked_up.golden_carrot: #23, 76(0%)
minecraft.used.spruce_fence: #23, 44(0%)
minecraft.picked_up.oak_sapling: #23, 109(0%)
minecraft.crafted.oak_fence: #23, 30(0%)
minecraft.used.oak_planks: #23, 27(0%)
minecraft.used.sand: #23, 596(0%)
minecraft.used.item_frame: #23, 14(0%)
minecraft.crafted.jungle_planks: #23, 440(0%)
minecraft.mined.oak_wall_sign: #23, 2(0%)
minecraft.picked_up.acacia_log: #23, 54(0%)
minecraft.picked_up.grass_block: #23, 777(0%)
minecraft.mined.spruce_fence: #23, 6(0%)
minecraft.picked_up.lantern: #23, 12(0%)
minecraft.mined.anvil: #23, 1(0%)
minecraft.crafted.bone_meal: #23, 2190(0%)
minecraft.crafted.iron_block: #23, 184(0%)
minecraft.crafted.polished_andesite: #23, 72(0%)
minecraft.picked_up.mossy_cobblestone: #23, 2(0%)
minecraft.picked_up.anvil: #23, 1(0%)
minecraft.mined.cactus: #23, 1(0%)
minecraft.crafted.light_gray_carpet: #23, 12(0%)
minecraft.used.white_wool: #23, 7(0%)
minecraft.used.oak_leaves: #23, 35(0%)
minecraft.mined.dead_bush: #23, 1(0%)
minecraft.picked_up.oak_leaves: #23, 115(0%)
minecraft.picked_up.nether_wart_block: #23, 6(0%)
minecraft.mined.birch_planks: #23, 1(0%)
minecraft.mined.nether_wart_block: #23, 4(0%)
minecraft.mined.crimson_stem: #23, 1(0%)
minecraft.used.gray_concrete_powder: #23, 15(0%)
minecraft.picked_up.crimson_stem: #23, 1(0%)
minecraft.used.sandstone: #23, 2(0%)
minecraft.crafted.oak_planks: #24, 2928(1%)
minecraft.mined.coal_ore: #24, 1905(1%)
minecraft.mined.gold_ore: #24, 220(1%)
minecraft.crafted.iron_ingot: #24, 3786(1%)
minecraft.mined.iron_ore: #24, 593(1%)
minecraft.mined.stone: #24, 37751(1%)
minecraft.picked_up.lapis_lazuli: #24, 815(1%)
minecraft.custom.inspect_hopper: #24, 279(0%)
minecraft.mined.diorite: #24, 1897(0%)
minecraft.mined.granite: #24, 1815(0%)
minecraft.picked_up.oak_planks: #24, 79(0%)
minecraft.crafted.chest: #24, 288(0%)
minecraft.mined.oak_log: #24, 500(0%)
minecraft.picked_up.oak_log: #24, 560(0%)
minecraft.used.chest: #24, 127(0%)
minecraft.mined.lapis_ore: #24, 51(0%)
minecraft.used.furnace: #24, 19(0%)
minecraft.mined.chest: #24, 37(0%)
minecraft.mined.grass_block: #24, 1763(0%)
minecraft.picked_up.item_frame: #24, 11(0%)
minecraft.mined.oak_planks: #24, 17(0%)
minecraft.picked_up.chest: #24, 40(0%)
minecraft.picked_up.apple: #24, 12(0%)
minecraft.crafted.stone_bricks: #24, 388(0%)
minecraft.crafted.rail: #24, 32(0%)
minecraft.crafted.item_frame: #24, 8(0%)
minecraft.mined.oak_leaves: #24, 370(0%)
minecraft.picked_up.diamond_leggings: #25, 1(0%)
minecraft.custom.play_one_minute: #28, 31218931(1%)
minecraft.custom.time_since_death: #34, 331131(0%)
