stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #25, 68013(0%)
minecraft.custom.jump: #41, 1(0%)
minecraft.custom.time_since_death: #43, 68013(0%)
minecraft.custom.walk_one_cm: #44, 36(0%)
minecraft.custom.fly_one_cm: #45, 1558004(0%)
minecraft.custom.sneak_time: #46, 4896(0%)
minecraft.custom.leave_game: #47, 9(0%)
minecraft.custom.walk_on_water_one_cm: #47, 1338(0%)
minecraft.custom.walk_under_water_one_cm: #47, 1600(0%)
minecraft.custom.play_one_minute: #49, 68013(0%)
