stat, rank, value, (percentage) 
minecraft.used.stone_shovel: #1, 28130(76%)
minecraft.dropped.dark_oak_stairs: #11, 3(0%)
minecraft.used.purpur_slab: #11, 1(0%)
minecraft.crafted.blue_carpet: #11, 3(0%)
minecraft.crafted.jack_o_lantern: #11, 1(0%)
minecraft.used.blue_carpet: #11, 2(0%)
minecraft.picked_up.dark_prismarine_slab: #11, 1(0%)
minecraft.used.item_frame: #12, 399(4%)
minecraft.crafted.coal: #12, 4149(4%)
minecraft.picked_up.beacon: #12, 41(3%)
minecraft.picked_up.diamond_shovel: #12, 28(3%)
minecraft.picked_up.comparator: #12, 143(3%)
minecraft.killed.cow: #12, 303(3%)
minecraft.used.hopper_minecart: #12, 32(3%)
minecraft.picked_up.oak_trapdoor: #12, 83(3%)
minecraft.mined.warped_fungus: #12, 61(3%)
minecraft.dropped.player_head: #12, 53(2%)
minecraft.picked_up.repeater: #12, 255(3%)
minecraft.crafted.hopper_minecart: #12, 32(3%)
minecraft.used.flint_and_steel: #12, 165(3%)
minecraft.picked_up.warped_trapdoor: #12, 28(3%)
minecraft.custom.interact_with_lectern: #12, 234(2%)
minecraft.crafted.wooden_pickaxe: #12, 1(3%)
minecraft.used.netherite_shovel: #12, 67193(3%)
minecraft.picked_up.soul_soil: #12, 750(2%)
minecraft.picked_up.water_bucket: #12, 17(2%)
minecraft.used.oak_planks: #12, 330(2%)
minecraft.picked_up.flint: #12, 495(2%)
minecraft.used.stone_brick_slab: #12, 1237(2%)
minecraft.dropped.spruce_planks: #12, 101(2%)
minecraft.picked_up.dark_oak_trapdoor: #12, 125(2%)
minecraft.picked_up.porkchop: #12, 43(2%)
minecraft.used.potato: #12, 146(2%)
minecraft.picked_up.jungle_log: #12, 2556(2%)
minecraft.picked_up.cracked_stone_bricks: #12, 76(2%)
minecraft.picked_up.totem_of_undying: #12, 10(2%)
minecraft.crafted.book: #12, 201(2%)
minecraft.mined.jungle_log: #12, 2397(2%)
minecraft.picked_up.polished_andesite_slab: #12, 202(2%)
minecraft.picked_up.jungle_planks: #12, 117(2%)
minecraft.picked_up.loom: #12, 9(2%)
minecraft.picked_up.dark_oak_slab: #12, 220(2%)
minecraft.mined.potatoes: #12, 83(2%)
minecraft.mined.stone_brick_stairs: #12, 83(2%)
minecraft.picked_up.oak_stairs: #12, 38(2%)
minecraft.mined.polished_andesite_stairs: #12, 69(2%)
minecraft.used.jungle_log: #12, 291(1%)
minecraft.crafted.lectern: #12, 17(1%)
minecraft.dropped.ladder: #12, 18(2%)
minecraft.dropped.pufferfish: #12, 3(2%)
minecraft.picked_up.smooth_quartz: #12, 186(1%)
minecraft.used.smooth_quartz: #12, 475(1%)
minecraft.dropped.oak_sapling: #12, 89(1%)
minecraft.dropped.minecart: #12, 11(1%)
minecraft.picked_up.smooth_quartz_slab: #12, 166(1%)
minecraft.used.smooth_quartz_stairs: #12, 234(1%)
minecraft.crafted.netherite_pickaxe: #12, 1(2%)
minecraft.killed.pufferfish: #12, 5(1%)
minecraft.mined.red_concrete_powder: #12, 9(1%)
minecraft.picked_up.blue_shulker_box: #12, 25(1%)
minecraft.picked_up.white_tulip: #12, 30(1%)
minecraft.picked_up.white_dye: #12, 109(1%)
minecraft.mined.light_blue_shulker_box: #12, 67(1%)
minecraft.picked_up.smooth_quartz_stairs: #12, 61(1%)
minecraft.dropped.redstone: #12, 121(1%)
minecraft.picked_up.red_bed: #12, 6(1%)
minecraft.dropped.oak_stairs: #12, 2(2%)
minecraft.used.white_terracotta: #12, 219(1%)
minecraft.used.smooth_quartz_slab: #12, 494(1%)
minecraft.mined.light_gray_shulker_box: #12, 27(1%)
minecraft.used.gray_concrete: #12, 2036(1%)
minecraft.picked_up.light_gray_shulker_box: #12, 27(1%)
minecraft.crafted.detector_rail: #12, 12(1%)
minecraft.picked_up.green_terracotta: #12, 31(1%)
minecraft.picked_up.birch_fence: #12, 17(1%)
minecraft.crafted.smooth_quartz_slab: #12, 302(1%)
minecraft.dropped.apple: #12, 13(1%)
minecraft.dropped.cactus: #12, 78(1%)
minecraft.mined.smooth_quartz_stairs: #12, 39(1%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #12, 135(1%)
minecraft.crafted.cyan_concrete_powder: #12, 440(1%)
minecraft.used.cyan_concrete_powder: #12, 363(1%)
minecraft.dropped.pumpkin_pie: #12, 12(1%)
minecraft.mined.seagrass: #12, 193(1%)
minecraft.mined.jungle_slab: #12, 55(1%)
minecraft.dropped.totem_of_undying: #12, 1(1%)
minecraft.mined.smooth_quartz_slab: #12, 63(1%)
minecraft.crafted.green_shulker_box: #12, 1(1%)
minecraft.used.iron_hoe: #12, 248(1%)
minecraft.picked_up.red_sand: #12, 956(1%)
minecraft.dropped.lapis_lazuli: #12, 28(1%)
minecraft.used.spruce_button: #12, 19(1%)
minecraft.crafted.light_gray_stained_glass_pane: #12, 216(1%)
minecraft.crafted.stonecutter: #12, 10(1%)
minecraft.crafted.writable_book: #12, 18(1%)
minecraft.dropped.spruce_slab: #12, 40(1%)
minecraft.crafted.golden_chestplate: #12, 1(1%)
minecraft.picked_up.blackstone_wall: #12, 15(1%)
minecraft.mined.tnt: #12, 45(1%)
minecraft.picked_up.blue_concrete: #12, 65(1%)
minecraft.mined.gray_stained_glass: #12, 25(1%)
minecraft.used.quartz_block: #12, 156(0%)
minecraft.picked_up.white_concrete_powder: #12, 803(0%)
minecraft.used.nether_brick_wall: #12, 26(1%)
minecraft.dropped.clay_ball: #12, 4(1%)
minecraft.mined.heavy_weighted_pressure_plate: #12, 2(1%)
minecraft.mined.light_gray_wool: #12, 12(0%)
minecraft.used.dark_prismarine: #12, 112(0%)
minecraft.crafted.birch_pressure_plate: #12, 1(0%)
minecraft.picked_up.andesite_stairs: #12, 10(0%)
minecraft.used.pumpkin_pie: #12, 13(0%)
minecraft.crafted.soul_lantern: #12, 21(0%)
minecraft.crafted.light_blue_carpet: #12, 24(0%)
minecraft.crafted.black_banner: #12, 3(0%)
minecraft.crafted.pumpkin_seeds: #12, 8(0%)
minecraft.dropped.packed_ice: #12, 8(0%)
minecraft.used.gray_stained_glass: #12, 107(0%)
minecraft.picked_up.black_carpet: #12, 216(0%)
minecraft.mined.sweet_berry_bush: #12, 15(0%)
minecraft.mined.acacia_stairs: #12, 3(0%)
minecraft.crafted.polished_granite_slab: #12, 2(0%)
minecraft.dropped.rose_bush: #12, 13(0%)
minecraft.dropped.black_wool: #12, 7(0%)
minecraft.dropped.birch_trapdoor: #12, 1(0%)
minecraft.used.yellow_stained_glass_pane: #12, 7(0%)
minecraft.mined.magenta_carpet: #12, 1(0%)
minecraft.dropped.cooked_cod: #12, 2(0%)
minecraft.used.chiseled_quartz_block: #12, 16(0%)
minecraft.dropped.gray_wool: #12, 3(0%)
minecraft.mined.chiseled_sandstone: #12, 3(0%)
minecraft.dropped.crimson_stem: #12, 5(0%)
minecraft.crafted.polished_blackstone_wall: #12, 10(0%)
minecraft.crafted.nether_brick_wall: #12, 7(0%)
minecraft.picked_up.pink_dye: #12, 1(0%)
minecraft.mined.blue_stained_glass: #12, 2(0%)
minecraft.used.cyan_stained_glass: #12, 66(0%)
minecraft.dropped.spruce_stairs: #12, 2(0%)
minecraft.crafted.lime_wool: #12, 1(0%)
minecraft.mined.blue_ice: #12, 2(0%)
minecraft.crafted.cut_sandstone: #12, 20(0%)
minecraft.used.purple_stained_glass: #12, 9(0%)
minecraft.dropped.gray_concrete_powder: #12, 2(0%)
minecraft.crafted.apple: #12, 4(0%)
minecraft.dropped.melon_slice: #12, 11(0%)
minecraft.crafted.green_wool: #12, 1(0%)
minecraft.crafted.magenta_concrete_powder: #12, 8(0%)
minecraft.dropped.dark_oak_slab: #12, 2(0%)
minecraft.picked_up.blue_ice: #12, 2(0%)
minecraft.dropped.brown_wool: #12, 1(0%)
minecraft.used.blue_ice: #12, 2(0%)
minecraft.picked_up.lime_concrete_powder: #12, 2(0%)
minecraft.mined.barrel: #13, 159(4%)
minecraft.used.dispenser: #13, 153(4%)
minecraft.mined.brown_mushroom: #13, 80(3%)
minecraft.picked_up.shulker_box: #13, 2221(3%)
minecraft.picked_up.filled_map: #13, 154(3%)
minecraft.picked_up.firework_rocket: #13, 3439(3%)
minecraft.used.shulker_box: #13, 2129(3%)
minecraft.mined.shulker_box: #13, 2174(3%)
minecraft.picked_up.white_concrete: #13, 3220(3%)
minecraft.dropped.cobblestone: #13, 5489(3%)
minecraft.picked_up.chainmail_leggings: #13, 3(2%)
minecraft.used.brewing_stand: #13, 18(2%)
minecraft.custom.animals_bred: #13, 661(2%)
minecraft.used.oak_fence: #13, 326(2%)
minecraft.crafted.oak_sign: #13, 123(2%)
minecraft.crafted.stick: #13, 11408(2%)
minecraft.mined.warped_planks: #13, 22(2%)
minecraft.crafted.stone_slab: #13, 1076(2%)
minecraft.mined.jungle_sign: #13, 2(2%)
minecraft.picked_up.piston: #13, 111(2%)
minecraft.used.oak_slab: #13, 262(2%)
minecraft.crafted.spruce_boat: #13, 4(2%)
minecraft.used.polished_blackstone_bricks: #13, 620(2%)
minecraft.mined.white_concrete: #13, 3052(1%)
minecraft.picked_up.anvil: #13, 31(1%)
minecraft.broken.diamond_pickaxe: #13, 1(2%)
minecraft.mined.oak_door: #13, 2(2%)
minecraft.picked_up.crimson_fungus: #13, 64(1%)
minecraft.used.armor_stand: #13, 59(1%)
minecraft.crafted.fishing_rod: #13, 4(1%)
minecraft.crafted.lime_stained_glass: #13, 568(1%)
minecraft.crafted.oak_fence: #13, 198(1%)
minecraft.used.smooth_stone: #13, 1559(1%)
minecraft.used.shroomlight: #13, 100(1%)
minecraft.mined.warped_stairs: #13, 7(1%)
minecraft.used.birch_sign: #13, 85(1%)
minecraft.dropped.bone_meal: #13, 273(1%)
minecraft.mined.jungle_leaves: #13, 1045(1%)
minecraft.picked_up.saddle: #13, 4(1%)
minecraft.mined.red_mushroom_block: #13, 377(1%)
minecraft.used.blue_shulker_box: #13, 23(1%)
minecraft.used.polished_blackstone_stairs: #13, 120(1%)
minecraft.used.oak_sapling: #13, 424(1%)
minecraft.mined.mossy_stone_bricks: #13, 15(1%)
minecraft.crafted.cyan_stained_glass_pane: #13, 48(1%)
minecraft.picked_up.mossy_stone_bricks: #13, 15(1%)
minecraft.dropped.obsidian: #13, 26(1%)
minecraft.used.light_gray_shulker_box: #13, 26(1%)
minecraft.picked_up.brick_stairs: #13, 11(1%)
minecraft.picked_up.cobblestone_slab: #13, 82(1%)
minecraft.picked_up.heavy_weighted_pressure_plate: #13, 7(1%)
minecraft.mined.jungle_stairs: #13, 12(1%)
minecraft.mined.black_stained_glass_pane: #13, 20(1%)
minecraft.picked_up.potato: #13, 258(1%)
minecraft.mined.orange_terracotta: #13, 1021(1%)
minecraft.dropped.acacia_planks: #13, 6(1%)
minecraft.used.warped_slab: #13, 47(1%)
minecraft.picked_up.brown_carpet: #13, 22(1%)
minecraft.mined.birch_fence: #13, 11(1%)
minecraft.killed.chicken: #13, 24(1%)
minecraft.dropped.birch_leaves: #13, 41(1%)
minecraft.used.pumpkin_seeds: #13, 12(1%)
minecraft.picked_up.gray_stained_glass: #13, 48(1%)
minecraft.mined.white_concrete_powder: #13, 34(0%)
minecraft.used.lily_pad: #13, 1(1%)
minecraft.picked_up.cornflower: #13, 107(0%)
minecraft.used.tnt: #13, 250(0%)
minecraft.crafted.green_stained_glass: #13, 64(0%)
minecraft.crafted.light_blue_stained_glass_pane: #13, 32(0%)
minecraft.dropped.iron_axe: #13, 1(0%)
minecraft.crafted.orange_shulker_box: #13, 1(0%)
minecraft.dropped.ink_sac: #13, 11(0%)
minecraft.picked_up.spectral_arrow: #13, 21(0%)
minecraft.used.stone_button: #13, 134(0%)
minecraft.picked_up.packed_ice: #13, 392(0%)
minecraft.used.brown_concrete_powder: #13, 57(0%)
minecraft.crafted.andesite_slab: #13, 56(0%)
minecraft.picked_up.ice: #13, 343(0%)
minecraft.dropped.wheat: #13, 14(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #13, 9(0%)
minecraft.dropped.egg: #13, 38(0%)
minecraft.crafted.polished_andesite_stairs: #13, 18(0%)
minecraft.used.light_blue_concrete_powder: #13, 95(0%)
minecraft.dropped.jungle_sapling: #13, 1(0%)
minecraft.mined.smoker: #13, 1(0%)
minecraft.mined.light_gray_stained_glass: #13, 12(0%)
minecraft.dropped.polished_blackstone_slab: #13, 1(0%)
minecraft.dropped.chorus_fruit: #13, 5(0%)
minecraft.crafted.light_blue_terracotta: #13, 24(0%)
minecraft.dropped.lapis_ore: #13, 1(0%)
minecraft.used.yellow_terracotta: #13, 15(0%)
minecraft.mined.cyan_stained_glass_pane: #13, 2(0%)
minecraft.picked_up.chiseled_quartz_block: #13, 2(0%)
minecraft.crafted.cyan_stained_glass: #13, 88(0%)
minecraft.mined.nether_brick_wall: #13, 2(0%)
minecraft.dropped.cooked_mutton: #13, 1(0%)
minecraft.crafted.magenta_carpet: #13, 3(0%)
minecraft.dropped.snow_block: #13, 2(0%)
minecraft.picked_up.blue_stained_glass: #13, 2(0%)
minecraft.mined.green_stained_glass: #13, 2(0%)
minecraft.mined.crimson_slab: #13, 1(0%)
minecraft.mined.sandstone_slab: #13, 6(0%)
minecraft.picked_up.green_stained_glass: #13, 2(0%)
minecraft.dropped.spectral_arrow: #13, 2(0%)
minecraft.crafted.yellow_stained_glass: #13, 8(0%)
minecraft.dropped.dark_oak_trapdoor: #13, 1(0%)
minecraft.crafted.blue_stained_glass: #13, 8(0%)
minecraft.picked_up.orange_dye: #13, 1(0%)
minecraft.used.jack_o_lantern: #13, 1(0%)
minecraft.picked_up.cyan_dye: #13, 2(0%)
minecraft.dropped.cocoa_beans: #13, 3(0%)
minecraft.used.beetroot_seeds: #13, 1(0%)
minecraft.picked_up.barrel: #14, 180(4%)
minecraft.crafted.diamond_block: #14, 342(3%)
minecraft.dropped.andesite: #14, 1243(3%)
minecraft.used.stone_axe: #14, 162(3%)
minecraft.picked_up.obsidian: #14, 712(3%)
minecraft.mined.wall_torch: #14, 415(2%)
minecraft.used.oak_sign: #14, 184(2%)
minecraft.picked_up.quartz: #14, 3870(2%)
minecraft.used.sugar_cane: #14, 323(2%)
minecraft.mined.bell: #14, 6(2%)
minecraft.crafted.iron_nugget: #14, 3420(2%)
minecraft.picked_up.oak_sapling: #14, 1108(2%)
minecraft.picked_up.mossy_cobblestone: #14, 65(2%)
minecraft.mined.piston: #14, 82(2%)
minecraft.used.polished_andesite: #14, 1476(2%)
minecraft.picked_up.detector_rail: #14, 9(2%)
minecraft.used.gravel: #14, 838(2%)
minecraft.mined.white_stained_glass_pane: #14, 38(2%)
minecraft.used.tripwire_hook: #14, 12(2%)
minecraft.dropped.diamond_leggings: #14, 2(2%)
minecraft.used.oak_door: #14, 8(2%)
minecraft.picked_up.red_concrete: #14, 272(1%)
minecraft.crafted.glass_pane: #14, 240(1%)
minecraft.used.white_concrete: #14, 3715(1%)
minecraft.used.end_rod: #14, 191(1%)
minecraft.dropped.white_concrete: #14, 45(1%)
minecraft.mined.nether_brick_fence: #14, 16(1%)
minecraft.picked_up.poppy: #14, 570(1%)
minecraft.picked_up.armor_stand: #14, 49(1%)
minecraft.mined.oak_stairs: #14, 23(1%)
minecraft.crafted.iron_shovel: #14, 9(1%)
minecraft.dropped.redstone_block: #14, 28(1%)
minecraft.picked_up.stone_brick_stairs: #14, 96(1%)
minecraft.picked_up.rose_bush: #14, 312(1%)
minecraft.used.crimson_nylium: #14, 44(1%)
minecraft.crafted.lantern: #14, 173(1%)
minecraft.mined.dropper: #14, 27(1%)
minecraft.used.iron_sword: #14, 417(1%)
minecraft.picked_up.spruce_boat: #14, 6(1%)
minecraft.picked_up.polished_andesite_stairs: #14, 76(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #14, 8(1%)
minecraft.picked_up.polished_andesite: #14, 192(1%)
minecraft.used.bookshelf: #14, 149(1%)
minecraft.picked_up.black_stained_glass: #14, 77(1%)
minecraft.used.string: #14, 143(1%)
minecraft.picked_up.light_gray_terracotta: #14, 588(1%)
minecraft.picked_up.orange_terracotta: #14, 1145(1%)
minecraft.mined.polished_andesite: #14, 143(1%)
minecraft.picked_up.ink_sac: #14, 314(1%)
minecraft.used.bamboo: #14, 96(1%)
minecraft.mined.gray_concrete: #14, 1318(1%)
minecraft.crafted.cobblestone_slab: #14, 200(1%)
minecraft.crafted.spruce_button: #14, 27(1%)
minecraft.picked_up.jungle_slab: #14, 68(1%)
minecraft.dropped.basalt: #14, 67(1%)
minecraft.used.polished_basalt: #14, 204(1%)
minecraft.picked_up.white_stained_glass_pane: #14, 42(1%)
minecraft.dropped.iron_pickaxe: #14, 1(1%)
minecraft.mined.black_stained_glass: #14, 42(1%)
minecraft.mined.white_stained_glass: #14, 77(1%)
minecraft.mined.honey_block: #14, 35(1%)
minecraft.dropped.oak_boat: #14, 1(1%)
minecraft.used.totem_of_undying: #14, 2(1%)
minecraft.used.daylight_detector: #14, 7(1%)
minecraft.picked_up.bee_nest: #14, 3(1%)
minecraft.picked_up.white_stained_glass: #14, 70(0%)
minecraft.used.nether_brick_slab: #14, 96(0%)
minecraft.mined.red_carpet: #14, 10(0%)
minecraft.used.cornflower: #14, 2(1%)
minecraft.dropped.iron_block: #14, 55(0%)
minecraft.crafted.polished_granite: #14, 140(1%)
minecraft.crafted.pink_dye: #14, 50(0%)
minecraft.crafted.birch_stairs: #14, 32(1%)
minecraft.used.sea_pickle: #14, 18(0%)
minecraft.crafted.soul_torch: #14, 48(1%)
minecraft.picked_up.red_carpet: #14, 15(0%)
minecraft.mined.light_blue_concrete: #14, 95(0%)
minecraft.crafted.warped_sign: #14, 3(1%)
minecraft.used.birch_stairs: #14, 24(0%)
minecraft.mined.blackstone_stairs: #14, 7(0%)
minecraft.crafted.yellow_stained_glass_pane: #14, 16(0%)
minecraft.used.red_mushroom: #14, 3(0%)
minecraft.picked_up.blackstone_stairs: #14, 7(0%)
minecraft.dropped.stone_pressure_plate: #14, 3(0%)
minecraft.mined.bamboo_sapling: #14, 1(0%)
minecraft.crafted.leather_leggings: #14, 4(0%)
minecraft.mined.purple_bed: #14, 1(0%)
minecraft.used.coal_block: #14, 12(0%)
minecraft.picked_up.black_terracotta: #14, 27(0%)
minecraft.dropped.pumpkin_seeds: #14, 28(0%)
minecraft.dropped.white_carpet: #14, 3(0%)
minecraft.picked_up.cooked_cod: #14, 4(0%)
minecraft.mined.crimson_trapdoor: #14, 2(0%)
minecraft.picked_up.magenta_carpet: #14, 2(0%)
minecraft.picked_up.smoker: #14, 1(0%)
minecraft.crafted.gray_stained_glass: #14, 104(0%)
minecraft.picked_up.iron_ingot: #14, 1256(0%)
minecraft.used.black_banner: #14, 2(0%)
minecraft.used.crimson_sign: #14, 1(0%)
minecraft.mined.crimson_planks: #14, 4(0%)
minecraft.dropped.fern: #14, 1(0%)
minecraft.crafted.melon_seeds: #14, 4(0%)
minecraft.mined.chiseled_quartz_block: #14, 2(0%)
minecraft.picked_up.red_concrete_powder: #14, 26(0%)
minecraft.dropped.red_concrete: #14, 1(0%)
minecraft.dropped.jungle_leaves: #14, 4(0%)
minecraft.dropped.splash_potion: #14, 1(0%)
minecraft.picked_up.turtle_egg: #14, 6(0%)
minecraft.custom.sprint_one_cm: #15, 83317095(3%)
minecraft.picked_up.cyan_stained_glass_pane: #14, 2(0%)
minecraft.used.crimson_slab: #14, 5(0%)
minecraft.dropped.crimson_planks: #14, 1(0%)
minecraft.crafted.blackstone_slab: #14, 8(0%)
minecraft.used.cooked_chicken: #14, 3(0%)
minecraft.dropped.cobblestone_wall: #14, 2(0%)
minecraft.mined.light_blue_stained_glass_pane: #14, 2(0%)
minecraft.mined.prismarine_bricks: #14, 19(0%)
minecraft.picked_up.nether_brick_wall: #14, 2(0%)
minecraft.mined.chiseled_stone_bricks: #14, 1(0%)
minecraft.crafted.crossbow: #14, 1(0%)
minecraft.killed.rabbit: #14, 1(0%)
minecraft.picked_up.beetroot: #14, 1(0%)
minecraft.used.sandstone_slab: #14, 15(0%)
minecraft.dropped.andesite_slab: #14, 3(0%)
minecraft.used.magenta_carpet: #14, 1(0%)
minecraft.dropped.black_concrete: #14, 1(0%)
minecraft.mined.quartz_bricks: #14, 1(0%)
minecraft.used.blue_stained_glass: #14, 2(0%)
minecraft.picked_up.elytra: #15, 51(3%)
minecraft.mined.crimson_fungus: #15, 28(3%)
minecraft.used.stone_bricks: #15, 6023(2%)
minecraft.crafted.flint_and_steel: #15, 8(3%)
minecraft.mined.mossy_cobblestone: #15, 56(2%)
minecraft.mined.oak_wall_sign: #15, 34(2%)
minecraft.crafted.cooked_beef: #15, 315(2%)
minecraft.picked_up.bone_meal: #15, 990(2%)
minecraft.crafted.coal_block: #15, 693(2%)
minecraft.crafted.rail: #15, 704(2%)
minecraft.picked_up.oak_sign: #15, 89(2%)
minecraft.mined.lantern: #15, 48(2%)
minecraft.crafted.oak_slab: #15, 462(2%)
minecraft.mined.sugar_cane: #15, 1554(2%)
minecraft.custom.player_kills: #15, 20(2%)
minecraft.dropped.diamond_pickaxe: #15, 6(2%)
minecraft.dropped.gravel: #15, 587(2%)
minecraft.mined.ender_chest: #15, 253(2%)
minecraft.used.ender_chest: #15, 256(2%)
minecraft.used.beacon: #15, 23(2%)
minecraft.used.composter: #15, 40(2%)
minecraft.picked_up.oak_slab: #15, 117(2%)
minecraft.used.oak_pressure_plate: #15, 3(2%)
minecraft.used.bone_meal: #15, 4608(1%)
minecraft.picked_up.brown_mushroom: #15, 178(1%)
minecraft.dropped.diamond_boots: #15, 3(2%)
minecraft.crafted.piston: #15, 261(1%)
minecraft.crafted.enchanting_table: #15, 1(1%)
minecraft.mined.spruce_slab: #15, 170(1%)
minecraft.crafted.jungle_planks: #15, 3904(1%)
minecraft.crafted.oak_fence_gate: #15, 24(1%)
minecraft.picked_up.spruce_slab: #15, 236(1%)
minecraft.mined.spruce_sign: #15, 3(1%)
minecraft.mined.nether_gold_ore: #15, 104(1%)
minecraft.dropped.brown_mushroom: #15, 33(1%)
minecraft.crafted.white_shulker_box: #15, 3(1%)
minecraft.picked_up.crossbow: #15, 11(1%)
minecraft.used.stone_pressure_plate: #15, 24(1%)
minecraft.dropped.armor_stand: #15, 3(1%)
minecraft.crafted.composter: #15, 30(1%)
minecraft.picked_up.tripwire_hook: #15, 12(1%)
minecraft.picked_up.oak_door: #15, 6(1%)
minecraft.picked_up.white_carpet: #15, 124(1%)
minecraft.used.jungle_leaves: #15, 270(1%)
minecraft.picked_up.gray_concrete: #15, 1342(1%)
minecraft.picked_up.dropper: #15, 31(1%)
minecraft.used.oak_fence_gate: #15, 20(1%)
minecraft.mined.mycelium: #15, 1888(1%)
minecraft.dropped.slime_ball: #15, 52(1%)
minecraft.mined.quartz_slab: #15, 28(1%)
minecraft.picked_up.warped_stairs: #15, 7(1%)
minecraft.picked_up.pumpkin_seeds: #15, 203(1%)
minecraft.crafted.leather_boots: #15, 6(1%)
minecraft.dropped.chainmail_leggings: #15, 1(1%)
minecraft.crafted.warped_slab: #15, 54(1%)
minecraft.custom.play_one_minute: #16, 53594988(2%)
minecraft.mined.red_mushroom: #15, 6(1%)
minecraft.used.soul_lantern: #15, 22(1%)
minecraft.picked_up.poisonous_potato: #15, 2(1%)
minecraft.dropped.shulker_box: #15, 10(1%)
minecraft.picked_up.black_stained_glass_pane: #15, 24(1%)
minecraft.picked_up.gold_block: #15, 68(1%)
minecraft.crafted.polished_blackstone: #15, 582(1%)
minecraft.crafted.white_stained_glass: #15, 520(1%)
minecraft.mined.bamboo: #15, 90(1%)
minecraft.crafted.anvil: #15, 25(1%)
minecraft.crafted.polished_andesite_slab: #15, 86(1%)
minecraft.mined.nether_brick_slab: #15, 21(1%)
minecraft.picked_up.cocoa_beans: #15, 283(1%)
minecraft.crafted.cyan_terracotta: #15, 1204(1%)
minecraft.mined.polished_blackstone_stairs: #15, 11(1%)
minecraft.picked_up.light_blue_concrete: #15, 99(0%)
minecraft.crafted.cyan_shulker_box: #15, 1(1%)
minecraft.used.gray_concrete_powder: #15, 1257(0%)
minecraft.mined.end_rod: #15, 58(0%)
minecraft.dropped.fishing_rod: #15, 1(1%)
minecraft.dropped.oak_leaves: #15, 51(0%)
minecraft.crafted.bread: #15, 126(0%)
minecraft.used.warped_wart_block: #15, 62(0%)
minecraft.picked_up.polished_blackstone_stairs: #15, 10(0%)
minecraft.killed.drowned: #15, 45(0%)
minecraft.crafted.jungle_boat: #15, 1(1%)
minecraft.dropped.coarse_dirt: #15, 25(0%)
minecraft.dropped.bamboo: #15, 73(0%)
minecraft.custom.minecart_one_cm: #15, 469831(0%)
minecraft.picked_up.nether_brick_stairs: #15, 10(0%)
minecraft.used.quartz_stairs: #15, 100(0%)
minecraft.dropped.tripwire_hook: #15, 2(0%)
minecraft.crafted.tripwire_hook: #15, 10(0%)
minecraft.picked_up.cookie: #15, 6(0%)
minecraft.mined.nether_brick_stairs: #15, 8(0%)
minecraft.dropped.stone_axe: #15, 1(0%)
minecraft.picked_up.iron_axe: #15, 1(0%)
minecraft.mined.smooth_sandstone_slab: #15, 18(0%)
minecraft.dropped.iron_ingot: #15, 99(0%)
minecraft.dropped.polished_andesite_slab: #15, 15(0%)
minecraft.crafted.jungle_button: #15, 2(0%)
minecraft.killed.bee: #15, 1(0%)
minecraft.mined.lily_pad: #15, 4(0%)
minecraft.dropped.melon_seeds: #15, 1(0%)
minecraft.used.birch_planks: #15, 64(0%)
minecraft.crafted.stone_button: #15, 110(0%)
minecraft.picked_up.light_gray_stained_glass: #15, 16(0%)
minecraft.dropped.stone_bricks: #15, 19(0%)
minecraft.picked_up.crimson_trapdoor: #15, 2(0%)
minecraft.dropped.poppy: #15, 114(0%)
minecraft.dropped.snow: #15, 12(0%)
minecraft.picked_up.prismarine_bricks: #15, 19(0%)
minecraft.mined.beetroots: #15, 1(0%)
minecraft.crafted.light_blue_stained_glass: #15, 24(0%)
minecraft.mined.emerald_block: #15, 4(0%)
minecraft.picked_up.crimson_slab: #15, 1(0%)
minecraft.dropped.cod: #15, 14(0%)
minecraft.mined.ice: #15, 241(0%)
minecraft.used.target: #15, 1(0%)
minecraft.crafted.purple_stained_glass: #15, 8(0%)
minecraft.dropped.lantern: #15, 1(0%)
minecraft.used.light_blue_stained_glass: #15, 13(0%)
minecraft.dropped.prismarine_crystals: #15, 5(0%)
minecraft.mined.light_blue_stained_glass: #15, 2(0%)
minecraft.picked_up.quartz_bricks: #15, 1(0%)
minecraft.picked_up.magenta_concrete: #15, 1(0%)
minecraft.mined.magenta_concrete: #15, 1(0%)
minecraft.crafted.sandstone_wall: #15, 1(0%)
minecraft.used.magenta_concrete_powder: #15, 1(0%)
minecraft.picked_up.redstone_torch: #16, 267(3%)
minecraft.used.diamond_axe: #16, 18279(3%)
minecraft.picked_up.coal: #16, 9112(3%)
minecraft.crafted.redstone_block: #16, 1070(2%)
minecraft.picked_up.diamond: #16, 1344(2%)
minecraft.picked_up.diamond_sword: #16, 20(2%)
minecraft.picked_up.netherite_sword: #16, 11(2%)
minecraft.used.water_bucket: #16, 1336(2%)
minecraft.crafted.diamond_hoe: #16, 2(2%)
minecraft.picked_up.iron_bars: #16, 212(2%)
minecraft.mined.torch: #16, 983(2%)
minecraft.picked_up.iron_leggings: #16, 4(2%)
minecraft.killed_by.creeper: #16, 3(2%)
minecraft.used.rail: #16, 940(2%)
minecraft.picked_up.sand: #16, 36657(2%)
minecraft.picked_up.netherite_helmet: #16, 8(2%)
minecraft.killed.trader_llama: #16, 8(2%)
minecraft.killed.wandering_trader: #16, 4(2%)
minecraft.picked_up.polished_blackstone: #16, 121(1%)
minecraft.custom.walk_one_cm: #17, 122063666(3%)
