stat, rank, value, (percentage) 
minecraft.custom.time_since_rest: #18, 668433(0%)
minecraft.custom.time_since_death: #29, 668433(0%)
minecraft.custom.walk_under_water_one_cm: #34, 355861(0%)
minecraft.custom.walk_on_water_one_cm: #40, 67435(0%)
minecraft.custom.fly_one_cm: #43, 2665079(0%)
minecraft.custom.play_one_minute: #43, 668433(0%)
minecraft.custom.leave_game: #44, 14(0%)
minecraft.custom.jump: #44, 1(0%)
minecraft.custom.sneak_time: #45, 6763(0%)
